"time","aimc.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","aimc.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","aimc.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","aimc.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","loadInertia.phi","loadInertia.w","vfController.x"
0.00125,-2.55448675245424e-10,2.7944671436056e-06,-1.45167058028003e-08,0.000108312824606365,5.55472764184806e-18,2.60526534695629e-14,0.000245436936833588
0.0013,-3.05817823849083e-10,3.12888342842272e-06,-1.68712638382933e-08,0.000117068317759121,7.54817507609828e-18,3.47789592662829e-14,0.000265464589988473
0.00135,-3.63135198583991e-10,3.48848654198688e-06,-1.94893928349646e-08,0.000126157756754039,9.97160817866701e-18,4.53097293234602e-14,0.000286277641305093
0.0014,-4.27892258189052e-10,3.87415141154834e-06,-2.23864520479645e-08,0.000135580459294864,1.28663829800817e-17,5.78141213096813e-14,0.00030787609078381
0.00145,-5.02393101159408e-10,4.28725565094364e-06,-2.56077209293899e-08,0.000145335346960097,1.69535327894407e-17,7.46524688594296e-14,0.000330259938425495
0.0015,-5.90521210335549e-10,4.72961487351934e-06,-2.92245489160129e-08,0.00015542099617747,2.3546305474733e-17,1.00094315093819e-13,0.000353429184231467
0.00155,-6.90071104113611e-10,5.2013560831009e-06,-3.32077784272854e-08,0.000165837314026606,3.16747976221656e-17,1.31048671345016e-13,0.000377383828201322
0.0016,-8.0184172357791e-10,5.70343947884659e-06,-3.75778441517415e-08,0.000176583551015594,4.14956605177175e-17,1.68056389614627e-13,0.000402123870335508
0.00165,-9.26632009812763e-10,6.23682525991466e-06,-4.23551807779158e-08,0.000187658957652523,5.31655454473678e-17,2.11658321904259e-13,0.000427649310634471
0.0017,-1.06524090390249e-09,6.8024736254634e-06,-4.75602229943426e-08,0.000199062784445481,6.68411036970958e-17,2.6239532021552e-13,0.000453960149098659
0.00175,-1.21846734693139e-09,7.40134477465107e-06,-5.32134054895561e-08,0.000210794281902557,8.26789865528804e-17,3.20808236550016e-13,0.000481056385728516
0.0018,-1.3871102799838e-09,8.03439890663592e-06,-5.93351629520909e-08,0.000222852700531838,1.00835845300701e-16,3.87437922909355e-13,0.000508938020524491
0.00185,-1.57348599817142e-09,8.70248641447742e-06,-6.59638107974254e-08,0.00023523737252995,1.227734068116e-16,4.66520086816221e-13,0.000537605053485975
0.0019,-1.78880000321441e-09,9.40581440754419e-06,-7.32424161820605e-08,0.000247948108654402,1.57599000964153e-16,5.83936230724766e-13,0.000567057484606181
0.00195,-2.02643261935077e-09,1.01458799467681e-05,-8.11039917033521e-08,0.000260983760023328,1.99088529696252e-16,7.22162393205699e-13,0.000597295313890712
0.002,-2.28766572236489e-09,1.09236082828548e-05,-8.95746630246155e-08,0.000274343603144172,2.47814016234016e-16,8.82915403593964e-13,0.00062831854133968
0.00205,-2.57378118804113e-09,1.17399246665098e-05,-9.86805558091662e-08,0.00028802691452438,3.04347483803565e-16,1.06791209122451e-12,0.000660127166953195
0.0021,-2.8860608921639e-09,1.25957543484389e-05,-1.0844779572032e-07,0.000302032970671397,3.69260955631019e-16,1.27886928543228e-12,0.000692721190731369
0.00215,-3.22578671051755e-09,1.34920225793475e-05,-1.18902508421391e-07,0.000316361048092669,4.43126454942496e-16,1.51750381555222e-12,0.000726100612674311
0.0022,-3.5942405188865e-09,1.44296546099414e-05,-1.30070819575695e-07,0.000331010423295641,5.26516004964118e-16,1.78553251091928e-12,0.000760265432782134
0.00225,-3.9927041930551e-09,1.5409575690926e-05,-1.41978854846549e-07,0.000345980372787759,6.20001628922004e-16,2.08467220086841e-12,0.000795215651054948
0.0023,-4.45567879154486e-09,1.64304056472681e-05,-1.54924362226377e-07,0.000361271911838559,8.23917407566203e-16,2.57246781492776e-12,0.000830951267488256
0.00235,-4.96502068139006e-09,1.74944178684345e-05,-1.68774631383865e-07,0.000376883300183386,1.08049772419064e-15,3.15951292549455e-12,0.000867472282084862
0.0024,-5.52172138892056e-09,1.86025577555094e-05,-1.83553413890354e-07,0.000392813799132183,1.38944264020309e-15,3.84616235958574e-12,0.00090477869484492
0.00245,-6.12839487283802e-09,1.97556581120641e-05,-1.99297727412959e-07,0.000409062754916425,1.75532461838507e-15,4.64038162375214e-12,0.000942870505768353
0.0025,-6.78765509184412e-09,2.09545517416701e-05,-2.16044589618794e-07,0.000425629513767587,2.18271612151815e-15,5.55013622454461e-12,0.000981747714855091
0.00255,-7.5021160046405e-09,2.22000714478988e-05,-2.33831018174973e-07,0.000442513421917143,2.67618961238388e-15,6.58339166851399e-12,0.00102141032210506
0.0026,-8.27439156992885e-09,2.34930500343216e-05,-2.5269403074861e-07,0.000459713825596569,3.24031755376381e-15,7.7481134622111e-12,0.00106185832751818
0.00265,-9.10709574641081e-09,2.48343203045099e-05,-2.72670645006818e-07,0.000477230071037339,3.87967240843946e-15,9.05226711218678e-12,0.00110309173109438
0.0027,-1.00028424927881e-08,2.62247150620353e-05,-2.93797878616713e-07,0.000495061504470929,4.59882663919241e-15,1.05038181249919e-11,0.00114511053283359
0.00275,-1.09642457677623e-08,2.76650671104691e-05,-3.16112749245408e-07,0.000513207472128815,5.4023527088042e-15,1.21107320071772e-11,0.00118791473273573
0.0028,-1.19939195300351e-08,2.91562092533827e-05,-3.39652274560016e-07,0.000531667320242469,6.29482308005637e-15,1.38809742652937e-11,0.00123150433080074
0.00285,-1.30944777383082e-08,3.06989742943476e-05,-3.64453472227652e-07,0.000550440395043369,7.28081021573047e-15,1.5822510405892e-11,0.00127587932702852
0.0029,-1.42685343512832e-08,3.22941950369352e-05,-3.90553359915431e-07,0.000569526042762988,8.36488657860806e-15,1.79433059355231e-11,0.00132103972141903
0.00295,-1.55187033276619e-08,3.39427042847169e-05,-4.17988955290466e-07,0.000588923609632802,9.55162463147066e-15,2.02513263607378e-11,0.00136698551397216
0.003,-1.68475986261458e-08,3.56453348412641e-05,-4.4679727601987e-07,0.000608632441884285,1.08455968370999e-14,2.2754537188087e-11,0.00141371670468787
0.00305,-1.82578342054367e-08,3.74029195101483e-05,-4.77015339770759e-07,0.000628651885748914,1.22513756582772e-14,2.54609039241214e-11,0.00146123329356606
0.0031,-1.97822240013054e-08,3.92153608667311e-05,-5.08853202151593e-07,0.000648981978359408,1.40858192755337e-14,2.88761329287425e-11,0.00150953528060999
0.00315,-2.14253138043316e-08,4.10834322097535e-05,-5.42358949719054e-07,0.000669622110142808,1.63734764418061e-14,3.30400291912036e-11,0.00155862266581978
0.0032,-2.31691227647594e-08,4.30086007098848e-05,-5.77451597293775e-07,0.000690571156171992,1.89059570561512e-14,3.76211249293229e-11,0.00160849544919311
0.00325,-2.50170231394189e-08,4.49916758133836e-05,-6.14172507392097e-07,0.000711828480026433,2.16956748348296e-14,4.26398835385269e-11,0.00165915363072998
0.0033,-2.69723871851398e-08,4.70334669665084e-05,-6.5256304253036e-07,0.000733393445285602,2.47550434941017e-14,4.81167684142424e-11,0.00171059721043041
0.00335,-2.90385871587523e-08,4.91347836155181e-05,-6.92664565224907e-07,0.000755265415528972,2.80964767502281e-14,5.40722429518962e-11,0.0017628261882944
0.0034,-3.12189953170861e-08,5.12964352066711e-05,-7.3451843799208e-07,0.000777443754336015,3.17323883194692e-14,6.05267705469148e-11,0.00181584056432197
0.00345,-3.35169839169714e-08,5.35192311862262e-05,-7.78166023348221e-07,0.000799927825286204,3.56751919180856e-14,6.7500814594725e-11,0.00186964033851311
0.0035,-3.59359252152379e-08,5.58039810004419e-05,-8.2364868380967e-07,0.00082271699195901,3.99373012623377e-14,7.50148384907535e-11,0.00192422551086785
0.00355,-3.84791914687157e-08,5.81514940955771e-05,-8.71007781892769e-07,0.000845810617933907,4.45311300684861e-14,8.30893056304269e-11,0.00197959608138619
0.0036,-4.11501549342346e-08,6.05625799178902e-05,-9.20284680113861e-07,0.000869208066790367,4.94690920527912e-14,9.17446794091721e-11,0.00203575205006814
0.00365,-4.39521878686247e-08,6.30380479136399e-05,-9.71520740989287e-07,0.000892908702107862,5.47636009315136e-14,1.01001423222416e-10,0.00209269341691371
0.0037,-4.6888662528716e-08,6.55787075290849e-05,-1.02475732703539e-06,0.000916911887465864,6.04270704209137e-14,1.10880000465584e-10,0.0021504201819229
0.00375,-4.99629511713382e-08,6.81853682104838e-05,-1.08003580076851e-06,0.000941216986443845,6.64719142372522e-14,1.21400874534105e-10,0.00220893234509574
0.0038,-5.31784260533214e-08,7.08588394040952e-05,-1.13739752470499e-06,0.000965823362621279,7.29105460967893e-14,1.32584508823403e-10,0.00226822990643222
0.00385,-5.66721077124423e-08,7.35949967763286e-05,-1.19766052790008e-06,0.000990734069277596,8.17668451967139e-14,1.47146325346967e-10,0.00232831286593149
0.0039,-6.03618559106693e-08,7.63978065654418e-05,-1.26036923648645e-06,0.00101594610920284,9.17662245497729e-14,1.63382465770484e-10,0.00238918122359411
0.00395,-6.42346856426449e-08,7.92686820648212e-05,-1.32546995647752e-06,0.00104145839439275,1.02674913873302e-13,1.80983556514389e-10,0.0024508349794202
0.004,-6.82958248343001e-08,8.22083642165685e-05,-1.39301483418787e-06,0.00106727033965726,1.14533255520689e-13,2.00007479722792e-10,0.00251327413340976
0.00405,-7.25505014115661e-08,8.52175939627852e-05,-1.4630560159321e-06,0.00109338135980628,1.27381591845319e-13,2.205121175398e-10,0.00257649868556278
0.0041,-7.70039433003742e-08,8.82971122455731e-05,-1.5356456480248e-06,0.00111979086964976,1.41260265200581e-13,2.42555352109524e-10,0.00264050863587926
0.00415,-8.16613784266553e-08,9.14476600070339e-05,-1.61083587678056e-06,0.00114649828399761,1.56209617939859e-13,2.66195065576072e-10,0.0027053039843592
0.0042,-8.65280347163407e-08,9.46699781892691e-05,-1.68867884851397e-06,0.00117350301765976,1.72269992416541e-13,2.91489140083553e-10,0.0027708847310026
0.00425,-9.16091400953616e-08,9.79648077343805e-05,-1.76922670953963e-06,0.00120080448544614,1.89481730984014e-13,3.18495457776076e-10,0.00283725087580944
0.0043,-9.69099224896489e-08,0.00010133288958447,-1.85253160617213e-06,0.00122840210216667,2.07885175995664e-13,3.47271900797749e-10,0.00290440241877974
0.00435,-1.02435609825134e-07,0.000104774964681638,-1.93864568472605e-06,0.00125629528263129,2.27520669804879e-13,3.77876351292684e-10,0.00297233935991348
0.0044,-1.08191430027748e-07,0.000108291773967988,-2.02762109151599e-06,0.00128448344164992,2.48428554765044e-13,4.10366691404987e-10,0.00304106169921067
0.00445,-1.14182611023422e-07,0.000111884058385621,-2.11950997285655e-06,0.00131296599403249,2.70649173229547e-13,4.44800803278768e-10,0.0031105694366713
0.0045,-1.20414380738087e-07,0.000115552558876638,-2.21436447506231e-06,0.00134174235458892,2.94222867551775e-13,4.81236569058137e-10,0.00318086257229537
0.00455,-1.26923074837836e-07,0.00011929718005476,-2.31238387775604e-06,0.00137081256144429,3.2017323158001e-13,5.20852429164858e-10,0.00325194110608287
0.0046,-1.33848163089221e-07,0.000123115053784074,-2.41425526395955e-06,0.00140017871925264,3.52783715324577e-13,5.68541904877737e-10,0.00332380503803374
0.00465,-1.41067462808343e-07,0.000127010346427762,-2.51942815361778e-06,0.00142983768985922,3.88067474595234e-13,6.19773312761219e-10,0.00339645436814804
0.0047,-1.4858859263476e-07,0.000130983734653838,-2.62796600063638e-06,0.00145978893597738,4.26140417271302e-13,6.7469065288146e-10,0.00346988909642575
0.00475,-1.56419171208027e-07,0.000135035895130314,-2.739932258921e-06,0.00149003192032051,4.67118451232104e-13,7.33437925304619e-10,0.00354410922286688
0.0048,-1.64566817167701e-07,0.000139167504525204,-2.85539038237731e-06,0.00152056610560198,5.11117484356962e-13,7.96159130096856e-10,0.00361911474747141
0.00485,-1.73039149153339e-07,0.000143379239506519,-2.97440382491095e-06,0.00155139095453517,5.58253424525198e-13,8.62998267324327e-10,0.00369490567023935
0.0049,-1.81843785804497e-07,0.000147671776742274,-3.09703604042758e-06,0.00158250592983344,6.08642179616135e-13,9.34099337053192e-10,0.00377148199117069
0.00495,-1.90988345760732e-07,0.000152045792900481,-3.22335048283285e-06,0.00161391049421018,6.62399657509095e-13,1.00960633934961e-09,0.00384884371026543
0.005,-2.00480447661599e-07,0.000156501964649152,-3.35341060603241e-06,0.00164560411037876,7.19641766083399e-13,1.08966327427974e-09,0.00392699082752357
0.00505,-2.10327710146656e-07,0.0001610409686563,-3.48727986393192e-06,0.00167758624105255,7.80484413218372e-13,1.17441414190974e-09,0.00400592334294509
0.0051,-2.20537751855459e-07,0.000165663481589939,-3.62502171043703e-06,0.00170985634894493,8.45043506793333e-13,1.26400294230576e-09,0.00408564125653001
0.00515,-2.31118191427564e-07,0.000170370180118081,-3.7666995994534e-06,0.00174241389676928,9.13434954687605e-13,1.35857367553397e-09,0.0041661445682783
0.0052,-2.42076647502528e-07,0.000175161740908739,-3.91237698488667e-06,0.00177525834723897,9.85774664780513e-13,1.45827034166053e-09,0.00424743327818999
0.00525,-2.53420738719907e-07,0.000180038840629926,-4.06211732064251e-06,0.00180838916306737,1.06217854495138e-12,1.56323694075159e-09,0.00432950738626504
0.0053,-2.65255468577938e-07,0.000185000182077676,-4.21636294325839e-06,0.0018418072738681,1.14877805926978e-12,1.67949457606979e-09,0.00441236689250354
0.00535,-2.77624345299659e-07,0.000190045714482039,-4.37531693758496e-06,0.00187551268295644,1.24790604963351e-12,1.80935315713244e-09,0.00449601179690551
0.0054,-2.90444623232625e-07,0.000195177946084706,-4.53869118890374e-06,0.00190950349189574,1.35409653487364e-12,1.94750326674379e-09,0.00458044209947087
0.00545,-3.03726573456034e-07,0.000200397499791984,-4.70655947062308e-06,0.00194377920335285,1.46762926661185e-12,2.0942489777133e-09,0.00466565780019963
0.0055,-3.17480467049082e-07,0.000205704998510178,-4.87899555615133e-06,0.00197833931999464,1.58878399646979e-12,2.24989436285044e-09,0.00475165889909178
0.00555,-3.31716575090963e-07,0.000211101065145593,-5.05607321889684e-06,0.00201318334448797,1.71784047606914e-12,2.41474349496466e-09,0.00483844539614732
0.0056,-3.46445168660876e-07,0.000216586322604534,-5.23786623226796e-06,0.00204831077949969,1.85507845703157e-12,2.58910044686542e-09,0.00492601729136626
0.00565,-3.61676518838015e-07,0.000222161393793307,-5.42444836967302e-06,0.00208372112769666,2.00077769097874e-12,2.7732692913622e-09,0.00501437458474858
0.0057,-3.77420896701577e-07,0.000227826901618217,-5.61589340452038e-06,0.00211941389174574,2.15521792953232e-12,2.96755410126444e-09,0.0051035172762943
0.00575,-3.93688573330757e-07,0.00023358346898557,-5.81227511021839e-06,0.00215538857431379,2.31867892431399e-12,3.17225894938161e-09,0.0051934453660034
0.0058,-4.10489819804753e-07,0.000239431718801671,-6.01366726017539e-06,0.00219164467806767,2.4914404269454e-12,3.38768790852317e-09,0.00528415885387588
0.00585,-4.27834907202761e-07,0.000245372273972825,-6.22014362779973e-06,0.00222818170567423,2.67378218904823e-12,3.61414505149858e-09,0.00537565773991175
0.0059,-4.45734106603975e-07,0.000251405757405338,-6.43177798649975e-06,0.00226499915980034,2.86598396224414e-12,3.85193445111731e-09,0.005467942024111
0.00595,-4.64197689087594e-07,0.000257532792005516,-6.64864410968382e-06,0.00230209654311285,3.06832549815481e-12,4.10136018018881e-09,0.00556101170647363
0.006,-4.83235925732812e-07,0.000263754000679663,-6.87081577076025e-06,0.00233947335827862,3.2810865484019e-12,4.36272631152254e-09,0.00565486678699963
0.00605,-5.03042598697105e-07,0.000270066997142305,-7.09898029224206e-06,0.0023771313388788,3.52449637608516e-12,4.65333429396508e-09,0.00574950726568909
0.0061,-5.2353340672442e-07,0.000276473955085109,-7.3328952553373e-06,0.00241506883787978,3.7885537628421e-12,4.96472861174955e-09,0.00584493314254196
0.00615,-5.44678587606795e-07,0.000282976153875231,-7.57250058656223e-06,0.00245328487127026,4.06918643681351e-12,5.29350532810792e-09,0.00594114441755823
0.0062,-5.66491378921121e-07,0.000289574167774717,-7.81787997748395e-06,0.00249177897778032,4.36699663794353e-12,5.64024328224134e-09,0.00603814109073789
0.00625,-5.88985018244286e-07,0.000296268571045614,-8.06911711966952e-06,0.00253055069614006,4.6825866061763e-12,6.00552131335094e-09,0.00613592316208094
0.0063,-6.1217274315318e-07,0.000303059937949968,-8.32629570468603e-06,0.00256959956507956,5.01655858145597e-12,6.38991826063789e-09,0.00623449063158738
0.00635,-6.36067791224695e-07,0.000309948842749824,-8.58949942410058e-06,0.00260892512332892,5.3695148037267e-12,6.79401296330333e-09,0.00633384349925722
0.0064,-6.60683400035719e-07,0.00031693585970723,-8.85881196948021e-06,0.00264852690961821,5.74205751293261e-12,7.21838426054839e-09,0.00643398176509044
0.00645,-6.86032807163142e-07,0.00032402156308423,-9.13431703239204e-06,0.00268840446267753,6.13478894901785e-12,7.66361099157424e-09,0.00653490542908706
0.0065,-7.12129250183855e-07,0.000331206527142871,-9.41609830440313e-06,0.00272855732123696,6.54831135192659e-12,8.13027199558201e-09,0.00663661449124707
0.00655,-7.38985966674746e-07,0.0003384913261452,-9.70423947708057e-06,0.0027689850240266,6.98322696160294e-12,8.61894611177285e-09,0.00673910895157047
0.0066,-7.66616194212706e-07,0.000345876534353262,-9.99882424199144e-06,0.00280968710977653,7.44013801799107e-12,9.13021217934791e-09,0.00684238881005726
0.00665,-7.95033170374625e-07,0.000353362726029103,-1.02999362907028e-05,0.00285066311721684,7.91964676103512e-12,9.66464903750834e-09,0.00694645406670744
0.0067,-8.24250132737392e-07,0.00036095047543477,-1.06076593147818e-05,0.00289191258507761,8.42235543067923e-12,1.02228355254553e-08,0.00705130472152101
0.00675,-8.54298487124262e-07,0.00036864012507862,-1.0922128075212e-05,0.0029334352231417,8.95307857250519e-12,1.08082943238052e-08,0.00715694077449797
0.0068,-8.85357474725197e-07,0.00037643013168484,-1.12438928857919e-05,0.00297523213305154,9.55090634329642e-12,1.14485022068398e-08,0.00726336222563833
0.00685,-9.17305334356514e-07,0.000384322791556227,-1.15726579678968e-05,0.00301730158253337,1.01851415373158e-11,1.21221638639716e-08,0.00737056907494207
0.0069,-9.50160519979293e-07,0.000392318612414763,-1.19085216759121e-05,0.00305964315942919,1.08575958125258e-11,1.28307033567473e-08,0.00747856132240921
0.00695,-9.83941706213107e-07,0.000400418099167716,-1.22515829844758e-05,0.00310225645365844,1.15701319865345e-11,1.35755805005017e-08,0.00758733896803974
0.007,-1.01866778833603e-06,0.000408621753907641,-1.26019414884784e-05,0.00314514105721808,1.23246640365954e-11,1.43582908643575e-08,0.00769690201183366
0.00705,-1.05435788228465e-06,0.000416930075912377,-1.29596974030631e-05,0.00318829656418253,1.31231570996078e-11,1.51803657712258e-08,0.00780725045379097
0.0071,-1.09103132465403e-06,0.000425343561645049,-1.33249515636255e-05,0.00323172257070372,1.39676274721163e-11,1.60433722978059e-08,0.00791838429391167
0.00715,-1.12870767269776e-06,0.000433862704754068,-1.36978054258135e-05,0.00327541867501103,1.48601426103111e-11,1.6948913274585e-08,0.00803030353219575
0.0072,-1.1674067043279e-06,0.000442487996073132,-1.4078361065528e-05,0.00331938447741137,1.58028211300281e-11,1.78986272858387e-08,0.00814300816864323
0.00725,-1.20714841811504e-06,0.000451219923621224,-1.44667211789222e-05,0.00336361958028908,1.67978328067486e-11,1.88941886696305e-08,0.0082564982032541
0.0073,-1.24795303328826e-06,0.000460058972602612,-1.48629890824017e-05,0.00340812358810604,1.78473985755995e-11,1.99373075178121e-08,0.00837077363602835
0.00735,-1.28984098973513e-06,0.00046900562540685,-1.52672687126248e-05,0.00345289610740156,1.89537905313533e-11,2.10297296760237e-08,0.008485834466966
0.0074,-1.33283294800173e-06,0.000478060361608779,-1.56796646265024e-05,0.00349793674679248,2.0119331928428e-11,2.21732367436931e-08,0.00860168069606704
0.00745,-1.37694978929263e-06,0.000487223657968524,-1.61002820011978e-05,0.00354324511697309,2.13463971808873e-11,2.33696460740366e-08,0.00871831232333147
0.0075,-1.42221261547093e-06,0.000496495988431498,-1.65292266341269e-05,0.0035888208307152,2.26374118624401e-11,2.46208107740585e-08,0.00883572934875928
0.00755,-1.46864274905818e-06,0.000505877824128398,-1.6966604942958e-05,0.00363466350286806,2.39948527064413e-11,2.59286197045514e-08,0.00895393177235049
0.0076,-1.51626173323449e-06,0.000515369633375207,-1.74125239656122e-05,0.00368077275035844,2.5421247605891e-11,2.72949974800958e-08,0.00907291959410508
0.00765,-1.56509133183841e-06,0.000524971881673195,-1.78670913602629e-05,0.00372714819219059,2.6919175613435e-11,2.87219044690606e-08,0.00919269281402307
0.0077,-1.61515352936704e-06,0.000534685031708916,-1.83304154053361e-05,0.00377378944944622,2.84912669413647e-11,3.02113367936027e-08,0.00931325143210444
0.00775,-1.66647053097594e-06,0.000544509543354211,-1.88026049995104e-05,0.00382069614528455,3.01402029616169e-11,3.17653263296672e-08,0.0094345954483492
0.0078,-1.71906476247921e-06,0.000554445873666207,-1.92837696617169e-05,0.00386786790494227,3.18687162057742e-11,3.33859407069873e-08,0.00955672486275736
0.00785,-1.77295887034942e-06,0.000564494476887316,-1.97740195311391e-05,0.00391530435573357,3.36795903650645e-11,3.50752833090843e-08,0.0096796396753289
0.0079,-1.82817572171765e-06,0.000574655804445236,-2.02734653672133e-05,0.0039630051270501,3.55756602903613e-11,3.68354932732679e-08,0.00980333988606383
0.00795,-1.88473840437347e-06,0.000584930304952951,-2.07822185496281e-05,0.00401096985036101,3.75598119921838e-11,3.86687454906356e-08,0.00992782549496216
0.008,-1.94267022676498e-06,0.000595318424208731,-2.13003910783247e-05,0.00405919815921295,3.96349826406967e-11,4.05772506060732e-08,0.0100530965020239
0.00805,-2.00199471799875e-06,0.000605820605196131,-2.18280955734969e-05,0.00410768968923001,4.18041605657101e-11,4.25632550182548e-08,0.010179152907249
0.0081,-2.06273562783985e-06,0.000616437288083992,-2.23654452755911e-05,0.0041564440781138,4.40703852566798e-11,4.46290408796424e-08,0.0103059947106375
0.00815,-2.12491692671188e-06,0.000627168910226442,-2.29125540453059e-05,0.00420546096564342,4.64367473627074e-11,4.67769260964863e-08,0.0104336219121893
0.0082,-2.18856280569692e-06,0.000638015906162894,-2.34695363635929e-05,0.00425473999367542,4.89063886925393e-11,4.90092643288248e-08,0.0105620345119046
0.00825,-2.25376995973058e-06,0.000648978390995756,-2.40366245070673e-05,0.0043042810261358,5.1570346844491e-11,5.13717382421103e-08,0.0106912325097833
0.0083,-2.32053176007123e-06,0.000660056930568279,-2.46138835209942e-05,0.00435408361389367,5.43938747740039e-11,5.38480494758804e-08,0.0108212159058254
0.00835,-2.38884785813474e-06,0.000671252061366558,-2.52013888937039e-05,0.00440414732833754,5.73496406100422e-11,5.64255646960305e-08,0.0109519847000309
0.0084,-2.45874438849845e-06,0.000682564202024254,-2.57992593068779e-05,0.00445447182286262,6.04422800479066e-11,5.91074159693159e-08,0.0110835388923998
0.00845,-2.53024773647179e-06,0.000693993768228585,-2.64076141112013e-05,0.00450505675303312,6.36765164905525e-11,6.18967891285613e-08,0.0112158784829321
0.0085,-2.60338453809634e-06,0.000705541172720321,-2.7026573326363e-05,0.00455590177658227,6.70571610485911e-11,6.47969237726611e-08,0.0113490034716278
0.00855,-2.67818168014582e-06,0.000717206825293788,-2.76562576410554e-05,0.00460700655341234,7.05891125402884e-11,6.78111132665786e-08,0.0114829138584868
