"time","pipe1.mediums[1].h","pipe1.mediums[1].p","pipe2.mediums[1].h","pipe2.mediums[1].p","pipe3.mediums[1].h","pipe3.mediums[1].p","splitter.medium.h","splitter.medium.p","valveOpening1.a","valveOpening1.b","valveOpening1.last","valveOpening1.nextEvent","valveOpening2.a","valveOpening2.b","valveOpening2.last","valveOpening2.nextEvent"
0.017,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.018,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.019,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.02,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.021,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.022,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.023,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.024,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.025,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.026,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.027,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.028,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.029,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.03,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.031,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.032,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.033,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.034,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.035,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.036,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.037,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.038,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.039,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.04,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.041,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.042,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.043,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.044,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.045,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.046,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.047,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.048,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.049,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.05,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.051,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.052,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.053,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.054,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.055,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.056,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.057,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.058,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.059,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.06,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.061,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.062,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.063,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.064,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.065,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.066,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.067,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.068,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.069,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.07,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.071,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.072,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.073,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.074,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.075,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.076,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.077,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.078,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.079,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.08,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.081,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.082,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.083,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.084,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.085,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.086,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.087,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.088,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.089,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.09,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.091,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.092,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.093,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.094,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.095,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.096,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.097,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.098,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.099,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.1,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.101,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.102,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.103,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.104,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.105,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.106,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.107,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.108,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.109,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.11,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.111,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.112,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.113,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.114,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.115,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.116,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.117,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.118,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.119,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.12,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.121,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.122,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.123,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.124,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.125,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.126,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.127,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.128,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.129,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.13,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.131,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.132,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.133,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.134,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.135,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.136,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.137,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.138,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.139,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.14,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.141,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.142,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.143,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.144,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.145,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.146,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.147,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.148,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.149,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.15,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.151,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.152,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.153,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.154,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.155,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.156,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.157,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.158,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.159,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.16,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.161,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.162,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.163,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.164,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.165,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.166,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.167,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.168,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.169,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.17,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.171,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.172,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.173,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.174,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.175,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.176,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.177,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.178,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.179,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.18,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.181,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.182,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.183,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.184,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.185,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.186,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.187,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.188,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.189,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.19,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.191,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.192,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.193,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.194,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.195,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.196,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.197,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.198,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.199,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.2,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.201,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.202,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.203,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.204,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.205,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.206,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.207,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.208,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.209,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.21,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.211,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
0.212,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,84388.1895778231,500000,0,0,2,1,0,0,2,2
