"time","V","medium.h","medium.p"
0.0232,0.1,100002.631606332,100304.59823422
0.0234,0.1,100002.65429263,100307.224116775
0.0236,0.1,100002.676978928,100309.849999941
0.0238,0.1,100002.699665226,100312.475883717
0.024,0.1,100002.722351525,100315.101768103
0.0242,0.1,100002.745037825,100317.7276531
0.0244,0.1,100002.767724125,100320.353538707
0.0246,0.1,100002.790410426,100322.979424925
0.0248,0.1,100002.813096728,100325.605311753
0.025,0.1,100002.83578303,100328.231199191
0.0252,0.1,100002.858469333,100330.85708724
0.0254,0.1,100002.881155636,100333.482975899
0.0256,0.1,100002.90384194,100336.108865169
0.0258,0.1,100002.926528245,100338.734755049
0.026,0.1,100002.94921455,100341.360645539
0.0262,0.1,100002.971900856,100343.98653664
0.0264,0.1,100002.994587162,100346.612428351
0.0266,0.1,100003.01727347,100349.238320673
0.0268,0.1,100003.039959777,100351.864213605
0.027,0.1,100003.062646086,100354.490107147
0.0272,0.1,100003.085332394,100357.1160013
0.0274,0.1,100003.108018704,100359.741896063
0.0276,0.1,100003.130705014,100362.367791436
0.0278,0.1,100003.153391325,100364.99368742
0.028,0.1,100003.176077636,100367.619584015
0.0282,0.1,100003.198763948,100370.245481219
0.0284,0.1,100003.221450261,100372.871379035
0.0286,0.1,100003.244136574,100375.49727746
0.0288,0.1,100003.266822888,100378.123176496
0.029,0.1,100003.289509202,100380.749076142
0.0292,0.1,100003.312195517,100383.374976399
0.0294,0.1,100003.334881833,100386.000877266
0.0296,0.1,100003.357568149,100388.626778744
0.0298,0.1,100003.380254466,100391.252680832
0.03,0.1,100003.402940784,100393.87858353
0.0302,0.1,100003.425627102,100396.504486839
0.0304,0.1,100003.44831342,100399.130390758
0.0306,0.1,100003.47099974,100401.756295287
0.0308,0.1,100003.49368606,100404.382200427
0.031,0.1,100003.51637238,100407.008106178
0.0312,0.1,100003.539058701,100409.634012538
0.0314,0.1,100003.561745023,100412.259919509
0.0316,0.1,100003.584431345,100414.885827091
0.0318,0.1,100003.607117668,100417.511735283
0.032,0.1,100003.629803992,100420.137644085
0.0322,0.1,100003.652490316,100422.763553498
0.0324,0.1,100003.675176641,100425.389463521
0.0326,0.1,100003.697862967,100428.015374154
0.0328,0.1,100003.720549293,100430.641285398
0.033,0.1,100003.743235619,100433.267197253
0.0332,0.1,100003.765921947,100435.893109717
0.0334,0.1,100003.788608274,100438.519022793
0.0336,0.1,100003.811294603,100441.144936478
0.0338,0.1,100003.833980932,100443.770850774
0.034,0.1,100003.856667262,100446.39676568
0.0342,0.1,100003.879353592,100449.022681197
0.0344,0.1,100003.902039923,100451.648597324
0.0346,0.1,100003.924726255,100454.274514062
0.0348,0.1,100003.947412587,100456.900431409
0.035,0.1,100003.97009892,100459.526349368
0.0352,0.1,100003.992785253,100462.152267936
0.0354,0.1,100004.015471587,100464.778187116
0.0356,0.1,100004.038157922,100467.404106905
0.0358,0.1,100004.060844257,100470.030027305
0.036,0.1,100004.083530593,100472.655948315
0.0362,0.1,100004.106216929,100475.281869936
0.0364,0.1,100004.128903266,100477.907792167
0.0366,0.1,100004.151589604,100480.533715008
0.0368,0.1,100004.174275942,100483.15963846
0.037,0.1,100004.196962281,100485.785562523
0.0372,0.1,100004.219648621,100488.411487195
0.0374,0.1,100004.242334961,100491.037412478
0.0376,0.1,100004.265021301,100493.663338372
0.0378,0.1,100004.287707643,100496.289264876
0.038,0.1,100004.310393985,100498.91519199
0.0382,0.1,100004.333080327,100501.541119715
0.0384,0.1,100004.355766671,100504.16704805
0.0386,0.1,100004.378453014,100506.792976995
0.0388,0.1,100004.401139359,100509.418906551
0.039,0.1,100004.423825704,100512.044836717
0.0392,0.1,100004.446512049,100514.670767494
0.0394,0.1,100004.469198396,100517.296698881
0.0396,0.1,100004.491884743,100519.922630879
0.0398,0.1,100004.51457109,100522.548563486
0.04,0.1,100004.537257438,100525.174496705
0.0402,0.1,100004.559943787,100527.800430533
0.0404,0.1,100004.582630136,100530.426364972
0.0406,0.1,100004.605316486,100533.052300022
0.0408,0.1,100004.628002837,100535.678235682
0.041,0.1,100004.650689188,100538.304171952
0.0412,0.1,100004.673375539,100540.930108833
0.0414,0.1,100004.696061892,100543.556046324
0.0416,0.1,100004.718748245,100546.181984425
0.0418,0.1,100004.741434598,100548.807923137
0.042,0.1,100004.764120953,100551.433862459
0.0422,0.1,100004.786807307,100554.059802392
0.0424,0.1,100004.809493663,100556.685742935
0.0426,0.1,100004.832180019,100559.311684089
0.0428,0.1,100004.854866376,100561.937625852
0.043,0.1,100004.877552733,100564.563568227
0.0432,0.1,100004.900239091,100567.189511211
0.0434,0.1,100004.922925449,100569.815454806
0.0436,0.1,100004.945611808,100572.441399012
0.0438,0.1,100004.968298168,100575.067343828
0.044,0.1,100004.990984528,100577.693289254
0.0442,0.1,100005.013670889,100580.31923529
0.0444,0.1,100005.036357251,100582.945181938
0.0446,0.1,100005.059043613,100585.571129195
0.0448,0.1,100005.081729976,100588.197077063
0.045,0.1,100005.104416339,100590.823025541
0.0452,0.1,100005.127102703,100593.44897463
0.0454,0.1,100005.149789068,100596.074924329
0.0456,0.1,100005.172475433,100598.700874638
0.0458,0.1,100005.195161799,100601.326825558
0.046,0.1,100005.217848165,100603.952777088
0.0462,0.1,100005.240534532,100606.578729229
0.0464,0.1,100005.2632209,100609.20468198
0.0466,0.1,100005.285907268,100611.830635341
0.0468,0.1,100005.308593637,100614.456589313
0.047,0.1,100005.331280007,100617.082543895
0.0472,0.1,100005.353966377,100619.708499088
0.0474,0.1,100005.376652747,100622.334454891
0.0476,0.1,100005.399339119,100624.960411304
0.0478,0.1,100005.422025491,100627.586368328
0.048,0.1,100005.444711863,100630.212325962
0.0482,0.1,100005.467398237,100632.838284207
0.0484,0.1,100005.49008461,100635.464243062
0.0486,0.1,100005.512770985,100638.090202527
0.0488,0.1,100005.53545736,100640.716162603
0.049,0.1,100005.558143735,100643.34212329
0.0492,0.1,100005.580830112,100645.968084586
0.0494,0.1,100005.603516488,100648.594046493
0.0496,0.1,100005.626202866,100651.220009011
0.0498,0.1,100005.648889244,100653.845972138
0.05,0.1,100005.671575623,100656.471935877
0.0502,0.1,100005.694262002,100659.097900225
0.0504,0.1,100005.716948382,100661.723865184
0.0506,0.1,100005.739634762,100664.349830754
0.0508,0.1,100005.762321143,100666.975796933
0.051,0.1,100005.785007525,100669.601763724
0.0512,0.1,100005.807693908,100672.227731124
0.0514,0.1,100005.830380291,100674.853699135
0.0516,0.1,100005.853066674,100677.479667757
0.0518,0.1,100005.875753058,100680.105636988
0.052,0.1,100005.898439443,100682.731606831
0.0522,0.1,100005.921125829,100685.357577283
0.0524,0.1,100005.943812215,100687.983548346
0.0526,0.1,100005.966498601,100690.609520019
0.0528,0.1,100005.989184988,100693.235492303
0.053,0.1,100006.011871376,100695.861465197
0.0532,0.1,100006.034557765,100698.487438701
0.0534,0.1,100006.057244154,100701.113412815
0.0536,0.1,100006.079930544,100703.739387541
0.0538,0.1,100006.102616934,100706.365362876
0.054,0.1,100006.125303325,100708.991338822
0.0542,0.1,100006.147989716,100711.617315378
0.0544,0.1,100006.170676109,100714.243292545
0.0546,0.1,100006.193362501,100716.869270322
0.0548,0.1,100006.216048895,100719.495248709
0.055,0.1,100006.238735289,100722.121227707
0.0552,0.1,100006.261421683,100724.747207315
0.0554,0.1,100006.284108078,100727.373187534
0.0556,0.1,100006.306794474,100729.999168363
0.0558,0.1,100006.329480871,100732.625149802
0.056,0.1,100006.352167268,100735.251131852
0.0562,0.1,100006.374853665,100737.877114512
0.0564,0.1,100006.397540064,100740.503097782
0.0566,0.1,100006.420226463,100743.129081663
0.0568,0.1,100006.442912862,100745.755066155
0.057,0.1,100006.465599262,100748.381051256
0.0572,0.1,100006.488285663,100751.007036969
0.0574,0.1,100006.510972064,100753.633023291
0.0576,0.1,100006.533658466,100756.259010224
0.0578,0.1,100006.556344869,100758.884997767
0.058,0.1,100006.579031272,100761.510985921
0.0582,0.1,100006.601717676,100764.136974685
0.0584,0.1,100006.62440408,100766.76296406
0.0586,0.1,100006.647090485,100769.388954045
0.0588,0.1,100006.669776891,100772.01494464
0.059,0.1,100006.692463297,100774.640935845
0.0592,0.1,100006.715149704,100777.266927662
0.0594,0.1,100006.737836111,100779.892920088
0.0596,0.1,100006.760522519,100782.518913125
0.0598,0.1,100006.783208928,100785.144906772
0.06,0.1,100006.805895337,100787.77090103
0.0602,0.1,100006.828581747,100790.396895898
0.0604,0.1,100006.851268158,100793.022891376
0.0606,0.1,100006.873954569,100795.648887465
0.0608,0.1,100006.89664098,100798.274884164
0.061,0.1,100006.919327393,100800.900881474
0.0612,0.1,100006.942013806,100803.526879394
0.0614,0.1,100006.964700219,100806.152877924
0.0616,0.1,100006.987386633,100808.778877065
0.0618,0.1,100007.010073048,100811.404876816
0.062,0.1,100007.032759464,100814.030877178
0.0622,0.1,100007.05544588,100816.65687815
0.0624,0.1,100007.078132296,100819.282879732
0.0626,0.1,100007.100818714,100821.908881925
0.0628,0.1,100007.123505131,100824.534884728
0.063,0.1,100007.14619155,100827.160888142
0.0632,0.1,100007.168877969,100829.786892166
0.0634,0.1,100007.191564389,100832.4128968
0.0636,0.1,100007.214250809,100835.038902045
0.0638,0.1,100007.23693723,100837.6649079
0.064,0.1,100007.259623651,100840.290914365
0.0642,0.1,100007.282310073,100842.916921441
0.0644,0.1,100007.304996496,100845.542929128
0.0646,0.1,100007.32768292,100848.168937424
0.0648,0.1,100007.350369344,100850.794946331
0.065,0.1,100007.373055768,100853.420955849
0.0652,0.1,100007.395742193,100856.046965977
0.0654,0.1,100007.418428619,100858.672976715
0.0656,0.1,100007.441115046,100861.298988064
0.0658,0.1,100007.463801473,100863.925000023
0.066,0.1,100007.4864879,100866.551012592
0.0662,0.1,100007.509174329,100869.177025772
0.0664,0.1,100007.531860757,100871.803039562
0.0666,0.1,100007.554547187,100874.429053963
0.0668,0.1,100007.577233617,100877.055068974
0.067,0.1,100007.599920048,100879.681084595
0.0672,0.1,100007.622606479,100882.307100827
0.0674,0.1,100007.645292911,100884.93311767
0.0676,0.1,100007.667979343,100887.559135122
0.0678,0.1,100007.690665777,100890.185153185
0.068,0.1,100007.71335221,100892.811171859
0.0682,0.1,100007.736038645,100895.437191142
0.0684,0.1,100007.75872508,100898.063211037
0.0686,0.1,100007.781411515,100900.689231541
0.0688,0.1,100007.804097952,100903.315252656
0.069,0.1,100007.826784388,100905.941274381
0.0692,0.1,100007.849470826,100908.567296717
0.0694,0.1,100007.872157264,100911.193319663
0.0696,0.1,100007.894843702,100913.81934322
0.0698,0.1,100007.917530142,100916.445367387
0.07,0.1,100007.940216582,100919.071392164
0.0702,0.1,100007.962903022,100921.697417552
0.0704,0.1,100007.985589463,100924.32344355
0.0706,0.1,100008.008275905,100926.949470159
0.0708,0.1,100008.030962347,100929.575497377
0.071,0.1,100008.05364879,100932.201525207
0.0712,0.1,100008.076335234,100934.827553646
0.0714,0.1,100008.099021678,100937.453582697
0.0716,0.1,100008.121708123,100940.079612357
0.0718,0.1,100008.144394568,100942.705642628
0.072,0.1,100008.167081014,100945.331673509
0.0722,0.1,100008.189767461,100947.957705001
0.0724,0.1,100008.212453908,100950.583737103
0.0726,0.1,100008.235140356,100953.209769815
0.0728,0.1,100008.257826804,100955.835803138
0.073,0.1,100008.280513253,100958.461837072
0.0732,0.1,100008.303199703,100961.087871615
0.0734,0.1,100008.325886153,100963.713906769
0.0736,0.1,100008.348572604,100966.339942534
0.0738,0.1,100008.371259056,100968.965978908
0.074,0.1,100008.393945508,100971.592015894
0.0742,0.1,100008.416631961,100974.218053489
0.0744,0.1,100008.439318414,100976.844091695
0.0746,0.1,100008.462004868,100979.470130512
0.0748,0.1,100008.484691322,100982.096169939
0.075,0.1,100008.507377778,100984.722209976
0.0752,0.1,100008.530064233,100987.348250623
0.0754,0.1,100008.55275069,100989.974291881
0.0756,0.1,100008.575437147,100992.60033375
0.0758,0.1,100008.598123605,100995.226376228
0.076,0.1,100008.620810063,100997.852419318
0.0762,0.1,100008.643496522,101000.478463017
0.0764,0.1,100008.666182981,101003.104507327
0.0766,0.1,100008.688869441,101005.730552247
0.0768,0.1,100008.711555902,101008.356597778
0.077,0.1,100008.734242363,101010.982643919
0.0772,0.1,100008.756928825,101013.608690671
0.0774,0.1,100008.779615288,101016.234738033
0.0776,0.1,100008.802301751,101018.860786005
0.0778,0.1,100008.824988214,101021.486834588
0.078,0.1,100008.847674679,101024.112883781
0.0782,0.1,100008.870361144,101026.738933584
0.0784,0.1,100008.893047609,101029.364983998
0.0786,0.1,100008.915734076,101031.991035022
0.0788,0.1,100008.938420542,101034.617086657
0.079,0.1,100008.96110701,101037.243138902
0.0792,0.1,100008.983793478,101039.869191758
0.0794,0.1,100009.006479947,101042.495245224
0.0796,0.1,100009.029166416,101045.1212993
0.0798,0.1,100009.051852886,101047.747353986
0.08,0.1,100009.074539356,101050.373409283
0.0802,0.1,100009.097225827,101052.999465191
0.0804,0.1,100009.119912299,101055.625521709
0.0806,0.1,100009.142598771,101058.251578837
0.0808,0.1,100009.165285244,101060.877636576
0.081,0.1,100009.187971718,101063.503694924
0.0812,0.1,100009.210658192,101066.129753884
0.0814,0.1,100009.233344667,101068.755813454
0.0816,0.1,100009.256031142,101071.381873634
0.0818,0.1,100009.278717618,101074.007934424
0.082,0.1,100009.301404095,101076.633995825
0.0822,0.1,100009.324090572,101079.260057837
0.0824,0.1,100009.34677705,101081.886120459
0.0826,0.1,100009.369463528,101084.512183691
0.0828,0.1,100009.392150007,101087.138247533
0.083,0.1,100009.414836487,101089.764311986
0.0832,0.1,100009.437522967,101092.39037705
0.0834,0.1,100009.460209448,101095.016442723
0.0836,0.1,100009.482895929,101097.642509007
0.0838,0.1,100009.505582412,101100.268575902
0.084,0.1,100009.528268894,101102.894643407
0.0842,0.1,100009.550955378,101105.520711522
0.0844,0.1,100009.573641862,101108.146780248
0.0846,0.1,100009.596328346,101110.772849584
0.0848,0.1,100009.619014831,101113.39891953
0.085,0.1,100009.641701317,101116.024990087
0.0852,0.1,100009.664387804,101118.651061255
0.0854,0.1,100009.687074291,101121.277133032
0.0856,0.1,100009.709760778,101123.90320542
0.0858,0.1,100009.732447266,101126.529278419
0.086,0.1,100009.755133755,101129.155352028
0.0862,0.1,100009.777820245,101131.781426247
0.0864,0.1,100009.800506735,101134.407501077
0.0866,0.1,100009.823193225,101137.033576517
0.0868,0.1,100009.845879717,101139.659652567
0.087,0.1,100009.868566209,101142.285729228
0.0872,0.1,100009.891252701,101144.911806499
0.0874,0.1,100009.913939194,101147.537884381
0.0876,0.1,100009.936625688,101150.163962873
0.0878,0.1,100009.959312182,101152.790041975
0.088,0.1,100009.981998677,101155.416121688
0.0882,0.1,100010.004685173,101158.042202011
0.0884,0.1,100010.027371669,101160.668282945
0.0886,0.1,100010.050058166,101163.294364489
0.0888,0.1,100010.072744663,101165.920446643
0.089,0.1,100010.095431161,101168.546529408
0.0892,0.1,100010.11811766,101171.172612783
0.0894,0.1,100010.140804159,101173.798696768
0.0896,0.1,100010.163490659,101176.424781364
0.0898,0.1,100010.18617716,101179.050866571
0.09,0.1,100010.208863661,101181.676952387
0.0902,0.1,100010.231550162,101184.303038815
0.0904,0.1,100010.254236665,101186.929125852
0.0906,0.1,100010.276923168,101189.5552135
0.0908,0.1,100010.299609671,101192.181301758
0.091,0.1,100010.322296175,101194.807390627
0.0912,0.1,100010.34498268,101197.433480106
0.0914,0.1,100010.367669185,101200.059570196
0.0916,0.1,100010.390355691,101202.685660895
0.0918,0.1,100010.413042198,101205.311752206
0.092,0.1,100010.435728705,101207.937844126
0.0922,0.1,100010.458415213,101210.563936657
0.0924,0.1,100010.481101721,101213.190029799
0.0926,0.1,100010.50378823,101215.816123551
0.0928,0.1,100010.52647474,101218.442217913
0.093,0.1,100010.54916125,101221.068312886
0.0932,0.1,100010.571847761,101223.694408469
0.0934,0.1,100010.594534273,101226.320504662
0.0936,0.1,100010.617220785,101228.946601466
0.0938,0.1,100010.639907297,101231.57269888
0.094,0.1,100010.662593811,101234.198796905
0.0942,0.1,100010.685280325,101236.82489554
0.0944,0.1,100010.707966839,101239.450994785
0.0946,0.1,100010.730653354,101242.077094641
0.0948,0.1,100010.75333987,101244.703195107
0.095,0.1,100010.776026387,101247.329296184
0.0952,0.1,100010.798712904,101249.955397871
0.0954,0.1,100010.821399421,101252.581500168
0.0956,0.1,100010.844085939,101255.207603076
0.0958,0.1,100010.866772458,101257.833706594
0.096,0.1,100010.889458978,101260.459810723
0.0962,0.1,100010.912145498,101263.085915461
0.0964,0.1,100010.934832018,101265.712020811
0.0966,0.1,100010.95751854,101268.338126771
0.0968,0.1,100010.980205062,101270.964233341
0.097,0.1,100011.002891584,101273.590340521
0.0972,0.1,100011.025578107,101276.216448312
0.0974,0.1,100011.048264631,101278.842556713
0.0976,0.1,100011.070951155,101281.468665725
0.0978,0.1,100011.09363768,101284.094775347
0.098,0.1,100011.116324206,101286.72088558
0.0982,0.1,100011.139010732,101289.346996423
0.0984,0.1,100011.161697259,101291.973107876
0.0986,0.1,100011.184383786,101294.59921994
0.0988,0.1,100011.207070314,101297.225332614
0.099,0.1,100011.229756843,101299.851445898
0.0992,0.1,100011.252443372,101302.477559793
0.0994,0.1,100011.275129902,101305.103674298
0.0996,0.1,100011.297816432,101307.729789414
0.0998,0.1,100011.320502963,101310.35590514
0.1,0.1,100011.343189495,101312.982021476
0.1002,0.1,100011.365876027,101315.608138423
0.1004,0.1,100011.38856256,101318.23425598
0.1006,0.1,100011.411249094,101320.860374148
0.1008,0.1,100011.433935628,101323.486492926
0.101,0.1,100011.456622163,101326.112612314
0.1012,0.1,100011.479308698,101328.738732313
0.1014,0.1,100011.501995234,101331.364852922
0.1016,0.1,100011.524681771,101333.990974142
0.1018,0.1,100011.547368308,101336.617095972
0.102,0.1,100011.570054846,101339.243218412
0.1022,0.1,100011.592741384,101341.869341463
0.1024,0.1,100011.615427923,101344.495465124
0.1026,0.1,100011.638114463,101347.121589396
0.1028,0.1,100011.660801003,101349.747714278
0.103,0.1,100011.683487544,101352.37383977
0.1032,0.1,100011.706174085,101354.999965873
0.1034,0.1,100011.728860627,101357.626092586
0.1036,0.1,100011.75154717,101360.252219909
0.1038,0.1,100011.774233713,101362.878347843
0.104,0.1,100011.796920257,101365.504476388
0.1042,0.1,100011.819606802,101368.130605542
0.1044,0.1,100011.842293347,101370.756735307
0.1046,0.1,100011.864979893,101373.382865683
0.1048,0.1,100011.887666439,101376.008996669
0.105,0.1,100011.910352986,101378.635128264
0.1052,0.1,100011.933039534,101381.261260469
0.1054,0.1,100011.955726082,101383.887393285
0.1056,0.1,100011.978412631,101386.513526711
0.1058,0.1,100012.00109918,101389.139660748
0.106,0.1,100012.02378573,101391.765795395
0.1062,0.1,100012.046472281,101394.391930652
0.1064,0.1,100012.069158832,101397.01806652
0.1066,0.1,100012.091845384,101399.644202998
0.1068,0.1,100012.114531936,101402.270340086
0.107,0.1,100012.13721849,101404.896477785
0.1072,0.1,100012.159905043,101407.522616094
0.1074,0.1,100012.182591598,101410.148755014
0.1076,0.1,100012.205278153,101412.774894544
0.1078,0.1,100012.227964708,101415.401034684
0.108,0.1,100012.250651264,101418.027175435
0.1082,0.1,100012.273337821,101420.653316796
0.1084,0.1,100012.296024378,101423.279458768
0.1086,0.1,100012.318710936,101425.905601349
0.1088,0.1,100012.341397495,101428.531744542
0.109,0.1,100012.364084054,101431.157888344
0.1092,0.1,100012.386770614,101433.784032757
0.1094,0.1,100012.409457175,101436.410177781
0.1096,0.1,100012.432143736,101439.036323415
0.1098,0.1,100012.454830297,101441.662469659
0.11,0.1,100012.47751686,101444.288616514
0.1102,0.1,100012.500203422,101446.914763979
0.1104,0.1,100012.522889986,101449.540912054
0.1106,0.1,100012.54557655,101452.16706074
0.1108,0.1,100012.568263115,101454.793210036
0.111,0.1,100012.59094968,101457.419359942
0.1112,0.1,100012.613636246,101460.045510459
0.1114,0.1,100012.636322813,101462.671661586
0.1116,0.1,100012.65900938,101465.297813324
0.1118,0.1,100012.681695948,101467.923965672
0.112,0.1,100012.704382516,101470.550118631
0.1122,0.1,100012.727069085,101473.176272199
0.1124,0.1,100012.749755655,101475.802426379
0.1126,0.1,100012.772442225,101478.428581168
0.1128,0.1,100012.795128796,101481.054736568
0.113,0.1,100012.817815367,101483.680892578
0.1132,0.1,100012.840501939,101486.307049199
0.1134,0.1,100012.863188512,101488.93320643
0.1136,0.1,100012.885875085,101491.559364272
0.1138,0.1,100012.908561659,101494.185522724
0.114,0.1,100012.931248234,101496.811681786
0.1142,0.1,100012.953934809,101499.437841459
0.1144,0.1,100012.976621385,101502.064001742
0.1146,0.1,100012.999307961,101504.690162635
0.1148,0.1,100013.021994538,101507.316324139
0.115,0.1,100013.044681115,101509.942486253
0.1152,0.1,100013.067367694,101512.568648978
0.1154,0.1,100013.090054272,101515.194812313
0.1156,0.1,100013.112740852,101517.820976258
0.1158,0.1,100013.135427432,101520.447140814
0.116,0.1,100013.158114013,101523.07330598
0.1162,0.1,100013.180800594,101525.699471756
0.1164,0.1,100013.203487176,101528.325638143
0.1166,0.1,100013.226173758,101530.951805141
0.1168,0.1,100013.248860341,101533.577972748
0.117,0.1,100013.271546925,101536.204140966
0.1172,0.1,100013.294233509,101538.830309795
0.1174,0.1,100013.316920094,101541.456479233
0.1176,0.1,100013.33960668,101544.082649283
0.1178,0.1,100013.362293266,101546.708819942
0.118,0.1,100013.384979853,101549.334991212
0.1182,0.1,100013.40766644,101551.961163092
0.1184,0.1,100013.430353028,101554.587335583
0.1186,0.1,100013.453039617,101557.213508684
0.1188,0.1,100013.475726206,101559.839682396
0.119,0.1,100013.498412796,101562.465856718
0.1192,0.1,100013.521099386,101565.09203165
0.1194,0.1,100013.543785977,101567.718207193
0.1196,0.1,100013.566472569,101570.344383346
0.1198,0.1,100013.589159161,101572.970560109
0.12,0.1,100013.611845754,101575.596737483
0.1202,0.1,100013.634532347,101578.222915467
0.1204,0.1,100013.657218941,101580.849094062
0.1206,0.1,100013.679905536,101583.475273266
0.1208,0.1,100013.702592132,101586.101453082
0.121,0.1,100013.725278727,101588.727633508
0.1212,0.1,100013.747965324,101591.353814544
0.1214,0.1,100013.770651921,101593.97999619
0.1216,0.1,100013.793338519,101596.606178447
0.1218,0.1,100013.816025117,101599.232361314
0.122,0.1,100013.838711716,101601.858544792
0.1222,0.1,100013.861398316,101604.48472888
0.1224,0.1,100013.884084916,101607.110913578
