"time","pipe1.mediums[1].T","pipe1.mediums[1].Xi[1]","pipe1.mediums[1].p","pipe1.mediums[2].T","pipe1.mediums[2].Xi[1]","pipe1.mediums[2].p","pipe1.mediums[3].T","pipe1.mediums[3].Xi[1]","pipe1.mediums[3].p","pipe1.mediums[4].T","pipe1.mediums[4].Xi[1]","pipe1.mediums[4].p","pipe1.mediums[5].T","pipe1.mediums[5].Xi[1]","pipe1.mediums[5].p","pipe2.mediums[1].T","pipe2.mediums[1].Xi[1]","pipe2.mediums[1].p","pipe2.mediums[2].T","pipe2.mediums[2].Xi[1]","pipe2.mediums[2].p","pipe2.mediums[3].T","pipe2.mediums[3].Xi[1]","pipe2.mediums[3].p","pipe2.mediums[4].T","pipe2.mediums[4].Xi[1]","pipe2.mediums[4].p","pipe2.mediums[5].T","pipe2.mediums[5].Xi[1]","pipe2.mediums[5].p","pipe3.mediums[1].T","pipe3.mediums[1].Xi[1]","pipe3.mediums[1].p","pipe3.mediums[2].T","pipe3.mediums[2].Xi[1]","pipe3.mediums[2].p","pipe3.mediums[3].T","pipe3.mediums[3].Xi[1]","pipe3.mediums[3].p","pipe3.mediums[4].T","pipe3.mediums[4].Xi[1]","pipe3.mediums[4].p","pipe3.mediums[5].T","pipe3.mediums[5].Xi[1]","pipe3.mediums[5].p","pipe4.mediums[1].T","pipe4.mediums[1].Xi[1]","pipe4.mediums[1].p","pipe4.mediums[2].T","pipe4.mediums[2].Xi[1]","pipe4.mediums[2].p","pipe4.mediums[3].T","pipe4.mediums[3].Xi[1]","pipe4.mediums[3].p","pipe4.mediums[4].T","pipe4.mediums[4].Xi[1]","pipe4.mediums[4].p","pipe4.mediums[5].T","pipe4.mediums[5].Xi[1]","pipe4.mediums[5].p"
6.386,332.517044004825,0.01,152574.568154035,332.173084211711,0.01,157551.213496634,330.539623739048,0.01,162384.670116487,327.657891367288,0.01,167100.439125131,323.811087719831,0.01,171718.973591244,344.067678732204,0.01,174018.241998548,338.477535193021,0.01,175240.245368539,327.871407651645,0.01,176055.426827469,313.749774966911,0.01,176875.078761366,299.443026815858,0.01,178105.032779476,303.864254991455,0.01,174423.507852276,298.898840858944,0.01,175238.558831532,295.639336295071,0.01,176059.477854148,294.427634975708,0.01,176879.09068865,293.571854536487,0.01,177696.580358185,293.124486341069,0.01,180426.464803249,292.904274543202,0.01,184956.414107673,292.89320210389,0.01,189377.641012664,292.983439892248,0.01,193695.150993271,293.10734586518,0.01,197914.302691776
6.388,332.515766562895,0.01,152574.517625602,332.165036708158,0.01,157551.142577661,330.52550234354,0.01,162384.644970334,327.639426736005,0.01,167100.503842047,323.790721069421,0.01,171719.143875044,344.061175150215,0.01,174018.457999352,338.461503621121,0.01,175240.489637264,327.849182979233,0.01,176055.693773987,313.728400186796,0.01,176875.360707863,299.429476088919,0.01,178105.306646267,303.837190153836,0.01,174423.728831778,298.877111487847,0.01,175238.779237753,295.632829857929,0.01,176059.721757439,294.423038652028,0.01,176879.351281772,293.56894018086,0.01,177696.851453363,293.122824652643,0.01,180426.725396551,292.903587168899,0.01,184956.626317496,292.892994686845,0.01,189377.795055265,292.983404118376,0.01,193695.24349132,293.107345124237,0.01,197914.333385469
6.39,332.514452792413,0.01,152574.466985684,332.156957392506,0.01,157551.071315755,330.511358660758,0.01,162384.619286913,327.620952536796,0.01,167100.567930122,323.770358489832,0.01,171719.31347099,344.054652553796,0.01,174018.673235766,338.445460084771,0.01,175240.732761628,327.826961158145,0.01,176055.959445179,313.707042466088,0.01,176875.641428377,299.415945340969,0.01,178105.579595121,303.810155631416,0.01,174423.949099242,298.855414545002,0.01,175238.999006714,295.626333224811,0.01,176059.965002247,294.418451020288,0.01,176879.611142265,293.566032271887,0.01,177697.121699597,293.121167091668,0.01,180426.985045764,292.902901655595,0.01,184956.837543862,292.892787810584,0.01,189377.948284639,292.983368379059,0.01,193695.335498178,293.10734435236,0.01,197914.363921971
6.392,332.513102705858,0.01,152574.416217622,332.148846289328,0.01,157550.999671238,330.497192730932,0.01,162384.593025221,327.602468830238,0.01,167100.63136995,323.75000002569,0.01,171719.482393352,344.048110974401,0.01,174018.887736725,338.429404628837,0.01,175240.974765642,327.804742229762,0.01,176056.223862916,313.685701819228,0.01,176875.920945908,299.402434558538,0.01,178105.851653183,303.783151455109,0.01,174424.168687522,298.833750018097,0.01,175239.218176679,295.619846396672,0.01,176060.207628957,294.413872078561,0.01,176879.870308174,293.563130805526,0.01,177697.391128635,293.119513650749,0.01,180427.243760987,292.902217990946,0.01,184957.047761216,292.892581461864,0.01,189378.100657921,292.983332664556,0.01,193695.426977441,293.107343546043,0.01,197914.394287446
6.394,332.511716315711,0.01,152574.365304762,332.1407034232,0.01,157550.927604435,330.483004594292,0.01,162384.566144255,327.583975676907,0.01,167100.694142129,323.729645721621,0.01,171719.650656398,344.041550443485,0.01,174019.101531161,338.413337298184,0.01,175241.215673318,327.782526235467,0.01,176056.48704907,313.664378260657,0.01,176876.199283458,299.388943728153,0.01,178106.1228476,303.756177655828,0.01,174424.387629468,298.812117894823,0.01,175239.436785907,295.613369374465,0.01,176060.449677951,294.409301824919,0.01,176880.128817542,293.560235777737,0.01,177697.659772226,293.117864322492,0.01,180427.501552318,292.901536162609,0.01,184957.256944,292.892375627445,0.01,189378.252132249,292.983296965129,0.01,193695.517892708,293.107342701777,0.01,197914.42446806
6.396,332.510293634454,0.01,152574.314230445,332.132528818693,0.01,157550.855075668,330.468794291069,0.01,162384.53860301,327.56547313738,0.01,167100.756227256,323.709295622251,0.01,171719.818274398,344.0349709925,0.01,174019.314648009,338.397258137679,0.01,175241.455508668,327.760313216642,0.01,176056.749025512,313.643071804816,0.01,176876.476464028,299.375472836346,0.01,178106.393205519,303.72923426449,0.01,174424.60595793,298.790518162869,0.01,175239.654872659,295.606902159145,0.01,176060.69118961,294.404740257437,0.01,176880.386708415,293.55734718448,0.01,177697.927662122,293.116219099502,0.01,180427.758429858,292.900856158242,0.01,184957.46506666,292.892170294084,0.01,189378.402664759,292.983261271039,0.01,193695.608207576,293.107341816053,0.01,197914.454449976
6.398,332.508834674567,0.01,152574.262978015,332.124322500383,0.01,157550.78204526,330.454561861494,0.01,162384.510360485,327.546961272233,0.01,167100.817605926,323.688949772205,0.01,171719.98526162,344.028372652903,0.01,174019.527116202,338.38116719219,0.01,175241.694295702,327.738103214668,0.01,176057.009814115,313.621782466144,0.01,176876.752510621,299.362021869645,0.01,178106.662754087,303.702321312007,0.01,174424.823705761,298.768950809925,0.01,175239.872475196,295.600444751665,0.01,176060.932204317,294.400187374187,0.01,176880.644018836,293.554465021712,0.01,177698.19483007,293.114577974383,0.01,180428.014403705,292.9001779655,0.01,184957.672103637,292.891965448538,0.01,189378.552212589,292.983225572547,0.01,193695.697885642,293.107340885362,0.01,197914.484219362
6.4,332.50733944853,0.01,152574.211530816,332.116084492843,0.01,157550.708473535,330.440307345796,0.01,162384.481375674,327.528440142042,0.01,167100.878258737,323.668608216109,0.01,171720.151632333,344.021755456146,0.01,174019.738964674,338.365064506581,0.01,175241.932058433,327.715896270929,0.01,176057.26943675,313.600510259083,0.01,176877.027446237,299.34859081458,0.01,178106.931520451,303.675438829294,0.01,174425.040905811,298.74741582368,0.01,175240.089631781,295.593997152981,0.01,176061.172762455,294.395643173241,0.01,176880.900786849,293.551589285395,0.01,177698.46130782,293.11294093974,0.01,180428.269483959,292.899501572042,0.01,184957.878029377,292.891761077567,0.01,189378.700732875,292.983189859913,0.01,193695.786890503,293.107339906198,0.01,197914.51376238
6.402,332.505807968825,0.01,152574.15987219,332.107814820647,0.01,157550.634320815,330.426030784206,0.01,162384.451607576,327.509909807385,0.01,167100.938166284,323.648270998589,0.01,171720.317400806,344.015119433684,0.01,174019.950222358,338.348950125719,0.01,175242.168820871,327.693692426805,0.01,176057.527915288,313.579255198072,0.01,176877.301293878,299.33517965768,0.01,178107.199531756,303.648586847266,0.01,174425.257590931,298.725913191824,0.01,175240.306380672,295.587559364046,0.01,176061.412904406,294.391107652673,0.01,176881.157050499,293.548719971487,0.01,177698.727127122,293.111307988178,0.01,180428.52368072,292.898826965523,0.01,184958.082818324,292.891557167928,0.01,189378.848182752,292.983154123398,0.01,193695.875185756,293.10733887505,0.01,197914.543065197
6.404,332.504240846615,0.01,152574.108818121,332.09951485701,0.01,157550.561666681,330.411733681309,0.01,162384.423468872,327.491370931813,0.01,167100.998732749,323.627937668814,0.01,171720.482117333,344.008463990034,0.01,174020.159736245,338.332824139991,0.01,175242.404697146,327.671491900487,0.01,176057.785764133,313.558017294815,0.01,176877.574238508,299.321787902522,0.01,178107.465707592,303.621764282207,0.01,174425.472237392,298.704441846222,0.01,175240.520674089,295.581131068892,0.01,176061.650368848,294.386580290886,0.01,176881.410750986,293.54585669802,0.01,177698.990798056,293.109679039888,0.01,180428.776705559,292.898154548226,0.01,184958.288055642,292.891354279824,0.01,189378.996764416,292.983118778664,0.01,193695.96439347,293.107337938495,0.01,197914.572692505
6.406,332.502637976949,0.01,152574.058188631,332.091184361972,0.01,157550.490055767,330.397415790104,0.01,162384.396437273,327.472823457631,0.01,167101.059659494,323.607608368594,0.01,171720.645887192,344.001789279623,0.01,174020.367767104,338.316686585333,0.01,175242.639693593,327.649294698676,0.01,176058.042908545,313.536796564289,0.01,176877.846271362,299.308415630365,0.01,178107.73029235,303.594971383664,0.01,174425.685183367,298.683001981662,0.01,175240.732959465,295.574712330637,0.01,176061.885647638,294.382061187885,0.01,176881.662337645,293.542999535085,0.01,177699.252650845,293.108054101679,0.01,180429.028627132,292.897484226477,0.01,184958.493399835,292.891152287532,0.01,189379.145994636,292.983083732529,0.01,193696.054151935,293.107337063585,0.01,197914.602516993
6.408,332.500999064748,0.01,152574.007539313,332.082822667273,0.01,157550.418359674,330.383076398542,0.01,162384.369211247,327.454267135649,0.01,167101.12019578,323.587283397083,0.01,171720.808963008,343.99509565598,0.01,174020.574951067,338.300537483227,0.01,175242.873787928,327.627100771924,0.01,176058.299117371,313.515593022341,0.01,176878.117332234,299.295063075846,0.01,178107.993882162,303.568208755169,0.01,174425.897261365,298.66159412824,0.01,175240.944346723,295.568303313047,0.01,176062.11996361,294.377550608712,0.01,176881.912925731,293.540148672792,0.01,177699.513498962,293.106433203357,0.01,180429.2796089,292.896815774931,0.01,184958.697997874,292.890950883216,0.01,189379.294677203,292.983048756715,0.01,193696.143572745,293.10733616971,0.01,197914.632227619
6.41,332.499324131699,0.01,152573.956866313,332.074429818222,0.01,157550.346571312,330.36871556937,0.01,162384.341787521,327.435702035715,0.01,167101.180344094,323.566962791289,0.01,171720.971351916,343.98838314092,0.01,174020.781298894,338.284376879241,0.01,175243.107005548,327.60491016433,0.01,176058.554420055,313.49440668337,0.01,176878.387446617,299.281730218068,0.01,178108.256487144,303.541476410496,0.01,174426.108480303,298.640218257411,0.01,175241.154842045,295.561904012203,0.01,176062.353321755,294.37304854345,0.01,176882.162521045,293.537304101289,0.01,177699.773350759,293.104816336414,0.01,180429.529656371,292.89614918762,0.01,184958.90184897,292.890750062452,0.01,189379.442803772,292.983013848024,0.01,193696.232645,293.107335255669,0.01,197914.661819444
6.412,332.497613199488,0.01,152573.906165779,332.066005860131,0.01,157550.274683591,330.354333365335,0.01,162384.314162821,327.417128227678,0.01,167101.240106923,323.54664658822,0.01,171721.133061049,343.981651756256,0.01,174020.986821343,338.268204818939,0.01,175243.33937185,327.582722919996,0.01,176058.808846043,313.473237561774,0.01,176878.656640002,299.268417036134,0.01,178108.518117412,303.514774363422,0.01,174426.318849096,298.61887434063,0.01,175241.364451618,295.555514424185,0.01,176062.585727061,294.368554982181,0.01,176882.411129389,293.534465810723,0.01,177700.032214586,293.10320349234,0.01,180429.778775055,292.895484458577,0.01,184959.104952334,292.890549820815,0.01,189379.590366004,292.982979003257,0.01,193696.321357798,293.107334320262,0.01,197914.691287529
6.414,332.495866289802,0.01,152573.855433856,332.057550838312,0.01,157550.202689421,330.339929849185,0.01,162384.286333873,327.398545781386,0.01,167101.299486752,323.526334824884,0.01,171721.294097542,343.974901523802,0.01,174021.191529174,338.252021347889,0.01,175243.570912231,327.560539083023,0.01,176059.06242478,313.452085671952,0.01,176878.924937883,299.255123509147,0.01,178108.778783082,303.48810262772,0.01,174426.528376661,298.597562349351,0.01,175241.573181625,295.549134545076,0.01,176062.817184518,294.364069914986,0.01,176882.658756564,293.531633791243,0.01,177700.290098796,293.101594662628,0.01,180430.026970461,292.894821581833,0.01,184959.307307177,292.89035015388,0.01,189379.737355556,292.982944219216,0.01,193696.409700238,293.107333362287,0.01,197914.720626934
6.416,332.494083424328,0.01,152573.804666691,332.049064798077,0.01,157550.130581713,330.325505083667,0.01,162384.258297403,327.379954766686,0.01,167101.358486068,323.506027538286,0.01,171721.45446853,343.968132465373,0.01,174021.395433146,338.235826511657,0.01,175243.801652088,327.538358697511,0.01,176059.315185711,313.430951028302,0.01,176879.192365749,299.241849616211,0.01,178109.038494269,303.461461217167,0.01,174426.737071914,298.576282255029,0.01,175241.781038251,295.542764370954,0.01,176063.047699117,294.359593331949,0.01,176882.905408373,293.528808032998,0.01,177700.54701174,293.099989838769,0.01,180430.274248097,292.894160551421,0.01,184959.508912712,292.890151057224,0.01,189379.883764086,292.982909492705,0.01,193696.497661421,293.107332380544,0.01,197914.74983272
6.418,332.492264624751,0.01,152573.753860431,332.040547784736,0.01,157550.058353377,330.311059131529,0.01,162384.230050137,327.361355253427,0.01,167101.417107359,323.485724765435,0.01,171721.614181147,343.961344602782,0.01,174021.598544019,338.219620355808,0.01,175244.031616819,327.516181807561,0.01,176059.567158282,313.409833645222,0.01,176879.458949094,299.228595336428,0.01,178109.297261091,303.434850145537,0.01,174426.944943771,298.555034029119,0.01,175241.988027682,295.536403897903,0.01,176063.277275848,294.355125223151,0.01,176883.151090617,293.525988526134,0.01,177700.802961768,293.098389012253,0.01,180430.520613472,292.893501361373,0.01,184959.709768148,292.889952526422,0.01,189380.029583252,292.982874820524,0.01,193696.585230444,293.107331373833,0.01,197914.778899949
6.42,332.490409912758,0.01,152573.703011222,332.031999843601,0.01,157549.985997323,330.296592055517,0.01,162384.201588802,327.342747311458,0.01,167101.475353109,323.465426543339,0.01,171721.773242528,343.954537957844,0.01,174021.800872552,338.20340292591,0.01,175244.260831821,327.494008457274,0.01,176059.818371936,313.388733537113,0.01,176879.72471341,299.215360648902,0.01,178109.555093664,303.408269426605,0.01,174427.152001148,298.533817643075,0.01,175242.1941561,295.530053122002,0.01,176063.5059197,294.350665578675,0.01,176883.395809099,293.5231752608,0.01,177701.057957233,293.096792174573,0.01,180430.766072096,292.892844005722,0.01,184959.909872699,292.88975455705,0.01,189380.174804712,292.982840199476,0.01,193696.672396406,293.107330340953,0.01,197914.80782368
6.422,332.488519310035,0.01,152573.652115211,332.023421019983,0.01,157549.913506461,330.282103918379,0.01,162384.172910123,327.324131010626,0.01,167101.533225806,323.445132909003,0.01,171721.931659807,343.947712552372,0.01,174022.002429503,338.187174267529,0.01,175244.489322491,327.471838690751,0.01,176060.068856121,313.36765071837,0.01,176879.989684187,299.202145532736,0.01,178109.812002103,303.381719074147,0.01,174427.358252962,298.512633068352,0.01,175242.399429693,295.523712039333,0.01,176063.733635664,294.346214388603,0.01,176883.63956962,293.520368227145,0.01,177701.312006485,293.095199317221,0.01,180431.010629478,292.8921884785,0.01,184960.109225574,292.889557144683,0.01,189380.319420124,292.982805626364,0.01,193696.759148408,293.107329280703,0.01,197914.836598976
6.424,332.48659283827,0.01,152573.601168544,332.014811359194,0.01,157549.840873701,330.267594782862,0.01,162384.144010827,327.30550642078,0.01,167101.590727936,323.424843899437,0.01,171722.089440119,343.94086840818,0.01,174022.203225633,338.170934426231,0.01,175244.717114226,327.449672552092,0.01,176060.31864028,313.346585203394,0.01,176880.253886919,299.188949967033,0.01,178110.067996525,303.355199101937,0.01,174427.563708127,298.491480276404,0.01,175242.603854643,295.517380645975,0.01,176063.960428728,294.341771643017,0.01,176883.882377982,293.517567415315,0.01,177701.565117876,293.093610431686,0.01,180431.254291126,292.89153477374,0.01,184960.307825985,292.889360284897,0.01,189380.463421147,292.982771097988,0.01,193696.845475547,293.107328191883,0.01,197914.865220896
6.426,332.484630519149,0.01,152573.550167368,332.006170906545,0.01,157549.768091955,330.253064711714,0.01,162384.114887639,327.286873611769,0.01,167101.647861986,323.404559551647,0.01,171722.246590598,343.934005547083,0.01,174022.403271701,338.154683447581,0.01,175244.944232423,327.427510085398,0.01,176060.567753859,313.325537006583,0.01,176880.517347097,299.175773930897,0.01,178110.323087045,303.328709523752,0.01,174427.768375561,298.470359238686,0.01,175242.807437135,295.511058938011,0.01,176064.186303884,294.337337331999,0.01,176884.124239987,293.51477281546,0.01,177701.817299756,293.092025509462,0.01,180431.497062549,292.890882885474,0.01,184960.505673143,292.889163973268,0.01,189380.606799439,292.982736611152,0.01,193696.931366923,293.107327073291,0.01,197914.893684502
6.428,332.482632374357,0.01,152573.49910783,331.997499707348,0.01,157549.69515413,330.238513767681,0.01,162384.085537287,327.268232653439,0.01,167101.704630442,323.38427990264,0.01,171722.403118379,343.927123990894,0.01,174022.602578465,338.138421377147,0.01,175245.170702481,327.405351334771,0.01,176060.816226303,313.304506142335,0.01,176880.780090213,299.162617403431,0.01,178110.577283781,303.302250353365,0.01,174427.97226418,298.449269926653,0.01,175243.010183355,295.504746911521,0.01,176064.411266121,294.332911445632,0.01,176884.365161436,293.511984417727,0.01,177702.068560478,293.090444542039,0.01,180431.738949257,292.890232807734,0.01,184960.702766261,292.888968205371,0.01,189380.749546657,292.982702162657,0.01,193697.016811635,293.107325923728,0.01,197914.921984854
6.43,332.480598425582,0.01,152573.447986075,331.988797806914,0.01,157549.622053139,330.223942013512,0.01,162384.055956496,327.24958361564,0.01,167101.76103579,323.364004989424,0.01,171722.559030596,343.920223761427,0.01,174022.801156686,338.122148260495,0.01,175245.396549795,327.38319634431,0.01,176061.064087058,313.283492625048,0.01,176881.042141759,299.149480363737,0.01,178110.830596847,303.275821604552,0.01,174428.175382899,298.428212311759,0.01,175243.212099487,295.498444562587,0.01,176064.635320428,294.328493973997,0.01,176884.605148132,293.509202212265,0.01,177702.318908393,293.088867520909,0.01,180431.979956758,292.889584534553,0.01,184960.899104549,292.888772976782,0.01,189380.89165446,292.982667749305,0.01,193697.101798781,293.107324741993,0.01,197914.950117014
6.432,332.478528694509,0.01,152573.396798251,331.980065250553,0.01,157549.548781891,330.209349511953,0.01,162384.026141992,327.23092656822,0.01,167101.817080518,323.343734849006,0.01,171722.714334384,343.913304880497,0.01,174022.999017123,338.105864143191,0.01,175245.621799763,327.361045158117,0.01,176061.311365568,313.262496469122,0.01,176881.303527227,299.13636279092,0.01,178111.083036361,303.249423291088,0.01,174428.377740635,298.407186365459,0.01,175243.413191715,295.492151887288,0.01,176064.858471797,294.324084907177,0.01,176884.844205877,293.506426189221,0.01,177702.568351851,293.087294437563,0.01,180432.220090561,292.888938059963,0.01,184961.094687218,292.888578283077,0.01,189381.033114506,292.982633367898,0.01,193697.186317461,293.107323526885,0.01,197914.978076041
6.434,332.476423202826,0.01,152573.345540504,331.971302083579,0.01,157549.475333297,330.194736325752,0.01,162383.996090501,327.212261581027,0.01,167101.872767111,323.323469518394,0.01,171722.869036877,343.906367369916,0.01,174023.196170535,338.089569070801,0.01,175245.846477783,327.338897820292,0.01,176061.558091278,313.241517688954,0.01,176881.564272109,299.123264664082,0.01,178111.334612439,303.223055426749,0.01,174428.579346304,298.386192059207,0.01,175243.613466224,295.485868881706,0.01,176065.080725216,294.319684235255,0.01,176885.082340472,293.503656338743,0.01,177702.816899205,293.085725283493,0.01,180432.459356176,292.888293377996,0.01,184961.28951348,292.888384119831,0.01,189381.173918453,292.98259901524,0.01,193697.270356775,293.107322277203,0.01,197915.005856998
6.436,332.474281995302,0.01,152573.294231934,331.962508386068,0.01,157549.401748539,330.180102542333,0.01,162383.965838962,327.193588722204,0.01,167101.92811657,323.303209036989,0.01,171723.023147917,343.89941124776,0.01,174023.392619426,338.073263059714,0.01,175246.070559632,327.316754339666,0.01,176061.804232139,313.22055627373,0.01,176881.824350984,299.110185963147,0.01,178111.585326668,303.196718008019,0.01,174428.780205496,298.365229367937,0.01,175243.812933148,295.479595544415,0.01,176065.302092631,294.315291949311,0.01,176885.319562038,293.50089265066,0.01,177703.064555498,293.084160051966,0.01,180432.697762424,292.887650489008,0.01,184961.483604551,292.888190494696,0.01,189381.314104201,292.982564700669,0.01,193697.353955,293.107320997028,0.01,197915.033475804
6.438,332.472105636666,0.01,152573.243408688,331.953685021281,0.01,157549.329156235,330.165448805011,0.01,162383.936330165,327.174908021499,0.01,167101.98356695,323.282953498134,0.01,171723.176738341,343.892436447835,0.01,174023.588180357,338.056945469018,0.01,175246.29290331,327.294613930546,0.01,176062.048370807,313.199611644662,0.01,176882.082591526,299.097126686539,0.01,178111.834988519,303.170410641896,0.01,174428.980248877,298.34429834496,0.01,175244.011691556,295.473331930137,0.01,176065.522742671,294.310908062957,0.01,176885.555977992,293.498135107573,0.01,177703.311251277,293.082598776276,0.01,180432.935392743,292.887009535778,0.01,184961.677477356,292.887997687364,0.01,189381.454751308,292.98253071598,0.01,193697.438258286,293.107319809391,0.01,197915.061418283
6.44,332.469893685402,0.01,152573.192606305,331.94483133684,0.01,157549.256580566,330.150774681323,0.01,162383.906753868,327.156219582966,0.01,167102.038749208,323.262702890783,0.01,171723.329760948,343.885443067022,0.01,174023.783029735,338.040616929827,0.01,175246.514529975,327.272477344825,0.01,176062.291770801,313.178684322121,0.01,176882.340040936,299.084086796881,0.01,178112.083779254,303.144133689127,0.01,174429.179552108,298.32339889191,0.01,175244.209668404,295.467077984934,0.01,176065.742540747,294.306532546205,0.01,176885.791507462,293.495383706068,0.01,177703.557061258,293.081041412258,0.01,180433.172186171,292.886370385461,0.01,184961.870689511,292.887805451067,0.01,189381.59492348,292.982496806355,0.01,193697.522268798,293.107318607125,0.01,197915.089260889
6.442,332.467646169034,0.01,152573.141826736,331.935947386848,0.01,157549.184026648,330.136080240256,0.01,162383.877116964,327.137523476021,0.01,167102.093670512,323.24245725255,0.01,171723.482223556,343.87843112619,0.01,174023.977176231,338.024277480329,0.01,175246.735452476,327.250344617686,0.01,176062.534446017,313.15777431413,0.01,176882.59671183,299.071066273484,0.01,178112.331706833,303.117887159113,0.01,174429.378123265,298.30253098112,0.01,175244.406870875,295.460833705516,0.01,176065.961493606,294.302165389391,0.01,176886.026157341,293.49263843621,0.01,177703.801992956,293.079487951853,0.01,180433.408149054,292.885733033688,0.01,184962.06324579,292.887613784434,0.01,189381.734624069,292.982462971767,0.01,193697.605988071,293.107317390364,0.01,197915.117003955
6.444,332.465363115085,0.01,152573.091071932,331.927033225407,0.01,157549.111499599,330.121365550799,0.01,162383.847426349,327.118819770082,0.01,167102.148338031,323.222216621048,0.01,171723.634133984,343.871400646207,0.01,174024.170628518,338.007927158713,0.01,175246.955683663,327.228215784311,0.01,176062.776410348,313.136881628713,0.01,176882.852616827,299.05806509566,0.01,178112.578779214,303.091671061258,0.01,174429.575970422,298.281694584926,0.01,175244.603306152,295.454599088594,0.01,176066.179607998,294.29780658285,0.01,176886.259934523,293.489899288066,0.01,177704.046053888,293.077938387002,0.01,180433.643287738,292.88509747609,0.01,184962.25515097,292.887422686095,0.01,189381.873856426,292.982429212187,0.01,193697.68941764,293.107316159242,0.01,197915.144647819
6.446,332.463044551077,0.01,152573.040343842,331.91808890662,0.01,157549.039004535,330.106630681939,0.01,162383.817688917,327.100108534566,0.01,167102.202758932,323.201981033888,0.01,171723.785500052,343.864351647941,0.01,174024.363395267,337.991566003165,0.01,175247.175236386,327.206090879882,0.01,176063.01767769,313.116006273891,0.01,176883.107768545,299.045083242719,0.01,178112.825004357,303.065485404966,0.01,174429.773101655,298.26088967566,0.01,175244.798981418,295.44837413088,0.01,176066.396890671,294.293456116917,0.01,176886.492845902,293.487166251704,0.01,177704.289251567,293.076392709645,0.01,180433.87760857,292.884463708298,0.01,184962.446409827,292.887232154678,0.01,189382.012623901,292.982395527588,0.01,193697.77255904,293.107314913895,0.01,197915.172192816
6.448,332.460690504534,0.01,152572.989644419,331.90911448459,0.01,157548.966546574,330.091875702662,0.01,162383.787911563,327.08138983889,0.01,167102.256940384,323.181750528685,0.01,171723.936329579,343.857284152259,0.01,174024.55548515,337.975194051875,0.01,175247.394123495,327.183969939581,0.01,176063.258261938,313.095148257688,0.01,176883.3621796,299.032120693971,0.01,178113.070390223,303.039330199639,0.01,174429.969525038,298.240116225659,0.01,175244.993903855,295.442158829086,0.01,176066.613348373,294.289113981927,0.01,176886.724898373,293.484439317191,0.01,177704.531593508,293.074850911724,0.01,180434.111117897,292.883831725943,0.01,184962.637027135,292.887042188814,0.01,189382.150929845,292.982361917945,0.01,193697.855413806,293.107313654457,0.01,197915.199639281
6.45,332.458301002979,0.01,152572.938975611,331.90011001342,0.01,157548.894130831,330.077100681957,0.01,162383.758101181,327.062663752471,0.01,167102.310889554,323.161525143051,0.01,171724.086630384,343.85019818003,0.01,174024.74690684,337.958811343029,0.01,175247.61235784,327.16185299859,0.01,176063.498176987,313.074307588127,0.01,176883.61586261,299.019177428729,0.01,178113.314944771,303.01320545468,0.01,174430.165248647,298.219374207257,0.01,175245.188080648,295.435953179921,0.01,176066.828987855,294.284780168216,0.01,176886.956098828,293.481718474593,0.01,177704.773087228,293.073312985179,0.01,180434.343822066,292.883201524657,0.01,184962.827007671,292.886852787131,0.01,189382.28877761,292.982328383228,0.01,193697.937983474,293.107312381062,0.01,197915.226987549
6.452,332.455876073935,0.01,152572.88833937,331.891075547213,0.01,157548.821762425,330.06230568881,0.01,162383.728264666,327.043930344727,0.01,167102.36461361,323.141304914599,0.01,171724.236410286,343.843093752123,0.01,174024.937669008,337.942417914817,0.01,175247.829952271,327.139740092091,0.01,176063.737436731,313.05348427323,0.01,176883.868830194,299.006253426302,0.01,178113.558675959,302.987111179492,0.01,174430.360280558,298.198663592787,0.01,175245.381518979,295.429757180099,0.01,176067.043815863,294.280454666118,0.01,176887.186454163,293.479003713978,0.01,177705.01374024,293.071778921951,0.01,180434.575727422,292.882573100071,0.01,184963.016356211,292.886663948259,0.01,189382.426170546,292.982294923411,0.01,193698.020269578,293.107311093846,0.01,197915.254237958
6.454,332.453415744926,0.01,152572.837737646,331.882011140071,0.01,157548.749446473,330.047490792209,0.01,162383.698408912,327.025189685075,0.01,167102.418119721,323.121089880941,0.01,171724.385677105,343.835970889404,0.01,174025.127780327,337.926013805425,0.01,175248.046919637,327.117631255266,0.01,176063.976055066,313.03267832102,0.01,176884.121094968,298.993348666002,0.01,178113.801591749,302.961047383479,0.01,174430.554628844,298.177984354584,0.01,175245.574226031,295.423570826328,0.01,176067.257839148,294.276137465968,0.01,176887.415971271,293.476295025413,0.01,177705.25356006,293.07024871398,0.01,180434.806840312,292.881946447815,0.01,184963.205077531,292.886475670828,0.01,189382.563112005,292.982261538466,0.01,193698.102273654,293.107309792943,0.01,197915.281390841
6.456,332.450920043475,0.01,152572.787172389,331.872916846097,0.01,157548.67718809,330.032656061141,0.01,162383.668540813,327.006441842932,0.01,167102.471415054,323.100880079691,0.01,171724.534438659,343.828829612742,0.01,174025.317249468,337.909599053042,0.01,175248.263272789,327.095526523297,0.01,176064.214045886,313.01188973952,0.01,176884.37266955,298.980463127139,0.01,178114.043700099,302.935014076042,0.01,174430.748301581,298.157336464983,0.01,175245.766208986,295.417394115322,0.01,176067.471064457,294.271828558102,0.01,176887.644657047,293.473592398963,0.01,177705.492554203,293.068722353208,0.01,180435.037167084,292.881321563522,0.01,184963.393176405,292.886287953466,0.01,189382.699605338,292.982228228367,0.01,193698.183997238,293.107308478487,0.01,197915.308446535
