"time","converter_m.Phi.re","inductor_e.i"
0.81,4.22408748697675,-21.1204374348838
0.815,4.16787168187778,-20.8393584093889
0.82,4.10760794662552,-20.5380397331276
0.825,4.04335571528298,-20.2167785764149
0.83,3.97517811339292,-19.8758905669646
0.835,3.90314260479618,-19.5157130239809
0.84,3.82732037612702,-19.1366018806351
0.845,3.74778584300168,-18.7389292150084
0.85,3.66461768241362,-18.3230884120681
0.855,3.57789804143356,-17.8894902071678
0.86,3.48771233825107,-17.4385616912554
0.865,3.3941494562152,-16.970747281076
0.87,3.29730186546033,-16.4865093273017
0.875,3.19726515081814,-15.9863257540907
0.88,3.094137737417,-15.470688687085
0.885,2.98802155715801,-14.9401077857901
0.89,2.87902140740103,-14.3951070370052
0.895,2.76724457081426,-13.8362228540713
0.9,2.65280142351513,-13.2640071175757
0.905,2.53580497650163,-12.6790248825081
0.91,2.41637060628713,-12.0818530314357
0.915,2.29461601949199,-11.47308009746
0.92,2.17066148292432,-10.8533074146216
0.925,2.04462935228509,-10.2231467614255
0.93,1.91664374568297,-9.58321872841488
0.935,1.78683108007525,-8.93415540037625
0.94,1.65531950133108,-8.27659750665543
0.945,1.52223863630559,-7.61119318152797
0.95,1.38771979270164,-6.9385989635082
0.955,1.25189577489938,-6.25947887449693
0.96,1.11490058811203,-5.57450294056017
0.965,0.976869284458332,-4.88434642229167
0.97,0.837938145249589,-4.18969072624796
0.975,0.698244294585822,-3.49122147292912
0.98,0.557925421471879,-2.78962710735941
0.985,0.417120049957866,-2.08560024978934
0.99,0.275967135948271,-1.37983567974137
0.995,0.134605910913355,-0.673029554566785
1,-0.00682417403090923,0.0341208701545343
1.005,-0.148183537059324,0.740917685296608
1.01,-0.289332698175447,1.44666349087722
1.015,-0.430132437207315,2.15066218603656
1.02,-0.570443806157371,2.85221903078685
1.025,-0.710128359967819,3.55064179983908
1.03,-0.849048290745625,4.24524145372811
1.035,-0.987066531106607,4.93533265553303
1.04,-1.12404691009594,5.6202345504797
1.045,-1.25985426970319,6.29927134851595
1.05,-1.39435460570306,6.97177302851527
1.055,-1.52741523542291,7.63707617711453
1.06,-1.65890489016281,8.29452445081406
1.065,-1.7886937743498,8.94346887174898
1.07,-1.91665387908732,9.58326939543661
1.075,-2.04265898842342,10.2132949421171
1.08,-2.16658471324078,10.8329235662039
1.085,-2.28830879467352,11.4415439733676
1.09,-2.4077111914359,12.0385559571795
1.095,-2.52467409136406,12.6233704568203
1.1,-2.63908200555113,13.1954100277556
1.105,-2.75082214762739,13.7541107381369
1.11,-2.85978433558523,14.2989216779261
1.115,-2.96586087888974,14.8293043944487
1.12,-3.06894723939957,15.3447361969978
1.125,-3.16894177914776,15.8447088957388
1.13,-3.26574575446012,16.3287287723006
1.135,-3.35926362071325,16.7963181035662
1.14,-3.44940323094335,17.2470161547167
1.145,-3.53607568295783,17.6803784147891
1.15,-3.61919527392339,18.0959763696169
1.155,-3.69868015889434,18.4934007944717
1.16,-3.77445202608415,18.8722601304208
1.165,-3.84643587562925,19.2321793781462
1.17,-3.91456081363065,19.5728040681532
1.175,-3.9787597435214,19.893798717607
1.18,-4.03896926855436,20.1948463427718
1.185,-4.09512986989715,20.4756493494857
1.19,-4.1471863228804,20.735931614402
1.195,-4.19508735772937,20.9754367886468
1.2,-4.23878542812816,21.1939271406408
1.205,-4.27823764301101,21.391188215055
1.21,-4.31340521348235,21.5670260674117
1.215,-4.34425323384851,21.7212661692425
1.22,-4.37075132490243,21.8537566245121
1.225,-4.39287351789909,21.9643675894954
1.23,-4.41059798868238,22.0529899434119
1.235,-4.42390705010586,22.1195352505293
1.24,-4.43278780808389,22.1639390404194
1.245,-4.43723165257628,22.1861582628814
1.25,-4.43723384278562,22.1861692139281
1.255,-4.4327946382006,22.163973191003
1.26,-4.4239185671608,22.119592835804
1.265,-4.41061425076221,22.053071253811
1.27,-4.39289478207488,21.9644739103744
1.275,-4.37077786464127,21.8538893232063
1.28,-4.34428538844587,21.7214269422294
1.285,-4.31344322716599,21.5672161358299
1.29,-4.27828207797031,21.3914103898515
1.295,-4.23883681001789,21.1941840500894
1.3,-4.19514602426767,20.9757301213383
1.305,-4.14725303517239,20.7362651758619
1.31,-4.09520526683699,20.4760263341849
1.315,-4.03905402091977,20.1952701045988
1.32,-3.97885458783332,19.8942729391666
1.325,-3.91466660737001,19.57333303685
1.33,-3.84655353418025,19.2327676709012
1.335,-3.77458228120508,18.8729114060254
1.34,-3.6988241283698,18.494120641849
1.345,-3.61935398921745,18.0967699460872
1.35,-3.53625007993328,17.6812503996664
1.355,-3.44959448617563,17.2479724308781
1.36,-3.3594729006226,16.797364503113
1.365,-3.26597426726523,16.3298713363261
1.37,-3.16919068477562,15.8459534238781
1.375,-3.06921788494421,15.346089424721
1.38,-2.96615466068951,14.8307733034475
1.385,-2.86010243321566,14.3005121660782
1.39,-2.75116608389642,13.7558304194821
1.395,-2.63945324023356,13.1972662011678
1.4,-2.52507404674627,12.6253702337313
1.405,-2.40814136699702,12.0407068349851
1.41,-2.2887707626414,11.443853813207
1.415,-2.16708008790433,10.8354004395216
1.42,-2.04318926675624,10.2159463337812
1.425,-1.91722074493032,9.58610372465157
1.43,-1.78929895292666,8.94649476463328
1.435,-1.65954994616462,8.29774973082309
1.44,-1.52810190570093,7.64050952850461
1.445,-1.39508465266805,6.9754232633402
1.45,-1.26062943847418,6.30314719237087
1.455,-1.12486890795321,5.62434453976603
1.46,-0.987937167205822,4.93968583602908
1.465,-0.849969414600859,4.24984707300426
1.47,-0.711101694947221,3.55550847473607
1.475,-0.57147117599964,2.85735587999817
1.48,-0.431215728555893,2.15607864277943
1.485,-0.290473713930441,1.45236856965217
1.49,-0.14938407323682,0.74692036618407
1.495,-0.00808611588386702,0.0404305794193037
1.5,0.133280690165425,-0.666403450827157
1.505,0.274576850986807,-1.37288425493407
1.51,0.415662854529407,-2.07831427264706
1.515,0.556399421507083,-2.78199710753545
1.52,0.696647670496325,-3.48323835248166
1.525,0.836269141905959,-4.18134570952983
1.53,0.97512601325886,-4.87563006629433
1.535,1.11308122499244,-5.56540612496224
1.54,1.24999860490261,-6.2499930245131
1.545,1.38574301373672,-6.92871506868364
1.55,1.52018041646944,-7.60090208234725
1.555,1.65317812637795,-8.26589063188976
1.56,1.78460487027799,-8.92302435139
1.565,1.91433093620985,-9.57165468104929
1.57,2.04222817972007,-10.2111408986004
1.575,2.1681704069921,-10.8408520349605
1.58,2.29203333170195,-11.4601666585098
1.585,2.41369473349534,-12.0684736674767
1.59,2.53303431169389,-12.6651715584695
1.595,2.6499343936859,-13.2496719684295
1.6,2.76427964230972,-13.8213982115486
1.605,2.8759572472408,-14.379786236204
1.61,2.9848566468739,-14.9242832343695
1.615,3.09087054619916,-15.4543527309958
1.62,3.19389437404381,-15.9694718702191
1.625,3.29382649738211,-16.4691324869106
1.63,3.39056785078452,-16.9528392539226
1.635,3.48402320112922,-17.4201160056461
1.64,3.5741003907566,-17.870501953783
1.645,3.66071055757095,-18.3035527878548
1.65,3.74376771477156,-18.7188385738578
1.655,3.82319018468236,-19.1159509234118
1.66,3.89889967694376,-19.4944983847188
1.665,3.97082149459161,-19.8541074729581
1.67,4.0388841011415,-20.1944205057075
1.675,4.10302065946803,-20.5151032973402
1.68,4.16316798409623,-20.8158399204811
1.685,4.21926671521438,-21.0963335760719
1.69,4.27126089993655,-21.3563044996827
1.695,4.31909959584142,-21.5954979792071
1.7,4.362735719011,-21.813678595055
1.705,4.4021261754574,-22.010630877287
1.71,4.43723148714039,-22.1861574357019
1.715,4.4680174053712,-22.3400870268559
1.72,4.49445368894852,-22.4722684447426
1.725,4.51651418260509,-22.5825709130254
1.73,4.53417651642206,-22.6708825821103
1.735,4.54742367082438,-22.7371183541219
1.74,4.55624272440223,-22.7812136220111
1.745,4.56062487555391,-22.8031243777695
1.75,4.56056524142649,-22.8028262071324
1.755,4.55606430311235,-22.7803215155617
1.76,4.54712667823165,-22.7356333911582
1.765,4.53376065804455,-22.6688032902227
1.77,4.5159794955109,-22.5798974775544
1.775,4.49380093350567,-22.4690046675283
1.78,4.46724688915331,-22.3362344457665
1.785,4.43634306287245,-22.1817153143622
1.79,4.40112025617942,-22.005601280897
1.795,4.36161336186191,-21.8080668093095
1.8,4.31786107995467,-21.5893053997733
1.805,4.26990647868968,-21.3495323934483
1.81,4.21779710001608,-21.0889855000803
1.815,4.16158447419305,-20.8079223709652
1.82,4.10132353328608,-20.5066176664303
1.825,4.03707403579482,-20.1853701789741
1.83,3.96889949084204,-19.8444974542101
1.835,3.89686701900151,-19.4843350950075
1.84,3.8210474782759,-19.1052373913794
1.845,3.74151590442026,-18.7075795221012
1.85,3.65835091452027,-18.2917545726013
1.855,3.57163406662441,-17.858170333122
1.86,3.48145117718868,-17.4072558859433
1.865,3.3878913258183,-16.9394566290914
1.87,3.2910467778968,-16.4552338894839
1.875,3.1910128067718,-15.9550640338589
1.88,3.0878883411631,-15.4394417058154
1.885,2.98177525698809,-14.9088762849404
1.89,2.87277792265356,-14.3638896132677
1.895,2.76100397140071,-13.8050198570035
1.9,2.6465638183834,-13.2328190919169
1.905,2.52957040202809,-12.6478520101404
1.91,2.4101388515323,-12.0506942576615
1.915,2.2883872158965,-11.4419360794824
1.92,2.164435719921,-10.8221785996049
1.925,2.03840648094183,-10.1920324047091
1.93,1.9104238188794,-9.55211909439696
1.935,1.78061414071389,-8.90307070356939
1.94,1.64910558419117,-8.24552792095579
1.945,1.51602763621922,-7.58013818109602
1.95,1.38151176503665,-6.9075588251832
1.955,1.24569075813094,-6.22845379065465
1.96,1.10869854971462,-5.54349274857304
1.965,0.970670224444509,-4.85335112222248
1.97,0.831742077960463,-4.15871038980225
1.975,0.692051248086569,-3.46025624043278
1.98,0.551735370025884,-2.75867685012935
1.985,0.410932997838057,-2.05466498919022
1.99,0.269783092013499,-1.34891546006743
1.995,0.128424905289095,-0.64212452644541
2,-0.0130021619105933,0.0650108095530312
2.005,-0.154358504763348,0.771792523816803
2.01,-0.295504624699195,1.47752312349604
2.015,-0.436301312826648,2.18150656413331
2.02,-0.576609626113728,2.88304813056871
2.025,-0.716291110047072,3.58145555023543
2.03,-0.855207956943598,4.27603978471805
2.035,-0.993223112903992,4.96611556452002
2.04,-1.13020040714116,5.65100203570587
2.045,-1.26600468652756,6.33002343263788
2.05,-1.40050194117288,7.00250970586445
2.055,-1.53355949395737,7.66779746978692
2.06,-1.66504607098713,8.32523035493571
2.065,-1.79483188950604,8.97415944753027
2.07,-1.92278893386954,9.61394466934777
2.075,-2.04879098014017,10.2439549007009
2.08,-2.17271362616235,10.8635681308118
2.085,-2.29443465473648,11.4721732736825
2.09,-2.41383400722897,12.0691700361449
2.095,-2.53079379884378,12.653968994219
2.1,-2.64519865706599,13.22599328533
2.105,-2.75693576336886,13.7846788168444
2.11,-2.86589482614095,14.3294741307048
2.115,-2.97196830769792,14.8598415384897
2.12,-3.07505163712489,15.3752581856245
2.125,-3.17504310585148,15.8752155292575
2.13,-3.27184395803901,16.3592197901951
2.135,-3.36535879521683,16.8267939760842
2.14,-3.45549539625215,17.2774769812608
2.145,-3.54216466793634,17.7108233396818
2.15,-3.62528122651189,18.1264061325595
2.155,-3.70476315476091,18.5238157738046
2.16,-3.78053182010811,18.9026591005406
2.165,-3.85251260767939,19.262563038397
2.17,-3.92063458878275,19.6031729439138
2.175,-3.98483041520832,19.9241520760417
2.18,-4.04503678200333,20.2251839100167
2.185,-4.10119441371497,20.5059720685749
2.19,-4.15324784996638,20.7662392498319
2.195,-4.2011456584314,21.0057282921571
2.2,-4.2448407398119,21.2242036990595
2.205,-4.28429000661348,21.4214500330675
2.21,-4.31945437108408,21.5972718554204
2.215,-4.3502993205283,21.7514966026416
2.22,-4.37679451225585,21.8839725612793
2.225,-4.39891356894189,21.9945678447095
2.23,-4.41663486311569,22.0831743155785
2.235,-4.42994104535686,22.1497052267844
2.24,-4.43881872940408,22.1940936470205
2.245,-4.44325933084122,22.2162966542062
2.25,-4.44325860292831,22.2162930146416
2.255,-4.43881641270953,22.1940820635477
2.26,-4.42993716398547,22.1496858199274
2.265,-4.41662979250538,22.0831489625269
2.27,-4.39890740008663,21.9945370004332
2.275,-4.37678737134599,21.88393685673
2.28,-4.35029173358024,21.7514586679013
2.285,-4.319446686908,21.5972334345401
2.29,-4.28428247364434,21.4214123682218
2.295,-4.24483400636493,21.2241700318247
2.3,-4.20114033126215,21.0057016563108
2.305,-4.15324430902029,20.7662215451015
2.31,-4.10119341831658,20.505967091583
2.315,-4.04503916501302,20.2251958250652
2.32,-3.98483673831773,19.9241836915887
2.325,-3.9206456892051,19.6032284460256
2.33,-3.85252950832584,19.2626475416293
2.335,-3.78055531481506,18.9027765740754
2.34,-3.70479412810611,18.5239706405306
2.345,-3.62532088525979,18.126604426299
2.35,-3.54221400978915,17.7110700489458
2.355,-3.45555540249227,17.2777770124614
2.36,-3.36543076808377,16.8271538404189
2.365,-3.27192911159274,16.3596455579638
2.37,-3.17514252575283,15.8757126287642
2.375,-3.0751667112092,15.3758335560461
2.38,-2.9721004412393,14.8605022061966
2.385,-2.86604521429731,14.3302260714866
2.39,-2.75710586921474,13.7855293460738
2.395,-2.64539002587383,13.2269501293692
2.4,-2.53100778867622,12.6550389433812
2.405,-2.41407212195744,12.0703606097872
2.41,-2.29469854455154,11.4734927227578
2.415,-2.17300481484868,10.8650240742435
2.42,-2.04911100972899,10.245555048645
2.425,-1.92313952684326,9.61569763421636
2.43,-1.79521470175205,8.9760735087603
2.435,-1.66546270088013,8.32731350440072
2.44,-1.53401170243768,7.67005851218844
2.445,-1.40099148950175,7.00495744750881
2.45,-1.26653323186333,6.33266615931672
2.455,-1.13076974225221,5.65384871126111
2.46,-0.993835078651259,4.96917539325636
2.465,-0.85586427499975,4.27932137499882
2.47,-0.716993594571909,3.58496797285961
2.475,-0.577360149755896,2.88680074877954
2.48,-0.4371017023303,2.18550851165156
2.485,-0.296356709209084,1.48178354604549
2.49,-0.155264133865336,0.776320669326745
2.495,-0.0139632245781103,0.0698161228906145
2.5,0.12740656828402,-0.637032841420039
2.505,0.268705670173954,-1.34352835086971
2.51,0.409794607546328,-2.04897303773158
2.515,0.550534142943914,-2.75267071471951
2.52,0.690785336724788,-3.45392668362388
2.525,0.830409746799179,-4.15204873399583
2.53,0.969269563051435,-4.84634781525711
2.535,1.10722771761964,-5.53613858809812
2.54,1.24414804144448,-6.22074020722234
2.545,1.37989536270949,-6.89947681354739
2.55,1.51433570213524,-7.57167851067614
2.555,1.64733637165294,-8.23668185826463
2.56,1.77876605838612,-8.89383029193052
2.565,1.90849503284798,-9.54247516423983
2.57,2.03639527174827,-10.1819763587413
2.575,2.16234050654065,-10.8117025327032
2.58,2.28620638609266,-11.4310319304632
2.585,2.40787069244214,-12.0393534622106
2.59,2.5272133351234,-12.636066675617
2.595,2.64411643227328,-13.2205821613663
2.6,2.7584646569641,-13.7923232848205
2.605,2.8701451699581,-14.3507258497905
2.61,2.97904760032781,-14.895238001639
2.615,3.08506453421141,-15.425322671057
2.62,3.18809137891215,-15.9404568945607
2.625,3.28802628215054,-16.4401314107526
2.63,3.38477066677001,-16.92385333385
2.635,3.47822909943004,-17.3911454971501
2.64,3.56830922662359,-17.8415461331179
2.645,3.65492210857379,-18.2746105428689
2.65,3.7379823399712,-18.689911699856
2.655,3.8174078889798,-19.087039444899
2.66,3.89312024374843,-19.4656012187421
2.665,3.96504478179429,-19.8252239089714
2.67,4.03311051936803,-20.1655525968401
2.675,4.09725007699379,-20.4862503849689
2.68,4.15740027235622,-20.7870013617811
2.685,4.21350179455927,-21.0675089727963
2.69,4.26549900652578,-21.3274950326288
2.695,4.31334072095392,-21.5667036047696
2.7,4.35697979333326,-21.7848989666662
2.705,4.39637291294511,-21.9818645647255
2.71,4.43148125998607,-22.1574062999303
2.715,4.46227027216371,-22.3113513608185
2.72,4.48870942122401,-22.44354710612
2.725,4.51077253725839,-22.5538626862919
2.73,4.52843796554553,-22.6421898277276
2.735,4.54168821809544,-22.7084410904771
2.74,4.55051003022177,-22.7525501511088
2.745,4.55489483774531,-22.7744741887265
2.75,4.55483833326552,-22.7741916663275
2.755,4.5503402994664,-22.7517014973319
2.76,4.5414053296772,-22.7070266483859
2.765,4.52804231982028,-22.6402115991013
2.77,4.51026412596366,-22.5513206298183
2.775,4.48808844989016,-22.4404422494507
2.78,4.46153725647086,-22.3076862823542
2.785,4.4306365042079,-22.1531825210394
2.79,4.39541671837327,-21.9770835918663
2.795,4.35591276153806,-21.7795638076902
2.8,4.31216349131825,-21.5608174565912
2.805,4.2642119725515,-21.3210598627574
2.81,4.21210565987332,-21.0605282993665
2.815,4.15589594006829,-20.7794797003414
2.82,4.0956380726968,-20.4781903634839
2.825,4.03139167099972,-20.1569583549985
2.83,3.96322017146995,-19.8161008573497
2.835,3.89119057150096,-19.4559528575047
2.84,3.81537410352153,-19.0768705176076
2.845,3.73584566970367,-18.6792283485183
2.85,3.65268343950406,-18.2634171975202
2.855,3.56596962417142,-17.8298481208571
2.86,3.47578986408162,-17.3789493204081
2.865,3.38223296420482,-16.911164821024
2.87,3.28539124544508,-16.4269562272253
2.875,3.18536037016508,-15.9268018508253
2.88,3.08223896576699,-15.4111948288349
2.885,2.97612868282589,-14.8806434141294
2.89,2.8671343447004,-14.3356717235019
2.895,2.75536349605396,-13.7768174802697
2.9,2.64092625595148,-13.2046312797573
2.905,2.52393566658239,-12.6196783329119
2.91,2.40450721006257,-12.0225360503128
2.915,2.28275852987413,-11.4137926493706
2.92,2.15880987504514,-10.7940493752256
2.925,2.03278361323965,-10.1639180661982
2.93,1.90480391262716,-9.52401956313572
2.935,1.77499713731528,-8.87498568657632
2.94,1.64349142471026,-8.21745712355124
2.945,1.5104164434492,-7.55208221724594
2.95,1.37590348870676,-6.87951744353374
2.955,1.24008535319177,-6.2004267659588
2.96,1.10309602207903,-5.5154801103951
2.965,0.965070600434514,-4.82535300217251
2.97,0.826145345577279,-4.13072672788633
2.975,0.686457343370561,-3.43228671685275
2.98,0.546144343492768,-2.73072171746378
2.985,0.405344850287337,-2.02672425143662
2.99,0.264197812969367,-1.32098906484677
2.995,0.122842427630706,-0.614212138153472
3,-0.0185817884874678,0.0929089424373993
3.005,-0.159935274637178,0.799676373185951
3.01,-0.301078597332719,1.50539298666366
3.015,-0.441872477085315,2.20936238542663
3.02,-0.582177983668299,2.91088991834155
3.025,-0.72185668495252,3.60928342476266
3.03,-0.8607707650008,4.30385382500406
3.035,-0.998783157574603,4.99391578787308
3.04,-1.13575768439791,5.67878842198963
3.045,-1.27155918744186,6.35779593720934
3.05,-1.40605368726678,7.03026843633397
3.055,-1.53910848509378,7.69554242546896
3.06,-1.67059226186108,8.35296130930547
3.065,-1.80037531683857,9.00187658419289
3.07,-1.92832961956637,9.64164809783189
3.075,-2.05432884557769,10.2716442278885
3.08,-2.1782487240054,10.8912436200271
3.085,-2.29996702305014,11.4998351152507
3.09,-2.41936356727792,12.0968178363897
3.095,-2.53632058040147,12.6816029020074
3.1,-2.65072271753274,13.2536135876638
3.105,-2.76245705340197,13.8122852670099
3.11,-2.87141331603702,14.3570665801851
3.115,-2.9774840798065,14.8874203990326
3.12,-3.08056468112259,15.402823405613
3.125,-3.18055332371992,15.9027666185996
3.13,-3.27735145399596,16.3867572699799
3.135,-3.37086360269936,16.8543180134969
3.14,-3.46099735309253,17.3049867654627
3.145,-3.54766389537068,17.7383194768535
3.15,-3.6307778013359,18.1538890066796
3.155,-3.71025686000508,18.5512843000254
3.16,-3.78602278918961,18.9301139459481
3.165,-3.85800092130711,19.2900046065356
3.17,-3.92612009509506,19.6306004754754
3.175,-3.99031314109016,19.9515657054508
3.18,-4.05051684187672,20.2525842093836
3.185,-4.10667173551046,20.5333586775524
3.19,-4.15872235004255,20.7936117502128
3.195,-4.20661748055673,21.0330874027837
3.2,-4.25030988552168,21.2515494276084
3.205,-4.28975629723536,21.4487814861769
3.21,-4.32491797089049,21.6245898544525
3.215,-4.35576029512215,21.7788014756108
3.22,-4.38225260808277,21.9112630404139
3.225,-4.40436896159414,22.0218448079708
3.23,-4.4220876665998,22.110438332999
3.235,-4.43539096963661,22.1769548481831
3.24,-4.44426593081593,22.2213296540797
3.245,-4.44870392007672,22.2435196003837
3.25,-4.44870041182295,22.2435020591148
3.255,-4.44425543965558,22.221277198278
3.26,-4.4353735572184,22.1768677860921
3.265,-4.42206348787327,22.1103174393664
3.27,-4.40433826943399,22.02169134717
3.275,-4.38221558737938,21.911077936897
3.28,-4.35571731684385,21.7785865842193
3.285,-4.32486941486435,21.6243470743218
3.29,-4.28970253111564,21.4485126555783
3.295,-4.25025147896963,21.2512573948482
3.3,-4.20655493318375,21.0327746659188
3.305,-4.15865622621494,20.7932811310748
3.31,-4.10660276573145,20.5330138286573
3.315,-4.05044567721188,20.2522283860595
3.32,-3.99024053314402,19.9512026657202
3.325,-3.92604688530377,19.6302344265189
3.33,-3.85792796796248,19.2896398398125
