"time","pipe.volume.medium.h","pipe.volume.medium.p","m_flow_initial"
0.2224,1999999.9999993,9756927.48888029,2.49748425695417
0.2232,1999999.9999993,9756927.48888029,2.49748425695417
0.224,1999999.9999993,9756927.48888029,2.49748425695417
0.2248,1999999.9999993,9756927.48888029,2.49748425695417
0.2256,1999999.9999993,9756927.48888029,2.49748425695417
0.2264,1999999.9999993,9756927.48888029,2.49748425695417
0.2272,1999999.9999993,9756927.48888029,2.49748425695417
0.228,1999999.9999993,9756927.48888029,2.49748425695417
0.2288,1999999.9999993,9756927.48888029,2.49748425695417
0.2296,1999999.9999993,9756927.48888029,2.49748425695417
0.2304,1999999.9999993,9756927.48888029,2.49748425695417
0.2312,1999999.9999993,9756927.48888029,2.49748425695417
0.232,1999999.99999931,9756927.48888029,2.49748425695417
0.2328,1999999.99999931,9756927.48888029,2.49748425695417
0.2336,1999999.99999931,9756927.48888029,2.49748425695417
0.2344,1999999.99999931,9756927.48888029,2.49748425695417
0.2352,1999999.99999931,9756927.48888029,2.49748425695417
0.236,1999999.99999931,9756927.48888029,2.49748425695417
0.2368,1999999.99999931,9756927.48888029,2.49748425695417
0.2376,1999999.99999931,9756927.48888029,2.49748425695417
0.2384,1999999.99999931,9756927.48888029,2.49748425695417
0.2392,1999999.99999931,9756927.48888029,2.49748425695417
0.24,1999999.99999931,9756927.48888029,2.49748425695417
0.2408,1999999.99999931,9756927.48888029,2.49748425695417
0.2416,1999999.99999931,9756927.48888029,2.49748425695417
0.2424,1999999.99999931,9756927.48888029,2.49748425695417
0.2432,1999999.99999931,9756927.48888029,2.49748425695417
0.244,1999999.99999931,9756927.48888029,2.49748425695417
0.2448,1999999.99999931,9756927.48888029,2.49748425695417
0.2456,1999999.99999931,9756927.48888029,2.49748425695417
0.2464,1999999.99999931,9756927.48888029,2.49748425695417
0.2472,1999999.99999931,9756927.4888803,2.49748425695417
0.248,1999999.99999931,9756927.4888803,2.49748425695417
0.2488,1999999.99999931,9756927.4888803,2.49748425695417
0.2496,1999999.99999931,9756927.4888803,2.49748425695417
0.2504,1999999.99999931,9756927.4888803,2.49748425695417
0.2512,1999999.99999931,9756927.4888803,2.49748425695417
0.252,1999999.99999931,9756927.4888803,2.49748425695417
0.2528,1999999.99999931,9756927.4888803,2.49748425695417
0.2536,1999999.99999931,9756927.4888803,2.49748425695417
0.2544,1999999.99999931,9756927.4888803,2.49748425695417
0.2552,1999999.99999931,9756927.4888803,2.49748425695417
0.256,1999999.99999931,9756927.4888803,2.49748425695417
0.2568,1999999.99999931,9756927.4888803,2.49748425695417
0.2576,1999999.99999931,9756927.4888803,2.49748425695417
0.2584,1999999.99999931,9756927.4888803,2.49748425695417
0.2592,1999999.99999931,9756927.4888803,2.49748425695417
0.26,1999999.99999931,9756927.4888803,2.49748425695417
0.2608,1999999.99999931,9756927.4888803,2.49748425695417
0.2616,1999999.99999931,9756927.4888803,2.49748425695417
0.2624,1999999.99999931,9756927.4888803,2.49748425695417
0.2632,1999999.99999931,9756927.4888803,2.49748425695417
0.264,1999999.99999931,9756927.4888803,2.49748425695417
0.2648,1999999.99999931,9756927.4888803,2.49748425695417
0.2656,1999999.99999931,9756927.4888803,2.49748425695417
0.2664,1999999.99999931,9756927.4888803,2.49748425695417
0.2672,1999999.99999931,9756927.4888803,2.49748425695417
0.268,1999999.99999931,9756927.4888803,2.49748425695417
0.2688,1999999.99999931,9756927.4888803,2.49748425695417
0.2696,1999999.99999931,9756927.4888803,2.49748425695417
0.2704,1999999.99999931,9756927.4888803,2.49748425695417
0.2712,1999999.99999931,9756927.4888803,2.49748425695417
0.272,1999999.99999931,9756927.4888803,2.49748425695417
0.2728,1999999.99999931,9756927.4888803,2.49748425695417
0.2736,1999999.99999931,9756927.4888803,2.49748425695417
0.2744,1999999.99999931,9756927.4888803,2.49748425695417
0.2752,1999999.99999931,9756927.4888803,2.49748425695417
0.276,1999999.99999931,9756927.4888803,2.49748425695417
0.2768,1999999.99999931,9756927.4888803,2.49748425695417
0.2776,1999999.99999931,9756927.48888031,2.49748425695417
0.2784,1999999.99999931,9756927.48888031,2.49748425695417
0.2792,1999999.99999931,9756927.48888031,2.49748425695417
0.28,1999999.99999931,9756927.48888031,2.49748425695417
0.2808,1999999.99999931,9756927.48888031,2.49748425695417
0.2816,1999999.99999931,9756927.48888031,2.49748425695417
0.2824,1999999.99999931,9756927.48888031,2.49748425695417
0.2832,1999999.99999931,9756927.48888031,2.49748425695417
0.284,1999999.99999931,9756927.48888031,2.49748425695417
0.2848,1999999.99999931,9756927.48888031,2.49748425695417
0.2856,1999999.99999931,9756927.48888031,2.49748425695417
0.2864,1999999.99999931,9756927.48888031,2.49748425695417
0.2872,1999999.99999931,9756927.48888031,2.49748425695417
0.288,1999999.99999931,9756927.48888031,2.49748425695417
0.2888,1999999.99999931,9756927.48888031,2.49748425695417
0.2896,1999999.99999931,9756927.48888031,2.49748425695417
0.2904,1999999.99999931,9756927.48888031,2.49748425695417
0.2912,1999999.99999931,9756927.48888031,2.49748425695417
0.292,1999999.99999931,9756927.48888031,2.49748425695417
0.2928,1999999.99999931,9756927.48888031,2.49748425695417
0.2936,1999999.99999931,9756927.48888031,2.49748425695417
0.2944,1999999.99999931,9756927.48888031,2.49748425695417
0.2952,1999999.99999931,9756927.48888031,2.49748425695417
0.296,1999999.99999931,9756927.48888031,2.49748425695417
0.2968,1999999.99999931,9756927.48888031,2.49748425695417
0.2976,1999999.99999931,9756927.48888031,2.49748425695417
0.2984,1999999.99999931,9756927.48888031,2.49748425695417
0.2992,1999999.99999931,9756927.48888031,2.49748425695417
0.3,1999999.99999931,9756927.48888031,2.49748425695417
0.3008,1999999.99999931,9756927.48888032,2.49748425695417
0.3016,1999999.99999931,9756927.48888032,2.49748425695417
0.3024,1999999.99999931,9756927.48888032,2.49748425695417
0.3032,1999999.99999931,9756927.48888032,2.49748425695417
0.304,1999999.99999931,9756927.48888032,2.49748425695417
0.3048,1999999.99999931,9756927.48888032,2.49748425695417
0.3056,1999999.99999931,9756927.48888032,2.49748425695417
0.3064,1999999.99999931,9756927.48888032,2.49748425695417
0.3072,1999999.99999931,9756927.48888032,2.49748425695417
0.308,1999999.99999931,9756927.48888032,2.49748425695417
0.3088,1999999.99999931,9756927.48888032,2.49748425695417
0.3096,1999999.99999931,9756927.48888032,2.49748425695417
0.3104,1999999.99999931,9756927.48888032,2.49748425695417
0.3112,1999999.99999931,9756927.48888032,2.49748425695417
0.312,1999999.99999931,9756927.48888032,2.49748425695417
0.3128,1999999.99999931,9756927.48888032,2.49748425695417
0.3136,1999999.99999931,9756927.48888032,2.49748425695417
0.3144,1999999.99999931,9756927.48888032,2.49748425695417
0.3152,1999999.99999931,9756927.48888032,2.49748425695417
0.316,1999999.99999931,9756927.48888032,2.49748425695417
0.3168,1999999.99999931,9756927.48888032,2.49748425695417
0.3176,1999999.99999931,9756927.48888032,2.49748425695417
0.3184,1999999.99999931,9756927.48888032,2.49748425695417
0.3192,1999999.99999931,9756927.48888032,2.49748425695417
0.32,1999999.99999931,9756927.48888032,2.49748425695417
0.3208,1999999.99999931,9756927.48888032,2.49748425695417
0.3216,1999999.99999931,9756927.48888032,2.49748425695417
0.3224,1999999.99999931,9756927.48888032,2.49748425695417
0.3232,1999999.99999931,9756927.48888032,2.49748425695417
0.324,1999999.99999931,9756927.48888032,2.49748425695417
0.3248,1999999.99999931,9756927.48888032,2.49748425695417
0.3256,1999999.99999931,9756927.48888032,2.49748425695417
0.3264,1999999.99999931,9756927.48888032,2.49748425695417
0.3272,1999999.99999931,9756927.48888032,2.49748425695417
0.328,1999999.99999931,9756927.48888032,2.49748425695417
0.3288,1999999.99999931,9756927.48888032,2.49748425695417
0.3296,1999999.99999931,9756927.48888032,2.49748425695417
0.3304,1999999.99999931,9756927.48888032,2.49748425695417
0.3312,1999999.99999931,9756927.48888032,2.49748425695417
0.332,1999999.99999931,9756927.48888032,2.49748425695417
0.3328,1999999.99999931,9756927.48888032,2.49748425695417
0.3336,1999999.99999931,9756927.48888032,2.49748425695417
0.3344,1999999.99999931,9756927.48888033,2.49748425695417
0.3352,1999999.99999931,9756927.48888033,2.49748425695417
0.336,1999999.99999931,9756927.48888033,2.49748425695417
0.3368,1999999.99999931,9756927.48888033,2.49748425695417
0.3376,1999999.99999931,9756927.48888033,2.49748425695417
0.3384,1999999.99999931,9756927.48888033,2.49748425695417
0.3392,1999999.99999931,9756927.48888033,2.49748425695417
0.34,1999999.99999931,9756927.48888033,2.49748425695417
0.3408,1999999.99999931,9756927.48888033,2.49748425695417
0.3416,1999999.99999931,9756927.48888033,2.49748425695417
0.3424,1999999.99999931,9756927.48888033,2.49748425695417
0.3432,1999999.99999931,9756927.48888033,2.49748425695417
0.344,1999999.99999931,9756927.48888033,2.49748425695417
0.3448,1999999.99999931,9756927.48888033,2.49748425695417
0.3456,1999999.99999931,9756927.48888033,2.49748425695417
0.3464,1999999.99999931,9756927.48888033,2.49748425695417
0.3472,1999999.99999931,9756927.48888033,2.49748425695417
0.348,1999999.99999931,9756927.48888033,2.49748425695417
0.3488,1999999.99999931,9756927.48888033,2.49748425695417
0.3496,1999999.99999931,9756927.48888033,2.49748425695417
0.3504,1999999.99999931,9756927.48888033,2.49748425695417
0.3512,1999999.99999931,9756927.48888033,2.49748425695417
0.352,1999999.99999931,9756927.48888033,2.49748425695417
0.3528,1999999.99999931,9756927.48888033,2.49748425695417
0.3536,1999999.99999931,9756927.48888033,2.49748425695417
0.3544,1999999.99999931,9756927.48888033,2.49748425695417
0.3552,1999999.99999931,9756927.48888033,2.49748425695417
0.356,1999999.99999931,9756927.48888033,2.49748425695417
0.3568,1999999.99999931,9756927.48888033,2.49748425695417
0.3576,1999999.99999931,9756927.48888033,2.49748425695417
0.3584,1999999.99999931,9756927.48888033,2.49748425695417
0.3592,1999999.99999931,9756927.48888033,2.49748425695417
0.36,1999999.99999931,9756927.48888033,2.49748425695417
0.3608,1999999.99999931,9756927.48888033,2.49748425695417
0.3616,1999999.99999931,9756927.48888033,2.49748425695417
0.3624,1999999.99999931,9756927.48888033,2.49748425695417
0.3632,1999999.99999931,9756927.48888033,2.49748425695417
0.364,1999999.99999931,9756927.48888033,2.49748425695417
0.3648,1999999.99999931,9756927.48888033,2.49748425695417
0.3656,1999999.99999931,9756927.48888033,2.49748425695417
0.3664,1999999.99999931,9756927.48888033,2.49748425695417
0.3672,1999999.99999931,9756927.48888033,2.49748425695417
0.368,1999999.99999931,9756927.48888033,2.49748425695417
0.3688,1999999.99999931,9756927.48888033,2.49748425695417
0.3696,1999999.99999931,9756927.48888033,2.49748425695417
0.3704,1999999.99999931,9756927.48888033,2.49748425695417
0.3712,1999999.99999931,9756927.48888033,2.49748425695417
0.372,1999999.99999931,9756927.48888033,2.49748425695417
0.3728,1999999.99999931,9756927.48888033,2.49748425695417
0.3736,1999999.99999931,9756927.48888033,2.49748425695417
0.3744,1999999.99999931,9756927.48888033,2.49748425695417
0.3752,1999999.99999931,9756927.48888033,2.49748425695417
0.376,1999999.99999931,9756927.48888033,2.49748425695417
0.3768,1999999.99999931,9756927.48888034,2.49748425695417
0.3776,1999999.99999931,9756927.48888034,2.49748425695417
0.3784,1999999.99999931,9756927.48888034,2.49748425695417
0.3792,1999999.99999931,9756927.48888034,2.49748425695417
0.38,1999999.99999931,9756927.48888034,2.49748425695417
0.3808,1999999.99999931,9756927.48888034,2.49748425695417
0.3816,1999999.99999931,9756927.48888034,2.49748425695417
0.3824,1999999.99999931,9756927.48888034,2.49748425695417
0.3832,1999999.99999931,9756927.48888034,2.49748425695417
0.384,1999999.99999931,9756927.48888034,2.49748425695417
0.3848,1999999.99999931,9756927.48888034,2.49748425695417
0.3856,1999999.99999931,9756927.48888034,2.49748425695417
0.3864,1999999.99999931,9756927.48888034,2.49748425695417
0.3872,1999999.99999931,9756927.48888034,2.49748425695417
0.388,1999999.99999931,9756927.48888034,2.49748425695417
0.3888,1999999.99999931,9756927.48888034,2.49748425695417
0.3896,1999999.99999931,9756927.48888034,2.49748425695417
0.3904,1999999.99999931,9756927.48888034,2.49748425695417
0.3912,1999999.99999931,9756927.48888034,2.49748425695417
0.392,1999999.99999931,9756927.48888034,2.49748425695417
0.3928,1999999.99999931,9756927.48888034,2.49748425695417
0.3936,1999999.99999931,9756927.48888034,2.49748425695417
0.3944,1999999.99999931,9756927.48888034,2.49748425695417
0.3952,1999999.99999931,9756927.48888034,2.49748425695417
0.396,1999999.99999931,9756927.48888034,2.49748425695417
0.3968,1999999.99999931,9756927.48888034,2.49748425695417
0.3976,1999999.99999931,9756927.48888034,2.49748425695417
0.3984,1999999.99999931,9756927.48888034,2.49748425695417
0.3992,1999999.99999931,9756927.48888034,2.49748425695417
0.4,1999999.99999931,9756927.48888034,2.49748425695417
0.4008,1999999.99999931,9756927.48888034,2.49748425695417
0.4016,1999999.99999931,9756927.48888034,2.49748425695417
0.4024,1999999.99999931,9756927.48888034,2.49748425695417
0.4032,1999999.99999931,9756927.48888034,2.49748425695417
0.404,1999999.99999931,9756927.48888034,2.49748425695417
0.4048,1999999.99999931,9756927.48888034,2.49748425695417
0.4056,1999999.99999931,9756927.48888034,2.49748425695417
