"time","traceSubstance.C","traceSubstance1.C"
0.0664,0.0001008616,0.0001008616
0.0668,0.0001014692,0.0001014692
0.0672,0.0001020768,0.0001020768
0.0676,0.0001026844,0.0001026844
0.068,0.000103292,0.000103292
0.0684,0.0001038996,0.0001038996
0.0688,0.0001045072,0.0001045072
0.0692,0.0001051148,0.0001051148
0.0696,0.0001057224,0.0001057224
0.07,0.00010633,0.00010633
0.0704,0.0001069376,0.0001069376
0.0708,0.0001075452,0.0001075452
0.0712,0.0001081528,0.0001081528
0.0716,0.0001087604,0.0001087604
0.072,0.000109368,0.000109368
0.0724,0.0001099756,0.0001099756
0.0728,0.0001105832,0.0001105832
0.0732,0.0001111908,0.0001111908
0.0736,0.0001117984,0.0001117984
0.074,0.000112406,0.000112406
0.0744,0.0001130136,0.0001130136
0.0748,0.0001136212,0.0001136212
0.0752,0.0001142288,0.0001142288
0.0756,0.0001148364,0.0001148364
0.076,0.000115444,0.000115444
0.0764,0.0001160516,0.0001160516
0.0768,0.0001166592,0.0001166592
0.0772,0.0001172668,0.0001172668
0.0776,0.0001178744,0.0001178744
0.078,0.000118482,0.000118482
0.0784,0.0001190896,0.0001190896
0.0788,0.0001196972,0.0001196972
0.0792,0.0001203048,0.0001203048
0.0796,0.0001209124,0.0001209124
0.08,0.00012152,0.00012152
0.0804,0.0001221276,0.0001221276
0.0808,0.0001227352,0.0001227352
0.0812,0.0001233428,0.0001233428
0.0816,0.0001239504,0.0001239504
0.082,0.000124558,0.000124558
0.0824,0.0001251656,0.0001251656
0.0828,0.0001257732,0.0001257732
0.0832,0.0001263808,0.0001263808
0.0836,0.0001269884,0.0001269884
0.084,0.000127596,0.000127596
0.0844,0.0001282036,0.0001282036
0.0848,0.0001288112,0.0001288112
0.0852,0.0001294188,0.0001294188
0.0856,0.0001300264,0.0001300264
0.086,0.000130634,0.000130634
0.0864,0.0001312416,0.0001312416
0.0868,0.0001318492,0.0001318492
0.0872,0.0001324568,0.0001324568
0.0876,0.0001330644,0.0001330644
0.088,0.000133672,0.000133672
0.0884,0.0001342796,0.0001342796
0.0888,0.0001348872,0.0001348872
0.0892,0.0001354948,0.0001354948
0.0896,0.0001361024,0.0001361024
0.09,0.00013671,0.00013671
0.0904,0.0001373176,0.0001373176
0.0908,0.0001379252,0.0001379252
0.0912,0.0001385328,0.0001385328
0.0916,0.0001391404,0.0001391404
0.092,0.000139748,0.000139748
0.0924,0.0001403556,0.0001403556
0.0928,0.0001409632,0.0001409632
0.0932,0.0001415708,0.0001415708
0.0936,0.0001421784,0.0001421784
0.094,0.000142786,0.000142786
0.0944,0.0001433936,0.0001433936
0.0948,0.0001440012,0.0001440012
0.0952,0.0001446088,0.0001446088
0.0956,0.0001452164,0.0001452164
0.096,0.000145824,0.000145824
0.0964,0.0001464316,0.0001464316
0.0968,0.0001470392,0.0001470392
0.0972,0.0001476468,0.0001476468
0.0976,0.0001482544,0.0001482544
0.098,0.000148862,0.000148862
0.0984,0.0001494696,0.0001494696
0.0988,0.0001500772,0.0001500772
0.0992,0.0001506848,0.0001506848
0.0996,0.0001512924,0.0001512924
0.1,0.0001519,0.0001519
0.1004,0.0001525076,0.0001525076
0.1008,0.0001531152,0.0001531152
0.1012,0.0001537228,0.0001537228
0.1016,0.0001543304,0.0001543304
0.102,0.000154938,0.000154938
0.1024,0.0001555456,0.0001555456
0.1028,0.0001561532,0.0001561532
0.1032,0.0001567608,0.0001567608
0.1036,0.0001573684,0.0001573684
0.104,0.000157976,0.000157976
0.1044,0.0001585836,0.0001585836
0.1048,0.0001591912,0.0001591912
0.1052,0.0001597988,0.0001597988
0.1056,0.0001604064,0.0001604064
0.106,0.000161014,0.000161014
0.1064,0.0001616216,0.0001616216
0.1068,0.0001622292,0.0001622292
0.1072,0.0001628368,0.0001628368
0.1076,0.0001634444,0.0001634444
0.108,0.000164052,0.000164052
0.1084,0.0001646596,0.0001646596
0.1088,0.0001652672,0.0001652672
0.1092,0.0001658748,0.0001658748
0.1096,0.0001664824,0.0001664824
0.11,0.00016709,0.00016709
0.1104,0.0001676976,0.0001676976
0.1108,0.0001683052,0.0001683052
0.1112,0.0001689128,0.0001689128
0.1116,0.0001695204,0.0001695204
0.112,0.000170128,0.000170128
0.1124,0.0001707356,0.0001707356
0.1128,0.0001713432,0.0001713432
0.1132,0.0001719508,0.0001719508
0.1136,0.0001725584,0.0001725584
0.114,0.000173166,0.000173166
0.1144,0.0001737736,0.0001737736
0.1148,0.0001743812,0.0001743812
0.1152,0.0001749888,0.0001749888
0.1156,0.0001755964,0.0001755964
0.116,0.000176204,0.000176204
0.1164,0.0001768116,0.0001768116
0.1168,0.0001774192,0.0001774192
0.1172,0.0001780268,0.0001780268
0.1176,0.0001786344,0.0001786344
0.118,0.000179242,0.000179242
0.1184,0.0001798496,0.0001798496
0.1188,0.0001804572,0.0001804572
0.1192,0.0001810648,0.0001810648
0.1196,0.0001816724,0.0001816724
0.12,0.00018228,0.00018228
0.1204,0.0001828876,0.0001828876
0.1208,0.0001834952,0.0001834952
0.1212,0.0001841028,0.0001841028
0.1216,0.0001847104,0.0001847104
0.122,0.000185318,0.000185318
0.1224,0.0001859256,0.0001859256
0.1228,0.0001865332,0.0001865332
0.1232,0.0001871408,0.0001871408
0.1236,0.0001877484,0.0001877484
0.124,0.000188356,0.000188356
0.1244,0.0001889636,0.0001889636
0.1248,0.0001895712,0.0001895712
0.1252,0.0001901788,0.0001901788
0.1256,0.0001907864,0.0001907864
0.126,0.000191394,0.000191394
0.1264,0.0001920016,0.0001920016
0.1268,0.0001926092,0.0001926092
0.1272,0.0001932168,0.0001932168
0.1276,0.0001938244,0.0001938244
0.128,0.000194432,0.000194432
0.1284,0.0001950396,0.0001950396
0.1288,0.0001956472,0.0001956472
0.1292,0.0001962548,0.0001962548
0.1296,0.0001968624,0.0001968624
0.13,0.00019747,0.00019747
0.1304,0.0001980776,0.0001980776
0.1308,0.0001986852,0.0001986852
0.1312,0.0001992928,0.0001992928
0.1316,0.0001999004,0.0001999004
0.132,0.000200508,0.000200508
0.1324,0.0002011156,0.0002011156
0.1328,0.0002017232,0.0002017232
0.1332,0.0002023308,0.0002023308
0.1336,0.0002029384,0.0002029384
0.134,0.000203546,0.000203546
0.1344,0.0002041536,0.0002041536
0.1348,0.0002047612,0.0002047612
0.1352,0.0002053688,0.0002053688
0.1356,0.0002059764,0.0002059764
0.136,0.000206584,0.000206584
0.1364,0.0002071916,0.0002071916
0.1368,0.0002077992,0.0002077992
0.1372,0.0002084068,0.0002084068
0.1376,0.0002090144,0.0002090144
0.138,0.000209622,0.000209622
0.1384,0.0002102296,0.0002102296
0.1388,0.0002108372,0.0002108372
0.1392,0.0002114448,0.0002114448
0.1396,0.0002120524,0.0002120524
0.14,0.00021266,0.00021266
0.1404,0.0002132676,0.0002132676
0.1408,0.0002138752,0.0002138752
0.1412,0.0002144828,0.0002144828
0.1416,0.0002150904,0.0002150904
0.142,0.000215698,0.000215698
0.1424,0.0002163056,0.0002163056
0.1428,0.0002169132,0.0002169132
0.1432,0.0002175208,0.0002175208
0.1436,0.0002181284,0.0002181284
0.144,0.000218736,0.000218736
0.1444,0.0002193436,0.0002193436
0.1448,0.0002199512,0.0002199512
0.1452,0.0002205588,0.0002205588
0.1456,0.0002211664,0.0002211664
0.146,0.000221774,0.000221774
0.1464,0.0002223816,0.0002223816
0.1468,0.0002229892,0.0002229892
0.1472,0.0002235968,0.0002235968
0.1476,0.0002242044,0.0002242044
0.148,0.000224812,0.000224812
0.1484,0.0002254196,0.0002254196
0.1488,0.0002260272,0.0002260272
0.1492,0.0002266348,0.0002266348
0.1496,0.0002272424,0.0002272424
0.15,0.00022785,0.00022785
0.1504,0.0002284576,0.0002284576
0.1508,0.0002290652,0.0002290652
0.1512,0.0002296728,0.0002296728
0.1516,0.0002302804,0.0002302804
0.152,0.000230888,0.000230888
0.1524,0.0002314956,0.0002314956
0.1528,0.0002321032,0.0002321032
0.1532,0.0002327108,0.0002327108
0.1536,0.0002333184,0.0002333184
0.154,0.000233926,0.000233926
0.1544,0.0002345336,0.0002345336
0.1548,0.0002351412,0.0002351412
0.1552,0.0002357488,0.0002357488
0.1556,0.0002363564,0.0002363564
0.156,0.000236964,0.000236964
0.1564,0.0002375716,0.0002375716
0.1568,0.0002381792,0.0002381792
0.1572,0.0002387868,0.0002387868
0.1576,0.0002393944,0.0002393944
0.158,0.000240002,0.000240002
0.1584,0.0002406096,0.0002406096
0.1588,0.0002412172,0.0002412172
0.1592,0.0002418248,0.0002418248
0.1596,0.0002424324,0.0002424324
0.16,0.00024304,0.00024304
0.1604,0.0002436476,0.0002436476
0.1608,0.0002442552,0.0002442552
0.1612,0.0002448628,0.0002448628
0.1616,0.0002454704,0.0002454704
0.162,0.000246078,0.000246078
0.1624,0.0002466856,0.0002466856
0.1628,0.0002472932,0.0002472932
0.1632,0.0002479008,0.0002479008
0.1636,0.0002485084,0.0002485084
0.164,0.000249116,0.000249116
0.1644,0.0002497236,0.0002497236
0.1648,0.0002503312,0.0002503312
0.1652,0.0002509388,0.0002509388
0.1656,0.0002515464,0.0002515464
0.166,0.000252154,0.000252154
0.1664,0.0002527616,0.0002527616
0.1668,0.0002533692,0.0002533692
0.1672,0.0002539768,0.0002539768
0.1676,0.0002545844,0.0002545844
0.168,0.000255192,0.000255192
0.1684,0.0002557996,0.0002557996
0.1688,0.0002564072,0.0002564072
0.1692,0.0002570148,0.0002570148
0.1696,0.0002576224,0.0002576224
0.17,0.00025823,0.00025823
0.1704,0.0002588376,0.0002588376
0.1708,0.0002594452,0.0002594452
0.1712,0.0002600528,0.0002600528
0.1716,0.0002606604,0.0002606604
0.172,0.000261268,0.000261268
0.1724,0.0002618756,0.0002618756
0.1728,0.0002624832,0.0002624832
0.1732,0.0002630908,0.0002630908
0.1736,0.0002636984,0.0002636984
0.174,0.000264306,0.000264306
0.1744,0.0002649136,0.0002649136
0.1748,0.0002655212,0.0002655212
0.1752,0.0002661288,0.0002661288
0.1756,0.0002667364,0.0002667364
0.176,0.000267344,0.000267344
0.1764,0.0002679516,0.0002679516
0.1768,0.0002685592,0.0002685592
0.1772,0.0002691668,0.0002691668
0.1776,0.0002697744,0.0002697744
0.178,0.000270382,0.000270382
0.1784,0.0002709896,0.0002709896
0.1788,0.0002715972,0.0002715972
0.1792,0.0002722048,0.0002722048
0.1796,0.0002728124,0.0002728124
0.18,0.00027342,0.00027342
0.1804,0.0002740276,0.0002740276
0.1808,0.0002746352,0.0002746352
0.1812,0.0002752428,0.0002752428
0.1816,0.0002758504,0.0002758504
0.182,0.000276458,0.000276458
0.1824,0.0002770656,0.0002770656
0.1828,0.0002776732,0.0002776732
0.1832,0.0002782808,0.0002782808
0.1836,0.0002788884,0.0002788884
0.184,0.000279496,0.000279496
0.1844,0.0002801036,0.0002801036
0.1848,0.0002807112,0.0002807112
0.1852,0.0002813188,0.0002813188
0.1856,0.0002819264,0.0002819264
0.186,0.000282534,0.000282534
0.1864,0.0002831416,0.0002831416
0.1868,0.0002837492,0.0002837492
0.1872,0.0002843568,0.0002843568
0.1876,0.0002849644,0.0002849644
0.188,0.000285572,0.000285572
0.1884,0.0002861796,0.0002861796
0.1888,0.0002867872,0.0002867872
0.1892,0.0002873948,0.0002873948
0.1896,0.0002880024,0.0002880024
0.19,0.00028861,0.00028861
0.1904,0.0002892176,0.0002892176
0.1908,0.0002898252,0.0002898252
0.1912,0.0002904328,0.0002904328
0.1916,0.0002910404,0.0002910404
0.192,0.000291648,0.000291648
0.1924,0.0002922556,0.0002922556
0.1928,0.0002928632,0.0002928632
0.1932,0.0002934708,0.0002934708
0.1936,0.0002940784,0.0002940784
0.194,0.000294686,0.000294686
0.1944,0.0002952936,0.0002952936
0.1948,0.0002959012,0.0002959012
0.1952,0.0002965088,0.0002965088
0.1956,0.0002971164,0.0002971164
0.196,0.000297724,0.000297724
0.1964,0.0002983316,0.0002983316
0.1968,0.0002989392,0.0002989392
0.1972,0.0002995468,0.0002995468
0.1976,0.0003001544,0.0003001544
0.198,0.000300762,0.000300762
0.1984,0.0003013696,0.0003013696
0.1988,0.0003019772,0.0003019772
0.1992,0.0003025848,0.0003025848
0.1996,0.0003031924,0.0003031924
0.2,0.0003038,0.0003038
0.2004,0.0003044076,0.0003044076
0.2008,0.0003050152,0.0003050152
0.2012,0.0003056228,0.0003056228
0.2016,0.0003062304,0.0003062304
0.202,0.000306838,0.000306838
0.2024,0.0003074456,0.0003074456
0.2028,0.0003080532,0.0003080532
0.2032,0.0003086608,0.0003086608
0.2036,0.0003092684,0.0003092684
0.204,0.000309876,0.000309876
0.2044,0.0003104836,0.0003104836
0.2048,0.0003110912,0.0003110912
0.2052,0.0003116988,0.0003116988
0.2056,0.0003123064,0.0003123064
0.206,0.000312914,0.000312914
0.2064,0.0003135216,0.0003135216
0.2068,0.0003141292,0.0003141292
0.2072,0.0003147368,0.0003147368
0.2076,0.0003153444,0.0003153444
0.208,0.000315952,0.000315952
0.2084,0.0003165596,0.0003165596
0.2088,0.0003171672,0.0003171672
0.2092,0.0003177748,0.0003177748
0.2096,0.0003183824,0.0003183824
0.21,0.00031899,0.00031899
0.2104,0.0003195976,0.0003195976
0.2108,0.0003202052,0.0003202052
0.2112,0.0003208128,0.0003208128
0.2116,0.0003214204,0.0003214204
0.212,0.000322028,0.000322028
0.2124,0.0003226356,0.0003226356
0.2128,0.0003232432,0.0003232432
0.2132,0.0003238508,0.0003238508
0.2136,0.0003244584,0.0003244584
0.214,0.000325066,0.000325066
0.2144,0.0003256736,0.0003256736
0.2148,0.0003262812,0.0003262812
0.2152,0.0003268888,0.0003268888
0.2156,0.0003274964,0.0003274964
0.216,0.000328104,0.000328104
0.2164,0.0003287116,0.0003287116
0.2168,0.0003293192,0.0003293192
0.2172,0.0003299268,0.0003299268
0.2176,0.0003305344,0.0003305344
0.218,0.000331142,0.000331142
0.2184,0.0003317496,0.0003317496
0.2188,0.0003323572,0.0003323572
0.2192,0.0003329648,0.0003329648
0.2196,0.0003335724,0.0003335724
0.22,0.00033418,0.00033418
0.2204,0.0003347876,0.0003347876
0.2208,0.0003353952,0.0003353952
0.2212,0.0003360028,0.0003360028
0.2216,0.0003366104,0.0003366104
0.222,0.000337218,0.000337218
0.2224,0.0003378256,0.0003378256
0.2228,0.0003384332,0.0003384332
0.2232,0.0003390408,0.0003390408
0.2236,0.0003396484,0.0003396484
0.224,0.000340256,0.000340256
0.2244,0.0003408636,0.0003408636
0.2248,0.0003414712,0.0003414712
0.2252,0.0003420788,0.0003420788
0.2256,0.0003426864,0.0003426864
0.226,0.000343294,0.000343294
0.2264,0.0003439016,0.0003439016
0.2268,0.0003445092,0.0003445092
0.2272,0.0003451168,0.0003451168
0.2276,0.0003457244,0.0003457244
0.228,0.000346332,0.000346332
0.2284,0.0003469396,0.0003469396
0.2288,0.0003475472,0.0003475472
0.2292,0.0003481548,0.0003481548
0.2296,0.0003487624,0.0003487624
0.23,0.00034937,0.00034937
0.2304,0.0003499776,0.0003499776
0.2308,0.0003505852,0.0003505852
0.2312,0.0003511928,0.0003511928
0.2316,0.0003518004,0.0003518004
0.232,0.000352408,0.000352408
0.2324,0.0003530156,0.0003530156
0.2328,0.0003536232,0.0003536232
0.2332,0.0003542308,0.0003542308
0.2336,0.0003548384,0.0003548384
0.234,0.000355446,0.000355446
0.2344,0.0003560536,0.0003560536
0.2348,0.0003566612,0.0003566612
0.2352,0.0003572688,0.0003572688
0.2356,0.0003578764,0.0003578764
0.236,0.000358484,0.000358484
0.2364,0.0003590916,0.0003590916
0.2368,0.0003596992,0.0003596992
0.2372,0.0003603068,0.0003603068
0.2376,0.0003609144,0.0003609144
0.238,0.000361522,0.000361522
0.2384,0.0003621296,0.0003621296
0.2388,0.0003627372,0.0003627372
0.2392,0.0003633448,0.0003633448
0.2396,0.0003639524,0.0003639524
0.24,0.00036456,0.00036456
0.2404,0.0003651676,0.0003651676
0.2408,0.0003657752,0.0003657752
0.2412,0.0003663828,0.0003663828
0.2416,0.0003669904,0.0003669904
0.242,0.000367598,0.000367598
0.2424,0.0003682056,0.0003682056
0.2428,0.0003688132,0.0003688132
0.2432,0.0003694208,0.0003694208
0.2436,0.0003700284,0.0003700284
0.244,0.000370636,0.000370636
0.2444,0.0003712436,0.0003712436
0.2448,0.0003718512,0.0003718512
0.2452,0.0003724588,0.0003724588
0.2456,0.0003730664,0.0003730664
0.246,0.000373674,0.000373674
0.2464,0.0003742816,0.0003742816
0.2468,0.0003748892,0.0003748892
0.2472,0.0003754968,0.0003754968
0.2476,0.0003761044,0.0003761044
0.248,0.000376712,0.000376712
0.2484,0.0003773196,0.0003773196
0.2488,0.0003779272,0.0003779272
0.2492,0.0003785348,0.0003785348
0.2496,0.0003791424,0.0003791424
0.25,0.00037975,0.00037975
0.2504,0.0003803576,0.0003803576
0.2508,0.0003809652,0.0003809652
0.2512,0.0003815728,0.0003815728
0.2516,0.0003821804,0.0003821804
0.252,0.000382788,0.000382788
0.2524,0.0003833956,0.0003833956
0.2528,0.0003840032,0.0003840032
0.2532,0.0003846108,0.0003846108
0.2536,0.0003852184,0.0003852184
0.254,0.000385826,0.000385826
0.2544,0.0003864336,0.0003864336
0.2548,0.0003870412,0.0003870412
0.2552,0.0003876488,0.0003876488
0.2556,0.0003882564,0.0003882564
0.256,0.000388864,0.000388864
0.2564,0.0003894716,0.0003894716
0.2568,0.0003900792,0.0003900792
0.2572,0.0003906868,0.0003906868
0.2576,0.0003912944,0.0003912944
0.258,0.000391902,0.000391902
0.2584,0.0003925096,0.0003925096
0.2588,0.0003931172,0.0003931172
0.2592,0.0003937248,0.0003937248
0.2596,0.0003943324,0.0003943324
0.26,0.00039494,0.00039494
0.2604,0.0003955476,0.0003955476
0.2608,0.0003961552,0.0003961552
0.2612,0.0003967628,0.0003967628
0.2616,0.0003973704,0.0003973704
0.262,0.000397978,0.000397978
0.2624,0.0003985856,0.0003985856
0.2628,0.0003991932,0.0003991932
0.2632,0.0003998008,0.0003998008
0.2636,0.0004004084,0.0004004084
0.264,0.000401016,0.000401016
0.2644,0.0004016236,0.0004016236
0.2648,0.0004022312,0.0004022312
0.2652,0.0004028388,0.0004028388
0.2656,0.0004034464,0.0004034464
0.266,0.000404054,0.000404054
0.2664,0.0004046616,0.0004046616
0.2668,0.0004052692,0.0004052692
0.2672,0.0004058768,0.0004058768
0.2676,0.0004064844,0.0004064844
0.268,0.000407092,0.000407092
0.2684,0.0004076996,0.0004076996
0.2688,0.0004083072,0.0004083072
0.2692,0.0004089148,0.0004089148
0.2696,0.0004095224,0.0004095224
0.27,0.00041013,0.00041013
0.2704,0.0004107376,0.0004107376
0.2708,0.0004113452,0.0004113452
0.2712,0.0004119528,0.0004119528
0.2716,0.0004125604,0.0004125604
0.272,0.000413168,0.000413168
0.2724,0.0004137756,0.0004137756
0.2728,0.0004143832,0.0004143832
0.2732,0.0004149908,0.0004149908
0.2736,0.0004155984,0.0004155984
0.274,0.000416206,0.000416206
0.2744,0.0004168136,0.0004168136
0.2748,0.0004174212,0.0004174212
0.2752,0.0004180288,0.0004180288
0.2756,0.0004186364,0.0004186364
0.276,0.000419244,0.000419244
0.2764,0.0004198516,0.0004198516
0.2768,0.0004204592,0.0004204592
0.2772,0.0004210668,0.0004210668
0.2776,0.0004216744,0.0004216744
0.278,0.000422282,0.000422282
0.2784,0.0004228896,0.0004228896
0.2788,0.0004234972,0.0004234972
0.2792,0.0004241048,0.0004241048
0.2796,0.0004247124,0.0004247124
0.28,0.00042532,0.00042532
0.2804,0.0004259276,0.0004259276
0.2808,0.0004265352,0.0004265352
0.2812,0.0004271428,0.0004271428
0.2816,0.0004277504,0.0004277504
0.282,0.000428358,0.000428358
0.2824,0.0004289656,0.0004289656
0.2828,0.0004295732,0.0004295732
0.2832,0.0004301808,0.0004301808
0.2836,0.0004307884,0.0004307884
0.284,0.000431396,0.000431396
0.2844,0.0004320036,0.0004320036
0.2848,0.0004326112,0.0004326112
0.2852,0.0004332188,0.0004332188
0.2856,0.0004338264,0.0004338264
0.286,0.000434434,0.000434434
0.2864,0.0004350416,0.0004350416
0.2868,0.0004356492,0.0004356492
0.2872,0.0004362568,0.0004362568
0.2876,0.0004368644,0.0004368644
0.288,0.000437472,0.000437472
0.2884,0.0004380796,0.0004380796
0.2888,0.0004386872,0.0004386872
0.2892,0.0004392948,0.0004392948
0.2896,0.0004399024,0.0004399024
0.29,0.00044051,0.00044051
0.2904,0.0004411176,0.0004411176
0.2908,0.0004417252,0.0004417252
0.2912,0.0004423328,0.0004423328
0.2916,0.0004429404,0.0004429404
0.292,0.000443548,0.000443548
0.2924,0.0004441556,0.0004441556
0.2928,0.0004447632,0.0004447632
0.2932,0.0004453708,0.0004453708
0.2936,0.0004459784,0.0004459784
0.294,0.000446586,0.000446586
0.2944,0.0004471936,0.0004471936
0.2948,0.0004478012,0.0004478012
