"time","pump.medium.T","N_pump.y","Source.ports[1].m_flow","Source.ports[1].p","Source.ports[1].h_outflow","Sink.ports[1].m_flow","Sink.ports[1].p","Sink.ports[1].h_outflow","pump.port_b.m_flow","pump.port_b.p","pump.port_b.h_outflow","V1.port_b.m_flow","V1.port_b.p","V1.port_b.h_outflow","V1.minLimiter.y","V2.port_b.m_flow","V2.port_b.p","V2.port_b.h_outflow","V2.minLimiter.y","V1_Opening.y","V2_Opening.y"
0.264,293.15,0,0,100000,83680,0,100000,83680,-6.06345263342334e-10,100000.000000434,83680,-6.06345263342334e-10,100000,83680,1,-0,100000,83680,0.001,1,0
0.266,293.15,0,0,100000,83680,0,100000,83680,-6.06345263342334e-10,100000.000000434,83680,-6.06345263342334e-10,100000,83680,1,-0,100000,83680,0.001,1,0
0.268,293.15,0,0,100000,83680,0,100000,83680,-6.06345263342334e-10,100000.000000434,83680,-6.06345263342334e-10,100000,83680,1,-0,100000,83680,0.001,1,0
0.27,293.15,0,0,100000,83680,0,100000,83680,-6.06345263342334e-10,100000.000000434,83680,-6.06345263342334e-10,100000,83680,1,-0,100000,83680,0.001,1,0
0.272,293.15,0,0,100000,83680,0,100000,83680,-6.06345263342334e-10,100000.000000434,83680,-6.06345263342334e-10,100000,83680,1,-0,100000,83680,0.001,1,0
0.274,293.15,0,0,100000,83680,0,100000,83680,-6.06345263342334e-10,100000.000000434,83680,-6.06345263342334e-10,100000,83680,1,-0,100000,83680,0.001,1,0
0.276,293.15,0,0,100000,83680,0,100000,83680,-6.06345263342334e-10,100000.000000434,83680,-6.06345263342334e-10,100000,83680,1,-0,100000,83680,0.001,1,0
0.278,293.15,0,0,100000,83680,0,100000,83680,-6.06345263342334e-10,100000.000000434,83680,-6.06345263342334e-10,100000,83680,1,-0,100000,83680,0.001,1,0
0.28,293.15,0,0,100000,83680,0,100000,83680,-6.06345263342334e-10,100000.000000434,83680,-6.06345263342334e-10,100000,83680,1,-0,100000,83680,0.001,1,0
0.282,293.15,0,0,100000,83680,0,100000,83680,-6.06345263342334e-10,100000.000000434,83680,-6.06345263342334e-10,100000,83680,1,-0,100000,83680,0.001,1,0
0.284,293.15,0,0,100000,83680,0,100000,83680,-6.06345263342334e-10,100000.000000434,83680,-6.06345263342334e-10,100000,83680,1,-0,100000,83680,0.001,1,0
0.286,293.15,0,0,100000,83680,0,100000,83680,-6.06345263342334e-10,100000.000000434,83680,-6.06345263342334e-10,100000,83680,1,-0,100000,83680,0.001,1,0
0.288,293.15,0,0,100000,83680,0,100000,83680,-6.06345263342334e-10,100000.000000434,83680,-6.06345263342334e-10,100000,83680,1,-0,100000,83680,0.001,1,0
0.29,293.15,0,0,100000,83680,0,100000,83680,-6.06345263342334e-10,100000.000000434,83680,-6.06345263342334e-10,100000,83680,1,-0,100000,83680,0.001,1,0
0.292,293.15,0,0,100000,83680,0,100000,83680,-6.06345263342334e-10,100000.000000434,83680,-6.06345263342334e-10,100000,83680,1,-0,100000,83680,0.001,1,0
0.294,293.15,0,0,100000,83680,0,100000,83680,-6.06345263342334e-10,100000.000000434,83680,-6.06345263342334e-10,100000,83680,1,-0,100000,83680,0.001,1,0
0.296,293.15,0,0,100000,83680,0,100000,83680,-6.06345263342334e-10,100000.000000434,83680,-6.06345263342334e-10,100000,83680,1,-0,100000,83680,0.001,1,0
0.298,293.15,0,0,100000,83680,0,100000,83680,-6.06345263342334e-10,100000.000000434,83680,-6.06345263342334e-10,100000,83680,1,-0,100000,83680,0.001,1,0
0.3,293.15,0,0,100000,83680,0,100000,83680,-6.06345263342334e-10,100000.000000434,83680,-6.06345263342334e-10,100000,83680,1,-0,100000,83680,0.001,1,0
0.302,293.15,0,0,100000,83680,0,100000,83680,-6.06345263342334e-10,100000.000000434,83680,-6.06345263342334e-10,100000,83680,1,-0,100000,83680,0.001,1,0
0.304,293.15,0,0,100000,83680,0,100000,83680,-6.06345263342334e-10,100000.000000434,83680,-6.06345263342334e-10,100000,83680,1,-0,100000,83680,0.001,1,0
0.306,293.15,0,0,100000,83680,0,100000,83680,-6.06345263342334e-10,100000.000000434,83680,-6.06345263342334e-10,100000,83680,1,-0,100000,83680,0.001,1,0
0.308,293.15,0,0,100000,83680,0,100000,83680,-6.06345263342334e-10,100000.000000434,83680,-6.06345263342334e-10,100000,83680,1,-0,100000,83680,0.001,1,0
0.31,293.15,0,0,100000,83680,0,100000,83680,-6.06345263342334e-10,100000.000000434,83680,-6.06345263342334e-10,100000,83680,1,-0,100000,83680,0.001,1,0
0.312,293.15,0,0,100000,83680,0,100000,83680,-6.06345263342334e-10,100000.000000434,83680,-6.06345263342334e-10,100000,83680,1,-0,100000,83680,0.001,1,0
0.314,293.15,0,0,100000,83680,0,100000,83680,-6.06345263342334e-10,100000.000000434,83680,-6.06345263342334e-10,100000,83680,1,-0,100000,83680,0.001,1,0
0.316,293.15,0,0,100000,83680,0,100000,83680,-6.06345263342334e-10,100000.000000434,83680,-6.06345263342334e-10,100000,83680,1,-0,100000,83680,0.001,1,0
