"time","dimlesslength","abscissa[1]","abscissa[2]","abscissa[3]","length","dimlesslength","Pr[1]","Pr[2]","Pr[3]","Re[1]","Re[2]","Re[3]","velocity[1]","velocity[2]","velocity[3]","cp[1]","cp[2]","cp[3]","eta[1]","eta[2]","eta[3]","lambda[1]","lambda[2]","lambda[3]","rho[1]","rho[2]","rho[3]","Nu_1[1]","Nu_1[2]","Nu_1[3]","Nu_2[1]","Nu_2[2]","Nu_2[3]","Nu_3[1]","Nu_3[2]","Nu_3[3]","Nu_4[1]","Nu_4[2]","Nu_4[3]","m_flow[1]","m_flow[2]","m_flow[3]"
0.002424,0.01239976,0.01239976,0.01239976,0.01239976,1,0.01239976,0.714973919813157,7.01036324143693,996.999224806202,90966.8677486358,9277.54180025,65.2346926548609,13.9666301997905,0.0930904906495667,0.0716589143240083,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,34.397015366954,34.397015366954,34.397015366954,34.485244336186,34.485244336186,34.485244336186,60.5554094847301,46.4521304950416,35.7538443065426,60.5839364621005,46.5005814169942,35.8355267896742,0.0829617833867558,0.46461929335652,0.371837748132707
0.002626,0.01259974,0.01259974,0.01259974,0.01259974,1,0.01259974,0.714973919813157,7.01036324143693,996.999224806202,88102.1755793133,8985.37716928592,63.1803478385381,13.5267986748037,0.0901589221983028,0.069402260491611,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,34.0331260593736,34.0331260593736,34.0331260593736,34.123244372172,34.123244372172,34.123244372172,59.6532863648642,45.8149936172883,35.3549631838571,59.6826820429235,45.8647993030958,35.4384926655171,0.0803491841283337,0.449987688637839,0.360127982679667
0.002828,0.01279972,0.01279972,0.01279972,0.01279972,1,0.01279972,0.714973919813157,7.01036324143693,996.999224806202,85370.7036498034,8706.79942302052,61.2215387003656,13.1074211664345,0.0873636840153611,0.0672505505578794,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,33.6787590613836,33.6787590613836,33.6787590613836,33.7707760515957,33.7707760515957,33.7707760515957,58.7792537186941,45.1973636847124,34.9670233689715,58.8095294339965,45.2485375694892,35.0524097914955,0.0778580817286207,0.436036515104868,0.348962770592084
0.00303,0.0129997,0.0129997,0.0129997,0.0129997,1,0.0129997,0.714973919813157,7.01036324143693,996.999224806202,82764.3178088947,8440.97897448724,59.3524320302152,12.707248794901,0.0846964520576474,0.0651973768662769,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,33.3335228402581,33.3335228402581,33.3335228402581,33.427447719332,33.427447719332,33.427447719332,57.9320158744335,44.5983450893154,34.5895553354019,57.9631828969549,44.6509004543999,34.6768085035986,0.075481057841712,0.422724227042321,0.338308862572227
0.003232,0.01319968,0.01319968,0.01319968,0.01319968,1,0.01319968,0.714973919813157,7.01036324143693,996.999224806202,80275.4953778572,8187.1485996616,57.5676331206837,12.3251265630649,0.0821495280293832,0.0632368134461292,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,32.9970476679306,32.9970476679306,32.9970476679306,33.0928895275759,33.092889527576,33.0928895275759,57.1103556745611,44.0170964210303,34.2221167394016,57.1424252081906,44.071046396658,34.3112463238651,0.0732112517846057,0.410012401871053,0.328135508787897
0.003434,0.01339966,0.01339966,0.01339966,0.01339966,1,0.01339966,0.714973919813157,7.01036324143693,996.999224806202,77897.2708086421,7944.59789524202,55.8621467971832,11.959985013044,0.0797157837716954,0.0613633732050125,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,32.6689840985607,32.6689840985607,32.6689840985607,32.7667519133009,32.7667519133009,32.7667519133009,56.3131286170402,43.4528264251716,33.8642904535769,56.3461118000653,43.5081839930745,33.9553059938535,0.0710423109774816,0.39786546259372,0.318414236743944
0.003636,0.01359964,0.01359964,0.01359964,0.01359964,1,0.01359964,0.714973919813157,7.01036324143693,996.999224806202,75623.1868940224,7712.66830266268,54.2313424294709,11.6108327352439,0.0773886113337568,0.0595719694946679,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,32.3490015732783,32.3490015732783,32.3490015732783,32.4487042028992,32.4487042028992,32.4487042028992,55.5392575134518,42.9047903165047,33.5156827701915,55.5731654190347,42.9615683124392,33.6085936778087,0.0689683464473485,0.386250428597347,0.309118651847984
0.003838,0.01379962,0.01379962,0.01379962,0.01379962,1,0.01379962,0.714973919813157,7.01036324143693,996.999224806202,73447.2508907511,7490.74863317597,52.6709224664325,11.2767496317113,0.0751618780716388,0.057857881547133,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,32.0367871397846,32.0367871397846,32.0367871397846,32.1384333316872,32.1384333316872,32.1384333316872,54.7877276116027,42.3722864137586,33.1759217572262,54.8225712482506,42.4304975299636,33.2707373185931,0.0669838928123651,0.375136691549453,0.300224258058665
0.00404,0.0139996,0.0139996,0.0139996,0.0139996,1,0.0139996,0.714973919813157,7.01036324143693,996.999224806202,71363.8949983614,7278.2710371588,51.1768940944072,10.9568808482333,0.0730298862044885,0.0562167233420192,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,31.7320442758498,31.7320442758498,31.7320442758498,31.8356426673102,31.8356426673102,31.8356426673102,54.0575821361658,41.8546530625406,32.84465575217,54.093372448193,41.9143098501297,32.9413851313557,0.0650838722385057,0.364495813540913,0.291708296338121
0.004242,0.01419958,0.01419958,0.01419958,0.01419958,1,0.01419958,0.714973919813157,7.01036324143693,996.999224806202,69367.9407063744,7074.70736795049,49.745543669649,10.6504313003726,0.0709873363294218,0.0546444155211172,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,31.4344918069251,31.434491806925,31.4344918069251,31.5400509272679,31.5400509272679,31.5400509272679,53.3479182061396,41.3512658182252,32.5215519801924,53.3846660741235,41.4123806895138,32.6202042215895,0.0632635619242134,0.354301344986961,0.283549598917
0.004444,0.01439956,0.01439956,0.01439956,0.01439956,1,0.01439956,0.714973919813157,7.01036324143693,996.999224806202,67454.5665831483,6879.56589669749,48.373413618878,10.3566607279177,0.0690292944584025,0.0531371600141462,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,31.1438629091378,31.1438629091378,31.1438629091378,31.2513911818271,31.2513911818271,31.2513911818271,52.6578830924962,40.861534863543,32.206295284809,52.6955993337257,40.9241200943134,32.3068793156886,0.0615185647238312,0.34452866010661,0.275728457627605
0.004646,0.01459954,0.01459954,0.01459954,0.01459954,1,0.01459954,0.714973919813157,7.01036324143693,996.999224806202,65619.2791318509,6692.388340008,47.057281539344,10.0748792202438,0.0671511621938471,0.0516914170806218,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,30.859904189853,30.859904189853,30.859904189853,30.9694099345048,30.9694099345048,30.9694099345048,51.9866707833972,40.3849026383679,31.8985869604402,52.0253661523146,40.4489703700742,32.0011115934041,0.0598447825682481,0.335154808067601,0.268226504774261
0.004848,0.01479952,0.01479952,0.01479952,0.01479952,1,0.01479952,0.714973919813157,7.01036324143693,996.999224806202,63857.8863842676,6512.74716683364,45.7941412622642,9.80444316202897,0.0653486497059795,0.0503038845084464,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,30.5823748387984,30.5823748387984,30.5823748387984,30.6938662731192,30.6938662731192,30.6938662731192,51.3335188278865,39.9208416616332,31.5981436773918,51.3732040165227,39.9864039035471,31.7026176127284,0.0582383923824521,0.326158378115029,0.261026605194906
0.00505,0.0149995,0.0149995,0.0149995,0.0149995,1,0.0149995,0.714973919813157,7.01036324143693,996.999224806202,62166.4739424027,6340.24315499687,44.5811856716357,9.54475155479314,0.0636177512151237,0.0489714787407433,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,30.3110458434666,30.3110458434666,30.3110458434666,30.4245310851215,30.4245310851215,30.4245310851215,50.6977054320703,39.4688525274451,31.3046964907851,50.7383910704735,39.535921158747,31.4111283187328,0.0566958242354713,0.317519377202243,0.254112758328324
0.005252,0.01519948,0.01519948,0.01519948,0.01519948,1,0.01519948,0.714973919813157,7.01036324143693,996.999224806202,60541.3832119482,6174.50317126289,43.4157910948938,9.29524267496578,0.0619547227170325,0.047691317729328,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,30.045699263144,30.045699263144,30.045699263144,30.1611863315578,30.1611863315578,30.1611863315578,50.0785467845303,39.0284620593541,31.0179899258422,50.1202434411884,39.0970488311683,31.1263881287659,0.0552137414892968,0.309219118816845,0.247470009240894
0.005454,0.01539946,0.01539946,0.01539946,0.01539946,1,0.01539946,0.714973919813157,7.01036324143693,996.999224806202,58979.1916014061,6015.17815188492,42.2955031031898,9.05539103375124,0.0603560617197577,0.0464607053366176,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,29.7861275564798,29.7861275564798,29.7861275564798,29.9036243745743,29.9036243745743,29.9036243745743,49.4753945901319,38.5992216084059,30.7377811327098,49.5181127723882,38.6693381457836,30.8481540871954,0.0537890227404824,0.301240121846397,0.241084367688182
0.005656,0.01559944,0.01559944,0.01559944,0.01559944,1,0.01559944,0.714973919813157,7.01036324143693,996.999224806202,57476.6944865815,5861.94126319641,41.2180235776637,8.82470460804079,0.0588184887871041,0.0452771171282075,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,29.532132958009,29.5321329580091,29.532132958009,29.65164735388,29.65164735388,29.65164735388,48.8876337935271,38.1807054820722,30.4638391046979,48.9313839479906,38.2523632859238,30.5761950835684,0.0524187453717623,0.293566018460876,0.234942734392683
0.005858,0.01579942,0.01579942,0.01579942,0.01579942,1,0.01579942,0.714973919813157,7.01036324143693,996.999224806202,56030.8887628327,5714.48622413553,40.1811989143366,8.60272231510158,0.0573389307069068,0.0441381874161989,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,29.2835268994903,29.2835268994903,29.2835268994903,29.4050666080266,29.4050666080266,29.4050666080266,48.3146804755441,37.7725094924646,30.195943954416,48.3594729884927,37.8457199414423,30.310291128673,0.0511001705517034,0.286181470104707,0.229032833811719
0.00606,0.0159994,0.0159994,0.0159994,0.0159994,1,0.0159994,0.714973919813157,7.01036324143693,996.999224806202,54638.9578273178,5572.52577461248,39.1830092544924,8.38901170682051,0.0559145051226882,0.0430416974290025,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,29.0401294723156,29.0401294723156,29.0401294723156,29.1637021367635,29.1637021367635,29.1637021367635,47.7559799073375,37.3742496133982,29.933886242837,47.8018251051161,37.4490239657312,30.0502326835321,0.0498307295385138,0.279072090792593,0.223343152750607
0.006262,0.01619938,0.01619938,0.01619938,0.01619938,1,0.01619938,0.714973919813157,7.01036324143693,996.999224806202,53298.2578508953,5435.79027540606,38.2215586399019,8.18316686195564,0.0545425064850754,0.0419855644970636,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,28.8017689276055,28.8017689276055,28.8017689276055,28.9273821010803,28.9273821010803,28.9273821010803,47.2110047486659,36.9855607368973,29.6774663568015,47.2579128980784,37.0619101321805,29.7958200368405,0.0486080111600165,0.272224376992335,0.217862884247441
0.006464,0.01639936,0.01639936,0.01639936,0.01639936,1,0.01639936,0.714973919813157,7.01036324143693,996.999224806202,52006.305214643,5304.02642683765,37.2950660032263,7.98480645719771,0.053220393195025,0.0409678321560128,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,28.5682812109191,28.5682812109191,28.5682812109191,28.6959423578672,28.6959423578672,28.6959423578672,46.6792533779945,36.6060955206573,29.4264939309059,46.7272346866899,36.6840309815952,29.5468627267893,0.0474297503557544,0.26562564345603,0.21258187621839
0.006666,0.01659934,0.01659934,0.01659934,0.01659934,1,0.01659934,0.714973919813157,7.01036324143693,996.999224806202,50760.7649994352,5176.99609484454,36.4018569135952,7.79357199991329,0.0519457758246891,0.0399866610793598,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,28.339509528793,28.339509528793,28.339509528793,28.4692260264061,28.4692260264061,28.4692260264061,46.1602483433052,36.235523318792,29.1807873101048,46.2093129601581,36.3150557528997,29.3031790036076,0.0462938176794849,0.259263964429815,0.207490584407493
0.006868,0.01679932,0.01679932,0.01679932,0.01679932,1,0.01679932,0.714973919813157,7.01036324143693,996.999224806202,49559.4404288964,5054.47523428641,35.5403560058759,7.6091262072649,0.0507164063139145,0.0390403207622078,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,28.1153039445793,28.1153039445793,28.1153039445793,28.2470830841627,28.2470830841627,28.2470830841627,45.6535349235562,35.8735291889282,28.9401730496999,45.703692939042,35.9546693901901,29.0645953294933,0.0451982096711535,0.253128119733063,0.202580029233493
0.00707,0.0169993,0.0169993,0.0169993,0.0169993,1,0.0169993,0.714973919813157,7.01036324143693,996.999224806202,48400.2631765417,4936.25290038857,34.7090800296731,7.43115151801449,0.0495301680511034,0.0381271818857286,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,27.8955210012782,27.8955210012781,27.8955210012781,28.0293699895765,28.0293699895765,28.0293699895765,45.1586797916792,35.5198129693605,28.7044854496976,45.2099412382436,35.6025716198482,28.8309459129165,0.0441410400170061,0.24720754525146,0.197841756169136
0.007272,0.01719928,0.01719928,0.01719928,0.01719928,1,0.01719928,0.714973919813157,7.01036324143693,996.999224806202,47281.2844571928,4822.13034017207,33.9066314607527,7.25934872474071,0.0483850667566579,0.0372457092994482,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,27.6800233692708,27.6800233692708,27.6800233692708,27.8159493297512,27.8159493297511,27.8159493297512,44.6752697708498,35.1740884205644,28.4735661207949,44.7276446232731,35.2584760920155,28.6020722745517,0.0431205314249598,0.241492287435817,0.19326779932629
0.007474,0.01739926,0.01739926,0.01739926,0.01739926,1,0.01739926,0.714973919813157,7.01036324143693,996.999224806202,46200.6668309745,4711.92015655851,33.1316926234766,7.09343571546275,0.0472792220956413,0.0363944555648669,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,27.4686795170391,27.4686795170391,27.4686795170391,27.6066894911351,27.606689491135,27.606689491135,44.2029106765269,34.8360824258919,28.247263579498,44.2564088522832,34.9221095812508,28.3778228423475,0.0421350081498487,0.23597296144045,0.188850647953817
0.007676,0.01759924,0.01759924,0.01759924,0.01759924,1,0.01759924,0.714973919813157,7.01036324143693,996.999224806202,45156.6766554897,4605.4455385814,32.3830202780614,6.93314631478225,0.0462108599537485,0.0355720550096792,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,27.2613634031289,27.2613634031289,27.2613634031289,27.401464351446,27.401464351446,27.401464351446,43.7412262374399,34.5055342467417,28.0254328701051,43.7958575970508,34.5932112416626,28.1580525734606,0.0411828891098066,0.230640712572157,0.18458321558495
0.007878,0.01779922,0.01779922,0.01779922,0.01779922,1,0.01779922,0.714973919813157,7.01036324143693,996.999224806202,44147.6771282418,4502.53955179574,31.6594406311201,6.77822921564925,0.0451783053173041,0.0347772182469601,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,27.057954187761,27.057954187761,27.057954187761,27.2001529912465,27.2001529912465,27.2001529912465,43.2898570893124,34.1821948279202,27.807935211483,43.3456314366959,34.2715319122349,27.9426226009874,0.0402626815409566,0.225487180753931,0.180458811597385
0.00808,0.0179992,0.0179992,0.0179992,0.0179992,1,0.0179992,0.714973919813157,7.01036324143693,996.999224806202,43172.121867138,4403.04448356546,30.9598447320748,6.6284469937424,0.0441799757039016,0.0340087271182236,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,26.8583359626337,26.8583359626337,26.8583359626337,27.0026394237108,27.0026394237108,27.0026394237108,42.8484598356682,33.8658261492912,27.5946376667488,42.9053869184825,33.9568334684421,27.7313999036019,0.0393729751428298,0.220504467736958,0.176471114972826
0.008282,0.01819918,0.01819918,0.01819918,0.01819918,1,0.01819918,0.714973919813157,7.01036324143693,996.999224806202,42228.5489820331,4306.81123843128,30.2831842217078,6.48357519724144,0.0432143750955487,0.0332654300232963,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,26.6623974975807,26.6623974975807,26.6623974975807,26.8088123412494,26.8088123412494,26.8088123412494,42.4167061705573,33.5562006201536,27.3854128341321,42.47479568054,33.6488882165928,27.524256996376,0.0385124366716142,0.215685106820638,0.172614150063735
0.008484,0.01839916,0.01839916,0.01839916,0.01839916,1,0.01839916,0.714973919813157,7.01036324143693,996.999224806202,41315.5755948535,4213.69877922823,29.6284674024006,6.34340150547246,0.0422800883308622,0.0325462376035597,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,26.4700320028603,26.4700320028603,26.4700320028603,26.6185648777666,26.6185648777666,26.6185648777666,41.9942820584929,33.2531005130982,27.18013855744,42.0535436317952,33.3474783276535,27.3210716412052,0.0376798049425064,0.21102203486375,0.168882264193684
0.008686,0.01859914,0.01859914,0.01859914,0.01859914,1,0.01859914,0.714973919813157,7.01036324143693,996.999224806202,40431.8927699247,4123.57361003922,28.9947556025407,6.2077249505339,0.0413757759170443,0.0318501187483283,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,26.2811369059547,26.2811369059547,26.2811369059547,26.4317943854288,26.4317943854288,26.4317943854288,41.5808869672916,32.9563174343699,26.9786976546805,41.6413301848077,33.0523953075799,27.121726575393,0.0368738862061714,0.206508566390764,0.165270106934482
0.008888,0.01879912,0.01879912,0.01879912,0.01879912,1,0.01879912,0.714973919813157,7.01036324143693,996.999224806202,39576.2608197806,4036.30929744326,28.381159810196,6.07635519657237,0.0405001692261065,0.0311760968970133,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,26.0956136418481,26.0956136418481,26.0956136418481,26.2484022249132,26.2484022249132,26.2484022249132,41.1762331498789,32.6656518280211,26.7809776635208,41.237867537571,32.7634395014388,26.9261092570734,0.0360935498676399,0.202138369615959,0.161772610918117
0.00909,0.0189991,0.0189991,0.0189991,0.0189991,1,0.0189991,0.714973919813157,7.01036324143693,996.999224806202,38747.5049550057,3951.78602685098,27.7868375535048,5.94911187187967,0.0396520660431567,0.0305232466122973,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,25.9133674558349,25.9133674558349,25.9133674558349,26.0682935681877,26.0682935681877,26.0682935681877,40.7800449714512,32.380912511364,26.5868706023676,40.84288000067,32.4804196288306,26.7341116262558,0.0353377245189652,0.197905444224697,0.158384974054978
0.009292,0.01919908,0.01919908,0.01919908,0.01919908,1,0.01919908,0.714973919813157,7.01036324143693,996.999224806202,37944.5112495939,3869.89019101895,27.2109900073292,5.82582394943259,0.038830326437569,0.0298906904018556,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,25.7343072179887,25.7343072179887,25.7343072179887,25.8913772129524,25.8913772129524,25.8913772129524,40.392058278688,32.1019162394416,26.3962727459542,40.4561033664885,32.2031523483317,26.5456298803787,0.0346053942596296,0.193804100766229,0.155102643041777
