"time","multiSwitch.u[1]","multiSwitch.u[2]"
2.114,1,1
2.116,1,1
2.118,1,1
2.12,1,1
2.122,1,1
2.124,1,1
2.126,1,1
2.128,1,1
2.13,1,1
2.132,1,1
2.134,1,1
2.136,1,1
2.138,1,1
2.14,1,1
2.142,1,1
2.144,1,1
2.146,1,1
2.148,1,1
2.15,1,1
2.152,1,1
2.154,1,1
2.156,1,1
2.158,1,1
2.16,1,1
2.162,1,1
2.164,1,1
2.166,1,1
2.168,1,1
2.17,1,1
2.172,1,1
2.174,1,1
2.176,1,1
2.178,1,1
2.18,1,1
2.182,1,1
2.184,1,1
2.186,1,1
2.188,1,1
2.19,1,1
2.192,1,1
2.194,1,1
2.196,1,1
2.198,1,1
2.2,1,1
2.202,1,1
2.204,1,1
2.206,1,1
2.208,1,1
2.21,1,1
2.212,1,1
2.214,1,1
2.216,1,1
2.218,1,1
2.22,1,1
2.222,1,1
2.224,1,1
2.226,1,1
2.228,1,1
2.23,1,1
2.232,1,1
2.234,1,1
2.236,1,1
2.238,1,1
2.24,1,1
2.242,1,1
2.244,1,1
2.246,1,1
2.248,1,1
2.25,1,1
2.252,1,1
2.254,1,1
2.256,1,1
2.258,1,1
2.26,1,1
2.262,1,1
2.264,1,1
2.266,1,1
2.268,1,1
2.27,1,1
2.272,1,1
2.274,1,1
2.276,1,1
2.278,1,1
2.28,1,1
2.282,1,1
2.284,1,1
2.286,1,1
2.288,1,1
2.29,1,1
2.292,1,1
2.294,1,1
2.296,1,1
2.298,1,1
2.3,1,1
2.302,1,1
2.304,1,1
2.306,1,1
2.308,1,1
2.31,1,1
2.312,1,1
2.314,1,1
2.316,1,1
2.318,1,1
2.32,1,1
2.322,1,1
2.324,1,1
2.326,1,1
2.328,1,1
2.33,1,1
2.332,1,1
2.334,1,1
2.336,1,1
2.338,1,1
2.34,1,1
2.342,1,1
2.344,1,1
2.346,1,1
2.348,1,1
2.35,1,1
2.352,1,1
2.354,1,1
2.356,1,1
2.358,1,1
2.36,1,1
2.362,1,1
2.364,1,1
2.366,1,1
2.368,1,1
2.37,1,1
2.372,1,1
2.374,1,1
2.376,1,1
2.378,1,1
2.38,1,1
2.382,1,1
2.384,1,1
2.386,1,1
2.388,1,1
2.39,1,1
2.392,1,1
2.394,1,1
2.396,1,1
2.398,1,1
2.4,1,1
2.402,1,1
2.404,1,1
2.406,1,1
2.408,1,1
2.41,1,1
2.412,1,1
2.414,1,1
2.416,1,1
2.418,1,1
2.42,1,1
2.422,1,1
2.424,1,1
2.426,1,1
2.428,1,1
2.43,1,1
2.432,1,1
2.434,1,1
2.436,1,1
2.438,1,1
2.44,1,1
2.442,1,1
2.444,1,1
2.446,1,1
2.448,1,1
2.45,1,1
2.452,1,1
2.454,1,1
2.456,1,1
2.458,1,1
2.46,1,1
2.462,1,1
2.464,1,1
2.466,1,1
2.468,1,1
2.47,1,1
2.472,1,1
2.474,1,1
2.476,1,1
2.478,1,1
2.48,1,1
2.482,1,1
2.484,1,1
2.486,1,1
2.488,1,1
2.49,1,1
2.492,1,1
2.494,1,1
2.496,1,1
2.498,1,1
2.5,1,1
2.5,0,1
2.502,0,1
2.504,0,1
2.506,0,1
2.508,0,1
2.51,0,1
2.512,0,1
2.514,0,1
2.516,0,1
2.518,0,1
2.52,0,1
2.522,0,1
2.524,0,1
2.526,0,1
2.528,0,1
2.53,0,1
2.532,0,1
2.534,0,1
2.536,0,1
2.538,0,1
2.54,0,1
2.542,0,1
2.544,0,1
2.546,0,1
2.548,0,1
2.55,0,1
2.552,0,1
2.554,0,1
2.556,0,1
2.558,0,1
2.56,0,1
2.562,0,1
2.564,0,1
2.566,0,1
2.568,0,1
2.57,0,1
2.572,0,1
2.574,0,1
2.576,0,1
2.578,0,1
2.58,0,1
2.582,0,1
2.584,0,1
2.586,0,1
2.588,0,1
2.59,0,1
2.592,0,1
2.594,0,1
2.596,0,1
2.598,0,1
2.6,0,1
2.602,0,1
2.604,0,1
2.606,0,1
2.608,0,1
2.61,0,1
2.612,0,1
2.614,0,1
2.616,0,1
2.618,0,1
2.62,0,1
2.622,0,1
2.624,0,1
2.626,0,1
2.628,0,1
2.63,0,1
2.632,0,1
2.634,0,1
2.636,0,1
2.638,0,1
2.64,0,1
2.642,0,1
2.644,0,1
2.646,0,1
2.648,0,1
2.65,0,1
2.652,0,1
2.654,0,1
2.656,0,1
2.658,0,1
2.66,0,1
2.662,0,1
2.664,0,1
2.666,0,1
2.668,0,1
2.67,0,1
2.672,0,1
2.674,0,1
2.676,0,1
2.678,0,1
2.68,0,1
2.682,0,1
2.684,0,1
2.686,0,1
2.688,0,1
2.69,0,1
2.692,0,1
2.694,0,1
2.696,0,1
2.698,0,1
2.7,0,1
2.702,0,1
2.704,0,1
2.706,0,1
2.708,0,1
2.71,0,1
2.712,0,1
2.714,0,1
2.716,0,1
2.718,0,1
2.72,0,1
2.722,0,1
2.724,0,1
2.726,0,1
2.728,0,1
2.73,0,1
2.732,0,1
2.734,0,1
2.736,0,1
2.738,0,1
2.74,0,1
2.742,0,1
2.744,0,1
2.746,0,1
2.748,0,1
2.75,0,1
2.752,0,1
2.754,0,1
2.756,0,1
2.758,0,1
2.76,0,1
2.762,0,1
2.764,0,1
2.766,0,1
2.768,0,1
2.77,0,1
2.772,0,1
2.774,0,1
2.776,0,1
2.778,0,1
2.78,0,1
2.782,0,1
2.784,0,1
2.786,0,1
2.788,0,1
2.79,0,1
2.792,0,1
2.794,0,1
2.796,0,1
2.798,0,1
2.8,0,1
2.802,0,1
2.804,0,1
2.806,0,1
2.808,0,1
2.81,0,1
2.812,0,1
2.814,0,1
2.816,0,1
2.818,0,1
2.82,0,1
2.822,0,1
2.824,0,1
2.826,0,1
2.828,0,1
2.83,0,1
2.832,0,1
2.834,0,1
2.836,0,1
2.838,0,1
2.84,0,1
2.842,0,1
2.844,0,1
2.846,0,1
2.848,0,1
2.85,0,1
2.852,0,1
2.854,0,1
2.856,0,1
2.858,0,1
2.86,0,1
2.862,0,1
2.864,0,1
2.866,0,1
2.868,0,1
2.87,0,1
2.872,0,1
2.874,0,1
2.876,0,1
2.878,0,1
2.88,0,1
2.882,0,1
2.884,0,1
2.886,0,1
2.888,0,1
2.89,0,1
2.892,0,1
2.894,0,1
2.896,0,1
2.898,0,1
2.9,0,1
2.902,0,1
2.904,0,1
2.906,0,1
2.908,0,1
2.91,0,1
2.912,0,1
2.914,0,1
2.916,0,1
2.918,0,1
2.92,0,1
2.922,0,1
2.924,0,1
2.926,0,1
2.928,0,1
2.93,0,1
2.932,0,1
2.934,0,1
2.936,0,1
2.938,0,1
2.94,0,1
2.942,0,1
2.944,0,1
2.946,0,1
2.948,0,1
2.95,0,1
2.952,0,1
2.954,0,1
2.956,0,1
2.958,0,1
2.96,0,1
2.962,0,1
2.964,0,1
2.966,0,1
2.968,0,1
2.97,0,1
2.972,0,1
2.974,0,1
2.976,0,1
2.978,0,1
2.98,0,1
2.982,0,1
2.984,0,1
2.986,0,1
2.988,0,1
2.99,0,1
2.992,0,1
2.994,0,1
2.996,0,1
2.998,0,1
3,0,1
3,1,1
3.002,1,1
3.004,1,1
3.006,1,1
3.008,1,1
3.01,1,1
3.012,1,1
3.014,1,1
3.016,1,1
3.018,1,1
3.02,1,1
3.022,1,1
3.024,1,1
3.026,1,1
3.028,1,1
3.03,1,1
3.032,1,1
3.034,1,1
3.036,1,1
3.038,1,1
3.04,1,1
3.042,1,1
3.044,1,1
3.046,1,1
3.048,1,1
3.05,1,1
3.052,1,1
3.054,1,1
3.056,1,1
3.058,1,1
3.06,1,1
3.062,1,1
3.064,1,1
3.066,1,1
3.068,1,1
3.07,1,1
3.072,1,1
3.074,1,1
3.076,1,1
3.078,1,1
3.08,1,1
3.082,1,1
3.084,1,1
3.086,1,1
3.088,1,1
3.09,1,1
3.092,1,1
3.094,1,1
3.096,1,1
3.098,1,1
3.1,1,1
3.102,1,1
3.104,1,1
3.106,1,1
3.108,1,1
3.11,1,1
3.112,1,1
3.114,1,1
3.116,1,1
3.118,1,1
3.12,1,1
3.122,1,1
3.124,1,1
3.126,1,1
3.128,1,1
3.13,1,1
3.132,1,1
3.134,1,1
3.136,1,1
3.138,1,1
3.14,1,1
3.142,1,1
3.144,1,1
3.146,1,1
3.148,1,1
3.15,1,1
3.152,1,1
3.154,1,1
3.156,1,1
3.158,1,1
3.16,1,1
3.162,1,1
3.164,1,1
3.166,1,1
3.168,1,1
3.17,1,1
3.172,1,1
3.174,1,1
3.176,1,1
3.178,1,1
3.18,1,1
3.182,1,1
3.184,1,1
3.186,1,1
3.188,1,1
3.19,1,1
3.192,1,1
3.194,1,1
3.196,1,1
3.198,1,1
3.2,1,1
3.202,1,1
3.204,1,1
3.206,1,1
3.208,1,1
3.21,1,1
3.212,1,1
3.214,1,1
3.216,1,1
3.218,1,1
3.22,1,1
3.222,1,1
3.224,1,1
3.226,1,1
3.228,1,1
3.23,1,1
3.232,1,1
3.234,1,1
3.236,1,1
3.238,1,1
3.24,1,1
3.242,1,1
3.244,1,1
3.246,1,1
3.248,1,1
3.25,1,1
3.252,1,1
3.254,1,1
3.256,1,1
3.258,1,1
3.26,1,1
3.262,1,1
3.264,1,1
3.266,1,1
3.268,1,1
3.27,1,1
3.272,1,1
3.274,1,1
3.276,1,1
3.278,1,1
3.28,1,1
3.282,1,1
3.284,1,1
3.286,1,1
3.288,1,1
3.29,1,1
3.292,1,1
3.294,1,1
3.296,1,1
3.298,1,1
3.3,1,1
3.302,1,1
3.304,1,1
3.306,1,1
3.308,1,1
3.31,1,1
3.312,1,1
3.314,1,1
3.316,1,1
3.318,1,1
3.32,1,1
3.322,1,1
3.324,1,1
3.326,1,1
3.328,1,1
3.33,1,1
3.332,1,1
3.334,1,1
3.336,1,1
3.338,1,1
3.34,1,1
3.342,1,1
3.344,1,1
3.346,1,1
3.348,1,1
3.35,1,1
3.352,1,1
3.354,1,1
3.356,1,1
3.358,1,1
3.36,1,1
3.362,1,1
3.364,1,1
3.366,1,1
3.368,1,1
3.37,1,1
3.372,1,1
3.374,1,1
3.376,1,1
3.378,1,1
3.38,1,1
3.382,1,1
3.384,1,1
3.386,1,1
3.388,1,1
3.39,1,1
3.392,1,1
3.394,1,1
3.396,1,1
3.398,1,1
3.4,1,1
3.402,1,1
3.404,1,1
3.406,1,1
3.408,1,1
3.41,1,1
3.412,1,1
3.414,1,1
3.416,1,1
3.418,1,1
3.42,1,1
3.422,1,1
3.424,1,1
3.426,1,1
3.428,1,1
3.43,1,1
3.432,1,1
3.434,1,1
3.436,1,1
3.438,1,1
3.44,1,1
3.442,1,1
3.444,1,1
3.446,1,1
3.448,1,1
3.45,1,1
3.452,1,1
3.454,1,1
3.456,1,1
3.458,1,1
3.46,1,1
3.462,1,1
3.464,1,1
3.466,1,1
3.468,1,1
3.47,1,1
3.472,1,1
