"time","annulus_pipe.mediums[1].h","annulus_pipe.mediums[2].h","annulus_pipe.mediums[2].p","circular_pipe.mediums[1].h","circular_pipe.mediums[2].h","circular_pipe.mediums[2].p"
0.0086,84858.4652350282,84791.9887408168,933612.832668248,84858.4652350282,84671.0451422729,812830.214804156
0.0088,84858.4652350282,84791.5508790341,933175.435148685,84858.4652350282,84669.0654411151,810852.639509928
0.009,84858.4652350282,84791.1318149201,932756.807147233,84858.4652350282,84667.138702882,808927.938062728
0.0092,84858.4652350282,84790.730681883,932356.083352521,84858.4652350282,84665.2632670877,807054.452558107
0.0094,84858.4652350282,84790.3466644188,931972.449467724,84858.4652350282,84663.4375450107,805230.596755878
0.0096,84858.4652350282,84789.9790085836,931605.152667983,84858.4652350282,84661.6600246597,803454.861040584
0.0098,84858.4652350282,84789.6269724499,931253.452125633,84858.4652350282,84659.929233119,801725.774812411
0.01,84858.4652350282,84789.2898543408,930916.647205226,84858.4652350282,84658.2437538136,800041.92373214
0.0102,84858.4652350282,84788.9670037462,930594.088364727,84858.4652350282,84656.6022456157,798401.968803356
0.0104,84858.4652350282,84788.6577854816,930285.141364061,84858.4652350282,84655.0033945179,796804.598106888
0.0106,84858.4652350282,84788.3615910889,929989.198649914,84858.4652350282,84653.4459285254,795248.541674096
0.0108,84858.4652350282,84788.0778528531,929705.693353732,84858.4652350282,84651.9286411107,793732.594912026
0.011,84858.4652350282,84787.8060317824,929434.087287993,84858.4652350282,84650.4503723866,792255.599800668
0.0112,84858.4652350282,84787.5455984698,929173.851834378,84858.4652350282,84649.009977772,790816.413598116
0.0114,84858.4652350282,84787.2960557305,928924.490550238,84858.4652350282,84647.6063655666,789413.946368483
0.0116,84858.4652350282,84787.0569427857,928685.543346639,84858.4652350282,84646.2385027422,788047.166765204
0.0118,84858.4652350282,84786.8278016239,928456.552896035,84858.4652350282,84644.9053641761,786715.051329336
0.012,84858.4652350282,84786.6082000817,928237.087681291,84858.4652350282,84643.6059678293,785416.619623415
0.0122,84858.4652350282,84786.3977363619,928026.74650768,84858.4652350282,84642.3393767599,784150.936242703
0.0124,84858.4652350282,84786.1960156591,927825.135160699,84858.4652350282,84641.1046731023,782917.084826349
0.0126,84858.4652350282,84786.0026637673,927631.879995465,84858.4652350282,84639.9009726297,781714.182602782
0.0128,84858.4652350282,84785.8173266041,927446.627460717,84858.4652350282,84638.7274226999,780541.378338006
0.013,84858.4652350282,84785.6396638859,927269.037783554,84858.4652350282,84637.5831963154,779397.846403095
0.0132,84858.4652350282,84785.4693487359,927098.784577597,84858.4652350282,84636.4674910899,778282.785742209
0.0134,84858.4652350282,84785.306072427,926935.559579915,84858.4652350282,84635.3795351624,777195.425779193
0.0136,84858.4652350282,84785.1495430946,926779.071364871,84858.4652350282,84634.3185857561,776135.024978735
0.0138,84858.4652350282,84784.9994759973,926629.03561913,84858.4652350282,84633.2839147389,775100.856425321
0.014,84858.4652350282,84784.855600774,926485.182388183,84858.4652350282,84632.2748194065,774092.218592486
0.0142,84858.4652350282,84784.7176584175,926347.253054731,84858.4652350282,84631.2906180049,773108.430871386
0.0144,84858.4652350282,84784.5854004415,926214.999506506,84858.4652350282,84630.3306485069,772148.832349075
0.0146,84858.4652350282,84784.4585880473,926088.183304088,84858.4652350282,84629.3942673891,771212.780586791
0.0148,84858.4652350282,84784.3369965295,925966.580080993,84858.4652350282,84628.480856639,770299.658617341
0.015,84858.4652350282,84784.2204033472,925849.96763118,84858.4652350282,84627.5898051012,769408.856317869
0.0152,84858.4652350282,84784.1085953407,925738.133115753,84858.4652350282,84626.7205199003,768539.781816025
0.0154,84858.4652350282,84784.0013662731,925630.870608065,84858.4652350282,84625.8724226643,767691.857719191
0.0156,84858.4652350282,84783.8985158364,925527.980101516,84858.4652350282,84625.0449480496,766864.519641408
0.0158,84858.4652350282,84783.7998522266,925429.270080535,84858.4652350282,84624.23754739,766057.219847446
0.016,84858.4652350282,84783.7052649837,925334.630257438,84858.4652350282,84623.4497926985,765269.531120294
0.0162,84858.4652350282,84783.6145462996,925243.853134254,84858.4652350282,84622.6811214313,764500.891855727
0.0164,84858.4652350282,84783.5275338554,925156.776637091,84858.4652350282,84621.9310404595,763750.809769851
0.0166,84858.4652350282,84783.4440713959,925073.244746303,84858.4652350282,84621.1990697325,763018.805635854
0.0168,84858.4652350282,84783.3640082556,924993.107023855,84858.4652350282,84620.4847415739,762304.412580649
0.017,84858.4652350282,84783.287203259,924916.222507389,84858.4652350282,84619.7876058407,761607.181237385
0.0172,84858.4652350282,84783.2135460023,924842.480961848,84858.4652350282,84619.1072583899,760926.708174907
0.0174,84858.4652350282,84783.1428915463,924771.737665992,84858.4652350282,84618.4432534408,760262.54837519
0.0176,84858.4652350282,84783.0751156533,924703.868569819,84858.4652350282,84617.7951775704,759614.289131374
0.0178,84858.4652350282,84783.0100988285,924638.754359378,84858.4652350282,84617.1626282456,758981.528608731
0.018,84858.4652350282,84782.9477259583,924576.280095029,84858.4652350282,84616.5452132681,758363.875290009
0.0182,84858.4652350282,84782.8878905316,924516.339426942,84858.4652350282,84615.9425561885,757760.953382478
0.0184,84858.4652350282,84782.8305012828,924458.841228319,84858.4652350282,84615.3543048739,757172.411373963
0.0186,84858.4652350282,84782.7754498718,924403.677322605,84858.4652350282,84614.7800893336,756597.879915275
0.0188,84858.4652350282,84782.7226403925,924350.75194883,84858.4652350282,84614.2195600641,756037.010114208
0.019,84858.4652350282,84782.6719803967,924299.972799016,84858.4652350282,84613.672376277,755489.461778617
0.0192,84858.4652350282,84782.6233805952,924251.250718984,84858.4652350282,84613.1382054247,754954.902943244
0.0194,84858.4652350282,84782.5767598534,924204.504697106,84858.4652350282,84612.6167300148,754433.016674674
0.0196,84858.4652350282,84782.5320451805,924159.66185339,84858.4652350282,84612.1076475341,753923.500994931
0.0198,84858.4652350282,84782.4891524902,924116.638228691,84858.4652350282,84611.6106439082,753426.042379089
0.02,84858.4652350282,84782.4480064834,924075.358638009,84858.4652350282,84611.125420804,752940.343019234
0.0202,84858.4652350282,84782.4085342486,924035.750280224,84858.4652350282,84610.6516867609,752466.111967768
0.0204,84858.4652350282,84782.3706650136,923997.742490166,84858.4652350282,84610.189156787,752003.064734787
0.0206,84858.4652350282,84782.3343388743,923961.27545493,84858.4652350282,84609.7375647539,751550.935664954
0.0208,84858.4652350282,84782.2994996081,923926.293037388,84858.4652350282,84609.2966531015,751109.467657487
0.021,84858.4652350282,84782.2660793769,923892.727501721,84858.4652350282,84608.8661509834,750678.390341582
0.0212,84858.4652350282,84782.2340191212,923860.51987811,84858.4652350282,84608.4458032901,750257.449059314
0.0214,84858.4652350282,84782.2032616127,923829.613024781,84858.4652350282,84608.0353606951,749846.394925658
0.0216,84858.4652350282,84782.173751271,923799.95144537,84858.4652350282,84607.6345793449,749444.984518963
0.0218,84858.4652350282,84782.1454442409,923771.491351833,84858.4652350282,84607.243235214,749052.994215903
0.022,84858.4652350282,84782.1182948517,923744.187142516,84858.4652350282,84606.8611047018,748670.200815402
0.0222,84858.4652350282,84782.0922507094,923717.986502826,84858.4652350282,84606.4879575709,748296.374487277
0.0224,84858.4652350282,84782.0672661769,923692.843864821,84858.4652350282,84606.1235761644,747931.297962251
0.0226,84858.4652350282,84782.0432971997,923668.715240715,84858.4652350282,84605.767747962,747574.759098727
0.0228,84858.4652350282,84782.020301182,923645.558099228,84858.4652350282,84605.4202653546,747226.550657568
0.023,84858.4652350282,84781.9982437207,923623.338089721,84858.4652350282,84605.0809354479,746886.480092277
0.0232,84858.4652350282,84781.97708703,923602.017483735,84858.4652350282,84604.7495630896,746554.352599491
0.0234,84858.4652350282,84781.9567924646,923581.557694467,84858.4652350282,84604.425954514,746229.974759538
0.0236,84858.4652350282,84781.9373249036,923561.923654346,84858.4652350282,84604.1099237102,745913.160894589
0.0238,84858.4652350282,84781.9186505331,923543.081600751,84858.4652350282,84603.8012891339,745603.729785734
0.024,84858.4652350282,84781.9007367544,923524.998984585,84858.4652350282,84603.499873529,745301.504494887
0.0242,84858.4652350282,84781.8835555979,923507.6478786,84858.4652350282,84603.2055093429,745006.317771545
0.0244,84858.4652350282,84781.8670768285,923490.998093534,84858.4652350282,84602.9180276921,744718.00103542
0.0246,84858.4652350282,84781.8512713942,923475.020621656,84858.4652350282,84602.6372638335,744436.389839399
0.0248,84858.4652350282,84781.8361118952,923459.688104524,84858.4652350282,84602.3630578796,744161.324583789
0.025,84858.4652350282,84781.8215718903,923444.974141314,84858.4652350282,84602.0952536612,743892.649380367
0.0252,84858.4652350282,84781.8076258199,923430.853211193,84858.4652350282,84601.8336985706,743630.2118963
0.0254,84858.4652350282,84781.7942527585,923417.304420329,84858.4652350282,84601.5782496042,743373.869387067
0.0256,84858.4652350282,84781.7814281051,923404.303205128,84858.4652350282,84601.3287598853,743123.475240255
0.0258,84858.4652350282,84781.7691292133,923391.826953457,84858.4652350282,84601.0850877437,742878.88804131
0.026,84858.4652350282,84781.757334458,923379.854073258,84858.4652350282,84600.8470951761,742639.970035924
0.0262,84858.4652350282,84781.7460228963,923368.363653211,84858.4652350282,84600.6146472652,742406.586550459
0.0264,84858.4652350282,84781.7351742626,923357.33545854,84858.4652350282,84600.387612139,742178.605951144
0.0266,84858.4652350282,84781.724774274,923346.755228141,84858.4652350282,84600.1658692095,741955.907869952
0.0268,84858.4652350282,84781.7148020436,923336.602106722,84858.4652350282,84599.9492895101,741738.363572469
0.027,84858.4652350282,84781.7052400247,923326.858574331,84858.4652350282,84599.7377511688,741525.851407365
0.0272,84858.4652350282,84781.696071256,923317.507695192,84858.4652350282,84599.5311350774,741318.252482068
0.0274,84858.4652350282,84781.6872793124,923308.533069398,84858.4652350282,84599.3293247816,741115.450553166
0.0276,84858.4652350282,84781.6788486869,923299.919213173,84858.4652350282,84599.13220706,740917.332604499
0.0278,84858.4652350282,84781.6707680963,923291.654860854,84858.4652350282,84598.9396771986,740723.794113559
0.028,84858.4652350282,84781.6630212567,923283.723752959,84858.4652350282,84598.751624154,740534.724237625
0.0282,84858.4652350282,84781.6555945445,923276.112286696,84858.4652350282,84598.5679428168,740350.01805795
0.0284,84858.4652350282,84781.6484748256,923268.807347991,84858.4652350282,84598.3885304947,740169.573068868
0.0286,84858.4652350282,84781.6416494213,923261.79627715,84858.4652350282,84598.2132868256,739993.289090632
0.0288,84858.4652350282,84781.6351065354,923255.067296083,84858.4652350282,84598.0421145331,739821.069023642
0.029,84858.4652350282,84781.628836356,923248.610607721,84858.4652350282,84597.8749214088,739652.820828127
0.0292,84858.4652350282,84781.6228268201,923242.414167357,84858.4652350282,84597.711612567,739488.449790652
0.0294,84858.4652350282,84781.6170673662,923236.467429682,84858.4652350282,84597.5520972619,739327.865330432
0.0296,84858.4652350282,84781.6115478248,923230.76024051,84858.4652350282,84597.3962868388,739170.978954345
0.0298,84858.4652350282,84781.6062583913,923225.282810177,84858.4652350282,84597.2440946613,739017.704183865
0.03,84858.4652350282,84781.6011899741,923220.026060923,84858.4652350282,84597.0954368581,738867.957300604
0.0302,84858.4652350282,84781.5963343571,923214.981789122,84858.4652350282,84596.9502326637,738721.65768661
0.0304,84858.4652350282,84781.5916824465,923210.1409146,84858.4652350282,84596.808400565,738578.723977258
0.0306,84858.4652350282,84781.5872259789,923205.495186727,84858.4652350282,84596.6698620271,738439.077781045
0.0308,84858.4652350282,84781.5829569812,923201.036644586,84858.4652350282,84596.5345402951,738302.642483032
0.031,84858.4652350282,84781.5788677483,923196.757594489,84858.4652350282,84596.4023603294,738169.343180799
0.0312,84858.4652350282,84781.5749516232,923192.651389822,84858.4652350282,84596.273250428,738039.108303355
0.0314,84858.4652350282,84781.5712025688,923188.712002438,84858.4652350282,84596.1471413085,737911.868695183
0.0316,84858.4652350282,84781.5676133052,923184.932163731,84858.4652350282,84596.0239621853,737787.55369998
0.0318,84858.4652350282,84781.5641775275,923181.305578154,84858.4652350282,84595.9036454037,737666.095786902
0.032,84858.4652350282,84781.5608891777,923177.826197001,84858.4652350282,84595.7861248975,737547.429010334
0.0322,84858.4652350282,84781.557742429,923174.488202399,84858.4652350282,84595.6713361376,737431.488959397
0.0324,84858.4652350282,84781.55473167,923171.285991297,84858.4652350282,84595.559216082,737318.212707455
0.0326,84858.4652350282,84781.551851488,923168.214159451,84858.4652350282,84595.449703125,737207.538761628
0.0328,84858.4652350282,84781.5490966539,923165.267485415,84858.4652350282,84595.3427370467,737099.407012299
0.033,84858.4652350282,84781.5464621052,923162.440914527,84858.4652350282,84595.2382589625,736993.758682622
0.0332,84858.4652350282,84781.5439429305,923159.7295429,84858.4652350282,84595.1362112724,736890.536278032
0.0334,84858.4652350282,84781.5415343535,923157.128601408,84858.4652350282,84595.0365376103,736789.683535755
0.0336,84858.4652350282,84781.5392328755,923154.634596766,84858.4652350282,84594.9391846494,736691.147227067
0.0338,84858.4652350282,84781.5370340548,923152.243093922,84858.4652350282,84594.8440985207,736594.873581575
0.034,84858.4652350282,84781.534933114,923149.94932288,84858.4652350282,84594.7512257611,736500.809234017
0.0342,84858.4652350282,84781.5329258621,923147.749098867,84858.4652350282,84594.6605147644,736408.902672797
0.0344,84858.4652350282,84781.5310081872,923145.63831621,84858.4652350282,84594.5719149448,736319.103404717
0.0346,84858.4652350282,84781.5291760417,923143.612933596,84858.4652350282,84594.4853766881,736231.361906526
0.0348,84858.4652350282,84781.5274254279,923141.668959335,84858.4652350282,84594.4008513034,736145.629576466
0.035,84858.4652350282,84781.525752383,923139.80243662,84858.4652350282,84594.3182909745,736061.858685822
0.0352,84858.4652350282,84781.5241529644,923138.00942879,84858.4652350282,84594.2376487112,735980.002330471
0.0354,84858.4652350282,84781.5226232347,923136.286004593,84858.4652350282,84594.158878301,735900.014382426
0.0356,84858.4652350282,84781.5211592474,923134.628223445,84858.4652350282,84594.0819342603,735821.849441391
0.0358,84858.4652350282,84781.5197570319,923133.032120694,84858.4652350282,84594.0067717863,735745.462786301
0.036,84858.4652350282,84781.5184304882,923131.511575312,84858.4652350282,84593.9333866967,735670.850248302
0.0362,84858.4652350282,84781.5171677717,923130.054760578,84858.4652350282,84593.8617180292,735597.950974035
0.0364,84858.4652350282,84781.515964014,923128.656815633,84858.4652350282,84593.7917210865,735526.720347312
0.0366,84858.4652350282,84781.5148166827,923127.315211817,84858.4652350282,84593.7233570582,735457.119629214
0.0368,84858.4652350282,84781.5137233141,923126.027489275,84858.4652350282,84593.6565879446,735389.110889634
0.037,84858.4652350282,84781.5126815062,923124.791249484,84858.4652350282,84593.5913765236,735322.656975063
0.0372,84858.4652350282,84781.5116889106,923123.604147792,84858.4652350282,84593.5276863193,735257.721476369
0.0374,84858.4652350282,84781.5107432257,923122.463885947,84858.4652350282,84593.4654815688,735194.268696579
0.0376,84858.4652350282,84781.5098421886,923121.368204631,84858.4652350282,84593.4047271908,735132.26361866
0.0378,84858.4652350282,84781.5089835682,923120.314875997,84858.4652350282,84593.3453887529,735071.671873304
0.038,84858.4652350282,84781.5081651573,923119.301696198,84858.4652350282,84593.287432439,735012.459706705
0.0382,84858.4652350282,84781.5073854149,923118.32712665,84858.4652350282,84593.2308268482,734954.595775812
0.0384,84858.4652350282,84781.5066504838,923117.397300844,84858.4652350282,84593.1755627557,734898.070875312
0.0386,84858.4652350282,84781.5059526341,923116.50450064,84858.4652350282,84593.1215923645,734842.837294206
0.0388,84858.4652350282,84781.5052902835,923115.647146043,84858.4652350282,84593.0688857028,734788.865115799
0.039,84858.4652350282,84781.5046618931,923114.823700653,84858.4652350282,84593.0174134146,734736.125038158
0.0392,84858.4652350282,84781.5040659629,923114.032666518,84858.4652350282,84592.9671467343,734684.588348449
0.0394,84858.4652350282,84781.5035010258,923113.272578995,84858.4652350282,84592.9180574604,734634.226897266
0.0396,84858.4652350282,84781.5029656434,923112.542001613,84858.4652350282,84592.8701179305,734585.013072966
0.0398,84858.4652350282,84781.5024583998,923111.839520926,84858.4652350282,84592.823300995,734536.919776002
0.04,84858.4652350282,84781.5019778976,923111.163741374,84858.4652350282,84592.7775799918,734489.920393255
0.0402,84858.4652350282,84781.5015227517,923110.513280144,84858.4652350282,84592.7329287203,734443.988772367
0.0404,84858.4652350282,84781.5010915848,923109.886762027,84858.4652350282,84592.6893214159,734399.099196076
0.0406,84858.4652350282,84781.5006850623,923109.284851238,84858.4652350282,84592.6467399814,734355.233601112
0.0408,84858.4652350282,84781.5003063018,923108.71066085,84858.4652350282,84592.6051754384,734312.383027013
0.041,84858.4652350282,84781.4999502811,923108.159176222,84858.4652350282,84592.5645902378,734270.509992495
0.0412,84858.4652350282,84781.4996160911,923107.629489577,84858.4652350282,84592.5249618416,734229.59200111
0.0414,84858.4652350282,84781.4993028486,923107.120719038,84858.4652350282,84592.4862681757,734189.607019652
0.0416,84858.4652350282,84781.4990096927,923106.632005183,84858.4652350282,84592.4484876109,734150.533458536
0.0418,84858.4652350282,84781.4987357819,923106.162507609,84858.4652350282,84592.4115989423,734112.350152182
0.042,84858.4652350282,84781.49848029,923105.711401489,84858.4652350282,84592.3755813705,734075.036339396
0.0422,84858.4652350282,84781.4982424031,923105.277874135,84858.4652350282,84592.3404144813,734038.571643752
0.0424,84858.4652350282,84781.4980213161,923104.861121554,84858.4652350282,84592.3060782266,734002.936053976
0.0426,84858.4652350282,84781.4978162288,923104.460345012,84858.4652350282,84592.2725529041,733968.109904327
0.0428,84858.4652350282,84781.4976263433,923104.074747589,84858.4652350282,84592.2398191385,733934.073854978
0.043,84858.4652350282,84781.4974526701,923103.705338416,84858.4652350282,84592.2078666843,733900.817679882
0.0432,84858.4652350282,84781.4972953263,923103.352234215,84858.4652350282,84592.1766812523,733868.327116285
0.0434,84858.4652350282,84781.4971522545,923103.013380813,84858.4652350282,84592.1462382659,733836.577632716
0.0436,84858.4652350282,84781.4970228766,923102.688201102,84858.4652350282,84592.1165206645,733805.552200006
0.0438,84858.4652350282,84781.4969066214,923102.376124599,84858.4652350282,84592.0875117232,733775.23412406
0.044,84858.4652350282,84781.4968029215,923102.076584855,84858.4652350282,84592.059195037,733745.607030349
0.0442,84858.4652350282,84781.4967112111,923101.789016855,84858.4652350282,84592.0315545059,733716.65484841
0.0444,84858.4652350282,84781.4966309231,923101.512854426,84858.4652350282,84592.0045743187,733688.361796332
0.0446,84858.4652350282,84781.4965614867,923101.247527637,84858.4652350282,84591.978238938,733660.712365259
0.0448,84858.4652350282,84781.4965023249,923100.992460203,84858.4652350282,84591.9525330841,733633.691303877
0.045,84858.4652350282,84781.4964528513,923100.747066893,84858.4652350282,84591.9274417201,733607.283602912
0.0452,84858.4652350282,84781.4964124683,923100.51075093,84858.4652350282,84591.902950036,733581.474479623
0.0454,84858.4652350282,84781.4963833902,923100.28572303,84858.4652350282,84591.8790546167,733556.260525904
0.0456,84858.4652350282,84781.4963644671,923100.070835321,84858.4652350282,84591.8557389977,733531.625307356
0.0458,84858.4652350282,84781.4963543778,923099.864768452,84858.4652350282,84591.8329862916,733507.551967656
0.046,84858.4652350282,84781.4963527194,923099.667120173,84858.4652350282,84591.8107834979,733484.027530199
0.0462,84858.4652350282,84781.4963590881,923099.477487235,84858.4652350282,84591.7891178583,733461.039260454
0.0464,84858.4652350282,84781.4963730772,923099.295463682,84858.4652350282,84591.7679768454,733438.574654004
0.0466,84858.4652350282,84781.4963942757,923099.120639158,84858.4652350282,84591.7473481502,733416.621424573
0.0468,84858.4652350282,84781.4964222667,923098.952597197,84858.4652350282,84591.7272196703,733395.167492063
0.047,84858.4652350282,84781.4964566252,923098.790913528,84858.4652350282,84591.7075794977,733374.200970588
0.0472,84858.4652350282,84781.4964969166,923098.635154369,84858.4652350282,84591.6884159073,733353.710156506
0.0474,84858.4652350282,84781.4965426954,923098.484874729,84858.4652350282,84591.6697173443,733333.683516456
0.0476,84858.4652350282,84781.496593503,923098.339616704,84858.4652350282,84591.6514724128,733314.109675388
0.0478,84858.4652350282,84781.4966527036,923098.202739442,84858.4652350282,84591.6336838937,733294.991410053
0.048,84858.4652350282,84781.4967176502,923098.07159994,84858.4652350282,84591.6163327842,733276.309752234
0.0482,84858.4652350282,84781.4967878601,923097.945716372,84858.4652350282,84591.5994081839,733258.053821491
0.0484,84858.4652350282,84781.4968630812,923097.824836773,84858.4652350282,84591.5829002168,733240.213760073
0.0486,84858.4652350282,84781.4969430636,923097.708711728,84858.4652350282,84591.5667991932,733222.779896348
0.0488,84858.4652350282,84781.4970275592,923097.597093585,84858.4652350282,84591.5510956016,733205.742736143
0.049,84858.4652350282,84781.4971163211,923097.489735653,84858.4652350282,84591.5357800993,733189.09295408
0.0492,84858.4652350282,84781.4972091022,923097.386391408,84858.4652350282,84591.520843504,733172.821384922
0.0494,84858.4652350282,84781.4973056551,923097.28681369,84858.4652350282,84591.5062767853,733156.919014905
0.0496,84858.4652350282,84781.4974057307,923097.190753915,84858.4652350282,84591.492071056,733141.376973087
0.0498,84858.4652350282,84781.497509078,923097.09796127,84858.4652350282,84591.478217563,733126.186522678
0.05,84858.4652350282,84781.4976157178,923097.008456649,84858.4652350282,84591.4647091184,733111.340488951
0.0502,84858.4652350282,84781.4977271034,923096.923691038,84858.4652350282,84591.4515461623,733096.839311887
0.0504,84858.4652350282,84781.4978417673,923096.842199299,84858.4652350282,84591.4387139919,733082.668315462
0.0506,84858.4652350282,84781.4979595748,923096.763846905,84858.4652350282,84591.4262050029,733068.819909189
0.0508,84858.4652350282,84781.498080397,923096.688505196,84858.4652350282,84591.4140117448,733055.286656619
0.051,84858.4652350282,84781.4982041108,923096.616051061,84858.4652350282,84591.4021269157,733042.061269139
0.0512,84858.4652350282,84781.4983305979,923096.546366603,84858.4652350282,84591.3905433553,733029.136599766
0.0514,84858.4652350282,84781.4984597453,923096.47933882,84858.4652350282,84591.3792540391,733016.505636948
0.0516,84858.4652350282,84781.4985914442,923096.414859268,84858.4652350282,84591.3682520719,733004.161498354
0.0518,84858.4652350282,84781.4987255904,923096.352823743,84858.4652350282,84591.3575306819,732992.097424676
0.052,84858.4652350282,84781.4988620834,923096.293131948,84858.4652350282,84591.3470832145,732980.306773422
0.0522,84858.4652350282,84781.4990008264,923096.235687166,84858.4652350282,84591.3369031255,732968.783012712
0.0524,84858.4652350282,84781.4991418009,923096.180471122,84858.4652350282,84591.3269861462,732957.521881807
0.0526,84858.4652350282,84781.4992850266,923096.127503294,84858.4652350282,84591.317329112,732946.520221809
0.0528,84858.4652350282,84781.4994303172,923096.076597693,84858.4652350282,84591.3079229431,732935.768969767
0.053,84858.4652350282,84781.4995776015,923096.027683296,84858.4652350282,84591.2987618993,732925.262396023
0.0532,84858.4652350282,84781.4997268117,923095.980692334,84858.4652350282,84591.2898403578,732914.994888387
0.0534,84858.4652350282,84781.4998778828,923095.935560024,84858.4652350282,84591.2811528092,732904.960947394
0.0536,84858.4652350282,84781.5000307528,923095.892224288,84858.4652350282,84591.2726938518,732895.155181558
0.0538,84858.4652350282,84781.5001853618,923095.850625479,84858.4652350282,84591.2644581877,732885.572302628
0.054,84858.4652350282,84781.5003416523,923095.8107061,84858.4652350282,84591.2564406174,732876.207120849
0.0542,84858.4652350282,84781.5004995686,923095.772410532,84858.4652350282,84591.2486360355,732867.054540215
0.0544,84858.4652350282,84781.5006590566,923095.735684758,84858.4652350282,84591.2410394258,732858.109553726
