"time","junctionIdeal.medium.h","junctionIdeal.medium.p","junctionVolume.medium.h","pipe1.mediums[1].h","pipe1.mediums[1].p","pipe2.mediums[1].h","pipe2.mediums[1].p","pipe3.mediums[1].h","pipe3.mediums[1].p","valveOpening1.a","valveOpening1.b","valveOpening1.last","valveOpening1.nextEvent","valveOpening2.a","valveOpening2.b","valveOpening2.last","valveOpening2.nextEvent"
0.059,106103.524374634,181469.154402338,84094.5976250413,85731.4731281315,340833.438047652,84657.8407357353,101890.826393272,84657.8407357353,101890.826393272,0,1,2,1,0,1,2,3
0.06,106009.593778771,181469.76901276,84097.2000006522,85756.2894735565,340833.710539783,84667.5791025065,101890.833910878,84667.5791025065,101890.833910878,0,1,2,1,0,1,2,3
0.061,105916.222338977,181470.379124763,84099.8367149475,85781.0831850875,340833.980717755,84677.26938984,101890.841348649,84677.26938984,101890.841348649,0,1,2,1,0,1,2,3
0.062,105823.410055252,181470.984738346,84102.5077679271,85805.8542627245,340834.248581568,84686.9115977358,101890.848706585,84686.9115977358,101890.848706585,0,1,2,1,0,1,2,3
0.063,105731.156927594,181471.58585351,84105.213159591,85830.6027064674,340834.514131224,84696.5057261938,101890.855984684,84696.5057261938,101890.855984684,0,1,2,1,0,1,2,3
0.064,105639.462956005,181472.182470255,84107.9528899393,85855.3285163163,340834.777366721,84706.051775214,101890.863182949,84706.051775214,101890.863182949,0,1,2,1,0,1,2,3
0.065,105548.314385964,181472.774769572,84110.7250757274,85880.0318013178,340835.038379951,84715.5511432378,101890.870305955,84715.5511432378,101890.870305955,0,1,2,1,0,1,2,3
0.066,105457.661130884,181473.363410538,84113.5228591881,85904.7129585607,340835.297505535,84725.008922638,101890.877370374,84725.008922638,101890.877370374,0,1,2,1,0,1,2,3
0.067,105367.543186173,181473.947866863,84116.3517164224,85929.3716709594,340835.554476269,84734.4210470258,101890.884362894,84734.4210470258,101890.884362894,0,1,2,1,0,1,2,3
0.068,105277.958184182,181474.528169702,84119.2113232555,85954.0079572849,340835.809307973,84743.7877571235,101890.891284302,84743.7877571236,101890.891284302,0,1,2,1,0,1,2,3
0.069,105188.903757259,181475.104350212,84122.101355513,85978.6218363079,340836.062016463,84753.1092936535,101890.898135388,84753.1092936535,101890.898135388,0,1,2,1,0,1,2,3
0.07,105100.377537754,181475.676439547,84125.0214890204,86003.2133267994,340836.312617558,84762.3858973381,101890.904916938,84762.3858973381,101890.904916938,0,1,2,1,0,1,2,3
0.071,105012.377158017,181476.244468863,84127.9713996032,86027.7824475301,340836.561127075,84771.6178088995,101890.911629741,84771.6178088995,101890.911629741,0,1,2,1,0,1,2,3
0.072,104924.900250398,181476.808469314,84130.9507630867,86052.329217271,340836.807560833,84780.8052690601,101890.918274585,84780.8052690601,101890.918274585,0,1,2,1,0,1,2,3
0.073,104837.944447244,181477.368472057,84133.9592552966,86076.8536547928,340837.051934649,84789.9485185423,101890.924852258,84789.9485185423,101890.924852258,0,1,2,1,0,1,2,3
0.074,104751.507380907,181477.924508245,84136.9965520583,86101.3557788664,340837.294264341,84799.0477980683,101890.931363548,84799.0477980683,101890.931363548,0,1,2,1,0,1,2,3
0.075,104665.586683736,181478.476609035,84140.0623291972,86125.8356082628,340837.534565727,84808.1033483605,101890.937809243,84808.1033483605,101890.937809243,0,1,2,1,0,1,2,3
0.076,104580.17998808,181479.024805582,84143.1562625388,86150.2931617526,340837.772854625,84817.1154101412,101890.944190131,84817.1154101412,101890.944190131,0,1,2,1,0,1,2,3
0.077,104495.284926288,181479.569129042,84146.2780279087,86174.7284581068,340838.009146853,84826.0842241327,101890.950507,84826.0842241327,101890.950507,0,1,2,1,0,1,2,3
0.078,104410.89913071,181480.109610568,84149.4273011322,86199.1415160963,340838.243458229,84835.0100310573,101890.956760638,84835.0100310573,101890.956760638,0,1,2,1,0,1,2,3
0.079,104327.020233696,181480.646281317,84152.6037580349,86223.5323544919,340838.47580457,84843.8930716374,101890.962951833,84843.8930716374,101890.962951833,0,1,2,1,0,1,2,3
0.08,104243.645867595,181481.179172443,84155.8070744423,86247.9009920643,340838.706201694,84852.7335865953,101890.969081373,84852.7335865953,101890.969081373,0,1,2,1,0,1,2,3
0.081,104160.773664756,181481.708315103,84159.0369261797,86272.2474475846,340838.934665421,84861.5318166533,101890.975150045,84861.5318166533,101890.975150045,0,1,2,1,0,1,2,3
0.082,104078.401257529,181482.23374045,84162.2929890727,86296.5717398234,340839.161211566,84870.2880025337,101890.981158639,84870.2880025337,101890.981158639,0,1,2,1,0,1,2,3
0.083,103996.517966003,181482.755420284,84165.5741716097,86320.8739783531,340839.385826859,84879.0032156791,101890.987104428,84879.0032156791,101890.987104428,0,1,2,1,0,1,2,3
0.084,103915.119082761,181483.273369051,84168.8799336232,86345.1542075037,340839.608518928,84887.6779306461,101890.992987211,84887.6779306461,101890.992987211,0,1,2,1,0,1,2,3
0.085,103834.209602728,181483.787670482,84172.2106306067,86369.4123656187,340839.829329359,84896.3116523474,101890.998810888,84896.3116523474,101890.998810888,0,1,2,1,0,1,2,3
0.086,103753.786955973,181484.298354288,84175.5659197125,86393.6484736787,340840.048273261,84904.9046417211,101891.004576161,84904.9046417211,101891.004576161,0,1,2,1,0,1,2,3
0.087,103673.848572568,181484.80545018,84178.9454580928,86417.8625526641,340840.265365744,84913.457159705,101891.010283735,84913.457159705,101891.010283735,0,1,2,1,0,1,2,3
0.088,103594.391882583,181485.308987868,84182.3489029,86442.0546235555,340840.480621918,84921.969467237,101891.01593431,84921.969467237,101891.01593431,0,1,2,1,0,1,2,3
0.089,103515.414316088,181485.808997064,84185.7759112863,86466.2247073334,340840.694056893,84930.4418252552,101891.021528589,84930.4418252552,101891.021528589,0,1,2,1,0,1,2,3
0.09,103436.913303153,181486.305507478,84189.2261404041,86490.3728249783,340840.905685779,84938.8744946975,101891.027067276,84938.8744946975,101891.027067276,0,1,2,1,0,1,2,3
0.091,103358.886273848,181486.79854882,84192.6992474055,86514.4989974707,340841.115523686,84947.2677365017,101891.032551072,84947.2677365017,101891.032551072,0,1,2,1,0,1,2,3
0.092,103281.330658244,181487.288150802,84196.1948894431,86538.6032457911,340841.323585724,84955.6218116058,101891.037980679,84955.6218116058,101891.037980679,0,1,2,1,0,1,2,3
0.093,103204.243886411,181487.774343135,84199.7127236689,86562.68559092,340841.529887003,84963.9369809478,101891.043356801,84963.9369809478,101891.043356801,0,1,2,1,0,1,2,3
0.094,103127.623388419,181488.257155528,84203.2524072354,86586.7460538379,340841.734442633,84972.2135054655,101891.04868014,84972.2135054655,101891.04868014,0,1,2,1,0,1,2,3
0.095,103051.466594339,181488.736617694,84206.8135972948,86610.7846555253,340841.937267724,84980.451646097,101891.053951398,84980.451646097,101891.053951398,0,1,2,1,0,1,2,3
0.096,102975.77093424,181489.212759342,84210.3959509994,86634.8014169628,340842.138377387,84988.6516637801,101891.059171278,84988.6516637801,101891.059171278,0,1,2,1,0,1,2,3
0.097,102900.533838193,181489.685610184,84213.9991255015,86658.7963591307,340842.33778673,84996.8138194528,101891.064340483,84996.8138194528,101891.064340483,0,1,2,1,0,1,2,3
0.098,102825.752736269,181490.15519993,84217.6227779535,86682.7695030098,340842.535510864,85004.938374053,101891.069459714,85004.938374053,101891.069459714,0,1,2,1,0,1,2,3
0.099,102751.425058537,181490.621558292,84221.2665655075,86706.7208695803,340842.731564899,85013.0255885187,101891.074529675,85013.0255885187,101891.074529675,0,1,2,1,0,1,2,3
0.1,102677.548235068,181491.084714979,84224.9301453159,86730.6504798229,340842.925963945,85021.0757237878,101891.079551067,85021.0757237878,101891.079551067,0,1,2,1,0,1,2,3
0.101,102604.137218633,181491.54439199,84228.617037787,86754.5583170352,340843.11856685,85029.0871997157,101891.084515712,85029.0871997157,101891.084515712,0,1,2,1,0,1,2,3
0.102,102531.180006513,181492.000784684,84232.3248204119,86778.444422483,340843.309472842,85037.0612683287,101891.089429093,85037.0612683287,101891.089429093,0,1,2,1,0,1,2,3
0.103,102458.669833403,181492.453996445,84236.0522253825,86802.308826169,340843.498734444,85044.998631366,101891.094294039,85044.998631366,101891.094294039,0,1,2,1,0,1,2,3
0.104,102386.604329095,181492.904053476,84239.7989538837,86826.1515486444,340843.686364986,85052.8995287814,101891.099111151,85052.8995287814,101891.099111151,0,1,2,1,0,1,2,3
0.105,102314.981123377,181493.350981982,84243.5647071001,86849.97261046,340843.872377796,85060.7642005285,101891.103881032,85060.7642005285,101891.103881031,0,1,2,1,0,1,2,3
0.106,102243.79784604,181493.794808165,84247.3491862167,86873.772032167,340844.056786204,85068.592886561,101891.108604281,85068.592886561,101891.108604281,0,1,2,1,0,1,2,3
0.107,102173.052126874,181494.23555823,84251.152092418,86897.5498343162,340844.239603538,85076.3858268327,101891.1132815,85076.3858268327,101891.1132815,0,1,2,1,0,1,2,3
0.108,102102.741595667,181494.673258379,84254.973126889,86921.3060374588,340844.420843128,85084.1432612972,101891.117913292,85084.1432612972,101891.117913292,0,1,2,1,0,1,2,3
0.109,102032.863882211,181495.107934817,84258.8119908143,86945.0406621457,340844.600518301,85091.8654299084,101891.122500255,85091.8654299084,101891.122500255,0,1,2,1,0,1,2,3
0.11,101963.416616295,181495.539613747,84262.6683853788,86968.7537289279,340844.778642388,85099.5525726198,101891.127042993,85099.5525726198,101891.127042993,0,1,2,1,0,1,2,3
0.111,101894.397427708,181495.968321372,84266.5420117671,86992.4452583565,340844.955228717,85107.2049293853,101891.131542107,85107.2049293853,101891.131542107,0,1,2,1,0,1,2,3
0.112,101825.803946241,181496.394083896,84270.4325711642,87016.1152709823,340845.130290617,85114.8227401585,101891.135998197,85114.8227401585,101891.135998196,0,1,2,1,0,1,2,3
0.113,101757.633801684,181496.816927523,84274.3397647547,87039.7637873565,340845.303841417,85122.4062448932,101891.140411864,85122.4062448932,101891.140411864,0,1,2,1,0,1,2,3
0.114,101689.884623825,181497.236878456,84278.2632937234,87063.3908280301,340845.475894446,85129.955683543,101891.144783711,85129.955683543,101891.144783711,0,1,2,1,0,1,2,3
0.115,101622.554042456,181497.653962898,84282.2028592551,87086.996413554,340845.646463033,85137.4712960617,101891.149114338,85137.4712960617,101891.149114338,0,1,2,1,0,1,2,3
0.116,101555.639687366,181498.068207054,84286.1581625346,87110.5805644792,340845.815560506,85144.953322403,101891.153404347,85144.953322403,101891.153404347,0,1,2,1,0,1,2,3
0.117,101489.139188345,181498.479637126,84290.1289047466,87134.1433013569,340845.983200196,85152.4020025206,101891.157654338,85152.4020025206,101891.157654338,0,1,2,1,0,1,2,3
0.118,101423.051947635,181498.888251624,84294.1151540717,87157.6846398509,340846.149381509,85159.8173905286,101891.161864147,85159.8173905286,101891.161864147,0,1,2,1,0,1,2,3
0.119,101357.399141445,181499.293708824,84298.1214871089,87181.2045355912,340846.313932826,85167.1972575658,101891.166024185,85167.1972575658,101891.166024186,0,1,2,1,0,1,2,3
0.12,101292.157509008,181499.696361356,84302.1432795395,87204.7030667273,340846.477031563,85174.5440339367,101891.170144095,85174.5440339367,101891.170144095,0,1,2,1,0,1,2,3
0.121,101227.32491584,181500.096231742,84306.180281357,87228.1802531604,340846.638689198,85181.8579348795,101891.174224374,85181.8579348795,101891.174224374,0,1,2,1,0,1,2,3
0.122,101162.89922746,181500.4933425,84310.2322425546,87251.6361147913,340846.798917208,85189.1391756319,101891.178265522,85189.1391756319,101891.178265522,0,1,2,1,0,1,2,3
0.123,101098.878309384,181500.887716151,84314.2989131258,87275.0706715213,340846.957727071,85196.387971432,101891.182268038,85196.387971432,101891.182268038,0,1,2,1,0,1,2,3
0.124,101035.26002713,181501.279375216,84318.3800430641,87298.4839432514,340847.115130263,85203.6045375178,101891.186232422,85203.6045375178,101891.186232422,0,1,2,1,0,1,2,3
0.125,100972.042246215,181501.668342214,84322.4753823628,87321.8759498826,340847.271138262,85210.7890891272,101891.190159172,85210.7890891272,101891.190159172,0,1,2,1,0,1,2,3
0.126,100909.222832157,181502.054639666,84326.5846810154,87345.2467113161,340847.425762546,85217.9418414981,101891.194048789,85217.9418414981,101891.194048789,0,1,2,1,0,1,2,3
0.127,100846.799650472,181502.438290092,84330.7076890153,87368.5962474528,340847.579014592,85225.0630098686,101891.197901771,85225.0630098686,101891.197901771,0,1,2,1,0,1,2,3
0.128,100784.770566677,181502.819316011,84334.8441563559,87391.924578194,340847.730905877,85232.1528094766,101891.201718618,85232.1528094766,101891.201718618,0,1,2,1,0,1,2,3
0.129,100723.133446291,181503.197739945,84338.9938330306,87415.2317234405,340847.881447879,85239.21145556,101891.205499828,85239.21145556,101891.205499828,0,1,2,1,0,1,2,3
0.13,100661.886154831,181503.573584413,84343.1564690328,87438.5177030935,340848.030652076,85246.2391633569,101891.209245902,85246.2391633569,101891.209245902,0,1,2,1,0,1,2,3
0.131,100601.026557813,181503.946871936,84347.331814356,87461.7825370541,340848.178529944,85253.2361481052,101891.212957338,85253.2361481052,101891.212957338,0,1,2,1,0,1,2,3
0.132,100540.552520754,181504.317625034,84351.5196189935,87485.0262452233,340848.325092961,85260.2026250428,101891.216634636,85260.2026250428,101891.216634636,0,1,2,1,0,1,2,3
0.133,100480.461909174,181504.685866226,84355.7196329388,87508.2488475022,340848.470352605,85267.1388094078,101891.220278295,85267.1388094078,101891.220278295,0,1,2,1,0,1,2,3
0.134,100420.752588587,181505.051618033,84359.9316061853,87531.4503637919,340848.614320352,85274.044916438,101891.223888813,85274.044916438,101891.223888813,0,1,2,1,0,1,2,3
0.135,100361.422424512,181505.414902976,84364.1552887263,87554.6308139934,340848.757007681,85280.9211613715,101891.227466692,85280.9211613715,101891.227466692,0,1,2,1,0,1,2,3
0.136,100302.476933339,181505.775624676,84368.3919802429,87577.7901980317,340848.898366466,85287.7669549683,101891.231009164,85287.7669549683,101891.231009164,0,1,2,1,0,1,2,3
0.137,100243.922566088,181506.133672229,84372.6431697258,87600.9285133913,340849.038341301,85294.5816097132,101891.234513069,85294.5816097132,101891.234513069,0,1,2,1,0,1,2,3
0.138,100185.744742215,181506.489261574,84376.9060862133,87624.0458124696,340849.177040622,85301.3666495293,101891.237984213,85301.3666495293,101891.237984213,0,1,2,1,0,1,2,3
0.139,100127.941525981,181506.842412144,84381.1805199543,87647.1421146487,340849.314474357,85308.122268757,101891.241423013,85308.122268757,101891.241423013,0,1,2,1,0,1,2,3
0.14,100070.510981644,181507.193143368,84385.4662611977,87670.2174393107,340849.450652437,85314.8486617368,101891.244829881,85314.8486617368,101891.244829881,0,1,2,1,0,1,2,3
0.141,100013.451173466,181507.54147468,84389.7631001923,87693.2718058379,340849.58558479,85321.5460228091,101891.248205233,85321.5460228091,101891.248205233,0,1,2,1,0,1,2,3
0.142,99956.760165706,181507.887425511,84394.070827187,87716.3052336124,340849.719281346,85328.2145463144,101891.251549484,85328.2145463144,101891.251549484,0,1,2,1,0,1,2,3
0.143,99900.4360226245,181508.231015292,84398.3892324307,87739.3177420163,340849.851752033,85334.8544265931,101891.254863046,85334.8544265931,101891.254863046,0,1,2,1,0,1,2,3
0.144,99844.4768084818,181508.572263454,84402.7181061721,87762.3093504319,340849.983006781,85341.4658579857,101891.258146336,85341.4658579857,101891.258146336,0,1,2,1,0,1,2,3
0.145,99788.8805875376,181508.911189431,84407.0572386602,87785.2800782412,340850.113055518,85348.0490348326,101891.261399768,85348.0490348326,101891.261399768,0,1,2,1,0,1,2,3
0.146,99733.6454240523,181509.247812652,84411.4064201438,87808.2299448264,340850.241908175,85354.6041514742,101891.264623755,85354.6041514742,101891.264623755,0,1,2,1,0,1,2,3
0.147,99678.769382286,181509.58215255,84415.7654408718,87831.1589695696,340850.36957468,85361.1314022511,101891.267818713,85361.1314022511,101891.267818713,0,1,2,1,0,1,2,3
0.148,99624.2505264986,181509.914228557,84420.134091093,87854.0671718531,340850.496064962,85367.6309815036,101891.270985056,85367.6309815036,101891.270985056,0,1,2,1,0,1,2,3
0.149,99570.0869209503,181510.244060103,84424.5121610564,87876.954571059,340850.621388951,85374.1030835723,101891.274123199,85374.1030835723,101891.274123199,0,1,2,1,0,1,2,3
0.15,99516.2766299013,181510.571666621,84428.8994410107,87899.8211865694,340850.745556575,85380.5479027974,101891.277233555,85380.5479027974,101891.277233555,0,1,2,1,0,1,2,3
0.151,99462.8177176116,181510.897067543,84433.2957212048,87922.6670377666,340850.868577764,85386.9656335196,101891.28031654,85386.9656335196,101891.28031654,0,1,2,1,0,1,2,3
0.152,99409.7082483414,181511.220282299,84437.7007918876,87945.4921440326,340850.990462446,85393.3564700793,101891.283372568,85393.3564700793,101891.283372568,0,1,2,1,0,1,2,3
0.153,99356.9462863507,181511.541330321,84442.1144433079,87968.2965247496,340851.111220552,85399.7206068169,101891.286402053,85399.7206068169,101891.286402053,0,1,2,1,0,1,2,3
0.154,99304.5378956348,181511.86009312,84446.5380550947,87991.0801807128,340851.230792563,85406.057393729,101891.289401519,85406.057393729,101891.289401519,0,1,2,1,0,1,2,3
0.155,99252.4797078271,181512.176614828,84450.9711328637,88013.8431346329,340851.349200844,85412.3671763648,101891.292372078,85412.3671763648,101891.292372078,0,1,2,1,0,1,2,3
0.156,99200.7660101737,181512.490979993,84455.4127164502,88036.5854146679,340851.466488115,85418.6505477153,101891.295315981,85418.6505477153,101891.295315981,0,1,2,1,0,1,2,3
