"time","cutForce1a.force[3]","cutForce1a.torque[3]","cutForce1b.torque[3]","cutForce2a.force[3]","cutForce2a.torque[3]","cutForce2b.force[3]","cutForce2b.torque[3]","cutForce1a.force[2]","cutForce1a.torque[2]","cutForce1b.torque[2]","cutForce2a.force[2]","cutForce2a.torque[2]","cutForce2b.force[2]","cutForce2b.torque[2]","cutForce1a.force[1]","cutForce1a.torque[1]","cutForce1b.torque[1]","cutForce2a.force[1]","cutForce2a.torque[1]","cutForce2b.force[1]","cutForce2b.torque[1]"
0.0044,9.80665,0,0,-9.80665,-0,-9.80665,-0,0,0,0,-0,9.80665,-0,9.80665,0,-9.80665,-9.80665,-0,6.00484126642919e-16,-0,6.00484126642919e-16
0.00462,9.80665,0,0,-9.80665,-0,-9.80665,-0,0,0,0,-0,9.80665,-0,9.80665,0,-9.80665,-9.80665,-0,6.00484126642919e-16,-0,6.00484126642919e-16
0.00484,9.80665,0,0,-9.80665,-0,-9.80665,-0,0,0,0,-0,9.80665,-0,9.80665,0,-9.80665,-9.80665,-0,6.00484126642919e-16,-0,6.00484126642919e-16
0.00506,9.80665,0,0,-9.80665,-0,-9.80665,-0,0,0,0,-0,9.80665,-0,9.80665,0,-9.80665,-9.80665,-0,6.00484126642919e-16,-0,6.00484126642919e-16
0.00528,9.80665,0,0,-9.80665,-0,-9.80665,-0,0,0,0,-0,9.80665,-0,9.80665,0,-9.80665,-9.80665,-0,6.00484126642919e-16,-0,6.00484126642919e-16
0.0055,9.80665,0,0,-9.80665,-0,-9.80665,-0,0,0,0,-0,9.80665,-0,9.80665,0,-9.80665,-9.80665,-0,6.00484126642919e-16,-0,6.00484126642919e-16
0.00572,9.80665,0,0,-9.80665,-0,-9.80665,-0,0,0,0,-0,9.80665,-0,9.80665,0,-9.80665,-9.80665,-0,6.00484126642919e-16,-0,6.00484126642919e-16
0.00594,9.80665,0,0,-9.80665,-0,-9.80665,-0,0,0,0,-0,9.80665,-0,9.80665,0,-9.80665,-9.80665,-0,6.00484126642919e-16,-0,6.00484126642919e-16
0.00616,9.80665,0,0,-9.80665,-0,-9.80665,-0,0,0,0,-0,9.80665,-0,9.80665,0,-9.80665,-9.80665,-0,6.00484126642919e-16,-0,6.00484126642919e-16
0.00638,9.80665,0,0,-9.80665,-0,-9.80665,-0,0,0,0,-0,9.80665,-0,9.80665,0,-9.80665,-9.80665,-0,6.00484126642919e-16,-0,6.00484126642919e-16
0.0066,9.80665,0,0,-9.80665,-0,-9.80665,-0,0,0,0,-0,9.80665,-0,9.80665,0,-9.80665,-9.80665,-0,6.00484126642919e-16,-0,6.00484126642919e-16
0.00682,9.80665,0,0,-9.80665,-0,-9.80665,-0,0,0,0,-0,9.80665,-0,9.80665,0,-9.80665,-9.80665,-0,6.00484126642919e-16,-0,6.00484126642919e-16
0.00704,9.80665,0,0,-9.80665,-0,-9.80665,-0,0,0,0,-0,9.80665,-0,9.80665,0,-9.80665,-9.80665,-0,6.00484126642919e-16,-0,6.00484126642919e-16
0.00726,9.80665,0,0,-9.80665,-0,-9.80665,-0,0,0,0,-0,9.80665,-0,9.80665,0,-9.80665,-9.80665,-0,6.00484126642919e-16,-0,6.00484126642919e-16
0.00748,9.80665,0,0,-9.80665,-0,-9.80665,-0,0,0,0,-0,9.80665,-0,9.80665,0,-9.80665,-9.80665,-0,6.00484126642919e-16,-0,6.00484126642919e-16
0.0077,9.80665,0,0,-9.80665,-0,-9.80665,-0,0,0,0,-0,9.80665,-0,9.80665,0,-9.80665,-9.80665,-0,6.00484126642919e-16,-0,6.00484126642919e-16
0.00792,9.80665,0,0,-9.80665,-0,-9.80665,-0,0,0,0,-0,9.80665,-0,9.80665,0,-9.80665,-9.80665,-0,6.00484126642919e-16,-0,6.00484126642919e-16
0.00814,9.80665,0,0,-9.80665,-0,-9.80665,-0,0,0,0,-0,9.80665,-0,9.80665,0,-9.80665,-9.80665,-0,6.00484126642919e-16,-0,6.00484126642919e-16
0.00836,9.80665,0,0,-9.80665,-0,-9.80665,-0,0,0,0,-0,9.80665,-0,9.80665,0,-9.80665,-9.80665,-0,6.00484126642919e-16,-0,6.00484126642919e-16
0.00858,9.80665,0,0,-9.80665,-0,-9.80665,-0,0,0,0,-0,9.80665,-0,9.80665,0,-9.80665,-9.80665,-0,6.00484126642919e-16,-0,6.00484126642919e-16
0.0088,9.80665,0,0,-9.80665,-0,-9.80665,-0,0,0,0,-0,9.80665,-0,9.80665,0,-9.80665,-9.80665,-0,6.00484126642919e-16,-0,6.00484126642919e-16
0.00902,9.80665,0,0,-9.80665,-0,-9.80665,-0,0,0,0,-0,9.80665,-0,9.80665,0,-9.80665,-9.80665,-0,6.00484126642919e-16,-0,6.00484126642919e-16
0.00924,9.80665,0,0,-9.80665,-0,-9.80665,-0,0,0,0,-0,9.80665,-0,9.80665,0,-9.80665,-9.80665,-0,6.00484126642919e-16,-0,6.00484126642919e-16
0.00946,9.80665,0,0,-9.80665,-0,-9.80665,-0,0,0,0,-0,9.80665,-0,9.80665,0,-9.80665,-9.80665,-0,6.00484126642919e-16,-0,6.00484126642919e-16
0.00968,9.80665,0,0,-9.80665,-0,-9.80665,-0,0,0,0,-0,9.80665,-0,9.80665,0,-9.80665,-9.80665,-0,6.00484126642919e-16,-0,6.00484126642919e-16
0.0099,9.80665,0,0,-9.80665,-0,-9.80665,-0,0,0,0,-0,9.80665,-0,9.80665,0,-9.80665,-9.80665,-0,6.00484126642919e-16,-0,6.00484126642919e-16
0.01012,9.80665,0,0,-9.80665,-0,-9.80665,-0,0,0,0,-0,9.80665,-0,9.80665,0,-9.80665,-9.80665,-0,6.00484126642919e-16,-0,6.00484126642919e-16
0.01034,9.80665,0,0,-9.80665,-0,-9.80665,-0,0,0,0,-0,9.80665,-0,9.80665,0,-9.80665,-9.80665,-0,6.00484126642919e-16,-0,6.00484126642919e-16
0.01056,9.80665,0,0,-9.80665,-0,-9.80665,-0,0,0,0,-0,9.80665,-0,9.80665,0,-9.80665,-9.80665,-0,6.00484126642919e-16,-0,6.00484126642919e-16
0.01078,9.80665,0,0,-9.80665,-0,-9.80665,-0,0,0,0,-0,9.80665,-0,9.80665,0,-9.80665,-9.80665,-0,6.00484126642919e-16,-0,6.00484126642919e-16
0.011,9.80665,0,0,-9.80665,-0,-9.80665,-0,0,0,0,-0,9.80665,-0,9.80665,0,-9.80665,-9.80665,-0,6.00484126642919e-16,-0,6.00484126642919e-16
0.01122,9.80665,0,0,-9.80665,-0,-9.80665,-0,0,0,0,-0,9.80665,-0,9.80665,0,-9.80665,-9.80665,-0,6.00484126642919e-16,-0,6.00484126642919e-16
0.01144,9.80665,0,0,-9.80665,-0,-9.80665,-0,0,0,0,-0,9.80665,-0,9.80665,0,-9.80665,-9.80665,-0,6.00484126642919e-16,-0,6.00484126642919e-16
0.01166,9.80665,0,0,-9.80665,-0,-9.80665,-0,0,0,0,-0,9.80665,-0,9.80665,0,-9.80665,-9.80665,-0,6.00484126642919e-16,-0,6.00484126642919e-16
0.01188,9.80665,0,0,-9.80665,-0,-9.80665,-0,0,0,0,-0,9.80665,-0,9.80665,0,-9.80665,-9.80665,-0,6.00484126642919e-16,-0,6.00484126642919e-16
0.0121,9.80665,0,0,-9.80665,-0,-9.80665,-0,0,0,0,-0,9.80665,-0,9.80665,0,-9.80665,-9.80665,-0,6.00484126642919e-16,-0,6.00484126642919e-16
0.01232,9.80665,0,0,-9.80665,-0,-9.80665,-0,0,0,0,-0,9.80665,-0,9.80665,0,-9.80665,-9.80665,-0,6.00484126642919e-16,-0,6.00484126642919e-16
0.01254,9.80665,0,0,-9.80665,-0,-9.80665,-0,0,0,0,-0,9.80665,-0,9.80665,0,-9.80665,-9.80665,-0,6.00484126642919e-16,-0,6.00484126642919e-16
0.01276,9.80665,0,0,-9.80665,-0,-9.80665,-0,0,0,0,-0,9.80665,-0,9.80665,0,-9.80665,-9.80665,-0,6.00484126642919e-16,-0,6.00484126642919e-16
0.01298,9.80665,0,0,-9.80665,-0,-9.80665,-0,0,0,0,-0,9.80665,-0,9.80665,0,-9.80665,-9.80665,-0,6.00484126642919e-16,-0,6.00484126642919e-16
0.0132,9.80665,0,0,-9.80665,-0,-9.80665,-0,0,0,0,-0,9.80665,-0,9.80665,0,-9.80665,-9.80665,-0,6.00484126642919e-16,-0,6.00484126642919e-16
0.01342,9.80665,0,0,-9.80665,-0,-9.80665,-0,0,0,0,-0,9.80665,-0,9.80665,0,-9.80665,-9.80665,-0,6.00484126642919e-16,-0,6.00484126642919e-16
0.01364,9.80665,0,0,-9.80665,-0,-9.80665,-0,0,0,0,-0,9.80665,-0,9.80665,0,-9.80665,-9.80665,-0,6.00484126642919e-16,-0,6.00484126642919e-16
0.01386,9.80665,0,0,-9.80665,-0,-9.80665,-0,0,0,0,-0,9.80665,-0,9.80665,0,-9.80665,-9.80665,-0,6.00484126642919e-16,-0,6.00484126642919e-16
0.01408,9.80665,0,0,-9.80665,-0,-9.80665,-0,0,0,0,-0,9.80665,-0,9.80665,0,-9.80665,-9.80665,-0,6.00484126642919e-16,-0,6.00484126642919e-16
0.0143,9.80665,0,0,-9.80665,-0,-9.80665,-0,0,0,0,-0,9.80665,-0,9.80665,0,-9.80665,-9.80665,-0,6.00484126642919e-16,-0,6.00484126642919e-16
0.01452,9.80665,0,0,-9.80665,-0,-9.80665,-0,0,0,0,-0,9.80665,-0,9.80665,0,-9.80665,-9.80665,-0,6.00484126642919e-16,-0,6.00484126642919e-16
0.01474,9.80665,0,0,-9.80665,-0,-9.80665,-0,0,0,0,-0,9.80665,-0,9.80665,0,-9.80665,-9.80665,-0,6.00484126642919e-16,-0,6.00484126642919e-16
0.01496,9.80665,0,0,-9.80665,-0,-9.80665,-0,0,0,0,-0,9.80665,-0,9.80665,0,-9.80665,-9.80665,-0,6.00484126642919e-16,-0,6.00484126642919e-16
0.01518,9.80665,0,0,-9.80665,-0,-9.80665,-0,0,0,0,-0,9.80665,-0,9.80665,0,-9.80665,-9.80665,-0,6.00484126642919e-16,-0,6.00484126642919e-16
0.0154,9.80665,0,0,-9.80665,-0,-9.80665,-0,0,0,0,-0,9.80665,-0,9.80665,0,-9.80665,-9.80665,-0,6.00484126642919e-16,-0,6.00484126642919e-16
0.01562,9.80665,0,0,-9.80665,-0,-9.80665,-0,0,0,0,-0,9.80665,-0,9.80665,0,-9.80665,-9.80665,-0,6.00484126642919e-16,-0,6.00484126642919e-16
0.01584,9.80665,0,0,-9.80665,-0,-9.80665,-0,0,0,0,-0,9.80665,-0,9.80665,0,-9.80665,-9.80665,-0,6.00484126642919e-16,-0,6.00484126642919e-16
0.01606,9.80665,0,0,-9.80665,-0,-9.80665,-0,0,0,0,-0,9.80665,-0,9.80665,0,-9.80665,-9.80665,-0,6.00484126642919e-16,-0,6.00484126642919e-16
0.01628,9.80665,0,0,-9.80665,-0,-9.80665,-0,0,0,0,-0,9.80665,-0,9.80665,0,-9.80665,-9.80665,-0,6.00484126642919e-16,-0,6.00484126642919e-16
0.0165,9.80665,0,0,-9.80665,-0,-9.80665,-0,0,0,0,-0,9.80665,-0,9.80665,0,-9.80665,-9.80665,-0,6.00484126642919e-16,-0,6.00484126642919e-16
0.01672,9.80665,0,0,-9.80665,-0,-9.80665,-0,0,0,0,-0,9.80665,-0,9.80665,0,-9.80665,-9.80665,-0,6.00484126642919e-16,-0,6.00484126642919e-16
0.01694,9.80665,0,0,-9.80665,-0,-9.80665,-0,0,0,0,-0,9.80665,-0,9.80665,0,-9.80665,-9.80665,-0,6.00484126642919e-16,-0,6.00484126642919e-16
0.01716,9.80665,0,0,-9.80665,-0,-9.80665,-0,0,0,0,-0,9.80665,-0,9.80665,0,-9.80665,-9.80665,-0,6.00484126642919e-16,-0,6.00484126642919e-16
0.01738,9.80665,0,0,-9.80665,-0,-9.80665,-0,0,0,0,-0,9.80665,-0,9.80665,0,-9.80665,-9.80665,-0,6.00484126642919e-16,-0,6.00484126642919e-16
0.0176,9.80665,0,0,-9.80665,-0,-9.80665,-0,0,0,0,-0,9.80665,-0,9.80665,0,-9.80665,-9.80665,-0,6.00484126642919e-16,-0,6.00484126642919e-16
0.01782,9.80665,0,0,-9.80665,-0,-9.80665,-0,0,0,0,-0,9.80665,-0,9.80665,0,-9.80665,-9.80665,-0,6.00484126642919e-16,-0,6.00484126642919e-16
0.01804,9.80665,0,0,-9.80665,-0,-9.80665,-0,0,0,0,-0,9.80665,-0,9.80665,0,-9.80665,-9.80665,-0,6.00484126642919e-16,-0,6.00484126642919e-16
0.01826,9.80665,0,0,-9.80665,-0,-9.80665,-0,0,0,0,-0,9.80665,-0,9.80665,0,-9.80665,-9.80665,-0,6.00484126642919e-16,-0,6.00484126642919e-16
0.01848,9.80665,0,0,-9.80665,-0,-9.80665,-0,0,0,0,-0,9.80665,-0,9.80665,0,-9.80665,-9.80665,-0,6.00484126642919e-16,-0,6.00484126642919e-16
0.0187,9.80665,0,0,-9.80665,-0,-9.80665,-0,0,0,0,-0,9.80665,-0,9.80665,0,-9.80665,-9.80665,-0,6.00484126642919e-16,-0,6.00484126642919e-16
0.01892,9.80665,0,0,-9.80665,-0,-9.80665,-0,0,0,0,-0,9.80665,-0,9.80665,0,-9.80665,-9.80665,-0,6.00484126642919e-16,-0,6.00484126642919e-16
0.01914,9.80665,0,0,-9.80665,-0,-9.80665,-0,0,0,0,-0,9.80665,-0,9.80665,0,-9.80665,-9.80665,-0,6.00484126642919e-16,-0,6.00484126642919e-16
0.01936,9.80665,0,0,-9.80665,-0,-9.80665,-0,0,0,0,-0,9.80665,-0,9.80665,0,-9.80665,-9.80665,-0,6.00484126642919e-16,-0,6.00484126642919e-16
0.01958,9.80665,0,0,-9.80665,-0,-9.80665,-0,0,0,0,-0,9.80665,-0,9.80665,0,-9.80665,-9.80665,-0,6.00484126642919e-16,-0,6.00484126642919e-16
0.0198,9.80665,0,0,-9.80665,-0,-9.80665,-0,0,0,0,-0,9.80665,-0,9.80665,0,-9.80665,-9.80665,-0,6.00484126642919e-16,-0,6.00484126642919e-16
0.02002,9.80665,0,0,-9.80665,-0,-9.80665,-0,0,0,0,-0,9.80665,-0,9.80665,0,-9.80665,-9.80665,-0,6.00484126642919e-16,-0,6.00484126642919e-16
0.02024,9.80665,0,0,-9.80665,-0,-9.80665,-0,0,0,0,-0,9.80665,-0,9.80665,0,-9.80665,-9.80665,-0,6.00484126642919e-16,-0,6.00484126642919e-16
0.02046,9.80665,0,0,-9.80665,-0,-9.80665,-0,0,0,0,-0,9.80665,-0,9.80665,0,-9.80665,-9.80665,-0,6.00484126642919e-16,-0,6.00484126642919e-16
0.02068,9.80665,0,0,-9.80665,-0,-9.80665,-0,0,0,0,-0,9.80665,-0,9.80665,0,-9.80665,-9.80665,-0,6.00484126642919e-16,-0,6.00484126642919e-16
0.0209,9.80665,0,0,-9.80665,-0,-9.80665,-0,0,0,0,-0,9.80665,-0,9.80665,0,-9.80665,-9.80665,-0,6.00484126642919e-16,-0,6.00484126642919e-16
0.02112,9.80665,0,0,-9.80665,-0,-9.80665,-0,0,0,0,-0,9.80665,-0,9.80665,0,-9.80665,-9.80665,-0,6.00484126642919e-16,-0,6.00484126642919e-16
0.02134,9.80665,0,0,-9.80665,-0,-9.80665,-0,0,0,0,-0,9.80665,-0,9.80665,0,-9.80665,-9.80665,-0,6.00484126642919e-16,-0,6.00484126642919e-16
0.02156,9.80665,0,0,-9.80665,-0,-9.80665,-0,0,0,0,-0,9.80665,-0,9.80665,0,-9.80665,-9.80665,-0,6.00484126642919e-16,-0,6.00484126642919e-16
0.02178,9.80665,0,0,-9.80665,-0,-9.80665,-0,0,0,0,-0,9.80665,-0,9.80665,0,-9.80665,-9.80665,-0,6.00484126642919e-16,-0,6.00484126642919e-16
0.022,9.80665,0,0,-9.80665,-0,-9.80665,-0,0,0,0,-0,9.80665,-0,9.80665,0,-9.80665,-9.80665,-0,6.00484126642919e-16,-0,6.00484126642919e-16
0.02222,9.80665,0,0,-9.80665,-0,-9.80665,-0,0,0,0,-0,9.80665,-0,9.80665,0,-9.80665,-9.80665,-0,6.00484126642919e-16,-0,6.00484126642919e-16
0.02244,9.80665,0,0,-9.80665,-0,-9.80665,-0,0,0,0,-0,9.80665,-0,9.80665,0,-9.80665,-9.80665,-0,6.00484126642919e-16,-0,6.00484126642919e-16
0.02266,9.80665,0,0,-9.80665,-0,-9.80665,-0,0,0,0,-0,9.80665,-0,9.80665,0,-9.80665,-9.80665,-0,6.00484126642919e-16,-0,6.00484126642919e-16
0.02288,9.80665,0,0,-9.80665,-0,-9.80665,-0,0,0,0,-0,9.80665,-0,9.80665,0,-9.80665,-9.80665,-0,6.00484126642919e-16,-0,6.00484126642919e-16
0.0231,9.80665,0,0,-9.80665,-0,-9.80665,-0,0,0,0,-0,9.80665,-0,9.80665,0,-9.80665,-9.80665,-0,6.00484126642919e-16,-0,6.00484126642919e-16
0.02332,9.80665,0,0,-9.80665,-0,-9.80665,-0,0,0,0,-0,9.80665,-0,9.80665,0,-9.80665,-9.80665,-0,6.00484126642919e-16,-0,6.00484126642919e-16
0.02354,9.80665,0,0,-9.80665,-0,-9.80665,-0,0,0,0,-0,9.80665,-0,9.80665,0,-9.80665,-9.80665,-0,6.00484126642919e-16,-0,6.00484126642919e-16
0.02376,9.80665,0,0,-9.80665,-0,-9.80665,-0,0,0,0,-0,9.80665,-0,9.80665,0,-9.80665,-9.80665,-0,6.00484126642919e-16,-0,6.00484126642919e-16
0.02398,9.80665,0,0,-9.80665,-0,-9.80665,-0,0,0,0,-0,9.80665,-0,9.80665,0,-9.80665,-9.80665,-0,6.00484126642919e-16,-0,6.00484126642919e-16
0.0242,9.80665,0,0,-9.80665,-0,-9.80665,-0,0,0,0,-0,9.80665,-0,9.80665,0,-9.80665,-9.80665,-0,6.00484126642919e-16,-0,6.00484126642919e-16
0.02442,9.80665,0,0,-9.80665,-0,-9.80665,-0,0,0,0,-0,9.80665,-0,9.80665,0,-9.80665,-9.80665,-0,6.00484126642919e-16,-0,6.00484126642919e-16
0.02464,9.80665,0,0,-9.80665,-0,-9.80665,-0,0,0,0,-0,9.80665,-0,9.80665,0,-9.80665,-9.80665,-0,6.00484126642919e-16,-0,6.00484126642919e-16
0.02486,9.80665,0,0,-9.80665,-0,-9.80665,-0,0,0,0,-0,9.80665,-0,9.80665,0,-9.80665,-9.80665,-0,6.00484126642919e-16,-0,6.00484126642919e-16
0.02508,9.80665,0,0,-9.80665,-0,-9.80665,-0,0,0,0,-0,9.80665,-0,9.80665,0,-9.80665,-9.80665,-0,6.00484126642919e-16,-0,6.00484126642919e-16
0.0253,9.80665,0,0,-9.80665,-0,-9.80665,-0,0,0,0,-0,9.80665,-0,9.80665,0,-9.80665,-9.80665,-0,6.00484126642919e-16,-0,6.00484126642919e-16
0.02552,9.80665,0,0,-9.80665,-0,-9.80665,-0,0,0,0,-0,9.80665,-0,9.80665,0,-9.80665,-9.80665,-0,6.00484126642919e-16,-0,6.00484126642919e-16
0.02574,9.80665,0,0,-9.80665,-0,-9.80665,-0,0,0,0,-0,9.80665,-0,9.80665,0,-9.80665,-9.80665,-0,6.00484126642919e-16,-0,6.00484126642919e-16
0.02596,9.80665,0,0,-9.80665,-0,-9.80665,-0,0,0,0,-0,9.80665,-0,9.80665,0,-9.80665,-9.80665,-0,6.00484126642919e-16,-0,6.00484126642919e-16
0.02618,9.80665,0,0,-9.80665,-0,-9.80665,-0,0,0,0,-0,9.80665,-0,9.80665,0,-9.80665,-9.80665,-0,6.00484126642919e-16,-0,6.00484126642919e-16
0.0264,9.80665,0,0,-9.80665,-0,-9.80665,-0,0,0,0,-0,9.80665,-0,9.80665,0,-9.80665,-9.80665,-0,6.00484126642919e-16,-0,6.00484126642919e-16
0.02662,9.80665,0,0,-9.80665,-0,-9.80665,-0,0,0,0,-0,9.80665,-0,9.80665,0,-9.80665,-9.80665,-0,6.00484126642919e-16,-0,6.00484126642919e-16
0.02684,9.80665,0,0,-9.80665,-0,-9.80665,-0,0,0,0,-0,9.80665,-0,9.80665,0,-9.80665,-9.80665,-0,6.00484126642919e-16,-0,6.00484126642919e-16
0.02706,9.80665,0,0,-9.80665,-0,-9.80665,-0,0,0,0,-0,9.80665,-0,9.80665,0,-9.80665,-9.80665,-0,6.00484126642919e-16,-0,6.00484126642919e-16
0.02728,9.80665,0,0,-9.80665,-0,-9.80665,-0,0,0,0,-0,9.80665,-0,9.80665,0,-9.80665,-9.80665,-0,6.00484126642919e-16,-0,6.00484126642919e-16
0.0275,9.80665,0,0,-9.80665,-0,-9.80665,-0,0,0,0,-0,9.80665,-0,9.80665,0,-9.80665,-9.80665,-0,6.00484126642919e-16,-0,6.00484126642919e-16
0.02772,9.80665,0,0,-9.80665,-0,-9.80665,-0,0,0,0,-0,9.80665,-0,9.80665,0,-9.80665,-9.80665,-0,6.00484126642919e-16,-0,6.00484126642919e-16
0.02794,9.80665,0,0,-9.80665,-0,-9.80665,-0,0,0,0,-0,9.80665,-0,9.80665,0,-9.80665,-9.80665,-0,6.00484126642919e-16,-0,6.00484126642919e-16
0.02816,9.80665,0,0,-9.80665,-0,-9.80665,-0,0,0,0,-0,9.80665,-0,9.80665,0,-9.80665,-9.80665,-0,6.00484126642919e-16,-0,6.00484126642919e-16
0.02838,9.80665,0,0,-9.80665,-0,-9.80665,-0,0,0,0,-0,9.80665,-0,9.80665,0,-9.80665,-9.80665,-0,6.00484126642919e-16,-0,6.00484126642919e-16
0.0286,9.80665,0,0,-9.80665,-0,-9.80665,-0,0,0,0,-0,9.80665,-0,9.80665,0,-9.80665,-9.80665,-0,6.00484126642919e-16,-0,6.00484126642919e-16
0.02882,9.80665,0,0,-9.80665,-0,-9.80665,-0,0,0,0,-0,9.80665,-0,9.80665,0,-9.80665,-9.80665,-0,6.00484126642919e-16,-0,6.00484126642919e-16
0.02904,9.80665,0,0,-9.80665,-0,-9.80665,-0,0,0,0,-0,9.80665,-0,9.80665,0,-9.80665,-9.80665,-0,6.00484126642919e-16,-0,6.00484126642919e-16
0.02926,9.80665,0,0,-9.80665,-0,-9.80665,-0,0,0,0,-0,9.80665,-0,9.80665,0,-9.80665,-9.80665,-0,6.00484126642919e-16,-0,6.00484126642919e-16
0.02948,9.80665,0,0,-9.80665,-0,-9.80665,-0,0,0,0,-0,9.80665,-0,9.80665,0,-9.80665,-9.80665,-0,6.00484126642919e-16,-0,6.00484126642919e-16
0.0297,9.80665,0,0,-9.80665,-0,-9.80665,-0,0,0,0,-0,9.80665,-0,9.80665,0,-9.80665,-9.80665,-0,6.00484126642919e-16,-0,6.00484126642919e-16
0.02992,9.80665,0,0,-9.80665,-0,-9.80665,-0,0,0,0,-0,9.80665,-0,9.80665,0,-9.80665,-9.80665,-0,6.00484126642919e-16,-0,6.00484126642919e-16
0.03014,9.80665,0,0,-9.80665,-0,-9.80665,-0,0,0,0,-0,9.80665,-0,9.80665,0,-9.80665,-9.80665,-0,6.00484126642919e-16,-0,6.00484126642919e-16
0.03036,9.80665,0,0,-9.80665,-0,-9.80665,-0,0,0,0,-0,9.80665,-0,9.80665,0,-9.80665,-9.80665,-0,6.00484126642919e-16,-0,6.00484126642919e-16
0.03058,9.80665,0,0,-9.80665,-0,-9.80665,-0,0,0,0,-0,9.80665,-0,9.80665,0,-9.80665,-9.80665,-0,6.00484126642919e-16,-0,6.00484126642919e-16
