"time","success1","success2","success3","success4"
0.00504,1,1,1,1
0.00506,1,1,1,1
0.00508,1,1,1,1
0.0051,1,1,1,1
0.00512,1,1,1,1
0.00514,1,1,1,1
0.00516,1,1,1,1
0.00518,1,1,1,1
0.0052,1,1,1,1
0.00522,1,1,1,1
0.00524,1,1,1,1
0.00526,1,1,1,1
0.00528,1,1,1,1
0.0053,1,1,1,1
0.00532,1,1,1,1
0.00534,1,1,1,1
0.00536,1,1,1,1
0.00538,1,1,1,1
0.0054,1,1,1,1
0.00542,1,1,1,1
0.00544,1,1,1,1
0.00546,1,1,1,1
0.00548,1,1,1,1
0.0055,1,1,1,1
0.00552,1,1,1,1
0.00554,1,1,1,1
0.00556,1,1,1,1
0.00558,1,1,1,1
0.0056,1,1,1,1
0.00562,1,1,1,1
0.00564,1,1,1,1
0.00566,1,1,1,1
0.00568,1,1,1,1
0.0057,1,1,1,1
0.00572,1,1,1,1
0.00574,1,1,1,1
0.00576,1,1,1,1
0.00578,1,1,1,1
0.0058,1,1,1,1
0.00582,1,1,1,1
0.00584,1,1,1,1
0.00586,1,1,1,1
0.00588,1,1,1,1
0.0059,1,1,1,1
0.00592,1,1,1,1
0.00594,1,1,1,1
0.00596,1,1,1,1
0.00598,1,1,1,1
0.006,1,1,1,1
0.00602,1,1,1,1
0.00604,1,1,1,1
0.00606,1,1,1,1
0.00608,1,1,1,1
0.0061,1,1,1,1
0.00612,1,1,1,1
0.00614,1,1,1,1
0.00616,1,1,1,1
0.00618,1,1,1,1
0.0062,1,1,1,1
0.00622,1,1,1,1
0.00624,1,1,1,1
0.00626,1,1,1,1
0.00628,1,1,1,1
0.0063,1,1,1,1
0.00632,1,1,1,1
0.00634,1,1,1,1
0.00636,1,1,1,1
0.00638,1,1,1,1
0.0064,1,1,1,1
0.00642,1,1,1,1
0.00644,1,1,1,1
0.00646,1,1,1,1
0.00648,1,1,1,1
0.0065,1,1,1,1
0.00652,1,1,1,1
0.00654,1,1,1,1
0.00656,1,1,1,1
0.00658,1,1,1,1
0.0066,1,1,1,1
0.00662,1,1,1,1
0.00664,1,1,1,1
0.00666,1,1,1,1
0.00668,1,1,1,1
0.0067,1,1,1,1
0.00672,1,1,1,1
0.00674,1,1,1,1
0.00676,1,1,1,1
0.00678,1,1,1,1
0.0068,1,1,1,1
0.00682,1,1,1,1
0.00684,1,1,1,1
0.00686,1,1,1,1
0.00688,1,1,1,1
0.0069,1,1,1,1
0.00692,1,1,1,1
0.00694,1,1,1,1
0.00696,1,1,1,1
0.00698,1,1,1,1
0.007,1,1,1,1
0.00702,1,1,1,1
0.00704,1,1,1,1
0.00706,1,1,1,1
0.00708,1,1,1,1
0.0071,1,1,1,1
0.00712,1,1,1,1
0.00714,1,1,1,1
0.00716,1,1,1,1
0.00718,1,1,1,1
0.0072,1,1,1,1
0.00722,1,1,1,1
0.00724,1,1,1,1
0.00726,1,1,1,1
0.00728,1,1,1,1
0.0073,1,1,1,1
0.00732,1,1,1,1
0.00734,1,1,1,1
0.00736,1,1,1,1
0.00738,1,1,1,1
0.0074,1,1,1,1
0.00742,1,1,1,1
0.00744,1,1,1,1
0.00746,1,1,1,1
0.00748,1,1,1,1
0.0075,1,1,1,1
0.00752,1,1,1,1
0.00754,1,1,1,1
0.00756,1,1,1,1
0.00758,1,1,1,1
0.0076,1,1,1,1
0.00762,1,1,1,1
0.00764,1,1,1,1
0.00766,1,1,1,1
0.00768,1,1,1,1
0.0077,1,1,1,1
0.00772,1,1,1,1
0.00774,1,1,1,1
0.00776,1,1,1,1
0.00778,1,1,1,1
0.0078,1,1,1,1
0.00782,1,1,1,1
0.00784,1,1,1,1
0.00786,1,1,1,1
0.00788,1,1,1,1
0.0079,1,1,1,1
0.00792,1,1,1,1
0.00794,1,1,1,1
0.00796,1,1,1,1
0.00798,1,1,1,1
0.008,1,1,1,1
0.00802,1,1,1,1
0.00804,1,1,1,1
0.00806,1,1,1,1
0.00808,1,1,1,1
0.0081,1,1,1,1
0.00812,1,1,1,1
0.00814,1,1,1,1
0.00816,1,1,1,1
0.00818,1,1,1,1
0.0082,1,1,1,1
0.00822,1,1,1,1
0.00824,1,1,1,1
0.00826,1,1,1,1
0.00828,1,1,1,1
0.0083,1,1,1,1
0.00832,1,1,1,1
0.00834,1,1,1,1
0.00836,1,1,1,1
0.00838,1,1,1,1
0.0084,1,1,1,1
0.00842,1,1,1,1
0.00844,1,1,1,1
0.00846,1,1,1,1
0.00848,1,1,1,1
0.0085,1,1,1,1
0.00852,1,1,1,1
0.00854,1,1,1,1
0.00856,1,1,1,1
0.00858,1,1,1,1
0.0086,1,1,1,1
0.00862,1,1,1,1
0.00864,1,1,1,1
0.00866,1,1,1,1
0.00868,1,1,1,1
0.0087,1,1,1,1
0.00872,1,1,1,1
0.00874,1,1,1,1
0.00876,1,1,1,1
0.00878,1,1,1,1
0.0088,1,1,1,1
0.00882,1,1,1,1
0.00884,1,1,1,1
0.00886,1,1,1,1
0.00888,1,1,1,1
0.0089,1,1,1,1
0.00892,1,1,1,1
0.00894,1,1,1,1
0.00896,1,1,1,1
0.00898,1,1,1,1
0.009,1,1,1,1
0.00902,1,1,1,1
0.00904,1,1,1,1
0.00906,1,1,1,1
0.00908,1,1,1,1
0.0091,1,1,1,1
0.00912,1,1,1,1
0.00914,1,1,1,1
0.00916,1,1,1,1
0.00918,1,1,1,1
0.0092,1,1,1,1
0.00922,1,1,1,1
0.00924,1,1,1,1
0.00926,1,1,1,1
0.00928,1,1,1,1
0.0093,1,1,1,1
0.00932,1,1,1,1
0.00934,1,1,1,1
0.00936,1,1,1,1
0.00938,1,1,1,1
0.0094,1,1,1,1
0.00942,1,1,1,1
0.00944,1,1,1,1
0.00946,1,1,1,1
0.00948,1,1,1,1
0.0095,1,1,1,1
0.00952,1,1,1,1
0.00954,1,1,1,1
0.00956,1,1,1,1
0.00958,1,1,1,1
0.0096,1,1,1,1
0.00962,1,1,1,1
0.00964,1,1,1,1
0.00966,1,1,1,1
0.00968,1,1,1,1
0.0097,1,1,1,1
0.00972,1,1,1,1
0.00974,1,1,1,1
0.00976,1,1,1,1
0.00978,1,1,1,1
0.0098,1,1,1,1
0.00982,1,1,1,1
0.00984,1,1,1,1
0.00986,1,1,1,1
0.00988,1,1,1,1
0.0099,1,1,1,1
0.00992,1,1,1,1
0.00994,1,1,1,1
0.00996,1,1,1,1
0.00998,1,1,1,1
0.01,1,1,1,1
0.01002,1,1,1,1
0.01004,1,1,1,1
0.01006,1,1,1,1
0.01008,1,1,1,1
0.0101,1,1,1,1
0.01012,1,1,1,1
0.01014,1,1,1,1
0.01016,1,1,1,1
0.01018,1,1,1,1
0.0102,1,1,1,1
0.01022,1,1,1,1
0.01024,1,1,1,1
0.01026,1,1,1,1
0.01028,1,1,1,1
0.0103,1,1,1,1
0.01032,1,1,1,1
0.01034,1,1,1,1
0.01036,1,1,1,1
0.01038,1,1,1,1
0.0104,1,1,1,1
0.01042,1,1,1,1
0.01044,1,1,1,1
0.01046,1,1,1,1
0.01048,1,1,1,1
0.0105,1,1,1,1
0.01052,1,1,1,1
0.01054,1,1,1,1
0.01056,1,1,1,1
0.01058,1,1,1,1
0.0106,1,1,1,1
0.01062,1,1,1,1
0.01064,1,1,1,1
0.01066,1,1,1,1
0.01068,1,1,1,1
0.0107,1,1,1,1
0.01072,1,1,1,1
0.01074,1,1,1,1
0.01076,1,1,1,1
0.01078,1,1,1,1
0.0108,1,1,1,1
0.01082,1,1,1,1
0.01084,1,1,1,1
0.01086,1,1,1,1
0.01088,1,1,1,1
0.0109,1,1,1,1
0.01092,1,1,1,1
0.01094,1,1,1,1
0.01096,1,1,1,1
0.01098,1,1,1,1
0.011,1,1,1,1
0.01102,1,1,1,1
0.01104,1,1,1,1
0.01106,1,1,1,1
0.01108,1,1,1,1
0.0111,1,1,1,1
0.01112,1,1,1,1
0.01114,1,1,1,1
0.01116,1,1,1,1
0.01118,1,1,1,1
0.0112,1,1,1,1
0.01122,1,1,1,1
0.01124,1,1,1,1
0.01126,1,1,1,1
0.01128,1,1,1,1
0.0113,1,1,1,1
0.01132,1,1,1,1
0.01134,1,1,1,1
0.01136,1,1,1,1
0.01138,1,1,1,1
0.0114,1,1,1,1
0.01142,1,1,1,1
0.01144,1,1,1,1
0.01146,1,1,1,1
0.01148,1,1,1,1
0.0115,1,1,1,1
0.01152,1,1,1,1
0.01154,1,1,1,1
0.01156,1,1,1,1
0.01158,1,1,1,1
0.0116,1,1,1,1
0.01162,1,1,1,1
0.01164,1,1,1,1
0.01166,1,1,1,1
0.01168,1,1,1,1
0.0117,1,1,1,1
0.01172,1,1,1,1
0.01174,1,1,1,1
0.01176,1,1,1,1
0.01178,1,1,1,1
0.0118,1,1,1,1
0.01182,1,1,1,1
0.01184,1,1,1,1
0.01186,1,1,1,1
0.01188,1,1,1,1
0.0119,1,1,1,1
0.01192,1,1,1,1
0.01194,1,1,1,1
0.01196,1,1,1,1
0.01198,1,1,1,1
0.012,1,1,1,1
0.01202,1,1,1,1
0.01204,1,1,1,1
0.01206,1,1,1,1
0.01208,1,1,1,1
0.0121,1,1,1,1
0.01212,1,1,1,1
0.01214,1,1,1,1
0.01216,1,1,1,1
0.01218,1,1,1,1
0.0122,1,1,1,1
0.01222,1,1,1,1
0.01224,1,1,1,1
0.01226,1,1,1,1
0.01228,1,1,1,1
0.0123,1,1,1,1
0.01232,1,1,1,1
0.01234,1,1,1,1
0.01236,1,1,1,1
0.01238,1,1,1,1
0.0124,1,1,1,1
0.01242,1,1,1,1
0.01244,1,1,1,1
0.01246,1,1,1,1
0.01248,1,1,1,1
0.0125,1,1,1,1
0.01252,1,1,1,1
0.01254,1,1,1,1
0.01256,1,1,1,1
0.01258,1,1,1,1
0.0126,1,1,1,1
0.01262,1,1,1,1
0.01264,1,1,1,1
0.01266,1,1,1,1
0.01268,1,1,1,1
0.0127,1,1,1,1
0.01272,1,1,1,1
0.01274,1,1,1,1
0.01276,1,1,1,1
0.01278,1,1,1,1
0.0128,1,1,1,1
0.01282,1,1,1,1
0.01284,1,1,1,1
0.01286,1,1,1,1
0.01288,1,1,1,1
0.0129,1,1,1,1
0.01292,1,1,1,1
0.01294,1,1,1,1
0.01296,1,1,1,1
0.01298,1,1,1,1
0.013,1,1,1,1
0.01302,1,1,1,1
0.01304,1,1,1,1
0.01306,1,1,1,1
0.01308,1,1,1,1
0.0131,1,1,1,1
0.01312,1,1,1,1
0.01314,1,1,1,1
0.01316,1,1,1,1
0.01318,1,1,1,1
0.0132,1,1,1,1
0.01322,1,1,1,1
0.01324,1,1,1,1
0.01326,1,1,1,1
0.01328,1,1,1,1
0.0133,1,1,1,1
0.01332,1,1,1,1
0.01334,1,1,1,1
0.01336,1,1,1,1
0.01338,1,1,1,1
0.0134,1,1,1,1
0.01342,1,1,1,1
0.01344,1,1,1,1
0.01346,1,1,1,1
0.01348,1,1,1,1
0.0135,1,1,1,1
0.01352,1,1,1,1
0.01354,1,1,1,1
0.01356,1,1,1,1
0.01358,1,1,1,1
0.0136,1,1,1,1
0.01362,1,1,1,1
0.01364,1,1,1,1
0.01366,1,1,1,1
0.01368,1,1,1,1
0.0137,1,1,1,1
0.01372,1,1,1,1
0.01374,1,1,1,1
0.01376,1,1,1,1
0.01378,1,1,1,1
0.0138,1,1,1,1
0.01382,1,1,1,1
0.01384,1,1,1,1
0.01386,1,1,1,1
0.01388,1,1,1,1
0.0139,1,1,1,1
0.01392,1,1,1,1
0.01394,1,1,1,1
0.01396,1,1,1,1
0.01398,1,1,1,1
0.014,1,1,1,1
0.01402,1,1,1,1
0.01404,1,1,1,1
0.01406,1,1,1,1
0.01408,1,1,1,1
0.0141,1,1,1,1
0.01412,1,1,1,1
0.01414,1,1,1,1
0.01416,1,1,1,1
0.01418,1,1,1,1
0.0142,1,1,1,1
0.01422,1,1,1,1
0.01424,1,1,1,1
0.01426,1,1,1,1
0.01428,1,1,1,1
0.0143,1,1,1,1
0.01432,1,1,1,1
0.01434,1,1,1,1
0.01436,1,1,1,1
0.01438,1,1,1,1
0.0144,1,1,1,1
0.01442,1,1,1,1
0.01444,1,1,1,1
0.01446,1,1,1,1
0.01448,1,1,1,1
0.0145,1,1,1,1
0.01452,1,1,1,1
0.01454,1,1,1,1
0.01456,1,1,1,1
0.01458,1,1,1,1
0.0146,1,1,1,1
0.01462,1,1,1,1
0.01464,1,1,1,1
0.01466,1,1,1,1
0.01468,1,1,1,1
0.0147,1,1,1,1
0.01472,1,1,1,1
0.01474,1,1,1,1
0.01476,1,1,1,1
0.01478,1,1,1,1
0.0148,1,1,1,1
0.01482,1,1,1,1
0.01484,1,1,1,1
0.01486,1,1,1,1
0.01488,1,1,1,1
0.0149,1,1,1,1
0.01492,1,1,1,1
0.01494,1,1,1,1
0.01496,1,1,1,1
0.01498,1,1,1,1
0.015,1,1,1,1
0.01502,1,1,1,1
0.01504,1,1,1,1
0.01506,1,1,1,1
0.01508,1,1,1,1
0.0151,1,1,1,1
0.01512,1,1,1,1
0.01514,1,1,1,1
0.01516,1,1,1,1
0.01518,1,1,1,1
0.0152,1,1,1,1
0.01522,1,1,1,1
0.01524,1,1,1,1
0.01526,1,1,1,1
0.01528,1,1,1,1
0.0153,1,1,1,1
0.01532,1,1,1,1
0.01534,1,1,1,1
0.01536,1,1,1,1
0.01538,1,1,1,1
0.0154,1,1,1,1
0.01542,1,1,1,1
0.01544,1,1,1,1
0.01546,1,1,1,1
0.01548,1,1,1,1
0.0155,1,1,1,1
0.01552,1,1,1,1
0.01554,1,1,1,1
0.01556,1,1,1,1
0.01558,1,1,1,1
0.0156,1,1,1,1
0.01562,1,1,1,1
0.01564,1,1,1,1
0.01566,1,1,1,1
0.01568,1,1,1,1
0.0157,1,1,1,1
0.01572,1,1,1,1
0.01574,1,1,1,1
0.01576,1,1,1,1
0.01578,1,1,1,1
0.0158,1,1,1,1
0.01582,1,1,1,1
0.01584,1,1,1,1
0.01586,1,1,1,1
0.01588,1,1,1,1
0.0159,1,1,1,1
0.01592,1,1,1,1
0.01594,1,1,1,1
0.01596,1,1,1,1
0.01598,1,1,1,1
0.016,1,1,1,1
0.01602,1,1,1,1
0.01604,1,1,1,1
0.01606,1,1,1,1
0.01608,1,1,1,1
0.0161,1,1,1,1
0.01612,1,1,1,1
0.01614,1,1,1,1
0.01616,1,1,1,1
0.01618,1,1,1,1
0.0162,1,1,1,1
0.01622,1,1,1,1
0.01624,1,1,1,1
0.01626,1,1,1,1
0.01628,1,1,1,1
0.0163,1,1,1,1
0.01632,1,1,1,1
0.01634,1,1,1,1
0.01636,1,1,1,1
0.01638,1,1,1,1
0.0164,1,1,1,1
0.01642,1,1,1,1
0.01644,1,1,1,1
0.01646,1,1,1,1
0.01648,1,1,1,1
0.0165,1,1,1,1
0.01652,1,1,1,1
0.01654,1,1,1,1
0.01656,1,1,1,1
0.01658,1,1,1,1
0.0166,1,1,1,1
0.01662,1,1,1,1
0.01664,1,1,1,1
0.01666,1,1,1,1
0.01668,1,1,1,1
0.0167,1,1,1,1
0.01672,1,1,1,1
0.01674,1,1,1,1
0.01676,1,1,1,1
0.01678,1,1,1,1
0.0168,1,1,1,1
0.01682,1,1,1,1
0.01684,1,1,1,1
0.01686,1,1,1,1
0.01688,1,1,1,1
0.0169,1,1,1,1
0.01692,1,1,1,1
0.01694,1,1,1,1
0.01696,1,1,1,1
0.01698,1,1,1,1
0.017,1,1,1,1
0.01702,1,1,1,1
0.01704,1,1,1,1
0.01706,1,1,1,1
0.01708,1,1,1,1
0.0171,1,1,1,1
0.01712,1,1,1,1
0.01714,1,1,1,1
0.01716,1,1,1,1
0.01718,1,1,1,1
0.0172,1,1,1,1
0.01722,1,1,1,1
0.01724,1,1,1,1
0.01726,1,1,1,1
0.01728,1,1,1,1
0.0173,1,1,1,1
0.01732,1,1,1,1
0.01734,1,1,1,1
0.01736,1,1,1,1
0.01738,1,1,1,1
0.0174,1,1,1,1
0.01742,1,1,1,1
0.01744,1,1,1,1
0.01746,1,1,1,1
0.01748,1,1,1,1
0.0175,1,1,1,1
0.01752,1,1,1,1
0.01754,1,1,1,1
0.01756,1,1,1,1
0.01758,1,1,1,1
0.0176,1,1,1,1
0.01762,1,1,1,1
0.01764,1,1,1,1
0.01766,1,1,1,1
0.01768,1,1,1,1
0.0177,1,1,1,1
0.01772,1,1,1,1
0.01774,1,1,1,1
0.01776,1,1,1,1
0.01778,1,1,1,1
0.0178,1,1,1,1
0.01782,1,1,1,1
0.01784,1,1,1,1
0.01786,1,1,1,1
0.01788,1,1,1,1
0.0179,1,1,1,1
0.01792,1,1,1,1
0.01794,1,1,1,1
0.01796,1,1,1,1
0.01798,1,1,1,1
0.018,1,1,1,1
0.01802,1,1,1,1
0.01804,1,1,1,1
0.01806,1,1,1,1
0.01808,1,1,1,1
0.0181,1,1,1,1
0.01812,1,1,1,1
0.01814,1,1,1,1
0.01816,1,1,1,1
0.01818,1,1,1,1
0.0182,1,1,1,1
0.01822,1,1,1,1
0.01824,1,1,1,1
0.01826,1,1,1,1
0.01828,1,1,1,1
0.0183,1,1,1,1
0.01832,1,1,1,1
0.01834,1,1,1,1
0.01836,1,1,1,1
0.01838,1,1,1,1
0.0184,1,1,1,1
0.01842,1,1,1,1
0.01844,1,1,1,1
0.01846,1,1,1,1
0.01848,1,1,1,1
0.0185,1,1,1,1
0.01852,1,1,1,1
0.01854,1,1,1,1
0.01856,1,1,1,1
0.01858,1,1,1,1
0.0186,1,1,1,1
0.01862,1,1,1,1
0.01864,1,1,1,1
0.01866,1,1,1,1
0.01868,1,1,1,1
0.0187,1,1,1,1
0.01872,1,1,1,1
0.01874,1,1,1,1
0.01876,1,1,1,1
0.01878,1,1,1,1
0.0188,1,1,1,1
0.01882,1,1,1,1
0.01884,1,1,1,1
0.01886,1,1,1,1
0.01888,1,1,1,1
0.0189,1,1,1,1
0.01892,1,1,1,1
0.01894,1,1,1,1
0.01896,1,1,1,1
0.01898,1,1,1,1
0.019,1,1,1,1
0.01902,1,1,1,1
0.01904,1,1,1,1
0.01906,1,1,1,1
0.01908,1,1,1,1
0.0191,1,1,1,1
0.01912,1,1,1,1
0.01914,1,1,1,1
0.01916,1,1,1,1
0.01918,1,1,1,1
0.0192,1,1,1,1
0.01922,1,1,1,1
0.01924,1,1,1,1
0.01926,1,1,1,1
0.01928,1,1,1,1
0.0193,1,1,1,1
0.01932,1,1,1,1
0.01934,1,1,1,1
0.01936,1,1,1,1
0.01938,1,1,1,1
0.0194,1,1,1,1
0.01942,1,1,1,1
0.01944,1,1,1,1
0.01946,1,1,1,1
0.01948,1,1,1,1
0.0195,1,1,1,1
0.01952,1,1,1,1
0.01954,1,1,1,1
0.01956,1,1,1,1
0.01958,1,1,1,1
0.0196,1,1,1,1
0.01962,1,1,1,1
0.01964,1,1,1,1
0.01966,1,1,1,1
0.01968,1,1,1,1
0.0197,1,1,1,1
0.01972,1,1,1,1
0.01974,1,1,1,1
0.01976,1,1,1,1
0.01978,1,1,1,1
0.0198,1,1,1,1
0.01982,1,1,1,1
0.01984,1,1,1,1
0.01986,1,1,1,1
0.01988,1,1,1,1
0.0199,1,1,1,1
0.01992,1,1,1,1
0.01994,1,1,1,1
0.01996,1,1,1,1
0.01998,1,1,1,1
0.02,1,1,1,1
0.02002,1,1,1,1
0.02004,1,1,1,1
0.02006,1,1,1,1
0.02008,1,1,1,1
0.0201,1,1,1,1
0.02012,1,1,1,1
0.02014,1,1,1,1
0.02016,1,1,1,1
0.02018,1,1,1,1
0.0202,1,1,1,1
0.02022,1,1,1,1
0.02024,1,1,1,1
0.02026,1,1,1,1
0.02028,1,1,1,1
0.0203,1,1,1,1
0.02032,1,1,1,1
0.02034,1,1,1,1
0.02036,1,1,1,1
0.02038,1,1,1,1
0.0204,1,1,1,1
0.02042,1,1,1,1
0.02044,1,1,1,1
0.02046,1,1,1,1
0.02048,1,1,1,1
0.0205,1,1,1,1
0.02052,1,1,1,1
0.02054,1,1,1,1
0.02056,1,1,1,1
0.02058,1,1,1,1
0.0206,1,1,1,1
0.02062,1,1,1,1
0.02064,1,1,1,1
0.02066,1,1,1,1
0.02068,1,1,1,1
0.0207,1,1,1,1
0.02072,1,1,1,1
0.02074,1,1,1,1
0.02076,1,1,1,1
0.02078,1,1,1,1
0.0208,1,1,1,1
0.02082,1,1,1,1
0.02084,1,1,1,1
0.02086,1,1,1,1
0.02088,1,1,1,1
0.0209,1,1,1,1
0.02092,1,1,1,1
0.02094,1,1,1,1
0.02096,1,1,1,1
0.02098,1,1,1,1
0.021,1,1,1,1
0.02102,1,1,1,1
0.02104,1,1,1,1
0.02106,1,1,1,1
0.02108,1,1,1,1
0.0211,1,1,1,1
0.02112,1,1,1,1
0.02114,1,1,1,1
0.02116,1,1,1,1
0.02118,1,1,1,1
0.0212,1,1,1,1
0.02122,1,1,1,1
0.02124,1,1,1,1
0.02126,1,1,1,1
0.02128,1,1,1,1
0.0213,1,1,1,1
0.02132,1,1,1,1
0.02134,1,1,1,1
0.02136,1,1,1,1
0.02138,1,1,1,1
0.0214,1,1,1,1
0.02142,1,1,1,1
0.02144,1,1,1,1
0.02146,1,1,1,1
0.02148,1,1,1,1
0.0215,1,1,1,1
