"time","controlBus.realSignal1","controlBus.integerSignal","controlBus.booleanSignal","controlBus.subControlBus.myRealSignal","controlBus.subControlBus.myBooleanSignal"
0.032,0.199709980514407,2,0,0.032,0
0.0324,0.202171991530773,2,0,0.0324,0
0.0328,0.204632725518963,2,0,0.0328,0
0.0332,0.207092166935641,2,0,0.0332,0
0.0336,0.209550300245641,2,0,0.0336,0
0.034,0.212007109922055,2,0,0.034,0
0.0344,0.214462580446338,2,0,0.0344,0
0.0348,0.216916696308405,2,0,0.0348,0
0.0352,0.219369442006726,2,0,0.0352,0
0.0356,0.221820802048425,2,0,0.0356,0
0.036,0.224270760949381,2,0,0.036,0
0.0364,0.226719303234322,2,0,0.0364,0
0.0368,0.229166413436923,2,0,0.0368,0
0.0372,0.231612076099906,2,0,0.0372,0
0.0376,0.234056275775138,2,0,0.0376,0
0.038,0.236498997023725,2,0,0.038,0
0.0384,0.238940224416111,2,0,0.0384,0
0.0388,0.241379942532177,2,0,0.0388,0
0.0392,0.243818135961338,2,0,0.0392,0
0.0396,0.24625478930264,2,0,0.0396,0
0.04,0.248689887164855,2,0,0.04,0
0.0404,0.251123414166581,2,0,0.0404,0
0.0408,0.253555354936341,2,0,0.0408,0
0.0412,0.255985694112673,2,0,0.0412,0
0.0416,0.258414416344235,2,0,0.0416,0
0.042,0.260841506289897,2,0,0.042,0
0.0424,0.26326694861884,2,0,0.0424,0
0.0428,0.265690728010653,2,0,0.0428,0
0.0432,0.268112829155426,2,0,0.0432,0
0.0436,0.270533236753854,2,0,0.0436,0
0.044,0.272951935517325,2,0,0.044,0
0.0444,0.275368910168025,2,0,0.0444,0
0.0448,0.277784145439027,2,0,0.0448,0
0.0452,0.280197626074394,2,0,0.0452,0
0.0456,0.282609336829268,2,0,0.0456,0
0.046,0.285019262469976,2,0,0.046,0
0.0464,0.287427387774116,2,0,0.0464,0
0.0468,0.289833697530661,2,0,0.0468,0
0.0472,0.29223817654005,2,0,0.0472,0
0.0476,0.294640809614287,2,0,0.0476,0
0.048,0.297041581577035,2,0,0.048,0
0.0484,0.299440477263714,2,0,0.0484,0
0.0488,0.301837481521596,2,0,0.0488,0
0.0492,0.304232579209898,2,0,0.0492,0
0.0496,0.306625755199882,2,0,0.0496,0
0.05,0.309016994374947,2,0,0.05,0
0.0504,0.311406281630728,2,0,0.0504,0
0.0508,0.313793601875188,2,0,0.0508,0
0.0512,0.316178940028713,2,0,0.0512,0
0.0516,0.318562281024213,2,0,0.0516,0
0.052,0.32094360980721,2,0,0.052,0
0.0524,0.323322911335936,2,0,0.0524,0
0.0528,0.325700170581432,2,0,0.0528,0
0.0532,0.328075372527635,2,0,0.0532,0
0.0536,0.330448502171479,2,0,0.0536,0
0.054,0.332819544522987,2,0,0.054,0
0.0544,0.335188484605367,2,0,0.0544,0
0.0548,0.337555307455106,2,0,0.0548,0
0.0552,0.339919998122064,2,0,0.0552,0
0.0556,0.342282541669571,2,0,0.0556,0
0.056,0.344642923174517,2,0,0.056,0
0.0564,0.34700112772745,2,0,0.0564,0
0.0568,0.349357140432667,2,0,0.0568,0
0.0572,0.351710946408313,2,0,0.0572,0
0.0576,0.354062530786469,2,0,0.0576,0
0.058,0.356411878713251,2,0,0.058,0
0.0584,0.3587589753489,2,0,0.0584,0
0.0588,0.361103805867877,2,0,0.0588,0
0.0592,0.363446355458961,2,0,0.0592,0
0.0596,0.365786609325333,2,0,0.0596,0
0.06,0.368124552684678,2,0,0.06,0
0.0604,0.370460170769276,2,0,0.0604,0
0.0608,0.372793448826093,2,0,0.0608,0
0.0612,0.375124372116878,2,0,0.0612,0
0.0616,0.377452925918251,2,0,0.0616,0
0.062,0.379779095521801,2,0,0.062,0
0.0624,0.382102866234177,2,0,0.0624,0
0.0628,0.384424223377181,2,0,0.0628,0
0.0632,0.386743152287858,2,0,0.0632,0
0.0636,0.389059638318593,2,0,0.0636,0
0.064,0.391373666837202,2,0,0.064,0
0.0644,0.393685223227023,2,0,0.0644,0
0.0648,0.39599429288701,2,0,0.0648,0
0.0652,0.398300861231823,2,0,0.0652,0
0.0656,0.400604913691923,2,0,0.0656,0
0.066,0.402906435713663,2,0,0.066,0
0.0664,0.405205412759378,2,0,0.0664,0
0.0668,0.407501830307481,2,0,0.0668,0
0.0672,0.409795673852549,2,0,0.0672,0
0.0676,0.412086928905421,2,0,0.0676,0
0.068,0.414375580993284,2,0,0.068,0
0.0684,0.416661615659768,2,0,0.0684,0
0.0688,0.418945018465035,2,0,0.0688,0
0.0692,0.421225774985872,2,0,0.0692,0
0.0696,0.423503870815782,2,0,0.0696,0
0.07,0.425779291565073,2,0,0.07,0
0.0704,0.42805202286095,2,0,0.0704,0
0.0708,0.430322050347609,2,0,0.0708,0
0.0712,0.432589359686321,2,0,0.0712,0
0.0716,0.434853936555528,2,0,0.0716,0
0.072,0.437115766650933,2,0,0.072,0
0.0724,0.439374835685587,2,0,0.0724,0
0.0728,0.441631129389981,2,0,0.0728,0
0.0732,0.44388463351214,2,0,0.0732,0
0.0736,0.446135333817706,2,0,0.0736,0
0.074,0.448383216090032,2,0,0.074,0
0.0744,0.450628266130273,2,0,0.0744,0
0.0748,0.452870469757473,2,0,0.0748,0
0.0752,0.455109812808654,2,0,0.0752,0
0.0756,0.457346281138909,2,0,0.0756,0
0.076,0.459579860621488,2,0,0.076,0
0.0764,0.46181053714789,2,0,0.0764,0
0.0768,0.464038296627948,2,0,0.0768,0
0.0772,0.466263124989925,2,0,0.0772,0
0.0776,0.468485008180593,2,0,0.0776,0
0.078,0.470703932165333,2,0,0.078,0
0.0784,0.472919882928213,2,0,0.0784,0
0.0788,0.475132846472084,2,0,0.0788,0
0.0792,0.477342808818666,2,0,0.0792,0
0.0796,0.479549756008636,2,0,0.0796,0
0.08,0.481753674101715,2,0,0.08,0
0.0804,0.48395454917676,2,0,0.0804,0
0.0808,0.486152367331847,2,0,0.0808,0
0.0812,0.488347114684362,2,0,0.0812,0
0.0816,0.490538777371087,2,0,0.0816,0
0.082,0.492727341548292,2,0,0.082,0
0.0824,0.494912793391813,2,0,0.0824,0
0.0828,0.497095119097151,2,0,0.0828,0
0.0832,0.499274304879549,2,0,0.0832,0
0.0836,0.501450336974086,2,0,0.0836,0
0.084,0.503623201635761,2,0,0.084,0
0.0844,0.505792885139579,2,0,0.0844,0
0.0848,0.50795937378064,2,0,0.0848,0
0.0852,0.510122653874225,2,0,0.0852,0
0.0856,0.51228271175588,2,0,0.0856,0
0.086,0.514439533781506,2,0,0.086,0
0.0864,0.516593106327444,2,0,0.0864,0
0.0868,0.518743415790557,2,0,0.0868,0
0.0872,0.520890448588324,2,0,0.0872,0
0.0876,0.523034191158918,2,0,0.0876,0
0.088,0.525174629961296,2,0,0.088,0
0.0884,0.527311751475282,2,0,0.0884,0
0.0888,0.529445542201657,2,0,0.0888,0
0.0892,0.531575988662238,2,0,0.0892,0
0.0896,0.533703077399967,2,0,0.0896,0
0.09,0.535826794978997,2,0,0.09,0
0.0904,0.537947127984771,2,0,0.0904,0
0.0908,0.540064063024116,2,0,0.0908,0
0.0912,0.542177586725318,2,0,0.0912,0
0.0916,0.544287685738213,2,0,0.0916,0
0.092,0.546394346734269,2,0,0.092,0
0.0924,0.54849755640667,2,0,0.0924,0
0.0928,0.550597301470402,2,0,0.0928,0
0.0932,0.552693568662332,2,0,0.0932,0
0.0936,0.554786344741297,2,0,0.0936,0
0.094,0.556875616488188,2,0,0.094,0
0.0944,0.558961370706028,2,0,0.0944,0
0.0948,0.561043594220059,2,0,0.0948,0
0.0952,0.563122273877826,2,0,0.0952,0
0.0956,0.56519739654926,2,0,0.0956,0
0.096,0.567268949126757,2,0,0.096,0
0.0964,0.569336918525264,2,0,0.0964,0
0.0968,0.571401291682365,2,0,0.0968,0
0.0972,0.573462055558355,2,0,0.0972,0
0.0976,0.575519197136331,2,0,0.0976,0
0.098,0.577572703422268,2,0,0.098,0
0.0984,0.579622561445103,2,0,0.0984,0
0.0988,0.581668758256821,2,0,0.0988,0
0.0992,0.583711280932529,2,0,0.0992,0
0.0996,0.585750116570544,2,0,0.0996,0
0.1,0.587785252292473,2,0,0.1,0
0.1004,0.589816675243292,2,0,0.1004,0
0.1008,0.59184437259143,2,0,0.1008,0
0.1012,0.593868331528847,2,0,0.1012,0
0.1016,0.59588853927112,2,0,0.1016,0
0.102,0.597904983057519,2,0,0.102,0
0.1024,0.599917650151088,2,0,0.1024,0
0.1028,0.601926527838728,2,0,0.1028,0
0.1032,0.603931603431277,2,0,0.1032,0
0.1036,0.605932864263586,2,0,0.1036,0
0.104,0.607930297694605,2,0,0.104,0
0.1044,0.609923891107459,2,0,0.1044,0
0.1048,0.611913631909528,2,0,0.1048,0
0.1052,0.613899507532528,2,0,0.1052,0
0.1056,0.615881505432588,2,0,0.1056,0
0.106,0.617859613090334,2,0,0.106,0
0.1064,0.619833818010962,2,0,0.1064,0
0.1068,0.621804107724321,2,0,0.1068,0
0.1072,0.62377046978499,2,0,0.1072,0
0.1076,0.625732891772358,2,0,0.1076,0
0.108,0.6276913612907,2,0,0.108,0
0.1084,0.62964586596926,2,0,0.1084,0
0.1088,0.631596393462323,2,0,0.1088,0
0.1092,0.633542931449297,2,0,0.1092,0
0.1096,0.635485467634791,2,0,0.1096,0
0.11,0.63742398974869,2,0,0.11,0
0.1104,0.639358485546235,2,0,0.1104,0
0.1108,0.641288942808099,2,0,0.1108,0
0.1112,0.643215349340465,2,0,0.1112,0
0.1116,0.645137692975103,2,0,0.1116,0
0.112,0.647055961569444,2,0,0.112,0
0.1124,0.648970143006663,2,0,0.1124,0
0.1128,0.650880225195749,2,0,0.1128,0
0.1132,0.652786196071584,2,0,0.1132,0
0.1136,0.654688043595021,2,0,0.1136,0
0.114,0.656585755752957,2,0,0.114,0
0.1144,0.65847932055841,2,0,0.1144,0
0.1148,0.660368726050597,2,0,0.1148,0
0.1152,0.662253960295005,2,0,0.1152,0
0.1156,0.66413501138347,2,0,0.1156,0
0.116,0.666011867434252,2,0,0.116,0
0.1164,0.667884516592106,2,0,0.1164,0
0.1168,0.669752947028365,2,0,0.1168,0
0.1172,0.671617146941004,2,0,0.1172,0
0.1176,0.673477104554725,2,0,0.1176,0
0.118,0.675332808121024,2,0,0.118,0
0.1184,0.67718424591827,2,0,0.1184,0
0.1188,0.679031406251774,2,0,0.1188,0
0.1192,0.680874277453868,2,0,0.1192,0
0.1196,0.682712847883977,2,0,0.1196,0
0.12,0.684547105928689,2,0,0.12,0
0.1204,0.686377040001834,2,0,0.1204,0
0.1208,0.688202638544555,2,0,0.1208,0
0.1212,0.690023890025377,2,0,0.1212,0
0.1216,0.691840782940289,2,0,0.1216,0
0.122,0.693653305812805,2,0,0.122,0
0.1224,0.695461447194047,2,0,0.1224,0
0.1228,0.697265195662811,2,0,0.1228,0
0.1232,0.699064539825641,2,0,0.1232,0
0.1236,0.700859468316902,2,0,0.1236,0
0.124,0.702649969798849,2,0,0.124,0
0.1244,0.704436032961703,2,0,0.1244,0
0.1248,0.706217646523717,2,0,0.1248,0
0.1252,0.707994799231253,2,0,0.1252,0
0.1256,0.709767479858847,2,0,0.1256,0
0.126,0.711535677209285,2,0,0.126,0
0.1264,0.713299380113673,2,0,0.1264,0
0.1268,0.715058577431503,2,0,0.1268,0
0.1272,0.71681325805073,2,0,0.1272,0
0.1276,0.718563410887837,2,0,0.1276,0
0.128,0.720309024887907,2,0,0.128,0
0.1284,0.722050089024694,2,0,0.1284,0
0.1288,0.72378659230069,2,0,0.1288,0
0.1292,0.725518523747198,2,0,0.1292,0
0.1296,0.727245872424396,2,0,0.1296,0
0.13,0.728968627421412,2,0,0.13,0
0.1304,0.730686777856388,2,0,0.1304,0
0.1308,0.732400312876553,2,0,0.1308,0
0.1312,0.734109221658289,2,0,0.1312,0
0.1316,0.735813493407198,2,0,0.1316,0
0.132,0.737513117358174,2,0,0.132,0
0.1324,0.739208082775469,2,0,0.1324,0
0.1328,0.740898378952759,2,0,0.1328,0
0.1332,0.742583995213215,2,0,0.1332,0
0.1336,0.74426492090957,2,0,0.1336,0
0.134,0.745941145424182,2,0,0.134,0
0.1344,0.747612658169107,2,0,0.1344,0
0.1348,0.749279448586161,2,0,0.1348,0
0.1352,0.750941506146991,2,0,0.1352,0
0.1356,0.752598820353138,2,0,0.1356,0
0.136,0.754251380736104,2,0,0.136,0
0.1364,0.755899176857419,2,0,0.1364,0
0.1368,0.757542198308709,2,0,0.1368,0
0.1372,0.759180434711757,2,0,0.1372,0
0.1376,0.76081387571857,2,0,0.1376,0
0.138,0.762442511011448,2,0,0.138,0
0.1384,0.764066330303045,2,0,0.1384,0
0.1388,0.765685323336436,2,0,0.1388,0
0.1392,0.767299479885182,2,0,0.1392,0
0.1396,0.768908789753391,2,0,0.1396,0
0.14,0.770513242775789,2,0,0.14,0
0.1404,0.772112828817778,2,0,0.1404,0
0.1408,0.773707537775503,2,0,0.1408,0
0.1412,0.775297359575916,2,0,0.1412,0
0.1416,0.776882284176838,2,0,0.1416,0
0.142,0.778462301567023,2,0,0.142,0
0.1424,0.780037401766225,2,0,0.1424,0
0.1428,0.781607574825252,2,0,0.1428,0
0.1432,0.78317281082604,2,0,0.1432,0
0.1436,0.784733099881707,2,0,0.1436,0
0.144,0.786288432136619,2,0,0.144,0
0.1444,0.787838797766452,2,0,0.1444,0
0.1448,0.789384186978255,2,0,0.1448,0
0.1452,0.790924590010508,2,0,0.1452,0
0.1456,0.79245999713319,2,0,0.1456,0
0.146,0.793990398647835,2,0,0.146,0
0.1464,0.795515784887595,2,0,0.1464,0
0.1468,0.797036146217301,2,0,0.1468,0
0.1472,0.798551473033525,2,0,0.1472,0
0.1476,0.800061755764639,2,0,0.1476,0
0.148,0.801566984870877,2,0,0.148,0
0.1484,0.803067150844393,2,0,0.1484,0
0.1488,0.804562244209324,2,0,0.1488,0
0.1492,0.806052255521847,2,0,0.1492,0
0.1496,0.807537175370242,2,0,0.1496,0
0.15,0.809016994374947,2,0,0.15,0
0.1504,0.810491703188622,2,0,0.1504,0
0.1508,0.811961292496204,2,0,0.1508,0
0.1512,0.813425753014968,2,0,0.1512,0
0.1516,0.814885075494586,2,0,0.1516,0
0.152,0.816339250717184,2,0,0.152,0
0.1524,0.8177882694974,2,0,0.1524,0
0.1528,0.819232122682446,2,0,0.1528,0
0.1532,0.820670801152158,2,0,0.1532,0
0.1536,0.822104295819062,2,0,0.1536,0
0.154,0.823532597628427,2,0,0.154,0
0.1544,0.824955697558323,2,0,0.1544,0
0.1548,0.826373586619676,2,0,0.1548,0
0.1552,0.827786255856328,2,0,0.1552,0
0.1556,0.829193696345093,2,0,0.1556,0
0.156,0.830595899195813,2,0,0.156,0
0.1564,0.831992855551411,2,0,0.1564,0
0.1568,0.833384556587952,2,0,0.1568,0
0.1572,0.834770993514696,2,0,0.1572,0
0.1576,0.836152157574153,2,0,0.1576,0
0.158,0.837528040042142,2,0,0.158,0
0.1584,0.83889863222784,2,0,0.1584,0
0.1588,0.840263925473842,2,0,0.1588,0
0.1592,0.841623911156215,2,0,0.1592,0
0.1596,0.842978580684549,2,0,0.1596,0
0.16,0.844327925502015,2,0,0.16,0
0.1604,0.845671937085419,2,0,0.1604,0
0.1608,0.847010606945252,2,0,0.1608,0
0.1612,0.848343926625748,2,0,0.1612,0
0.1616,0.849671887704936,2,0,0.1616,0
0.162,0.850994481794692,2,0,0.162,0
0.1624,0.852311700540792,2,0,0.1624,0
0.1628,0.853623535622967,2,0,0.1628,0
0.1632,0.854929978754953,2,0,0.1632,0
0.1636,0.856231021684546,2,0,0.1636,0
0.164,0.857526656193652,2,0,0.164,0
0.1644,0.858816874098339,2,0,0.1644,0
0.1648,0.860101667248889,2,0,0.1648,0
0.1652,0.86138102752985,2,0,0.1652,0
0.1656,0.862654946860088,2,0,0.1656,0
0.166,0.863923417192835,2,0,0.166,0
0.1664,0.865186430515745,2,0,0.1664,0
0.1668,0.866443978850937,2,0,0.1668,0
0.1672,0.867696054255054,2,0,0.1672,0
0.1676,0.868942648819306,2,0,0.1676,0
0.168,0.870183754669526,2,0,0.168,0
0.1684,0.871419363966213,2,0,0.1684,0
0.1688,0.872649468904588,2,0,0.1688,0
0.1692,0.873874061714639,2,0,0.1692,0
0.1696,0.875093134661174,2,0,0.1696,0
0.17,0.876306680043864,2,0,0.17,0
0.1704,0.877514690197297,2,0,0.1704,0
0.1708,0.878717157491025,2,0,0.1708,0
0.1712,0.87991407432961,2,0,0.1712,0
0.1716,0.881105433152677,2,0,0.1716,0
0.172,0.882291226434953,2,0,0.172,0
0.1724,0.883471446686326,2,0,0.1724,0
0.1728,0.884646086451882,2,0,0.1728,0
0.1732,0.885815138311957,2,0,0.1732,0
0.1736,0.886978594882186,2,0,0.1736,0
0.174,0.888136448813545,2,0,0.174,0
0.1744,0.889288692792397,2,0,0.1744,0
0.1748,0.890435319540545,2,0,0.1748,0
0.1752,0.89157632181527,2,0,0.1752,0
0.1756,0.892711692409382,2,0,0.1756,0
0.176,0.893841424151264,2,0,0.176,0
0.1764,0.894965509904915,2,0,0.1764,0
0.1768,0.896083942569999,2,0,0.1768,0
0.1772,0.897196715081887,2,0,0.1772,0
0.1776,0.898303820411705,2,0,0.1776,0
0.178,0.899405251566371,2,0,0.178,0
0.1784,0.900501001588649,2,0,0.1784,0
0.1788,0.901591063557187,2,0,0.1788,0
0.1792,0.902675430586559,2,0,0.1792,0
0.1796,0.903754095827315,2,0,0.1796,0
0.18,0.90482705246602,2,0,0.18,0
0.1804,0.905894293725294,2,0,0.1804,0
0.1808,0.906955812863864,2,0,0.1808,0
0.1812,0.908011603176596,2,0,0.1812,0
0.1816,0.909061657994545,2,0,0.1816,0
0.182,0.910105970684996,2,0,0.182,0
0.1824,0.9111445346515,2,0,0.1824,0
0.1828,0.912177343333924,2,0,0.1828,0
0.1832,0.913204390208486,2,0,0.1832,0
0.1836,0.914225668787801,2,0,0.1836,0
0.184,0.915241172620918,2,0,0.184,0
0.1844,0.916250895293362,2,0,0.1844,0
0.1848,0.917254830427176,2,0,0.1848,0
0.1852,0.918252971680962,2,0,0.1852,0
0.1856,0.919245312749915,2,0,0.1856,0
0.186,0.92023184736587,2,0,0.186,0
0.1864,0.921212569297339,2,0,0.1864,0
0.1868,0.922187472349549,2,0,0.1868,0
0.1872,0.923156550364483,2,0,0.1872,0
0.1876,0.924119797220916,2,0,0.1876,0
0.188,0.925077206834458,2,0,0.188,0
0.1884,0.92602877315759,2,0,0.1884,0
0.1888,0.926974490179702,2,0,0.1888,0
0.1892,0.927914351927131,2,0,0.1892,0
0.1896,0.928848352463199,2,0,0.1896,0
0.19,0.929776485888251,2,0,0.19,0
0.1904,0.930698746339693,2,0,0.1904,0
0.1908,0.931615127992026,2,0,0.1908,0
0.1912,0.932525625056885,2,0,0.1912,0
0.1916,0.933430231783076,2,0,0.1916,0
0.192,0.934328942456612,2,0,0.192,0
0.1924,0.935221751400747,2,0,0.1924,0
0.1928,0.936108652976015,2,0,0.1928,0
0.1932,0.936989641580263,2,0,0.1932,0
0.1936,0.937864711648689,2,0,0.1936,0
0.194,0.938733857653874,2,0,0.194,0
0.1944,0.93959707410582,2,0,0.1944,0
0.1948,0.940454355551983,2,0,0.1948,0
0.1952,0.941305696577307,2,0,0.1952,0
0.1956,0.942151091804259,2,0,0.1956,0
0.196,0.942990535892864,2,0,0.196,0
0.1964,0.943824023540737,2,0,0.1964,0
0.1968,0.944651549483117,2,0,0.1968,0
0.1972,0.945473108492899,2,0,0.1972,0
0.1976,0.946288695380672,2,0,0.1976,0
0.198,0.947098304994744,2,0,0.198,0
0.1984,0.947901932221182,2,0,0.1984,0
0.1988,0.948699571983839,2,0,0.1988,0
0.1992,0.949491219244389,2,0,0.1992,0
0.1996,0.950276869002357,2,0,0.1996,0
0.2,0.951056516295154,2,0,0.2,0
0.2004,0.951830156198101,2,0,0.2004,0
0.2008,0.952597783824471,2,0,0.2008,0
0.2012,0.953359394325508,2,0,0.2012,0
0.2016,0.954114982890468,2,0,0.2016,0
0.202,0.954864544746643,2,0,0.202,0
0.2024,0.955608075159392,2,0,0.2024,0
0.2028,0.956345569432173,2,0,0.2028,0
0.2032,0.957077022906571,2,0,0.2032,0
0.2036,0.957802430962329,2,0,0.2036,0
0.204,0.958521789017376,2,0,0.204,0
0.2044,0.959235092527854,2,0,0.2044,0
0.2048,0.959942336988152,2,0,0.2048,0
0.2052,0.960643517930928,2,0,0.2052,0
0.2056,0.961338630927143,2,0,0.2056,0
0.206,0.962027671586086,2,0,0.206,0
0.2064,0.962710635555401,2,0,0.2064,0
0.2068,0.963387518521116,2,0,0.2068,0
0.2072,0.964058316207671,2,0,0.2072,0
0.2076,0.964723024377943,2,0,0.2076,0
0.208,0.965381638833274,2,0,0.208,0
0.2084,0.966034155413497,2,0,0.2084,0
0.2088,0.966680569996963,2,0,0.2088,0
0.2092,0.967320878500566,2,0,0.2092,0
0.2096,0.967955076879769,2,0,0.2096,0
0.21,0.968583161128631,2,0,0.21,0
0.2104,0.96920512727983,2,0,0.2104,0
0.2108,0.969820971404691,2,0,0.2108,0
0.2112,0.970430689613206,2,0,0.2112,0
0.2116,0.971034278054065,2,0,0.2116,0
0.212,0.971631732914674,2,0,0.212,0
0.2124,0.972223050421184,2,0,0.2124,0
0.2128,0.972808226838513,2,0,0.2128,0
0.2132,0.973387258470367,2,0,0.2132,0
0.2136,0.973960141659269,2,0,0.2136,0
0.214,0.974526872786577,2,0,0.214,0
0.2144,0.975087448272509,2,0,0.2144,0
0.2148,0.975641864576166,2,0,0.2148,0
0.2152,0.976190118195553,2,0,0.2152,0
0.2156,0.976732205667602,2,0,0.2156,0
0.216,0.977268123568193,2,0,0.216,0
0.2164,0.97779786851218,2,0,0.2164,0
0.2168,0.978321437153403,2,0,0.2168,0
0.2172,0.97883882618472,2,0,0.2172,0
0.2176,0.97935003233802,2,0,0.2176,0
0.218,0.979855052384247,2,0,0.218,0
0.2184,0.98035388313342,2,0,0.2184,0
0.2188,0.980846521434652,2,0,0.2188,0
0.2192,0.981332964176174,2,0,0.2192,0
0.2196,0.981813208285347,2,0,0.2196,0
0.22,0.982287250728689,2,0,0.22,0
0.2204,0.98275508851189,2,0,0.2204,0
0.2208,0.983216718679833,2,0,0.2208,0
0.2212,0.983672138316611,2,0,0.2212,0
0.2216,0.984121344545545,2,0,0.2216,0
0.222,0.984564334529205,2,0,0.222,0
0.2224,0.985001105469426,2,0,0.2224,0
0.2228,0.985431654607325,2,0,0.2228,0
0.2232,0.985855979223319,2,0,0.2232,0
0.2236,0.986274076637143,2,0,0.2236,0
0.224,0.986685944207868,2,0,0.224,0
0.2244,0.987091579333913,2,0,0.2244,0
0.2248,0.987490979453068,2,0,0.2248,0
0.2252,0.987884142042502,2,0,0.2252,0
0.2256,0.988271064618789,2,0,0.2256,0
0.226,0.988651744737914,2,0,0.226,0
0.2264,0.989026179995295,2,0,0.2264,0
0.2268,0.989394368025796,2,0,0.2268,0
0.2272,0.989756306503741,2,0,0.2272,0
0.2276,0.990111993142929,2,0,0.2276,0
0.228,0.990461425696651,2,0,0.228,0
0.2284,0.990804601957701,2,0,0.2284,0
0.2288,0.99114151975839,2,0,0.2288,0
0.2292,0.991472176970564,2,0,0.2292,0
0.2296,0.99179657150561,2,0,0.2296,0
0.23,0.992114701314478,2,0,0.23,0
0.2304,0.992426564387686,2,0,0.2304,0
0.2308,0.992732158755337,2,0,0.2308,0
0.2312,0.993031482487132,2,0,0.2312,0
0.2316,0.99332453369238,2,0,0.2316,0
0.232,0.993611310520008,2,0,0.232,0
0.2324,0.99389181115858,2,0,0.2324,0
0.2328,0.994166033836301,2,0,0.2328,0
0.2332,0.994433976821031,2,0,0.2332,0
0.2336,0.994695638420296,2,0,0.2336,0
