"time","change1.u","edge1.u","fallingEdge.not_u","hysteresis.y","onOffController.y","pre1.u","rSFlipFlop.pre.u","table1.y","table2.y","timer.entryTime","triggeredTrapezoid.T","triggeredTrapezoid.endValue","triggeredTrapezoid.rate","triggeredTrapezoid.y","zeroCrossing.disable","zeroCrossing.enable","zeroCrossing.u_pos"
0.064,0,0,1,0,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.066,0,0,1,0,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.068,0,0,1,0,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.07,0,0,1,0,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.072,0,0,1,0,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.074,0,0,1,0,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.076,0,0,1,0,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.078,0,0,1,0,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.08,0,0,1,0,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.0804306232551663,0,0,1,0,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.0804306232551663,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.082,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.084,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.086,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.088,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.09,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.092,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.094,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.096,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.098,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.1,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.102,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.104,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.106,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.108,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.11,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.112,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.114,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.116,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.118,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.12,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.122,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.124,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.126,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.128,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.13,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.132,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.134,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.136,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.138,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.14,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.142,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.144,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.146,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.148,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.15,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.152,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.154,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.156,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.158,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.16,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.162,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.164,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.166,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.168,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.17,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.172,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.174,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.176,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.178,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.18,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.182,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.184,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.186,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.188,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.19,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.192,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.194,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.196,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.198,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.2,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.202,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.204,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.206,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.208,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.21,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.212,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.214,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.216,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.218,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.22,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.222,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.224,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.226,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.228,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.23,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.232,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.234,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.236,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.238,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.24,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.242,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.244,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.246,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.248,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.25,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.252,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.254,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.256,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.258,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.26,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.262,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.264,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.266,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.268,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.27,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.272,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.274,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.276,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.278,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.28,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.282,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.284,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.286,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.288,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.29,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.292,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.294,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.296,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.298,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.3,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.302,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.304,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.306,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.308,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.31,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.312,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.314,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.316,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.318,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.32,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.322,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.324,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.326,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.328,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.33,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.332,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.334,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.336,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.338,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.34,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.342,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.344,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.346,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.348,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.35,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.352,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.354,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.356,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.358,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.36,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.362,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.364,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.366,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.368,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.37,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.372,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.374,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.376,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.378,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.38,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.382,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.384,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.386,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.388,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.39,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.392,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.394,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.396,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.398,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.4,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.402,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.404,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.406,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.408,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.41,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.412,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.414,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.416,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.418,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.42,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.422,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.424,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.426,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.428,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.43,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.432,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.434,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.436,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.438,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.44,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.442,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.444,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.446,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.448,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.45,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.452,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.454,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.456,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.458,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.46,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.462,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.464,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.466,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.468,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.47,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.472,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.474,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.476,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.478,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.48,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.482,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.484,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.486,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.488,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.49,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.492,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.494,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.496,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.498,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.5,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.502,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.504,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.506,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.508,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.51,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.512,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.514,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.516,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.518,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.52,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.522,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.524,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.526,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.528,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.53,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.532,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.534,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.536,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.538,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.54,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.542,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.544,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.546,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.548,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.55,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.552,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.554,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.556,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.558,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.56,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.562,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.564,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.566,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.568,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.57,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.572,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.574,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.576,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.578,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.58,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.582,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.584,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.586,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.588,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.59,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.592,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.594,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.596,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.598,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.6,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.602,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.604,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.606,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.608,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.61,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.612,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.614,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.616,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.618,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.62,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.622,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.624,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.626,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.628,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.63,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.632,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.634,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.636,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.638,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.64,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.642,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.644,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.646,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.648,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.65,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.652,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.654,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.656,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.658,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.66,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.662,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.664,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.666,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.668,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.67,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.672,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.674,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.676,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.678,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
0.68,0,0,1,1,1,1,0,0,0,0,0,0,-2,0,0,1,1
