"time","delay.inertialDelaySensitive[1].x","delay.inertialDelaySensitive[1].y","delay.inertialDelaySensitive[2].x","delay.inertialDelaySensitive[2].y","delay.inertialDelaySensitive[3].x","delay.inertialDelaySensitive[3].y"
0.332,3,1,3,1,3,1
0.334,3,1,3,1,3,1
0.336,3,1,3,1,3,1
0.338,3,1,3,1,3,1
0.34,3,1,3,1,3,1
0.342,3,1,3,1,3,1
0.344,3,1,3,1,3,1
0.346,3,1,3,1,3,1
0.348,3,1,3,1,3,1
0.35,3,1,3,1,3,1
0.352,3,1,3,1,3,1
0.354,3,1,3,1,3,1
0.356,3,1,3,1,3,1
0.358,3,1,3,1,3,1
0.36,3,1,3,1,3,1
0.362,3,1,3,1,3,1
0.364,3,1,3,1,3,1
0.366,3,1,3,1,3,1
0.368,3,1,3,1,3,1
0.37,3,1,3,1,3,1
0.372,3,1,3,1,3,1
0.374,3,1,3,1,3,1
0.376,3,1,3,1,3,1
0.378,3,1,3,1,3,1
0.38,3,1,3,1,3,1
0.382,3,1,3,1,3,1
0.384,3,1,3,1,3,1
0.386,3,1,3,1,3,1
0.388,3,1,3,1,3,1
0.39,3,1,3,1,3,1
0.392,3,1,3,1,3,1
0.394,3,1,3,1,3,1
0.396,3,1,3,1,3,1
0.398,3,1,3,1,3,1
0.4,3,1,3,1,3,1
0.402,3,1,3,1,3,1
0.404,3,1,3,1,3,1
0.406,3,1,3,1,3,1
0.408,3,1,3,1,3,1
0.41,3,1,3,1,3,1
0.412,3,1,3,1,3,1
0.414,3,1,3,1,3,1
0.416,3,1,3,1,3,1
0.418,3,1,3,1,3,1
0.42,3,1,3,1,3,1
0.422,3,1,3,1,3,1
0.424,3,1,3,1,3,1
0.426,3,1,3,1,3,1
0.428,3,1,3,1,3,1
0.43,3,1,3,1,3,1
0.432,3,1,3,1,3,1
0.434,3,1,3,1,3,1
0.436,3,1,3,1,3,1
0.438,3,1,3,1,3,1
0.44,3,1,3,1,3,1
0.442,3,1,3,1,3,1
0.444,3,1,3,1,3,1
0.446,3,1,3,1,3,1
0.448,3,1,3,1,3,1
0.45,3,1,3,1,3,1
0.452,3,1,3,1,3,1
0.454,3,1,3,1,3,1
0.456,3,1,3,1,3,1
0.458,3,1,3,1,3,1
0.46,3,1,3,1,3,1
0.462,3,1,3,1,3,1
0.464,3,1,3,1,3,1
0.466,3,1,3,1,3,1
0.468,3,1,3,1,3,1
0.47,3,1,3,1,3,1
0.472,3,1,3,1,3,1
0.474,3,1,3,1,3,1
0.476,3,1,3,1,3,1
0.478,3,1,3,1,3,1
0.48,3,1,3,1,3,1
0.482,3,1,3,1,3,1
0.484,3,1,3,1,3,1
0.486,3,1,3,1,3,1
0.488,3,1,3,1,3,1
0.49,3,1,3,1,3,1
0.492,3,1,3,1,3,1
0.494,3,1,3,1,3,1
0.496,3,1,3,1,3,1
0.498,3,1,3,1,3,1
0.5,3,1,3,1,3,1
0.502,3,1,3,1,3,1
0.504,3,1,3,1,3,1
0.506,3,1,3,1,3,1
0.508,3,1,3,1,3,1
0.51,3,1,3,1,3,1
0.512,3,1,3,1,3,1
0.514,3,1,3,1,3,1
0.516,3,1,3,1,3,1
0.518,3,1,3,1,3,1
0.52,3,1,3,1,3,1
0.522,3,1,3,1,3,1
0.524,3,1,3,1,3,1
0.526,3,1,3,1,3,1
0.528,3,1,3,1,3,1
0.53,3,1,3,1,3,1
0.532,3,1,3,1,3,1
0.534,3,1,3,1,3,1
0.536,3,1,3,1,3,1
0.538,3,1,3,1,3,1
0.54,3,1,3,1,3,1
0.542,3,1,3,1,3,1
0.544,3,1,3,1,3,1
0.546,3,1,3,1,3,1
0.548,3,1,3,1,3,1
0.55,3,1,3,1,3,1
0.552,3,1,3,1,3,1
0.554,3,1,3,1,3,1
0.556,3,1,3,1,3,1
0.558,3,1,3,1,3,1
0.56,3,1,3,1,3,1
0.562,3,1,3,1,3,1
0.564,3,1,3,1,3,1
0.566,3,1,3,1,3,1
0.568,3,1,3,1,3,1
0.57,3,1,3,1,3,1
0.572,3,1,3,1,3,1
0.574,3,1,3,1,3,1
0.576,3,1,3,1,3,1
0.578,3,1,3,1,3,1
0.58,3,1,3,1,3,1
0.582,3,1,3,1,3,1
0.584,3,1,3,1,3,1
0.586,3,1,3,1,3,1
0.588,3,1,3,1,3,1
0.59,3,1,3,1,3,1
0.592,3,1,3,1,3,1
0.594,3,1,3,1,3,1
0.596,3,1,3,1,3,1
0.598,3,1,3,1,3,1
0.6,3,1,3,1,3,1
0.602,3,1,3,1,3,1
0.604,3,1,3,1,3,1
0.606,3,1,3,1,3,1
0.608,3,1,3,1,3,1
0.61,3,1,3,1,3,1
0.612,3,1,3,1,3,1
0.614,3,1,3,1,3,1
0.616,3,1,3,1,3,1
0.618,3,1,3,1,3,1
0.62,3,1,3,1,3,1
0.622,3,1,3,1,3,1
0.624,3,1,3,1,3,1
0.626,3,1,3,1,3,1
0.628,3,1,3,1,3,1
0.63,3,1,3,1,3,1
0.632,3,1,3,1,3,1
0.634,3,1,3,1,3,1
0.636,3,1,3,1,3,1
0.638,3,1,3,1,3,1
0.64,3,1,3,1,3,1
0.642,3,1,3,1,3,1
0.644,3,1,3,1,3,1
0.646,3,1,3,1,3,1
0.648,3,1,3,1,3,1
0.65,3,1,3,1,3,1
0.652,3,1,3,1,3,1
0.654,3,1,3,1,3,1
0.656,3,1,3,1,3,1
0.658,3,1,3,1,3,1
0.66,3,1,3,1,3,1
0.662,3,1,3,1,3,1
0.664,3,1,3,1,3,1
0.666,3,1,3,1,3,1
0.668,3,1,3,1,3,1
0.67,3,1,3,1,3,1
0.672,3,1,3,1,3,1
0.674,3,1,3,1,3,1
0.676,3,1,3,1,3,1
0.678,3,1,3,1,3,1
0.68,3,1,3,1,3,1
0.682,3,1,3,1,3,1
0.684,3,1,3,1,3,1
0.686,3,1,3,1,3,1
0.688,3,1,3,1,3,1
0.69,3,1,3,1,3,1
0.692,3,1,3,1,3,1
0.694,3,1,3,1,3,1
0.696,3,1,3,1,3,1
0.698,3,1,3,1,3,1
0.7,3,1,3,1,3,1
0.702,3,1,3,1,3,1
0.704,3,1,3,1,3,1
0.706,3,1,3,1,3,1
0.708,3,1,3,1,3,1
0.71,3,1,3,1,3,1
0.712,3,1,3,1,3,1
0.714,3,1,3,1,3,1
0.716,3,1,3,1,3,1
0.718,3,1,3,1,3,1
0.72,3,1,3,1,3,1
0.722,3,1,3,1,3,1
0.724,3,1,3,1,3,1
0.726,3,1,3,1,3,1
0.728,3,1,3,1,3,1
0.73,3,1,3,1,3,1
0.732,3,1,3,1,3,1
0.734,3,1,3,1,3,1
0.736,3,1,3,1,3,1
0.738,3,1,3,1,3,1
0.74,3,1,3,1,3,1
0.742,3,1,3,1,3,1
0.744,3,1,3,1,3,1
0.746,3,1,3,1,3,1
0.748,3,1,3,1,3,1
0.75,3,1,3,1,3,1
0.752,3,1,3,1,3,1
0.754,3,1,3,1,3,1
0.756,3,1,3,1,3,1
0.758,3,1,3,1,3,1
0.76,3,1,3,1,3,1
0.762,3,1,3,1,3,1
0.764,3,1,3,1,3,1
0.766,3,1,3,1,3,1
0.768,3,1,3,1,3,1
0.77,3,1,3,1,3,1
0.772,3,1,3,1,3,1
0.774,3,1,3,1,3,1
0.776,3,1,3,1,3,1
0.778,3,1,3,1,3,1
0.78,3,1,3,1,3,1
0.782,3,1,3,1,3,1
0.784,3,1,3,1,3,1
0.786,3,1,3,1,3,1
0.788,3,1,3,1,3,1
0.79,3,1,3,1,3,1
0.792,3,1,3,1,3,1
0.794,3,1,3,1,3,1
0.796,3,1,3,1,3,1
0.798,3,1,3,1,3,1
0.8,3,1,3,1,3,1
0.802,3,1,3,1,3,1
0.804,3,1,3,1,3,1
0.806,3,1,3,1,3,1
0.808,3,1,3,1,3,1
0.81,3,1,3,1,3,1
0.812,3,1,3,1,3,1
0.814,3,1,3,1,3,1
0.816,3,1,3,1,3,1
0.818,3,1,3,1,3,1
0.82,3,1,3,1,3,1
0.822,3,1,3,1,3,1
0.824,3,1,3,1,3,1
0.826,3,1,3,1,3,1
0.828,3,1,3,1,3,1
0.83,3,1,3,1,3,1
0.832,3,1,3,1,3,1
0.834,3,1,3,1,3,1
0.836,3,1,3,1,3,1
0.838,3,1,3,1,3,1
0.84,3,1,3,1,3,1
0.842,3,1,3,1,3,1
0.844,3,1,3,1,3,1
0.846,3,1,3,1,3,1
0.848,3,1,3,1,3,1
0.85,3,1,3,1,3,1
0.852,3,1,3,1,3,1
0.854,3,1,3,1,3,1
0.856,3,1,3,1,3,1
0.858,3,1,3,1,3,1
0.86,3,1,3,1,3,1
0.862,3,1,3,1,3,1
0.864,3,1,3,1,3,1
0.866,3,1,3,1,3,1
0.868,3,1,3,1,3,1
0.87,3,1,3,1,3,1
0.872,3,1,3,1,3,1
0.874,3,1,3,1,3,1
0.876,3,1,3,1,3,1
0.878,3,1,3,1,3,1
0.88,3,1,3,1,3,1
0.882,3,1,3,1,3,1
0.884,3,1,3,1,3,1
0.886,3,1,3,1,3,1
0.888,3,1,3,1,3,1
0.89,3,1,3,1,3,1
0.892,3,1,3,1,3,1
0.894,3,1,3,1,3,1
0.896,3,1,3,1,3,1
0.898,3,1,3,1,3,1
0.9,3,1,3,1,3,1
0.902,3,1,3,1,3,1
0.904,3,1,3,1,3,1
0.906,3,1,3,1,3,1
0.908,3,1,3,1,3,1
0.91,3,1,3,1,3,1
0.912,3,1,3,1,3,1
0.914,3,1,3,1,3,1
0.916,3,1,3,1,3,1
0.918,3,1,3,1,3,1
0.92,3,1,3,1,3,1
0.922,3,1,3,1,3,1
0.924,3,1,3,1,3,1
0.926,3,1,3,1,3,1
0.928,3,1,3,1,3,1
0.93,3,1,3,1,3,1
0.932,3,1,3,1,3,1
0.934,3,1,3,1,3,1
0.936,3,1,3,1,3,1
0.938,3,1,3,1,3,1
0.94,3,1,3,1,3,1
0.942,3,1,3,1,3,1
0.944,3,1,3,1,3,1
0.946,3,1,3,1,3,1
0.948,3,1,3,1,3,1
0.95,3,1,3,1,3,1
0.952,3,1,3,1,3,1
0.954,3,1,3,1,3,1
0.956,3,1,3,1,3,1
0.958,3,1,3,1,3,1
0.96,3,1,3,1,3,1
0.962,3,1,3,1,3,1
0.964,3,1,3,1,3,1
0.966,3,1,3,1,3,1
0.968,3,1,3,1,3,1
0.97,3,1,3,1,3,1
0.972,3,1,3,1,3,1
0.974,3,1,3,1,3,1
0.976,3,1,3,1,3,1
0.978,3,1,3,1,3,1
0.98,3,1,3,1,3,1
0.982,3,1,3,1,3,1
0.984,3,1,3,1,3,1
0.986,3,1,3,1,3,1
0.988,3,1,3,1,3,1
0.99,3,1,3,1,3,1
0.992,3,1,3,1,3,1
0.994,3,1,3,1,3,1
0.996,3,1,3,1,3,1
0.998,3,1,3,1,3,1
1,3,1,3,1,3,1
1,4,1,4,1,4,1
1.002,4,1,4,1,4,1
1.004,4,1,4,1,4,1
1.006,4,1,4,1,4,1
1.008,4,1,4,1,4,1
1.01,4,1,4,1,4,1
1.012,4,1,4,1,4,1
1.014,4,1,4,1,4,1
1.016,4,1,4,1,4,1
1.018,4,1,4,1,4,1
1.02,4,1,4,1,4,1
1.022,4,1,4,1,4,1
1.024,4,1,4,1,4,1
1.026,4,1,4,1,4,1
1.028,4,1,4,1,4,1
1.03,4,1,4,1,4,1
1.032,4,1,4,1,4,1
1.034,4,1,4,1,4,1
1.036,4,1,4,1,4,1
1.038,4,1,4,1,4,1
1.04,4,1,4,1,4,1
1.042,4,1,4,1,4,1
1.044,4,1,4,1,4,1
1.046,4,1,4,1,4,1
1.048,4,1,4,1,4,1
1.05,4,1,4,1,4,1
1.052,4,1,4,1,4,1
1.054,4,1,4,1,4,1
1.056,4,1,4,1,4,1
1.058,4,1,4,1,4,1
1.06,4,1,4,1,4,1
1.062,4,1,4,1,4,1
1.064,4,1,4,1,4,1
1.066,4,1,4,1,4,1
1.068,4,1,4,1,4,1
1.07,4,1,4,1,4,1
1.072,4,1,4,1,4,1
1.074,4,1,4,1,4,1
1.076,4,1,4,1,4,1
1.078,4,1,4,1,4,1
1.08,4,1,4,1,4,1
1.082,4,1,4,1,4,1
1.084,4,1,4,1,4,1
1.086,4,1,4,1,4,1
1.088,4,1,4,1,4,1
1.09,4,1,4,1,4,1
1.092,4,1,4,1,4,1
1.094,4,1,4,1,4,1
1.096,4,1,4,1,4,1
1.098,4,1,4,1,4,1
1.1,4,1,4,1,4,1
1.102,4,1,4,1,4,1
1.104,4,1,4,1,4,1
1.106,4,1,4,1,4,1
1.108,4,1,4,1,4,1
1.11,4,1,4,1,4,1
1.112,4,1,4,1,4,1
1.114,4,1,4,1,4,1
1.116,4,1,4,1,4,1
1.118,4,1,4,1,4,1
1.12,4,1,4,1,4,1
1.122,4,1,4,1,4,1
1.124,4,1,4,1,4,1
1.126,4,1,4,1,4,1
1.128,4,1,4,1,4,1
1.13,4,1,4,1,4,1
1.132,4,1,4,1,4,1
1.134,4,1,4,1,4,1
1.136,4,1,4,1,4,1
1.138,4,1,4,1,4,1
1.14,4,1,4,1,4,1
1.142,4,1,4,1,4,1
1.144,4,1,4,1,4,1
1.146,4,1,4,1,4,1
1.148,4,1,4,1,4,1
1.15,4,1,4,1,4,1
1.152,4,1,4,1,4,1
1.154,4,1,4,1,4,1
1.156,4,1,4,1,4,1
1.158,4,1,4,1,4,1
1.16,4,1,4,1,4,1
1.162,4,1,4,1,4,1
1.164,4,1,4,1,4,1
1.166,4,1,4,1,4,1
1.168,4,1,4,1,4,1
1.17,4,1,4,1,4,1
1.172,4,1,4,1,4,1
1.174,4,1,4,1,4,1
1.176,4,1,4,1,4,1
1.178,4,1,4,1,4,1
1.18,4,1,4,1,4,1
1.182,4,1,4,1,4,1
1.184,4,1,4,1,4,1
1.186,4,1,4,1,4,1
1.188,4,1,4,1,4,1
1.19,4,1,4,1,4,1
1.192,4,1,4,1,4,1
1.194,4,1,4,1,4,1
1.196,4,1,4,1,4,1
1.198,4,1,4,1,4,1
1.2,4,1,4,1,4,1
1.202,4,1,4,1,4,1
1.204,4,1,4,1,4,1
1.206,4,1,4,1,4,1
1.208,4,1,4,1,4,1
1.21,4,1,4,1,4,1
1.212,4,1,4,1,4,1
1.214,4,1,4,1,4,1
1.216,4,1,4,1,4,1
1.218,4,1,4,1,4,1
1.22,4,1,4,1,4,1
1.222,4,1,4,1,4,1
1.224,4,1,4,1,4,1
1.226,4,1,4,1,4,1
1.228,4,1,4,1,4,1
1.23,4,1,4,1,4,1
1.232,4,1,4,1,4,1
1.234,4,1,4,1,4,1
1.236,4,1,4,1,4,1
1.238,4,1,4,1,4,1
1.24,4,1,4,1,4,1
1.242,4,1,4,1,4,1
1.244,4,1,4,1,4,1
1.246,4,1,4,1,4,1
1.248,4,1,4,1,4,1
1.25,4,1,4,1,4,1
1.252,4,1,4,1,4,1
1.254,4,1,4,1,4,1
1.256,4,1,4,1,4,1
1.258,4,1,4,1,4,1
1.26,4,1,4,1,4,1
1.262,4,1,4,1,4,1
1.264,4,1,4,1,4,1
1.266,4,1,4,1,4,1
1.268,4,1,4,1,4,1
1.27,4,1,4,1,4,1
1.272,4,1,4,1,4,1
1.274,4,1,4,1,4,1
1.276,4,1,4,1,4,1
1.278,4,1,4,1,4,1
1.28,4,1,4,1,4,1
1.282,4,1,4,1,4,1
1.284,4,1,4,1,4,1
1.286,4,1,4,1,4,1
1.288,4,1,4,1,4,1
1.29,4,1,4,1,4,1
1.292,4,1,4,1,4,1
1.294,4,1,4,1,4,1
1.296,4,1,4,1,4,1
1.298,4,1,4,1,4,1
1.3,4,1,4,1,4,1
1.302,4,1,4,1,4,1
1.304,4,1,4,1,4,1
1.306,4,1,4,1,4,1
1.308,4,1,4,1,4,1
1.31,4,1,4,1,4,1
1.312,4,1,4,1,4,1
1.314,4,1,4,1,4,1
1.316,4,1,4,1,4,1
1.318,4,1,4,1,4,1
1.32,4,1,4,1,4,1
1.322,4,1,4,1,4,1
1.324,4,1,4,1,4,1
1.326,4,1,4,1,4,1
1.328,4,1,4,1,4,1
1.33,4,1,4,1,4,1
1.332,4,1,4,1,4,1
1.334,4,1,4,1,4,1
1.336,4,1,4,1,4,1
1.338,4,1,4,1,4,1
1.34,4,1,4,1,4,1
1.342,4,1,4,1,4,1
1.344,4,1,4,1,4,1
1.346,4,1,4,1,4,1
1.348,4,1,4,1,4,1
1.35,4,1,4,1,4,1
1.352,4,1,4,1,4,1
1.354,4,1,4,1,4,1
1.356,4,1,4,1,4,1
1.358,4,1,4,1,4,1
1.36,4,1,4,1,4,1
1.362,4,1,4,1,4,1
1.364,4,1,4,1,4,1
1.366,4,1,4,1,4,1
1.368,4,1,4,1,4,1
1.37,4,1,4,1,4,1
1.372,4,1,4,1,4,1
1.374,4,1,4,1,4,1
1.376,4,1,4,1,4,1
1.378,4,1,4,1,4,1
1.38,4,1,4,1,4,1
1.382,4,1,4,1,4,1
1.384,4,1,4,1,4,1
1.386,4,1,4,1,4,1
1.388,4,1,4,1,4,1
1.39,4,1,4,1,4,1
1.392,4,1,4,1,4,1
1.394,4,1,4,1,4,1
1.396,4,1,4,1,4,1
1.398,4,1,4,1,4,1
1.4,4,1,4,1,4,1
1.402,4,1,4,1,4,1
1.404,4,1,4,1,4,1
1.406,4,1,4,1,4,1
1.408,4,1,4,1,4,1
1.41,4,1,4,1,4,1
1.412,4,1,4,1,4,1
1.414,4,1,4,1,4,1
1.416,4,1,4,1,4,1
1.418,4,1,4,1,4,1
1.42,4,1,4,1,4,1
1.422,4,1,4,1,4,1
1.424,4,1,4,1,4,1
1.426,4,1,4,1,4,1
1.428,4,1,4,1,4,1
1.43,4,1,4,1,4,1
1.432,4,1,4,1,4,1
1.434,4,1,4,1,4,1
1.436,4,1,4,1,4,1
1.438,4,1,4,1,4,1
1.44,4,1,4,1,4,1
1.442,4,1,4,1,4,1
1.444,4,1,4,1,4,1
1.446,4,1,4,1,4,1
1.448,4,1,4,1,4,1
1.45,4,1,4,1,4,1
1.452,4,1,4,1,4,1
1.454,4,1,4,1,4,1
1.456,4,1,4,1,4,1
1.458,4,1,4,1,4,1
1.46,4,1,4,1,4,1
1.462,4,1,4,1,4,1
1.464,4,1,4,1,4,1
1.466,4,1,4,1,4,1
1.468,4,1,4,1,4,1
1.47,4,1,4,1,4,1
1.472,4,1,4,1,4,1
1.474,4,1,4,1,4,1
1.476,4,1,4,1,4,1
1.478,4,1,4,1,4,1
1.48,4,1,4,1,4,1
1.482,4,1,4,1,4,1
1.484,4,1,4,1,4,1
1.486,4,1,4,1,4,1
1.488,4,1,4,1,4,1
1.49,4,1,4,1,4,1
1.492,4,1,4,1,4,1
1.494,4,1,4,1,4,1
1.496,4,1,4,1,4,1
1.498,4,1,4,1,4,1
1.5,4,1,4,1,4,1
1.502,4,1,4,1,4,1
1.504,4,1,4,1,4,1
1.506,4,1,4,1,4,1
1.508,4,1,4,1,4,1
1.51,4,1,4,1,4,1
1.512,4,1,4,1,4,1
1.514,4,1,4,1,4,1
1.516,4,1,4,1,4,1
1.518,4,1,4,1,4,1
1.52,4,1,4,1,4,1
1.522,4,1,4,1,4,1
1.524,4,1,4,1,4,1
1.526,4,1,4,1,4,1
1.528,4,1,4,1,4,1
1.53,4,1,4,1,4,1
1.532,4,1,4,1,4,1
1.534,4,1,4,1,4,1
1.536,4,1,4,1,4,1
1.538,4,1,4,1,4,1
1.54,4,1,4,1,4,1
1.542,4,1,4,1,4,1
1.544,4,1,4,1,4,1
1.546,4,1,4,1,4,1
1.548,4,1,4,1,4,1
1.55,4,1,4,1,4,1
1.552,4,1,4,1,4,1
1.554,4,1,4,1,4,1
1.556,4,1,4,1,4,1
1.558,4,1,4,1,4,1
1.56,4,1,4,1,4,1
1.562,4,1,4,1,4,1
1.564,4,1,4,1,4,1
1.566,4,1,4,1,4,1
1.568,4,1,4,1,4,1
1.57,4,1,4,1,4,1
1.572,4,1,4,1,4,1
1.574,4,1,4,1,4,1
1.576,4,1,4,1,4,1
1.578,4,1,4,1,4,1
1.58,4,1,4,1,4,1
1.582,4,1,4,1,4,1
1.584,4,1,4,1,4,1
1.586,4,1,4,1,4,1
1.588,4,1,4,1,4,1
1.59,4,1,4,1,4,1
1.592,4,1,4,1,4,1
1.594,4,1,4,1,4,1
1.596,4,1,4,1,4,1
1.598,4,1,4,1,4,1
1.6,4,1,4,1,4,1
1.602,4,1,4,1,4,1
1.604,4,1,4,1,4,1
1.606,4,1,4,1,4,1
1.608,4,1,4,1,4,1
1.61,4,1,4,1,4,1
1.612,4,1,4,1,4,1
1.614,4,1,4,1,4,1
1.616,4,1,4,1,4,1
1.618,4,1,4,1,4,1
1.62,4,1,4,1,4,1
1.622,4,1,4,1,4,1
1.624,4,1,4,1,4,1
1.626,4,1,4,1,4,1
1.628,4,1,4,1,4,1
1.63,4,1,4,1,4,1
1.632,4,1,4,1,4,1
1.634,4,1,4,1,4,1
1.636,4,1,4,1,4,1
1.638,4,1,4,1,4,1
1.64,4,1,4,1,4,1
1.642,4,1,4,1,4,1
1.644,4,1,4,1,4,1
1.646,4,1,4,1,4,1
1.648,4,1,4,1,4,1
1.65,4,1,4,1,4,1
1.652,4,1,4,1,4,1
1.654,4,1,4,1,4,1
1.656,4,1,4,1,4,1
1.658,4,1,4,1,4,1
1.66,4,1,4,1,4,1
1.662,4,1,4,1,4,1
1.664,4,1,4,1,4,1
1.666,4,1,4,1,4,1
1.668,4,1,4,1,4,1
1.67,4,1,4,1,4,1
1.672,4,1,4,1,4,1
1.674,4,1,4,1,4,1
1.676,4,1,4,1,4,1
1.678,4,1,4,1,4,1
1.68,4,1,4,1,4,1
1.682,4,1,4,1,4,1
1.684,4,1,4,1,4,1
1.686,4,1,4,1,4,1
1.688,4,1,4,1,4,1
1.69,4,1,4,1,4,1
1.692,4,1,4,1,4,1
1.694,4,1,4,1,4,1
1.696,4,1,4,1,4,1
1.698,4,1,4,1,4,1
1.7,4,1,4,1,4,1
1.702,4,1,4,1,4,1
1.704,4,1,4,1,4,1
1.706,4,1,4,1,4,1
1.708,4,1,4,1,4,1
1.71,4,1,4,1,4,1
1.712,4,1,4,1,4,1
1.714,4,1,4,1,4,1
1.716,4,1,4,1,4,1
1.718,4,1,4,1,4,1
