"time","cylinder1.H","cylinder1.m","cylinder2.H","springDamper.s_rel","springDamper.v_rel"
0.0595,156.575,0.5,156.575,0.5,0
0.06,156.575,0.5,156.575,0.5,0
0.0605,156.575,0.5,156.575,0.5,0
0.061,156.575,0.5,156.575,0.5,0
0.0615,156.575,0.5,156.575,0.5,0
0.062,156.575,0.5,156.575,0.5,0
0.0625,156.575,0.5,156.575,0.5,0
0.063,156.575,0.5,156.575,0.5,0
0.0635,156.575,0.5,156.575,0.5,0
0.064,156.575,0.5,156.575,0.5,0
0.0645,156.575,0.5,156.575,0.5,0
0.065,156.575,0.5,156.575,0.5,0
0.0655,156.575,0.5,156.575,0.5,0
0.066,156.575,0.5,156.575,0.5,0
0.0665,156.575,0.5,156.575,0.5,0
0.067,156.575,0.5,156.575,0.5,0
0.0675,156.575,0.5,156.575,0.5,0
0.068,156.575,0.5,156.575,0.5,0
0.0685,156.575,0.5,156.575,0.5,0
0.069,156.575,0.5,156.575,0.5,0
0.0695,156.575,0.5,156.575,0.5,0
0.07,156.575,0.5,156.575,0.5,0
0.0705,156.575,0.5,156.575,0.5,0
0.071,156.575,0.5,156.575,0.5,0
0.0715,156.575,0.5,156.575,0.5,0
0.072,156.575,0.5,156.575,0.5,0
0.0725,156.575,0.5,156.575,0.5,0
0.073,156.575,0.5,156.575,0.5,0
0.0735,156.575,0.5,156.575,0.5,0
0.074,156.575,0.5,156.575,0.5,0
0.0745,156.575,0.5,156.575,0.5,0
0.075,156.575,0.5,156.575,0.5,0
0.0755,156.575,0.5,156.575,0.5,0
0.076,156.575,0.5,156.575,0.5,0
0.0765,156.575,0.5,156.575,0.5,0
0.077,156.575,0.5,156.575,0.5,0
0.0775,156.575,0.5,156.575,0.5,0
0.078,156.575,0.5,156.575,0.5,0
0.0785,156.575,0.5,156.575,0.5,0
0.079,156.575,0.5,156.575,0.5,0
0.0795,156.575,0.5,156.575,0.5,0
0.08,156.575,0.5,156.575,0.5,0
0.0805,156.575,0.5,156.575,0.5,0
0.081,156.575,0.5,156.575,0.5,0
0.0815,156.575,0.5,156.575,0.5,0
0.082,156.575,0.5,156.575,0.5,0
0.0825,156.575,0.5,156.575,0.5,0
0.083,156.575,0.5,156.575,0.5,0
0.0835,156.575,0.5,156.575,0.5,0
0.084,156.575,0.5,156.575,0.5,0
0.0845,156.575,0.5,156.575,0.5,0
0.085,156.575,0.5,156.575,0.5,0
0.0855,156.575,0.5,156.575,0.5,0
0.086,156.575,0.5,156.575,0.5,0
0.0865,156.575,0.5,156.575,0.5,0
0.087,156.575,0.5,156.575,0.5,0
0.0875,156.575,0.5,156.575,0.5,0
0.088,156.575,0.5,156.575,0.5,0
0.0885,156.575,0.5,156.575,0.5,0
0.089,156.575,0.5,156.575,0.5,0
0.0895,156.575,0.5,156.575,0.5,0
0.09,156.575,0.5,156.575,0.5,0
0.0905,156.575,0.5,156.575,0.5,0
0.091,156.575,0.5,156.575,0.5,0
0.0915,156.575,0.5,156.575,0.5,0
0.092,156.575,0.5,156.575,0.5,0
0.0925,156.575,0.5,156.575,0.5,0
0.093,156.575,0.5,156.575,0.5,0
0.0935,156.575,0.5,156.575,0.5,0
0.094,156.575,0.5,156.575,0.5,0
0.0945,156.575,0.5,156.575,0.5,0
0.095,156.575,0.5,156.575,0.5,0
0.0955,156.575,0.5,156.575,0.5,0
0.096,156.575,0.5,156.575,0.5,0
0.0965,156.575,0.5,156.575,0.5,0
0.097,156.575,0.5,156.575,0.5,0
0.0975,156.575,0.5,156.575,0.5,0
0.098,156.575,0.5,156.575,0.5,0
0.0985,156.575,0.5,156.575,0.5,0
0.099,156.575,0.5,156.575,0.5,0
0.0995,156.575,0.5,156.575,0.5,0
0.1,156.575,0.5,156.575,0.5,0
0.1005,156.575,0.5,156.575,0.5,0
0.101,156.575,0.5,156.575,0.5,0
0.1015,156.575,0.5,156.575,0.5,0
0.102,156.575,0.5,156.575,0.5,0
0.1025,156.575,0.5,156.575,0.5,0
0.103,156.575,0.5,156.575,0.5,0
0.1035,156.575,0.5,156.575,0.5,0
0.104,156.575,0.5,156.575,0.5,0
0.1045,156.575,0.5,156.575,0.5,0
0.105,156.575,0.5,156.575,0.5,0
0.1055,156.575,0.5,156.575,0.5,0
0.106,156.575,0.5,156.575,0.5,0
0.1065,156.575,0.5,156.575,0.5,0
0.107,156.575,0.5,156.575,0.5,0
0.1075,156.575,0.5,156.575,0.5,0
0.108,156.575,0.5,156.575,0.5,0
0.1085,156.575,0.5,156.575,0.5,0
0.109,156.575,0.5,156.575,0.5,0
0.1095,156.575,0.5,156.575,0.5,0
0.11,156.575,0.5,156.575,0.5,0
0.1105,156.575,0.5,156.575,0.5,0
0.111,156.575,0.5,156.575,0.5,0
0.1115,156.575,0.5,156.575,0.5,0
0.112,156.575,0.5,156.575,0.5,0
0.1125,156.575,0.5,156.575,0.5,0
0.113,156.575,0.5,156.575,0.5,0
0.1135,156.575,0.5,156.575,0.5,0
0.114,156.575,0.5,156.575,0.5,0
0.1145,156.575,0.5,156.575,0.5,0
0.115,156.575,0.5,156.575,0.5,0
0.1155,156.575,0.5,156.575,0.5,0
0.116,156.575,0.5,156.575,0.5,0
0.1165,156.575,0.5,156.575,0.5,0
0.117,156.575,0.5,156.575,0.5,0
0.1175,156.575,0.5,156.575,0.5,0
0.118,156.575,0.5,156.575,0.5,0
0.1185,156.575,0.5,156.575,0.5,0
0.119,156.575,0.5,156.575,0.5,0
0.1195,156.575,0.5,156.575,0.5,0
0.12,156.575,0.5,156.575,0.5,0
0.1205,156.575,0.5,156.575,0.5,0
0.121,156.575,0.5,156.575,0.5,0
0.1215,156.575,0.5,156.575,0.5,0
0.122,156.575,0.5,156.575,0.5,0
0.1225,156.575,0.5,156.575,0.5,0
0.123,156.575,0.5,156.575,0.5,0
0.1235,156.575,0.5,156.575,0.5,0
0.124,156.575,0.5,156.575,0.5,0
0.1245,156.575,0.5,156.575,0.5,0
0.125,156.575,0.5,156.575,0.5,0
0.1255,156.575,0.5,156.575,0.5,0
0.126,156.575,0.5,156.575,0.5,0
0.1265,156.575,0.5,156.575,0.5,0
0.127,156.575,0.5,156.575,0.5,0
0.1275,156.575,0.5,156.575,0.5,0
0.128,156.575,0.5,156.575,0.5,0
0.1285,156.575,0.5,156.575,0.5,0
0.129,156.575,0.5,156.575,0.5,0
0.1295,156.575,0.5,156.575,0.5,0
0.13,156.575,0.5,156.575,0.5,0
0.1305,156.575,0.5,156.575,0.5,0
0.131,156.575,0.5,156.575,0.5,0
0.1315,156.575,0.5,156.575,0.5,0
0.132,156.575,0.5,156.575,0.5,0
0.1325,156.575,0.5,156.575,0.5,0
0.133,156.575,0.5,156.575,0.5,0
0.1335,156.575,0.5,156.575,0.5,0
0.134,156.575,0.5,156.575,0.5,0
0.1345,156.575,0.5,156.575,0.5,0
0.135,156.575,0.5,156.575,0.5,0
0.1355,156.575,0.5,156.575,0.5,0
0.136,156.575,0.5,156.575,0.5,0
0.1365,156.575,0.5,156.575,0.5,0
0.137,156.575,0.5,156.575,0.5,0
0.1375,156.575,0.5,156.575,0.5,0
0.138,156.575,0.5,156.575,0.5,0
0.1385,156.575,0.5,156.575,0.5,0
0.139,156.575,0.5,156.575,0.5,0
0.1395,156.575,0.5,156.575,0.5,0
0.14,156.575,0.5,156.575,0.5,0
0.1405,156.575,0.5,156.575,0.5,0
0.141,156.575,0.5,156.575,0.5,0
0.1415,156.575,0.5,156.575,0.5,0
0.142,156.575,0.5,156.575,0.5,0
0.1425,156.575,0.5,156.575,0.5,0
0.143,156.575,0.5,156.575,0.5,0
0.1435,156.575,0.5,156.575,0.5,0
0.144,156.575,0.5,156.575,0.5,0
0.1445,156.575,0.5,156.575,0.5,0
0.145,156.575,0.5,156.575,0.5,0
0.1455,156.575,0.5,156.575,0.5,0
0.146,156.575,0.5,156.575,0.5,0
0.1465,156.575,0.5,156.575,0.5,0
0.147,156.575,0.5,156.575,0.5,0
0.1475,156.575,0.5,156.575,0.5,0
0.148,156.575,0.5,156.575,0.5,0
0.1485,156.575,0.5,156.575,0.5,0
0.149,156.575,0.5,156.575,0.5,0
0.1495,156.575,0.5,156.575,0.5,0
0.15,156.575,0.5,156.575,0.5,0
0.1505,156.575,0.5,156.575,0.5,0
0.151,156.575,0.5,156.575,0.5,0
0.1515,156.575,0.5,156.575,0.5,0
0.152,156.575,0.5,156.575,0.5,0
0.1525,156.575,0.5,156.575,0.5,0
0.153,156.575,0.5,156.575,0.5,0
0.1535,156.575,0.5,156.575,0.5,0
0.154,156.575,0.5,156.575,0.5,0
0.1545,156.575,0.5,156.575,0.5,0
0.155,156.575,0.5,156.575,0.5,0
0.1555,156.575,0.5,156.575,0.5,0
0.156,156.575,0.5,156.575,0.5,0
0.1565,156.575,0.5,156.575,0.5,0
0.157,156.575,0.5,156.575,0.5,0
0.1575,156.575,0.5,156.575,0.5,0
0.158,156.575,0.5,156.575,0.5,0
0.1585,156.575,0.5,156.575,0.5,0
0.159,156.575,0.5,156.575,0.5,0
0.1595,156.575,0.5,156.575,0.5,0
0.16,156.575,0.5,156.575,0.5,0
0.1605,156.575,0.5,156.575,0.5,0
0.161,156.575,0.5,156.575,0.5,0
0.1615,156.575,0.5,156.575,0.5,0
0.162,156.575,0.5,156.575,0.5,0
0.1625,156.575,0.5,156.575,0.5,0
0.163,156.575,0.5,156.575,0.5,0
0.1635,156.575,0.5,156.575,0.5,0
0.164,156.575,0.5,156.575,0.5,0
0.1645,156.575,0.5,156.575,0.5,0
0.165,156.575,0.5,156.575,0.5,0
0.1655,156.575,0.5,156.575,0.5,0
0.166,156.575,0.5,156.575,0.5,0
0.1665,156.575,0.5,156.575,0.5,0
0.167,156.575,0.5,156.575,0.5,0
0.1675,156.575,0.5,156.575,0.5,0
0.168,156.575,0.5,156.575,0.5,0
0.1685,156.575,0.5,156.575,0.5,0
0.169,156.575,0.5,156.575,0.5,0
0.1695,156.575,0.5,156.575,0.5,0
0.17,156.575,0.5,156.575,0.5,0
0.1705,156.575,0.5,156.575,0.5,0
0.171,156.575,0.5,156.575,0.5,0
0.1715,156.575,0.5,156.575,0.5,0
0.172,156.575,0.5,156.575,0.5,0
0.1725,156.575,0.5,156.575,0.5,0
0.173,156.575,0.5,156.575,0.5,0
0.1735,156.575,0.5,156.575,0.5,0
0.174,156.575,0.5,156.575,0.5,0
0.1745,156.575,0.5,156.575,0.5,0
0.175,156.575,0.5,156.575,0.5,0
0.1755,156.575,0.5,156.575,0.5,0
0.176,156.575,0.5,156.575,0.5,0
0.1765,156.575,0.5,156.575,0.5,0
0.177,156.575,0.5,156.575,0.5,0
0.1775,156.575,0.5,156.575,0.5,0
0.178,156.575,0.5,156.575,0.5,0
0.1785,156.575,0.5,156.575,0.5,0
0.179,156.575,0.5,156.575,0.5,0
0.1795,156.575,0.5,156.575,0.5,0
0.18,156.575,0.5,156.575,0.5,0
0.1805,156.575,0.5,156.575,0.5,0
0.181,156.575,0.5,156.575,0.5,0
0.1815,156.575,0.5,156.575,0.5,0
0.182,156.575,0.5,156.575,0.5,0
0.1825,156.575,0.5,156.575,0.5,0
0.183,156.575,0.5,156.575,0.5,0
0.1835,156.575,0.5,156.575,0.5,0
0.184,156.575,0.5,156.575,0.5,0
0.1845,156.575,0.5,156.575,0.5,0
0.185,156.575,0.5,156.575,0.5,0
0.1855,156.575,0.5,156.575,0.5,0
0.186,156.575,0.5,156.575,0.5,0
0.1865,156.575,0.5,156.575,0.5,0
0.187,156.575,0.5,156.575,0.5,0
0.1875,156.575,0.5,156.575,0.5,0
0.188,156.575,0.5,156.575,0.5,0
0.1885,156.575,0.5,156.575,0.5,0
0.189,156.575,0.5,156.575,0.5,0
0.1895,156.575,0.5,156.575,0.5,0
0.19,156.575,0.5,156.575,0.5,0
0.1905,156.575,0.5,156.575,0.5,0
0.191,156.575,0.5,156.575,0.5,0
0.1915,156.575,0.5,156.575,0.5,0
0.192,156.575,0.5,156.575,0.5,0
0.1925,156.575,0.5,156.575,0.5,0
0.193,156.575,0.5,156.575,0.5,0
0.1935,156.575,0.5,156.575,0.5,0
0.194,156.575,0.5,156.575,0.5,0
0.1945,156.575,0.5,156.575,0.5,0
0.195,156.575,0.5,156.575,0.5,0
0.1955,156.575,0.5,156.575,0.5,0
0.196,156.575,0.5,156.575,0.5,0
0.1965,156.575,0.5,156.575,0.5,0
0.197,156.575,0.5,156.575,0.5,0
0.1975,156.575,0.5,156.575,0.5,0
0.198,156.575,0.5,156.575,0.5,0
0.1985,156.575,0.5,156.575,0.5,0
0.199,156.575,0.5,156.575,0.5,0
0.1995,156.575,0.5,156.575,0.5,0
0.2,156.575,0.5,156.575,0.5,0
0.2005,156.575,0.5,156.575,0.5,0
0.201,156.575,0.5,156.575,0.5,0
0.2015,156.575,0.5,156.575,0.5,0
0.202,156.575,0.5,156.575,0.5,0
0.2025,156.575,0.5,156.575,0.5,0
0.203,156.575,0.5,156.575,0.5,0
0.2035,156.575,0.5,156.575,0.5,0
0.204,156.575,0.5,156.575,0.5,0
0.2045,156.575,0.5,156.575,0.5,0
0.205,156.575,0.5,156.575,0.5,0
0.2055,156.575,0.5,156.575,0.5,0
0.206,156.575,0.5,156.575,0.5,0
0.2065,156.575,0.5,156.575,0.5,0
0.207,156.575,0.5,156.575,0.5,0
0.2075,156.575,0.5,156.575,0.5,0
0.208,156.575,0.5,156.575,0.5,0
0.2085,156.575,0.5,156.575,0.5,0
0.209,156.575,0.5,156.575,0.5,0
0.2095,156.575,0.5,156.575,0.5,0
0.21,156.575,0.5,156.575,0.5,0
0.2105,156.575,0.5,156.575,0.5,0
0.211,156.575,0.5,156.575,0.5,0
0.2115,156.575,0.5,156.575,0.5,0
0.212,156.575,0.5,156.575,0.5,0
0.2125,156.575,0.5,156.575,0.5,0
0.213,156.575,0.5,156.575,0.5,0
0.2135,156.575,0.5,156.575,0.5,0
0.214,156.575,0.5,156.575,0.5,0
0.2145,156.575,0.5,156.575,0.5,0
0.215,156.575,0.5,156.575,0.5,0
0.2155,156.575,0.5,156.575,0.5,0
0.216,156.575,0.5,156.575,0.5,0
0.2165,156.575,0.5,156.575,0.5,0
0.217,156.575,0.5,156.575,0.5,0
0.2175,156.575,0.5,156.575,0.5,0
0.218,156.575,0.5,156.575,0.5,0
0.2185,156.575,0.5,156.575,0.5,0
0.219,156.575,0.5,156.575,0.5,0
0.2195,156.575,0.5,156.575,0.5,0
0.22,156.575,0.5,156.575,0.5,0
0.2205,156.575,0.5,156.575,0.5,0
0.221,156.575,0.5,156.575,0.5,0
0.2215,156.575,0.5,156.575,0.5,0
0.222,156.575,0.5,156.575,0.5,0
0.2225,156.575,0.5,156.575,0.5,0
0.223,156.575,0.5,156.575,0.5,0
0.2235,156.575,0.5,156.575,0.5,0
0.224,156.575,0.5,156.575,0.5,0
0.2245,156.575,0.5,156.575,0.5,0
0.225,156.575,0.5,156.575,0.5,0
0.2255,156.575,0.5,156.575,0.5,0
0.226,156.575,0.5,156.575,0.5,0
0.2265,156.575,0.5,156.575,0.5,0
0.227,156.575,0.5,156.575,0.5,0
0.2275,156.575,0.5,156.575,0.5,0
0.228,156.575,0.5,156.575,0.5,0
0.2285,156.575,0.5,156.575,0.5,0
0.229,156.575,0.5,156.575,0.5,0
0.2295,156.575,0.5,156.575,0.5,0
0.23,156.575,0.5,156.575,0.5,0
0.2305,156.575,0.5,156.575,0.5,0
0.231,156.575,0.5,156.575,0.5,0
0.2315,156.575,0.5,156.575,0.5,0
0.232,156.575,0.5,156.575,0.5,0
0.2325,156.575,0.5,156.575,0.5,0
0.233,156.575,0.5,156.575,0.5,0
0.2335,156.575,0.5,156.575,0.5,0
0.234,156.575,0.5,156.575,0.5,0
0.2345,156.575,0.5,156.575,0.5,0
0.235,156.575,0.5,156.575,0.5,0
0.2355,156.575,0.5,156.575,0.5,0
0.236,156.575,0.5,156.575,0.5,0
0.2365,156.575,0.5,156.575,0.5,0
0.237,156.575,0.5,156.575,0.5,0
0.2375,156.575,0.5,156.575,0.5,0
0.238,156.575,0.5,156.575,0.5,0
0.2385,156.575,0.5,156.575,0.5,0
0.239,156.575,0.5,156.575,0.5,0
0.2395,156.575,0.5,156.575,0.5,0
0.24,156.575,0.5,156.575,0.5,0
0.2405,156.575,0.5,156.575,0.5,0
0.241,156.575,0.5,156.575,0.5,0
0.2415,156.575,0.5,156.575,0.5,0
0.242,156.575,0.5,156.575,0.5,0
0.2425,156.575,0.5,156.575,0.5,0
0.243,156.575,0.5,156.575,0.5,0
0.2435,156.575,0.5,156.575,0.5,0
0.244,156.575,0.5,156.575,0.5,0
0.2445,156.575,0.5,156.575,0.5,0
0.245,156.575,0.5,156.575,0.5,0
0.2455,156.575,0.5,156.575,0.5,0
0.246,156.575,0.5,156.575,0.5,0
0.2465,156.575,0.5,156.575,0.5,0
0.247,156.575,0.5,156.575,0.5,0
0.2475,156.575,0.5,156.575,0.5,0
0.248,156.575,0.5,156.575,0.5,0
0.2485,156.575,0.5,156.575,0.5,0
0.249,156.575,0.5,156.575,0.5,0
0.2495,156.575,0.5,156.575,0.5,0
0.25,156.575,0.5,156.575,0.5,0
0.25,156.575,0.5,156.575,0.5,0
0.2505,156.574609369721,0.499998752577745,156.575390630279,0.500001247422255,0.00498750003734443
0.251,156.573440710167,0.499995020629625,156.576559289833,0.500004979370375,0.00995000081398102
0.2515,156.57149932513,0.499988821092545,156.57850067487,0.500011178907455,0.0148875042806183
0.252,156.568788679549,0.499980165031291,156.581211320451,0.500019834968709,0.01980001321088
0.2525,156.565318970227,0.499969085007911,156.584681029773,0.500030914992089,0.0246875355676588
0.253,156.561086332588,0.499955568681424,156.588913667412,0.500044431318576,0.0295500683330269
0.2535,156.55609076663,0.49993961605183,156.59390923337,0.500060383948171,0.0343876115069842
0.254,156.550346516378,0.49992127260539,156.599653483622,0.50007872739461,0.0392001817273461
0.2545,156.543854420865,0.499900541021442,156.606145579135,0.500099458978558,0.043987779974152
0.255,156.536609156906,0.499877404301154,156.613390843094,0.500122595698846,0.0487504000296246
0.2555,156.528610962336,0.499851863204011,156.621389037664,0.500148136795989,0.053488042257233
0.256,156.519891269491,0.499824018104712,156.630108730509,0.500175981895288,0.0582007546935528
0.2565,156.510432036591,0.499793811389401,156.639567963409,0.500206188610599,0.0628885097661732
0.257,156.500233263637,0.499761243058077,156.649766736363,0.500238756941923,0.0675513074750942
0.2575,156.489304712348,0.499726344283404,156.660695287652,0.500273655716596,0.0721891675593127
0.258,156.477664550829,0.499689173082641,156.672335449171,0.500310826917359,0.0768021267562242
0.2585,156.465298925264,0.499649685215598,156.684701074736,0.500350314784402,0.0813901570522778
0.259,156.452207835654,0.499607880682273,156.697792164346,0.500392119317727,0.0859532584474738
0.2595,156.438405353338,0.499563804417492,156.711594646662,0.500436195582508,0.0904914700450875
0.26,156.423897268433,0.499517474911169,156.726102731567,0.500482525088831,0.0950048079354506
0.2605,156.408682722017,0.49946888942046,156.741317277983,0.50053111057954,0.0994932697316794
0.261,156.392765268672,0.499418059296414,156.757234731328,0.500581940703586,0.103956865311707
0.2615,156.376148462978,0.499364995890079,156.773851537022,0.50063500410992,0.108395604553466
0.262,156.358835859517,0.499309710552505,156.791164140483,0.500690289447494,0.11280949733489
0.2625,156.340831012869,0.499252214634741,156.809168987131,0.500747785365259,0.117198553533911
0.263,156.322139666397,0.499192526477396,156.827860333603,0.500807473522604,0.121562799669339
0.2635,156.302769077929,0.499130669257317,156.847230922071,0.500869330742683,0.125902273774178
0.264,156.2827200748,0.499066645616479,156.867279925199,0.500933354383521,0.130216964991644
0.2645,156.26199663576,0.499000468260452,156.88800336424,0.500999531739548,0.134506886424533
0.265,156.240602739557,0.498932149894802,156.909397260443,0.501067850105198,0.138772051175642
0.2655,156.218542364939,0.498861703225097,156.931457635061,0.501138296774903,0.143012472347765
0.266,156.195819490654,0.498789140956904,156.954180509345,0.501210859043096,0.147228163043699
0.2665,156.172438093517,0.498714475789613,156.977561906483,0.501285524210387,0.151419138218243
0.267,156.148402072065,0.49863772017265,157.001597927935,0.50136227982735,0.155585487747715
0.2675,156.123715455181,0.498558886971679,157.026284544819,0.501441113028321,0.159727176748579
0.268,156.098382217783,0.498477988880035,157.051617782217,0.501522011119965,0.163844221990707
0.2685,156.072406334787,0.49839503859105,157.077593665213,0.50160496140895,0.167936640243972
0.269,156.045791781112,0.498310048798058,157.104208218888,0.501689951201942,0.17200444827825
0.2695,156.018542531674,0.498223032194391,157.131457468326,0.501776967805609,0.176047662863411
0.27,155.99066256139,0.498134001473383,157.15933743861,0.501865998526617,0.180066300769331
0.2705,155.962154709313,0.498042965701144,157.187845290687,0.501957034298856,0.184060436305434
0.271,155.93302305632,0.497949937909373,157.21697694368,0.502050062090627,0.188030080874041
0.2715,155.903271895131,0.497854931806261,157.246728104869,0.502145068193739,0.191975235146032
0.272,155.872905121786,0.497757959833262,157.277094878214,0.502242040166738,0.195895919886933
0.2725,155.841926632327,0.497659034431828,157.308073367673,0.502340965568172,0.199792155862274
0.273,155.810340322794,0.497558168043409,157.339659677206,0.502441831956591,0.203663963837581
0.2735,155.778150089227,0.497455373109459,157.371849910773,0.502544626890541,0.207511364578382
0.274,155.745359354139,0.497350660559283,157.40464064586,0.502649339440717,0.21133440581874
0.2745,155.711971336854,0.497244040673333,157.438028663146,0.502755959326667,0.215133146864746
0.275,155.677990512154,0.497135527741191,157.472009487846,0.502864472258809,0.218907575521272
0.2755,155.643420710396,0.497025133994559,157.506579289604,0.502974866005441,0.222657716294656
0.276,155.608265761938,0.496912871665139,157.541734238062,0.503087128334861,0.226383593691232
0.2765,155.572529497138,0.496798752984632,157.577470502862,0.503201247015368,0.230085232217336
0.277,155.536215746352,0.496682790184742,157.613784253648,0.503317209815258,0.233762656379305
0.2775,155.499328321024,0.496564995436768,157.650671678976,0.503435004563232,0.237415892758905
0.278,155.461870569823,0.496445379434211,157.688129430177,0.503554620565789,0.241045018716811
0.2785,155.423846573533,0.496323955208472,157.726153426467,0.503676044791528,0.244650031280764
0.279,155.385260111384,0.496200734827986,157.764739888616,0.503799265172014,0.248230960567205
0.2795,155.346114958527,0.496075730348161,157.803885041473,0.503924269651839,0.251787837140045
0.28,155.306414886035,0.495948953811386,157.843585113964,0.504051046188614,0.25532069201067
0.2805,155.266163660906,0.495820417247026,157.883836339094,0.504179582752974,0.258829556637934
