"time","limit_a.y","limit_v.y","positionSmoothed.y"
0.131,0.620000000000001,0.0620000000000001,0.00961000000091766
0.1315,0.630000000000001,0.0630000000000001,0.00992250000091968
0.132,0.640000000000001,0.0640000000000001,0.0102400000009216
0.1325,0.650000000000001,0.0650000000000001,0.0105625000009236
0.133,0.660000000000001,0.0660000000000001,0.0108900000009254
0.1335,0.670000000000001,0.0670000000000001,0.0112225000009273
0.134,0.680000000000001,0.0680000000000001,0.011560000000929
0.1345,0.690000000000001,0.0690000000000001,0.0119025000009308
0.135,0.700000000000001,0.0700000000000001,0.0122500000009324
0.1355,0.710000000000001,0.0710000000000001,0.0126025000009341
0.136,0.720000000000001,0.0720000000000001,0.0129600000009357
0.1365,0.730000000000001,0.0730000000000001,0.0133225000009372
0.137,0.740000000000001,0.0740000000000001,0.0136900000009387
0.1375,0.750000000000001,0.0750000000000001,0.0140625000009401
0.138,0.760000000000001,0.0760000000000001,0.0144400000009415
0.1385,0.770000000000001,0.0770000000000001,0.0148225000009429
0.139,0.780000000000001,0.0780000000000001,0.0152100000009442
0.1395,0.790000000000001,0.0790000000000001,0.0156025000009454
0.14,0.800000000000001,0.0800000000000001,0.0160000000009466
0.1405,0.810000000000001,0.0810000000000001,0.0164025000009478
0.141,0.820000000000001,0.0820000000000001,0.0168100000009489
0.1415,0.830000000000001,0.0830000000000001,0.01722250000095
0.142,0.840000000000001,0.0840000000000001,0.017640000000951
0.1425,0.850000000000001,0.0850000000000001,0.0180625000009519
0.143,0.860000000000001,0.0860000000000001,0.0184900000009529
0.1435,0.870000000000001,0.0870000000000001,0.0189225000009537
0.144,0.880000000000001,0.0880000000000001,0.0193600000009546
0.1445,0.89,0.089,0.0198025000009553
0.145,0.9,0.09,0.020250000000956
0.1455,0.91,0.091,0.0207025000009573
0.146,0.92,0.092,0.0211600000009587
0.1465,0.93,0.093,0.0216225000009602
0.147,0.94,0.094,0.0220900000009616
0.1475,0.95,0.095,0.0225625000009631
0.148,0.96,0.096,0.0230400000009645
0.1485,0.97,0.097,0.0235225000009659
0.149,0.98,0.098,0.0240100000009673
0.1495,0.99,0.099,0.0245025000009687
0.15,1,0.1,0.0250000000009701
0.1505,1.01,0.101,0.0255025000009715
0.151,1.02,0.102,0.0260100000009728
0.1515,1.03,0.103,0.0265225000009742
0.152,1.04,0.104,0.0270400000009755
0.1525,1.05,0.105,0.0275625000009768
0.153,1.06,0.106,0.0280900000009781
0.1535,1.07,0.107,0.0286225000009794
0.154,1.08,0.108,0.0291600000009807
0.1545,1.09,0.109,0.029702500000982
0.155,1.1,0.11,0.0302500000009832
0.1555,1.11,0.111,0.0308025000009845
0.156,1.12,0.112,0.0313600000009857
0.1565,1.13,0.113,0.0319225000009869
0.157,1.14,0.114,0.0324900000009882
0.1575,1.15,0.115,0.0330625000009893
0.158,1.16,0.116,0.0336400000009905
0.1585,1.17,0.117,0.0342225000009917
0.159,1.18,0.118,0.0348100000009929
0.1595,1.19,0.119,0.035402500000994
0.16,1.2,0.12,0.0360000000009952
0.1605,1.21,0.121,0.0366025000009963
0.161,1.22,0.122,0.0372100000009974
0.1615,1.23,0.123,0.0378225000009985
0.162,1.24,0.124,0.0384400000009996
0.1625,1.25,0.125,0.0390625000010007
0.163,1.26,0.126,0.0396900000010017
0.1635,1.27,0.127,0.0403225000010028
0.164,1.28,0.128,0.0409600000010038
0.1645,1.29,0.129,0.0416025000010049
0.165,1.3,0.13,0.0422500000010059
0.1655,1.31,0.131,0.0429025000010069
0.166,1.32,0.132,0.0435600000010079
0.1665,1.33,0.133,0.0442225000010089
0.167,1.34,0.134,0.0448900000010098
0.1675,1.35,0.135,0.0455625000010108
0.168,1.36,0.136,0.0462400000010117
0.1685,1.37,0.137,0.0469225000010127
0.169,1.38,0.138,0.0476100000010136
0.1695,1.39,0.139,0.0483025000010145
0.17,1.4,0.14,0.0490000000010154
0.1705,1.41,0.141,0.0497025000010163
0.171,1.42,0.142,0.0504100000010172
0.1715,1.43,0.143,0.051122500001018
0.172,1.44,0.144,0.0518400000010189
0.1725,1.45,0.145,0.0525625000010197
0.173,1.46,0.146,0.0532900000010205
0.1735,1.47,0.147,0.0540225000010214
0.174,1.48,0.148,0.0547600000010222
0.1745,1.49,0.149,0.0555025000010229
0.175,1.5,0.15,0.0562500000010237
0.1755,1.51,0.151,0.0570025000010245
0.176,1.52,0.152,0.0577600000010252
0.1765,1.53,0.153,0.0585225000010259
0.177,1.54,0.154,0.0592900000010267
0.1775,1.55,0.155,0.0600625000010274
0.178,1.56,0.156,0.0608400000010281
0.1785,1.57,0.157,0.0616225000010288
0.179,1.58,0.158,0.0624100000010295
0.1795,1.59,0.159,0.0632025000010301
0.18,1.6,0.16,0.0640000000010308
0.1805,1.61,0.161,0.0648025000010314
0.181,1.62,0.162,0.0656100000010321
0.1815,1.63,0.163,0.0664225000010327
0.182,1.64,0.164,0.0672400000010333
0.1825,1.65,0.165,0.0680625000010339
0.183,1.66,0.166,0.0688900000010345
0.1835,1.67,0.167,0.0697225000010351
0.184,1.68,0.168,0.0705600000010356
0.1845,1.69,0.169,0.0714025000010362
0.185,1.7,0.17,0.0722500000010367
0.1855,1.71,0.171,0.0731025000010372
0.186,1.72,0.172,0.0739600000010377
0.1865,1.73,0.173,0.0748225000010382
0.187,1.74,0.174,0.0756900000010387
0.1875,1.75,0.175,0.0765625000010392
0.188,1.76,0.176,0.0774400000010397
0.1885,1.77,0.177,0.0783225000010401
0.189,1.78,0.178,0.0792100000010405
0.1895,1.79,0.179,0.080102500001041
0.19,1.8,0.18,0.0810000000010414
0.1905,1.81,0.181,0.0819025000010419
0.191,1.82,0.182,0.0828100000010427
0.1915,1.83,0.183,0.0837225000010435
0.192,1.84,0.184,0.0846400000010443
0.1925,1.85,0.185,0.0855625000010451
0.193,1.86,0.186,0.0864900000010459
0.1935,1.87,0.187,0.0874225000010466
0.194,1.88,0.188,0.0883600000010474
0.1945,1.89,0.189,0.0893025000010482
0.195,1.9,0.19,0.0902500000010489
0.1955,1.91,0.191,0.0912025000010497
0.196,1.92,0.192,0.0921600000010505
0.1965,1.93,0.193,0.0931225000010513
0.197,1.94,0.194,0.094090000001052
0.1975,1.95,0.195,0.0950625000010528
0.198,1.96,0.196,0.0960400000010535
0.1985,1.97,0.197,0.0970225000010542
0.199,1.98,0.198,0.098010000001055
0.1995,1.99,0.199,0.0990025000010557
0.1999,1.998,0.1998,0.0998001000010562
0.1999,1.998,0.1998,0.0998001000010562
0.2,1.99926618895465,0.2,0.0999999733821608
0.2005,1.99999394797355,0.201,0.100999900606259
0.201,2.00000018549757,0.202,0.101999899982506
0.2015,2.00000002811518,0.203,0.102999899998245
0.202,2.0000000059578,0.204,0.10399990000046
0.2025,2.00000000260655,0.205,0.104999900000796
0.203,2.0000000006036,0.206,0.105999900000996
0.2035,2.00000000044575,0.207,0.106999900001012
0.204,2.00000000028789,0.208,0.107999900001027
0.2045,2.00000000013004,0.209,0.108999900001043
0.205,2.00000000003014,0.21,0.109999900001053
0.2055,2.00000000002633,0.211,0.110999900001054
0.206,2.00000000002252,0.212,0.111999900001054
0.2065,2.00000000001872,0.213,0.112999900001054
0.207,2.00000000001491,0.214,0.113999900001055
0.2075,2.0000000000111,0.215,0.114999900001055
0.208,2.00000000000729,0.216,0.115999900001055
0.2085,2.00000000000349,0.217,0.116999900001056
0.209,2.00000000000075,0.218,0.117999900001056
0.2095,2.0000000000007,0.219,0.118999900001056
0.21,2.00000000000066,0.22,0.119999900001056
0.2105,2.00000000000061,0.221,0.120999900001056
0.211,2.00000000000056,0.222,0.121999900001056
0.2115,2.00000000000052,0.223,0.122999900001056
0.212,2.00000000000047,0.224,0.123999900001056
0.2125,2.00000000000042,0.225,0.124999900001056
0.213,2.00000000000038,0.226,0.125999900001056
0.2135,2.00000000000033,0.227,0.126999900001056
0.214,2.00000000000028,0.228,0.127999900001056
0.2145,2.00000000000024,0.229,0.128999900001056
0.215,2.00000000000019,0.23,0.129999900001056
0.2155,2.00000000000014,0.231,0.130999900001056
0.216,2.0000000000001,0.232,0.131999900001056
0.2165,2.00000000000005,0.233,0.132999900001056
0.217,2.00000000000001,0.234,0.133999900001056
0.2175,2.00000000000001,0.235,0.134999900001056
0.218,2.00000000000001,0.236,0.135999900001056
0.2185,2.00000000000001,0.237,0.136999900001056
0.219,2.00000000000001,0.238,0.137999900001056
0.2195,2.00000000000001,0.239,0.138999900001056
0.22,2.00000000000001,0.24,0.139999900001056
0.2205,2.00000000000001,0.241,0.140999900001056
0.221,2.00000000000001,0.242,0.141999900001056
0.2215,2.00000000000001,0.243,0.142999900001056
0.222,2.00000000000001,0.244,0.143999900001056
0.2225,2.00000000000001,0.245,0.144999900001056
0.223,2.00000000000001,0.246,0.145999900001056
0.2235,2.00000000000001,0.247,0.146999900001056
0.224,2.00000000000001,0.248,0.147999900001056
0.2245,2,0.249,0.148999900001056
0.225,2,0.25,0.149999900001056
0.2255,2,0.251,0.150999900001056
0.226,2,0.252,0.151999900001056
0.2265,2,0.253,0.152999900001056
0.227,2,0.254,0.153999900001056
0.2275,2,0.255,0.154999900001056
0.228,2,0.256,0.155999900001056
0.2285,2,0.257,0.156999900001056
0.229,2,0.258,0.157999900001056
0.2295,2,0.259,0.158999900001056
0.23,2,0.26,0.159999900001056
0.2305,2,0.261,0.160999900001056
0.231,2,0.262,0.161999900001056
0.2315,2,0.263,0.162999900001056
0.232,2,0.264,0.163999900001056
0.2325,2,0.265,0.164999900001056
0.233,2,0.266,0.165999900001056
0.2335,2,0.267,0.166999900001056
0.234,2,0.268,0.167999900001056
0.2345,2,0.269,0.168999900001056
0.235,2,0.27,0.169999900001056
0.2355,2,0.271,0.170999900001056
0.236,2,0.272,0.171999900001056
0.2365,2,0.273,0.172999900001056
0.237,2,0.274,0.173999900001056
0.2375,2,0.275,0.174999900001056
0.238,2,0.276,0.175999900001056
0.2385,2,0.277,0.176999900001056
0.239,2,0.278,0.177999900001056
0.2395,2,0.279,0.178999900001056
0.24,2,0.28,0.179999900001056
0.2405,2,0.281,0.180999900001056
0.241,2,0.282,0.181999900001056
0.2415,2,0.283,0.182999900001056
0.242,2,0.284,0.183999900001056
0.2425,2,0.285,0.184999900001056
0.243,2,0.286,0.185999900001056
0.2435,2,0.287,0.186999900001056
0.244,2,0.288,0.187999900001056
0.2445,2,0.289,0.188999900001056
0.245,2,0.29,0.189999900001056
0.2455,2,0.291,0.190999900001056
0.246,2,0.292,0.191999900001056
0.2465,2,0.293,0.192999900001056
0.247,2,0.294,0.193999900001056
0.2475,2,0.295,0.194999900001056
0.248,2,0.296,0.195999900001056
0.2485,2,0.297,0.196999900001056
0.249,2,0.298,0.197999900001056
0.2495,2,0.299,0.198999900001056
0.25,2,0.3,0.199999900001056
0.2505,2,0.301,0.200999900001056
0.251,2,0.302,0.201999900001056
0.2515,2,0.303,0.202999900001056
0.252,2,0.304,0.203999900001056
0.2525,2,0.305,0.204999900001056
0.253,2,0.306,0.205999900001056
0.2535,2,0.307,0.206999900001056
0.254,2,0.308,0.207999900001056
0.2545,2,0.309,0.208999900001056
0.255,2,0.31,0.209999900001056
0.2555,2,0.311,0.210999900001056
0.256,2,0.312,0.211999900001056
0.2565,2,0.313,0.212999900001056
0.257,2,0.314,0.213999900001056
0.2575,2,0.315,0.214999900001056
0.258,2,0.316,0.215999900001056
0.2585,2,0.317,0.216999900001056
0.259,2,0.318,0.217999900001056
0.2595,2,0.319,0.218999900001056
0.26,2,0.32,0.219999900001056
0.2605,2,0.321,0.220999900001056
0.261,2,0.322,0.221999900001056
0.2615,2,0.323,0.222999900001056
0.262,2,0.324,0.223999900001056
0.2625,2,0.325,0.224999900001056
0.263,2,0.326,0.225999900001056
0.2635,2,0.327,0.226999900001056
0.264,2,0.328,0.227999900001056
0.2645,2,0.329,0.228999900001056
0.265,2,0.33,0.229999900001056
0.2655,2,0.331,0.230999900001056
0.266,2,0.332,0.231999900001056
0.2665,2,0.333,0.232999900001056
0.267,2,0.334,0.233999900001056
0.2675,2,0.335,0.234999900001056
0.268,2,0.336,0.235999900001056
0.2685,2,0.337,0.236999900001056
0.269,2,0.338,0.237999900001056
0.2695,2,0.339,0.238999900001056
0.27,2,0.34,0.239999900001056
0.2705,2,0.341,0.240999900001056
0.271,2,0.342,0.241999900001056
0.2715,2,0.343,0.242999900001056
0.272,2,0.344,0.243999900001056
0.2725,2,0.345,0.244999900001056
0.273,2,0.346,0.245999900001056
0.2735,2,0.347,0.246999900001056
0.274,2,0.348,0.247999900001056
0.2745,2,0.349,0.248999900001056
0.275,2,0.35,0.249999900001056
0.2755,2,0.351,0.250999900001056
0.276,2,0.352,0.251999900001056
0.2765,2,0.353,0.252999900001056
0.277,2,0.354,0.253999900001056
0.2775,2,0.355,0.254999900001056
0.278,2,0.356,0.255999900001056
0.2785,2,0.357,0.256999900001056
0.279,2,0.358,0.257999900001056
0.2795,2,0.359,0.258999900001056
0.28,2,0.36,0.259999900001056
0.2805,2,0.361,0.260999900001056
0.281,2,0.362,0.261999900001056
0.2815,2,0.363,0.262999900001056
0.282,2,0.364,0.263999900001056
0.2825,2,0.365,0.264999900001056
0.283,2,0.366,0.265999900001056
0.2835,2,0.367,0.266999900001056
0.284,2,0.368,0.267999900001056
0.2845,2,0.369,0.268999900001056
0.285,2,0.37,0.269999900001056
0.2855,2,0.371,0.270999900001056
0.286,2,0.372,0.271999900001056
0.2865,2,0.373,0.272999900001056
0.287,2,0.374,0.273999900001056
0.2875,2,0.375,0.274999900001056
0.288,2,0.376,0.275999900001056
0.2885,2,0.377,0.276999900001056
0.289,2,0.378,0.277999900001056
0.2895,2,0.379,0.278999900001056
0.29,2,0.38,0.279999900001056
0.2905,2,0.381,0.280999900001056
0.291,2,0.382,0.281999900001056
0.2915,2,0.383,0.282999900001056
0.292,2,0.384,0.283999900001056
0.2925,2,0.385,0.284999900001056
0.293,2,0.386,0.285999900001056
0.2935,2,0.387,0.286999900001056
0.294,2,0.388,0.287999900001056
0.2945,2,0.389,0.288999900001056
0.295,2,0.39,0.289999900001056
0.2955,2,0.391,0.290999900001056
0.296,2,0.392,0.291999900001056
0.2965,2,0.393,0.292999900001056
0.297,2,0.394,0.293999900001056
0.2975,2,0.395,0.294999900001056
0.298,2,0.396,0.295999900001056
0.2985,2,0.397,0.296999900001056
0.299,2,0.398,0.297999900001056
0.2995,2,0.399,0.298999900001056
0.3,2,0.4,0.299999900001056
0.3005,2,0.401,0.300999900001056
0.301,2,0.402,0.301999900001056
0.3015,2,0.403,0.302999900001056
0.302,2,0.404,0.303999900001056
0.3025,2,0.405,0.304999900001056
0.303,2,0.406,0.305999900001056
0.3035,2,0.407,0.306999900001056
0.304,2,0.408,0.307999900001056
0.3045,2,0.409,0.308999900001056
0.305,2,0.41,0.309999900001056
0.3055,2,0.411,0.310999900001056
0.306,2,0.412,0.311999900001056
0.3065,2,0.413,0.312999900001056
0.307,2,0.414,0.313999900001056
0.3075,2,0.415,0.314999900001056
0.308,2,0.416,0.315999900001056
0.3085,2,0.417,0.316999900001056
0.309,2,0.418,0.317999900001056
0.3095,2,0.419,0.318999900001056
0.31,2,0.42,0.319999900001056
0.3105,2,0.421,0.320999900001056
0.311,2,0.422,0.321999900001056
0.3115,2,0.423,0.322999900001056
0.312,2,0.424,0.323999900001056
0.3125,2,0.425,0.324999900001056
0.313,2,0.426,0.325999900001056
0.3135,2,0.427,0.326999900001056
0.314,2,0.428,0.327999900001056
0.3145,2,0.429,0.328999900001056
0.315,2,0.43,0.329999900001056
0.3155,2,0.431,0.330999900001056
0.316,2,0.432,0.331999900001056
0.3165,2,0.433,0.332999900001056
0.317,2,0.434,0.333999900001056
0.3175,2,0.435,0.334999900001056
0.318,2,0.436,0.335999900001056
0.3185,2,0.437,0.336999900001056
0.319,2,0.438,0.337999900001056
0.3195,2,0.439,0.338999900001056
0.32,2,0.44,0.339999900001056
0.3205,2,0.441,0.340999900001056
0.321,2,0.442,0.341999900001056
0.3215,2,0.443,0.342999900001056
0.322,2,0.444,0.343999900001056
0.3225,2,0.445,0.344999900001056
0.323,2,0.446,0.345999900001056
0.3235,2,0.447,0.346999900001056
0.324,2,0.448,0.347999900001056
0.3245,2,0.449,0.348999900001056
0.325,2,0.45,0.349999900001056
0.3255,2,0.451,0.350999900001056
0.326,2,0.452,0.351999900001056
0.3265,2,0.453,0.352999900001056
0.327,2,0.454,0.353999900001056
0.3275,2,0.455,0.354999900001056
0.328,2,0.456,0.355999900001056
0.3285,2,0.457,0.356999900001056
0.329,2,0.458,0.357999900001056
0.3295,2,0.459,0.358999900001056
0.33,2,0.46,0.359999900001056
0.3305,2,0.461,0.360999900001056
0.331,2,0.462,0.361999900001056
0.3315,2,0.463,0.362999900001056
0.332,2,0.464,0.363999900001056
0.3325,2,0.465,0.364999900001056
0.333,2,0.466,0.365999900001056
0.3335,2,0.467,0.366999900001056
0.334,2,0.468,0.367999900001056
0.3345,2,0.469,0.368999900001056
0.335,2,0.47,0.369999900001056
0.3355,2,0.471,0.370999900001056
0.336,2,0.472,0.371999900001056
0.3365,2,0.473,0.372999900001056
0.337,2,0.474,0.373999900001056
0.3375,2,0.475,0.374999900001056
0.338,2,0.476,0.375999900001056
0.3385,2,0.477,0.376999900001056
0.339,2,0.478,0.377999900001056
0.3395,2,0.479,0.378999900001056
0.34,2,0.48,0.379999900001056
0.3405,2,0.481,0.380999900001056
0.341,2,0.482,0.381999900001056
0.3415,2,0.483,0.382999900001056
0.342,2,0.484,0.383999900001056
0.3425,2,0.485,0.384999900001056
0.343,2,0.486,0.385999900001056
0.3435,2,0.487,0.386999900001056
0.344,2,0.488,0.387999900001056
0.3445,2,0.489,0.388999900001056
0.345,2,0.49,0.389999900001056
0.3455,2,0.491,0.390999900001056
0.346,2,0.492,0.391999900001056
0.3465,2,0.493,0.392999900001056
0.347,2,0.494,0.393999900001056
0.3475,2,0.495,0.394999900001056
0.348,2,0.496,0.395999900001056
0.3485,2,0.497,0.396999900001056
0.349,2,0.498,0.397999900001056
0.3495,2,0.499,0.398999900001056
0.35,2,0.5,0.399999900001056
0.3505,2,0.501,0.400999900001056
0.351,2,0.502,0.401999900001056
0.3515,2,0.503,0.402999900001056
0.352,2,0.504,0.403999900001056
0.3525,2,0.505,0.404999900001056
0.353,2,0.506,0.405999900001056
0.3535,2,0.507,0.406999900001056
0.354,2,0.508,0.407999900001056
0.3545,2,0.509,0.408999900001056
0.355,2,0.51,0.409999900001056
0.3555,2,0.511,0.410999900001056
0.356,2,0.512,0.411999900001056
0.3565,2,0.513,0.412999900001056
0.357,2,0.514,0.413999900001056
0.3575,2,0.515,0.414999900001056
0.358,2,0.516,0.415999900001056
0.3585,2,0.517,0.416999900001056
0.359,2,0.518,0.417999900001056
0.3595,2,0.519,0.418999900001056
0.36,2,0.52,0.419999900001056
0.3605,2,0.521,0.420999900001056
0.361,2,0.522,0.421999900001056
0.3615,2,0.523,0.422999900001056
0.362,2,0.524,0.423999900001056
0.3625,2,0.525,0.424999900001056
0.363,2,0.526,0.425999900001056
0.3635,2,0.527,0.426999900001056
0.364,2,0.528,0.427999900001056
0.3645,2,0.529,0.428999900001056
0.365,2,0.53,0.429999900001056
0.3655,2,0.531,0.430999900001056
0.366,2,0.532,0.431999900001056
0.3665,2,0.533,0.432999900001056
0.367,2,0.534,0.433999900001056
0.3675,2,0.535,0.434999900001056
0.368,2,0.536,0.435999900001056
0.3685,2,0.537,0.436999900001056
0.369,2,0.538,0.437999900001056
0.3695,2,0.539,0.438999900001056
0.37,2,0.54,0.439999900001056
0.3705,2,0.541,0.440999900001056
0.371,2,0.542,0.441999900001056
0.3715,2,0.543,0.442999900001056
0.372,2,0.544,0.443999900001056
0.3725,2,0.545,0.444999900001056
0.373,2,0.546,0.445999900001056
0.3735,2,0.547,0.446999900001056
0.374,2,0.548,0.447999900001056
0.3745,2,0.549,0.448999900001056
0.375,2,0.55,0.449999900001056
0.3755,2,0.551,0.450999900001056
0.376,2,0.552,0.451999900001056
0.3765,2,0.553,0.452999900001056
0.377,2,0.554,0.453999900001056
0.3775,2,0.555,0.454999900001056
0.378,2,0.556,0.455999900001056
0.3785,2,0.557,0.456999900001056
0.379,2,0.558,0.457999900001056
0.3795,2,0.559,0.458999900001056
0.38,2,0.56,0.459999900001056
0.3805,2,0.561,0.460999900001056
0.381,2,0.562,0.461999900001056
0.3815,2,0.563,0.462999900001056
0.382,2,0.564,0.463999900001056
0.3825,2,0.565,0.464999900001056
0.383,2,0.566,0.465999900001056
0.3835,2,0.567,0.466999900001056
0.384,2,0.568,0.467999900001056
