"time","pipe1.mediums[1].T","pipe1.mediums[2].T","pipe1.mediums[2].p","pipe10.mediums[1].T","pipe10.mediums[2].T","pipe11.mediums[1].T","pipe11.mediums[2].T","pipe11.mediums[2].p","pipe2.mediums[1].T","pipe2.mediums[2].T","pipe2.mediums[2].p","pipe3.mediums[1].T","pipe3.mediums[2].T","pipe3.mediums[2].p","pipe4.mediums[1].T","pipe4.mediums[1].p","pipe4.mediums[2].T","pipe4.mediums[2].p","pipe5.mediums[1].T","pipe5.mediums[2].T","pipe6.mediums[1].T","pipe6.mediums[2].T","pipe6.mediums[2].p","pipe7.mediums[1].T","pipe7.mediums[1].p","pipe7.mediums[2].T","pipe7.mediums[2].p","pipe8.mediums[1].T","pipe8.mediums[2].T","pipe9.mediums[1].T","pipe9.mediums[2].T"
0.4,296.391069191287,294.107619171544,247394.205252621,293.156554188272,293.151126353525,293.150671330561,293.153447781178,164405.225934146,293.834469969478,293.608515581415,245573.291027281,293.930298604302,293.768377923633,242529.273048965,293.405522458398,217751.982037566,293.243656557681,198289.800486572,293.152391556703,293.150346199695,293.152391556703,293.150346199695,177051.35088703,293.179951599351,236299.197349154,293.15331571426,199875.767153831,293.454384298567,293.46202957233,293.150221414862,293.1509134245
0.44,296.615391065233,294.260205948858,247398.351999199,293.158941148518,293.151335821846,293.150768476072,293.153537495405,164407.426588579,293.971586742348,293.724343677656,245577.445414872,294.074911606015,293.902618280641,242533.376428492,293.484580828071,217755.803292255,293.280889976602,198293.173434836,293.153267680285,293.150393761856,293.153267680285,293.150393761856,177053.983621899,293.191703044271,236303.346290092,293.154290690832,199879.12732911,293.483997422174,293.493204878314,293.150289574536,293.150999002202
0.48,296.825799487134,294.416774776359,247402.238938347,293.162022378611,293.151591803996,293.150878763725,293.153637060275,164409.545734044,294.115563244318,293.850017202495,245581.345901464,294.225165681031,294.044399231238,242537.230698524,293.574476620413,217759.438936039,293.326680891245,198296.421679069,293.154400635711,293.150447598212,293.154400635711,293.150447598212,177056.518834784,293.206081821838,236307.276559723,293.155554959397,199882.357111235,293.513466433158,293.52437224838,293.150377791213,293.151084450593
0.52,297.023149515748,294.576256759756,247405.876826802,293.165929815906,293.151907475494,293.15100626014,293.153751079524,164411.584706334,294.265057999307,293.984039694696,245585.002488127,294.379829237636,294.192283336666,242540.845619889,293.674421717818,217762.892786821,293.381377878212,198299.546796217,293.155840220498,293.15050951699,293.155840220498,293.15050951699,177058.958125153,293.223243355086,236310.994091529,293.157167387076,199885.458857206,293.542793672575,293.55553099796,293.150491789657,293.151170208689
0.56,297.208233544084,294.737727952864,247409.275387069,293.170802230247,293.152298055858,293.151155708195,293.153885833753,164413.544165065,294.41882606153,294.124834648528,245588.424199841,294.537823179175,294.344930494355,242544.230086671,293.783396123288,217766.168358868,293.445135437292,198302.549324968,293.157639145263,293.150581616218,293.157639145263,293.150581616218,177061.302286154,293.24330636568,236314.503819249,293.159190311138,199888.433890177,293.571981738378,293.586680457458,293.150638254214,293.151256802639
0.6,297.381818461327,294.900309476435,247412.44347567,293.176765850639,293.152781120215,293.151332859211,293.154044522978,164415.425031745,294.575802618878,294.27126023661,245591.619291336,294.698121970521,294.501234525857,242547.392092922,293.900587746096,217769.269016554,293.517885098128,198305.430218893,293.159846280699,293.15066635202,293.159846280699,293.15066635202,177063.552413532,293.26635209966,236317.810877205,293.161683662439,199891.283860222,293.601033582699,293.61781997593,293.15082499709,293.151344928006
0.64,297.544614552017,295.063251028702,247415.388861512,293.183950481005,293.153376331241,293.15154419289,293.154231277024,164417.227671091,294.73503274815,294.422175936707,245594.594994658,294.859837208041,294.660209065901,242550.338683891,294.025023526251,217772.19778959,293.599361659858,198308.189579604,293.162512273285,293.150766480948,293.162512273285,293.150766480948,177065.708937448,293.29242517372,236320.919514927,293.164709858402,199894.009552726,293.629952430496,293.648948918101,293.151060817096,293.151435381976
0.68,297.697296698022,295.225862726244,247418.119911733,293.192468484688,293.154105024607,293.151796893826,293.15445376383,164418.952797943,294.895628794271,294.576550655732,245597.359163089,295.022156773953,294.820893303452,242553.077512277,294.155851163842,217774.958081572,293.689259959575,198310.828111521,293.165682057809,293.150885052141,293.165682057809,293.150885052141,177067.77271434,293.321553856921,236323.834786183,293.168327773218,199896.61233343,293.65874181161,293.680066674257,293.151355515499,293.151529183781
0.72,297.840489340998,295.387568504357,247420.64373179,293.20243438577,293.15499070761,293.152098946409,293.154718727462,164420.600687515,295.056839619719,294.733461477205,245599.918468955,295.184389377303,294.982497918899,242555.615076712,294.292118699351,217777.552945348,293.787050287242,198313.34583804,293.169401864806,293.151025426506,293.169401864806,293.151025426506,177069.744070195,293.353726834427,236326.560933733,293.172598240298,199899.092852613,293.687405543919,293.711172649882,293.151719903478,293.151627457397
0.76,297.974786364894,295.547836988894,247422.968546788,293.213942078665,293.156057762411,293.152458834896,293.155034920592,164422.17221886,295.21795179633,294.892015468289,245602.280714354,295.345904696707,295.144254679248,242557.958996687,294.432982100555,217779.986295248,293.892261374956,198315.743769868,293.173710915949,293.151191173479,293.173710915949,293.151191173479,177071.624057338,293.388927504298,236329.103337786,293.177577236222,199901.452717056,293.715947708312,293.742266280509,293.152165610839,293.151731595437
0.8,298.100736859821,295.706232006276,247425.101777614,293.227081920467,293.157332577582,293.152885808783,293.155411448478,164423.6680501,295.378372044085,295.051451399056,245604.452962352,295.506175518672,295.305527007049,242560.116160029,294.577575414542,217782.261836025,294.004243806353,198318.022594424,293.178647686799,293.151386166005,293.178647686799,293.151386166005,177073.413462704,293.427105867729,236331.467000204,293.183321013976,199903.693175964,293.744372677826,293.773347019884,293.152705266247,293.151843129959
0.84,298.218862179078,295.862357067361,247427.051444903,293.241927481822,293.15884177762,293.153389417995,293.155857313216,164425.089290478,295.537548571748,295.211031932592,245606.442893491,295.664722461582,295.465735220647,242562.094066055,294.725098159003,217784.383970034,294.122411720645,198320.183734935,293.184244855341,293.151614404827,293.184244855341,293.151614404827,177075.113611866,293.46820742332,236333.657573379,293.189881382946,199905.816163626,293.772685039491,293.804414352585,293.153352117628,293.151963866646
0.88,298.32964465057,296.015891872859,247428.82533621,293.258543809259,293.160613506539,293.153979843981,293.156382551987,164426.437075568,295.695022324874,295.370125900478,245608.258002186,295.82115233417,295.624390635634,242563.900031801,294.87477347071,217786.357179494,294.246075777719,198322.228685922,293.190532491098,293.15188014793,293.190532491098,293.15188014793,177076.725862959,293.512153673054,236335.680784712,293.197308751174,199907.823652757,293.800889652939,293.835467785504,293.154120310058,293.152095793916
0.92,298.43354237718,296.166548755361,247430.431472554,293.276981842798,293.162675818491,293.154667440486,293.156996931648,164427.712877323,295.85038284481,295.52816903053,245609.906038603,295.975108090305,295.781065614572,242565.541621341,295.025897291355,217788.186380624,294.374587612286,198324.159498598,293.197535735405,293.152187736718,293.197535735405,293.152187736718,177078.251975378,293.558860391428,236337.542749183,293.205649297202,199909.718116096,293.828991562751,293.866506856467,293.155024482274,293.152241171729
0.96,298.530979243759,296.314101721645,247431.877840617,293.297281884982,293.165057711913,293.155463025388,293.157710978766,164428.918297742,296.003291139777,295.684671761793,245611.394753838,296.12630392045,295.935403688248,242567.026406553,295.177801795854,217789.876695315,294.507253228771,198325.978458216,293.205276249921,293.152541707314,293.205276249921,293.152541707314,177079.693864877,293.608226826954,236339.249761532,293.214946783296,199911.502221402,293.856996052291,293.897531128834,293.156080019629,293.152402474179
1,298.622357781957,296.458350960698,247433.172472046,293.319471663319,293.167787780795,293.156377461505,293.158535367524,164430.055192218,296.15345072252,295.839219250176,245612.731963032,296.27448345063,296.08709025623,242568.362024823,295.32989799473,217791.433473218,294.643416669798,198327.688279708,293.213771235012,293.152946637409,293.213771235012,293.152946637409,177081.053750619,293.66014792587,236340.808329911,293.225240731558,199913.179009772,293.884908559481,293.928540197624,293.157302674808,293.152582448589
1.04,298.708052522791,296.599141978875,247434.323437911,293.343568723194,293.170894790291,293.157421824423,293.159480981557,164431.125572641,296.30061652571,295.991445904353,245613.925546633,296.419442952277,296.235866200923,242569.556184246,295.481634177525,217792.862290504,294.782418925928,198329.291948747,293.223034396927,293.153407205454,293.223034396927,293.153407205454,177082.334038983,293.714509124783,236342.225146374,293.236567633518,199914.751756119,293.912734698063,293.959533686397,293.158708684739,293.152784077529
1.08,298.788416612847,296.736347725457,247435.338818773,293.369579928281,293.174406983852,293.158607177487,293.160558852168,164432.131635399,296.444579728104,296.141038147758,245614.983411879,296.561010810431,296.381506823334,242570.616627434,295.632518297799,217794.168885791,294.923634697954,198330.792768475,293.233075617481,293.153928110475,293.233075617481,293.153928110475,177083.53735749,293.771192286721,236343.507040741,293.248960108294,199916.224007539,293.940480211838,293.990511250234,293.160314566584,293.153010606343
1.12,298.863782764349,296.869866000711,247436.226700528,293.397501347078,293.178351986738,293.159944540833,293.161780152124,164433.07576673,296.585165729893,296.287735407747,245615.91348745,296.699044521515,296.523818942635,242571.551126398,295.78212166605,217795.359151782,295.066477712995,198332.194368427,293.243900892689,293.15451406108,293.243900892689,293.15451406108,177084.66656127,293.830076531039,236344.66097518,293.262446773682,199917.59959077,293.968150968679,294.02147257617,293.162137090536,293.153265547327
1.16,298.93446433483,296.999617274364,247436.995107178,293.427319321572,293.182756631794,293.161444825117,293.163156075302,164433.960491324,296.722229227078,296.431318447145,245616.723654664,296.833428448707,296.662637109695,242572.367415478,295.930070363932,217796.439064076,295.210403712669,198333.500621703,293.255512667665,293.155169750428,293.255512667665,293.155169750428,177085.724671429,293.891039480653,236345.693956967,293.277052352266,199918.882533795,293.995752937644,294.052417383513,293.164193192866,293.15355267644
1.2,299.000745749085,297.125571872238,247437.651344947,293.459012572391,293.187648119267,293.163119202651,293.164697402727,164434.78815976,296.855692476309,296.571635782212,245617.421114459,296.964100812424,296.797886528333,242573.072541011,296.076008286173,217797.414298444,295.354832409163,198334.715154491,293.2679108308,293.155899982221,293.2679108308,293.155899982221,177086.714499006,293.953945361419,236346.612516373,293.292799421466,199920.076577495,294.023292245139,294.083345418012,293.166500249725,293.153875967571
1.24,299.062904135028,297.247689960155,247438.20308257,293.492549305433,293.193051408684,293.164978260125,293.166415116254,164435.56146542,296.985464150652,296.708546028129,245618.013420865,297.090992557716,296.929456160832,242573.673928609,296.219665697531,217798.290803404,295.499308701309,198335.842156436,293.28109112092,293.156709378443,293.28109112092,293.156709378443,177087.639267209,294.018670583163,236347.423519754,293.309704969398,199921.185982441,294.050775027154,294.114256464145,293.169075392445,293.154239720463
1.28,299.121197155221,297.365956067097,247438.657550304,293.527889896114,293.198990679716,293.167032465613,293.16831986685,164436.283057683,297.111486921119,296.841948994803,245618.507708512,297.214061867292,297.057276936959,242574.178589497,296.360811641801,217799.074334625,295.643404612573,198336.885773252,293.295046391075,293.15760253805,293.295046391075,293.15760253805,177088.502146048,294.085088814284,236348.133531481,293.327782607745,199922.214925153,294.078207500035,294.145150337768,293.171935852674,293.154648478013
1.32,299.175865169776,297.48037634397,247439.021954884,293.564990840591,293.205489027561,293.169292022044,293.170422072977,164436.955603502,297.233724802809,296.971754894316,245618.911100999,297.333292882212,297.181304191584,242574.593531175,296.499226999937,217799.770687509,295.786710111178,198337.850186566,293.309767920187,293.158583981641,293.309767920187,293.158583981641,177089.306326642,294.153072976934,236348.749131772,293.34704328233,199923.167611875,294.105595892772,294.176026885652,293.175098719633,293.155106995178
1.36,299.22713134815,297.590980211366,247439.303580137,293.603807307719,293.212568424555,293.171766827375,293.172731880318,164437.581762923,297.352161020816,297.097870542832,245619.230811013,297.448697949906,297.301516766266,242574.925856408,296.634684181823,217800.385743319,295.92881826535,198338.739566495,293.325246295637,293.159658134413,293.325246295637,293.159658134413,177090.05499194,294.222494905087,236349.276983463,293.367495898203,199924.048249579,294.132946414474,294.206885984516,293.17858083224,293.155620213148
1.4,299.275210230986,297.697788772858,247439.508931016,293.644281911185,293.220248802593,293.174466298408,293.175258915027,164438.164167979,297.46678300884,297.220246125024,245619.473275743,297.560279741003,297.41789491365,242575.181910772,296.767053363861,217800.92489473,296.069446963456,198339.558084768,293.341467288212,293.160829274294,293.341467288212,293.160829274294,177090.751291266,294.293235987966,236349.723099618,293.38914347487,199924.860961936,294.160265323566,294.237727549886,293.182398929775,293.156193414649
1.44,299.320302562304,297.800837227733,247439.644431891,293.686355871116,293.228548564063,293.177399416162,293.178012372476,164438.705396102,297.577588314599,297.338823556402,245619.644859733,297.668058571398,297.530432643115,242575.367976109,296.896203114656,217801.393479684,296.20833874321,198340.309829494,293.358415863472,293.162101536663,293.358415863472,293.162101536663,177091.398308644,294.365179964445,236350.093409615,293.411986564158,199925.609794705,294.187558831713,294.268551528988,293.186569382471,293.156832084931
1.48,299.36258983965,297.900192687175,247439.716212554,293.729969077463,293.237486262968,293.180575240853,293.181001659109,164439.2080767,297.684631582394,297.453640962614,245619.751661345,297.77208844425,297.639181919102,242575.490058555,297.022029786599,217801.79690765,296.345159481788,198340.998984063,293.376076556408,293.163479087275,293.376076556408,293.163479087275,177091.999190607,294.438198713205,236350.393797543,293.436025012033,199926.298850135,294.214833153009,294.299357891295,293.191108473999,293.157541785425
1.52,299.402246141795,297.99591696618,247439.730077891,293.775058168644,293.247077903285,293.184002094262,293.1842353744,164439.674702627,297.787953120017,297.564702652558,245619.799450903,297.872419632468,297.744182944237,242575.553854812,297.144444301445,217802.14026096,296.479668568394,198341.629526709,293.39443222655,293.164965845462,293.39443222655,293.164965845462,177092.556920159,294.512175544849,236350.629762749,293.461254671654,199926.932020661,294.242094424288,294.330146643743,293.196031942454,293.158328355362
1.56,299.439437630346,298.08806946582,247439.691484723,293.821557717865,293.257337197079,293.187687624744,293.187721397054,164440.107632693,297.887585995797,297.671993245687,245619.793650807,297.969101247157,297.845471152752,242575.564728432,297.263369866356,217802.428318679,296.611694896428,198342.205233083,293.413464525249,293.166565503722,293.413464525249,293.166565503722,177093.074319808,294.587002711041,236350.806431089,293.48766798252,199927.512989846,294.269348695624,294.360917828638,293.201354968293,293.159197876676
1.6,299.474319222076,298.176719084145,247439.60553002,293.869401604266,293.268276541338,293.191639091365,293.191467248968,164440.509137963,297.983580361689,297.775524662308,245619.739334345,298.062193021419,297.943100051519,242575.527697547,297.378745607551,217802.665662996,296.741071662206,198342.72974897,293.433154578927,293.168281621175,293.433154578927,293.168281621175,177093.554107179,294.662573169716,236350.928654173,293.515255355367,199928.045296347,294.296601942141,294.391671517455,293.207092285359,293.160156584406
1.64,299.507028004452,298.261963006884,247439.477148964,293.918513899698,293.279909618736,293.195864234962,293.195481270427,164440.881497866,298.076031422759,297.87541637385,245619.641429417,298.151788452563,298.037146675936,242575.447621095,297.490606006735,217802.856587333,296.867592118967,198343.206755593,293.453480337799,293.17011792005,293.453480337799,293.17011792005,177093.999010769,294.738769264662,236351.001361467,293.544005831637,199928.532503894,294.323860205856,294.422407796992,293.21325884822,293.16121071085
1.68,299.53770231164,298.343873595172,247439.310650755,293.968828477028,293.292245216157,293.200369210713,293.199769879467,164441.226700746,298.164997159193,297.971690582158,245619.504231549,298.237952231953,298.1276745561,242575.328754594,297.598910617048,217803.005089481,296.991144643916,198343.639465104,293.474422147934,293.172077576923,293.474422147934,293.172077576923,177094.411409967,294.81549347977,236351.028683635,293.573905132244,199928.977704651,294.351129244406,294.453126801101,293.219868204944,293.162366834031
1.72,299.566469631958,298.422533433551,247439.110012729,294.020276238272,293.305291523932,293.205160011535,293.204339472446,164441.546625024,298.250553752441,298.064414731365,245619.331712912,298.320761609683,298.214756641213,242575.175028272,297.703660936925,217803.11483017,297.111613981464,198344.030926892,293.495959174397,293.174163707328,293.495959174397,293.174163707328,177094.793553019,294.89264726095,236351.014532882,293.604937264739,199929.383824446,294.378414754019,294.48382868774,293.226933559816,293.163631614415
1.76,299.59344820658,298.498030820923,247438.879118425,294.072785390225,293.319055684303,293.210242326285,293.209196109038,164441.843132459,298.332783269215,298.153663079063,245619.127755949,298.400301333021,298.298472622459,242574.990282553,297.804881136542,217803.189368918,297.228913092505,198344.384170922,293.518069401547,293.176379316599,293.518069401547,293.176379316599,177095.147668157,294.970135059774,236350.962754367,293.637084203678,199929.753765525,294.40572235075,294.514513640476,293.23446768953,293.165011813953
1.8,299.618745602696,298.570463870354,247438.62205223,294.12627864919,293.333544366291,293.215621738782,293.214345658619,164442.118200494,298.411775158183,298.239513726381,245618.89644742,298.476668721245,298.378912030843,242574.778556787,297.90262727383,217803.232380417,297.342990592268,198344.702417918,293.540728772366,293.178727367135,293.540728772366,293.178727367135,177095.476121801,295.047863187957,236350.877406065,293.670325938763,199930.090615493,294.433057606823,294.545181864659,293.242483118328,293.166514254904
1.84,299.642469120807,298.63991524689,247438.341736118,294.180688555078,293.348761087935,293.221302758619,293.219793059024,164442.373262813,298.48761133167,298.32205406013,245618.640713966,298.549943092421,298.456150930306,242574.542745511,297.996936976297,217803.246588003,297.453789024015,198344.98802631,293.563915985455,293.181210439877,293.563915985455,293.181210439877,177095.780630203,295.1257464738,236350.76144169,293.704640970475,199930.39661341,294.460425816942,294.575833602202,293.250991098428,293.168145943671
1.88,299.664718248991,298.706471449102,247438.041081533,294.235945312604,293.364708472942,293.227289624205,293.225542921885,164442.609751083,298.560376149802,298.401373433391,245618.363473681,298.620209270223,298.530268668233,242574.285731253,298.087869439454,217803.23464338,297.561277717431,198345.243355567,293.587608709056,293.183831011393,293.587608709056,293.183831011393,177096.062907066,295.20370308263,236350.617816272,293.740006126827,199930.674001343,294.48783217424,294.606469118132,293.260002402902,293.169913944298
1.92,299.685582146256,298.770229972403,247437.723061932,294.291977248107,293.381388396019,293.233586343846,293.231599569574,164442.829237031,298.630163612928,298.477550121714,245618.06771492,298.687564640345,298.601364209016,242574.010477504,298.175479256226,217803.19948914,297.665451371022,198345.470995054,293.611783777293,293.186591473416,293.611783777293,293.186591473416,177096.324833504,295.28165259001,236350.449546151,293.77639692655,199930.925217841,294.515281794648,294.6370886975,293.26952745029,293.17182535351
1.96,299.705146258284,298.831283058585,247437.390293035,294.348714908907,293.398801149331,293.240196392954,293.237966788688,164443.033096197,298.697063099289,298.550664300971,245617.756068055,298.752101430222,298.669529400476,242573.719588772,298.259830136546,217803.143672476,297.766318801315,198345.673223147,293.636418438502,293.189494017954,293.636418438502,293.189494017954,177096.568055919,295.359520207588,236350.259307247,293.813787539401,199931.15240516,294.542779610245,294.667692651503,293.279575844445,293.173887337122
2,299.723493821897,298.889714467737,247437.044974077,294.406092001972,293.416945323095,293.247122664278,293.244647785777,164443.222453809,298.761156156425,298.62079858198,245617.430744935,298.813903152703,298.734843880445,242573.415247833,298.340995621467,217803.069239511,297.863900247678,198345.851919435,293.661490654861,293.192540617049,293.661490654861,293.192540617049,177096.793921259,295.437237579707,236350.049375431,293.852150890712,199931.357330195,294.570330344344,294.698281317879,293.290156278274,293.176107124932
2.04,299.740702440157,298.94560880871,247436.689174557,294.464043293229,293.435818374672,293.254367661989,293.25164533898,164443.398401041,298.822524010542,298.688026798229,245617.09383034,298.873054708196,298.797390835785,242573.099514079,298.41904734689,217802.978186233,297.958232739001,198346.008911162,293.686978490167,293.195733093783,293.686978490167,293.195733093783,177097.003735634,295.514740256675,236349.821894656,293.891458905736,199931.541701894,294.5979385654,294.728855055817,293.301276788451,293.178491965641
2.08,299.756837651332,298.999068428194,247436.324575194,294.522503161015,293.455417556366,293.261933804844,293.258962310005,164443.561893814,298.88127803012,298.752467789665,245616.747036973,298.929660431085,298.857280504054,242572.774081077,298.494061965914,217802.872292362,298.049326495562,198346.145813083,293.712859815514,293.199073241805,293.712859815514,293.199073241805,177097.19864374,295.591958535116,236349.578726435,293.931683039054,199931.707014097,294.625608792908,294.759414237637,293.312945227244,293.181049072159
2.12,299.771969160388,299.050172850758,247435.952798768,294.581410902123,293.475737854007,293.269822722352,293.266600561864,164443.713797423,298.937493639316,298.814185411154,245616.392005009,298.983800451245,298.914592129618,242572.440565271,298.56610972148,217802.75315048,298.137239415726,198346.264092145,293.739113690561,293.202562545864,293.739113690561,293.202562545864,177097.379681357,295.668836840598,236349.321573508,293.97279358593,199931.854628328,294.653345229613,294.789959265376,293.325168111918,293.183785708173
2.16,299.786160248065,299.099006232957,247435.575192371,294.640707549939,293.496773475544,293.278035750615,293.274561715861,164443.854853945,298.991255257965,298.873256275448,245616.030105644,299.035560139393,298.969413417129,242572.100316511,298.635259546498,217802.622153179,298.222022455855,198346.365018593,293.765719588839,293.206202375982,293.765719588839,293.206202375982,177097.547736964,295.745320239571,236349.051901289,294.014760395795,199931.985714231,294.681151935231,294.820490557872,293.337951393765,293.18670910461
2.2,299.799469577554,299.145652775849,247435.193036527,294.70033538677,293.51851777691,293.286573910672,293.28284708017,164443.985774515,299.042649308397,298.929765316345,245615.6626446,299.085025407037,299.021832316589,242571.75461915,298.701588191661,217802.480602445,298.303729230597,198346.449811698,293.792657206905,293.209993976535,293.792657206905,293.209993976535,177097.70366204,295.821356311663,236348.771128328,294.057552682249,199932.101395744,294.709032813215,294.851008551232,293.351300402221,293.189826460994
2.24,299.811949359118,299.190200908868,247434.807812758,294.760235360941,293.540963729864,293.295438078121,293.291457844796,164444.107389538,299.091771825816,298.983828230397,245615.291129213,299.132287649888,299.071940049542,242571.404958269,298.765200546478,217802.329892209,298.382411569374,198346.519879063,293.819905664223,293.21393853026,293.819905664223,293.21393853026,177097.848450844,295.896892686895,236348.480923975,294.101138827552,199932.202985296,294.736991670615,294.881513695097,293.365220097486,293.193144928514
2.28,299.823652782905,299.232728406124,247434.420390086,294.820356447494,293.564102590322,293.304628466914,293.300394481864,164444.220171699,299.13870221729,299.035516743653,245614.916455399,299.177426115994,299.119819538557,242571.052208029,298.826158711774,217802.170951508,298.458126355682,198346.576053214,293.847446473499,293.218036957201,293.847446473499,293.218036957201,177097.982669501,295.971884715281,236348.18228884,294.145487575133,199932.291241156,294.765031999834,294.912006460967,293.379714202587,293.196671605895
2.32,299.834628601795,299.273313939102,247434.031710383,294.880648449578,293.587925061628,293.314145064021,293.309657247696,164444.324628553,299.183523954276,299.084918607437,245614.539592165,299.220521573549,299.165554074447,242570.69731445,298.884537584475,217802.004712785,298.530926723247,198346.619218426,293.875261283433,293.222290081141,293.875261283433,293.222290081141,177098.106925897,296.046289088297,236347.876322853,294.190567297663,199932.366979134,294.793157145956,294.942487333808,293.394785889035,293.200413517519
