"time","quarterCylinder.G_m","quarterHollowCylinder.G_m","halfCylinder.G_m","halfHollowCylinder.G_m","quarterSphere.G_m","quarterHollowSphere.G_m","eighthOfSphere.G_m","eighthOfHollowSphere.G_m","coaxCylindersEndFaces.G_m"
0.0445,6.53451271946677e-08,5.54517744447956e-08,3.26725635973338e-08,2.77258872223978e-08,9.67610537305656e-10,3.14159265358979e-09,3.87044214922263e-09,6.28318530717959e-09,2.10035055176607e-08
0.045,6.53451271946677e-08,5.54517744447956e-08,3.26725635973338e-08,2.77258872223978e-08,9.67610537305656e-10,3.14159265358979e-09,3.87044214922263e-09,6.28318530717959e-09,2.10035055176607e-08
0.0455,6.53451271946677e-08,5.54517744447956e-08,3.26725635973338e-08,2.77258872223978e-08,9.67610537305656e-10,3.14159265358979e-09,3.87044214922263e-09,6.28318530717959e-09,2.10035055176607e-08
0.046,6.53451271946677e-08,5.54517744447956e-08,3.26725635973338e-08,2.77258872223978e-08,9.67610537305656e-10,3.14159265358979e-09,3.87044214922263e-09,6.28318530717959e-09,2.10035055176607e-08
0.0465,6.53451271946677e-08,5.54517744447956e-08,3.26725635973338e-08,2.77258872223978e-08,9.67610537305656e-10,3.14159265358979e-09,3.87044214922263e-09,6.28318530717959e-09,2.10035055176607e-08
0.047,6.53451271946677e-08,5.54517744447956e-08,3.26725635973338e-08,2.77258872223978e-08,9.67610537305656e-10,3.14159265358979e-09,3.87044214922263e-09,6.28318530717959e-09,2.10035055176607e-08
0.0475,6.53451271946677e-08,5.54517744447956e-08,3.26725635973338e-08,2.77258872223978e-08,9.67610537305656e-10,3.14159265358979e-09,3.87044214922263e-09,6.28318530717959e-09,2.10035055176607e-08
0.048,6.53451271946677e-08,5.54517744447956e-08,3.26725635973338e-08,2.77258872223978e-08,9.67610537305656e-10,3.14159265358979e-09,3.87044214922263e-09,6.28318530717959e-09,2.10035055176607e-08
0.0485,6.53451271946677e-08,5.54517744447956e-08,3.26725635973338e-08,2.77258872223978e-08,9.67610537305656e-10,3.14159265358979e-09,3.87044214922263e-09,6.28318530717959e-09,2.10035055176607e-08
0.049,6.53451271946677e-08,5.54517744447956e-08,3.26725635973338e-08,2.77258872223978e-08,9.67610537305656e-10,3.14159265358979e-09,3.87044214922263e-09,6.28318530717959e-09,2.10035055176607e-08
0.0495,6.53451271946677e-08,5.54517744447956e-08,3.26725635973338e-08,2.77258872223978e-08,9.67610537305656e-10,3.14159265358979e-09,3.87044214922263e-09,6.28318530717959e-09,2.10035055176607e-08
0.05,6.53451271946677e-08,5.54517744447956e-08,3.26725635973338e-08,2.77258872223978e-08,9.67610537305656e-10,3.14159265358979e-09,3.87044214922263e-09,6.28318530717959e-09,2.10035055176607e-08
0.0505,6.53451271946677e-08,5.54517744447956e-08,3.26725635973338e-08,2.77258872223978e-08,9.67610537305656e-10,3.14159265358979e-09,3.87044214922263e-09,6.28318530717959e-09,2.10035055176607e-08
0.051,6.53451271946677e-08,5.54517744447956e-08,3.26725635973338e-08,2.77258872223978e-08,9.67610537305656e-10,3.14159265358979e-09,3.87044214922263e-09,6.28318530717959e-09,2.10035055176607e-08
0.0515,6.53451271946677e-08,5.54517744447956e-08,3.26725635973338e-08,2.77258872223978e-08,9.67610537305656e-10,3.14159265358979e-09,3.87044214922263e-09,6.28318530717959e-09,2.10035055176607e-08
0.052,6.53451271946677e-08,5.54517744447956e-08,3.26725635973338e-08,2.77258872223978e-08,9.67610537305656e-10,3.14159265358979e-09,3.87044214922263e-09,6.28318530717959e-09,2.10035055176607e-08
0.0525,6.53451271946677e-08,5.54517744447956e-08,3.26725635973338e-08,2.77258872223978e-08,9.67610537305656e-10,3.14159265358979e-09,3.87044214922263e-09,6.28318530717959e-09,2.10035055176607e-08
0.053,6.53451271946677e-08,5.54517744447956e-08,3.26725635973338e-08,2.77258872223978e-08,9.67610537305656e-10,3.14159265358979e-09,3.87044214922263e-09,6.28318530717959e-09,2.10035055176607e-08
0.0535,6.53451271946677e-08,5.54517744447956e-08,3.26725635973338e-08,2.77258872223978e-08,9.67610537305656e-10,3.14159265358979e-09,3.87044214922263e-09,6.28318530717959e-09,2.10035055176607e-08
0.054,6.53451271946677e-08,5.54517744447956e-08,3.26725635973338e-08,2.77258872223978e-08,9.67610537305656e-10,3.14159265358979e-09,3.87044214922263e-09,6.28318530717959e-09,2.10035055176607e-08
0.0545,6.53451271946677e-08,5.54517744447956e-08,3.26725635973338e-08,2.77258872223978e-08,9.67610537305656e-10,3.14159265358979e-09,3.87044214922263e-09,6.28318530717959e-09,2.10035055176607e-08
0.055,6.53451271946677e-08,5.54517744447956e-08,3.26725635973338e-08,2.77258872223978e-08,9.67610537305656e-10,3.14159265358979e-09,3.87044214922263e-09,6.28318530717959e-09,2.10035055176607e-08
0.0555,6.53451271946677e-08,5.54517744447956e-08,3.26725635973338e-08,2.77258872223978e-08,9.67610537305656e-10,3.14159265358979e-09,3.87044214922263e-09,6.28318530717959e-09,2.10035055176607e-08
0.056,6.53451271946677e-08,5.54517744447956e-08,3.26725635973338e-08,2.77258872223978e-08,9.67610537305656e-10,3.14159265358979e-09,3.87044214922263e-09,6.28318530717959e-09,2.10035055176607e-08
0.0565,6.53451271946677e-08,5.54517744447956e-08,3.26725635973338e-08,2.77258872223978e-08,9.67610537305656e-10,3.14159265358979e-09,3.87044214922263e-09,6.28318530717959e-09,2.10035055176607e-08
0.057,6.53451271946677e-08,5.54517744447956e-08,3.26725635973338e-08,2.77258872223978e-08,9.67610537305656e-10,3.14159265358979e-09,3.87044214922263e-09,6.28318530717959e-09,2.10035055176607e-08
0.0575,6.53451271946677e-08,5.54517744447956e-08,3.26725635973338e-08,2.77258872223978e-08,9.67610537305656e-10,3.14159265358979e-09,3.87044214922263e-09,6.28318530717959e-09,2.10035055176607e-08
0.058,6.53451271946677e-08,5.54517744447956e-08,3.26725635973338e-08,2.77258872223978e-08,9.67610537305656e-10,3.14159265358979e-09,3.87044214922263e-09,6.28318530717959e-09,2.10035055176607e-08
0.0585,6.53451271946677e-08,5.54517744447956e-08,3.26725635973338e-08,2.77258872223978e-08,9.67610537305656e-10,3.14159265358979e-09,3.87044214922263e-09,6.28318530717959e-09,2.10035055176607e-08
0.059,6.53451271946677e-08,5.54517744447956e-08,3.26725635973338e-08,2.77258872223978e-08,9.67610537305656e-10,3.14159265358979e-09,3.87044214922263e-09,6.28318530717959e-09,2.10035055176607e-08
0.0595,6.53451271946677e-08,5.54517744447956e-08,3.26725635973338e-08,2.77258872223978e-08,9.67610537305656e-10,3.14159265358979e-09,3.87044214922263e-09,6.28318530717959e-09,2.10035055176607e-08
0.06,6.53451271946677e-08,5.54517744447956e-08,3.26725635973338e-08,2.77258872223978e-08,9.67610537305656e-10,3.14159265358979e-09,3.87044214922263e-09,6.28318530717959e-09,2.10035055176607e-08
0.0605,6.53451271946677e-08,5.54517744447956e-08,3.26725635973338e-08,2.77258872223978e-08,9.67610537305656e-10,3.14159265358979e-09,3.87044214922263e-09,6.28318530717959e-09,2.10035055176607e-08
0.061,6.53451271946677e-08,5.54517744447956e-08,3.26725635973338e-08,2.77258872223978e-08,9.67610537305656e-10,3.14159265358979e-09,3.87044214922263e-09,6.28318530717959e-09,2.10035055176607e-08
0.0615,6.53451271946677e-08,5.54517744447956e-08,3.26725635973338e-08,2.77258872223978e-08,9.67610537305656e-10,3.14159265358979e-09,3.87044214922263e-09,6.28318530717959e-09,2.10035055176607e-08
0.062,6.53451271946677e-08,5.54517744447956e-08,3.26725635973338e-08,2.77258872223978e-08,9.67610537305656e-10,3.14159265358979e-09,3.87044214922263e-09,6.28318530717959e-09,2.10035055176607e-08
0.0625,6.53451271946677e-08,5.54517744447956e-08,3.26725635973338e-08,2.77258872223978e-08,9.67610537305656e-10,3.14159265358979e-09,3.87044214922263e-09,6.28318530717959e-09,2.10035055176607e-08
0.063,6.53451271946677e-08,5.54517744447956e-08,3.26725635973338e-08,2.77258872223978e-08,9.67610537305656e-10,3.14159265358979e-09,3.87044214922263e-09,6.28318530717959e-09,2.10035055176607e-08
0.0635,6.53451271946677e-08,5.54517744447956e-08,3.26725635973338e-08,2.77258872223978e-08,9.67610537305656e-10,3.14159265358979e-09,3.87044214922263e-09,6.28318530717959e-09,2.10035055176607e-08
0.064,6.53451271946677e-08,5.54517744447956e-08,3.26725635973338e-08,2.77258872223978e-08,9.67610537305656e-10,3.14159265358979e-09,3.87044214922263e-09,6.28318530717959e-09,2.10035055176607e-08
0.0645,6.53451271946677e-08,5.54517744447956e-08,3.26725635973338e-08,2.77258872223978e-08,9.67610537305656e-10,3.14159265358979e-09,3.87044214922263e-09,6.28318530717959e-09,2.10035055176607e-08
0.065,6.53451271946677e-08,5.54517744447956e-08,3.26725635973338e-08,2.77258872223978e-08,9.67610537305656e-10,3.14159265358979e-09,3.87044214922263e-09,6.28318530717959e-09,2.10035055176607e-08
0.0655,6.53451271946677e-08,5.54517744447956e-08,3.26725635973338e-08,2.77258872223978e-08,9.67610537305656e-10,3.14159265358979e-09,3.87044214922263e-09,6.28318530717959e-09,2.10035055176607e-08
