"time","mass1.T","mass2.T"
0.1225,365.614720721675,280.685279278325
0.123,365.586420242415,280.713579757585
0.1235,365.558138650603,280.741861349397
0.124,365.529875932924,280.770124067076
0.1245,365.50163207606,280.79836792394
0.125,365.473407066694,280.826592933307
0.1255,365.445200891507,280.854799108493
0.126,365.417013537183,280.882986462817
0.1265,365.388844990405,280.911155009596
0.127,365.360695237854,280.939304762146
0.1275,365.332564266214,280.967435733786
0.128,365.304452062168,280.995547937832
0.1285,365.276358612397,281.023641387603
0.129,365.248283903585,281.051716096415
0.1295,365.220227922414,281.079772077586
0.13,365.192190655566,281.107809344434
0.1305,365.164172089726,281.135827910274
0.131,365.136172211574,281.163827788426
0.1315,365.108191007794,281.191808992206
0.132,365.080228465068,281.219771534932
0.1325,365.052284570079,281.247715429921
0.133,365.02435930951,281.27564069049
0.1335,364.996452670043,281.303547329957
0.134,364.968564638361,281.331435361639
0.1345,364.940695201147,281.359304798853
0.135,364.912844345082,281.387155654918
0.1355,364.88501205685,281.41498794315
0.136,364.857198323134,281.442801676866
0.1365,364.829403130616,281.470596869384
0.137,364.801626465978,281.498373534022
0.1375,364.773868315904,281.526131684097
0.138,364.746128667075,281.553871332925
0.1385,364.718407506175,281.581592493825
0.139,364.690704819886,281.609295180114
0.1395,364.663020594891,281.636979405109
0.14,364.635354817873,281.664645182127
0.1405,364.607707475513,281.692292524487
0.141,364.580078554495,281.719921445505
0.1415,364.552468041502,281.747531958498
0.142,364.524875923216,281.775124076785
0.1425,364.497302186319,281.802697813681
0.143,364.469746817494,281.830253182506
0.1435,364.442209803424,281.857790196576
0.144,364.414691130792,281.885308869208
0.1445,364.38719078628,281.91280921372
0.145,364.35970875657,281.94029124343
0.1455,364.332245028346,281.967754971654
0.146,364.304799588291,281.99520041171
0.1465,364.277372423085,282.022627576915
0.147,364.249963519413,282.050036480587
0.1475,364.222572923747,282.077427076253
0.148,364.195201191797,282.104798808203
0.1485,364.167847712629,282.132152287371
0.149,364.140512473392,282.159487526608
0.1495,364.113195461238,282.186804538762
0.15,364.085896663318,282.214103336682
0.1505,364.058616066783,282.241383933217
0.151,364.031353658784,282.268646341217
0.1515,364.004109426471,282.295890573529
0.152,363.976883356995,282.323116643005
0.1525,363.949675437508,282.350324562492
0.153,363.92248565516,282.37751434484
0.1535,363.895313997103,282.404686002897
0.154,363.868160450487,282.431839549513
0.1545,363.841025002463,282.458974997538
0.155,363.813907640181,282.486092359819
0.1555,363.786808350794,282.513191649206
0.156,363.759727121452,282.540272878548
0.1565,363.732663939306,282.567336060695
0.157,363.705618791506,282.594381208494
0.1575,363.678591665204,282.621408334796
0.158,363.65158254755,282.64841745245
0.1585,363.624591425696,282.675408574304
0.159,363.597618286793,282.702381713207
0.1595,363.570663117991,282.72933688201
0.16,363.543725906441,282.75627409356
0.1605,363.516806639294,282.783193360706
0.161,363.489905303701,282.810094696299
0.1615,363.463021886813,282.836978113187
0.162,363.436156375782,282.863843624218
0.1625,363.409308757757,282.890691242243
0.163,363.38247901989,282.91752098011
0.1635,363.355667149332,282.944332850668
0.164,363.328873133233,282.971126866767
0.1645,363.302096958745,282.997903041255
0.165,363.275338613019,283.024661386982
0.1655,363.248598083204,283.051401916796
0.166,363.221875356454,283.078124643546
0.1665,363.195170419917,283.104829580083
0.167,363.168483260746,283.131516739254
0.1675,363.14181386609,283.15818613391
0.168,363.115162223102,283.184837776898
0.1685,363.088528318932,283.211471681068
0.169,363.061912140731,283.238087859269
0.1695,363.035313675649,283.264686324351
0.17,363.008732910838,283.291267089162
0.1705,362.982169833449,283.317830166551
0.171,362.955624430632,283.344375569368
0.1715,362.929096689539,283.370903310461
0.172,362.90258659732,283.39741340268
0.1725,362.876094141127,283.423905858873
0.173,362.84961930811,283.45038069189
0.1735,362.82316208542,283.47683791458
0.174,362.796722460208,283.503277539792
0.1745,362.770300419625,283.529699580375
0.175,362.743895950822,283.556104049178
0.1755,362.71750904095,283.58249095905
0.176,362.69113967716,283.60886032284
0.1765,362.664787846602,283.635212153398
0.177,362.638453536428,283.661546463572
0.1775,362.612136733789,283.687863266211
0.178,362.585837425835,283.714162574165
0.1785,362.559555599718,283.740444400282
0.179,362.533291242588,283.766708757412
0.1795,362.507044341596,283.792955658404
0.18,362.480814883893,283.819185116107
0.1805,362.454603475504,283.845396524496
0.181,362.428410024655,283.871589975345
0.1815,362.402234030334,283.897765969666
0.182,362.376075480464,283.923924519536
0.1825,362.349934362967,283.950065637033
0.183,362.323810665767,283.976189334233
0.1835,362.297704376786,284.002295623215
0.184,362.271615483946,284.028384516054
0.1845,362.245543975172,284.054456024828
0.185,362.219489838385,284.080510161615
0.1855,362.193453061509,284.106546938491
0.186,362.167433632466,284.132566367534
0.1865,362.141431539179,284.158568460821
0.187,362.115446769571,284.184553230429
0.1875,362.089479311565,284.210520688435
0.188,362.063529153083,284.236470846917
0.1885,362.037596282049,284.262403717951
0.189,362.011680686385,284.288319313615
0.1895,361.985782354014,284.314217645986
0.19,361.959901272859,284.340098727141
0.1905,361.934037430843,284.365962569157
0.191,361.908190815888,284.391809184112
0.1915,361.882361415918,284.417638584082
0.192,361.856549218855,284.443450781145
0.1925,361.830754212621,284.469245787379
0.193,361.804976385141,284.495023614859
0.1935,361.779215724336,284.520784275664
0.194,361.75347221813,284.54652778187
0.1945,361.727745854445,284.572254145555
0.195,361.702036621204,284.597963378796
0.1955,361.676344506329,284.623655493671
0.196,361.650669497745,284.649330502255
0.1965,361.625011583373,284.674988416627
0.197,361.599370751137,284.700629248863
0.1975,361.573746988959,284.726253011041
0.198,361.548140284762,284.751859715238
0.1985,361.522550626468,284.777449373532
0.199,361.496978002002,284.803021997998
0.1995,361.471422399285,284.828577600716
0.2,361.44588380624,284.85411619376
0.2005,361.42036221079,284.87963778921
0.201,361.394857600858,284.905142399142
0.2015,361.369369964367,284.930630035633
0.202,361.34389928924,284.95610071076
0.2025,361.318445563399,284.981554436601
0.203,361.293008774767,285.006991225233
0.2035,361.267588911268,285.032411088732
0.204,361.242185960823,285.057814039177
0.2045,361.216799911356,285.083200088644
0.205,361.19143075079,285.10856924921
0.2055,361.166078467047,285.133921532953
0.206,361.14074304805,285.15925695195
0.2065,361.115424481722,285.184575518278
0.207,361.090122755986,285.209877244014
0.2075,361.064837858764,285.235162141236
0.208,361.03956977798,285.26043022202
0.2085,361.014318501557,285.285681498443
0.209,360.989084017416,285.310915982584
0.2095,360.963866313482,285.336133686518
0.21,360.938665377676,285.361334622324
0.2105,360.913481197922,285.386518802078
0.211,360.888313762142,285.411686237858
0.2115,360.863163058259,285.436836941741
0.212,360.838029074197,285.461970925803
0.2125,360.812911797877,285.487088202123
0.213,360.787811233519,285.512188766481
0.2135,360.762728317458,285.537271682542
0.214,360.737662117453,285.562337882547
0.2145,360.712612622095,285.587387377905
0.215,360.687579819977,285.612420180023
0.2155,360.66256369969,285.63743630031
0.216,360.637564249828,285.662435750173
0.2165,360.612581458981,285.687418541019
0.217,360.587615315743,285.712384684258
0.2175,360.562665808704,285.737334191296
0.218,360.537732926459,285.762267073542
0.2185,360.512816657597,285.787183342403
0.219,360.487916990713,285.812083009287
0.2195,360.463033914397,285.836966085603
0.22,360.438167417242,285.861832582758
0.2205,360.41331748784,285.88668251216
0.221,360.388484114783,285.911515885217
0.2215,360.363667286663,285.936332713337
0.222,360.338866992073,285.961133007927
0.2225,360.314083219604,285.985916780396
0.223,360.289315957849,286.010684042151
0.2235,360.2645651954,286.0354348046
0.224,360.239830920848,286.060169079152
0.2245,360.215113122787,286.084886877213
0.225,360.190411789807,286.109588210193
0.2255,360.165726910502,286.134273089498
0.226,360.141058473463,286.158941526537
0.2265,360.116406467283,286.183593532717
0.227,360.091770880553,286.208229119447
0.2275,360.067151701866,286.232848298134
0.228,360.042548919814,286.257451080186
0.2285,360.017962522989,286.282037477011
0.229,359.993392499983,286.306607500017
0.2295,359.968838839389,286.331161160612
0.23,359.944301529797,286.355698470203
0.2305,359.919780559801,286.380219440199
0.231,359.895275917993,286.404724082007
0.2315,359.870787592965,286.429212407036
0.232,359.846315573308,286.453684426692
0.2325,359.821859847615,286.478140152385
0.233,359.797420404478,286.502579595522
0.2335,359.77299723249,286.52700276751
0.234,359.748590320242,286.551409679758
0.2345,359.724199656327,286.575800343674
0.235,359.699825229336,286.600174770665
0.2355,359.675467027861,286.624532972139
0.236,359.651125040496,286.648874959504
0.2365,359.626799255832,286.673200744168
0.237,359.60248966246,286.69751033754
0.2375,359.578196248974,286.721803751026
0.238,359.553919003966,286.746080996035
0.2385,359.529657916026,286.770342083974
0.239,359.505412973749,286.794587026251
0.2395,359.481184165725,286.818815834275
0.24,359.456971480547,286.843028519454
0.2405,359.432774906806,286.867225093194
0.241,359.408594433096,286.891405566904
0.2415,359.384430048009,286.915569951992
0.242,359.360281740135,286.939718259865
0.2425,359.336149498068,286.963850501932
0.243,359.3120333104,286.9879666896
0.2435,359.287933165722,287.012066834278
0.244,359.263849052627,287.036150947373
0.2445,359.239780959707,287.060219040293
0.245,359.215728875554,287.084271124446
0.2455,359.191692788761,287.10830721124
0.246,359.167672924247,287.132327075753
0.2465,359.14366930969,287.15633069031
0.247,359.119681686402,287.180318313598
0.2475,359.095710043667,287.204289956333
0.248,359.071754370774,287.228245629226
0.2485,359.04781465702,287.25218534298
0.249,359.023890891709,287.276109108291
0.2495,358.999983064152,287.300016935848
0.25,358.976091163665,287.323908836335
0.2505,358.952215179574,287.347784820426
0.251,358.928355101209,287.371644898791
0.2515,358.904510917908,287.395489082092
0.252,358.880682619017,287.419317380983
0.2525,358.856870193888,287.443129806112
0.253,358.833073631878,287.466926368122
0.2535,358.809292922355,287.490707077645
0.254,358.78552805469,287.51447194531
0.2545,358.761779018262,287.538220981738
0.255,358.738045802459,287.561954197541
0.2555,358.714328396674,287.585671603326
0.256,358.690626790306,287.609373209694
0.2565,358.666940972762,287.633059027238
0.257,358.643270933457,287.656729066543
0.2575,358.619616661811,287.680383338189
0.258,358.595978147252,287.704021852748
0.2585,358.572355379214,287.727644620786
0.259,358.54874834714,287.75125165286
0.2595,358.525157040476,287.774842959524
0.26,358.501581448679,287.798418551321
0.2605,358.478021561211,287.821978438789
0.261,358.45447736754,287.84552263246
0.2615,358.430948857142,287.869051142858
0.262,358.407436019501,287.892563980499
0.2625,358.383938844106,287.916061155894
0.263,358.360457320453,287.939542679547
0.2635,358.336991438047,287.963008561954
0.264,358.313541186396,287.986458813604
0.2645,358.290106555019,288.009893444981
0.265,358.26668753344,288.03331246656
0.2655,358.243284111189,288.056715888811
0.266,358.219896277805,288.080103722195
0.2665,358.196524022832,288.103475977168
0.267,358.173167335822,288.126832664178
0.2675,358.149826206334,288.150173793666
0.268,358.126500623933,288.173499376067
0.2685,358.103190578191,288.196809421809
0.269,358.079896058687,288.220103941313
0.2695,358.056617055009,288.243382944991
0.27,358.033353556748,288.266646443252
0.2705,358.010105553505,288.289894446495
0.271,357.986873034886,288.313126965114
0.2715,357.963655990505,288.336344009495
0.272,357.940454409983,288.359545590017
0.2725,357.917268282947,288.382731717053
0.273,357.894097599031,288.405902400969
0.2735,357.870942347877,288.429057652123
0.274,357.847802519133,288.452197480867
0.2745,357.824678102454,288.475321897546
0.275,357.801569087501,288.498430912499
0.2755,357.778475463944,288.521524536056
0.276,357.755397221459,288.544602778541
0.2765,357.732334349727,288.567665650274
0.277,357.709286838438,288.590713161562
0.2775,357.686254677288,288.613745322712
0.278,357.663237855982,288.636762144018
0.2785,357.640236364228,288.659763635772
0.279,357.617250191744,288.682749808256
0.2795,357.594279328255,288.705720671745
0.28,357.571323763489,288.728676236511
0.2805,357.548383487186,288.751616512814
0.281,357.52545848909,288.77454151091
0.2815,357.502548758953,288.797451241047
0.282,357.479654286532,288.820345713468
0.2825,357.456775061593,288.843224938408
0.283,357.433911073908,288.866088926093
0.2835,357.411062313256,288.888937686744
0.284,357.388228769423,288.911771230577
0.2845,357.365410432201,288.934589567799
0.285,357.342607291392,288.957392708608
0.2855,357.3198193368,288.9801806632
0.286,357.29704655824,289.00295344176
0.2865,357.274288945531,289.025711054469
0.287,357.251546488502,289.048453511498
0.2875,357.228819176986,289.071180823014
0.288,357.206107000824,289.093892999176
0.2885,357.183409949864,289.116590050136
0.289,357.160728013961,289.139271986039
0.2895,357.138061182977,289.161938817023
0.29,357.11540944678,289.18459055322
0.2905,357.092772795245,289.207227204755
0.291,357.070151218256,289.229848781744
0.2915,357.047544705701,289.252455294299
0.292,357.024953247476,289.275046752524
0.2925,357.002376833484,289.297623166516
0.293,356.979815453636,289.320184546364
0.2935,356.957269097848,289.342730902152
0.294,356.934737756044,289.365262243956
0.2945,356.912221418154,289.387778581846
0.295,356.889720074116,289.410279925884
0.2955,356.867233713874,289.432766286126
0.296,356.84476232738,289.45523767262
0.2965,356.822305904591,289.477694095409
0.297,356.799864435473,289.500135564527
0.2975,356.777437909997,289.522562090003
0.298,356.755026318142,289.544973681858
0.2985,356.732629649895,289.567370350105
0.299,356.710247895247,289.589752104753
0.2995,356.687881044198,289.612118955802
0.3,356.665529086754,289.634470913246
0.3005,356.64319201293,289.656807987071
0.301,356.620869812743,289.679130187257
0.3015,356.598562476223,289.701437523777
0.302,356.576269993402,289.723730006598
0.3025,356.553992354322,289.746007645678
0.303,356.531729549031,289.76827045097
0.3035,356.509481567581,289.790518432419
0.304,356.487248400036,289.812751599964
0.3045,356.465030036464,289.834969963536
0.305,356.44282646694,289.85717353306
0.3055,356.420637681545,289.879362318455
0.306,356.39846367037,289.90153632963
0.3065,356.37630442351,289.923695576491
0.307,356.354159931067,289.945840068933
0.3075,356.332030183152,289.967969816849
0.308,356.30991516988,289.99008483012
0.3085,356.287814881376,290.012185118624
0.309,356.26572930777,290.03427069223
0.3095,356.2436584392,290.0563415608
0.31,356.221602265808,290.078397734192
0.3105,356.199560777747,290.100439222253
0.311,356.177533965174,290.122466034826
0.3115,356.15552194909,290.14447805091
0.312,356.133524785361,290.166475214639
0.3125,356.111542278375,290.188457721625
0.313,356.089574418487,290.210425581513
0.3135,356.067621196059,290.232378803941
0.314,356.045682601461,290.254317398539
0.3145,356.023758625072,290.276241374928
0.315,356.001849257277,290.298150742723
0.3155,355.97995448847,290.32004551153
0.316,355.958074309054,290.341925690946
0.3165,355.936208709439,290.363791290561
0.317,355.914357680043,290.385642319957
0.3175,355.892521211293,290.407478788707
0.318,355.870699293622,290.429300706378
0.3185,355.848891917473,290.451108082527
0.319,355.827099073297,290.472900926703
0.3195,355.805320751551,290.494679248449
0.32,355.783556942702,290.516443057298
0.3205,355.761807637224,290.538192362776
0.321,355.7400728256,290.5599271744
0.3215,355.71835249832,290.58164750168
0.322,355.696646645882,290.603353354118
0.3225,355.674955258793,290.625044741207
0.323,355.653278327568,290.646721672432
0.3235,355.631615842728,290.668384157272
0.324,355.609967794805,290.690032205195
0.3245,355.588334174336,290.711665825664
0.325,355.566714971869,290.733285028131
0.3255,355.545110177957,290.754889822043
0.326,355.523519783164,290.776480216837
0.3265,355.501943778059,290.798056221941
0.327,355.480382153222,290.819617846778
0.3275,355.458834899239,290.841165100761
0.328,355.437302006705,290.862697993295
0.3285,355.415783466222,290.884216533778
0.329,355.394279268402,290.905720731598
0.3295,355.372789403861,290.927210596139
0.33,355.351313863229,290.948686136771
0.3305,355.329852637138,290.970147362862
0.331,355.308405716233,290.991594283768
0.3315,355.286973091162,291.013026908838
0.332,355.265554752586,291.034445247414
0.3325,355.244150691172,291.055849308828
0.333,355.222760897593,291.077239102407
0.3335,355.201385362533,291.098614637467
0.334,355.180024076683,291.119975923317
0.3345,355.158677030741,291.14132296926
0.335,355.137344215414,291.162655784586
0.3355,355.116025621417,291.183974378583
0.336,355.094721239474,291.205278760526
0.3365,355.073431060315,291.226568939685
0.337,355.052155074679,291.247844925321
0.3375,355.030893273312,291.269106726688
0.338,355.009645646971,291.290354353029
0.3385,354.988412186418,291.311587813583
0.339,354.967192882423,291.332807117577
0.3395,354.945987725767,291.354012274234
0.34,354.924796707235,291.375203292765
0.3405,354.903619817624,291.396380182376
0.341,354.882457047736,291.417542952264
0.3415,354.861308388382,291.438691611618
0.342,354.840173830382,291.459826169618
0.3425,354.819053364562,291.480946635438
0.343,354.797946981758,291.502053018242
0.3435,354.776854672813,291.523145327187
0.344,354.755776428578,291.544223571422
0.3445,354.734712239912,291.565287760088
0.345,354.713662097683,291.586337902317
0.3455,354.692625992766,291.607374007234
0.346,354.671603916044,291.628396083956
0.3465,354.650595858408,291.649404141592
0.347,354.629601810758,291.670398189242
0.3475,354.608621764001,291.691378235999
0.348,354.587655709052,291.712344290948
0.3485,354.566703636835,291.733296363165
0.349,354.545765538281,291.754234461719
0.3495,354.52484140433,291.77515859567
0.35,354.503931225928,291.796068774072
0.3505,354.483034994032,291.816965005968
0.351,354.462152699605,291.837847300395
0.3515,354.441284333618,291.858715666382
0.352,354.42042988705,291.87957011295
0.3525,354.39958935089,291.90041064911
0.353,354.378762716132,291.921237283868
0.3535,354.357949973781,291.942050026219
0.354,354.337151114848,291.962848885152
0.3545,354.316366130352,291.983633869648
0.355,354.295595011321,292.004404988679
0.3555,354.274837748791,292.025162251209
0.356,354.254094333805,292.045905666195
0.3565,354.233364757414,292.066635242586
0.357,354.21264901068,292.08735098932
0.3575,354.191947084668,292.108052915332
0.358,354.171258970456,292.128741029544
0.3585,354.150584659126,292.149415340874
0.359,354.129924141771,292.170075858229
0.3595,354.10927740949,292.19072259051
0.36,354.08864445339,292.21135554661
0.3605,354.068025264589,292.231974735411
0.361,354.047419834209,292.252580165791
0.3615,354.026828153382,292.273171846618
0.362,354.006250213248,292.293749786752
0.3625,353.985686004956,292.314313995044
0.363,353.96513551966,292.33486448034
0.3635,353.944598748526,292.355401251474
0.364,353.924075682724,292.375924317276
0.3645,353.903566313435,292.396433686566
0.365,353.883070631846,292.416929368154
0.3655,353.862588629154,292.437411370846
0.366,353.842120296562,292.457879703438
0.3665,353.821665625283,292.478334374717
0.367,353.801224606537,292.498775393463
0.3675,353.780797231552,292.519202768448
0.368,353.760383491563,292.539616508437
0.3685,353.739983377815,292.560016622185
0.369,353.71959688156,292.58040311844
0.3695,353.699223994057,292.600776005943
0.37,353.678864706576,292.621135293424
0.3705,353.658518711962,292.641481288038
0.371,353.638185911287,292.661814088713
0.3715,353.617866663145,292.682133336855
0.372,353.597560958539,292.702439041461
0.3725,353.577268788476,292.722731211524
0.373,353.556990143971,292.743009856029
0.3735,353.536725016043,292.763274983957
0.374,353.51647339572,292.78352660428
0.3745,353.496235274035,292.803764725965
0.375,353.476010642026,292.823989357974
0.3755,353.45579949074,292.84420050926
0.376,353.435601811229,292.864398188771
0.3765,353.41541759455,292.884582405451
0.377,353.395246831768,292.904753168233
