"time","Volume.ports[1].m_flow","Volume.ports[1].p","Volume.ports[1].h_outflow","Volume.ports[2].m_flow","Volume.ports[2].p","Volume.ports[2].h_outflow","Volume.portsData[1].diameter","Volume.portsData[1].height","Volume.portsData[1].zeta_out","Volume.portsData[1].zeta_in","Volume.portsData[2].diameter","Volume.portsData[2].height","Volume.portsData[2].zeta_out","Volume.portsData[2].zeta_in","Volume.ports_H_flow[1]","Volume.ports_H_flow[2]","Volume.ports_E_flow[1]","Volume.ports_E_flow[2]","Volume.ports_penetration[1]","Volume.ports_penetration[2]","Volume.portsData_diameter_internal[1]","Volume.portsData_diameter_internal[2]","Volume.portsData_height_internal[1]","Volume.portsData_height_internal[2]","Volume.portsData_zeta_in_internal[1]","Volume.portsData_zeta_in_internal[2]","Volume.portsData_zeta_out_internal[1]","Volume.portsData_zeta_out_internal[2]","Volume.portsData_diameter[1]","Volume.portsData_diameter[2]","Volume.portsData_height[1]","Volume.portsData_height[2]","Volume.portsData_zeta_in[1]","Volume.portsData_zeta_in[2]","Volume.portsData_zeta_out[1]","Volume.portsData_zeta_out[2]","FlowSource.ports[1].m_flow","FlowSource.ports[1].p","FlowSource.ports[1].h_outflow","Sink.ports[1].m_flow","Sink.ports[1].p","Sink.ports[1].h_outflow","Valve.port_b.m_flow","Valve.port_b.p","Valve.port_b.h_outflow","Step1.y"
0.01,1,26623808.1343198,3000000,-1,201325,3000000,0.0254,0,0.5,1.04,0.0254,0,0.5,1.04,3000000,-3000000,159.334332176295,-159.334332176295,0.000999999999999945,0.000999999999999945,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,-1,26623808.1343198,3000000,1,101325,84013.0581525969,-1,101325,3000000,1
0.011,1,26623808.1343198,3000000,-1,201325,3000000,0.0254,0,0.5,1.04,0.0254,0,0.5,1.04,3000000,-3000000,159.334332176295,-159.334332176295,0.000999999999999945,0.000999999999999945,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,-1,26623808.1343198,3000000,1,101325,84013.0581525969,-1,101325,3000000,1
0.012,1,26623808.1343198,3000000,-1,201325,3000000,0.0254,0,0.5,1.04,0.0254,0,0.5,1.04,3000000,-3000000,159.334332176295,-159.334332176295,0.000999999999999945,0.000999999999999945,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,-1,26623808.1343198,3000000,1,101325,84013.0581525969,-1,101325,3000000,1
0.013,1,26623808.1343198,3000000,-1,201325,3000000,0.0254,0,0.5,1.04,0.0254,0,0.5,1.04,3000000,-3000000,159.334332176295,-159.334332176295,0.000999999999999945,0.000999999999999945,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,-1,26623808.1343198,3000000,1,101325,84013.0581525969,-1,101325,3000000,1
0.014,1,26623808.1343198,3000000,-1,201325,3000000,0.0254,0,0.5,1.04,0.0254,0,0.5,1.04,3000000,-3000000,159.334332176295,-159.334332176295,0.000999999999999945,0.000999999999999945,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,-1,26623808.1343198,3000000,1,101325,84013.0581525969,-1,101325,3000000,1
0.015,1,26623808.1343198,3000000,-1,201325,3000000,0.0254,0,0.5,1.04,0.0254,0,0.5,1.04,3000000,-3000000,159.334332176295,-159.334332176295,0.000999999999999945,0.000999999999999945,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,-1,26623808.1343198,3000000,1,101325,84013.0581525969,-1,101325,3000000,1
0.016,1,26623808.1343198,3000000,-1,201325,3000000,0.0254,0,0.5,1.04,0.0254,0,0.5,1.04,3000000,-3000000,159.334332176295,-159.334332176295,0.000999999999999945,0.000999999999999945,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,-1,26623808.1343198,3000000,1,101325,84013.0581525969,-1,101325,3000000,1
0.017,1,26623808.1343198,3000000,-1,201325,3000000,0.0254,0,0.5,1.04,0.0254,0,0.5,1.04,3000000,-3000000,159.334332176295,-159.334332176295,0.000999999999999945,0.000999999999999945,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,-1,26623808.1343198,3000000,1,101325,84013.0581525969,-1,101325,3000000,1
0.018,1,26623808.1343198,3000000,-1,201325,3000000,0.0254,0,0.5,1.04,0.0254,0,0.5,1.04,3000000,-3000000,159.334332176295,-159.334332176295,0.000999999999999945,0.000999999999999945,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,-1,26623808.1343198,3000000,1,101325,84013.0581525969,-1,101325,3000000,1
0.019,1,26623808.1343198,3000000,-1,201325,3000000,0.0254,0,0.5,1.04,0.0254,0,0.5,1.04,3000000,-3000000,159.334332176295,-159.334332176295,0.000999999999999945,0.000999999999999945,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,-1,26623808.1343198,3000000,1,101325,84013.0581525969,-1,101325,3000000,1
0.02,1,26623808.1343198,3000000,-1,201325,3000000,0.0254,0,0.5,1.04,0.0254,0,0.5,1.04,3000000,-3000000,159.334332176295,-159.334332176295,0.000999999999999945,0.000999999999999945,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,-1,26623808.1343198,3000000,1,101325,84013.0581525969,-1,101325,3000000,1
0.021,1,26623808.1343198,3000000,-1,201325,3000000,0.0254,0,0.5,1.04,0.0254,0,0.5,1.04,3000000,-3000000,159.334332176295,-159.334332176295,0.000999999999999945,0.000999999999999945,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,-1,26623808.1343198,3000000,1,101325,84013.0581525969,-1,101325,3000000,1
0.022,1,26623808.1343198,3000000,-1,201325,3000000,0.0254,0,0.5,1.04,0.0254,0,0.5,1.04,3000000,-3000000,159.334332176295,-159.334332176295,0.000999999999999945,0.000999999999999945,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,-1,26623808.1343198,3000000,1,101325,84013.0581525969,-1,101325,3000000,1
0.023,1,26623808.1343198,3000000,-1,201325,3000000,0.0254,0,0.5,1.04,0.0254,0,0.5,1.04,3000000,-3000000,159.334332176295,-159.334332176295,0.000999999999999945,0.000999999999999945,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,-1,26623808.1343198,3000000,1,101325,84013.0581525969,-1,101325,3000000,1
0.024,1,26623808.1343198,3000000,-1,201325,3000000,0.0254,0,0.5,1.04,0.0254,0,0.5,1.04,3000000,-3000000,159.334332176295,-159.334332176295,0.000999999999999945,0.000999999999999945,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,-1,26623808.1343198,3000000,1,101325,84013.0581525969,-1,101325,3000000,1
0.025,1,26623808.1343198,3000000,-1,201325,3000000,0.0254,0,0.5,1.04,0.0254,0,0.5,1.04,3000000,-3000000,159.334332176295,-159.334332176295,0.000999999999999945,0.000999999999999945,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,-1,26623808.1343198,3000000,1,101325,84013.0581525969,-1,101325,3000000,1
0.026,1,26623808.1343198,3000000,-1,201325,3000000,0.0254,0,0.5,1.04,0.0254,0,0.5,1.04,3000000,-3000000,159.334332176295,-159.334332176295,0.000999999999999945,0.000999999999999945,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,-1,26623808.1343198,3000000,1,101325,84013.0581525969,-1,101325,3000000,1
0.027,1,26623808.1343198,3000000,-1,201325,3000000,0.0254,0,0.5,1.04,0.0254,0,0.5,1.04,3000000,-3000000,159.334332176295,-159.334332176295,0.000999999999999945,0.000999999999999945,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,-1,26623808.1343198,3000000,1,101325,84013.0581525969,-1,101325,3000000,1
0.028,1,26623808.1343198,3000000,-1,201325,3000000,0.0254,0,0.5,1.04,0.0254,0,0.5,1.04,3000000,-3000000,159.334332176295,-159.334332176295,0.000999999999999945,0.000999999999999945,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,-1,26623808.1343198,3000000,1,101325,84013.0581525969,-1,101325,3000000,1
0.029,1,26623808.1343198,3000000,-1,201325,3000000,0.0254,0,0.5,1.04,0.0254,0,0.5,1.04,3000000,-3000000,159.334332176295,-159.334332176295,0.000999999999999945,0.000999999999999945,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,-1,26623808.1343198,3000000,1,101325,84013.0581525969,-1,101325,3000000,1
0.03,1,26623808.1343198,3000000,-1,201325,3000000,0.0254,0,0.5,1.04,0.0254,0,0.5,1.04,3000000,-3000000,159.334332176295,-159.334332176295,0.000999999999999945,0.000999999999999945,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,-1,26623808.1343198,3000000,1,101325,84013.0581525969,-1,101325,3000000,1
0.031,1,26623808.1343198,3000000,-1,201325,3000000,0.0254,0,0.5,1.04,0.0254,0,0.5,1.04,3000000,-3000000,159.334332176295,-159.334332176295,0.000999999999999945,0.000999999999999945,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,-1,26623808.1343198,3000000,1,101325,84013.0581525969,-1,101325,3000000,1
0.032,1,26623808.1343198,3000000,-1,201325,3000000,0.0254,0,0.5,1.04,0.0254,0,0.5,1.04,3000000,-3000000,159.334332176295,-159.334332176295,0.000999999999999945,0.000999999999999945,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,-1,26623808.1343198,3000000,1,101325,84013.0581525969,-1,101325,3000000,1
0.033,1,26623808.1343198,3000000,-1,201325,3000000,0.0254,0,0.5,1.04,0.0254,0,0.5,1.04,3000000,-3000000,159.334332176295,-159.334332176295,0.000999999999999945,0.000999999999999945,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,-1,26623808.1343198,3000000,1,101325,84013.0581525969,-1,101325,3000000,1
0.034,1,26623808.1343198,3000000,-1,201325,3000000,0.0254,0,0.5,1.04,0.0254,0,0.5,1.04,3000000,-3000000,159.334332176295,-159.334332176295,0.000999999999999945,0.000999999999999945,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,-1,26623808.1343198,3000000,1,101325,84013.0581525969,-1,101325,3000000,1
0.035,1,26623808.1343198,3000000,-1,201325,3000000,0.0254,0,0.5,1.04,0.0254,0,0.5,1.04,3000000,-3000000,159.334332176295,-159.334332176295,0.000999999999999945,0.000999999999999945,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,-1,26623808.1343198,3000000,1,101325,84013.0581525969,-1,101325,3000000,1
0.036,1,26623808.1343198,3000000,-1,201325,3000000,0.0254,0,0.5,1.04,0.0254,0,0.5,1.04,3000000,-3000000,159.334332176295,-159.334332176295,0.000999999999999945,0.000999999999999945,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,-1,26623808.1343198,3000000,1,101325,84013.0581525969,-1,101325,3000000,1
0.037,1,26623808.1343198,3000000,-1,201325,3000000,0.0254,0,0.5,1.04,0.0254,0,0.5,1.04,3000000,-3000000,159.334332176295,-159.334332176295,0.000999999999999945,0.000999999999999945,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,-1,26623808.1343198,3000000,1,101325,84013.0581525969,-1,101325,3000000,1
0.038,1,26623808.1343198,3000000,-1,201325,3000000,0.0254,0,0.5,1.04,0.0254,0,0.5,1.04,3000000,-3000000,159.334332176295,-159.334332176295,0.000999999999999945,0.000999999999999945,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,-1,26623808.1343198,3000000,1,101325,84013.0581525969,-1,101325,3000000,1
0.039,1,26623808.1343198,3000000,-1,201325,3000000,0.0254,0,0.5,1.04,0.0254,0,0.5,1.04,3000000,-3000000,159.334332176295,-159.334332176295,0.000999999999999945,0.000999999999999945,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,-1,26623808.1343198,3000000,1,101325,84013.0581525969,-1,101325,3000000,1
0.04,1,26623808.1343198,3000000,-1,201325,3000000,0.0254,0,0.5,1.04,0.0254,0,0.5,1.04,3000000,-3000000,159.334332176295,-159.334332176295,0.000999999999999945,0.000999999999999945,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,-1,26623808.1343198,3000000,1,101325,84013.0581525969,-1,101325,3000000,1
0.041,1,26623808.1343198,3000000,-1,201325,3000000,0.0254,0,0.5,1.04,0.0254,0,0.5,1.04,3000000,-3000000,159.334332176295,-159.334332176295,0.000999999999999945,0.000999999999999945,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,-1,26623808.1343198,3000000,1,101325,84013.0581525969,-1,101325,3000000,1
0.042,1,26623808.1343198,3000000,-1,201325,3000000,0.0254,0,0.5,1.04,0.0254,0,0.5,1.04,3000000,-3000000,159.334332176295,-159.334332176295,0.000999999999999945,0.000999999999999945,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,-1,26623808.1343198,3000000,1,101325,84013.0581525969,-1,101325,3000000,1
0.043,1,26623808.1343198,3000000,-1,201325,3000000,0.0254,0,0.5,1.04,0.0254,0,0.5,1.04,3000000,-3000000,159.334332176295,-159.334332176295,0.000999999999999945,0.000999999999999945,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,-1,26623808.1343198,3000000,1,101325,84013.0581525969,-1,101325,3000000,1
0.044,1,26623808.1343198,3000000,-1,201325,3000000,0.0254,0,0.5,1.04,0.0254,0,0.5,1.04,3000000,-3000000,159.334332176295,-159.334332176295,0.000999999999999945,0.000999999999999945,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,-1,26623808.1343198,3000000,1,101325,84013.0581525969,-1,101325,3000000,1
0.045,1,26623808.1343198,3000000,-1,201325,3000000,0.0254,0,0.5,1.04,0.0254,0,0.5,1.04,3000000,-3000000,159.334332176295,-159.334332176295,0.000999999999999945,0.000999999999999945,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,-1,26623808.1343198,3000000,1,101325,84013.0581525969,-1,101325,3000000,1
0.046,1,26623808.1343198,3000000,-1,201325,3000000,0.0254,0,0.5,1.04,0.0254,0,0.5,1.04,3000000,-3000000,159.334332176295,-159.334332176295,0.000999999999999945,0.000999999999999945,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,-1,26623808.1343198,3000000,1,101325,84013.0581525969,-1,101325,3000000,1
0.047,1,26623808.1343198,3000000,-1,201325,3000000,0.0254,0,0.5,1.04,0.0254,0,0.5,1.04,3000000,-3000000,159.334332176295,-159.334332176295,0.000999999999999945,0.000999999999999945,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,-1,26623808.1343198,3000000,1,101325,84013.0581525969,-1,101325,3000000,1
0.048,1,26623808.1343198,3000000,-1,201325,3000000,0.0254,0,0.5,1.04,0.0254,0,0.5,1.04,3000000,-3000000,159.334332176295,-159.334332176295,0.000999999999999945,0.000999999999999945,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,-1,26623808.1343198,3000000,1,101325,84013.0581525969,-1,101325,3000000,1
0.049,1,26623808.1343198,3000000,-1,201325,3000000,0.0254,0,0.5,1.04,0.0254,0,0.5,1.04,3000000,-3000000,159.334332176295,-159.334332176295,0.000999999999999945,0.000999999999999945,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,-1,26623808.1343198,3000000,1,101325,84013.0581525969,-1,101325,3000000,1
0.05,1,26623808.1343198,3000000,-1,201325,3000000,0.0254,0,0.5,1.04,0.0254,0,0.5,1.04,3000000,-3000000,159.334332176295,-159.334332176295,0.000999999999999945,0.000999999999999945,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,-1,26623808.1343198,3000000,1,101325,84013.0581525969,-1,101325,3000000,1
0.051,1,26623808.1343198,3000000,-1,201325,3000000,0.0254,0,0.5,1.04,0.0254,0,0.5,1.04,3000000,-3000000,159.334332176295,-159.334332176295,0.000999999999999945,0.000999999999999945,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,-1,26623808.1343198,3000000,1,101325,84013.0581525969,-1,101325,3000000,1
0.052,1,26623808.1343198,3000000,-1,201325,3000000,0.0254,0,0.5,1.04,0.0254,0,0.5,1.04,3000000,-3000000,159.334332176295,-159.334332176295,0.000999999999999945,0.000999999999999945,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,-1,26623808.1343198,3000000,1,101325,84013.0581525969,-1,101325,3000000,1
0.053,1,26623808.1343198,3000000,-1,201325,3000000,0.0254,0,0.5,1.04,0.0254,0,0.5,1.04,3000000,-3000000,159.334332176295,-159.334332176295,0.000999999999999945,0.000999999999999945,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,-1,26623808.1343198,3000000,1,101325,84013.0581525969,-1,101325,3000000,1
0.054,1,26623808.1343198,3000000,-1,201325,3000000,0.0254,0,0.5,1.04,0.0254,0,0.5,1.04,3000000,-3000000,159.334332176295,-159.334332176295,0.000999999999999945,0.000999999999999945,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,-1,26623808.1343198,3000000,1,101325,84013.0581525969,-1,101325,3000000,1
0.055,1,26623808.1343198,3000000,-1,201325,3000000,0.0254,0,0.5,1.04,0.0254,0,0.5,1.04,3000000,-3000000,159.334332176295,-159.334332176295,0.000999999999999945,0.000999999999999945,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,-1,26623808.1343198,3000000,1,101325,84013.0581525969,-1,101325,3000000,1
0.056,1,26623808.1343198,3000000,-1,201325,3000000,0.0254,0,0.5,1.04,0.0254,0,0.5,1.04,3000000,-3000000,159.334332176295,-159.334332176295,0.000999999999999945,0.000999999999999945,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,-1,26623808.1343198,3000000,1,101325,84013.0581525969,-1,101325,3000000,1
0.057,1,26623808.1343198,3000000,-1,201325,3000000,0.0254,0,0.5,1.04,0.0254,0,0.5,1.04,3000000,-3000000,159.334332176295,-159.334332176295,0.000999999999999945,0.000999999999999945,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,-1,26623808.1343198,3000000,1,101325,84013.0581525969,-1,101325,3000000,1
0.058,1,26623808.1343198,3000000,-1,201325,3000000,0.0254,0,0.5,1.04,0.0254,0,0.5,1.04,3000000,-3000000,159.334332176295,-159.334332176295,0.000999999999999945,0.000999999999999945,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,-1,26623808.1343198,3000000,1,101325,84013.0581525969,-1,101325,3000000,1
0.059,1,26623808.1343198,3000000,-1,201325,3000000,0.0254,0,0.5,1.04,0.0254,0,0.5,1.04,3000000,-3000000,159.334332176295,-159.334332176295,0.000999999999999945,0.000999999999999945,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,-1,26623808.1343198,3000000,1,101325,84013.0581525969,-1,101325,3000000,1
0.06,1,26623808.1343198,3000000,-1,201325,3000000,0.0254,0,0.5,1.04,0.0254,0,0.5,1.04,3000000,-3000000,159.334332176295,-159.334332176295,0.000999999999999945,0.000999999999999945,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,-1,26623808.1343198,3000000,1,101325,84013.0581525969,-1,101325,3000000,1
0.061,1,26623808.1343198,3000000,-1,201325,3000000,0.0254,0,0.5,1.04,0.0254,0,0.5,1.04,3000000,-3000000,159.334332176295,-159.334332176295,0.000999999999999945,0.000999999999999945,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,-1,26623808.1343198,3000000,1,101325,84013.0581525969,-1,101325,3000000,1
0.062,1,26623808.1343198,3000000,-1,201325,3000000,0.0254,0,0.5,1.04,0.0254,0,0.5,1.04,3000000,-3000000,159.334332176295,-159.334332176295,0.000999999999999945,0.000999999999999945,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,-1,26623808.1343198,3000000,1,101325,84013.0581525969,-1,101325,3000000,1
