"time","J2.phi","J2.w","J4.phi","J4.w","J6.phi","J6.w","inertia1.phi","inertia1.w","inertia2.phi","inertia2.w","inertia3.phi","inertia3.w","inertia4.phi","inertia4.w","inertia5.phi","inertia5.w","inertia6.phi","inertia6.w"
0.008,0,0,0,0,0,0,6.8271945655567e-07,0.000200984536935737,6.8271945655567e-07,0.000200984536935737,0,0,0,0,0,0,0,0
0.0084,0,0,0,0,0,0,7.95459509209555e-07,0.000221575459653285,7.95459509209555e-07,0.000221575459653285,0,0,0,0,0,0,0,0
0.0088,0,0,0,0,0,0,9.17356576195291e-07,0.000243169893871305,9.17356576195291e-07,0.000243169893871305,0,0,0,0,0,0,0,0
0.0092,0,0,0,0,0,0,1.04841065751288e-06,0.000265767839589795,1.04841065751288e-06,0.000265767839589795,0,0,0,0,0,0,0,0
0.0096,0,0,0,0,0,0,1.18862175316232e-06,0.000289369296808756,1.18862175316232e-06,0.000289369296808756,0,0,0,0,0,0,0,0
0.01,0,0,0,0,0,0,1.33798986314361e-06,0.000313974265528187,1.33798986314361e-06,0.000313974265528187,0,0,0,0,0,0,0,0
0.0104,0,0,0,0,0,0,1.49651498745676e-06,0.00033958274574809,1.49651498745676e-06,0.00033958274574809,0,0,0,0,0,0,0,0
0.0108,0,0,0,0,0,0,1.66419712610175e-06,0.000366194737468463,1.66419712610175e-06,0.000366194737468463,0,0,0,0,0,0,0,0
0.0112,0,0,0,0,0,0,1.8410362790786e-06,0.000393810240689306,1.8410362790786e-06,0.000393810240689306,0,0,0,0,0,0,0,0
0.0116,0,0,0,0,0,0,2.0270324463873e-06,0.000422429255410621,2.0270324463873e-06,0.000422429255410621,0,0,0,0,0,0,0,0
0.012,0,0,0,0,0,0,2.22218562802786e-06,0.000452051781632406,2.22218562802786e-06,0.000452051781632406,0,0,0,0,0,0,0,0
0.0124,0,0,0,0,0,0,2.42649582400026e-06,0.000482677819354662,2.42649582400026e-06,0.000482677819354662,0,0,0,0,0,0,0,0
0.0128,0,0,0,0,0,0,2.63996303430452e-06,0.000514307368577389,2.63996303430452e-06,0.000514307368577389,0,0,0,0,0,0,0,0
0.0132,0,0,0,0,0,0,2.87124039894361e-06,0.000546936007992104,2.87124039894361e-06,0.000546936007992104,0,0,0,0,0,0,0,0
0.0136,0,0,0,0,0,0,3.14291525455092e-06,0.000580552196634138,3.14291525455092e-06,0.000580552196634138,0,0,0,0,0,0,0,0
0.014,0,0,0,0,0,0,3.42821699750289e-06,0.000615169612901951,3.42821699750289e-06,0.000615169612901951,0,0,0,0,0,0,0,0
0.0144,0,0,0,0,0,0,3.72714562779953e-06,0.000650788256795541,3.72714562779953e-06,0.000650788256795541,0,0,0,0,0,0,0,0
0.0148,0,0,0,0,0,0,4.03970114544084e-06,0.00068740812831491,4.03970114544084e-06,0.00068740812831491,0,0,0,0,0,0,0,0
0.0152,0,0,0,0,0,0,4.36588355042681e-06,0.000725029227460056,4.36588355042681e-06,0.000725029227460056,0,0,0,0,0,0,0,0
0.0156,0,0,0,0,0,0,4.70569284275744e-06,0.00076365155423098,4.70569284275744e-06,0.00076365155423098,0,0,0,0,0,0,0,0
0.016,0,0,0,0,0,0,5.05912902243274e-06,0.000803275108627682,5.05912902243274e-06,0.000803275108627682,0,0,0,0,0,0,0,0
0.0164,0,0,0,0,0,0,5.4261920894527e-06,0.000843899890650162,5.4261920894527e-06,0.000843899890650162,0,0,0,0,0,0,0,0
0.0168,0,0,0,0,0,0,5.80688204381733e-06,0.00088552590029842,5.80688204381733e-06,0.00088552590029842,0,0,0,0,0,0,0,0
0.0172,0,0,0,0,0,0,6.20119888552662e-06,0.000928153137572456,6.20119888552662e-06,0.000928153137572456,0,0,0,0,0,0,0,0
0.0176,0,0,0,0,0,0,6.60914261458057e-06,0.000971781602472269,6.60914261458057e-06,0.000971781602472269,0,0,0,0,0,0,0,0
0.018,0,0,0,0,0,0,7.03071323097919e-06,0.00101641129499786,7.03071323097919e-06,0.00101641129499786,0,0,0,0,0,0,0,0
0.0184,0,0,0,0,0,0,7.46591073472248e-06,0.00106204221514923,7.46591073472248e-06,0.00106204221514923,0,0,0,0,0,0,0,0
0.0188,0,0,0,0,0,0,7.91473512581042e-06,0.00110867436292638,7.91473512581042e-06,0.00110867436292638,0,0,0,0,0,0,0,0
0.0192,0,0,0,0,0,0,8.37718640424304e-06,0.0011563077383293,8.37718640424304e-06,0.0011563077383293,0,0,0,0,0,0,0,0
0.0196,0,0,0,0,0,0,8.85326457002031e-06,0.00120494234135801,8.85326457002031e-06,0.00120494234135801,0,0,0,0,0,0,0,0
0.02,0,0,0,0,0,0,9.3885226161323e-06,0.00125454690867181,9.3885226161323e-06,0.00125454690867181,0,0,0,0,0,0,0,0
0.0204,0,0,0,0,0,0,9.95126629090164e-06,0.00130514319225939,9.95126629090164e-06,0.00130514319225939,0,0,0,0,0,0,0,0
0.0208,0,0,0,0,0,0,1.05338638453962e-05,0.00135673642984392,1.05338638453962e-05,0.00135673642984392,0,0,0,0,0,0,0,0
0.0212,0,0,0,0,0,0,1.11363152796159e-05,0.00140932662142539,1.11363152796159e-05,0.00140932662142539,0,0,0,0,0,0,0,0
0.0216,0,0,0,0,0,0,1.17586205935609e-05,0.00146291376700381,1.17586205935609e-05,0.00146291376700381,0,0,0,0,0,0,0,0
0.022,0,0,0,0,0,0,1.2400779787231e-05,0.00151749786657918,1.2400779787231e-05,0.00151749786657918,0,0,0,0,0,0,0,0
0.0224,0,0,0,0,0,0,1.30627928606264e-05,0.00157307892015149,1.30627928606264e-05,0.00157307892015149,0,0,0,0,0,0,0,0
0.0228,0,0,0,0,0,0,1.3744659813747e-05,0.00162965692772075,1.3744659813747e-05,0.00162965692772075,0,0,0,0,0,0,0,0
0.0232,0,0,0,0,0,0,1.44463806465928e-05,0.00168723188928696,1.44463806465928e-05,0.00168723188928696,0,0,0,0,0,0,0,0
0.0236,0,0,0,0,0,0,1.51679553591637e-05,0.00174580380485012,1.51679553591637e-05,0.00174580380485012,0,0,0,0,0,0,0,0
0.024,0,0,0,0,0,0,1.59093839514599e-05,0.00180537267441022,1.59093839514599e-05,0.00180537267441022,0,0,0,0,0,0,0,0
0.0244,0,0,0,0,0,0,1.66706664234813e-05,0.00186593849796727,1.66706664234813e-05,0.00186593849796727,0,0,0,0,0,0,0,0
0.0248,0,0,0,0,0,0,1.74518027752279e-05,0.00192750127552126,1.74518027752279e-05,0.00192750127552126,0,0,0,0,0,0,0,0
0.0252,0,0,0,0,0,0,1.82527930066997e-05,0.0019900610070722,1.82527930066997e-05,0.0019900610070722,0,0,0,0,0,0,0,0
0.0256,0,0,0,0,0,0,1.90736371178967e-05,0.00205361769262009,1.90736371178967e-05,0.00205361769262009,0,0,0,0,0,0,0,0
0.026,0,0,0,0,0,0,1.99143351088189e-05,0.00211817133216492,1.99143351088189e-05,0.00211817133216492,0,0,0,0,0,0,0,0
0.0264,0,0,0,0,0,0,2.07999795690092e-05,0.00218369862161579,2.07999795690092e-05,0.00218369862161579,0,0,0,0,0,0,0,0
0.0268,0,0,0,0,0,0,2.17390398561546e-05,0.00225019169527667,2.17390398561546e-05,0.00225019169527667,0,0,0,0,0,0,0,0
0.0272,0,0,0,0,0,0,2.27043594545827e-05,0.00231767577405628,2.27043594545827e-05,0.00231767577405628,0,0,0,0,0,0,0,0
0.0276,0,0,0,0,0,0,2.36959383642937e-05,0.00238615085795462,2.36959383642937e-05,0.00238615085795462,0,0,0,0,0,0,0,0
0.028,0,0,0,0,0,0,2.47137765852874e-05,0.00245561694697168,2.47137765852874e-05,0.00245561694697168,0,0,0,0,0,0,0,0
0.0284,0,0,0,0,0,0,2.57578741175639e-05,0.00252607404110748,2.57578741175639e-05,0.00252607404110748,0,0,0,0,0,0,0,0
0.0288,0,0,0,0,0,0,2.68282309611231e-05,0.002597522140362,2.68282309611231e-05,0.002597522140362,0,0,0,0,0,0,0,0
0.0292,0,0,0,0,0,0,2.79248471159652e-05,0.00266996124473525,2.79248471159652e-05,0.00266996124473525,0,0,0,0,0,0,0,0
0.0296,0,0,0,0,0,0,2.904772258209e-05,0.00274339135422723,2.904772258209e-05,0.00274339135422723,0,0,0,0,0,0,0,0
0.03,0,0,0,0,0,0,3.01968573594976e-05,0.00281781246883793,3.01968573594976e-05,0.00281781246883793,0,0,0,0,0,0,0,0
0.0304,0,0,0,0,0,0,3.1372251448188e-05,0.00289322458856737,3.1372251448188e-05,0.00289322458856737,0,0,0,0,0,0,0,0
0.0308,0,0,0,0,0,0,3.25739048481612e-05,0.00296962771341553,3.25739048481612e-05,0.00296962771341553,0,0,0,0,0,0,0,0
0.0312,0,0,0,0,0,0,3.38018175594172e-05,0.00304702184338242,3.38018175594172e-05,0.00304702184338242,0,0,0,0,0,0,0,0
0.0316,0,0,0,0,0,0,3.5055989581956e-05,0.00312540697846804,3.5055989581956e-05,0.00312540697846804,0,0,0,0,0,0,0,0
0.032,0,0,0,0,0,0,3.63364209157775e-05,0.00320478311867239,3.63364209157775e-05,0.00320478311867239,0,0,0,0,0,0,0,0
0.0324,0,0,0,0,0,0,3.76431115608818e-05,0.00328515026399547,3.76431115608818e-05,0.00328515026399547,0,0,0,0,0,0,0,0
0.0328,0,0,0,0,0,0,3.89784139493958e-05,0.003366505635818,3.89784139493958e-05,0.003366505635818,0,0,0,0,0,0,0,0
0.0332,0,0,0,0,0,0,4.03695861261478e-05,0.00344881703778979,4.03695861261478e-05,0.00344881703778979,0,0,0,0,0,0,0,0
0.0336,0,0,0,0,0,0,4.17926444991288e-05,0.00353211279857976,4.17926444991288e-05,0.00353211279857976,0,0,0,0,0,0,0,0
0.034,0,0,0,0,0,0,4.32479112489826e-05,0.0036163925376382,4.32479112489826e-05,0.0036163925376382,0,0,0,0,0,0,0,0
0.0344,0,0,0,0,0,0,4.47357085563532e-05,0.00370165587441542,4.47357085563532e-05,0.00370165587441542,0,0,0,0,0,0,0,0
0.0348,0,0,0,0,0,0,4.62563586018845e-05,0.00378790242836171,4.62563586018845e-05,0.00378790242836171,0,0,0,0,0,0,0,0
0.0352,0,0,0,0,0,0,4.78101835662204e-05,0.00387513181892737,4.78101835662204e-05,0.00387513181892737,0,0,0,0,0,0,0,0
0.0356,0,0,0,0,0,0,4.93975056300049e-05,0.0039633436655627,4.93975056300049e-05,0.0039633436655627,0,0,0,0,0,0,0,0
0.036,0,0,0,0,0,0,5.10186469738819e-05,0.004052537587718,5.10186469738819e-05,0.004052537587718,0,0,0,0,0,0,0,0
0.0364,0,0,0,0,0,0,5.26739297784953e-05,0.00414271320484356,5.26739297784953e-05,0.00414271320484356,0,0,0,0,0,0,0,0
0.0368,0,0,0,0,0,0,5.4363676224489e-05,0.00423387013638968,5.4363676224489e-05,0.00423387013638968,0,0,0,0,0,0,0,0
0.0372,0,0,0,0,0,0,5.6088208492507e-05,0.00432600800180666,5.6088208492507e-05,0.00432600800180666,0,0,0,0,0,0,0,0
0.0376,0,0,0,0,0,0,5.78478487631931e-05,0.0044191264205448,5.78478487631931e-05,0.0044191264205448,0,0,0,0,0,0,0,0
0.038,0,0,0,0,0,0,5.96429192171914e-05,0.00451322501205439,5.96429192171914e-05,0.00451322501205439,0,0,0,0,0,0,0,0
0.0384,0,0,0,0,0,0,6.14737420351458e-05,0.00460830339578574,6.14737420351458e-05,0.00460830339578574,0,0,0,0,0,0,0,0
0.0388,0,0,0,0,0,0,6.33406393977e-05,0.00470436119118914,6.33406393977e-05,0.00470436119118914,0,0,0,0,0,0,0,0
0.0392,0,0,0,0,0,0,6.52439334854982e-05,0.00480139801771489,6.52439334854982e-05,0.00480139801771489,0,0,0,0,0,0,0,0
0.0396,0,0,0,0,0,0,6.71908401598898e-05,0.00489939760951736,6.71908401598898e-05,0.00489939760951736,0,0,0,0,0,0,0,0
0.04,0,0,0,0,0,0,6.91792982734194e-05,0.00499836507801462,6.91792982734194e-05,0.00499836507801462,0,0,0,0,0,0,0,0
0.0404,0,0,0,0,0,0,7.12069967565066e-05,0.00509830611052705,7.12069967565066e-05,0.00509830611052705,0,0,0,0,0,0,0,0
0.0408,0,0,0,0,0,0,7.32743616060876e-05,0.00519922008727825,7.32743616060876e-05,0.00519922008727825,0,0,0,0,0,0,0,0
0.0412,0,0,0,0,0,0,7.53818188190986e-05,0.00530110638849181,7.53818188190986e-05,0.00530110638849181,0,0,0,0,0,0,0,0
0.0416,0,0,0,0,0,0,7.75297943924761e-05,0.00540396439439133,7.75297943924761e-05,0.00540396439439133,0,0,0,0,0,0,0,0
0.042,0,0,0,0,0,0,7.97187143231561e-05,0.00550779348520039,7.97187143231561e-05,0.00550779348520039,0,0,0,0,0,0,0,0
0.0424,0,0,0,0,0,0,8.1949004608075e-05,0.00561259304114259,8.1949004608075e-05,0.00561259304114259,0,0,0,0,0,0,0,0
0.0428,0,0,0,0,0,0,8.42210912441692e-05,0.00571836244244152,8.42210912441692e-05,0.00571836244244152,0,0,0,0,0,0,0,0
0.0432,0,0,0,0,0,0,8.65354002283747e-05,0.00582510106932077,8.65354002283747e-05,0.00582510106932077,0,0,0,0,0,0,0,0
0.0436,0,0,0,0,0,0,8.88923575576279e-05,0.00593280830200394,8.88923575576279e-05,0.00593280830200394,0,0,0,0,0,0,0,0
0.044,0,0,0,0,0,0,9.12923892288652e-05,0.00604148352071462,9.12923892288652e-05,0.00604148352071462,0,0,0,0,0,0,0,0
0.0444,0,0,0,0,0,0,9.37359212390226e-05,0.00615112610567639,9.37359212390226e-05,0.00615112610567639,0,0,0,0,0,0,0,0
0.0448,0,0,0,0,0,0,9.62233795850366e-05,0.00626173543711286,9.62233795850366e-05,0.00626173543711286,0,0,0,0,0,0,0,0
0.0452,0,0,0,0,0,0,9.87551902638434e-05,0.00637331089524761,9.87551902638434e-05,0.00637331089524761,0,0,0,0,0,0,0,0
0.0456,0,0,0,0,0,0,0.000101331779272379,0.00648585186030423,0.000101331779272379,0.00648585186030423,0,0,0,0,0,0,0,0
0.046,0,0,0,0,0,0,0.00010395357260758,0.00659935771250632,0.00010395357260758,0.00659935771250632,0,0,0,0,0,0,0,0
0.0464,0,0,0,0,0,0,0.000106620996266383,0.00671382783207747,0.000106620996266383,0.00671382783207747,0,0,0,0,0,0,0,0
0.0468,0,0,0,0,0,0,0.000109334476245724,0.00682926159924127,0.000109334476245724,0.00682926159924127,0,0,0,0,0,0,0,0
0.0472,0,0,0,0,0,0,0.000112094438542538,0.00694565839422132,0.000112094438542538,0.00694565839422132,0,0,0,0,0,0,0,0
0.0476,0,0,0,0,0,0,0.000114901309153763,0.0070630175972412,0.000114901309153763,0.0070630175972412,0,0,0,0,0,0,0,0
0.048,0,0,0,0,0,0,0.000117755514076335,0.00718133858852451,0.000117755514076335,0.00718133858852451,0,0,0,0,0,0,0,0
0.0484,0,0,0,0,0,0,0.00012065747930719,0.00730062074829485,0.00012065747930719,0.00730062074829485,0,0,0,0,0,0,0,0
0.0488,0,0,0,0,0,0,0.000123604208579553,0.00742085400188245,0.000123604208579553,0.00742085400188245,0,0,0,0,0,0,0,0
0.0492,0,0,0,0,0,0,0.000126598050222731,0.00754204304045393,0.000126598050222731,0.00754204304045393,0,0,0,0,0,0,0,0
0.0496,0,0,0,0,0,0,0.000129640305740071,0.00766418966304698,0.000129640305740071,0.00766418966304698,0,0,0,0,0,0,0,0
0.05,0,0,0,0,0,0,0.000132731373399978,0.0077872931732779,0.000132731373399978,0.0077872931732779,0,0,0,0,0,0,0,0
0.0504,0,0,0,0,0,0,0.000135871651470855,0.00791135287476302,0.000135871651470855,0.00791135287476302,0,0,0,0,0,0,0,0
0.0508,0,0,0,0,0,0,0.000139061538221106,0.00803636807111866,0.000139061538221106,0.00803636807111866,0,0,0,0,0,0,0,0
0.0512,0,0,0,0,0,0,0.000142301431919136,0.0081623380659611,0.000142301431919136,0.0081623380659611,0,0,0,0,0,0,0,0
0.0516,0,0,0,0,0,0,0.000145591730833349,0.00828926216290668,0.000145591730833349,0.00828926216290668,0,0,0,0,0,0,0,0
0.052,0,0,0,0,0,0,0.000148932833232148,0.0084171396655717,0.000148932833232148,0.0084171396655717,0,0,0,0,0,0,0,0
0.0524,0,0,0,0,0,0,0.000152325137383938,0.00854596987757248,0.000152325137383938,0.00854596987757248,0,0,0,0,0,0,0,0
0.0528,0,0,0,0,0,0,0.000155769041557122,0.00867575210252531,0.000155769041557122,0.00867575210252531,0,0,0,0,0,0,0,0
0.0532,0,0,0,0,0,0,0.000159264944020104,0.00880648564404653,0.000159264944020104,0.00880648564404653,0,0,0,0,0,0,0,0
0.0536,0,0,0,0,0,0,0.00016281324304129,0.00893816980575244,0.00016281324304129,0.00893816980575244,0,0,0,0,0,0,0,0
0.054,0,0,0,0,0,0,0.000166414336889081,0.00907080389125935,0.000166414336889081,0.00907080389125935,0,0,0,0,0,0,0,0
0.0544,0,0,0,0,0,0,0.000170068623831884,0.00920438720418358,0.000170068623831884,0.00920438720418358,0,0,0,0,0,0,0,0
0.0548,0,0,0,0,0,0,0.000173776502138101,0.00933891904814142,0.000173776502138101,0.00933891904814142,0,0,0,0,0,0,0,0
0.0552,0,0,0,0,0,0,0.000177538370076136,0.00947439872674921,0.000177538370076136,0.00947439872674921,0,0,0,0,0,0,0,0
0.0556,0,0,0,0,0,0,0.000181354625914395,0.00961082554362325,0.000181354625914395,0.00961082554362325,0,0,0,0,0,0,0,0
0.056,0,0,0,0,0,0,0.000185225667921279,0.00974819880237985,0.000185225667921279,0.00974819880237985,0,0,0,0,0,0,0,0
0.0564,0,0,0,0,0,0,0.000189151894365195,0.00988651780663533,0.000189151894365195,0.00988651780663533,0,0,0,0,0,0,0,0
0.0568,0,0,0,0,0,0,0.000193133703514545,0.010025781860006,0.000193133703514545,0.010025781860006,0,0,0,0,0,0,0,0
0.0572,0,0,0,0,0,0,0.000197171493637734,0.0101659902661081,0.000197171493637734,0.0101659902661081,0,0,0,0,0,0,0,0
0.0576,0,0,0,0,0,0,0.000201265663003165,0.0103071423285581,0.000201265663003165,0.0103071423285581,0,0,0,0,0,0,0,0
0.058,0,0,0,0,0,0,0.000205415061278702,0.0104492163469496,0.000205415061278702,0.0104492163469496,0,0,0,0,0,0,0,0
0.0584,0,0,0,0,0,0,0.000209621172809858,0.0105922263556107,0.000209621172809858,0.0105922263556107,0,0,0,0,0,0,0,0
0.0588,0,0,0,0,0,0,0.000213884617940171,0.0107361746702134,0.000213884617940171,0.0107361746702134,0,0,0,0,0,0,0,0
0.0592,0,0,0,0,0,0,0.00021820578523459,0.0108810604627639,0.00021820578523459,0.0108810604627639,0,0,0,0,0,0,0,0
0.0596,0,0,0,0,0,0,0.000222585063258067,0.0110268829052683,0.000222585063258067,0.0110268829052683,0,0,0,0,0,0,0,0
0.06,0,0,0,0,0,0,0.000227022840575551,0.0111736411697327,0.000227022840575551,0.0111736411697327,0,0,0,0,0,0,0,0
0.0604,0,0,0,0,0,0,0.000231519505751992,0.0113213344281634,0.000231519505751992,0.0113213344281634,0,0,0,0,0,0,0,0
0.0608,0,0,0,0,0,0,0.000236075447352342,0.0114699618525664,0.000236075447352342,0.0114699618525664,0,0,0,0,0,0,0,0
0.0612,0,0,0,0,0,0,0.000240691053941548,0.011619522614948,0.000240691053941548,0.011619522614948,0,0,0,0,0,0,0,0
0.0616,0,0,0,0,0,0,0.000245366714084563,0.0117700158873142,0.000245366714084563,0.0117700158873142,0,0,0,0,0,0,0,0
0.062,0,0,0,0,0,0,0.000250102816346337,0.0119214408416713,0.000250102816346337,0.0119214408416713,0,0,0,0,0,0,0,0
0.0624,0,0,0,0,0,0,0.000254899749291818,0.0120737966500253,0.000254899749291818,0.0120737966500253,0,0,0,0,0,0,0,0
0.0628,0,0,0,0,0,0,0.000259757901485959,0.0122270824843825,0.000259757901485959,0.0122270824843825,0,0,0,0,0,0,0,0
0.0632,0,0,0,0,0,0,0.000264677661493708,0.012381297516749,0.000264677661493708,0.012381297516749,0,0,0,0,0,0,0,0
0.0636,0,0,0,0,0,0,0.000269659417880016,0.0125364409191309,0.000269659417880016,0.0125364409191309,0,0,0,0,0,0,0,0
0.064,0,0,0,0,0,0,0.000274703559209834,0.0126925118635344,0.000274703559209834,0.0126925118635344,0,0,0,0,0,0,0,0
0.0644,0,0,0,0,0,0,0.00027981047404811,0.0128495095219657,0.00027981047404811,0.0128495095219657,0,0,0,0,0,0,0,0
0.0648,0,0,0,0,0,0,0.000284980550959797,0.0130074330664309,0.000284980550959797,0.0130074330664309,0,0,0,0,0,0,0,0
0.0652,0,0,0,0,0,0,0.000290214178509843,0.0131662816689361,0.000290214178509843,0.0131662816689361,0,0,0,0,0,0,0,0
0.0656,0,0,0,0,0,0,0.0002955117452632,0.0133260545014876,0.0002955117452632,0.0133260545014876,0,0,0,0,0,0,0,0
0.066,0,0,0,0,0,0,0.000300873639784816,0.0134867507360914,0.000300873639784816,0.0134867507360914,0,0,0,0,0,0,0,0
0.0664,0,0,0,0,0,0,0.000306300250639643,0.0136483695447537,0.000306300250639643,0.0136483695447537,0,0,0,0,0,0,0,0
0.0668,0,0,0,0,0,0,0.000311791966392631,0.0138109100994807,0.000311791966392631,0.0138109100994807,0,0,0,0,0,0,0,0
0.0672,0,0,0,0,0,0,0.000317346738530911,0.0139743477490982,0.000317346738530911,0.0139743477490982,0,0,0,0,0,0,0,0
0.0676,0,0,0,0,0,0,0.000322966928883911,0.0141387009548755,0.000322966928883911,0.0141387009548755,0,0,0,0,0,0,0,0
0.068,0,0,0,0,0,0,0.000328653045187856,0.0143039700537544,0.000328653045187856,0.0143039700537544,0,0,0,0,0,0,0,0
0.0684,0,0,0,0,0,0,0.000334405462145675,0.0144701540822355,0.000334405462145675,0.0144701540822355,0,0,0,0,0,0,0,0
0.0688,0,0,0,0,0,0,0.000340224554460296,0.0146372520768196,0.000340224554460296,0.0146372520768196,0,0,0,0,0,0,0,0
0.0692,0,0,0,0,0,0,0.000346110696834647,0.0148052630740073,0.000346110696834647,0.0148052630740073,0,0,0,0,0,0,0,0
0.0696,0,0,0,0,0,0,0.000352064263971656,0.0149741861102992,0.000352064263971656,0.0149741861102992,0,0,0,0,0,0,0,0
0.07,0,0,0,0,0,0,0.00035808563057425,0.015144020222196,0.00035808563057425,0.015144020222196,0,0,0,0,0,0,0,0
0.0704,0,0,0,0,0,0,0.000364175171345357,0.0153147644461983,0.000364175171345357,0.0153147644461983,0,0,0,0,0,0,0,0
0.0708,0,0,0,0,0,0,0.000370333260987907,0.0154864178188068,0.000370333260987907,0.0154864178188068,0,0,0,0,0,0,0,0
0.0712,0,0,0,0,0,0,0.000376560274204826,0.0156589793765222,0.000376560274204826,0.0156589793765222,0,0,0,0,0,0,0,0
0.0716,0,0,0,0,0,0,0.000382856585699043,0.015832448155845,0.000382856585699043,0.015832448155845,0,0,0,0,0,0,0,0
0.072,0,0,0,0,0,0,0.000389222570173486,0.0160068231932759,0.000389222570173486,0.0160068231932759,0,0,0,0,0,0,0,0
0.0724,0,0,0,0,0,0,0.000395658602331082,0.0161821035253156,0.000395658602331082,0.0161821035253156,0,0,0,0,0,0,0,0
0.0728,0,0,0,0,0,0,0.00040216505687476,0.0163582881884648,0.00040216505687476,0.0163582881884648,0,0,0,0,0,0,0,0
0.0732,0,0,0,0,0,0,0.000408742308507447,0.016535376219224,0.000408742308507447,0.016535376219224,0,0,0,0,0,0,0,0
0.0736,0,0,0,0,0,0,0.000415390731932072,0.016713366654094,0.000415390731932072,0.016713366654094,0,0,0,0,0,0,0,0
0.074,0,0,0,0,0,0,0.000422110701851563,0.0168922585295753,0.000422110701851563,0.0168922585295753,0,0,0,0,0,0,0,0
0.0744,0,0,0,0,0,0,0.000428902592968847,0.0170720508821687,0.000428902592968847,0.0170720508821687,0,0,0,0,0,0,0,0
0.0748,0,0,0,0,0,0,0.000435766779986852,0.0172527427483747,0.000435766779986852,0.0172527427483747,0,0,0,0,0,0,0,0
0.0752,0,0,0,0,0,0,0.000442703637608508,0.0174343331646941,0.000442703637608508,0.0174343331646941,0,0,0,0,0,0,0,0
0.0756,0,0,0,0,0,0,0.00044971354053674,0.0176168211676275,0.00044971354053674,0.0176168211676275,0,0,0,0,0,0,0,0
0.076,0,0,0,0,0,0,0.000456796804470286,0.0178002051525242,0.000456796804470286,0.0178002051525242,0,0,0,0,0,0,0,0
0.0764,0,0,0,0,0,0,0.000463951642250623,0.0179844606646705,0.000463951642250623,0.0179844606646705,0,0,0,0,0,0,0,0
0.0768,0,0,0,0,0,0,0.000471180358045185,0.0181696077065103,0.000471180358045185,0.0181696077065103,0,0,0,0,0,0,0,0
