"time","pipe1.mediums[1].h","pipe1.mediums[1].p","pipe2.mediums[1].h","pipe2.mediums[1].p","pipe3.mediums[1].h","pipe3.mediums[1].p","valve1.filter.x[1]","valve1.filter.x[2]","valve2.filter.x[1]","valve2.filter.x[2]","valveOpening1.a","valveOpening1.b","valveOpening1.last","valveOpening1.nextEvent","valveOpening2.a","valveOpening2.b","valveOpening2.last","valveOpening2.nextEvent"
0.0145,112756.129668631,198079.418867741,112726.295922502,164247.024631362,112726.295922502,164247.024631362,1,1,1,1,0,1,2,1,0,1,2,2
0.015,112756.132550556,198079.418854487,112726.298286272,164247.024662453,112726.298286272,164247.024662453,1,1,1,1,0,1,2,1,0,1,2,2
0.0155,112756.135424798,198079.418841236,112726.300650719,164247.024693391,112726.300650719,164247.024693391,1,1,1,1,0,1,2,1,0,1,2,2
0.016,112756.138296622,198079.418827985,112726.303015381,164247.024724281,112726.303015381,164247.024724281,1,1,1,1,0,1,2,1,0,1,2,2
0.0165,112756.141168445,198079.418814734,112726.305380042,164247.024755171,112726.305380042,164247.024755171,1,1,1,1,0,1,2,1,0,1,2,2
0.017,112756.144040268,198079.418801483,112726.307744704,164247.024786061,112726.307744704,164247.024786061,1,1,1,1,0,1,2,1,0,1,2,2
0.0175,112756.146912091,198079.418788232,112726.310109365,164247.024816951,112726.310109365,164247.024816951,1,1,1,1,0,1,2,1,0,1,2,2
0.018,112756.149783915,198079.418774981,112726.312474027,164247.024847841,112726.312474027,164247.024847841,1,1,1,1,0,1,2,1,0,1,2,2
0.0185,112756.152655738,198079.41876173,112726.314838688,164247.024878731,112726.314838688,164247.024878731,1,1,1,1,0,1,2,1,0,1,2,2
0.019,112756.155527561,198079.418748479,112726.31720335,164247.024909621,112726.31720335,164247.024909621,1,1,1,1,0,1,2,1,0,1,2,2
0.0195,112756.158399384,198079.418735228,112726.319568011,164247.024940511,112726.319568011,164247.024940511,1,1,1,1,0,1,2,1,0,1,2,2
0.02,112756.161271208,198079.418721977,112726.321932672,164247.0249714,112726.321932672,164247.0249714,1,1,1,1,0,1,2,1,0,1,2,2
0.0205,112756.164143031,198079.418708726,112726.324297334,164247.02500229,112726.324297334,164247.02500229,1,1,1,1,0,1,2,1,0,1,2,2
0.021,112756.167014854,198079.418695475,112726.326661995,164247.02503318,112726.326661995,164247.02503318,1,1,1,1,0,1,2,1,0,1,2,2
0.0215,112756.169886677,198079.418682224,112726.329026657,164247.02506407,112726.329026657,164247.02506407,1,1,1,1,0,1,2,1,0,1,2,2
0.022,112756.172758501,198079.418668973,112726.331391318,164247.02509496,112726.331391318,164247.02509496,1,1,1,1,0,1,2,1,0,1,2,2
0.0225,112756.175630324,198079.418655722,112726.33375598,164247.02512585,112726.33375598,164247.02512585,1,1,1,1,0,1,2,1,0,1,2,2
0.023,112756.178502147,198079.418642471,112726.336120641,164247.02515674,112726.336120641,164247.02515674,1,1,1,1,0,1,2,1,0,1,2,2
0.0235,112756.18137397,198079.41862922,112726.338485302,164247.02518763,112726.338485302,164247.02518763,1,1,1,1,0,1,2,1,0,1,2,2
0.024,112756.184245794,198079.418615969,112726.340849964,164247.02521852,112726.340849964,164247.02521852,1,1,1,1,0,1,2,1,0,1,2,2
0.0245,112756.187117617,198079.418602718,112726.343214625,164247.025249409,112726.343214625,164247.02524941,1,1,1,1,0,1,2,1,0,1,2,2
0.025,112756.18998944,198079.418589467,112726.345579287,164247.025280299,112726.345579287,164247.025280299,1,1,1,1,0,1,2,1,0,1,2,2
0.0255,112756.192861263,198079.418576216,112726.347943948,164247.025311189,112726.347943948,164247.025311189,1,1,1,1,0,1,2,1,0,1,2,2
0.026,112756.195733087,198079.418562965,112726.35030861,164247.025342079,112726.35030861,164247.025342079,1,1,1,1,0,1,2,1,0,1,2,2
0.0265,112756.198593633,198079.418549758,112726.352674231,164247.025372828,112726.352674231,164247.025372828,1,1,1,1,0,1,2,1,0,1,2,2
0.027,112756.201445394,198079.418536585,112726.355040599,164247.025403466,112726.355040599,164247.025403466,1,1,1,1,0,1,2,1,0,1,2,2
0.0275,112756.204297156,198079.418523412,112726.357406968,164247.025434104,112726.357406968,164247.025434104,1,1,1,1,0,1,2,1,0,1,2,2
0.028,112756.207148918,198079.41851024,112726.359773336,164247.025464742,112726.359773336,164247.025464742,1,1,1,1,0,1,2,1,0,1,2,2
0.0285,112756.210000679,198079.418497067,112726.362139705,164247.02549538,112726.362139705,164247.02549538,1,1,1,1,0,1,2,1,0,1,2,2
0.029,112756.212852441,198079.418483894,112726.364506074,164247.025526019,112726.364506074,164247.025526019,1,1,1,1,0,1,2,1,0,1,2,2
0.0295,112756.215704202,198079.418470721,112726.366872442,164247.025556657,112726.366872442,164247.025556657,1,1,1,1,0,1,2,1,0,1,2,2
0.03,112756.218555964,198079.418457549,112726.369238811,164247.025587295,112726.369238811,164247.025587295,1,1,1,1,0,1,2,1,0,1,2,2
0.0305,112756.221407726,198079.418444376,112726.371605179,164247.025617933,112726.371605179,164247.025617933,1,1,1,1,0,1,2,1,0,1,2,2
0.031,112756.224259487,198079.418431203,112726.373971548,164247.025648572,112726.373971548,164247.025648572,1,1,1,1,0,1,2,1,0,1,2,2
0.0315,112756.227111249,198079.418418031,112726.376337917,164247.02567921,112726.376337917,164247.02567921,1,1,1,1,0,1,2,1,0,1,2,2
0.032,112756.22996301,198079.418404858,112726.378704285,164247.025709848,112726.378704285,164247.025709848,1,1,1,1,0,1,2,1,0,1,2,2
0.0325,112756.232814772,198079.418391685,112726.381070654,164247.025740486,112726.381070654,164247.025740486,1,1,1,1,0,1,2,1,0,1,2,2
0.033,112756.235666534,198079.418378512,112726.383437022,164247.025771124,112726.383437022,164247.025771124,1,1,1,1,0,1,2,1,0,1,2,2
0.0335,112756.238518295,198079.41836534,112726.385803391,164247.025801763,112726.385803391,164247.025801763,1,1,1,1,0,1,2,1,0,1,2,2
0.034,112756.241370057,198079.418352167,112726.388169759,164247.025832401,112726.388169759,164247.025832401,1,1,1,1,0,1,2,1,0,1,2,2
0.0345,112756.244221818,198079.418338994,112726.390536128,164247.025863039,112726.390536128,164247.025863039,1,1,1,1,0,1,2,1,0,1,2,2
0.035,112756.24707358,198079.418325821,112726.392902497,164247.025893677,112726.392902497,164247.025893677,1,1,1,1,0,1,2,1,0,1,2,2
0.0355,112756.249925342,198079.418312649,112726.395268865,164247.025924316,112726.395268865,164247.025924316,1,1,1,1,0,1,2,1,0,1,2,2
0.036,112756.252777103,198079.418299476,112726.397635234,164247.025954954,112726.397635234,164247.025954954,1,1,1,1,0,1,2,1,0,1,2,2
0.0365,112756.255628865,198079.418286303,112726.400001602,164247.025985592,112726.400001602,164247.025985592,1,1,1,1,0,1,2,1,0,1,2,2
0.037,112756.258480626,198079.418273131,112726.402367971,164247.02601623,112726.402367971,164247.02601623,1,1,1,1,0,1,2,1,0,1,2,2
0.0375,112756.261332388,198079.418259958,112726.40473434,164247.026046868,112726.40473434,164247.026046868,1,1,1,1,0,1,2,1,0,1,2,2
0.038,112756.26418415,198079.418246785,112726.407100708,164247.026077507,112726.407100708,164247.026077507,1,1,1,1,0,1,2,1,0,1,2,2
0.0385,112756.267035911,198079.418233612,112726.409467077,164247.026108145,112726.409467077,164247.026108145,1,1,1,1,0,1,2,1,0,1,2,2
0.039,112756.269887673,198079.41822044,112726.411833445,164247.026138783,112726.411833445,164247.026138783,1,1,1,1,0,1,2,1,0,1,2,2
0.0395,112756.272739434,198079.418207267,112726.414199814,164247.026169421,112726.414199814,164247.026169421,1,1,1,1,0,1,2,1,0,1,2,2
0.04,112756.275591196,198079.418194094,112726.416566182,164247.02620006,112726.416566182,164247.02620006,1,1,1,1,0,1,2,1,0,1,2,2
0.0405,112756.278442957,198079.418180922,112726.418932551,164247.026230698,112726.418932551,164247.026230698,1,1,1,1,0,1,2,1,0,1,2,2
0.041,112756.281294719,198079.418167749,112726.42129892,164247.026261336,112726.42129892,164247.026261336,1,1,1,1,0,1,2,1,0,1,2,2
0.0415,112756.284146481,198079.418154576,112726.423665288,164247.026291974,112726.423665288,164247.026291974,1,1,1,1,0,1,2,1,0,1,2,2
0.042,112756.286998242,198079.418141403,112726.426031657,164247.026322612,112726.426031657,164247.026322612,1,1,1,1,0,1,2,1,0,1,2,2
0.0425,112756.289850004,198079.418128231,112726.428398025,164247.026353251,112726.428398025,164247.026353251,1,1,1,1,0,1,2,1,0,1,2,2
0.043,112756.292701765,198079.418115058,112726.430764394,164247.026383889,112726.430764394,164247.026383889,1,1,1,1,0,1,2,1,0,1,2,2
0.0435,112756.295553527,198079.418101885,112726.433130763,164247.026414527,112726.433130763,164247.026414527,1,1,1,1,0,1,2,1,0,1,2,2
0.044,112756.298405289,198079.418088713,112726.435497131,164247.026445165,112726.435497131,164247.026445165,1,1,1,1,0,1,2,1,0,1,2,2
0.0445,112756.30125705,198079.41807554,112726.4378635,164247.026475804,112726.4378635,164247.026475804,1,1,1,1,0,1,2,1,0,1,2,2
0.045,112756.304108812,198079.418062367,112726.440229868,164247.026506442,112726.440229868,164247.026506442,1,1,1,1,0,1,2,1,0,1,2,2
0.0455,112756.306960573,198079.418049194,112726.442596237,164247.02653708,112726.442596237,164247.02653708,1,1,1,1,0,1,2,1,0,1,2,2
0.046,112756.309812335,198079.418036022,112726.444962605,164247.026567718,112726.444962605,164247.026567718,1,1,1,1,0,1,2,1,0,1,2,2
0.0465,112756.312664097,198079.418022849,112726.447328974,164247.026598356,112726.447328974,164247.026598356,1,1,1,1,0,1,2,1,0,1,2,2
0.047,112756.315515858,198079.418009676,112726.449695343,164247.026628995,112726.449695343,164247.026628995,1,1,1,1,0,1,2,1,0,1,2,2
0.0475,112756.31836762,198079.417996504,112726.452061711,164247.026659633,112726.452061711,164247.026659633,1,1,1,1,0,1,2,1,0,1,2,2
0.048,112756.321219381,198079.417983331,112726.45442808,164247.026690271,112726.45442808,164247.026690271,1,1,1,1,0,1,2,1,0,1,2,2
0.0485,112756.324064602,198079.417970184,112726.456794963,164247.026720828,112726.456794963,164247.026720828,1,1,1,1,0,1,2,1,0,1,2,2
0.049,112756.326876797,198079.417957167,112726.459164446,164247.026750972,112726.459164446,164247.026750972,1,1,1,1,0,1,2,1,0,1,2,2
0.0495,112756.329688992,198079.41794415,112726.461533928,164247.026781117,112726.461533928,164247.026781117,1,1,1,1,0,1,2,1,0,1,2,2
0.05,112756.332501187,198079.417931133,112726.463903411,164247.026811262,112726.463903411,164247.026811262,1,1,1,1,0,1,2,1,0,1,2,2
0.0505,112756.335313382,198079.417918116,112726.466272894,164247.026841407,112726.466272894,164247.026841407,1,1,1,1,0,1,2,1,0,1,2,2
0.051,112756.338125577,198079.417905099,112726.468642376,164247.026871551,112726.468642376,164247.026871551,1,1,1,1,0,1,2,1,0,1,2,2
0.0515,112756.340937772,198079.417892082,112726.471011859,164247.026901696,112726.471011859,164247.026901696,1,1,1,1,0,1,2,1,0,1,2,2
0.052,112756.343749967,198079.417879065,112726.473381342,164247.026931841,112726.473381342,164247.026931841,1,1,1,1,0,1,2,1,0,1,2,2
0.0525,112756.346562162,198079.417866048,112726.475750824,164247.026961985,112726.475750824,164247.026961985,1,1,1,1,0,1,2,1,0,1,2,2
0.053,112756.349374357,198079.417853031,112726.478120307,164247.02699213,112726.478120307,164247.02699213,1,1,1,1,0,1,2,1,0,1,2,2
0.0535,112756.352186552,198079.417840014,112726.48048979,164247.027022275,112726.48048979,164247.027022275,1,1,1,1,0,1,2,1,0,1,2,2
0.054,112756.354998746,198079.417826997,112726.482859272,164247.027052419,112726.482859272,164247.027052419,1,1,1,1,0,1,2,1,0,1,2,2
0.0545,112756.357810941,198079.41781398,112726.485228755,164247.027082564,112726.485228755,164247.027082564,1,1,1,1,0,1,2,1,0,1,2,2
0.055,112756.360623136,198079.417800963,112726.487598237,164247.027112709,112726.487598237,164247.027112709,1,1,1,1,0,1,2,1,0,1,2,2
0.0555,112756.363435331,198079.417787946,112726.48996772,164247.027142853,112726.48996772,164247.027142853,1,1,1,1,0,1,2,1,0,1,2,2
0.056,112756.366247526,198079.417774929,112726.492337203,164247.027172998,112726.492337203,164247.027172998,1,1,1,1,0,1,2,1,0,1,2,2
0.0565,112756.369059721,198079.417761912,112726.494706685,164247.027203143,112726.494706685,164247.027203143,1,1,1,1,0,1,2,1,0,1,2,2
0.057,112756.371871916,198079.417748895,112726.497076168,164247.027233288,112726.497076168,164247.027233288,1,1,1,1,0,1,2,1,0,1,2,2
0.0575,112756.374684111,198079.417735878,112726.499445651,164247.027263432,112726.499445651,164247.027263432,1,1,1,1,0,1,2,1,0,1,2,2
0.058,112756.377496306,198079.417722861,112726.501815133,164247.027293577,112726.501815133,164247.027293577,1,1,1,1,0,1,2,1,0,1,2,2
0.0585,112756.380308501,198079.417709844,112726.504184616,164247.027323722,112726.504184616,164247.027323722,1,1,1,1,0,1,2,1,0,1,2,2
0.059,112756.383120696,198079.417696827,112726.506554098,164247.027353866,112726.506554098,164247.027353866,1,1,1,1,0,1,2,1,0,1,2,2
0.0595,112756.385932891,198079.41768381,112726.508923581,164247.027384011,112726.508923581,164247.027384011,1,1,1,1,0,1,2,1,0,1,2,2
0.06,112756.388745086,198079.417670793,112726.511293064,164247.027414156,112726.511293064,164247.027414156,1,1,1,1,0,1,2,1,0,1,2,2
0.0605,112756.391557281,198079.417657776,112726.513662546,164247.0274443,112726.513662546,164247.0274443,1,1,1,1,0,1,2,1,0,1,2,2
0.061,112756.394369476,198079.417644759,112726.516032029,164247.027474445,112726.516032029,164247.027474445,1,1,1,1,0,1,2,1,0,1,2,2
0.0615,112756.397181671,198079.417631742,112726.518401512,164247.02750459,112726.518401512,164247.02750459,1,1,1,1,0,1,2,1,0,1,2,2
0.062,112756.399993866,198079.417618725,112726.520770994,164247.027534735,112726.520770994,164247.027534735,1,1,1,1,0,1,2,1,0,1,2,2
0.0625,112756.402806061,198079.417605708,112726.523140477,164247.027564879,112726.523140477,164247.027564879,1,1,1,1,0,1,2,1,0,1,2,2
0.063,112756.405618256,198079.417592692,112726.525509959,164247.027595024,112726.525509959,164247.027595024,1,1,1,1,0,1,2,1,0,1,2,2
0.0635,112756.40843045,198079.417579675,112726.527879442,164247.027625169,112726.527879442,164247.027625169,1,1,1,1,0,1,2,1,0,1,2,2
0.064,112756.411242645,198079.417566658,112726.530248925,164247.027655313,112726.530248925,164247.027655313,1,1,1,1,0,1,2,1,0,1,2,2
0.0645,112756.41405484,198079.417553641,112726.532618407,164247.027685458,112726.532618407,164247.027685458,1,1,1,1,0,1,2,1,0,1,2,2
0.065,112756.416867035,198079.417540624,112726.53498789,164247.027715603,112726.53498789,164247.027715603,1,1,1,1,0,1,2,1,0,1,2,2
0.0655,112756.41967923,198079.417527607,112726.537357373,164247.027745747,112726.537357373,164247.027745747,1,1,1,1,0,1,2,1,0,1,2,2
0.066,112756.422491425,198079.41751459,112726.539726855,164247.027775892,112726.539726855,164247.027775892,1,1,1,1,0,1,2,1,0,1,2,2
0.0665,112756.42530362,198079.417501573,112726.542096338,164247.027806037,112726.542096338,164247.027806037,1,1,1,1,0,1,2,1,0,1,2,2
0.067,112756.428115815,198079.417488556,112726.54446582,164247.027836181,112726.54446582,164247.027836181,1,1,1,1,0,1,2,1,0,1,2,2
0.0675,112756.43092801,198079.417475539,112726.546835303,164247.027866326,112726.546835303,164247.027866326,1,1,1,1,0,1,2,1,0,1,2,2
0.068,112756.433740205,198079.417462522,112726.549204786,164247.027896471,112726.549204786,164247.027896471,1,1,1,1,0,1,2,1,0,1,2,2
0.0685,112756.4365524,198079.417449505,112726.551574268,164247.027926616,112726.551574268,164247.027926616,1,1,1,1,0,1,2,1,0,1,2,2
0.069,112756.439364595,198079.417436488,112726.553943751,164247.02795676,112726.553943751,164247.02795676,1,1,1,1,0,1,2,1,0,1,2,2
0.0695,112756.44217679,198079.417423471,112726.556313234,164247.027986905,112726.556313234,164247.027986905,1,1,1,1,0,1,2,1,0,1,2,2
0.07,112756.444988985,198079.417410454,112726.558682716,164247.02801705,112726.558682716,164247.02801705,1,1,1,1,0,1,2,1,0,1,2,2
0.0705,112756.44780118,198079.417397437,112726.561052199,164247.028047194,112726.561052199,164247.028047194,1,1,1,1,0,1,2,1,0,1,2,2
0.071,112756.450613375,198079.41738442,112726.563421682,164247.028077339,112726.563421682,164247.028077339,1,1,1,1,0,1,2,1,0,1,2,2
0.0715,112756.45342557,198079.417371403,112726.565791164,164247.028107484,112726.565791164,164247.028107484,1,1,1,1,0,1,2,1,0,1,2,2
0.072,112756.456237765,198079.417358386,112726.568160647,164247.028137628,112726.568160647,164247.028137628,1,1,1,1,0,1,2,1,0,1,2,2
0.0725,112756.459049959,198079.417345369,112726.570530129,164247.028167773,112726.570530129,164247.028167773,1,1,1,1,0,1,2,1,0,1,2,2
0.073,112756.461862154,198079.417332352,112726.572899612,164247.028197918,112726.572899612,164247.028197918,1,1,1,1,0,1,2,1,0,1,2,2
0.0735,112756.464674349,198079.417319335,112726.575269095,164247.028228062,112726.575269095,164247.028228062,1,1,1,1,0,1,2,1,0,1,2,2
0.074,112756.467486544,198079.417306318,112726.577638577,164247.028258207,112726.577638577,164247.028258207,1,1,1,1,0,1,2,1,0,1,2,2
0.0745,112756.470298739,198079.417293301,112726.58000806,164247.028288352,112726.58000806,164247.028288352,1,1,1,1,0,1,2,1,0,1,2,2
0.075,112756.473110934,198079.417280284,112726.582377543,164247.028318497,112726.582377543,164247.028318497,1,1,1,1,0,1,2,1,0,1,2,2
0.0755,112756.475923129,198079.417267267,112726.584747025,164247.028348641,112726.584747025,164247.028348641,1,1,1,1,0,1,2,1,0,1,2,2
0.076,112756.478735324,198079.41725425,112726.587116508,164247.028378786,112726.587116508,164247.028378786,1,1,1,1,0,1,2,1,0,1,2,2
0.0765,112756.481547519,198079.417241233,112726.58948599,164247.028408931,112726.58948599,164247.028408931,1,1,1,1,0,1,2,1,0,1,2,2
0.077,112756.484359714,198079.417228216,112726.591855473,164247.028439075,112726.591855473,164247.028439075,1,1,1,1,0,1,2,1,0,1,2,2
0.0775,112756.487171909,198079.417215199,112726.594224956,164247.02846922,112726.594224956,164247.02846922,1,1,1,1,0,1,2,1,0,1,2,2
0.078,112756.489984104,198079.417202182,112726.596594438,164247.028499365,112726.596594438,164247.028499365,1,1,1,1,0,1,2,1,0,1,2,2
0.0785,112756.492796299,198079.417189165,112726.598963921,164247.028529509,112726.598963921,164247.028529509,1,1,1,1,0,1,2,1,0,1,2,2
0.079,112756.495608494,198079.417176148,112726.601333404,164247.028559654,112726.601333404,164247.028559654,1,1,1,1,0,1,2,1,0,1,2,2
0.0795,112756.498420689,198079.417163131,112726.603702886,164247.028589799,112726.603702886,164247.028589799,1,1,1,1,0,1,2,1,0,1,2,2
0.08,112756.501232884,198079.417150114,112726.606072369,164247.028619943,112726.606072369,164247.028619943,1,1,1,1,0,1,2,1,0,1,2,2
0.0805,112756.504045079,198079.417137097,112726.608441851,164247.028650088,112726.608441851,164247.028650088,1,1,1,1,0,1,2,1,0,1,2,2
0.081,112756.506857274,198079.41712408,112726.610811334,164247.028680233,112726.610811334,164247.028680233,1,1,1,1,0,1,2,1,0,1,2,2
0.0815,112756.509669469,198079.417111063,112726.613180817,164247.028710378,112726.613180817,164247.028710378,1,1,1,1,0,1,2,1,0,1,2,2
0.082,112756.512481663,198079.417098046,112726.615550299,164247.028740522,112726.615550299,164247.028740522,1,1,1,1,0,1,2,1,0,1,2,2
0.0825,112756.515293858,198079.41708503,112726.617919782,164247.028770667,112726.617919782,164247.028770667,1,1,1,1,0,1,2,1,0,1,2,2
0.083,112756.518106053,198079.417072012,112726.620289265,164247.028800812,112726.620289265,164247.028800812,1,1,1,1,0,1,2,1,0,1,2,2
0.0835,112756.520918248,198079.417058996,112726.622658747,164247.028830956,112726.622658747,164247.028830956,1,1,1,1,0,1,2,1,0,1,2,2
0.084,112756.523730443,198079.417045979,112726.62502823,164247.028861101,112726.62502823,164247.028861101,1,1,1,1,0,1,2,1,0,1,2,2
0.0845,112756.526542638,198079.417032962,112726.627397712,164247.028891246,112726.627397712,164247.028891246,1,1,1,1,0,1,2,1,0,1,2,2
0.085,112756.529354833,198079.417019945,112726.629767195,164247.02892139,112726.629767195,164247.02892139,1,1,1,1,0,1,2,1,0,1,2,2
0.0855,112756.532167028,198079.417006928,112726.632136678,164247.028951535,112726.632136678,164247.028951535,1,1,1,1,0,1,2,1,0,1,2,2
0.086,112756.534979223,198079.416993911,112726.63450616,164247.02898168,112726.63450616,164247.02898168,1,1,1,1,0,1,2,1,0,1,2,2
0.0865,112756.537791418,198079.416980894,112726.636875643,164247.029011825,112726.636875643,164247.029011825,1,1,1,1,0,1,2,1,0,1,2,2
0.087,112756.540603613,198079.416967877,112726.639245126,164247.029041969,112726.639245126,164247.029041969,1,1,1,1,0,1,2,1,0,1,2,2
0.0875,112756.543415808,198079.41695486,112726.641614608,164247.029072114,112726.641614608,164247.029072114,1,1,1,1,0,1,2,1,0,1,2,2
0.088,112756.546228003,198079.416941843,112726.643984091,164247.029102259,112726.643984091,164247.029102259,1,1,1,1,0,1,2,1,0,1,2,2
0.0885,112756.549040198,198079.416928826,112726.646353574,164247.029132403,112726.646353574,164247.029132403,1,1,1,1,0,1,2,1,0,1,2,2
0.089,112756.551852393,198079.416915809,112726.648723056,164247.029162548,112726.648723056,164247.029162548,1,1,1,1,0,1,2,1,0,1,2,2
0.0895,112756.554664588,198079.416902792,112726.651092539,164247.029192693,112726.651092539,164247.029192693,1,1,1,1,0,1,2,1,0,1,2,2
0.09,112756.557476783,198079.416889775,112726.653462021,164247.029222837,112726.653462021,164247.029222837,1,1,1,1,0,1,2,1,0,1,2,2
0.0905,112756.560288978,198079.416876758,112726.655831504,164247.029252982,112726.655831504,164247.029252982,1,1,1,1,0,1,2,1,0,1,2,2
0.091,112756.563101173,198079.416863741,112726.658200987,164247.029283127,112726.658200987,164247.029283127,1,1,1,1,0,1,2,1,0,1,2,2
0.0915,112756.565913367,198079.416850724,112726.660570469,164247.029313271,112726.660570469,164247.029313271,1,1,1,1,0,1,2,1,0,1,2,2
0.092,112756.568725562,198079.416837707,112726.662939952,164247.029343416,112726.662939952,164247.029343416,1,1,1,1,0,1,2,1,0,1,2,2
0.0925,112756.571537757,198079.41682469,112726.665309435,164247.029373561,112726.665309435,164247.029373561,1,1,1,1,0,1,2,1,0,1,2,2
0.093,112756.574321344,198079.416811786,112726.667680803,164247.029403349,112726.667680803,164247.029403349,1,1,1,1,0,1,2,1,0,1,2,2
0.0935,112756.577056571,198079.416799073,112726.67005536,164247.029432536,112726.67005536,164247.029432536,1,1,1,1,0,1,2,1,0,1,2,2
0.094,112756.579791799,198079.416786359,112726.672429916,164247.029461723,112726.672429916,164247.029461723,1,1,1,1,0,1,2,1,0,1,2,2
0.0945,112756.582527026,198079.416773646,112726.674804472,164247.029490909,112726.674804472,164247.029490909,1,1,1,1,0,1,2,1,0,1,2,2
0.095,112756.585262254,198079.416760933,112726.677179029,164247.029520096,112726.677179029,164247.029520096,1,1,1,1,0,1,2,1,0,1,2,2
0.0955,112756.587997481,198079.41674822,112726.679553585,164247.029549282,112726.679553585,164247.029549282,1,1,1,1,0,1,2,1,0,1,2,2
