"time","boundary.ports[1].m_flow","boundary.ports[1].p","boundary.ports[1].h_outflow","boundary.ports[1].Xi_outflow[1]","boundary.ports[1].C_outflow[1]","boundary1.ports[1].m_flow","boundary1.ports[1].p","boundary1.ports[1].h_outflow","boundary1.ports[1].Xi_outflow[1]","boundary1.ports[1].C_outflow[1]","boundary2.ports[1].m_flow","boundary2.ports[1].p","boundary2.ports[1].h_outflow","boundary2.ports[1].Xi_outflow[1]","boundary2.ports[1].C_outflow[1]","boundary3.ports[1].m_flow","boundary3.ports[1].p","boundary3.ports[1].h_outflow","boundary3.ports[1].Xi_outflow[1]","boundary3.ports[1].C_outflow[1]","boundary4.ports[1].m_flow","boundary4.ports[1].p","boundary4.ports[1].h_outflow","boundary4.ports[1].Xi_outflow[1]","boundary4.ports[1].C_outflow[1]","boundary5.ports[1].m_flow","boundary5.ports[1].p","boundary5.ports[1].h_outflow","boundary5.ports[1].Xi_outflow[1]","boundary5.ports[1].C_outflow[1]","boundary6.ports[1].m_flow","boundary6.ports[1].p","boundary6.ports[1].h_outflow","boundary6.ports[1].Xi_outflow[1]","boundary6.ports[1].C_outflow[1]","boundary6.ports[2].m_flow","boundary6.ports[2].p","boundary6.ports[2].h_outflow","boundary6.ports[2].Xi_outflow[1]","boundary6.ports[2].C_outflow[1]","pipe.port_b.m_flow","pipe.port_b.p","pipe.port_b.h_outflow","pipe1.port_b.m_flow","pipe1.port_b.p","pipe1.port_b.h_outflow","pipe2.port_b.m_flow","pipe2.port_b.p","pipe2.port_b.h_outflow","pipe3.port_b.m_flow","pipe3.port_b.p","pipe3.port_b.h_outflow","C.y","P.y","traceSubstance1.port_b.m_flow","traceSubstance1.port_b.p","traceSubstance1.port_b.h_outflow"
0.004,-2.26119290038009,101374.8,45263.2387446934,0.01,6.076e-06,-2.26119290038009,101374.8,45263.2387446934,0.01,6.076e-06,-0.1,101325.306103946,45263.2387446934,0.01,6.076e-06,-0.1,101325.306103946,45263.2387446934,0.01,6.076e-06,2.26119290038009,101325,45263.2387446934,0.01,0,2.26119290038009,101325,45263.2387446934,0.01,0,0.1,101325,45263.2387446934,0.01,0,0.1,101325,45263.2387446934,0.01,0,-2.26119290038009,101325,45263.2387446934,-2.26119290038009,101325,45263.2387446934,-0.1,101325,45263.2387446934,-0.1,101325,45263.2387446934,6.076e-06,101374.8,-2.26119290038009,101325,45263.2387446934
0.0044,-2.26071266838611,101374.78,45263.2387446934,0.01,6.6836e-06,-2.26071266838611,101374.78,45263.2387446934,0.01,6.6836e-06,-0.1,101325.306103946,45263.2387446934,0.01,6.6836e-06,-0.1,101325.306103946,45263.2387446934,0.01,6.6836e-06,2.26071266838611,101325,45263.2387446934,0.01,0,2.26071266838611,101325,45263.2387446934,0.01,0,0.1,101325,45263.2387446934,0.01,0,0.1,101325,45263.2387446934,0.01,0,-2.26071266838611,101325,45263.2387446934,-2.26071266838611,101325,45263.2387446934,-0.1,101325,45263.2387446934,-0.1,101325,45263.2387446934,6.6836e-06,101374.78,-2.26071266838611,101325,45263.2387446934
0.0048,-2.26023234293913,101374.76,45263.2387446934,0.01,7.2912e-06,-2.26023234293913,101374.76,45263.2387446934,0.01,7.2912e-06,-0.1,101325.306103946,45263.2387446934,0.01,7.2912e-06,-0.1,101325.306103946,45263.2387446934,0.01,7.2912e-06,2.26023234293913,101325,45263.2387446934,0.01,0,2.26023234293913,101325,45263.2387446934,0.01,0,0.1,101325,45263.2387446934,0.01,0,0.1,101325,45263.2387446934,0.01,0,-2.26023234293913,101325,45263.2387446934,-2.26023234293913,101325,45263.2387446934,-0.1,101325,45263.2387446934,-0.1,101325,45263.2387446934,7.2912e-06,101374.76,-2.26023234293913,101325,45263.2387446934
0.0052,-2.25975192398422,101374.74,45263.2387446934,0.01,7.8988e-06,-2.25975192398422,101374.74,45263.2387446934,0.01,7.8988e-06,-0.1,101325.306103946,45263.2387446934,0.01,7.8988e-06,-0.1,101325.306103946,45263.2387446934,0.01,7.8988e-06,2.25975192398422,101325,45263.2387446934,0.01,0,2.25975192398422,101325,45263.2387446934,0.01,0,0.1,101325,45263.2387446934,0.01,0,0.1,101325,45263.2387446934,0.01,0,-2.25975192398422,101325,45263.2387446934,-2.25975192398422,101325,45263.2387446934,-0.1,101325,45263.2387446934,-0.1,101325,45263.2387446934,7.8988e-06,101374.74,-2.25975192398422,101325,45263.2387446934
0.0056,-2.25927141146535,101374.72,45263.2387446934,0.01,8.5064e-06,-2.25927141146535,101374.72,45263.2387446934,0.01,8.5064e-06,-0.1,101325.306103946,45263.2387446934,0.01,8.5064e-06,-0.1,101325.306103946,45263.2387446934,0.01,8.5064e-06,2.25927141146535,101325,45263.2387446934,0.01,0,2.25927141146535,101325,45263.2387446934,0.01,0,0.1,101325,45263.2387446934,0.01,0,0.1,101325,45263.2387446934,0.01,0,-2.25927141146535,101325,45263.2387446934,-2.25927141146535,101325,45263.2387446934,-0.1,101325,45263.2387446934,-0.1,101325,45263.2387446934,8.5064e-06,101374.72,-2.25927141146535,101325,45263.2387446934
0.006,-2.25879080532747,101374.7,45263.2387446934,0.01,9.114e-06,-2.25879080532747,101374.7,45263.2387446934,0.01,9.114e-06,-0.1,101325.306103946,45263.2387446934,0.01,9.114e-06,-0.1,101325.306103946,45263.2387446934,0.01,9.114e-06,2.25879080532747,101325,45263.2387446934,0.01,0,2.25879080532747,101325,45263.2387446934,0.01,0,0.1,101325,45263.2387446934,0.01,0,0.1,101325,45263.2387446934,0.01,0,-2.25879080532747,101325,45263.2387446934,-2.25879080532747,101325,45263.2387446934,-0.1,101325,45263.2387446934,-0.1,101325,45263.2387446934,9.114e-06,101374.7,-2.25879080532747,101325,45263.2387446934
0.0064,-2.25831010551515,101374.68,45263.2387446934,0.01,9.7216e-06,-2.25831010551515,101374.68,45263.2387446934,0.01,9.7216e-06,-0.1,101325.306103946,45263.2387446934,0.01,9.7216e-06,-0.1,101325.306103946,45263.2387446934,0.01,9.7216e-06,2.25831010551515,101325,45263.2387446934,0.01,0,2.25831010551515,101325,45263.2387446934,0.01,0,0.1,101325,45263.2387446934,0.01,0,0.1,101325,45263.2387446934,0.01,0,-2.25831010551515,101325,45263.2387446934,-2.25831010551515,101325,45263.2387446934,-0.1,101325,45263.2387446934,-0.1,101325,45263.2387446934,9.7216e-06,101374.68,-2.25831010551515,101325,45263.2387446934
0.0068,-2.25782931197322,101374.66,45263.2387446934,0.01,1.03292e-05,-2.25782931197322,101374.66,45263.2387446934,0.01,1.03292e-05,-0.1,101325.306103946,45263.2387446934,0.01,1.03292e-05,-0.1,101325.306103946,45263.2387446934,0.01,1.03292e-05,2.25782931197322,101325,45263.2387446934,0.01,0,2.25782931197322,101325,45263.2387446934,0.01,0,0.1,101325,45263.2387446934,0.01,0,0.1,101325,45263.2387446934,0.01,0,-2.25782931197322,101325,45263.2387446934,-2.25782931197322,101325,45263.2387446934,-0.1,101325,45263.2387446934,-0.1,101325,45263.2387446934,1.03292e-05,101374.66,-2.25782931197322,101325,45263.2387446934
0.0072,-2.25734842464543,101374.64,45263.2387446934,0.01,1.09368e-05,-2.25734842464543,101374.64,45263.2387446934,0.01,1.09368e-05,-0.1,101325.306103946,45263.2387446934,0.01,1.09368e-05,-0.1,101325.306103946,45263.2387446934,0.01,1.09368e-05,2.25734842464543,101325,45263.2387446934,0.01,0,2.25734842464543,101325,45263.2387446934,0.01,0,0.1,101325,45263.2387446934,0.01,0,0.1,101325,45263.2387446934,0.01,0,-2.25734842464543,101325,45263.2387446934,-2.25734842464543,101325,45263.2387446934,-0.1,101325,45263.2387446934,-0.1,101325,45263.2387446934,1.09368e-05,101374.64,-2.25734842464543,101325,45263.2387446934
0.0076,-2.25686744347653,101374.62,45263.2387446934,0.01,1.15444e-05,-2.25686744347653,101374.62,45263.2387446934,0.01,1.15444e-05,-0.1,101325.306103946,45263.2387446934,0.01,1.15444e-05,-0.1,101325.306103946,45263.2387446934,0.01,1.15444e-05,2.25686744347653,101325,45263.2387446934,0.01,0,2.25686744347653,101325,45263.2387446934,0.01,0,0.1,101325,45263.2387446934,0.01,0,0.1,101325,45263.2387446934,0.01,0,-2.25686744347653,101325,45263.2387446934,-2.25686744347653,101325,45263.2387446934,-0.1,101325,45263.2387446934,-0.1,101325,45263.2387446934,1.15444e-05,101374.62,-2.25686744347653,101325,45263.2387446934
0.008,-2.2563863684112,101374.6,45263.2387446934,0.01,1.2152e-05,-2.2563863684112,101374.6,45263.2387446934,0.01,1.2152e-05,-0.1,101325.306103946,45263.2387446934,0.01,1.2152e-05,-0.1,101325.306103946,45263.2387446934,0.01,1.2152e-05,2.2563863684112,101325,45263.2387446934,0.01,0,2.2563863684112,101325,45263.2387446934,0.01,0,0.1,101325,45263.2387446934,0.01,0,0.1,101325,45263.2387446934,0.01,0,-2.2563863684112,101325,45263.2387446934,-2.2563863684112,101325,45263.2387446934,-0.1,101325,45263.2387446934,-0.1,101325,45263.2387446934,1.2152e-05,101374.6,-2.2563863684112,101325,45263.2387446934
0.0084,-2.25590519939301,101374.58,45263.2387446934,0.01,1.27596e-05,-2.25590519939301,101374.58,45263.2387446934,0.01,1.27596e-05,-0.1,101325.306103946,45263.2387446934,0.01,1.27596e-05,-0.1,101325.306103946,45263.2387446934,0.01,1.27596e-05,2.25590519939301,101325,45263.2387446934,0.01,0,2.25590519939301,101325,45263.2387446934,0.01,0,0.1,101325,45263.2387446934,0.01,0,0.1,101325,45263.2387446934,0.01,0,-2.25590519939301,101325,45263.2387446934,-2.25590519939301,101325,45263.2387446934,-0.1,101325,45263.2387446934,-0.1,101325,45263.2387446934,1.27596e-05,101374.58,-2.25590519939301,101325,45263.2387446934
0.0088,-2.25542393636654,101374.56,45263.2387446934,0.01,1.33672e-05,-2.25542393636654,101374.56,45263.2387446934,0.01,1.33672e-05,-0.1,101325.306103946,45263.2387446934,0.01,1.33672e-05,-0.1,101325.306103946,45263.2387446934,0.01,1.33672e-05,2.25542393636654,101325,45263.2387446934,0.01,0,2.25542393636654,101325,45263.2387446934,0.01,0,0.1,101325,45263.2387446934,0.01,0,0.1,101325,45263.2387446934,0.01,0,-2.25542393636654,101325,45263.2387446934,-2.25542393636654,101325,45263.2387446934,-0.1,101325,45263.2387446934,-0.1,101325,45263.2387446934,1.33672e-05,101374.56,-2.25542393636654,101325,45263.2387446934
0.0092,-2.25494257927596,101374.54,45263.2387446934,0.01,1.39748e-05,-2.25494257927596,101374.54,45263.2387446934,0.01,1.39748e-05,-0.1,101325.306103946,45263.2387446934,0.01,1.39748e-05,-0.1,101325.306103946,45263.2387446934,0.01,1.39748e-05,2.25494257927596,101325,45263.2387446934,0.01,0,2.25494257927596,101325,45263.2387446934,0.01,0,0.1,101325,45263.2387446934,0.01,0,0.1,101325,45263.2387446934,0.01,0,-2.25494257927596,101325,45263.2387446934,-2.25494257927596,101325,45263.2387446934,-0.1,101325,45263.2387446934,-0.1,101325,45263.2387446934,1.39748e-05,101374.54,-2.25494257927596,101325,45263.2387446934
0.0096,-2.25446112806572,101374.52,45263.2387446934,0.01,1.45824e-05,-2.25446112806572,101374.52,45263.2387446935,0.01,1.45824e-05,-0.1,101325.306103946,45263.2387446934,0.01,1.45824e-05,-0.1,101325.306103946,45263.2387446934,0.01,1.45824e-05,2.25446112806572,101325,45263.2387446934,0.01,0,2.25446112806572,101325,45263.2387446934,0.01,0,0.1,101325,45263.2387446934,0.01,0,0.1,101325,45263.2387446934,0.01,0,-2.25446112806572,101325,45263.2387446934,-2.25446112806572,101325,45263.2387446935,-0.1,101325,45263.2387446934,-0.1,101325,45263.2387446934,1.45824e-05,101374.52,-2.25446112806572,101325,45263.2387446934
0.01,-2.25397958267919,101374.5,45263.2387446934,0.01,1.519e-05,-2.25397958267919,101374.5,45263.2387446934,0.01,1.519e-05,-0.1,101325.306103946,45263.2387446934,0.01,1.519e-05,-0.1,101325.306103946,45263.2387446934,0.01,1.519e-05,2.25397958267919,101325,45263.2387446934,0.01,0,2.25397958267919,101325,45263.2387446934,0.01,0,0.1,101325,45263.2387446934,0.01,0,0.1,101325,45263.2387446934,0.01,0,-2.25397958267919,101325,45263.2387446934,-2.25397958267919,101325,45263.2387446934,-0.1,101325,45263.2387446934,-0.1,101325,45263.2387446934,1.519e-05,101374.5,-2.25397958267919,101325,45263.2387446934
0.0104,-2.25349794306072,101374.48,45263.2387446934,0.01,1.57976e-05,-2.25349794306072,101374.48,45263.2387446934,0.01,1.57976e-05,-0.1,101325.306103946,45263.2387446934,0.01,1.57976e-05,-0.1,101325.306103946,45263.2387446934,0.01,1.57976e-05,2.25349794306072,101325,45263.2387446934,0.01,0,2.25349794306072,101325,45263.2387446934,0.01,0,0.1,101325,45263.2387446934,0.01,0,0.1,101325,45263.2387446934,0.01,0,-2.25349794306072,101325,45263.2387446934,-2.25349794306072,101325,45263.2387446934,-0.1,101325,45263.2387446934,-0.1,101325,45263.2387446934,1.57976e-05,101374.48,-2.25349794306072,101325,45263.2387446934
0.0108,-2.25301620915461,101374.46,45263.2387446934,0.01,1.64052e-05,-2.25301620915461,101374.46,45263.2387446934,0.01,1.64052e-05,-0.1,101325.306103946,45263.2387446934,0.01,1.64052e-05,-0.1,101325.306103946,45263.2387446934,0.01,1.64052e-05,2.25301620915461,101325,45263.2387446934,0.01,0,2.25301620915461,101325,45263.2387446934,0.01,0,0.1,101325,45263.2387446934,0.01,0,0.1,101325,45263.2387446934,0.01,0,-2.25301620915461,101325,45263.2387446934,-2.25301620915461,101325,45263.2387446934,-0.1,101325,45263.2387446934,-0.1,101325,45263.2387446934,1.64052e-05,101374.46,-2.25301620915461,101325,45263.2387446934
0.0112,-2.25253438090403,101374.44,45263.2387446934,0.01,1.70128e-05,-2.25253438090403,101374.44,45263.2387446934,0.01,1.70128e-05,-0.1,101325.306103946,45263.2387446934,0.01,1.70128e-05,-0.1,101325.306103946,45263.2387446934,0.01,1.70128e-05,2.25253438090403,101325,45263.2387446934,0.01,0,2.25253438090403,101325,45263.2387446934,0.01,0,0.1,101325,45263.2387446934,0.01,0,0.1,101325,45263.2387446934,0.01,0,-2.25253438090403,101325,45263.2387446934,-2.25253438090403,101325,45263.2387446934,-0.1,101325,45263.2387446934,-0.1,101325,45263.2387446934,1.70128e-05,101374.44,-2.25253438090403,101325,45263.2387446934
0.0116,-2.25205245825318,101374.42,45263.2387446934,0.01,1.76204e-05,-2.25205245825318,101374.42,45263.2387446935,0.01,1.76204e-05,-0.1,101325.306103946,45263.2387446934,0.01,1.76204e-05,-0.1,101325.306103946,45263.2387446934,0.01,1.76204e-05,2.25205245825318,101325,45263.2387446934,0.01,0,2.25205245825318,101325,45263.2387446934,0.01,0,0.1,101325,45263.2387446934,0.01,0,0.1,101325,45263.2387446934,0.01,0,-2.25205245825318,101325,45263.2387446934,-2.25205245825318,101325,45263.2387446935,-0.1,101325,45263.2387446934,-0.1,101325,45263.2387446934,1.76204e-05,101374.42,-2.25205245825318,101325,45263.2387446934
0.012,-2.25157044114583,101374.4,45263.2387446934,0.01,1.8228e-05,-2.25157044114583,101374.4,45263.2387446934,0.01,1.8228e-05,-0.1,101325.306103946,45263.2387446934,0.01,1.8228e-05,-0.1,101325.306103946,45263.2387446934,0.01,1.8228e-05,2.25157044114583,101325,45263.2387446934,0.01,0,2.25157044114583,101325,45263.2387446934,0.01,0,0.1,101325,45263.2387446934,0.01,0,0.1,101325,45263.2387446934,0.01,0,-2.25157044114583,101325,45263.2387446934,-2.25157044114583,101325,45263.2387446934,-0.1,101325,45263.2387446934,-0.1,101325,45263.2387446934,1.8228e-05,101374.4,-2.25157044114583,101325,45263.2387446934
0.0124,-2.25108832952605,101374.38,45263.2387446934,0.01,1.88356e-05,-2.25108832952605,101374.38,45263.2387446934,0.01,1.88356e-05,-0.1,101325.306103946,45263.2387446934,0.01,1.88356e-05,-0.1,101325.306103946,45263.2387446934,0.01,1.88356e-05,2.25108832952605,101325,45263.2387446934,0.01,0,2.25108832952605,101325,45263.2387446934,0.01,0,0.1,101325,45263.2387446934,0.01,0,0.1,101325,45263.2387446934,0.01,0,-2.25108832952605,101325,45263.2387446934,-2.25108832952605,101325,45263.2387446934,-0.1,101325,45263.2387446934,-0.1,101325,45263.2387446934,1.88356e-05,101374.38,-2.25108832952605,101325,45263.2387446934
0.0128,-2.25060612333682,101374.36,45263.2387446934,0.01,1.94432e-05,-2.25060612333682,101374.36,45263.2387446935,0.01,1.94432e-05,-0.1,101325.306103946,45263.2387446934,0.01,1.94432e-05,-0.1,101325.306103946,45263.2387446934,0.01,1.94432e-05,2.25060612333682,101325,45263.2387446934,0.01,0,2.25060612333682,101325,45263.2387446934,0.01,0,0.1,101325,45263.2387446934,0.01,0,0.1,101325,45263.2387446934,0.01,0,-2.25060612333682,101325,45263.2387446934,-2.25060612333682,101325,45263.2387446935,-0.1,101325,45263.2387446934,-0.1,101325,45263.2387446934,1.94432e-05,101374.36,-2.25060612333682,101325,45263.2387446934
0.0132,-2.25012382252208,101374.34,45263.2387446934,0.01,2.00508e-05,-2.25012382252208,101374.34,45263.2387446935,0.01,2.00508e-05,-0.1,101325.306103946,45263.2387446934,0.01,2.00508e-05,-0.1,101325.306103946,45263.2387446934,0.01,2.00508e-05,2.25012382252208,101325,45263.2387446934,0.01,0,2.25012382252208,101325,45263.2387446934,0.01,0,0.1,101325,45263.2387446934,0.01,0,0.1,101325,45263.2387446934,0.01,0,-2.25012382252208,101325,45263.2387446934,-2.25012382252208,101325,45263.2387446935,-0.1,101325,45263.2387446934,-0.1,101325,45263.2387446934,2.00508e-05,101374.34,-2.25012382252208,101325,45263.2387446934
0.0136,-2.24964142702574,101374.32,45263.2387446934,0.01,2.06584e-05,-2.24964142702574,101374.32,45263.2387446934,0.01,2.06584e-05,-0.1,101325.306103946,45263.2387446934,0.01,2.06584e-05,-0.1,101325.306103946,45263.2387446934,0.01,2.06584e-05,2.24964142702574,101325,45263.2387446934,0.01,0,2.24964142702574,101325,45263.2387446934,0.01,0,0.1,101325,45263.2387446934,0.01,0,0.1,101325,45263.2387446934,0.01,0,-2.24964142702574,101325,45263.2387446934,-2.24964142702574,101325,45263.2387446934,-0.1,101325,45263.2387446934,-0.1,101325,45263.2387446934,2.06584e-05,101374.32,-2.24964142702574,101325,45263.2387446934
0.014,-2.2491589367906,101374.3,45263.2387446934,0.01,2.1266e-05,-2.2491589367906,101374.3,45263.2387446934,0.01,2.1266e-05,-0.1,101325.306103946,45263.2387446934,0.01,2.1266e-05,-0.1,101325.306103946,45263.2387446934,0.01,2.1266e-05,2.2491589367906,101325,45263.2387446934,0.01,0,2.2491589367906,101325,45263.2387446934,0.01,0,0.1,101325,45263.2387446934,0.01,0,0.1,101325,45263.2387446934,0.01,0,-2.2491589367906,101325,45263.2387446934,-2.2491589367906,101325,45263.2387446934,-0.1,101325,45263.2387446934,-0.1,101325,45263.2387446934,2.1266e-05,101374.3,-2.2491589367906,101325,45263.2387446934
