"time","pipe1.mediums[1].h","pipe1.mediums[1].p","pipe3.mediums[1].h","pipe3.mediums[1].p","valveIncompressible1.filter.x[1]","valveIncompressible1.filter.x[2]","valveOpening1.a","valveOpening1.b","valveOpening1.last","valveOpening1.nextEvent"
0.077,85680.3799245372,304097.132753904,84044.5997616359,106110.491928706,1,1,0,1,2,1
0.078,85699.2329193116,304096.40620006,84045.7329811484,106110.518515493,1,1,0,1,2,1
0.079,85718.072983021,304095.680179273,84046.8784285381,106110.545073822,1,1,0,1,2,1
0.08,85736.9001156653,304094.954691543,84048.0361038049,106110.571603695,1,1,0,1,2,1
0.081,85755.7143172446,304094.229736871,84049.2060069489,106110.59810511,1,1,0,1,2,1
0.082,85774.5155877587,304093.505315255,84050.38813797,106110.624578069,1,1,0,1,2,1
0.083,85793.3039272078,304092.781426697,84051.5824968683,106110.65102257,1,1,0,1,2,1
0.084,85812.0793355918,304092.058071196,84052.7890836438,106110.677438614,1,1,0,1,2,1
0.085,85830.8418129108,304091.335248753,84054.0078982965,106110.703826202,1,1,0,1,2,1
0.086,85849.5913591647,304090.612959366,84055.2389408263,106110.730185332,1,1,0,1,2,1
0.087,85868.3279743535,304089.891203037,84056.4822112332,106110.756516005,1,1,0,1,2,1
0.088,85887.0516584773,304089.169979765,84057.7377095173,106110.782818222,1,1,0,1,2,1
0.089,85905.762411536,304088.449289551,84059.0054356786,106110.809091981,1,1,0,1,2,1
0.09,85924.4602335296,304087.729132393,84060.285389717,106110.835337283,1,1,0,1,2,1
0.091,85943.1451244582,304087.009508293,84061.5775716326,106110.861554129,1,1,0,1,2,1
0.092,85961.8170843217,304086.290417251,84062.8819814253,106110.887742517,1,1,0,1,2,1
0.093,85980.4780048794,304085.571771866,84064.1949131262,106110.913909652,1,1,0,1,2,1
0.094,85999.1282951855,304084.85355324,84065.5155653955,106110.940057092,1,1,0,1,2,1
0.095,86017.7659561108,304084.135853735,84066.8478545403,106110.966177223,1,1,0,1,2,1
0.096,86036.3909876554,304083.418673348,84068.1917805606,106110.992270046,1,1,0,1,2,1
0.097,86055.0033898194,304082.702012081,84069.5473434564,106111.018335561,1,1,0,1,2,1
0.098,86073.6031626026,304081.985869934,84070.9145432277,106111.044373768,1,1,0,1,2,1
0.099,86092.190306005,304081.270246905,84072.2933798746,106111.070384666,1,1,0,1,2,1
0.1,86110.7648200268,304080.555142997,84073.6838533969,106111.096368257,1,1,0,1,2,1
0.101,86129.3267046678,304079.840558208,84075.0859637948,106111.122324539,1,1,0,1,2,1
0.102,86147.8759599282,304079.126492538,84076.4997110681,106111.148253513,1,1,0,1,2,1
0.103,86166.4125858078,304078.412945987,84077.925095217,106111.174155179,1,1,0,1,2,1
0.104,86184.9365823067,304077.699918556,84079.3621162414,106111.200029536,1,1,0,1,2,1
0.105,86203.4479494249,304076.987410245,84080.8107741414,106111.225876585,1,1,0,1,2,1
0.106,86221.9466871623,304076.275421053,84082.2710689168,106111.251696327,1,1,0,1,2,1
0.107,86240.432795519,304075.56395098,84083.7430005677,106111.27748876,1,1,0,1,2,1
0.108,86258.9062744951,304074.853000027,84085.2265690942,106111.303253884,1,1,0,1,2,1
0.109,86277.3671240904,304074.142568193,84086.7217744961,106111.328991701,1,1,0,1,2,1
0.11,86295.815344305,304073.432655478,84088.2286167736,106111.354702209,1,1,0,1,2,1
0.111,86314.2509351388,304072.723261883,84089.7470959266,106111.380385409,1,1,0,1,2,1
0.112,86332.673896592,304072.014387408,84091.2772119551,106111.406041301,1,1,0,1,2,1
0.113,86351.0842286644,304071.306032052,84092.8189648591,106111.431669885,1,1,0,1,2,1
0.114,86369.4819313561,304070.598195815,84094.3723546386,106111.457271161,1,1,0,1,2,1
0.115,86387.8670046671,304069.890878698,84095.9373812937,106111.482845128,1,1,0,1,2,1
0.116,86406.2394485974,304069.1840807,84097.5140448242,106111.508391787,1,1,0,1,2,1
0.117,86424.599263147,304068.477801822,84099.1023452303,106111.533911138,1,1,0,1,2,1
0.118,86442.9464483159,304067.772042063,84100.7022825119,106111.559403181,1,1,0,1,2,1
0.119,86461.281004104,304067.066801423,84102.313856669,106111.584867915,1,1,0,1,2,1
0.12,86479.6029305114,304066.362079903,84103.9370677016,106111.610305342,1,1,0,1,2,1
0.121,86497.9122275381,304065.657877502,84105.5719156097,106111.63571546,1,1,0,1,2,1
0.122,86516.2088951841,304064.954194221,84107.2184003933,106111.66109827,1,1,0,1,2,1
0.123,86534.4929334494,304064.251030059,84108.8765220524,106111.686453772,1,1,0,1,2,1
0.124,86552.7643423339,304063.548385017,84110.5462805871,106111.711781965,1,1,0,1,2,1
0.125,86571.0231218377,304062.846259094,84112.2276759973,106111.737082851,1,1,0,1,2,1
0.126,86589.2692719609,304062.14465229,84113.9207082829,106111.762356428,1,1,0,1,2,1
0.127,86607.5027927032,304061.443564606,84115.6253774441,106111.787602697,1,1,0,1,2,1
0.128,86625.7236840649,304060.742996042,84117.3416834808,106111.812821657,1,1,0,1,2,1
0.129,86643.9319460459,304060.042946596,84119.069626393,106111.83801331,1,1,0,1,2,1
0.13,86662.1275786461,304059.343416271,84120.8092061808,106111.863177654,1,1,0,1,2,1
0.131,86680.3105818657,304058.644405064,84122.560422844,106111.888314691,1,1,0,1,2,1
0.132,86698.4809557045,304057.945912977,84124.3232763828,106111.913424418,1,1,0,1,2,1
0.133,86716.6387001626,304057.24794001,84126.097766797,106111.938506838,1,1,0,1,2,1
0.134,86734.7838152399,304056.550486162,84127.8838940868,106111.96356195,1,1,0,1,2,1
0.135,86752.9163009366,304055.853551433,84129.6816582521,106111.988589753,1,1,0,1,2,1
0.136,86771.0361572526,304055.157135824,84131.4910592929,106112.013590248,1,1,0,1,2,1
0.137,86789.1433841878,304054.461239334,84133.3120972092,106112.038563435,1,1,0,1,2,1
0.138,86807.2379817423,304053.765861964,84135.144772001,106112.063509314,1,1,0,1,2,1
0.139,86825.3199499161,304053.071003713,84136.9890836683,106112.088427885,1,1,0,1,2,1
0.14,86843.3892887091,304052.376664581,84138.8450322112,106112.113319147,1,1,0,1,2,1
0.141,86861.4459981215,304051.682844569,84140.7126176296,106112.138183101,1,1,0,1,2,1
0.142,86879.4900781531,304050.989543676,84142.5918399234,106112.163019747,1,1,0,1,2,1
0.143,86897.5215288041,304050.296761903,84144.4826990928,106112.187829085,1,1,0,1,2,1
0.144,86915.5403500743,304049.604499249,84146.3851951377,106112.212611114,1,1,0,1,2,1
0.145,86933.5518374213,304048.912488455,84148.2889714348,106112.2373909,1,1,0,1,2,1
0.146,86951.5522990465,304048.220915844,84150.2012482416,106112.262150967,1,1,0,1,2,1
0.147,86969.5403855411,304047.52984952,84152.1246646729,106112.28688493,1,1,0,1,2,1
0.148,86987.5160969051,304046.839289484,84154.0592207285,106112.311592788,1,1,0,1,2,1
0.149,87005.4794331384,304046.149235736,84156.0049164085,106112.336274541,1,1,0,1,2,1
0.15,87023.430394241,304045.459688275,84157.961751713,106112.36093019,1,1,0,1,2,1
0.151,87041.3689802129,304044.770647102,84159.9297266419,106112.385559733,1,1,0,1,2,1
0.152,87059.2951910542,304044.082112216,84161.9088411952,106112.410163172,1,1,0,1,2,1
0.153,87077.2090267648,304043.394083617,84163.899095373,106112.434740506,1,1,0,1,2,1
0.154,87095.1104873448,304042.706561306,84165.9004891751,106112.459291735,1,1,0,1,2,1
0.155,87112.9995727941,304042.019545283,84167.9130226017,106112.483816859,1,1,0,1,2,1
0.156,87130.8762831127,304041.333035547,84169.9366956527,106112.508315879,1,1,0,1,2,1
0.157,87148.7406183007,304040.647032099,84171.9715083281,106112.532788793,1,1,0,1,2,1
0.158,87166.592578358,304039.961534938,84174.017460628,106112.557235603,1,1,0,1,2,1
0.159,87184.4321632847,304039.276544065,84176.0745525523,106112.581656308,1,1,0,1,2,1
0.16,87202.2593730807,304038.592059479,84178.1427841009,106112.606050909,1,1,0,1,2,1
0.161,87220.074207746,304037.908081181,84180.222155274,106112.630419404,1,1,0,1,2,1
0.162,87237.8766672806,304037.22460917,84182.3126660716,106112.654761795,1,1,0,1,2,1
0.163,87255.6667516846,304036.541643447,84184.4143164935,106112.679078081,1,1,0,1,2,1
0.164,87273.4444609579,304035.859184011,84186.5271065399,106112.703368262,1,1,0,1,2,1
0.165,87291.2097951006,304035.177230863,84188.6510362107,106112.727632338,1,1,0,1,2,1
0.166,87308.9627541126,304034.495784002,84190.7861055059,106112.75187031,1,1,0,1,2,1
0.167,87326.7033379939,304033.814843429,84192.9323144255,106112.776082176,1,1,0,1,2,1
0.168,87344.4315467446,304033.134409143,84195.0896629695,106112.800267938,1,1,0,1,2,1
0.169,87362.1473803646,304032.454481145,84197.258151138,106112.824427595,1,1,0,1,2,1
0.17,87379.850838854,304031.775059435,84199.4377789309,106112.848561147,1,1,0,1,2,1
0.171,87397.5419222127,304031.096144011,84201.6285463482,106112.872668595,1,1,0,1,2,1
0.172,87415.2206304407,304030.417734876,84203.83045339,106112.896749938,1,1,0,1,2,1
0.173,87432.886963538,304029.739832028,84206.0435000561,106112.920805175,1,1,0,1,2,1
0.174,87450.5409215047,304029.062435467,84208.2676863467,106112.944834309,1,1,0,1,2,1
0.175,87468.1825043407,304028.385545194,84210.5030122617,106112.968837337,1,1,0,1,2,1
0.176,87485.8117120461,304027.709161209,84212.7494778011,106112.99281426,1,1,0,1,2,1
0.177,87503.4285446208,304027.033283511,84215.007082965,106113.016765079,1,1,0,1,2,1
0.178,87521.0330020648,304026.3579121,84217.2758277532,106113.040689793,1,1,0,1,2,1
0.179,87538.6250843782,304025.683046977,84219.5557121659,106113.064588402,1,1,0,1,2,1
0.18,87556.2047915609,304025.008688142,84221.846736203,106113.088460906,1,1,0,1,2,1
0.181,87573.772123613,304024.334835594,84224.1488998645,106113.112307305,1,1,0,1,2,1
0.182,87591.3270805343,304023.661489333,84226.4622031505,106113.1361276,1,1,0,1,2,1
0.183,87608.8696623251,304022.98864936,84228.7866460608,106113.15992179,1,1,0,1,2,1
0.184,87626.3998689851,304022.316315675,84231.1222285956,106113.183689875,1,1,0,1,2,1
0.185,87643.9177005145,304021.644488277,84233.4689507548,106113.207431855,1,1,0,1,2,1
0.186,87661.4231569133,304020.973167167,84235.8268125384,106113.231147731,1,1,0,1,2,1
0.187,87678.9162381813,304020.302352344,84238.1958139465,106113.254837501,1,1,0,1,2,1
0.188,87696.3969443187,304019.632043808,84240.575954979,106113.278501167,1,1,0,1,2,1
0.189,87713.8652753255,304018.962241561,84242.9672356359,106113.302138728,1,1,0,1,2,1
0.19,87731.3212312015,304018.2929456,84245.3696559172,106113.325750184,1,1,0,1,2,1
0.191,87748.7717107617,304017.623831422,84247.7700232246,106113.349362395,1,1,0,1,2,1
0.192,87766.2122676908,304016.955108172,84250.1768402431,106113.37295805,1,1,0,1,2,1
0.193,87783.6408346391,304016.286873092,84252.5940603644,106113.3965291,1,1,0,1,2,1
0.194,87801.0574116065,304015.619126183,84255.0216835884,106113.420075544,1,1,0,1,2,1
0.195,87818.461998593,304014.951867445,84257.4597099153,106113.443597383,1,1,0,1,2,1
0.196,87835.8545955986,304014.285096878,84259.9081393449,106113.467094617,1,1,0,1,2,1
0.197,87853.2352026233,304013.618814482,84262.3669718773,106113.490567246,1,1,0,1,2,1
0.198,87870.6038196672,304012.953020257,84264.8362075125,106113.514015269,1,1,0,1,2,1
0.199,87887.9604467301,304012.287714203,84267.3158462506,106113.537438687,1,1,0,1,2,1
0.2,87905.3050838122,304011.62289632,84269.8058880914,106113.5608375,1,1,0,1,2,1
0.201,87922.6377309133,304010.958566607,84272.306333035,106113.584211707,1,1,0,1,2,1
0.202,87939.9583880336,304010.294725066,84274.8171810813,106113.607561309,1,1,0,1,2,1
0.203,87957.267055173,304009.631371695,84277.3384322305,106113.630886306,1,1,0,1,2,1
0.204,87974.5637323315,304008.968506496,84279.8700864825,106113.654186698,1,1,0,1,2,1
0.205,87991.8484195091,304008.306129467,84282.4121438373,106113.677462484,1,1,0,1,2,1
0.206,88009.1211167058,304007.644240609,84284.9646042948,106113.700713665,1,1,0,1,2,1
0.207,88026.3818239217,304006.982839922,84287.5274678552,106113.723940241,1,1,0,1,2,1
0.208,88043.6305411566,304006.321927406,84290.1007345183,106113.747142212,1,1,0,1,2,1
0.209,88060.8672684107,304005.661503061,84292.6844042842,106113.770319577,1,1,0,1,2,1
0.21,88078.0920056838,304005.001566887,84295.2784771529,106113.793472337,1,1,0,1,2,1
0.211,88095.3047529761,304004.342118884,84297.8829531244,106113.816600492,1,1,0,1,2,1
0.212,88112.5055102875,304003.683159051,84300.4978321988,106113.839704041,1,1,0,1,2,1
0.213,88129.694277618,304003.02468739,84303.1231143758,106113.862782986,1,1,0,1,2,1
0.214,88146.8710549676,304002.366703899,84305.7587996557,106113.885837325,1,1,0,1,2,1
0.215,88164.0358423363,304001.70920858,84308.4048880384,106113.908867058,1,1,0,1,2,1
0.216,88181.1886397241,304001.052201431,84311.0613795239,106113.931872187,1,1,0,1,2,1
0.217,88198.3294471311,304000.395682453,84313.7282741121,106113.95485271,1,1,0,1,2,1
0.218,88215.4582645571,303999.739651647,84316.4055718032,106113.977808628,1,1,0,1,2,1
0.219,88232.5750920022,303999.084109011,84319.093272597,106114.00073994,1,1,0,1,2,1
0.22,88249.6799294665,303998.429054546,84321.7913764937,106114.023646648,1,1,0,1,2,1
0.221,88266.7727769499,303997.774488252,84324.4998834931,106114.04652875,1,1,0,1,2,1
0.222,88283.8536344524,303997.120410128,84327.2187935954,106114.069386247,1,1,0,1,2,1
0.223,88300.922501974,303996.466820176,84329.9481068004,106114.092219138,1,1,0,1,2,1
0.224,88317.9793795147,303995.813718395,84332.6878231082,106114.115027425,1,1,0,1,2,1
0.225,88335.0242670745,303995.161104784,84335.4379425188,106114.137811106,1,1,0,1,2,1
0.226,88352.0571646534,303994.508979345,84338.1984650322,106114.160570181,1,1,0,1,2,1
0.227,88369.0780722515,303993.857342076,84340.9693906483,106114.183304652,1,1,0,1,2,1
0.228,88386.0869898686,303993.206192979,84343.7507193673,106114.206014517,1,1,0,1,2,1
0.229,88403.0839175049,303992.555532052,84346.5424511891,106114.228699777,1,1,0,1,2,1
0.23,88420.0688551603,303991.905359296,84349.3445861136,106114.251360432,1,1,0,1,2,1
0.231,88437.0418028347,303991.255674711,84352.157124141,106114.273996481,1,1,0,1,2,1
0.232,88454.0027605283,303990.606478297,84354.9800652711,106114.296607925,1,1,0,1,2,1
0.233,88470.951728241,303989.957770054,84357.8134095041,106114.319194764,1,1,0,1,2,1
0.234,88487.8887059728,303989.309549982,84360.6571568398,106114.341756998,1,1,0,1,2,1
0.235,88504.8136937238,303988.66181808,84363.5113072783,106114.364294626,1,1,0,1,2,1
0.236,88521.7266914938,303988.01457435,84366.3758608196,106114.386807649,1,1,0,1,2,1
0.237,88538.6340250512,303987.367526038,84369.238961551,106114.409319246,1,1,0,1,2,1
0.238,88555.5319405973,303986.720846867,84372.1076449355,106114.431815661,1,1,0,1,2,1
0.239,88572.4182330575,303986.074638887,84374.9860437793,106114.454288815,1,1,0,1,2,1
0.24,88589.2929024317,303985.428902099,84377.8741580823,106114.476738708,1,1,0,1,2,1
0.241,88606.1559487199,303984.783636502,84380.7719878444,106114.499165341,1,1,0,1,2,1
0.242,88623.0073719221,303984.138842096,84383.6795330658,106114.521568712,1,1,0,1,2,1
0.243,88639.8471720382,303983.494518882,84386.5967937465,106114.543948822,1,1,0,1,2,1
0.244,88656.6753490684,303982.850666858,84389.5237698864,106114.566305672,1,1,0,1,2,1
0.245,88673.4919030126,303982.207286026,84392.4604614854,106114.588639261,1,1,0,1,2,1
0.246,88690.2968338708,303981.564376385,84395.4068685438,106114.610949588,1,1,0,1,2,1
0.247,88707.0901416431,303980.921937936,84398.3629910613,106114.633236655,1,1,0,1,2,1
0.248,88723.8718263293,303980.279970677,84401.3288290381,106114.655500461,1,1,0,1,2,1
0.249,88740.6418879295,303979.63847461,84404.3043824741,106114.677741006,1,1,0,1,2,1
0.25,88757.4003264437,303978.997449734,84407.2896513693,106114.69995829,1,1,0,1,2,1
0.251,88774.1471418719,303978.356896049,84410.2846357238,106114.722152313,1,1,0,1,2,1
0.252,88790.8823342142,303977.716813556,84413.2893355375,106114.744323076,1,1,0,1,2,1
0.253,88807.6059034704,303977.077202254,84416.3037508104,106114.766470577,1,1,0,1,2,1
0.254,88824.3178496407,303976.438062143,84419.3278815425,106114.788594817,1,1,0,1,2,1
0.255,88841.0181727249,303975.799393223,84422.3617277338,106114.810695797,1,1,0,1,2,1
0.256,88857.7068727232,303975.161195494,84425.4052893844,106114.832773516,1,1,0,1,2,1
0.257,88874.3839496354,303974.523468957,84428.4585664943,106114.854827973,1,1,0,1,2,1
0.258,88891.0494034617,303973.886213611,84431.5215590633,106114.87685917,1,1,0,1,2,1
0.259,88907.703234202,303973.249429456,84434.5942670916,106114.898867106,1,1,0,1,2,1
0.26,88924.3454418562,303972.613116492,84437.6766905791,106114.920851781,1,1,0,1,2,1
0.261,88940.9760264245,303971.97727472,84440.7688295258,106114.942813195,1,1,0,1,2,1
0.262,88957.5949879068,303971.341904139,84443.8706839317,106114.964751348,1,1,0,1,2,1
0.263,88974.2023263031,303970.707004749,84446.9822537969,106114.98666624,1,1,0,1,2,1
0.264,88990.7980416134,303970.07257655,84450.1035391213,106115.008557871,1,1,0,1,2,1
0.265,89007.3821338377,303969.438619542,84453.234539905,106115.030426242,1,1,0,1,2,1
0.266,89023.954602976,303968.805133726,84456.3752561478,106115.052271351,1,1,0,1,2,1
0.267,89040.5154490283,303968.172119101,84459.5256878499,106115.0740932,1,1,0,1,2,1
0.268,89057.0646719946,303967.539575667,84462.6858350112,106115.095891787,1,1,0,1,2,1
0.269,89073.6022718749,303966.907503425,84465.8556976317,106115.117667114,1,1,0,1,2,1
0.27,89090.1282486692,303966.275902373,84469.0352757115,106115.13941918,1,1,0,1,2,1
0.271,89106.6426023776,303965.644772513,84472.2245692505,106115.161147985,1,1,0,1,2,1
0.272,89123.1453329999,303965.014113844,84475.4235782487,106115.182853528,1,1,0,1,2,1
0.273,89139.6364405362,303964.383926367,84478.6323027062,106115.204535812,1,1,0,1,2,1
0.274,89156.1159249866,303963.75421008,84481.8507426229,106115.226194834,1,1,0,1,2,1
0.275,89172.5837863509,303963.124964985,84485.0788979988,106115.247830595,1,1,0,1,2,1
0.276,89189.0400246292,303962.496191081,84488.3167688339,106115.269443095,1,1,0,1,2,1
0.277,89205.4846398216,303961.867888369,84491.5643551283,106115.291032334,1,1,0,1,2,1
0.278,89221.917631928,303961.240056847,84494.8216568818,106115.312598313,1,1,0,1,2,1
0.279,89238.3390009483,303960.612696517,84498.0886740946,106115.33414103,1,1,0,1,2,1
0.28,89254.7487468827,303959.985807378,84501.3654067667,106115.355660487,1,1,0,1,2,1
0.281,89271.1468697311,303959.35938943,84504.651854898,106115.377156683,1,1,0,1,2,1
0.282,89287.5333694935,303958.733442673,84507.9480184884,106115.398629618,1,1,0,1,2,1
0.283,89303.9141816864,303958.107695159,84511.2429730755,106115.420100104,1,1,0,1,2,1
0.284,89320.2861114694,303957.482293266,84514.542598841,106115.44155694,1,1,0,1,2,1
0.285,89336.6467763428,303956.857346154,84517.8512808334,106115.462991771,1,1,0,1,2,1
0.286,89352.9961763065,303956.232853822,84521.1690190528,106115.484404597,1,1,0,1,2,1
0.287,89369.3343113605,303955.60881627,84524.4958134991,106115.505795418,1,1,0,1,2,1
0.288,89385.6611815049,303954.985233499,84527.8316641724,106115.527164234,1,1,0,1,2,1
0.289,89401.9767867397,303954.362105509,84531.1765710726,106115.548511045,1,1,0,1,2,1
0.29,89418.2811270648,303953.7394323,84534.5305341998,106115.569835851,1,1,0,1,2,1
0.291,89434.5742024803,303953.117213871,84537.8935535539,106115.591138652,1,1,0,1,2,1
0.292,89450.8560129861,303952.495450222,84541.265629135,106115.612419448,1,1,0,1,2,1
0.293,89467.1265585822,303951.874141354,84544.6467609431,106115.633678239,1,1,0,1,2,1
0.294,89483.3858392688,303951.253287267,84548.036948978,106115.654915025,1,1,0,1,2,1
0.295,89499.6338550456,303950.632887961,84551.43619324,106115.676129806,1,1,0,1,2,1
0.296,89515.8706059129,303950.012943434,84554.8444937288,106115.697322582,1,1,0,1,2,1
0.297,89532.0960918704,303949.393453689,84558.2618504447,106115.718493353,1,1,0,1,2,1
0.298,89548.3103129184,303948.774418724,84561.6882633875,106115.739642119,1,1,0,1,2,1
0.299,89564.5132690566,303948.15583854,84565.1237325572,106115.760768881,1,1,0,1,2,1
