"time","directMass.mass.s","directMass.mass.v","mass2a.s","mass2a.v","mass2b.s","mass2b.v","mass3a.s","mass3a.v","mass3b.s","mass3b.v"
0.0245,9.29017596160028e-05,0.0113387359453935,0.000163657184418247,0.0170030838691971,5.75240472149643e-05,0.0085065619834964,0.00021577861601153,0.022156067182134,3.14633314182362e-05,0.00593007032702253
0.025,9.86866688124634e-05,0.0118024134293167,0.000172286030432343,0.0175141822878414,6.18869880026096e-05,0.00894652900005914,0.000226990967805401,0.0226907408350586,3.45345193159911e-05,0.00635824972644502
0.0255,0.000104705680785986,0.0122751449195029,0.00018117161120947,0.0180298906997612,6.6472715574333e-05,0.00939777202937851,0.000238468132716947,0.0232154702362006,3.78244548205025e-05,0.00680498226115322
0.026,0.000110963318332672,0.0127569117538706,0.000190316329110317,0.0185502997803284,7.128681294394e-05,0.00986021774064642,0.000250205041369406,0.0237300454378324,4.13424568143003e-05,0.00727034491188871
0.0265,0.000117464093502517,0.0132476949134534,0.000199722433069164,0.0190755210776375,7.63349237192872e-05,0.0103337818313661,0.000262196664920682,0.024234253437593,4.509780779343e-05,0.00775441565138262
0.027,0.000124212509865587,0.01374747502324,0.00020939236641888,0.019605660273671,8.16225815890367e-05,0.0108183823980291,0.00027443779826187,0.0247279954530228,4.90998656674407e-05,0.00825721480834746
0.0275,0.000131213061590544,0.0142562323527775,0.000219328664469025,0.0201408243248446,8.7155260151402e-05,0.0113139363667487,0.000286923164504784,0.0252112524433776,5.33580101334184e-05,0.00877872230747636
0.028,0.000138470232727695,0.0147739468167919,0.000229533880971159,0.0206811264288993,9.29384086060635e-05,0.0118203570107429,0.000299647498856039,0.0256840603676841,5.78815996635166e-05,0.00931889004134467
0.0285,0.000145988496251072,0.0153005979781808,0.000240010580784668,0.0212266862952508,9.89774539843766e-05,0.0123375538196505,0.000312605644872632,0.0261464900019056,6.26799219402847e-05,0.0098776519663172
0.029,0.000153772315183273,0.0158361650458683,0.000250761404941223,0.0217776243374638,0.000105277770304404,0.0128654354000753,0.000325792467135062,0.0265986904392735,6.7762239207371e-05,0.0104549023491646
0.0295,0.000161826142543719,0.0163806268752069,0.000261789079888077,0.0223340603796433,0.000111844673871647,0.0134039101229934,0.000339202869401638,0.0270408942284911,7.31377791147505e-05,0.0110504931985637
0.03,0.000170154420328024,0.016933961970476,0.000273096380764425,0.0228961160798939,0.000118683440109933,0.0139528849157718,0.000352831899623191,0.0274733909219479,7.88156806804314e-05,0.0116642474947389
0.0305,0.000178761579777295,0.0174961484885796,0.000284686132687561,0.0234639143623885,0.000125799303322274,0.0145122655516798,0.00036667480389923,0.0278965126651992,8.48049677163175e-05,0.0122959664002685
0.031,0.000187652041059836,0.0180671642367521,0.000296561226364496,0.0240375775413632,0.00013319744840762,0.0150819575844512,0.000380727015570742,0.0283106552574055,9.11145538043727e-05,0.0129454187264242
0.0315,0.000196830212940668,0.0186469866699785,0.000308724634946336,0.0246172253381606,0.00014088300193795,0.0156618673358921,0.000394984140333792,0.028716301171628,9.77532492440947e-05,0.0136123294191525
0.032,0.000206300492803318,0.0192355928967071,0.000321179394968825,0.0252029759890332,0.000148861041720683,0.0162519013505487,0.000409442056345645,0.029113985938203,0.000104729711032142,0.0142963963759579
0.0325,0.000216067266857395,0.0198329596806783,0.000333928570703983,0.0257949491624017,0.000157136614934223,0.0168519649398213,0.000424096907815759,0.0295042788857889,0.000112052446378201,0.0149973000781219
0.033,0.000226134909823922,0.0204390634409922,0.000346975268754645,0.0263932640651731,0.000165714730358684,0.0174619631289064,0.000438945141341883,0.0298877914328178,0.000119729794064928,0.0157146994450782
0.0335,0.000236507783830651,0.0210538802477099,0.000360322729164222,0.026998030310739,0.000174600311163991,0.0180818052162,0.000453983570429581,0.0302652367052238,0.000127769890531172,0.0164482020189518
0.034,0.000247190239224577,0.0216773858282934,0.000373974230838875,0.0276093563529715,0.000183798243417557,0.018711400565959,0.000469209371616021,0.0306373645952573,0.000136180673028841,0.0171973964448103
0.0345,0.000258186614265391,0.0223095555681724,0.000387933075931101,0.0282273511289591,0.000193313383432668,0.0193506577877838,0.000484620052304335,0.0310049529817158,0.000144969895245905,0.0179618568613996
0.035,0.000269501235034755,0.0229503645123194,0.000402202567097592,0.0288521260581417,0.000203150569003469,0.0199994837394129,0.000500213442838646,0.0313687926745466,0.000154145131132794,0.0187411504312047
0.0355,0.000281138414696933,0.0235997873612842,0.000416786169061674,0.0294837768051273,0.000213314537514697,0.0206577926393674,0.000515987993341198,0.0317297828028123,0.000163713625374784,0.0195347896405191
0.036,0.000293102453849406,0.0242577984765384,0.000431687360471245,0.0301223990475164,0.000223810000538625,0.0213254981910541,0.000531942558428768,0.0320888406141782,0.00017368240155971,0.0203422774077174
0.0365,0.00030539764017188,0.0249243718810043,0.000446909654494422,0.030768086550476,0.000234641633010749,0.0220025145462731,0.000548076400683592,0.032446908260367,0.000184058259916007,0.0211631036913219
0.037,0.000318028248186881,0.0255994812615459,0.000462456561483015,0.0314209363164276,0.000245814091538956,0.0226887537341097,0.000564389046705523,0.0328049213302443,0.000194847848927542,0.0219967612271956
0.0375,0.000330998539329686,0.0262830999645763,0.000478331711429004,0.0320810294435923,0.000257331953280172,0.0233841352250729,0.000580880894971977,0.0331639065432971,0.000206057361508523,0.0228426966752149
0.038,0.0003443127615787,0.0269752010014465,0.000494538749355992,0.0327484465021235,0.000269199767690202,0.0240885782511127,0.000597552755382951,0.0335248959068712,0.000217692764676557,0.0237003535487334
0.0385,0.000357975149319958,0.0276757570488811,0.000511081357929197,0.0334232642960303,0.000281422045015488,0.0248020034253112,0.000614405925900452,0.0338889395100462,0.000229759761029692,0.0245691658182978
0.039,0.000371989923094725,0.0283847404528993,0.000527963241251502,0.0341055610198315,0.000294003264016488,0.0255243301694379,0.00063144187516273,0.0342570725168471,0.000242263947060704,0.0254485744209247
0.0395,0.000386361289639076,0.0291021232221764,0.000545188160345215,0.0347954020961589,0.000306947854286162,0.0262554837851898,0.000648663139729617,0.0346303902327635,0.000255210364593787,0.0263379897168822
0.04,0.000401093441547263,0.0298278770350116,0.000562759902036586,0.0354928509060334,0.000320260211302757,0.0269953900995054,0.00066607265627087,0.0350099839183831,0.00026860383418544,0.0272368235933253
0.0405,0.000416190557159699,0.0305619732391574,0.000580682284362103,0.0361979662134935,0.000333944693558656,0.027743976751994,0.00068367391458929,0.0353969513313935,0.000282448878444885,0.0281444841930389
0.041,0.000431656800590102,0.0313043828571967,0.00059895915180796,0.0369108070982964,0.000348005624981333,0.0285011707366515,0.000701470469850457,0.0357923684321244,0.000296749965959904,0.0290603900697325
0.0415,0.000447496321115313,0.0320550765779291,0.00061759437955789,0.0376314215402636,0.000362447291894188,0.0292669040967665,0.000719467073433139,0.0361973414645836,0.00031151094495638,0.0299839441346015
0.042,0.000463713253334744,0.0328140247646524,0.000636591866862497,0.0383598547459102,0.000377273946571034,0.0300411097740281,0.000737668849132323,0.0366129619759944,0.000326735455435936,0.0309145561589811
0.0425,0.000480311716919754,0.0335811974544236,0.00065595553616517,0.0390961469354398,0.000392489807297213,0.0308237227139202,0.000756081512583149,0.0370403137263347,0.000342426819088036,0.0318516393184679
0.043,0.000497295816824392,0.0343565643641758,0.000675689318837847,0.0398403393680684,0.000408099065817835,0.0316146768622342,0.0007747107248782,0.0374804516973115,0.000358588362797468,0.0327946206976079
0.0435,0.000514669642357118,0.0351400948816974,0.000695797177730589,0.0405924619948648,0.000424105874670556,0.0324139113251184,0.000793563416428065,0.0379344334237263,0.000375222755321626,0.033742925610683
0.044,0.000532437267565467,0.0359317580740605,0.000716283087286105,0.0413525422894367,0.000440514357705324,0.0332213659663771,0.000812646839734969,0.0384032900131521,0.000392332481480697,0.0346959921045149
0.0445,0.000550602750933814,0.0367315226869206,0.000737151035855172,0.0421206029989297,0.000457328608473312,0.0340369825309208,0.000831968810338861,0.0388880287190868,0.000409919721231271,0.0356532696708378
0.045,0.000569170135448454,0.0375393571497369,0.000758405013510882,0.0428966672916287,0.00047455269641742,0.0348607020787957,0.000851537102780589,0.0393896277520479,0.000427986651782367,0.0366142218485818
0.0455,0.000588143448012972,0.0383552295694213,0.000780049028291364,0.0436807492660163,0.000492190657873957,0.0356924697211285,0.000871360562690413,0.0399090351928922,0.000446534890674232,0.0375783267576863
0.046,0.000607526699541544,0.0391791077360614,0.000802087092779026,0.0444728597343129,0.000510246502922987,0.0365322317369404,0.000891448428197965,0.0404471636256986,0.000465565835213315,0.0385450797912434
0.0465,0.00062732388476865,0.0400109591235932,0.000824523223088645,0.0452730056163797,0.000528724215608839,0.0373799358772047,0.000911810400420797,0.0410048865612487,0.000485080626942559,0.0395139954047661
0.047,0.000647538982218502,0.0408507508950669,0.000847361444729688,0.0460811935152806,0.000547627750963097,0.0382355295849648,0.000932456030395114,0.0415830553725629,0.000505080458130178,0.0404845986563197
0.0475,0.000668175953809185,0.0416984498968363,0.000870605778225197,0.046897423538989,0.00056696104160137,0.0390989630757647,0.000953395754693781,0.0421824622987812,0.00052556605336687,0.0414564436958647
0.048,0.000689238744791335,0.0425540226627421,0.000894260242079497,0.0477216920047441,0.000586727996147448,0.0399701879917458,0.000974640443624057,0.0428038509924525,0.000546537895374957,0.0424291084978878
0.0485,0.000710731283615814,0.043417435416174,0.000918328852063807,0.04855399225816,0.000606932499392014,0.0408491569951857,0.000996201265114274,0.0434479169762466,0.000567996292866568,0.0434021946361387
0.049,0.000732657481753877,0.0442886540707141,0.000942815618038079,0.0493943142308793,0.000627578413611975,0.0417358239906362,0.00101808975983432,0.0441153013478595,0.000589941342713641,0.0443753304321423
0.0495,0.000755021233537345,0.0451676442313769,0.000967724541810284,0.0502426445293993,0.000648669579401077,0.0426301440823704,0.00104031782736988,0.044806587327966,0.000612372936621062,0.0453481726830833
0.05,0.000777826416249692,0.04605437120079,0.000993059649665596,0.0510989668776276,0.000670209799541944,0.0435320733623758,0.00106289718564266,0.0455223617777447,0.000635291031553195,0.0463203759123136
0.0505,0.000801076889492756,0.0469487999711135,0.00101882492480602,0.0519632615382471,0.000692202871836332,0.0444415691875515,0.00108584035103232,0.0462630891538353,0.000658695158722961,0.0472916553797536
0.051,0.000824776495279986,0.0478508952302633,0.00104502434017819,0.0528355057583179,0.000714652572831091,0.0453585899662407,0.00110916009325941,0.0470291735854927,0.000682584696290264,0.0482617560526496
0.0515,0.000848929057902969,0.0487606213636699,0.00107166185997356,0.0537156738952513,0.000737562656867884,0.0462830950978839,0.0011328693662427,0.0478209622452951,0.000706958903733092,0.0492304509228582
0.052,0.000873538383736219,0.0496779424548227,0.00109874143259939,0.0546037374557623,0.000760936859304846,0.0472150449543576,0.00115698136854222,0.0486387327368279,0.000731816891333205,0.050197547313821
0.0525,0.000898608261079067,0.0506028222865445,0.00112626698877516,0.0554996651871153,0.000784778897231237,0.0481544008362639,0.00118150952593144,0.0494826900869137,0.00075715762865287,0.0511628883863609
0.053,0.000924142460844142,0.0515352243593972,0.00115424250365289,0.056403431023297,0.000809092439439985,0.0491011210274521,0.00120646544215695,0.0503531307174934,0.000782980970187725,0.0521262711803501
0.0535,0.000950144734729126,0.0524751118591597,0.00118267186860905,0.0573149986803095,0.000833881167789383,0.0500551684485896,0.00123186288980601,0.0512501100256878,0.000809285657190674,0.0530876127758966
0.054,0.000976618816003191,0.0534224476772159,0.0012115589607727,0.0582343305111879,0.000859148743618659,0.0510165062602347,0.00125771552597782,0.0521736256758552,0.000836070461015865,0.0540468586778972
0.0545,0.0010035684194017,0.0543771944128981,0.00124090764511642,0.0591613880873299,0.000884898806544567,0.051985097575687,0.00128403674808708,0.0531236250100028,0.000863334255059,0.0550039791143467
0.055,0.00103099724084828,0.0553393143723362,0.00127072176349023,0.06009613117789,0.000911134979527526,0.052960905969564,0.00131083996403562,0.054099978404341,0.000891075879254595,0.0559589823563346
0.0555,0.00105890895730062,0.0563087695698119,0.00130100513301647,0.0610385178776517,0.000937860869442924,0.0539438954158968,0.00133813856531042,0.0551024770401246,0.000919294153295706,0.0569119158346564
0.056,0.00108730722768497,0.0572855217473054,0.00133176164190254,0.0619885049046852,0.000965080020576417,0.0549340301686203,0.00136594458910908,0.0561311273460328,0.000947988546972907,0.0578627189479426
0.0565,0.00111619569055088,0.0582695323392339,0.0013629950517624,0.0629460473864914,0.00099279600994535,0.0559312748156099,0.00139427133003935,0.0571855516566189,0.000977157870806631,0.0588115226805423
0.057,0.00114557796519402,0.0592607624951461,0.00139470911028565,0.063911099187038,0.00102101239264844,0.0569355941492048,0.00142313177540543,0.0582653339881368,0.0010068010600883,0.0597584767486515
0.0575,0.00117545765153783,0.0602591730816744,0.00142690755283696,0.0648836130402163,0.0010497327008885,0.0579469531024081,0.00145253853518145,0.0593700275683924,0.00103691720971602,0.0607037458383162
0.058,0.00120583832982896,0.0612647246813761,0.00145959408739147,0.0658635406542558,0.00107896045104795,0.0589653166949409,0.00148250399623761,0.0604991116185266,0.00106750549662463,0.0616475312128017
0.0585,0.00123672356048724,0.0622773775941569,0.00149277239330103,0.0668508328402436,0.00110869914408059,0.0599906499711183,0.00151304029044065,0.061651990254795,0.00109856519551052,0.0625900712638387
0.059,0.00126811688503688,0.0632970918552379,0.00152644621020168,0.0678454357252253,0.00113895222245472,0.0610229199202489,0.00154415898645819,0.0628283240393033,0.00113009583432622,0.063531475763206
0.0595,0.00130002182375769,0.0643238272029359,0.00156061915346712,0.068847298843191,0.00116972315890322,0.0620620913828131,0.00157587161974012,0.0640273524007768,0.00116209692576647,0.0644720646040163
0.06,0.00133244187684288,0.0653575431000983,0.00159529482200982,0.0698563705275005,0.00120101540425966,0.0631081293864019,0.00160818932641098,0.0652482949088451,0.00119456815205882,0.0654121671957257
0.0605,0.00136538052425885,0.066398198735676,0.0016304767978622,0.0708725980040094,0.00123283238745743,0.064160999101514,0.0016411228088729,0.0664903531828294,0.00122750938195182,0.0663521215121001
0.061,0.00139884122545107,0.0674457530239424,0.00166616863293035,0.0718959280413685,0.00126517752171168,0.0652206655152341,0.00167468234072608,0.0677526654637467,0.00126092066781356,0.0672922968040412
0.0615,0.0014328274197375,0.0685001646139354,0.00170237388655002,0.0729263044412114,0.0012980541863315,0.0662870947003022,0.00170887805517121,0.0690344688380753,0.00129480210202065,0.0682330125018663
0.062,0.00146734252591522,0.0695613918872921,0.00173909610694527,0.0739636693551491,0.00133146573540045,0.0673602531533683,0.0017437197649999,0.0703350250281461,0.00132915390637287,0.069174575316866
0.0625,0.00150238994086952,0.0706293929413726,0.00177633874157799,0.0750079694526446,0.00136541554051554,0.0684401046857413,0.00177921618882385,0.0716532464785324,0.00136397681689234,0.0701174661727936
0.063,0.00153797304090673,0.071704125612557,0.00181410524167324,0.0760591488427241,0.00139990694052374,0.0695266139974781,0.00181537579867148,0.0729881408359747,0.00139927166202435,0.0710621180008489
0.0635,0.00157409518115033,0.0727855474709761,0.00185239902867204,0.0771171514146357,0.00143494325738974,0.070619745499151,0.00185220651467918,0.0743386734943442,0.0014350395143859,0.0720089844592929
0.064,0.00161075969543677,0.0738736158225877,0.00189122349540749,0.0781819207698666,0.00147052779545168,0.0717194633489529,0.00188971573586971,0.0757037775287596,0.00147128167522029,0.0729585349695026
0.0645,0.00164796989711172,0.0749682877238893,0.00193058204949627,0.0792533963070331,0.00150666382091972,0.0728257334323221,0.00192791184213539,0.0770825667742345,0.00150799892459988,0.0739111481987176
0.065,0.00168572907666767,0.0760695199522973,0.00197047800863139,0.0803315228031758,0.00154335461068609,0.0739385185268628,0.00196680053497477,0.0784738362373396,0.00154519334751413,0.074867361809777
0.0655,0.00172404050337154,0.0771772690325296,0.00201091468295517,0.0814162429462153,0.00158060341358001,0.0750577820756915,0.00200638769798478,0.0798764627583182,0.00158286690606492,0.0758276721696362
0.066,0.00176290742465327,0.0782914912315614,0.00205189535245074,0.0825074994344966,0.00161841346075481,0.0761834871300986,0.00204667859874148,0.0812893004906681,0.00162102183760916,0.076792586602009
0.0665,0.00180233306596848,0.0794121425602354,0.00209342326656251,0.0836052350505795,0.00165678796567174,0.0773155963150681,0.00208767786536222,0.0827111833490523,0.0016596606662716,0.0777626221658279
0.067,0.0018423206312422,0.0805391787825245,0.00213550166498656,0.084709391018649,0.00169573011437031,0.078454072664467,0.00212939045581134,0.0841410087367932,0.00169878571895764,0.0787382638053911
0.0675,0.00188287330188408,0.0816725554059797,0.00217813374641192,0.0858199095818738,0.00173524307962044,0.0795988783180373,0.00217182018641445,0.0855776214367357,0.0017383998596189,0.0797200223906026
0.068,0.00192399423665417,0.0828122276833812,0.00222132266825614,0.0869367340668705,0.00177533002085347,0.0807499744916413,0.0022149697138148,0.0870198165008035,0.00177850649807385,0.0807084332746711
0.0685,0.00196568657204919,0.0839581506212452,0.00226507156536185,0.0880598074108699,0.00181599407539316,0.0819073222264376,0.00225884140609327,0.0884664149386629,0.00181910915502715,0.0817040184625374
0.069,0.00200795342195927,0.0851102789787206,0.00230938354211241,0.0891890728439709,0.00185723836188299,0.0830708820461002,0.00230343696739904,0.0899162373516973,0.00186021164923939,0.0827072997922332
0.0695,0.00205079787778097,0.0862685672723046,0.00235426168109951,0.0903244730519609,0.00189906597612199,0.0842406143824812,0.00234875782803747,0.0913681352928,0.00190181790265272,0.0837187832620579
0.07,0.0020942230087534,0.0874329697833216,0.00239970905984663,0.0914659485253861,0.00194147998320708,0.0854164804122941,0.00239480590262033,0.092821048285484,0.00194393156181994,0.0847389305322415
