"time","pipe.mediums[1].h","pipe.mediums[1].p","pipe.mediums[2].h","pipe.mediums[2].p","pipe.mediums[3].h","pipe.mediums[3].p","pipe.mediums[4].h","pipe.mediums[4].p","pipe.mediums[5].h","pipe.mediums[5].p","m_flow_initial"
0.0088,2000142.83925356,9903731.36634691,2000142.83937763,9806208.80078137,2000142.83936322,9707409.92633626,2000142.83939664,9607290.86558019,2000142.83934713,9505805.20509738,0
0.0096,2000142.83925358,9903731.36634705,2000142.8393776,9806208.80078157,2000142.83936322,9707409.92633605,2000142.83939663,9607290.86557991,2000142.83934714,9505805.20509736,0
0.0104,2000142.8392536,9903731.3663472,2000142.83937758,9806208.80078177,2000142.83936322,9707409.92633585,2000142.83939662,9607290.86557963,2000142.83934715,9505805.20509735,0
0.0112,2000142.83925363,9903731.36634734,2000142.83937755,9806208.80078197,2000142.83936322,9707409.92633564,2000142.83939661,9607290.86557935,2000142.83934716,9505805.20509733,0
0.012,2000142.83925365,9903731.36634749,2000142.83937752,9806208.80078218,2000142.83936322,9707409.92633543,2000142.8393966,9607290.86557907,2000142.83934717,9505805.20509732,0
0.0128,2000142.83925367,9903731.36634763,2000142.83937749,9806208.80078238,2000142.83936322,9707409.92633522,2000142.83939659,9607290.86557879,2000142.83934718,9505805.2050973,0
0.0136,2000142.83925369,9903731.36634777,2000142.83937747,9806208.80078255,2000142.83936322,9707409.92633504,2000142.83939658,9607290.86557854,2000142.8393472,9505805.20509729,0
0.0144,2000142.83925372,9903731.3663479,2000142.83937744,9806208.8007827,2000142.83936323,9707409.92633487,2000142.83939657,9607290.8655783,2000142.83934721,9505805.20509728,0
0.0152,2000142.83925374,9903731.36634802,2000142.83937741,9806208.80078285,2000142.83936323,9707409.9263347,2000142.83939656,9607290.86557807,2000142.83934722,9505805.20509726,0
0.016,2000142.83925376,9903731.36634815,2000142.83937739,9806208.800783,2000142.83936323,9707409.92633453,2000142.83939655,9607290.86557784,2000142.83934723,9505805.20509725,0
0.0168,2000142.83925378,9903731.36634828,2000142.83937736,9806208.80078315,2000142.83936323,9707409.92633437,2000142.83939654,9607290.8655776,2000142.83934724,9505805.20509724,0
0.0176,2000142.83925381,9903731.36634841,2000142.83937733,9806208.8007833,2000142.83936323,9707409.9263342,2000142.83939653,9607290.86557737,2000142.83934725,9505805.20509722,0
0.0184,2000142.83925383,9903731.36634853,2000142.83937731,9806208.80078345,2000142.83936323,9707409.92633403,2000142.83939652,9607290.86557713,2000142.83934727,9505805.20509721,0
0.0192,2000142.83925385,9903731.36634866,2000142.83937728,9806208.8007836,2000142.83936324,9707409.92633386,2000142.83939651,9607290.8655769,2000142.83934728,9505805.20509719,0
0.02,2000142.83925387,9903731.36634879,2000142.83937725,9806208.80078375,2000142.83936324,9707409.92633369,2000142.8393965,9607290.86557666,2000142.83934729,9505805.20509718,0
0.0208,2000142.8392539,9903731.36634892,2000142.83937722,9806208.8007839,2000142.83936324,9707409.92633353,2000142.83939649,9607290.86557643,2000142.8393473,9505805.20509717,0
0.0216,2000142.83925392,9903731.36634905,2000142.8393772,9806208.80078405,2000142.83936324,9707409.92633336,2000142.83939648,9607290.86557619,2000142.83934731,9505805.20509715,0
0.0224,2000142.83925394,9903731.36634917,2000142.83937717,9806208.8007842,2000142.83936324,9707409.92633319,2000142.83939647,9607290.86557596,2000142.83934732,9505805.20509714,0
0.0232,2000142.83925396,9903731.3663493,2000142.83937714,9806208.80078435,2000142.83936325,9707409.92633302,2000142.83939646,9607290.86557572,2000142.83934734,9505805.20509713,0
0.024,2000142.83925398,9903731.36634943,2000142.83937712,9806208.8007845,2000142.83936325,9707409.92633285,2000142.83939645,9607290.86557549,2000142.83934735,9505805.20509711,0
0.0248,2000142.83925401,9903731.36634956,2000142.83937709,9806208.80078465,2000142.83936325,9707409.92633269,2000142.83939644,9607290.86557525,2000142.83934736,9505805.2050971,0
0.0256,2000142.83925403,9903731.36634968,2000142.83937706,9806208.80078479,2000142.83936325,9707409.92633252,2000142.83939643,9607290.86557502,2000142.83934737,9505805.20509708,0
0.0264,2000142.83925405,9903731.3663498,2000142.83937703,9806208.80078493,2000142.83936325,9707409.92633236,2000142.83939642,9607290.8655748,2000142.83934738,9505805.20509707,0
0.0272,2000142.83925407,9903731.3663499,2000142.83937701,9806208.80078502,2000142.83936325,9707409.92633224,2000142.83939641,9607290.86557463,2000142.83934739,9505805.20509706,0
0.028,2000142.8392541,9903731.36634999,2000142.83937698,9806208.80078511,2000142.83936326,9707409.92633212,2000142.8393964,9607290.86557446,2000142.83934741,9505805.20509705,0
0.0288,2000142.83925412,9903731.36635008,2000142.83937695,9806208.8007852,2000142.83936326,9707409.92633201,2000142.83939639,9607290.86557429,2000142.83934742,9505805.20509704,0
0.0296,2000142.83925414,9903731.36635018,2000142.83937693,9806208.80078528,2000142.83936326,9707409.92633189,2000142.83939638,9607290.86557413,2000142.83934743,9505805.20509703,0
0.0304,2000142.83925416,9903731.36635027,2000142.8393769,9806208.80078537,2000142.83936326,9707409.92633177,2000142.83939637,9607290.86557396,2000142.83934744,9505805.20509702,0
0.0312,2000142.83925418,9903731.36635037,2000142.83937687,9806208.80078546,2000142.83936326,9707409.92633165,2000142.83939636,9607290.86557379,2000142.83934745,9505805.20509701,0
0.032,2000142.83925421,9903731.36635046,2000142.83937684,9806208.80078555,2000142.83936327,9707409.92633153,2000142.83939635,9607290.86557362,2000142.83934746,9505805.205097,0
0.0328,2000142.83925423,9903731.36635056,2000142.83937682,9806208.80078564,2000142.83936327,9707409.92633142,2000142.83939634,9607290.86557345,2000142.83934748,9505805.20509699,0
0.0336,2000142.83925425,9903731.36635065,2000142.83937679,9806208.80078572,2000142.83936327,9707409.9263313,2000142.83939633,9607290.86557328,2000142.83934749,9505805.20509698,0
0.0344,2000142.83925427,9903731.36635074,2000142.83937676,9806208.80078581,2000142.83936327,9707409.92633118,2000142.83939632,9607290.86557311,2000142.8393475,9505805.20509697,0
0.0352,2000142.83925429,9903731.36635084,2000142.83937673,9806208.8007859,2000142.83936327,9707409.92633106,2000142.83939631,9607290.86557294,2000142.83934751,9505805.20509696,0
0.036,2000142.83925432,9903731.36635093,2000142.83937671,9806208.80078599,2000142.83936327,9707409.92633094,2000142.8393963,9607290.86557278,2000142.83934752,9505805.20509695,0
0.0368,2000142.83925434,9903731.36635103,2000142.83937668,9806208.80078608,2000142.83936328,9707409.92633082,2000142.83939629,9607290.86557261,2000142.83934753,9505805.20509694,0
0.0376,2000142.83925436,9903731.36635112,2000142.83937665,9806208.80078617,2000142.83936328,9707409.9263307,2000142.83939628,9607290.86557244,2000142.83934755,9505805.20509693,0
0.0384,2000142.83925438,9903731.36635121,2000142.83937663,9806208.80078625,2000142.83936328,9707409.92633059,2000142.83939628,9607290.86557227,2000142.83934756,9505805.20509692,0
0.0392,2000142.8392544,9903731.36635131,2000142.8393766,9806208.80078634,2000142.83936328,9707409.92633047,2000142.83939627,9607290.8655721,2000142.83934757,9505805.20509691,0
0.04,2000142.83925443,9903731.3663514,2000142.83937657,9806208.80078643,2000142.83936328,9707409.92633035,2000142.83939626,9607290.86557193,2000142.83934758,9505805.2050969,0
0.0408,2000142.83925445,9903731.3663515,2000142.83937654,9806208.80078652,2000142.83936329,9707409.92633023,2000142.83939625,9607290.86557176,2000142.83934759,9505805.20509689,0
0.0416,2000142.83925447,9903731.36635159,2000142.83937652,9806208.80078661,2000142.83936329,9707409.92633011,2000142.83939624,9607290.8655716,2000142.8393476,9505805.20509688,0
0.0424,2000142.83925449,9903731.36635168,2000142.83937649,9806208.80078669,2000142.83936329,9707409.92633,2000142.83939623,9607290.86557143,2000142.83934761,9505805.20509687,0
0.0432,2000142.83925451,9903731.36635178,2000142.83937646,9806208.80078678,2000142.83936329,9707409.92632988,2000142.83939622,9607290.86557126,2000142.83934763,9505805.20509686,0
0.044,2000142.83925454,9903731.36635187,2000142.83937643,9806208.80078687,2000142.83936329,9707409.92632976,2000142.83939621,9607290.86557109,2000142.83934764,9505805.20509685,0
0.0448,2000142.83925456,9903731.36635197,2000142.83937641,9806208.80078696,2000142.8393633,9707409.92632964,2000142.8393962,9607290.86557092,2000142.83934765,9505805.20509684,0
0.0456,2000142.83925458,9903731.36635206,2000142.83937638,9806208.80078705,2000142.8393633,9707409.92632952,2000142.83939619,9607290.86557075,2000142.83934766,9505805.20509683,0
0.0464,2000142.8392546,9903731.36635215,2000142.83937635,9806208.80078714,2000142.8393633,9707409.9263294,2000142.83939618,9607290.86557058,2000142.83934767,9505805.20509682,0
0.0472,2000142.83925462,9903731.36635225,2000142.83937633,9806208.80078722,2000142.8393633,9707409.92632928,2000142.83939617,9607290.86557041,2000142.83934768,9505805.20509681,0
0.048,2000142.83925464,9903731.36635234,2000142.8393763,9806208.80078731,2000142.8393633,9707409.92632917,2000142.83939616,9607290.86557025,2000142.8393477,9505805.2050968,0
0.0488,2000142.83925467,9903731.36635244,2000142.83937627,9806208.8007874,2000142.8393633,9707409.92632905,2000142.83939615,9607290.86557008,2000142.83934771,9505805.20509679,0
0.0496,2000142.83925469,9903731.36635253,2000142.83937624,9806208.80078749,2000142.83936331,9707409.92632893,2000142.83939614,9607290.86556991,2000142.83934772,9505805.20509678,0
0.0504,2000142.83925471,9903731.36635263,2000142.83937622,9806208.80078758,2000142.83936331,9707409.92632881,2000142.83939614,9607290.86556974,2000142.83934773,9505805.20509677,0
0.0512,2000142.83925473,9903731.36635272,2000142.83937619,9806208.80078766,2000142.83936331,9707409.92632869,2000142.83939613,9607290.86556957,2000142.83934774,9505805.20509676,0
0.052,2000142.83925475,9903731.36635281,2000142.83937616,9806208.80078775,2000142.83936331,9707409.92632858,2000142.83939612,9607290.8655694,2000142.83934775,9505805.20509675,0
0.0528,2000142.83925478,9903731.36635289,2000142.83937613,9806208.80078782,2000142.83936331,9707409.92632848,2000142.83939611,9607290.86556927,2000142.83934776,9505805.20509674,0
0.0536,2000142.8392548,9903731.36635294,2000142.83937611,9806208.80078785,2000142.83936332,9707409.92632841,2000142.8393961,9607290.86556917,2000142.83934778,9505805.20509673,0
0.0544,2000142.83925482,9903731.36635299,2000142.83937608,9806208.80078789,2000142.83936332,9707409.92632833,2000142.83939609,9607290.86556907,2000142.83934779,9505805.20509673,0
0.0552,2000142.83925484,9903731.36635305,2000142.83937605,9806208.80078793,2000142.83936332,9707409.92632826,2000142.83939608,9607290.86556897,2000142.8393478,9505805.20509672,0
0.056,2000142.83925486,9903731.3663531,2000142.83937603,9806208.80078797,2000142.83936332,9707409.92632819,2000142.83939607,9607290.86556887,2000142.83934781,9505805.20509672,0
0.0568,2000142.83925488,9903731.36635315,2000142.839376,9806208.80078801,2000142.83936332,9707409.92632812,2000142.83939606,9607290.86556877,2000142.83934782,9505805.20509671,0
0.0576,2000142.8392549,9903731.3663532,2000142.83937597,9806208.80078804,2000142.83936333,9707409.92632805,2000142.83939606,9607290.86556867,2000142.83934783,9505805.2050967,0
0.0584,2000142.83925493,9903731.36635326,2000142.83937595,9806208.80078808,2000142.83936333,9707409.92632798,2000142.83939605,9607290.86556857,2000142.83934784,9505805.2050967,0
0.0592,2000142.83925495,9903731.36635331,2000142.83937592,9806208.80078812,2000142.83936333,9707409.9263279,2000142.83939604,9607290.86556847,2000142.83934785,9505805.20509669,0
0.06,2000142.83925497,9903731.36635336,2000142.83937589,9806208.80078815,2000142.83936333,9707409.92632783,2000142.83939603,9607290.86556837,2000142.83934787,9505805.20509669,0
0.0608,2000142.83925499,9903731.36635341,2000142.83937586,9806208.80078819,2000142.83936333,9707409.92632776,2000142.83939602,9607290.86556827,2000142.83934788,9505805.20509668,0
0.0616,2000142.83925501,9903731.36635347,2000142.83937584,9806208.80078823,2000142.83936334,9707409.92632769,2000142.83939601,9607290.86556818,2000142.83934789,9505805.20509668,0
0.0624,2000142.83925503,9903731.36635352,2000142.83937581,9806208.80078827,2000142.83936334,9707409.92632762,2000142.839396,9607290.86556808,2000142.8393479,9505805.20509667,0
0.0632,2000142.83925505,9903731.36635357,2000142.83937578,9806208.80078831,2000142.83936334,9707409.92632755,2000142.839396,9607290.86556798,2000142.83934791,9505805.20509666,0
0.064,2000142.83925507,9903731.36635362,2000142.83937576,9806208.80078834,2000142.83936334,9707409.92632747,2000142.83939599,9607290.86556788,2000142.83934792,9505805.20509666,0
0.0648,2000142.83925509,9903731.36635368,2000142.83937573,9806208.80078838,2000142.83936334,9707409.9263274,2000142.83939598,9607290.86556778,2000142.83934793,9505805.20509665,0
0.0656,2000142.83925512,9903731.36635373,2000142.8393757,9806208.80078842,2000142.83936335,9707409.92632733,2000142.83939597,9607290.86556768,2000142.83934795,9505805.20509665,0
0.0664,2000142.83925514,9903731.36635378,2000142.83937567,9806208.80078846,2000142.83936335,9707409.92632726,2000142.83939596,9607290.86556758,2000142.83934796,9505805.20509664,0
0.0672,2000142.83925516,9903731.36635383,2000142.83937565,9806208.8007885,2000142.83936335,9707409.92632718,2000142.83939595,9607290.86556748,2000142.83934797,9505805.20509663,0
0.068,2000142.83925518,9903731.36635389,2000142.83937562,9806208.80078853,2000142.83936335,9707409.92632711,2000142.83939594,9607290.86556738,2000142.83934798,9505805.20509663,0
0.0688,2000142.8392552,9903731.36635394,2000142.83937559,9806208.80078857,2000142.83936335,9707409.92632704,2000142.83939594,9607290.86556728,2000142.83934799,9505805.20509662,0
0.0696,2000142.83925522,9903731.36635399,2000142.83937557,9806208.80078861,2000142.83936336,9707409.92632697,2000142.83939593,9607290.86556718,2000142.839348,9505805.20509662,0
0.0704,2000142.83925524,9903731.36635404,2000142.83937554,9806208.80078865,2000142.83936336,9707409.9263269,2000142.83939592,9607290.86556709,2000142.83934801,9505805.20509661,0
0.0712,2000142.83925527,9903731.36635409,2000142.83937551,9806208.80078868,2000142.83936336,9707409.92632682,2000142.83939591,9607290.86556699,2000142.83934802,9505805.2050966,0
0.072,2000142.83925529,9903731.36635415,2000142.83937548,9806208.80078872,2000142.83936336,9707409.92632675,2000142.8393959,9607290.86556689,2000142.83934804,9505805.2050966,0
0.0728,2000142.83925531,9903731.3663542,2000142.83937546,9806208.80078876,2000142.83936336,9707409.92632668,2000142.83939589,9607290.86556679,2000142.83934805,9505805.20509659,0
0.0736,2000142.83925533,9903731.36635425,2000142.83937543,9806208.8007888,2000142.83936337,9707409.92632661,2000142.83939588,9607290.86556669,2000142.83934806,9505805.20509658,0
0.0744,2000142.83925535,9903731.36635431,2000142.8393754,9806208.80078883,2000142.83936337,9707409.92632654,2000142.83939588,9607290.86556659,2000142.83934807,9505805.20509658,0
0.0752,2000142.83925537,9903731.36635436,2000142.83937538,9806208.80078887,2000142.83936337,9707409.92632646,2000142.83939587,9607290.86556649,2000142.83934808,9505805.20509657,0
0.076,2000142.83925539,9903731.36635441,2000142.83937535,9806208.80078891,2000142.83936337,9707409.92632639,2000142.83939586,9607290.86556639,2000142.83934809,9505805.20509657,0
0.0768,2000142.83925541,9903731.36635446,2000142.83937532,9806208.80078895,2000142.83936337,9707409.92632632,2000142.83939585,9607290.86556629,2000142.8393481,9505805.20509656,0
0.0776,2000142.83925544,9903731.36635452,2000142.8393753,9806208.80078899,2000142.83936338,9707409.92632625,2000142.83939584,9607290.86556619,2000142.83934811,9505805.20509655,0
0.0784,2000142.83925546,9903731.36635457,2000142.83937527,9806208.80078902,2000142.83936338,9707409.92632618,2000142.83939583,9607290.86556609,2000142.83934813,9505805.20509655,0
0.0792,2000142.83925548,9903731.36635462,2000142.83937524,9806208.80078906,2000142.83936338,9707409.92632611,2000142.83939582,9607290.86556599,2000142.83934814,9505805.20509654,0
0.08,2000142.8392555,9903731.36635467,2000142.83937521,9806208.8007891,2000142.83936338,9707409.92632603,2000142.83939582,9607290.8655659,2000142.83934815,9505805.20509654,0
0.0808,2000142.83925552,9903731.36635472,2000142.83937519,9806208.80078914,2000142.83936338,9707409.92632596,2000142.83939581,9607290.8655658,2000142.83934816,9505805.20509653,0
0.0816,2000142.83925554,9903731.36635478,2000142.83937516,9806208.80078917,2000142.83936338,9707409.92632589,2000142.8393958,9607290.8655657,2000142.83934817,9505805.20509652,0
0.0824,2000142.83925556,9903731.36635483,2000142.83937513,9806208.80078921,2000142.83936339,9707409.92632582,2000142.83939579,9607290.8655656,2000142.83934818,9505805.20509652,0
0.0832,2000142.83925558,9903731.36635488,2000142.83937511,9806208.80078925,2000142.83936339,9707409.92632575,2000142.83939578,9607290.8655655,2000142.83934819,9505805.20509651,0
0.084,2000142.83925561,9903731.36635493,2000142.83937508,9806208.80078929,2000142.83936339,9707409.92632568,2000142.83939577,9607290.8655654,2000142.83934821,9505805.20509651,0
0.0848,2000142.83925563,9903731.36635499,2000142.83937505,9806208.80078932,2000142.83936339,9707409.9263256,2000142.83939576,9607290.8655653,2000142.83934822,9505805.2050965,0
0.0856,2000142.83925565,9903731.36635504,2000142.83937502,9806208.80078936,2000142.83936339,9707409.92632553,2000142.83939576,9607290.8655652,2000142.83934823,9505805.20509649,0
0.0864,2000142.83925567,9903731.36635509,2000142.839375,9806208.8007894,2000142.8393634,9707409.92632546,2000142.83939575,9607290.8655651,2000142.83934824,9505805.20509649,0
0.0872,2000142.83925569,9903731.36635515,2000142.83937497,9806208.80078944,2000142.8393634,9707409.92632539,2000142.83939574,9607290.865565,2000142.83934825,9505805.20509648,0
0.088,2000142.83925571,9903731.3663552,2000142.83937494,9806208.80078947,2000142.8393634,9707409.92632532,2000142.83939573,9607290.86556491,2000142.83934826,9505805.20509648,0
0.0888,2000142.83925573,9903731.36635525,2000142.83937492,9806208.80078951,2000142.8393634,9707409.92632524,2000142.83939572,9607290.8655648,2000142.83934827,9505805.20509647,0
0.0896,2000142.83925575,9903731.3663553,2000142.83937489,9806208.80078955,2000142.8393634,9707409.92632517,2000142.83939571,9607290.86556471,2000142.83934828,9505805.20509646,0
0.0904,2000142.83925578,9903731.36635536,2000142.83937486,9806208.80078959,2000142.83936341,9707409.9263251,2000142.8393957,9607290.86556461,2000142.8393483,9505805.20509646,0
0.0912,2000142.8392558,9903731.36635541,2000142.83937484,9806208.80078962,2000142.83936341,9707409.92632503,2000142.8393957,9607290.86556451,2000142.83934831,9505805.20509645,0
0.092,2000142.83925582,9903731.36635546,2000142.83937481,9806208.80078966,2000142.83936341,9707409.92632496,2000142.83939569,9607290.86556441,2000142.83934832,9505805.20509645,0
0.0928,2000142.83925584,9903731.36635551,2000142.83937478,9806208.8007897,2000142.83936341,9707409.92632488,2000142.83939568,9607290.86556431,2000142.83934833,9505805.20509644,0
0.0936,2000142.83925586,9903731.36635556,2000142.83937475,9806208.80078974,2000142.83936341,9707409.92632481,2000142.83939567,9607290.86556421,2000142.83934834,9505805.20509643,0
0.0944,2000142.83925588,9903731.36635562,2000142.83937473,9806208.80078978,2000142.83936342,9707409.92632474,2000142.83939566,9607290.86556411,2000142.83934835,9505805.20509643,0
0.0952,2000142.8392559,9903731.36635567,2000142.8393747,9806208.80078981,2000142.83936342,9707409.92632467,2000142.83939565,9607290.86556401,2000142.83934836,9505805.20509642,0
0.096,2000142.83925592,9903731.36635572,2000142.83937467,9806208.80078985,2000142.83936342,9707409.9263246,2000142.83939564,9607290.86556391,2000142.83934838,9505805.20509642,0
0.0968,2000142.83925595,9903731.36635577,2000142.83937465,9806208.80078989,2000142.83936342,9707409.92632452,2000142.83939564,9607290.86556381,2000142.83934839,9505805.20509641,0
0.0976,2000142.83925597,9903731.36635583,2000142.83937462,9806208.80078993,2000142.83936342,9707409.92632445,2000142.83939563,9607290.86556371,2000142.8393484,9505805.2050964,0
0.0984,2000142.83925599,9903731.36635588,2000142.83937459,9806208.80078997,2000142.83936343,9707409.92632438,2000142.83939562,9607290.86556362,2000142.83934841,9505805.2050964,0
0.0992,2000142.83925601,9903731.36635593,2000142.83937456,9806208.80079,2000142.83936343,9707409.92632431,2000142.83939561,9607290.86556352,2000142.83934842,9505805.20509639,0
0.1,2000142.83925603,9903731.36635599,2000142.83937454,9806208.80079004,2000142.83936343,9707409.92632424,2000142.8393956,9607290.86556342,2000142.83934843,9505805.20509639,0
0.1,2000142.83925603,9903731.36635599,2000142.83937454,9806208.80079004,2000142.83936343,9707409.92632424,2000142.8393956,9607290.86556342,2000142.83934843,9505805.20509639,2.48505479068724
0.1008,2000142.83925605,9903731.36635604,2000142.83937451,9806208.80079008,2000142.83936343,9707409.92632417,2000142.83939559,9607290.86556332,2000142.83934844,9505805.20509638,2.48505479068724
0.1016,2000142.83925607,9903731.36635609,2000142.83937448,9806208.80079011,2000142.83936343,9707409.9263241,2000142.83939558,9607290.86556323,2000142.83934845,9505805.20509638,2.48505479068724
0.1024,2000142.8392561,9903731.36635614,2000142.83937446,9806208.80079015,2000142.83936343,9707409.92632403,2000142.83939558,9607290.86556313,2000142.83934847,9505805.20509637,2.48505479068724
0.1032,2000142.83925612,9903731.36635619,2000142.83937443,9806208.80079018,2000142.83936344,9707409.92632396,2000142.83939557,9607290.86556304,2000142.83934848,9505805.20509636,2.48505479068724
0.104,2000142.83925614,9903731.36635623,2000142.8393744,9806208.80079021,2000142.83936344,9707409.92632389,2000142.83939556,9607290.86556295,2000142.83934849,9505805.20509636,2.48505479068724
0.1048,2000142.83925616,9903731.36635628,2000142.83937438,9806208.80079025,2000142.83936344,9707409.92632383,2000142.83939555,9607290.86556285,2000142.8393485,9505805.20509635,2.48505479068724
0.1056,2000142.83925618,9903731.36635633,2000142.83937435,9806208.80079028,2000142.83936344,9707409.92632376,2000142.83939554,9607290.86556276,2000142.83934851,9505805.20509635,2.48505479068724
0.1064,2000142.8392562,9903731.36635638,2000142.83937432,9806208.80079031,2000142.83936344,9707409.9263237,2000142.83939553,9607290.86556268,2000142.83934852,9505805.20509634,2.48505479068724
0.1072,2000142.83925622,9903731.36635642,2000142.83937429,9806208.80079034,2000142.83936345,9707409.92632363,2000142.83939552,9607290.86556259,2000142.83934853,9505805.20509634,2.48505479068724
0.108,2000142.83925624,9903731.36635646,2000142.83937427,9806208.80079036,2000142.83936345,9707409.92632357,2000142.83939552,9607290.86556251,2000142.83934854,9505805.20509633,2.48505479068724
0.1088,2000142.83925626,9903731.36635651,2000142.83937424,9806208.80079039,2000142.83936345,9707409.92632351,2000142.83939551,9607290.86556243,2000142.83934856,9505805.20509633,2.48505479068724
0.1096,2000142.83925629,9903731.36635655,2000142.83937421,9806208.80079041,2000142.83936345,9707409.92632345,2000142.8393955,9607290.86556234,2000142.83934857,9505805.20509632,2.48505479068724
0.1104,2000142.83925631,9903731.36635659,2000142.83937419,9806208.80079044,2000142.83936345,9707409.92632339,2000142.83939549,9607290.86556226,2000142.83934858,9505805.20509632,2.48505479068724
0.1112,2000142.83925633,9903731.36635663,2000142.83937416,9806208.80079047,2000142.83936346,9707409.92632333,2000142.83939548,9607290.86556218,2000142.83934859,9505805.20509631,2.48505479068724
0.112,2000142.83925635,9903731.36635667,2000142.83937413,9806208.80079049,2000142.83936346,9707409.92632327,2000142.83939547,9607290.8655621,2000142.8393486,9505805.20509631,2.48505479068724
0.1128,2000142.83925637,9903731.36635672,2000142.83937411,9806208.80079052,2000142.83936346,9707409.92632321,2000142.83939547,9607290.86556201,2000142.83934861,9505805.2050963,2.48505479068724
0.1136,2000142.83925639,9903731.36635675,2000142.83937408,9806208.80079054,2000142.83936346,9707409.92632315,2000142.83939546,9607290.86556194,2000142.83934862,9505805.2050963,2.48505479068724
0.1144,2000142.83925641,9903731.36635679,2000142.83937405,9806208.80079056,2000142.83936346,9707409.9263231,2000142.83939545,9607290.86556187,2000142.83934863,9505805.2050963,2.48505479068724
0.1152,2000142.83925643,9903731.36635682,2000142.83937402,9806208.80079058,2000142.83936347,9707409.92632305,2000142.83939544,9607290.8655618,2000142.83934865,9505805.20509629,2.48505479068724
0.116,2000142.83925645,9903731.36635685,2000142.839374,9806208.8007906,2000142.83936347,9707409.92632299,2000142.83939543,9607290.86556173,2000142.83934866,9505805.20509629,2.48505479068724
0.1168,2000142.83925647,9903731.36635689,2000142.83937397,9806208.80079062,2000142.83936347,9707409.92632294,2000142.83939543,9607290.86556166,2000142.83934867,9505805.20509628,2.48505479068724
0.1176,2000142.8392565,9903731.36635692,2000142.83937394,9806208.80079064,2000142.83936347,9707409.92632289,2000142.83939542,9607290.86556159,2000142.83934868,9505805.20509628,2.48505479068724
0.1184,2000142.83925652,9903731.36635695,2000142.83937392,9806208.80079065,2000142.83936347,9707409.92632283,2000142.83939541,9607290.86556152,2000142.83934869,9505805.20509627,2.48505479068724
0.1192,2000142.83925654,9903731.36635699,2000142.83937389,9806208.80079067,2000142.83936348,9707409.92632278,2000142.8393954,9607290.86556145,2000142.8393487,9505805.20509627,2.48505479068724
0.12,2000142.83925656,9903731.36635702,2000142.83937386,9806208.80079069,2000142.83936348,9707409.92632273,2000142.83939539,9607290.86556139,2000142.83934871,9505805.20509627,2.48505479068724
0.1208,2000142.83925658,9903731.36635706,2000142.83937384,9806208.80079071,2000142.83936348,9707409.92632268,2000142.83939538,9607290.86556132,2000142.83934872,9505805.20509626,2.48505479068724
0.1216,2000142.8392566,9903731.36635709,2000142.83937381,9806208.80079073,2000142.83936348,9707409.92632262,2000142.83939538,9607290.86556125,2000142.83934873,9505805.20509626,2.48505479068724
0.1224,2000142.83925662,9903731.36635712,2000142.83937378,9806208.80079075,2000142.83936348,9707409.92632257,2000142.83939537,9607290.86556118,2000142.83934875,9505805.20509625,2.48505479068724
0.1232,2000142.83925664,9903731.36635716,2000142.83937376,9806208.80079076,2000142.83936348,9707409.92632252,2000142.83939536,9607290.86556111,2000142.83934876,9505805.20509625,2.48505479068724
