"time","prismatic.s","prismatic.v","revolute.phi","revolute.w"
0.054,0.491468501935843,-0.310963072879319,-0.00572234303669867,-0.212043872789397
0.056,0.490835748263702,-0.321814272068024,-0.00615430041358956,-0.219912815131837
0.058,0.490181333637498,-0.332606070284029,-0.00660199661004746,-0.227783219960159
0.06,0.489505426914021,-0.34333745657498,-0.00706543546139321,-0.235655022332226
0.062,0.488808114845812,-0.354007165595978,-0.00754461924011526,-0.243528281723921
0.064,0.488089513662168,-0.364614023333174,-0.00803955077978424,-0.251403012943037
0.066,0.48734974906096,-0.37515688769377,-0.00855023297040932,-0.259279214217062
0.068,0.486588991749917,-0.385634768325067,-0.00907666897028621,-0.267156804957228
0.07,0.48580734031514,-0.396046431733351,-0.0096188615078212,-0.27503583086613
0.072,0.485004920052317,-0.406390734469959,-0.0101768134706262,-0.282916290875515
0.074,0.484181866093634,-0.416666571061999,-0.0107505275759565,-0.290798163189588
0.076,0.483338343341993,-0.426872950972364,-0.0113400060254733,-0.298681363279508
0.078,0.482474475141414,-0.437008723217594,-0.0119452517405893,-0.306565894189586
0.08,0.481590402976321,-0.447072806848875,-0.0125662673285463,-0.314451720738552
0.082,0.480686270447682,-0.457064129088735,-0.0132030553599302,-0.32233880328514
0.084,0.479762223273012,-0.466981625331048,-0.0138556183686707,-0.330227097728089
0.086,0.478818409286367,-0.476824239141031,-0.0145239588520417,-0.338116555506136
0.088,0.477854978438351,-0.486590922255245,-0.0152080792706608,-0.346007123598025
0.09,0.476872087011697,-0.496280664716908,-0.0159079810723081,-0.353898726370201
0.092,0.475869894344699,-0.505892471453214,-0.0166236654506638,-0.361791279685694
0.094,0.474848554042854,-0.515425299451255,-0.0173551353803851,-0.36968472874681
0.096,0.47380822604866,-0.524878144039625,-0.0181023928221629,-0.377578996122572
0.098,0.472749072563058,-0.534250009732613,-0.0188654396671741,-0.385473999311
0.1,0.471671258045427,-0.543539910230204,-0.0196442777370813,-0.39336965073911
0.102,0.47057494921359,-0.552746868418081,-0.0204389087840326,-0.401265857762917
0.104,0.46946031504381,-0.561869916367622,-0.0212493344906621,-0.409162522667434
0.106,0.468327512435904,-0.57090813009051,-0.0220755513826954,-0.41705951346565
0.108,0.467176710493081,-0.579860570672816,-0.0229175594457673,-0.424956713358012
0.11,0.466008089895774,-0.588726285793131,-0.0237753619031967,-0.432854019456877
0.112,0.464821826012235,-0.597504350670549,-0.0246489592220046,-0.440751308381792
0.114,0.463618096263997,-0.606193850207259,-0.0255383517268878,-0.448648451263379
0.116,0.462397080125875,-0.614793878988552,-0.0264435396002185,-0.456545313743338
0.118,0.461158959125969,-0.623303541282818,-0.0273645228820448,-0.464441755974445
0.12,0.459903916845659,-0.631721951041545,-0.0283013014700903,-0.472337632620552
0.122,0.458632118934915,-0.640048297404901,-0.0292538657893525,-0.48023274952778
0.124,0.45734375642618,-0.648281702728022,-0.0302222170143764,-0.48812695763334
0.126,0.45603902143277,-0.656421302236493,-0.0312063557233874,-0.496020100277237
0.128,0.454718103207637,-0.664466256944889,-0.0322062800582159,-0.50391200465728
0.13,0.453381192875758,-0.672415738145001,-0.0332219879337435,-0.511802492089373
0.132,0.452028483434138,-0.680268927405844,-0.0342534770379027,-0.519691378007513
0.134,0.450660169751806,-0.68802501657365,-0.035300744831677,-0.527578471963791
0.136,0.449276448569816,-0.695683207771874,-0.0363637885491012,-0.535463577628392
0.138,0.447877494707752,-0.703242804872898,-0.0374425918372313,-0.543346455477599
0.14,0.446463519544395,-0.710702988674976,-0.0385371575929942,-0.551226914500805
0.142,0.445034724464836,-0.718062995870136,-0.0396474818237772,-0.559104739198164
0.144,0.443591311267706,-0.725322079034635,-0.0407735594910797,-0.566979705900781
0.146,0.442133483452347,-0.732479501680537,-0.0419153852332604,-0.574851584789214
0.148,0.440661446218817,-0.73953453825572,-0.043072953365538,-0.582720139893471
0.15,0.439175406467888,-0.746486474143872,-0.0442462578799906,-0.590585129093007
0.152,0.4376755707569,-0.753334613348902,-0.0454352912355501,-0.598446303612853
0.154,0.436162128059888,-0.760078343303621,-0.0466400341530663,-0.606303403774025
0.156,0.434635302419232,-0.766716936940013,-0.047860486781812,-0.614156171972029
0.158,0.433095305373697,-0.773249731523224,-0.0490966405398405,-0.62200434095049
0.16,0.431542350000645,-0.77967607586365,-0.0503484864261011,-0.629847637262518
0.162,0.429976650916033,-0.785995330316936,-0.0516160150204392,-0.637685781270716
0.164,0.428398424274416,-0.792206866783979,-0.0528992164835958,-0.645518487147172
0.166,0.426807887768944,-0.798310068710923,-0.0541980805572078,-0.653345462873463
0.168,0.425205256015611,-0.804304344876252,-0.0555125940828247,-0.661166415671705
0.17,0.423590735626448,-0.810189144107008,-0.0568427383537271,-0.668981057801615
0.172,0.421964555953088,-0.815963863448795,-0.0581885056397159,-0.676789070386554
0.174,0.420326937931788,-0.821627941224638,-0.0595498824411895,-0.68459014007156
0.176,0.418678103655685,-0.82718082844299,-0.060926854634268,-0.692383947760303
0.178,0.417018276353514,-0.832621988861296,-0.0623194074593539,-0.700170168640119
0.18,0.415347680368325,-0.837950899049562,-0.0637275255096935,-0.70794847220706
0.182,0.413666541136201,-0.843167048453919,-0.0651511927199376,-0.715718522290926
0.184,0.411975083316586,-0.848269938115124,-0.0665903919739256,-0.723479990850202
0.186,0.410273532201732,-0.853259081773262,-0.0680451053879836,-0.731232547338635
0.188,0.408562117603719,-0.858134008775378,-0.0695153151046129,-0.738975829614818
0.19,0.406841068413048,-0.862894260194825,-0.071001002164481,-0.746709484345264
0.192,0.405110614415507,-0.867539390232456,-0.072502146873649,-0.754433153335885
0.194,0.403370986265846,-0.872068966276513,-0.0740187287910941,-0.762146473594625
0.196,0.401622415461446,-0.876482568962525,-0.0755507267162304,-0.769849077394086
0.198,0.399865134315993,-0.880779792233204,-0.0770981186764313,-0.777540592334158
0.2,0.398099375842205,-0.884960233579839,-0.0786608828885149,-0.785220659527279
0.202,0.39632537387096,-0.88902350980526,-0.0802389961885709,-0.792888904676911
0.204,0.394543363031871,-0.892969257829184,-0.0818324339455361,-0.800544936764247
0.206,0.392753578616015,-0.896797122770167,-0.0834411712368903,-0.808188370219287
0.208,0.390956256595987,-0.900506763013794,-0.0850651823393707,-0.815818815739345
0.21,0.389151633599411,-0.904097850253978,-0.0867044407183383,-0.823435880386
0.212,0.387339946882433,-0.907570069534267,-0.0883589190171441,-0.831039167682036
0.214,0.385521434303226,-0.910923119289147,-0.0900285890464939,-0.838628277708389
0.216,0.383696335460758,-0.914156697269044,-0.0917134237210653,-0.846202829456196
0.218,0.381864889257811,-0.917270529782665,-0.0934133930207843,-0.853762414886745
0.22,0.380027335137571,-0.920264356437017,-0.0951284660909012,-0.861306623151705
0.222,0.378183913342731,-0.923137926718855,-0.0968586117086214,-0.868835046144729
0.224,0.376334864616077,-0.925891003342121,-0.0986037978164114,-0.876347273386096
0.226,0.374480430175647,-0.928523362269161,-0.100363991514136,-0.883842892151324
0.228,0.372620851689889,-0.931034792731943,-0.102139159051194,-0.891321487599781
0.23,0.370756371252822,-0.933425097253275,-0.103929265818656,-0.898782642903299
0.232,0.368887231168166,-0.935694079497527,-0.105734278170675,-0.906225967277108
0.234,0.367013674377601,-0.937841573159352,-0.107554159077721,-0.913651029926227
0.236,0.365135944085538,-0.939867419661307,-0.109388871474043,-0.921057411353596
0.238,0.363254283807998,-0.941771472871836,-0.111238377543867,-0.92844469272081
0.24,0.361368937358376,-0.943553599802206,-0.113102638611963,-0.935812454427541
0.242,0.359480148822387,-0.945213680614071,-0.114981615137841,-0.94316027627147
0.244,0.357588162533004,-0.946751608627023,-0.116875266709935,-0.950487737608221
0.246,0.35569322294485,-0.948167289355188,-0.118783552193005,-0.95779441964106
0.248,0.353795573656151,-0.949460631313431,-0.120706431174191,-0.965079925763512
0.25,0.351895460140538,-0.950631572643226,-0.122643859757141,-0.972343823333367
0.252,0.349993127291205,-0.951680057650197,-0.124595794259497,-0.97958569531291
0.254,0.348088820099666,-0.952606043607203,-0.126562190134834,-0.986805125523208
0.256,0.346182783629367,-0.953409500749032,-0.128543001968872,-0.994001698832251
0.258,0.344275262989297,-0.954090412267095,-0.130538183475703,-1.00117500134309
0.26,0.342366503307599,-0.954648774304126,-0.132547687494005,-1.00832462058198
0.262,0.340456749657988,-0.955084592257606,-0.134571466622317,-1.01545014995724
0.264,0.338546246978867,-0.955397876512735,-0.136609473953075,-1.02255119387804
0.266,0.336635240371462,-0.955588667817186,-0.13866165867488,-1.02962733857857
0.268,0.334723974746337,-0.955657011694122,-0.140727970497577,-1.03667818190345
0.27,0.332812694897293,-0.95560296628041,-0.142808358290551,-1.04370332442113
0.272,0.330901645474759,-0.955426602303974,-0.144902770081952,-1.05070236963213
0.274,0.328991070959188,-0.955128003061137,-0.147011153057918,-1.05767492417722
0.276,0.327081215634438,-0.95470726439397,-0.149133453561798,-1.06462059804565
0.278,0.325172323967297,-0.954164487682058,-0.151269618441471,-1.07153900814837
0.28,0.323264640279955,-0.953499784995636,-0.153419594049736,-1.078429776033
0.282,0.321358407831472,-0.952713294414719,-0.155583323282821,-1.08529252070188
0.284,0.319453870009949,-0.951805159042551,-0.157760749625288,-1.09212686891864
0.286,0.317551269894162,-0.950775534065494,-0.159951815782448,-1.09893245200478
0.288,0.31565085022807,-0.94962458671107,-0.162156463683302,-1.10570890605714
0.29,0.313752853395335,-0.948352496206003,-0.164374634483498,-1.1124558721654
0.292,0.311857521393825,-0.946959453734264,-0.16660626856827,-1.11917299662967
0.294,0.30996509646782,-0.945445653764467,-0.168851307443668,-1.12585993034283
0.296,0.30807582004206,-0.943811307661619,-0.171109690752245,-1.13251633032921
0.298,0.306189932618162,-0.942056644670019,-0.173381356051784,-1.13914186006122
0.3,0.304307674575133,-0.940181901031918,-0.175666241189761,-1.14573618862809
0.302,0.302429285801707,-0.938187324435806,-0.177964283323888,-1.15229899138784
0.304,0.300555005672116,-0.936073173957959,-0.180275418928666,-1.15882995018322
0.306,0.298685073021859,-0.933839720003989,-0.182599583801947,-1.16532875355761
0.308,0.296819726123473,-0.931487244250398,-0.184936713071485,-1.17179509697092
0.31,0.294959203245735,-0.929016030692849,-0.187286743404083,-1.17822867435333
0.312,0.293103741428754,-0.926426383889616,-0.189649608479339,-1.18462919614759
0.314,0.291253577076783,-0.923718619497625,-0.192025241325653,-1.19099638036375
0.316,0.289408946089902,-0.920893061837306,-0.194413574915419,-1.19732995048018
0.318,0.287570083699493,-0.917950045972771,-0.196814541641909,-1.20362963774254
0.32,0.285737224444839,-0.914889917640615,-0.199228073328987,-1.20989518136727
0.322,0.283910602149737,-0.911713033178717,-0.201654101240825,-1.2161263287451
0.324,0.282090449899096,-0.90841975945504,-0.204092556091613,-1.22232283564453
0.326,0.280277000797171,-0.905010464301993,-0.20654337058796,-1.22848444555389
0.328,0.27847048609586,-0.901485538896779,-0.20900647344956,-1.23461093921602
0.33,0.276671136591027,-0.897845380444771,-0.211481794019197,-1.24070209693965
0.332,0.27487918230922,-0.894090395629622,-0.213969261333133,-1.24675770653998
0.334,0.273094852437549,-0.890221001109636,-0.216468803979426,-1.25277756478929
0.336,0.271318375301176,-0.886237623435855,-0.218980350110494,-1.25876147759688
0.338,0.269549978340804,-0.882140698970124,-0.221503827455699,-1.264709260189
0.34,0.267789888187494,-0.877930673139096,-0.224039163519968,-1.27062073483498
0.342,0.266038331628514,-0.873607993608578,-0.226586287485703,-1.27649570610871
0.344,0.264295532753693,-0.869173129518825,-0.229145124813409,-1.28233403244679
0.346,0.262561715422299,-0.864626554417187,-0.231715602012937,-1.28813556356633
0.348,0.260837102520686,-0.859968751087747,-0.23429764528003,-1.29390015879342
0.35,0.259121915941143,-0.855200211460131,-0.236891180511491,-1.29962768720877
0.352,0.257416376560739,-0.850321436518333,-0.23949613332035,-1.30531802779353
0.354,0.255720704220165,-0.845332936209523,-0.242112429051037,-1.31097106957491
0.356,0.254035118049687,-0.840235227963652,-0.244739993223656,-1.31658670283703
0.358,0.2523598368801,-0.835028834872813,-0.247378752083352,-1.32216480814347
0.36,0.25069507675758,-0.829714295461794,-0.250028629569353,-1.32770531990991
0.362,0.249041053393059,-0.82429215370899,-0.252689550384354,-1.33320816295463
0.364,0.247397981385149,-0.818762961980707,-0.255361439075157,-1.33867327210295
0.366,0.245766074200644,-0.813127280933316,-0.258044220049902,-1.34410059229018
0.368,0.24414554415503,-0.807385679415416,-0.260737817595288,-1.34949007866451
0.37,0.242536602393001,-0.801538734369992,-0.263442155893805,-1.3548416966899
0.372,0.240939459448976,-0.795587029568255,-0.266157159488952,-1.36015540493844
0.374,0.239354324817504,-0.78953115633788,-0.268882752985704,-1.365431167433
0.376,0.23778140561144,-0.783371716128712,-0.271618860046374,-1.37066899321489
0.378,0.236220908323826,-0.777109316826742,-0.274365404783759,-1.37586888328192
0.38,0.234673038208817,-0.770744573863993,-0.277122311315252,-1.3810308485859
0.382,0.233137999263809,-0.764278110117418,-0.279889503781317,-1.38615491008708
0.384,0.231615994211577,-0.757710555807784,-0.282666906363972,-1.39124109880862
0.386,0.230107224482402,-0.751042548398564,-0.285454443305265,-1.39628945589105
0.388,0.228611890979202,-0.744274732273994,-0.288252039135101,-1.40130000622764
0.39,0.227130192834749,-0.737407758983434,-0.291059618362221,-1.40627279984875
0.392,0.225662327266756,-0.730442287176086,-0.293877105458713,-1.41120791626294
0.394,0.224208490572012,-0.723378982214466,-0.29670442514907,-1.41610543036537
0.396,0.22276887769305,-0.716218516190466,-0.299541502317581,-1.42096542651054
0.398,0.221343682201789,-0.708961567823823,-0.302388262027217,-1.42578799851578
0.4,0.219933096283173,-0.70160882236058,-0.305244629538516,-1.43057324966476
0.402,0.218537310718819,-0.694160971471551,-0.308110530328464,-1.43532129271104
0.404,0.217156515924075,-0.686618714128545,-0.31098588985335,-1.44003221486793
0.406,0.215790899775144,-0.678982754501198,-0.313870634091778,-1.44470614949049
0.408,0.214440648678721,-0.671253802863431,-0.316764689299606,-1.44934323998268
0.41,0.213105947860785,-0.663432575775148,-0.319667981954666,-1.4539436296584
0.412,0.211786981090226,-0.655519795739362,-0.322580438838835,-1.45850747038723
0.414,0.210483930664015,-0.64751619110207,-0.325501987056558,-1.46303492254741
0.416,0.209196977392361,-0.639422495952132,-0.328432554053352,-1.46752615497874
0.418,0.207926300583879,-0.631239450021146,-0.331372067634323,-1.47198134493554
0.42,0.206672079415558,-0.622967800956508,-0.334320455019849,-1.4764006363155
0.422,0.20543448965337,-0.614608298626718,-0.337277645133878,-1.48078423797346
0.424,0.204213706127758,-0.606161699289001,-0.340243566890967,-1.48513234864103
0.426,0.203009902226228,-0.597628764645055,-0.343218149557265,-1.48944517172061
0.428,0.20182324978978,-0.589010261588852,-0.346201322830728,-1.49372291791204
0.43,0.200653919099637,-0.580306962109206,-0.349193016858535,-1.49796580511816
0.432,0.199502078863989,-0.571519643192352,-0.352193162254513,-1.5021740583503
0.434,0.198367896309394,-0.562649086979911,-0.355201689994503,-1.50634790678978
0.436,0.197251538309098,-0.553696083457035,-0.358218530102662,-1.51048755267376
0.438,0.196153168130961,-0.544661422451964,-0.361243615445447,-1.51459325920742
0.44,0.195072948264305,-0.535545900468747,-0.364276878437363,-1.51866527329654
0.442,0.194011039586458,-0.526350318588458,-0.367318252014764,-1.52270384773978
0.444,0.19296760135103,-0.517075482375529,-0.370367669651469,-1.52670924109233
0.446,0.191942791176192,-0.50772220178408,-0.37342506537439,-1.5306817175296
0.448,0.190936765032956,-0.498291291064251,-0.376490373779153,-1.53462154671087
0.45,0.189949677526607,-0.488783569576137,-0.379563529550318,-1.53852899659227
0.452,0.188981682277426,-0.47919986291107,-0.382644466813836,-1.5424043238521
0.454,0.188032929760063,-0.469540996145129,-0.385733122784032,-1.54624782543684
0.456,0.187103569435358,-0.459807800381702,-0.388829434156923,-1.55005978687135
0.458,0.186193749084065,-0.450001110631377,-0.391933338231948,-1.55384049786492
0.46,0.185303614796566,-0.440121765722711,-0.395044772925173,-1.55759025214046
0.462,0.184433310962577,-0.430170608213002,-0.398163676782485,-1.5613093472637
0.464,0.183582980260868,-0.420148484299051,-0.401289988992801,-1.56499808447236
0.466,0.182752764121377,-0.410056245336751,-0.404423648375678,-1.56865675930429
0.468,0.181942802397254,-0.399894746670016,-0.407564594084166,-1.57228566761385
0.47,0.181153232237179,-0.389664843736211,-0.410712768043829,-1.57588512716448
0.472,0.180384189559873,-0.379367397033486,-0.413868111742493,-1.57945544853857
0.474,0.179635808545875,-0.369003270335796,-0.417030567324456,-1.58299694466492
0.476,0.178908221628588,-0.358573330608216,-0.420200077600784,-1.58650993062188
0.478,0.178201559485332,-0.348078447922278,-0.423376586059606,-1.58999472344048
0.48,0.177515951028387,-0.337519495371295,-0.426560036876406,-1.59345164190759
0.482,0.176851524056046,-0.326897351181524,-0.429750373263183,-1.59688099744848
0.484,0.176208404222978,-0.316212895231637,-0.432947540047694,-1.60028310772554
0.486,0.175586714895012,-0.305467008514669,-0.436151484026725,-1.60365829828312
0.488,0.174986578017731,-0.29466057597299,-0.439362151767691,-1.60700689048985
0.49,0.174408113750385,-0.283794485225421,-0.44257949051781,-1.61032920616874
0.492,0.173851440458226,-0.272869626486833,-0.445803448211161,-1.613625567383
0.494,0.173316674704844,-0.261886892487751,-0.449033973475752,-1.61689629622173
0.496,0.1728039312445,-0.250847178393952,-0.452271015640573,-1.62014171458574
0.498,0.172313323866204,-0.239751384400803,-0.455514522385673,-1.62336213786835
0.5,0.171844963651699,-0.228600410206476,-0.458764444548608,-1.62655788717221
0.502,0.171398959822874,-0.21739515761675,-0.462020733765288,-1.62972928296627
0.504,0.170975420000162,-0.206136531300144,-0.465283341740761,-1.63287664296446
0.506,0.170574449979174,-0.194825438030137,-0.46855222085319,-1.63600028345753
0.508,0.170196153724269,-0.18346278660866,-0.471827324157485,-1.63910051908994
0.51,0.169840633362127,-0.172049487789591,-0.475108605388933,-1.64217766263673
0.512,0.169507989175329,-0.160586454202248,-0.478396018966834,-1.64523202478038
0.514,0.169198320625782,-0.149074603412,-0.481689516930111,-1.64826391302799
0.516,0.168911723928086,-0.137514850471409,-0.48498905615091,-1.65127363350851
0.518,0.168648293876348,-0.125908113428056,-0.488294592876899,-1.65426148921922
0.52,0.168408123487233,-0.114255312180309,-0.491606083779113,-1.65722778009526
0.522,0.168191303923072,-0.102557368186149,-0.494923486165519,-1.6601728028453
0.524,0.167997924486612,-0.0908152043902554,-0.498246757981139,-1.66309685072742
0.526,0.167828072615771,-0.0790297451510896,-0.501575857808172,-1.66600021332503
0.528,0.167681833949788,-0.0672019163865531,-0.504910744643047,-1.66888317671509
0.53,0.167559293162597,-0.0553326480682658,-0.508251375276611,-1.6717460278521
0.532,0.167460531600411,-0.0434228669328423,-0.511597711658298,-1.67458904139165
0.534,0.167385629337937,-0.0314735027195667,-0.514949714456013,-1.67741249079378
0.536,0.167334664578558,-0.0194854862773633,-0.518307344913763,-1.6802166448318
0.538,0.167307713650197,-0.00745974949528399,-0.521670564848298,-1.68300176737427
0.54,0.16730485100118,0.00460277476700345,-0.525039336645762,-1.68576811716702
0.542,0.167326149196103,0.0167011527487272,-0.528413623258338,-1.68851594761514
0.544,0.167371679123643,0.0288344491799058,-0.531793387533484,-1.69124550903919
0.546,0.167441510296779,0.0410017263778116,-0.535178591252191,-1.69395705201016
0.548,0.16753570924412,0.0532020494463228,-0.538569200178193,-1.69665080840062
0.55,0.167654341098261,0.0654344812541041,-0.541965179039977,-1.69932700975699
0.552,0.16779746910633,0.0776980840557134,-0.545366493055653,-1.70198588141604
0.554,0.167965154626914,0.0899919195577335,-0.548773107926269,-1.70462764229935
0.556,0.168157457126976,0.102315048984904,-0.552184989829133,-1.70725250470753
0.558,0.16837443417878,0.114666533146253,-0.555602105411125,-1.70986067411466
0.56,0.168616141808334,0.127045431247887,-0.559024420705586,-1.71245235516935
0.562,0.168882634268382,0.139450801757532,-0.562451901811349,-1.71502774753524
0.564,0.169173963173127,0.151881705544829,-0.565884517526297,-1.71758703046156
0.566,0.169490178625815,0.164337201916096,-0.569322235878343,-1.72013038254149
0.568,0.169831328837843,0.176816350027566,-0.57276502527571,-1.72265797483542
0.57,0.170197460126686,0.189318208947928,-0.57621285449716,-1.72516997068308
0.572,0.170588616913825,0.201841837720858,-0.579665692682226,-1.72766652551569
0.574,0.171004841722682,0.21438629542756,-0.583123509321439,-1.73014778666811
0.576,0.171446175660855,0.226950639160683,-0.586586272837318,-1.73261390475352
0.578,0.171912657677877,0.23953392727891,-0.590053952728353,-1.73506501580446
0.58,0.172404324441386,0.252135219994588,-0.59352651991353,-1.73750123817805
0.582,0.172921210997295,0.264753576580323,-0.597003944795587,-1.73992268817855
0.584,0.173463350500471,0.277388056584026,-0.600486198028865,-1.74232947348931
0.586,0.174030774213628,0.290037719887339,-0.603973250506772,-1.7447216930076
0.588,0.174623511506197,0.302701626764068,-0.607465073349238,-1.74709943667949
0.59,0.175241589853219,0.315378837938616,-0.610961637890179,-1.74946278533474
0.592,0.175885035434089,0.328068411318985,-0.614462914042535,-1.75181182915598
0.594,0.176553871916604,0.340769408789778,-0.617968873571409,-1.75414662977588
0.596,0.177248121041649,0.353480893023139,-0.621479488497134,-1.75646723830953
0.598,0.177967802823265,0.366201926421925,-0.624994730538618,-1.75877370143888
0.6,0.178712935391705,0.378931572041957,-0.628514571522242,-1.76106605640702
0.602,0.179483534993197,0.391668893645576,-0.632038983366944,-1.76334433088046
0.604,0.180279615989702,0.404412955755198,-0.635567938069301,-1.76560854281127
0.606,0.181101190858682,0.41716282370687,-0.639101407688608,-1.7678587002993
0.608,0.181948270881987,0.429917558644314,-0.642639362667132,-1.77009482908568
0.61,0.182820864531263,0.442676229424879,-0.646181775715211,-1.77231690768598
0.612,0.183718978681729,0.455437903759943,-0.64972861886347,-1.77452491592949
0.614,0.184642618388075,0.468201649912073,-0.653279863988734,-1.77671882584522
0.616,0.185591786834034,0.48096653711701,-0.65683548292033,-1.77889859951206
0.618,0.186566485332948,0.493731635631392,-0.66039544742326,-1.78106418895277
0.62,0.187566713328314,0.506496016780487,-0.663959729181356,-1.78321553602802
0.622,0.188592468436325,0.51925875259179,-0.667528299696878,-1.7853525745257
0.624,0.189643746978951,0.532018910589586,-0.671101129213553,-1.78747525790202
0.626,0.190720542501212,0.54477556847469,-0.674678189652565,-1.78958348161111
0.628,0.191822847065518,0.557527801409476,-0.678259452020128,-1.79167715065423
0.63,0.192950650879539,0.570274685742006,-0.681844887132577,-1.79375615998511
0.632,0.194103942297454,0.583015299046914,-0.685434465598143,-1.79582039444033
0.634,0.195282707821201,0.595748720166281,-0.689028157798736,-1.7978697286696
0.636,0.196486932101728,0.608474029250515,-0.692625933871728,-1.79990402706612
0.638,0.197716598054309,0.621190306259977,-0.69622776353906,-1.80192315171621
0.64,0.198971687035129,0.633896628639853,-0.69983361585435,-1.80392697465634
0.642,0.20025217795052,0.646592083398028,-0.703443460378575,-1.80591531509195
0.644,0.201558048139174,0.659275755258094,-0.707057265982743,-1.80788800126238
0.646,0.202889273105441,0.671946730315968,-0.710675001188302,-1.80984485153347
0.648,0.204245826521166,0.684604096072939,-0.71429663414815,-1.81178567436881
0.65,0.205627680227514,0.697246941468708,-0.717922132627634,-1.81371026830086
0.652,0.207034804236801,0.709874356914426,-0.721551463985555,-1.81561842190209
0.654,0.20846716688975,0.722485431354076,-0.72518459511965,-1.8175099293024
0.656,0.209924734763939,0.735079254082844,-0.728821492468938,-1.81938458082029
0.658,0.211407472280519,0.747654922334895,-0.732462122085032,-1.82124212341163
0.66,0.212915342217629,0.760211531534738,-0.736106449496214,-1.82308231181341
0.662,0.214448305541881,0.772748178587413,-0.73975443972737,-1.82490489147527
0.664,0.216006321410637,0.785263961902899,-0.743406057280902,-1.82670959857578
0.666,0.217589347174294,0.797757981420518,-0.747061266117616,-1.82849616003883
0.668,0.219197338378563,0.810229338633337,-0.750720029637632,-1.83026429354991
0.67,0.220830248923839,0.822677132041602,-0.754382310981358,-1.83201373226673
0.672,0.222488030830308,0.835100464078509,-0.75804807252713,-1.83374418755158
0.674,0.224170634193573,0.847498442492561,-0.761717275777026,-1.83545534165159
0.676,0.225878007407749,0.859870173946287,-0.765389881787715,-1.83714688242905
0.678,0.227610097079361,0.872214766612549,-0.769065850971267,-1.83881848948338
0.68,0.229366848029942,0.884531330189883,-0.772745143076686,-1.84046983421643
0.682,0.231148203298623,0.896818975917834,-0.776427717171446,-1.84210057989779
0.684,0.23295410414473,0.909076816592297,-0.780113531623028,-1.84371038173017
0.686,0.23478449016492,0.921303960525773,-0.78380254504536,-1.845298921914
0.688,0.236639299065086,0.933499523757454,-0.78749471433706,-1.84686583922522
0.69,0.238518466771635,0.945662624323121,-0.791189995578541,-1.84841076229007
0.692,0.24042192747517,0.957792380098763,-0.794888344359614,-1.84993332220344
0.694,0.242349613602569,0.969887910428711,-0.798589715504018,-1.85143314327185
0.696,0.244301455819752,0.981948336132025,-0.802294063052387,-1.8529098431306
0.698,0.246277383034441,0.993972779508892,-0.806001340245203,-1.85436303286073
0.7,0.248277322398925,1.00596036434701,-0.809711499505764,-1.85579231710608
0.702,0.250301199342956,1.01791020893973,-0.813424494361571,-1.85719733962365
0.704,0.252348937506148,1.02982144241054,-0.817140274900913,-1.85857767731042
0.706,0.254420458793262,1.04169319253861,-0.820858791134607,-1.859932919513
0.708,0.256515683367654,1.05352458792586,-0.824579992379602,-1.86126265409671
0.71,0.25863452965171,1.06531475854329,-0.828303827092194,-1.86256646405284
