"time","signalSource.V_m","signalSource.Phi","cuboid.G_m","cuboid.A ","hollowCylinderAxialFlux.G_m","hollowCylinderAxialFlux.A","hollowCylinderRadialFlux.G_m","hollowCylinderRadialFlux.A","genericFluxTube.G_m","genericFluxTube.A"
0.0125,0.0625,-6.96266159123404e-06,7.8868340306905e-06,0.0001,2.47772198496016e-05,0.000314159265358979,7.08516975680746e-05,0.000942477796076938,7.8868340306905e-06,0.0001
0.013,0.065,-7.30806752945151e-06,7.96160667359859e-06,0.0001,2.50121250352503e-05,0.000314159265358979,7.14964697815219e-05,0.000942477796076938,7.96160667359859e-06,0.0001
0.0135,0.0675,-7.65938547927427e-06,8.0372176306187e-06,0.0001,2.52496638623564e-05,0.000314159265358979,7.2148278364984e-05,0.000942477796076938,8.0372176306187e-06,0.0001
0.014,0.07,-8.01669955852207e-06,8.11366543463929e-06,0.0001,2.5489831721853e-05,0.000314159265358979,7.28071168334939e-05,0.000942477796076938,8.11366543463929e-06,0.0001
0.0145,0.0725,-8.38009312453489e-06,8.19094794164936e-06,0.0001,2.5732621878131e-05,0.000314159265358979,7.34729736279814e-05,0.000942477796076938,8.19094794164936e-06,0.0001
0.015,0.075,-8.74964864669713e-06,8.26906230952932e-06,0.0001,2.59780254024083e-05,0.000314159265358979,7.41458319503859e-05,0.000942477796076938,8.26906230952932e-06,0.0001
0.0155,0.0775,-9.12544757571417e-06,8.34800497782984e-06,0.0001,2.62260311092036e-05,0.000314159265358979,7.48256696048028e-05,0.000942477796076938,8.34800497782984e-06,0.0001
0.016,0.08,-9.50757020996912e-06,8.42777164867865e-06,0.0001,2.64766254963528e-05,0.000314159265358979,7.55124588456134e-05,0.000942477796076938,8.42777164867865e-06,0.0001
0.0165,0.0825,-9.89609555932305e-06,8.50835726895699e-06,0.0001,2.67297926890153e-05,0.000314159265358979,7.62061662335597e-05,0.000942477796076938,8.50835726895699e-06,0.0001
0.017,0.085,-1.02911012067572e-05,8.589756013888e-06,0.0001,2.69855143881147e-05,0.000314159265358979,7.69067525007413e-05,0.000942477796076938,8.589756013888e-06,0.0001
0.0175,0.0875,-1.06926631682901e-05,8.6719612721789e-06,0.0001,2.72437698236623e-05,0.000314159265358979,7.76141724255175e-05,0.000942477796076938,8.6719612721789e-06,0.0001
0.018,0.09,-1.11008557516355e-05,8.75496563285673e-06,0.0001,2.75045357133998e-05,0.000314159265358979,7.83283747182933e-05,0.000942477796076938,8.75496563285673e-06,0.0001
0.0185,0.0925,-1.15157514140993e-05,8.83876087393483e-06,0.0001,2.77677862271942e-05,0.000314159265358979,7.90493019191611e-05,0.000942477796076938,8.83876087393483e-06,0.0001
0.019,0.095,-1.19374206202424e-05,8.92333795304212e-06,0.0001,2.80334929575991e-05,0.000314159265358979,7.97768903083498e-05,0.000942477796076938,8.92333795304212e-06,0.0001
0.0195,0.0975,-1.23659316998642e-05,9.00868700014203e-06,0.0001,2.83016248969799e-05,0.000314159265358979,8.0511069830408e-05,0.000942477796076938,9.00868700014203e-06,0.0001
0.02,0.1,-1.28013507068853e-05,9.09479731245983e-06,0.0001,2.8572148421578e-05,0.000314159265358979,8.12517640330123e-05,0.000942477796076938,9.09479731245983e-06,0.0001
0.0205,0.1025,-1.32437412797286e-05,9.18165735172901e-06,0.0001,2.88450272828603e-05,0.000314159265358979,8.19988900212439e-05,0.000942477796076938,9.18165735172901e-06,0.0001
0.021,0.105,-1.36931645038161e-05,9.26925474385667e-06,0.0001,2.91202226064671e-05,0.000314159265358979,8.27523584281286e-05,0.000942477796076938,9.26925474385667e-06,0.0001
0.0215,0.1075,-1.41496787768099e-05,9.35757628109626e-06,0.0001,2.93976928990388e-05,0.000314159265358979,8.35120734021649e-05,0.000942477796076938,9.35757628109626e-06,0.0001
0.022,0.11,-1.46133396772357e-05,9.44660792680329e-06,0.0001,2.96773940631563e-05,0.000314159265358979,8.42779326124989e-05,0.000942477796076938,9.44660792680329e-06,0.0001
0.0225,0.1125,-1.50841998371294e-05,9.53633482283494e-06,0.0001,2.99592794205869e-05,0.000314159265358979,8.50498272723174e-05,0.000942477796076938,9.53633482283494e-06,0.0001
0.023,0.115,-1.55623088193474e-05,9.62674129963952e-06,0.0001,3.02432997439823e-05,0.000314159265358979,8.58276421809463e-05,0.000942477796076938,9.62674129963952e-06,0.0001
0.0235,0.1175,-1.60477130001715e-05,9.71781088906482e-06,0.0001,3.05294032971161e-05,0.000314159265358979,8.66112557850404e-05,0.000942477796076938,9.71781088906482e-06,0.0001
0.024,0.12,-1.65404554578302e-05,9.80952633989733e-06,0.0001,3.08175358837028e-05,0.000314159265358979,8.74005402591466e-05,0.000942477796076938,9.80952633989733e-06,0.0001
0.0245,0.1225,-1.70405758675362e-05,9.9018696361262e-06,0.0001,3.11076409047747e-05,0.000314159265358979,8.81953616058116e-05,0.000942477796076938,9.9018696361262e-06,0.0001
0.025,0.125,-1.75481104036203e-05,9.99482201790705e-06,0.0001,3.13996594245427e-05,0.000314159265358979,8.89955797752898e-05,0.000942477796076938,9.99482201790705e-06,0.0001
0.0255,0.1275,-1.80630916493088e-05,1.00883640051821e-05,0.0001,3.16935302446e-05,0.000314159265358979,8.98010488047842e-05,0.000942477796076938,1.00883640051821e-05,0.0001
0.026,0.13,-1.85855485146596e-05,1.01824754238935e-05,0.0001,3.19891899862748e-05,0.000314159265358979,9.06116169770305e-05,0.000942477796076938,1.01824754238935e-05,0.0001
0.0265,0.1325,-1.91155061631311e-05,1.02771354347092e-05,0.0001,3.22865731808741e-05,0.000314159265358979,9.1427126997909e-05,0.000942477796076938,1.02771354347092e-05,0.0001
0.027,0.135,-1.96529859472139e-05,1.03723225641591e-05,0.0001,3.25856123675025e-05,0.000314159265358979,9.22474161926413e-05,0.000942477796076938,1.03723225641591e-05,0.0001
0.0275,0.1375,-2.01980053535046e-05,1.04680147380665e-05,0.0001,3.28862381980877e-05,0.000314159265358979,9.30723167200049e-05,0.000942477796076938,1.04680147380665e-05,0.0001
0.028,0.14,-2.07505779575518e-05,1.05641893171355e-05,0.0001,3.31883795491848e-05,0.000314159265358979,9.39016558038739e-05,0.000942477796076938,1.05641893171355e-05,0.0001
0.0285,0.1425,-2.13107133887421e-05,1.06608231345467e-05,0.0001,3.34919636400834e-05,0.000314159265358979,9.4735255981276e-05,0.000942477796076938,1.06608231345467e-05,0.0001
0.029,0.145,-2.18784173054395e-05,1.07578925353913e-05,0.0001,3.37969161566963e-05,0.000314159265358979,9.55729353660399e-05,0.000942477796076938,1.07578925353913e-05,0.0001
0.0295,0.1475,-2.24536913805271e-05,1.08553734177665e-05,0.0001,3.4103161380662e-05,0.000314159265358979,9.64145079270004e-05,0.000942477796076938,1.08553734177665e-05,0.0001
0.03,0.15,-2.30365332974363e-05,1.09532412753376e-05,0.0001,3.44106223230595e-05,0.000314159265358979,9.72597837796275e-05,0.000942477796076938,1.09532412753376e-05,0.0001
0.0305,0.1525,-2.36269367566865e-05,1.10514712411666e-05,0.0001,3.47192208620993e-05,0.000314159265358979,9.81085694898543e-05,0.000942477796076938,1.10514712411666e-05,0.0001
0.031,0.155,-2.42248914928917e-05,1.11500381325963e-05,0.0001,3.50288778841303e-05,0.000314159265358979,9.89606683887973e-05,0.000942477796076938,1.11500381325963e-05,0.0001
0.0315,0.1575,-2.4830383302127e-05,1.12489164969725e-05,0.0001,3.53395134272811e-05,0.000314159265358979,9.98158808969902e-05,0.000942477796076938,1.12489164969725e-05,0.0001
0.032,0.16,-2.54433940794852e-05,1.13480806579838e-05,0.0001,3.56510468270402e-05,0.000314159265358979,0.000100674004856698,0.000942477796076938,1.13480806579838e-05,0.0001
0.0325,0.1625,-2.60639018667734e-05,1.14475047623951e-05,0.0001,3.59633968634747e-05,0.000314159265358979,0.000101534835870826,0.000942477796076938,1.14475047623951e-05,0.0001
0.033,0.165,-2.66918809089689e-05,1.15471628269516e-05,0.0001,3.62764819069563e-05,0.000314159265358979,0.000102398167646905,0.000942477796076938,1.15471628269516e-05,0.0001
0.0335,0.1675,-2.73273017218422e-05,1.16470287852307e-05,0.0001,3.65902200678298e-05,0.000314159265358979,0.000103263792344624,0.000942477796076938,1.16470287852307e-05,0.0001
0.034,0.17,-2.79701311666483e-05,1.17470765342246e-05,0.0001,3.69045293410769e-05,0.000314159265358979,0.000104131500925349,0.000942477796076938,1.17470765342246e-05,0.0001
0.0345,0.1725,-2.8620332534246e-05,1.18472799804395e-05,0.0001,3.721932775157e-05,0.000314159265358979,0.000105001083502109,0.000942477796076938,1.18472799804395e-05,0.0001
0.035,0.175,-2.92778656370261e-05,1.19476130853087e-05,0.0001,3.75345334967391e-05,0.000314159265358979,0.000105872329688509,0.000942477796076938,1.19476130853087e-05,0.0001
0.0355,0.1775,-2.9942686908316e-05,1.20480499097214e-05,0.0001,3.78500650864639e-05,0.000314159265358979,0.000106745028945092,0.000942477796076938,1.20480499097214e-05,0.0001
0.036,0.18,-3.06147495087047e-05,1.21485646574825e-05,0.0001,3.81658414796076e-05,0.000314159265358979,0.00010761897092169,0.000942477796076938,1.21485646574825e-05,0.0001
0.0365,0.1825,-3.1294003438702e-05,1.22491317175305e-05,0.0001,3.84817822166475e-05,0.000314159265358979,0.000108493945794381,0.000942477796076938,1.22491317175305e-05,0.0001
0.037,0.185,-3.19803956571299e-05,1.2349725704752e-05,0.0001,3.87978075478978e-05,0.000314159265358979,0.000109369744595715,0.000942477796076938,1.2349725704752e-05,0.0001
0.0375,0.1875,-3.26738702046211e-05,1.24503214992463e-05,0.0001,3.91138385568632e-05,0.000314159265358979,0.000110246159536942,0.000942477796076938,1.24503214992463e-05,0.0001
0.038,0.19,-3.33743683315962e-05,1.25508942839089e-05,0.0001,3.94297972783103e-05,0.000314159265358979,0.00011112298432108,0.000942477796076938,1.25508942839089e-05,0.0001
0.0385,0.1925,-3.40818286300791e-05,1.26514195802162e-05,0.0001,3.97456068106894e-05,0.000314159265358979,0.000112000014445717,0.000942477796076938,1.26514195802162e-05,0.0001
0.039,0.195,-3.47961871687165e-05,1.27518732821112e-05,0.0001,4.00611914225884e-05,0.000314159265358979,0.000112877047494566,0.000942477796076938,1.27518732821112e-05,0.0001
0.0395,0.1975,-3.55173776303669e-05,1.28522316879039e-05,0.0001,4.03764766529527e-05,0.000314159265358979,0.000113753883416854,0.000942477796076938,1.28522316879039e-05,0.0001
0.04,0.2,-3.62453314516396e-05,1.29524715301186e-05,0.0001,4.06913894048514e-05,0.000314159265358979,0.000114630324793772,0.000942477796076938,1.29524715301186e-05,0.0001
0.0405,0.2025,-3.69799779637731e-05,1.30525700032322e-05,0.0001,4.10058580326207e-05,0.000314159265358979,0.000115506177091269,0.000942477796076938,1.30525700032322e-05,0.0001
0.041,0.205,-3.77212445342652e-05,1.31525047892661e-05,0.0001,4.13198124222629e-05,0.000314159265358979,0.000116381248898622,0.000942477796076938,1.31525047892661e-05,0.0001
0.0415,0.2075,-3.84690567086855e-05,1.32522540812074e-05,0.0001,4.16331840650266e-05,0.000314159265358979,0.000117255352152283,0.000942477796076938,1.32522540812074e-05,0.0001
0.042,0.21,-3.92233383521272e-05,1.33517966042498e-05,0.0001,4.19459061241363e-05,0.000314159265358979,0.000118128302344635,0.000942477796076938,1.33517966042498e-05,0.0001
0.0425,0.2125,-3.99840117897828e-05,1.34511116348574e-05,0.0001,4.22579134946843e-05,0.000314159265358979,0.000118999918717368,0.000942477796076938,1.34511116348574e-05,0.0001
0.043,0.215,-4.07509979461585e-05,1.35501790176687e-05,0.0001,4.25691428567346e-05,0.000314159265358979,0.000119870024439298,0.000942477796076938,1.35501790176687e-05,0.0001
0.0435,0.2175,-4.15242164824728e-05,1.36489791802677e-05,0.0001,4.28795327217289e-05,0.000314159265358979,0.000120738446768553,0.000942477796076938,1.36489791802677e-05,0.0001
0.044,0.22,-4.2303585931819e-05,1.37474931458616e-05,0.0001,4.31890234723148e-05,0.000314159265358979,0.000121605017199112,0.000942477796076938,1.37474931458616e-05,0.0001
0.0445,0.2225,-4.30890238317052e-05,1.38457025439142e-05,0.0001,4.34975573957505e-05,0.000314159265358979,0.000122469571591809,0.000942477796076938,1.38457025439142e-05,0.0001
0.045,0.225,-4.38804468536215e-05,1.39435896187914e-05,0.0001,4.3805078711066e-05,0.000314159265358979,0.000123331950289952,0.000942477796076938,1.39435896187914e-05,0.0001
0.0455,0.2275,-4.46777709293161e-05,1.40411372364844e-05,0.0001,4.41115335901853e-05,0.000314159265358979,0.000124191998219813,0.000942477796076938,1.40411372364844e-05,0.0001
0.046,0.23,-4.54809113735011e-05,1.41383288894833e-05,0.0001,4.44168701732371e-05,0.000314159265358979,0.000125049564976298,0.000942477796076938,1.41383288894833e-05,0.0001
0.0465,0.2325,-4.62897830027406e-05,1.42351486998783e-05,0.0001,4.47210385782958e-05,0.000314159265358979,0.000125904504894166,0.000942477796076938,1.42351486998783e-05,0.0001
0.047,0.235,-4.71043002503096e-05,1.43315814207701e-05,0.0001,4.50239909058154e-05,0.000314159265358979,0.000126756677105223,0.000942477796076938,1.43315814207701e-05,0.0001
0.0475,0.2375,-4.79243772768426e-05,1.4427612436078e-05,0.0001,4.53256812380234e-05,0.000314159265358979,0.00012760594558197,0.000942477796076938,1.4427612436078e-05,0.0001
0.048,0.24,-4.87499280766267e-05,1.45232277588323e-05,0.0001,4.5626065633559e-05,0.000314159265358979,0.000128452179168219,0.000942477796076938,1.45232277588323e-05,0.0001
0.0485,0.2425,-4.95808665794213e-05,1.46184140280446e-05,0.0001,4.59251021176389e-05,0.000314159265358979,0.000129295251597231,0.000942477796076938,1.46184140280446e-05,0.0001
0.049,0.245,-5.04171067477161e-05,1.47131585042469e-05,0.0001,4.62227506680441e-05,0.000314159265358979,0.00013013504149795,0.000942477796076938,1.47131585042469e-05,0.0001
0.0495,0.2475,-5.12585626693691e-05,1.48074490637936e-05,0.0001,4.65189731972189e-05,0.000314159265358979,0.000130971432389941,0.000942477796076938,1.48074490637936e-05,0.0001
0.05,0.25,-5.21051486456347e-05,1.49012741920187e-05,0.0001,4.68137335307732e-05,0.000314159265358979,0.000131804312667729,0.000942477796076938,1.49012741920187e-05,0.0001
0.0505,0.2525,-5.29567792742915e-05,1.49946229753409e-05,0.0001,4.71069973826797e-05,0.000314159265358979,0.000132633575574724,0.000942477796076938,1.49946229753409e-05,0.0001
0.051,0.255,-5.3813369528593e-05,1.50874850924064e-05,0.0001,4.73987323274495e-05,0.000314159265358979,0.000133459119168495,0.000942477796076938,1.50874850924064e-05,0.0001
0.0515,0.2575,-5.46748348311123e-05,1.51798508043597e-05,0.0001,4.76889077695656e-05,0.000314159265358979,0.00013428084627652,0.000942477796076938,1.51798508043597e-05,0.0001
0.052,0.26,-5.55410911232615e-05,1.52717109443285e-05,0.0001,4.79774949104492e-05,0.000314159265358979,0.000135098664444207,0.000942477796076938,1.52717109443285e-05,0.0001
0.0525,0.2625,-5.6412054930258e-05,1.53630569062061e-05,0.0001,4.8264466713219e-05,0.000314159265358979,0.000135912485875352,0.000942477796076938,1.53630569062061e-05,0.0001
0.053,0.265,-5.72876434216697e-05,1.54538806328142e-05,0.0001,4.85497978655025e-05,0.000314159265358979,0.000136722227365736,0.000942477796076938,1.54538806328142e-05,0.0001
0.0535,0.2675,-5.8167774467634e-05,1.55441746035222e-05,0.0001,4.88334647405424e-05,0.000314159265358979,0.000137527810230484,0.000942477796076938,1.55441746035222e-05,0.0001
0.054,0.27,-5.9052366690859e-05,1.56339318213994e-05,0.0001,4.91154453568319e-05,0.000314159265358979,0.000138329160225773,0.000942477796076938,1.56339318213994e-05,0.0001
0.0545,0.2725,-5.99413395145222e-05,1.57231457999691e-05,0.0001,4.9395719336504e-05,0.000314159265358979,0.000139126207465474,0.000942477796076938,1.57231457999691e-05,0.0001
0.055,0.275,-6.08346132061937e-05,1.58118105496341e-05,0.0001,4.96742678626842e-05,0.000314159265358979,0.000139918886333298,0.000942477796076938,1.58118105496341e-05,0.0001
0.0555,0.2775,-6.17321089179155e-05,1.58999205638359e-05,0.0001,4.99510736360082e-05,0.000314159265358979,0.00014070713539097,0.000942477796076938,1.58999205638359e-05,0.0001
0.056,0.28,-6.2633748722574e-05,1.59874708050071e-05,0.0001,5.02261208304916e-05,0.000314159265358979,0.000141490897282973,0.000942477796076938,1.59874708050071e-05,0.0001
0.0565,0.2825,-6.35394556467104e-05,1.60744566903743e-05,0.0001,5.04993950489273e-05,0.000314159265358979,0.000142270118638325,0.000942477796076938,1.60744566903743e-05,0.0001
0.057,0.285,-6.44491536999111e-05,1.6160874077663e-05,0.0001,5.07708832779758e-05,0.000314159265358979,0.000143044749969895,0.000942477796076938,1.6160874077663e-05,0.0001
0.0575,0.2875,-6.53627679009294e-05,1.62467192507523e-05,0.0001,5.10405738430992e-05,0.000314159265358979,0.000143814745571672,0.000942477796076938,1.62467192507523e-05,0.0001
0.058,0.29,-6.62802243006845e-05,1.63319889053258e-05,0.0001,5.13084563634816e-05,0.000314159265358979,0.000144580063414434,0.000942477796076938,1.63319889053258e-05,0.0001
0.0585,0.2925,-6.72014500022881e-05,1.64166801345588e-05,0.0001,5.15745217070635e-05,0.000314159265358979,0.000145340665040188,0.000942477796076938,1.64166801345588e-05,0.0001
0.059,0.295,-6.81263731782468e-05,1.65007904148797e-05,0.0001,5.18387619458111e-05,0.000314159265358979,0.000146096515455775,0.000942477796076938,1.65007904148797e-05,0.0001
0.0595,0.2975,-6.90549230849883e-05,1.65843175918406e-05,0.0001,5.21011703113265e-05,0.000314159265358979,0.000146847583025961,0.000942477796076938,1.65843175918406e-05,0.0001
0.06,0.3,-6.99870300748554e-05,1.66672598661278e-05,0.0001,5.23617411508991e-05,0.000314159265358979,0.000147593839366363,0.000942477796076938,1.66672598661278e-05,0.0001
0.0605,0.3025,-7.09226256057123e-05,1.67496157797407e-05,0.0001,5.26204698840849e-05,0.000314159265358979,0.000148335259236475,0.000942477796076938,1.67496157797407e-05,0.0001
0.061,0.305,-7.1861642248302e-05,1.6831384202364e-05,0.0001,5.28773529598941e-05,0.000314159265358979,0.00014907182043309,0.000942477796076938,1.6831384202364e-05,0.0001
0.0615,0.3075,-7.28040136914931e-05,1.69125643179563e-05,0.0001,5.31323878146563e-05,0.000314159265358979,0.000149803503684368,0.000942477796076938,1.69125643179563e-05,0.0001
0.062,0.31,-7.37496747455469e-05,1.69931556115734e-05,0.0001,5.33855728306271e-05,0.000314159265358979,0.000150530292544765,0.000942477796076938,1.69931556115734e-05,0.0001
0.0625,0.3125,-7.46985613435366e-05,1.70731578564456e-05,0.0001,5.36369072953883e-05,0.000314159265358979,0.000151252173291037,0.000942477796076938,1.70731578564456e-05,0.0001
0.063,0.315,-7.5650610541041e-05,1.71525711013224e-05,0.0001,5.38863913620909e-05,0.000314159265358979,0.000151969134819521,0.000942477796076938,1.71525711013224e-05,0.0001
0.0635,0.3175,-7.6605760514235e-05,1.72313956580978e-05,0.0001,5.41340260105791e-05,0.000314159265358979,0.000152681168544832,0.000942477796076938,1.72313956580978e-05,0.0001
0.064,0.32,-7.75639505564927e-05,1.73096320897276e-05,0.0001,5.43798130094302e-05,0.000314159265358979,0.000153388268300154,0.000942477796076938,1.73096320897276e-05,0.0001
0.0645,0.3225,-7.8525121073613e-05,1.73872811984461e-05,0.0001,5.46237548789383e-05,0.000314159265358979,0.000154090430239249,0.000942477796076938,1.73872811984461e-05,0.0001
0.065,0.325,-7.94892132987004e-05,1.74643438581596e-05,0.0001,5.48658548550623e-05,0.000314159265358979,0.000154787652740285,0.000942477796076938,1.74643438581596e-05,0.0001
0.0655,0.3275,-8.04561704131541e-05,1.75408216360148e-05,0.0001,5.51061168543577e-05,0.000314159265358979,0.000155479936311614,0.000942477796076938,1.75408216360148e-05,0.0001
0.066,0.33,-8.14259358277244e-05,1.76167158197047e-05,0.0001,5.53445454399031e-05,0.000314159265358979,0.000156167283499559,0.000942477796076938,1.76167158197047e-05,0.0001
0.0665,0.3325,-8.23984543263066e-05,1.76920280569932e-05,0.0001,5.55811457882297e-05,0.000314159265358979,0.0001568496987983,0.000942477796076938,1.76920280569932e-05,0.0001
0.067,0.335,-8.33736717642813e-05,1.77667601807062e-05,0.0001,5.58159236572585e-05,0.000314159265358979,0.000157527188561911,0.000942477796076938,1.77667601807062e-05,0.0001
0.0675,0.3375,-8.43515350575584e-05,1.78409141988456e-05,0.0001,5.60488853552457e-05,0.000314159265358979,0.000158199760918605,0.000942477796076938,1.78409141988456e-05,0.0001
0.068,0.34,-8.53319921708966e-05,1.79144922850242e-05,0.0001,5.62800377107334e-05,0.000314159265358979,0.000158867425687219,0.000942477796076938,1.79144922850242e-05,0.0001
0.0685,0.3425,-8.63149921055704e-05,1.79874967692195e-05,0.0001,5.65093880435006e-05,0.000314159265358979,0.000159530194295966,0.000942477796076938,1.79874967692195e-05,0.0001
0.069,0.345,-8.73004848864549e-05,1.80599301288425e-05,0.0001,5.67369441365062e-05,0.000314159265358979,0.00016018807970348,0.000942477796076938,1.80599301288425e-05,0.0001
0.0695,0.3475,-8.8288421548595e-05,1.81317949801196e-05,0.0001,5.69627142088131e-05,0.000314159265358979,0.00016084109632216,0.000942477796076938,1.81317949801196e-05,0.0001
0.07,0.35,-8.92787541233221e-05,1.82030940697828e-05,0.0001,5.71867068894824e-05,0.000314159265358979,0.00016148925994382,0.000942477796076938,1.82030940697828e-05,0.0001
0.0705,0.3525,-9.02714356239749e-05,1.82738302670634e-05,0.0001,5.74089311924212e-05,0.000314159265358979,0.000162132587667631,0.000942477796076938,1.82738302670634e-05,0.0001
0.071,0.355,-9.12664200312803e-05,1.83440065559852e-05,0.0001,5.76293964921705e-05,0.000314159265358979,0.000162771097830356,0.000942477796076938,1.83440065559852e-05,0.0001
0.0715,0.3575,-9.22636622784453e-05,1.84136260279507e-05,0.0001,5.78481125006136e-05,0.000314159265358979,0.000163404809938863,0.000942477796076938,1.84136260279507e-05,0.0001
0.072,0.36,-9.32631182360083e-05,1.84826918746149e-05,0.0001,5.8065089244589e-05,0.000314159265358979,0.000164033744604878,0.000942477796076938,1.84826918746149e-05,0.0001
0.0725,0.3625,-9.42647446964919e-05,1.85512073810403e-05,0.0001,5.82803370443859e-05,0.000314159265358979,0.000164657923481978,0.000942477796076938,1.85512073810403e-05,0.0001
0.073,0.365,-9.52684993589019e-05,1.86191759191272e-05,0.0001,5.84938664931044e-05,0.000314159265358979,0.000165277369204769,0.000942477796076938,1.86191759191272e-05,0.0001
0.0735,0.3675,-9.62743408131079e-05,1.86866009413116e-05,0.0001,5.87056884368569e-05,0.000314159265358979,0.000165892105330232,0.000942477796076938,1.86866009413116e-05,0.0001
0.074,0.37,-9.72822285241429e-05,1.8753485974525e-05,0.0001,5.89158139557922e-05,0.000314159265358979,0.000166502156281198,0.000942477796076938,1.8753485974525e-05,0.0001
