"time","der_.c.v","der_.opAmp.out.v","der_.opAmp.out.i"
0.025,0.24741790738372,15,-0.0152474179073837
0.0255,0.00783004839259993,15,-0.0152578300483926
0.026,-0.231920091395875,15,-0.0152680799086041
0.0265,-0.471829971892942,15,-0.0152781700281071
0.027,-0.711897112334201,15,-0.0152881028876658
0.0275,-0.952119063558698,15,-0.0152978809364413
0.028,-1.19249340310135,15,-0.0153075065968987
0.0285,-1.43301776343491,15,-0.0153169822365651
0.029,-1.67368980673904,15,-0.015326310193261
0.0295,-1.91450722408679,15,-0.0153354927759132
0.03,-2.15546775646736,15,-0.0153445322435326
0.0305,-2.39656917404584,15,-0.0153534308259542
0.031,-2.63780927660116,15,-0.0153621907233988
0.0315,-2.87918590619399,15,-0.015370814093806
0.032,-3.12069693489312,15,-0.0153793030651069
0.0325,-3.36234026668786,15,-0.0153876597333121
0.033,-3.60411383948189,15,-0.0153958861605181
0.0335,-3.84601562216636,15,-0.0154039843778336
0.034,-4.088043614596,15,-0.015411956385404
0.0345,-4.33019584695922,15,-0.0154198041530408
0.035,-4.57247038705699,15,-0.015427529612943
0.0355,-4.81291239526815,15,-0.0151870876047318
0.036,-4.99999999998762,1.85731430235592e-07,-1.85743812330941e-10
0.0365,-5,0,-0
0.037,-5,0,-0
0.0375,-5,0,-0
0.038,-5,0,-0
0.0385,-5,0,-0
0.039,-5,0,-0
0.0395,-5,0,-0
0.04,-5,0,-0
0.0405,-5,0,-0
0.041,-5,0,-0
0.0415,-5,0,-0
0.042,-5,0,-0
0.0425,-5,0,-0
0.043,-5,0,-0
0.0435,-5,0,-0
0.044,-5,0,-0
0.0445,-5,0,-0
0.045,-5,0,-0
0.0455,-5,0,-0
0.046,-5,0,-0
0.0465,-5,0,-0
0.047,-5,0,-0
0.0475,-5,0,-0
0.048,-5,0,-0
0.0485,-5,0,-0
0.049,-5,0,-0
0.0495,-5,0,-0
0.05,-5,0,-0
0.0505,-5,0,-0
0.051,-5,0,-0
0.0515,-5,0,-0
0.052,-5,0,-0
0.0525,-5,0,-0
0.053,-5,0,-0
0.0535,-5,0,-0
0.054,-5,0,-0
0.0545,-5,0,-0
0.055,-5,0,-0
0.0555,-5,0,-0
0.056,-5,0,-0
0.0565,-5,0,-0
0.057,-5,0,-0
0.0575,-5,0,-0
0.058,-5,0,-0
0.0585,-5,0,-0
0.059,-5,0,-0
0.0595,-5,0,-0
0.06,-5,0,-0
0.0605,-5,0,-0
0.061,-5,0,-0
0.0615,-5,0,-0
0.062,-5,0,-0
0.0625,-5,0,-0
0.063,-5,0,-0
0.0635,-5,0,-0
0.064,-5,0,-0
0.0645,-5,0,-0
0.065,-5,0,-0
0.06500000001,-5,0,-0
0.06500000001,-5,0,-0
0.0655,-4.76508076462909,-15,0.0150150807596291
0.066,-4.5291141888615,-15,0.0150291141838615
0.0665,-4.29292887784054,-15,0.0150429288728405
0.067,-4.05652810412941,-15,0.0150565280991294
0.0675,-3.81991528928917,-15,0.0150699152842892
0.068,-3.58309381170578,-15,0.0150830938067058
0.0685,-3.34606692116403,-15,0.015096066916164
0.069,-3.10883783779844,-15,0.0151088378327984
0.0695,-2.87140973320425,-15,0.0151214097282043
0.07,-2.63378569332225,-15,0.0151337856883223
0.0705,-2.39596877100894,-15,0.0151459687660089
0.071,-2.15796198290975,-15,0.0151579619779098
0.0715,-1.91976827791354,-15,0.0151697682729135
0.072,-1.68139057289522,-15,0.0151813905678952
0.0725,-1.44283174043481,-15,0.0151928317354348
0.073,-1.20409461169536,-15,0.0152040946066954
0.0735,-0.965181951698132,-15,0.0152151819466981
0.074,-0.726096494509616,-15,0.0152260964895096
0.0745,-0.486840924950902,-15,0.0152368409199509
0.075,-0.247417912173865,-15,0.0152474179071739
0.0755,-0.00783005318601576,-15,0.015257830048186
0.076,0.231920086599239,-15,0.0152680799084008
0.0765,0.471829967093139,-15,0.0152781700279069
0.077,0.711897107531278,-15,0.0152881028874687
0.0775,0.952119058752703,-15,0.0152978809362473
0.078,1.19249339829233,-15,0.0153075065967077
0.0785,1.43301775862291,-15,0.0153169822363771
0.079,1.67368980192412,-15,0.0153263101930759
0.0795,1.91450721926898,-15,0.015335492775731
0.08,2.15546775164671,-15,0.0153445322433533
0.0805,2.39656916922239,-15,0.0153534308257776
0.081,2.63780927177496,-15,0.015362190723225
0.0815,2.87918590136508,-15,0.0153708140936349
0.082,3.12069693006155,-15,0.0153793030649384
0.0825,3.36234026185366,-15,0.0153876597331463
0.083,3.60411383464511,-15,0.0153958861603549
0.0835,3.84601561732704,-15,0.015403984377673
0.084,4.08804360975417,-15,0.0154119563852458
0.0845,4.33019584211493,-15,0.0154198041528851
0.085,4.57247038221028,-15,0.0154275296127897
0.08500000001,4.57247038705698,-15,0.015427529612943
0.08500000001,4.57247038705698,-15,0.015427529612943
0.0855,4.81291239049697,-15,0.015187087609503
0.086,4.99999999998762,-1.85731430235592e-07,1.85743812330941e-10
0.0865,5,0,-0
0.087,5,0,-0
0.0875,5,0,-0
0.088,5,0,-0
0.0885,5,0,-0
0.089,5,0,-0
0.0895,5,0,-0
0.09,5,0,-0
0.0905,5,0,-0
0.091,5,0,-0
0.0915,5,0,-0
0.092,5,0,-0
0.0925,5,0,-0
0.093,5,0,-0
0.0935,5,0,-0
0.094,5,0,-0
0.0945,5,0,-0
0.095,5,0,-0
0.0955,5,0,-0
0.096,5,0,-0
0.0965,5,0,-0
0.097,5,0,-0
0.0975,5,0,-0
0.098,5,0,-0
0.0985,5,0,-0
0.099,5,0,-0
0.0995,5,0,-0
0.1,5,0,-0
0.1005,5,0,-0
0.101,5,0,-0
0.1015,5,0,-0
0.102,5,0,-0
0.1025,5,0,-0
0.103,5,0,-0
0.1035,5,0,-0
0.104,5,0,-0
0.1045,5,0,-0
0.105,5,0,-0
0.1055,5,0,-0
0.106,5,0,-0
0.1065,5,0,-0
0.107,5,0,-0
0.1075,5,0,-0
0.108,5,0,-0
0.1085,5,0,-0
0.109,5,0,-0
0.1095,5,0,-0
0.11,5,0,-0
0.1105,5,0,-0
0.111,5,0,-0
0.1115,5,0,-0
0.112,5,0,-0
0.1125,5,0,-0
0.113,5,0,-0
0.1135,5,0,-0
0.114,5,0,-0
0.1145,5,0,-0
0.115,5,0,-0
0.11500000001,5,0,-0
0.11500000001,5,-2.66453525910038e-11,2.66471289478432e-14
0.1155,4.76508076462908,15,-0.0150150807596291
0.116,4.52911418886147,15,-0.0150291141838615
0.1165,4.29292887784052,15,-0.0150429288728405
0.117,4.05652810412939,15,-0.0150565280991294
0.1175,3.81991528928916,15,-0.0150699152842892
0.118,3.58309381170576,15,-0.0150830938067058
0.1185,3.34606692116401,15,-0.015096066916164
0.119,3.10883783779843,15,-0.0151088378327984
0.1195,2.87140973320423,15,-0.0151214097282042
0.12,2.63378569332223,15,-0.0151337856883222
0.1205,2.39596877100892,15,-0.0151459687660089
0.121,2.15796198290973,15,-0.0151579619779097
0.1215,1.91976827791352,15,-0.0151697682729135
0.122,1.6813905728952,15,-0.0151813905678952
0.1225,1.44283174043479,15,-0.0151928317354348
0.123,1.20409461169534,15,-0.0152040946066953
0.1235,0.96518195169811,15,-0.0152151819466981
0.124,0.726096494509595,15,-0.0152260964895096
0.1245,0.486840924950882,15,-0.0152368409199509
0.125,0.247417912173846,15,-0.0152474179071738
0.1255,0.00783005318599671,15,-0.015257830048186
0.126,-0.231920086599257,15,-0.0152680799084007
0.1265,-0.471829967093156,15,-0.0152781700279068
0.127,-0.711897107531295,15,-0.0152881028874687
0.1275,-0.952119058752719,15,-0.0152978809362473
0.128,-1.19249339829234,15,-0.0153075065967077
0.1285,-1.43301775862293,15,-0.0153169822363771
0.129,-1.67368980192413,15,-0.0153263101930759
0.1295,-1.914507219269,15,-0.015335492775731
0.13,-2.15546775164673,15,-0.0153445322433533
0.1305,-2.3965691692224,15,-0.0153534308257776
0.131,-2.63780927177497,15,-0.015362190723225
0.1315,-2.87918590136509,15,-0.0153708140936349
0.132,-3.12069693006156,15,-0.0153793030649384
0.1325,-3.36234026185367,15,-0.0153876597331463
0.133,-3.60411383464512,15,-0.0153958861603549
0.1335,-3.84601561732705,15,-0.015403984377673
0.134,-4.08804360975418,15,-0.0154119563852458
0.1345,-4.33019584211494,15,-0.0154198041528851
0.135,-4.57247038221028,15,-0.0154275296127897
0.13500000001,-4.57247038705698,15,-0.015427529612943
0.1355,-4.81291239049695,15,-0.015187087609503
0.136,-4.99999999998762,1.85731430235592e-07,-1.85743812330941e-10
0.1365,-5,0,-0
0.137,-5,0,-0
0.1375,-5,0,-0
0.138,-5,0,-0
0.1385,-5,0,-0
0.139,-5,0,-0
0.1395,-5,0,-0
0.14,-5,0,-0
0.1405,-5,0,-0
0.141,-5,0,-0
0.1415,-5,0,-0
0.142,-5,0,-0
0.1425,-5,0,-0
0.143,-5,0,-0
0.1435,-5,0,-0
0.144,-5,0,-0
0.1445,-5,0,-0
0.145,-5,0,-0
0.1455,-5,0,-0
0.146,-5,0,-0
0.1465,-5,0,-0
0.147,-5,0,-0
0.1475,-5,0,-0
0.148,-5,0,-0
0.1485,-5,0,-0
0.149,-5,0,-0
0.1495,-5,0,-0
0.15,-5,0,-0
0.1505,-5,0,-0
0.151,-5,0,-0
0.1515,-5,0,-0
0.152,-5,0,-0
0.1525,-5,0,-0
0.153,-5,0,-0
0.1535,-5,0,-0
0.154,-5,0,-0
0.1545,-5,0,-0
0.155,-5,0,-0
0.1555,-5,0,-0
0.156,-5,0,-0
0.1565,-5,0,-0
0.157,-5,0,-0
0.1575,-5,0,-0
0.158,-5,0,-0
0.1585,-5,0,-0
0.159,-5,0,-0
0.1595,-5,0,-0
0.16,-5,0,-0
0.1605,-5,0,-0
0.161,-5,0,-0
0.1615,-5,0,-0
0.162,-5,0,-0
0.1625,-5,0,-0
0.163,-5,0,-0
0.1635,-5,0,-0
0.164,-5,0,-0
0.1645,-5,0,-0
0.165,-5,0,-0
0.16500000001,-5,0,-0
0.16500000001,-5,0,-0
0.1655,-4.76508076462909,-15,0.0150150807596291
0.166,-4.52911418886149,-15,0.0150291141838615
0.1665,-4.29292887784053,-15,0.0150429288728405
0.167,-4.0565281041294,-15,0.0150565280991294
0.1675,-3.81991528928917,-15,0.0150699152842892
0.168,-3.58309381170577,-15,0.0150830938067058
0.1685,-3.34606692116402,-15,0.015096066916164
0.169,-3.10883783779843,-15,0.0151088378327984
0.1695,-2.87140973320424,-15,0.0151214097282042
0.17,-2.63378569332223,-15,0.0151337856883222
0.1705,-2.39596877100892,-15,0.0151459687660089
0.171,-2.15796198290973,-15,0.0151579619779097
0.1715,-1.91976827791352,-15,0.0151697682729135
0.172,-1.6813905728952,-15,0.0151813905678952
0.1725,-1.44283174043479,-15,0.0151928317354348
0.173,-1.20409461169534,-15,0.0152040946066953
0.1735,-0.965181951698106,-15,0.0152151819466981
0.174,-0.72609649450959,-15,0.0152260964895096
0.1745,-0.486840924950877,-15,0.0152368409199509
0.175,-0.24741791217384,-15,0.0152474179071738
0.1755,-0.00783005318599124,-15,0.015257830048186
0.176,0.23192008659925,-15,0.0152680799084007
0.1765,0.47182996709315,-15,0.0152781700279068
0.177,0.711897107531288,-15,0.0152881028874687
0.1775,0.952119058752713,-15,0.0152978809362473
0.178,1.19249339829234,-15,0.0153075065967077
0.1785,1.43301775862292,-15,0.0153169822363771
0.179,1.67368980192413,-15,0.0153263101930759
0.1795,1.91450721926899,-15,0.015335492775731
0.18,2.15546775164672,-15,0.0153445322433533
0.1805,2.3965691692224,-15,0.0153534308257776
0.181,2.63780927177497,-15,0.015362190723225
0.1815,2.87918590136509,-15,0.0153708140936349
0.182,3.12069693006156,-15,0.0153793030649384
0.1825,3.36234026185367,-15,0.0153876597331463
0.183,3.60411383464512,-15,0.0153958861603549
0.1835,3.84601561732704,-15,0.0154039843776729
0.184,4.08804360975417,-15,0.0154119563852458
0.1845,4.33019584211493,-15,0.0154198041528851
0.185,4.57247038221028,-15,0.0154275296127897
0.18500000001,4.57247038705698,-15,0.015427529612943
0.18500000001,4.57247038705698,-15,0.015427529612943
0.1855,4.81291239049695,-15,0.015187087609503
0.186,4.99999999998762,-1.85731430235592e-07,1.85743812330941e-10
0.1865,5,0,-0
0.187,5,0,-0
0.1875,5,0,-0
0.188,5,0,-0
0.1885,5,0,-0
0.189,5,0,-0
0.1895,5,0,-0
0.19,5,0,-0
0.1905,5,0,-0
0.191,5,0,-0
0.1915,5,0,-0
0.192,5,0,-0
0.1925,5,0,-0
0.193,5,0,-0
0.1935,5,0,-0
0.194,5,0,-0
0.1945,5,0,-0
0.195,5,0,-0
0.1955,5,0,-0
0.196,5,0,-0
0.1965,5,0,-0
0.197,5,0,-0
0.1975,5,0,-0
0.198,5,0,-0
0.1985,5,0,-0
0.199,5,0,-0
0.1995,5,0,-0
0.2,5,0,-0
0.2005,5,0,-0
0.201,5,0,-0
0.2015,5,0,-0
0.202,5,0,-0
0.2025,5,0,-0
0.203,5,0,-0
0.2035,5,0,-0
0.204,5,0,-0
0.2045,5,0,-0
0.205,5,0,-0
0.2055,5,0,-0
0.206,5,0,-0
0.2065,5,0,-0
0.207,5,0,-0
0.2075,5,0,-0
0.208,5,0,-0
0.2085,5,0,-0
0.209,5,0,-0
0.2095,5,0,-0
0.21,5,0,-0
0.2105,5,0,-0
0.211,5,0,-0
0.2115,5,0,-0
0.212,5,0,-0
0.2125,5,0,-0
0.213,5,0,-0
0.2135,5,0,-0
0.214,5,0,-0
0.2145,5,0,-0
0.215,5,0,-0
0.21500000001,5,0,-0
0.21500000001,5,7.99360577730113e-11,-7.99413868435295e-14
0.2155,4.76508076462912,15,-0.0150150807596291
0.216,4.52911418886151,15,-0.0150291141838615
0.2165,4.29292887784054,15,-0.0150429288728405
0.217,4.05652810412941,15,-0.0150565280991294
0.2175,3.81991528928917,15,-0.0150699152842892
0.218,3.58309381170578,15,-0.0150830938067058
0.2185,3.34606692116403,15,-0.015096066916164
0.219,3.10883783779844,15,-0.0151088378327984
0.2195,2.87140973320425,15,-0.0151214097282042
0.22,2.63378569332225,15,-0.0151337856883222
0.2205,2.39596877100894,15,-0.0151459687660089
0.221,2.15796198290975,15,-0.0151579619779097
0.2215,1.91976827791354,15,-0.0151697682729135
0.222,1.68139057289523,15,-0.0151813905678952
0.2225,1.44283174043481,15,-0.0151928317354348
0.223,1.20409461169537,15,-0.0152040946066954
0.2235,0.96518195169814,15,-0.0152151819466981
0.224,0.726096494509625,15,-0.0152260964895096
0.2245,0.486840924950917,15,-0.0152368409199509
0.225,0.24741791217388,15,-0.0152474179071739
0.2255,0.00783005318603095,15,-0.015257830048186
0.226,-0.231920086599218,15,-0.0152680799084008
0.2265,-0.471829967093117,15,-0.0152781700279069
0.227,-0.711897107531257,15,-0.0152881028874687
0.2275,-0.952119058752675,15,-0.0152978809362473
0.228,-1.1924933982923,15,-0.0153075065967077
0.2285,-1.43301775862288,15,-0.0153169822363771
0.229,-1.67368980192409,15,-0.0153263101930759
0.2295,-1.91450721926895,15,-0.015335492775731
0.23,-2.15546775164668,15,-0.0153445322433533
0.2305,-2.39656916922235,15,-0.0153534308257776
0.231,-2.63780927177492,15,-0.0153621907232251
0.2315,-2.87918590136504,15,-0.015370814093635
0.232,-3.12069693006151,15,-0.0153793030649385
0.2325,-3.36234026185363,15,-0.0153876597331464
0.233,-3.60411383464508,15,-0.0153958861603549
0.2335,-3.846015617327,15,-0.015403984377673
0.234,-4.08804360975413,15,-0.0154119563852459
0.2345,-4.33019584211489,15,-0.0154198041528851
0.235,-4.57247038221024,15,-0.0154275296127898
0.23500000001,-4.57247038705694,15,-0.0154275296129431
0.2355,-4.81291239049691,15,-0.0151870876095031
0.236,-4.99999999998762,1.85731430235592e-07,-1.85743812330941e-10
0.2365,-5,0,-0
0.237,-5,0,-0
0.2375,-5,0,-0
0.238,-5,0,-0
0.2385,-5,0,-0
0.239,-5,0,-0
0.2395,-5,0,-0
0.24,-5,0,-0
0.2405,-5,0,-0
0.241,-5,0,-0
0.2415,-5,0,-0
0.242,-5,0,-0
0.2425,-5,0,-0
0.243,-5,0,-0
0.2435,-5,0,-0
0.244,-5,0,-0
0.2445,-5,0,-0
0.245,-5,0,-0
0.2455,-5,0,-0
0.246,-5,0,-0
0.2465,-5,0,-0
0.247,-5,0,-0
0.2475,-5,0,-0
0.248,-5,0,-0
0.2485,-5,0,-0
0.249,-5,0,-0
0.2495,-5,0,-0
0.25,-5,0,-0
0.2505,-5,0,-0
0.251,-5,0,-0
0.2515,-5,0,-0
0.252,-5,0,-0
0.2525,-5,0,-0
0.253,-5,0,-0
0.2535,-5,0,-0
0.254,-5,0,-0
0.2545,-5,0,-0
0.255,-5,0,-0
0.2555,-5,0,-0
0.256,-5,0,-0
0.2565,-5,0,-0
0.257,-5,0,-0
0.2575,-5,0,-0
0.258,-5,0,-0
0.2585,-5,0,-0
0.259,-5,0,-0
0.2595,-5,0,-0
0.26,-5,0,-0
0.2605,-5,0,-0
0.261,-5,0,-0
0.2615,-5,0,-0
0.262,-5,0,-0
0.2625,-5,0,-0
0.263,-5,0,-0
0.2635,-5,0,-0
0.264,-5,0,-0
0.2645,-5,0,-0
0.265,-5,0,-0
0.265000000010145,-5,0,-0
0.265000000010145,-5,0,-0
0.2655,-4.76508076469733,-15,0.0150150807596251
0.266,-4.52911418892979,-15,0.0150291141838575
0.2665,-4.29292887790888,-15,0.0150429288728366
0.267,-4.05652810419781,-15,0.0150565280991255
0.2675,-3.81991528935763,-15,0.0150699152842854
0.268,-3.58309381177429,-15,0.015083093806702
0.2685,-3.3460669212326,-15,0.0150960669161603
0.269,-3.10883783786707,-15,0.0151088378327948
0.2695,-2.87140973327293,-15,0.0151214097282007
0.27,-2.63378569339098,-15,0.0151337856883187
0.2705,-2.39596877107772,-15,0.0151459687660054
0.271,-2.15796198297858,-15,0.0151579619779063
0.2715,-1.91976827798243,-15,0.0151697682729102
0.272,-1.68139057296416,-15,0.0151813905678919
0.2725,-1.4428317405038,-15,0.0151928317354315
0.273,-1.2040946117644,-15,0.0152040946066921
0.2735,-0.965181951767218,-15,0.0152151819466949
0.274,-0.726096494578752,-15,0.0152260964895065
0.2745,-0.486840925020086,-15,0.0152368409199478
0.275,-0.247417912243097,-15,0.0152474179071708
0.2755,-0.00783005325529498,-15,0.015257830048183
0.276,0.231920086529914,-15,0.0152680799083978
0.2765,0.471829967023768,-15,0.015278170027904
0.277,0.711897107461862,-15,0.0152881028874659
0.2775,0.952119058683243,-15,0.0152978809362445
0.278,1.19249339822282,-15,0.0153075065967049
0.2785,1.43301775855336,-15,0.0153169822363744
0.279,1.67368980185453,-15,0.0153263101930732
0.2795,1.91450721919935,-15,0.0153354927757284
0.28,2.15546775157704,-15,0.0153445322433507
0.2805,2.39656916915268,-15,0.0153534308257751
0.281,2.63780927170521,-15,0.0153621907232225
0.2815,2.87918590129529,-15,0.0153708140936324
0.282,3.12069692999172,-15,0.015379303064936
0.2825,3.3623402617838,-15,0.0153876597331439
0.283,3.60411383457521,-15,0.0153958861603525
0.2835,3.8460156172571,-15,0.0154039843776706
0.284,4.08804360968419,-15,0.0154119563852435
0.2845,4.33019584204492,-15,0.0154198041528828
0.285,4.57247038214023,-15,0.0154275296127875
0.285000000010145,4.57247038705699,-15,0.015427529612943
0.285000000010145,4.57247038705699,-15,0.015427529612943
0.2855,4.81291239042798,-15,0.015187087609572
0.286,4.99999999998762,-1.85744752911887e-07,1.85757135895415e-10
0.2865,5,0,-0
0.287,5,0,-0
0.2875,5,0,-0
0.288,5,0,-0
0.2885,5,0,-0
0.289,5,0,-0
0.2895,5,0,-0
0.29,5,0,-0
0.2905,5,0,-0
0.291,5,0,-0
0.2915,5,0,-0
0.292,5,0,-0
0.2925,5,0,-0
0.293,5,0,-0
0.2935,5,0,-0
0.294,5,0,-0
0.2945,5,0,-0
0.295,5,0,-0
0.2955,5,0,-0
0.296,5,0,-0
0.2965,5,0,-0
0.297,5,0,-0
0.2975,5,0,-0
0.298,5,0,-0
0.2985,5,0,-0
0.299,5,0,-0
0.2995,5,0,-0
0.3,5,0,-0
0.3005,5,0,-0
0.301,5,0,-0
0.3015,5,0,-0
0.302,5,0,-0
0.3025,5,0,-0
0.303,5,0,-0
0.3035,5,0,-0
0.304,5,0,-0
0.3045,5,0,-0
0.305,5,0,-0
0.3055,5,0,-0
0.306,5,0,-0
0.3065,5,0,-0
0.307,5,0,-0
0.3075,5,0,-0
0.308,5,0,-0
0.3085,5,0,-0
0.309,5,0,-0
0.3095,5,0,-0
0.31,5,0,-0
0.3105,5,0,-0
0.311,5,0,-0
0.3115,5,0,-0
0.312,5,0,-0
0.3125,5,0,-0
0.313,5,0,-0
0.3135,5,0,-0
0.314,5,0,-0
0.3145,5,0,-0
0.315,5,0,-0
0.315000000010145,5,0,-0
0.315000000010145,5,-1.33226762955019e-10,1.33235644739216e-13
0.3155,4.7650807646973,15,-0.015015080759625
0.316,4.52911418892976,15,-0.0150291141838575
0.3165,4.29292887790887,15,-0.0150429288728366
0.317,4.05652810419781,15,-0.0150565280991255
0.3175,3.81991528935763,15,-0.0150699152842853
0.318,3.58309381177429,15,-0.015083093806702
0.3185,3.3460669212326,15,-0.0150960669161603
0.319,3.10883783786707,15,-0.0151088378327948
0.3195,2.87140973327293,15,-0.0151214097282006
0.32,2.63378569339098,15,-0.0151337856883187
0.3205,2.39596877107773,15,-0.0151459687660054
0.321,2.15796198297859,15,-0.0151579619779063
0.3215,1.91976827798243,15,-0.0151697682729101
0.322,1.68139057296416,15,-0.0151813905678919
0.3225,1.4428317405038,15,-0.0151928317354315
0.323,1.2040946117644,15,-0.0152040946066921
0.3235,0.965181951767216,15,-0.0152151819466949
0.324,0.72609649457875,15,-0.0152260964895065
0.3245,0.486840925020082,15,-0.0152368409199478
0.325,0.247417912243093,15,-0.0152474179071708
0.3255,0.0078300532552917,15,-0.015257830048183
0.326,-0.23192008652992,15,-0.0152680799083978
0.3265,-0.471829967023773,15,-0.0152781700279039
0.327,-0.711897107461867,15,-0.0152881028874659
0.3275,-0.95211905868325,15,-0.0152978809362445
0.328,-1.19249339822283,15,-0.0153075065967049
0.3285,-1.43301775855337,15,-0.0153169822363744
0.329,-1.67368980185454,15,-0.0153263101930732
0.3295,-1.91450721919936,15,-0.0153354927757284
0.33,-2.15546775157705,15,-0.0153445322433507
0.3305,-2.39656916915269,15,-0.015353430825775
0.331,-2.63780927170522,15,-0.0153621907232225
0.3315,-2.8791859012953,15,-0.0153708140936324
0.332,-3.12069692999174,15,-0.015379303064936
0.3325,-3.36234026178381,15,-0.0153876597331439
0.333,-3.60411383457522,15,-0.0153958861603525
0.3335,-3.84601561725711,15,-0.0154039843776706
0.334,-4.0880436096842,15,-0.0154119563852435
0.3345,-4.33019584204493,15,-0.0154198041528828
0.335,-4.57247038214024,15,-0.0154275296127875
0.335000000010145,-4.572470387057,15,-0.015427529612943
0.3355,-4.81291239042799,15,-0.015187087609572
0.336,-4.99999999998762,1.85744752911887e-07,-1.85757135895415e-10
0.3365,-5,0,-0
0.337,-5,0,-0
0.3375,-5,0,-0
0.338,-5,0,-0
0.3385,-5,0,-0
0.339,-5,0,-0
0.3395,-5,0,-0
0.34,-5,0,-0
0.3405,-5,0,-0
0.341,-5,0,-0
0.3415,-5,0,-0
0.342,-5,0,-0
0.3425,-5,0,-0
0.343,-5,0,-0
0.3435,-5,0,-0
0.344,-5,0,-0
0.3445,-5,0,-0
0.345,-5,0,-0
0.3455,-5,0,-0
0.346,-5,0,-0
0.3465,-5,0,-0
0.347,-5,0,-0
0.3475,-5,0,-0
0.348,-5,0,-0
0.3485,-5,0,-0
0.349,-5,0,-0
0.3495,-5,0,-0
0.35,-5,0,-0
0.3505,-5,0,-0
0.351,-5,0,-0
0.3515,-5,0,-0
0.352,-5,0,-0
0.3525,-5,0,-0
0.353,-5,0,-0
0.3535,-5,0,-0
0.354,-5,0,-0
0.3545,-5,0,-0
0.355,-5,0,-0
0.3555,-5,0,-0
0.356,-5,0,-0
0.3565,-5,0,-0
0.357,-5,0,-0
0.3575,-5,0,-0
0.358,-5,0,-0
0.3585,-5,0,-0
0.359,-5,0,-0
0.3595,-5,0,-0
0.36,-5,0,-0
0.3605,-5,0,-0
0.361,-5,0,-0
0.3615,-5,0,-0
0.362,-5,0,-0
0.3625,-5,0,-0
0.363,-5,0,-0
0.3635,-5,0,-0
0.364,-5,0,-0
0.3645,-5,0,-0
0.365,-5,0,-0
0.36500000001,-5,0,-0
0.36500000001,-5,0,-0
0.3655,-4.76508076462909,-15,0.0150150807596291
0.366,-4.52911418886151,-15,0.0150291141838615
0.3665,-4.29292887784055,-15,0.0150429288728406
0.367,-4.05652810412942,-15,0.0150565280991294
0.3675,-3.81991528928918,-15,0.0150699152842892
0.368,-3.58309381170578,-15,0.0150830938067058
0.3685,-3.34606692116403,-15,0.015096066916164
0.369,-3.10883783779843,-15,0.0151088378327984
0.3695,-2.87140973320423,-15,0.0151214097282042
0.37,-2.63378569332223,-15,0.0151337856883222
0.3705,-2.39596877100891,-15,0.0151459687660089
0.371,-2.15796198290971,-15,0.0151579619779097
0.3715,-1.9197682779135,-15,0.0151697682729135
0.372,-1.68139057289517,-15,0.0151813905678952
0.3725,-1.44283174043476,-15,0.0151928317354348
0.373,-1.2040946116953,-15,0.0152040946066953
0.3735,-0.965181951698064,-15,0.0152151819466981
0.374,-0.726096494509548,-15,0.0152260964895096
0.3745,-0.486840924950823,-15,0.0152368409199508
