"time","rho_a","rho_b","mu_a","mu_b","dp","m_flow1","m_flow2","der_m_flow1"
0.0156,0.1156,0.2078,0.01156,0.08312,-0.9844,-0.007913716304793,-0.000176052724236738,-0.00550126955746197
0.0162,0.1162,0.2081,0.01162,0.08324,-0.9838,-0.00791701289808526,-0.000176100210762333,-0.00548737764293959
0.0168,0.1168,0.2084,0.01168,0.08336,-0.9832,-0.00792030116142868,-0.000176146922701845,-0.0054735030492031
0.0174,0.1174,0.2087,0.01174,0.08348,-0.9826,-0.00792358110519396,-0.000176192864447672,-0.00545964570378397
0.018,0.118,0.209,0.0118,0.0836,-0.982,-0.00792685273970845,-0.000176238040359052,-0.00544580553454473
0.0186,0.1186,0.2093,0.01186,0.08372,-0.9814,-0.00793011607525629,-0.00017628245476238,-0.00543198246967684
0.0192,0.1192,0.2096,0.01192,0.08384,-0.9808,-0.00793337112207864,-0.000176326111951511,-0.00541817643769847
0.0198,0.1198,0.2099,0.01198,0.08396,-0.9802,-0.00793661789037387,-0.00017636901618807,-0.0054043873674524
0.0204,0.1204,0.2102,0.01204,0.08408,-0.9796,-0.00793985639029776,-0.000176411171701753,-0.00539061518810386
0.021,0.121,0.2105,0.0121,0.0842,-0.979,-0.00794308663196367,-0.000176452582690624,-0.00537685982913842
0.0216,0.1216,0.2108,0.01216,0.08432,-0.9784,-0.00794630862544276,-0.00017649325332141,-0.00536312122035993
0.0222,0.1222,0.2111,0.01222,0.08444,-0.9778,-0.00794952238076416,-0.000176533187729797,-0.00534939929188836
0.0228,0.1228,0.2114,0.01228,0.08456,-0.9772,-0.00795272790791518,-0.000176572390020713,-0.00533569397415783
0.0234,0.1234,0.2117,0.01234,0.08468,-0.9766,-0.00795592521684145,-0.000176610864268618,-0.00532200519791449
0.024,0.124,0.212,0.0124,0.0848,-0.976,-0.00795911431744718,-0.000176648614517784,-0.0053083328942145
0.0246,0.1246,0.2123,0.01246,0.08492,-0.9754,-0.00796229521959528,-0.000176685644782573,-0.00529467699442204
0.0252,0.1252,0.2126,0.01252,0.08504,-0.9748,-0.0079654679331076,-0.000176721959047718,-0.00528103743020728
0.0258,0.1258,0.2129,0.01258,0.08516,-0.9742,-0.00796863246776504,-0.000176757561268589,-0.0052674141335444
0.0264,0.1264,0.2132,0.01264,0.08528,-0.9736,-0.00797178883330782,-0.00017679245537147,-0.00525380703670961
0.027,0.127,0.2135,0.0127,0.0854,-0.973,-0.00797493703943557,-0.000176826645253818,-0.0052402160722792
0.0276,0.1276,0.2138,0.01276,0.08552,-0.9724,-0.0079780770958076,-0.000176860134784536,-0.0052266411731276
0.0282,0.1282,0.2141,0.01282,0.08564,-0.9718,-0.00798120901204301,-0.000176892927804229,-0.00521308227242544
0.0288,0.1288,0.2144,0.01288,0.08576,-0.9712,-0.00798433279772089,-0.000176925028125461,-0.00519953930363764
0.0294,0.1294,0.2147,0.01294,0.08588,-0.9706,-0.00798744846238051,-0.000176956439533015,-0.00518601220052152
0.03,0.13,0.215,0.013,0.086,-0.97,-0.00799055601552146,-0.000176987165784141,-0.0051725008971249
0.0306,0.1306,0.2153,0.01306,0.08612,-0.9694,-0.00799365546660387,-0.000177017210608811,-0.00515900532778422
0.0312,0.1312,0.2156,0.01312,0.08624,-0.9688,-0.00799674682504854,-0.00017704657770996,-0.00514552542712272
0.0318,0.1318,0.2159,0.01318,0.08636,-0.9682,-0.00799983010023713,-0.000177075270763738,-0.00513206113004856
0.0324,0.1324,0.2162,0.01324,0.08648,-0.9676,-0.00800290530151235,-0.000177103293419745,-0.00511861237175299
0.033,0.133,0.2165,0.0133,0.0866,-0.967,-0.00800597243817808,-0.000177130649301273,-0.00510517908770858
0.0336,0.1336,0.2168,0.01336,0.08672,-0.9664,-0.0080090315194996,-0.000177157342005545,-0.00509176121366735
0.0342,0.1342,0.2171,0.01342,0.08684,-0.9658,-0.00801208255470369,-0.000177183375103945,-0.00507835868565903
0.0348,0.1348,0.2174,0.01348,0.08696,-0.9652,-0.00801512555297886,-0.000177208752142253,-0.00506497143998925
0.0354,0.1354,0.2177,0.01354,0.08708,-0.9646,-0.00801816052347546,-0.000177233476640871,-0.00505159941323782
0.036,0.136,0.218,0.0136,0.0872,-0.964,-0.00802118747530589,-0.000177257552095053,-0.00503824254225693
0.0366,0.1366,0.2183,0.01366,0.08732,-0.9634,-0.00802420641754474,-0.000177280981975127,-0.00502490076416944
0.0372,0.1372,0.2186,0.01372,0.08744,-0.9628,-0.00802721735922895,-0.000177303769726718,-0.00501157401636716
0.0378,0.1378,0.2189,0.01378,0.08756,-0.9622,-0.00803022030935797,-0.000177325918770965,-0.00499826223650912
0.0384,0.1384,0.2192,0.01384,0.08768,-0.9616,-0.00803321527689393,-0.000177347432504742,-0.00498496536251988
0.039,0.139,0.2195,0.0139,0.0878,-0.961,-0.00803620227076181,-0.00017736831430087,-0.00497168333258785
0.0396,0.1396,0.2198,0.01396,0.08792,-0.9604,-0.00803918129984954,-0.000177388567508332,-0.00495841608516361
0.0402,0.1402,0.2201,0.01402,0.08804,-0.9598,-0.00804215237300824,-0.000177408195452479,-0.00494516355895822
0.0408,0.1408,0.2204,0.01408,0.08816,-0.9592,-0.00804511549905233,-0.000177427201435244,-0.00493192569294163
0.0414,0.1414,0.2207,0.01414,0.08828,-0.9586,-0.00804807068675966,-0.000177445588735343,-0.00491870242634097
0.042,0.142,0.221,0.0142,0.0884,-0.958,-0.00805101794487171,-0.000177463360608481,-0.004905493698639
0.0426,0.1426,0.2213,0.01426,0.08852,-0.9574,-0.00805395728209375,-0.000177480520287552,-0.00489229944957241
0.0432,0.1432,0.2216,0.01432,0.08864,-0.9568,-0.00805688870709492,-0.00017749707098284,-0.00487911961913031
0.0438,0.1438,0.2219,0.01438,0.08876,-0.9562,-0.00805981222850848,-0.000177513015882218,-0.00486595414755255
0.0444,0.1444,0.2222,0.01444,0.08888,-0.9556,-0.00806272785493186,-0.000177528358151338,-0.0048528029753282
0.045,0.145,0.2225,0.0145,0.089,-0.955,-0.00806563559492689,-0.00017754310093383,-0.00483966604319397
0.0456,0.1456,0.2228,0.01456,0.08912,-0.9544,-0.0080685354570199,-0.00017755724735149,-0.00482654329213261
0.0462,0.1462,0.2231,0.01462,0.08924,-0.9538,-0.0080714274497019,-0.000177570800504468,-0.00481343466337143
0.0468,0.1468,0.2234,0.01468,0.08936,-0.9532,-0.0080743115814287,-0.000177583763471461,-0.00480034009838073
0.0474,0.1474,0.2237,0.01474,0.08948,-0.9526,-0.00807718786062105,-0.000177596139309892,-0.00478725953887227
0.048,0.148,0.224,0.0148,0.0896,-0.952,-0.00808005629566483,-0.000177607931056096,-0.00477419292679776
0.0486,0.1486,0.2243,0.01486,0.08972,-0.9514,-0.00808291689491114,-0.000177619141725504,-0.00476114020434737
0.0492,0.1492,0.2246,0.01492,0.08984,-0.9508,-0.00808576966667646,-0.000177629774312818,-0.00474810131394825
0.0498,0.1498,0.2249,0.01498,0.08996,-0.9502,-0.00808861461924282,-0.000177639831792193,-0.00473507619826298
0.0504,0.1504,0.2252,0.01504,0.09008,-0.9496,-0.00809145176085789,-0.000177649317117408,-0.00472206480018821
0.051,0.151,0.2255,0.0151,0.0902,-0.949,-0.00809428109973519,-0.000177658233222047,-0.00470906706285309
0.0516,0.1516,0.2258,0.01516,0.09032,-0.9484,-0.00809710264405414,-0.000177666583019666,-0.0046960829296179
0.0522,0.1522,0.2261,0.01522,0.09044,-0.9478,-0.00809991640196027,-0.000177674369403966,-0.00468311234407256
0.0528,0.1528,0.2264,0.01528,0.09056,-0.9472,-0.00810272238156532,-0.000177681595248959,-0.00467015525003522
0.0534,0.1534,0.2267,0.01534,0.09068,-0.9466,-0.00810552059094742,-0.000177688263409142,-0.00465721159155086
0.054,0.154,0.227,0.0154,0.0908,-0.946,-0.00810831103815115,-0.000177694376719652,-0.00464428131288984
0.0546,0.1546,0.2273,0.01546,0.09092,-0.9454,-0.00811109373118775,-0.000177699937996442,-0.00463136435854653
0.0552,0.1552,0.2276,0.01552,0.09104,-0.9448,-0.00811386867803521,-0.000177704950036431,-0.00461846067323791
0.0558,0.1558,0.2279,0.01558,0.09116,-0.9442,-0.00811663588663843,-0.000177709415617674,-0.00460557020190217
0.0564,0.1564,0.2282,0.01564,0.09128,-0.9436,-0.00811939536490932,-0.000177713337499517,-0.0045926928896974
0.057,0.157,0.2285,0.0157,0.0914,-0.943,-0.00812214712072696,-0.000177716718422753,-0.00457982868200016
0.0576,0.1576,0.2288,0.01576,0.09152,-0.9424,-0.00812489116193773,-0.00017771956110978,-0.00456697752440416
0.0582,0.1582,0.2291,0.01582,0.09164,-0.9418,-0.00812762749635543,-0.000177721868264755,-0.00455413936271893
0.0588,0.1588,0.2294,0.01588,0.09176,-0.9412,-0.00813035613176138,-0.000177723642573743,-0.00454131414296846
0.0594,0.1594,0.2297,0.01594,0.09188,-0.9406,-0.00813307707590462,-0.000177724886704874,-0.00452850181138988
0.06,0.16,0.23,0.016,0.092,-0.94,-0.00813579033650197,-0.000177725603308488,-0.00451570231443218
0.0606,0.1606,0.2303,0.01606,0.09212,-0.9394,-0.0081384959212382,-0.000177725795017285,-0.00450291559875485
0.0612,0.1612,0.2306,0.01612,0.09224,-0.9388,-0.00814119383776611,-0.000177725464446471,-0.00449014161122664
0.0618,0.1618,0.2309,0.01618,0.09236,-0.9382,-0.00814388409370671,-0.000177724614193902,-0.00447738029892423
0.0624,0.1624,0.2312,0.01624,0.09248,-0.9376,-0.00814656669664932,-0.00017772324684023,-0.00446463160913096
0.063,0.163,0.2315,0.0163,0.0926,-0.937,-0.00814924165415167,-0.000177721364949043,-0.00445189548933558
0.0636,0.1636,0.2318,0.01636,0.09272,-0.9364,-0.00815190897374006,-0.000177718971067008,-0.00443917188723097
0.0642,0.1642,0.2321,0.01642,0.09284,-0.9358,-0.00815456866290946,-0.000177716067724009,-0.00442646075071289
0.0648,0.1648,0.2324,0.01648,0.09296,-0.9352,-0.00815722072912365,-0.000177712657433284,-0.00441376202787875
0.0654,0.1654,0.2327,0.01654,0.09308,-0.9346,-0.00815986517981531,-0.000177708742691565,-0.00440107566702634
0.066,0.166,0.233,0.0166,0.0932,-0.934,-0.00816250202238617,-0.000177704325979209,-0.00438840161665265
0.0666,0.1666,0.2333,0.01666,0.09332,-0.9334,-0.00816513126420713,-0.000177699409760336,-0.0043757398254526
0.0672,0.1672,0.2336,0.01672,0.09344,-0.9328,-0.00816775291261833,-0.000177693996482961,-0.00436309024231789
0.0678,0.1678,0.2339,0.01678,0.09356,-0.9322,-0.00817036697492934,-0.000177688088579121,-0.00435045281633575
0.0684,0.1684,0.2342,0.01684,0.09368,-0.9316,-0.00817297345841922,-0.000177681688465013,-0.00433782749678773
0.069,0.169,0.2345,0.0169,0.0938,-0.931,-0.00817557237033666,-0.000177674798541116,-0.00432521423314859
0.0696,0.1696,0.2348,0.01696,0.09392,-0.9304,-0.00817816371790011,-0.000177667421192319,-0.00431261297508505
0.0702,0.1702,0.2351,0.01702,0.09404,-0.9298,-0.00818074750829785,-0.000177659558788055,-0.00430002367245465
0.0708,0.1708,0.2354,0.01708,0.09416,-0.9292,-0.00818332374868815,-0.000177651213682415,-0.00428744627530457
0.0714,0.1714,0.2357,0.01714,0.09428,-0.9286,-0.00818589244619936,-0.00017764238821428,-0.00427488073387051
0.072,0.172,0.236,0.0172,0.0944,-0.928,-0.00818845360793002,-0.000177633084707441,-0.0042623269985755
0.0726,0.1726,0.2363,0.01726,0.09452,-0.9274,-0.008191007240949,-0.000177623305470721,-0.00424978502002879
0.0732,0.1732,0.2366,0.01732,0.09464,-0.9268,-0.00819355335229556,-0.000177613052798094,-0.00423725474902471
0.0738,0.1738,0.2369,0.01738,0.09476,-0.9262,-0.00819609194897953,-0.000177602328968806,-0.00422473613654154
0.0744,0.1744,0.2372,0.01744,0.09488,-0.9256,-0.00819862303798135,-0.000177591136247492,-0.0042122291337404
0.075,0.175,0.2375,0.0175,0.095,-0.925,-0.00820114662625222,-0.000177579476884293,-0.00419973369196415
0.0756,0.1756,0.2378,0.01756,0.09512,-0.9244,-0.00820366272071421,-0.000177567353114972,-0.00418724976273626
0.0762,0.1762,0.2381,0.01762,0.09524,-0.9238,-0.00820617132826035,-0.00017755476716103,-0.00417477729775974
0.0768,0.1768,0.2384,0.01768,0.09536,-0.9232,-0.00820867245575475,-0.000177541721229815,-0.00416231624891604
0.0774,0.1774,0.2387,0.01774,0.09548,-0.9226,-0.00821116611003269,-0.000177528217514642,-0.00414986656826398
0.078,0.178,0.239,0.0178,0.0956,-0.922,-0.00821365229790075,-0.000177514258194897,-0.00413742820803866
0.0786,0.1786,0.2393,0.01786,0.09572,-0.9214,-0.0082161310261369,-0.000177499845436152,-0.00412500112065042
0.0792,0.1792,0.2396,0.01792,0.09584,-0.9208,-0.00821860230149062,-0.000177484981390271,-0.00411258525868376
0.0798,0.1798,0.2399,0.01798,0.09596,-0.9202,-0.00822106613068296,-0.000177469668195524,-0.00410018057489629
0.0804,0.1804,0.2402,0.01804,0.09608,-0.9196,-0.00822352252040671,-0.000177453907976687,-0.00408778702221768
0.081,0.181,0.2405,0.0181,0.0962,-0.919,-0.00822597147732646,-0.000177437702845152,-0.00407540455374864
0.0816,0.1816,0.2408,0.01816,0.09632,-0.9184,-0.0082284130080787,-0.000177421054899034,-0.00406303312275987
0.0822,0.1822,0.2411,0.01822,0.09644,-0.9178,-0.00823084711927195,-0.000177403966223271,-0.00405067268269106
0.0828,0.1828,0.2414,0.01828,0.09656,-0.9172,-0.00823327381748684,-0.00017738643888973,-0.00403832318714982
0.0834,0.1834,0.2417,0.01834,0.09668,-0.9166,-0.00823569310927619,-0.000177368474957311,-0.00402598458991073
0.084,0.184,0.242,0.0184,0.0968,-0.916,-0.00823810500116518,-0.000177350076472042,-0.00401365684491429
0.0846,0.1846,0.2423,0.01846,0.09692,-0.9154,-0.00824050949965136,-0.000177331245467186,-0.00400133990626593
0.0852,0.1852,0.2426,0.01852,0.09704,-0.9148,-0.00824290661120482,-0.000177311983963339,-0.00398903372823506
0.0858,0.1858,0.2429,0.01858,0.09716,-0.9142,-0.00824529634226825,-0.000177292293968524,-0.00397673826525402
0.0864,0.1864,0.2432,0.01864,0.09728,-0.9136,-0.00824767869925705,-0.000177272177478296,-0.00396445347191711
0.087,0.187,0.2435,0.0187,0.0974,-0.913,-0.00825005368855943,-0.000177251636475833,-0.00395217930297968
0.0876,0.1876,0.2438,0.01876,0.09752,-0.9124,-0.00825242131653649,-0.000177230672932032,-0.00393991571335708
0.0882,0.1882,0.2441,0.01882,0.09764,-0.9118,-0.00825478158952234,-0.000177209288805608,-0.00392766265812376
0.0888,0.1888,0.2444,0.01888,0.09776,-0.9112,-0.00825713451382416,-0.000177187486043184,-0.00391542009251227
0.0894,0.1894,0.2447,0.01894,0.09788,-0.9106,-0.00825948009572235,-0.000177165266579387,-0.00390318797191235
0.09,0.19,0.245,0.019,0.098,-0.91,-0.00826181834147057,-0.000177142632336937,-0.00389096625186997
0.0906,0.1906,0.2453,0.01906,0.09812,-0.9094,-0.00826414925729585,-0.000177119585226743,-0.00387875488808637
0.0912,0.1912,0.2456,0.01912,0.09824,-0.9088,-0.00826647284939869,-0.00017709612714799,-0.00386655383641717
0.0918,0.1918,0.2459,0.01918,0.09836,-0.9082,-0.00826878912395317,-0.000177072259988228,-0.00385436305287143
0.0924,0.1924,0.2462,0.01924,0.09848,-0.9076,-0.00827109808710699,-0.000177047985623466,-0.00384218249361071
0.093,0.193,0.2465,0.0193,0.0986,-0.907,-0.00827339974498162,-0.000177023305918254,-0.00383001211494818
0.0936,0.1936,0.2468,0.01936,0.09872,-0.9064,-0.00827569410367234,-0.000176998222725776,-0.00381785187334772
0.0942,0.1942,0.2471,0.01942,0.09884,-0.9058,-0.00827798116924837,-0.000176972737887931,-0.00380570172542298
0.0948,0.1948,0.2474,0.01948,0.09896,-0.9052,-0.00828026094775294,-0.000176946853235423,-0.00379356162793651
0.0954,0.1954,0.2477,0.01954,0.09908,-0.9046,-0.00828253344520337,-0.000176920570587846,-0.00378143153779889
0.096,0.196,0.248,0.0196,0.0992,-0.904,-0.00828479866759118,-0.000176893891753764,-0.00376931141206778
0.0966,0.1966,0.2483,0.01966,0.09932,-0.9034,-0.00828705662088217,-0.000176866818530798,-0.00375720120794712
0.0972,0.1972,0.2486,0.01972,0.09944,-0.9028,-0.00828930731101651,-0.000176839352705709,-0.0037451008827862
0.0978,0.1978,0.2489,0.01978,0.09956,-0.9022,-0.0082915507439088,-0.000176811496054477,-0.00373301039407879
0.0984,0.1984,0.2492,0.01984,0.09968,-0.9016,-0.00829378692544822,-0.000176783250342386,-0.00372092969946233
0.099,0.199,0.2495,0.0199,0.0998,-0.901,-0.00829601586149853,-0.000176754617324099,-0.003708858756717
0.0996,0.1996,0.2498,0.01996,0.09992,-0.9004,-0.00829823755789823,-0.000176725598743745,-0.00369679752376492
0.1002,0.2002,0.2501,0.02002,0.10004,-0.8998,-0.00830045202046062,-0.000176696196334992,-0.00368474595866928
0.1008,0.2008,0.2504,0.02008,0.10016,-0.8992,-0.00830265925497385,-0.000176666411821126,-0.00367270401963351
0.1014,0.2014,0.2507,0.02014,0.10028,-0.8986,-0.00830485926720106,-0.000176636246915133,-0.00366067166500043
0.102,0.202,0.251,0.0202,0.1004,-0.898,-0.00830705206288043,-0.000176605703319772,-0.00364864885325141
0.1026,0.2026,0.2513,0.02026,0.10052,-0.8974,-0.00830923764772526,-0.00017657478272765,-0.00363663554300558
0.1032,0.2032,0.2516,0.02032,0.10064,-0.8968,-0.00831141602742408,-0.000176543486821302,-0.00362463169301896
0.1038,0.2038,0.2519,0.02038,0.10076,-0.8962,-0.00831358720764071,-0.000176511817273263,-0.00361263726218368
0.1044,0.2044,0.2522,0.02044,0.10088,-0.8956,-0.00831575119401434,-0.000176479775746142,-0.00360065220952714
0.105,0.205,0.2525,0.0205,0.101,-0.895,-0.00831790799215961,-0.000176447363892696,-0.00358867649421124
0.1056,0.2056,0.2528,0.02056,0.10112,-0.8944,-0.00832005760766672,-0.000176414583355905,-0.00357671007553153
0.1062,0.2062,0.2531,0.02062,0.10124,-0.8938,-0.00832220004610146,-0.000176381435769039,-0.00356475291291645
0.1068,0.2068,0.2534,0.02068,0.10136,-0.8932,-0.00832433531300534,-0.000176347922755736,-0.00355280496592652
0.1074,0.2074,0.2537,0.02074,0.10148,-0.8926,-0.00832646341389564,-0.000176314045930068,-0.00354086619425357
0.108,0.208,0.254,0.0208,0.1016,-0.892,-0.00832858435426547,-0.000176279806896614,-0.00352893655771991
0.1086,0.2086,0.2543,0.02086,0.10172,-0.8914,-0.00833069813958392,-0.000176245207250529,-0.00351701601627762
0.1092,0.2092,0.2546,0.02092,0.10184,-0.8908,-0.00833280477529604,-0.000176210248577613,-0.00350510453000772
0.1098,0.2098,0.2549,0.02098,0.10196,-0.8902,-0.008334904266823,-0.000176174932454379,-0.00349320205911943
0.1104,0.2104,0.2552,0.02104,0.10208,-0.8896,-0.00833699661956213,-0.000176139260448122,-0.00348130856394939
0.111,0.211,0.2555,0.0211,0.1022,-0.889,-0.00833908183888698,-0.000176103234116984,-0.00346942400496091
0.1116,0.2116,0.2558,0.02116,0.10232,-0.8884,-0.00834115993014743,-0.000176066855010025,-0.00345754834274321
0.1122,0.2122,0.2561,0.02122,0.10244,-0.8878,-0.00834323089866976,-0.000176030124667285,-0.00344568153801068
0.1128,0.2128,0.2564,0.02128,0.10256,-0.8872,-0.00834529474975671,-0.000175993044619851,-0.0034338235516021
0.1134,0.2134,0.2567,0.02134,0.10268,-0.8866,-0.00834735148868754,-0.000175955616389922,-0.00342197434447995
0.114,0.214,0.257,0.0214,0.1028,-0.886,-0.00834940112071816,-0.000175917841490875,-0.00341013387772961
0.1146,0.2146,0.2573,0.02146,0.10292,-0.8854,-0.00835144365108113,-0.000175879721427326,-0.00339830211255869
0.1152,0.2152,0.2576,0.02152,0.10304,-0.8848,-0.00835347908498581,-0.000175841257695193,-0.00338647901029626
0.1158,0.2158,0.2579,0.02158,0.10316,-0.8842,-0.00835550742761836,-0.000175802451781764,-0.00337466453239211
0.1164,0.2164,0.2582,0.02164,0.10328,-0.8836,-0.00835752868414186,-0.000175763305165753,-0.0033628586404161
0.117,0.217,0.2585,0.0217,0.1034,-0.883,-0.00835954285969638,-0.000175723819317364,-0.00335106129605735
0.1176,0.2176,0.2588,0.02176,0.10352,-0.8824,-0.00836154995939902,-0.000175683995698355,-0.00333927246112362
0.1182,0.2182,0.2591,0.02182,0.10364,-0.8818,-0.008363549988344,-0.000175643835762094,-0.00332749209754052
0.1188,0.2188,0.2594,0.02188,0.10376,-0.8812,-0.00836554295160274,-0.00017560334095362,-0.00331572016735086
0.1194,0.2194,0.2597,0.02194,0.10388,-0.8806,-0.00836752885422393,-0.000175562512709706,-0.00330395663271393
0.12,0.22,0.26,0.022,0.104,-0.88,-0.00836950770123357,-0.000175521352458914,-0.00329220145590481
0.1206,0.2206,0.2603,0.02206,0.10412,-0.8794,-0.00837147949763506,-0.000175479861621657,-0.00328045459931367
0.1212,0.2212,0.2606,0.02212,0.10424,-0.8788,-0.00837344424840929,-0.000175438041610255,-0.00326871602544507
0.1218,0.2218,0.2609,0.02218,0.10436,-0.8782,-0.00837540195851466,-0.00017539589382899,-0.00325698569691732
0.1224,0.2224,0.2612,0.02224,0.10448,-0.8776,-0.0083773526328872,-0.00017535341967417,-0.00324526357646177
0.123,0.223,0.2615,0.0223,0.1046,-0.877,-0.0083792962764406,-0.00017531062053418,-0.0032335496269221
0.1236,0.2236,0.2618,0.02236,0.10472,-0.8764,-0.00838123289406628,-0.000175267497789538,-0.00322184381125372
0.1242,0.2242,0.2621,0.02242,0.10484,-0.8758,-0.00838316249063349,-0.000175224052812955,-0.00321014609252304
0.1248,0.2248,0.2624,0.02248,0.10496,-0.8752,-0.00838508507098933,-0.000175180286969387,-0.00319845643390685
0.1254,0.2254,0.2627,0.02254,0.10508,-0.8746,-0.00838700063995886,-0.000175136201616087,-0.00318677479869163
0.126,0.226,0.263,0.0226,0.1052,-0.874,-0.00838890920234512,-0.000175091798102667,-0.00317510115027288
0.1266,0.2266,0.2633,0.02266,0.10532,-0.8734,-0.00839081076292924,-0.000175047077771143,-0.00316343545215452
0.1272,0.2272,0.2636,0.02272,0.10544,-0.8728,-0.00839270532647049,-0.000175002041955997,-0.00315177766794817
0.1278,0.2278,0.2639,0.02278,0.10556,-0.8722,-0.00839459289770631,-0.00017495669198422,-0.00314012776137258
0.1284,0.2284,0.2642,0.02284,0.10568,-0.8716,-0.00839647348135242,-0.000174911029175374,-0.00312848569625292
0.129,0.229,0.2645,0.0229,0.1058,-0.871,-0.00839834708210289,-0.000174865054841638,-0.00311685143652016
0.1296,0.2296,0.2648,0.02296,0.10592,-0.8704,-0.00840021370463013,-0.000174818770287861,-0.00310522494621047
0.1302,0.2302,0.2651,0.02302,0.10604,-0.8698,-0.00840207335358505,-0.000174772176811614,-0.00309360618946455
0.1308,0.2308,0.2654,0.02308,0.10616,-0.8692,-0.00840392603359705,-0.000174725275703241,-0.003081995130527
0.1314,0.2314,0.2657,0.02314,0.10628,-0.8686,-0.00840577174927411,-0.000174678068245906,-0.00307039173374572
0.132,0.232,0.266,0.0232,0.1064,-0.868,-0.00840761050520287,-0.000174630555715648,-0.00305879596357126
0.1326,0.2326,0.2663,0.02326,0.10652,-0.8674,-0.00840944230594863,-0.000174582739381425,-0.00304720778455623
0.1332,0.2332,0.2666,0.02332,0.10664,-0.8668,-0.00841126715605549,-0.000174534620505168,-0.00303562716135466
0.1338,0.2338,0.2669,0.02338,0.10676,-0.8662,-0.00841308506004637,-0.000174486200341825,-0.00302405405872142
0.1344,0.2344,0.2672,0.02344,0.10688,-0.8656,-0.00841489602242305,-0.000174437480139413,-0.00301248844151156
0.135,0.235,0.2675,0.0235,0.107,-0.865,-0.00841670004766626,-0.000174388461139064,-0.00300093027467977
0.1356,0.2356,0.2678,0.02356,0.10712,-0.8644,-0.00841849714023575,-0.000174339144575073,-0.00298937952327973
0.1362,0.2362,0.2681,0.02362,0.10724,-0.8638,-0.00842028730457031,-0.000174289531674944,-0.00297783615246351
0.1368,0.2368,0.2684,0.02368,0.10736,-0.8632,-0.00842207054508787,-0.000174239623659438,-0.00296630012748102
0.1374,0.2374,0.2687,0.02374,0.10748,-0.8626,-0.00842384686618552,-0.000174189421742619,-0.00295477141367938
0.138,0.238,0.269,0.0238,0.1076,-0.862,-0.00842561627223961,-0.000174138927131898,-0.00294324997650233
