"time","dFFREG.dFFR.clock","dFFREG.dFFR.reset","dFFREG.delay.inertialDelaySensitive[1].x","dFFREG.delay.inertialDelaySensitive[1].y","dFFREG.delay.inertialDelaySensitive[2].x","dFFREG.delay.inertialDelaySensitive[2].y"
0.76,3,3,1,1,1,1
0.765,3,3,1,1,1,1
0.77,3,3,1,1,1,1
0.775,3,3,1,1,1,1
0.78,3,3,1,1,1,1
0.785,3,3,1,1,1,1
0.79,3,3,1,1,1,1
0.795,3,3,1,1,1,1
0.8,3,3,1,1,1,1
0.805,3,3,1,1,1,1
0.81,3,3,1,1,1,1
0.815,3,3,1,1,1,1
0.82,3,3,1,1,1,1
0.825,3,3,1,1,1,1
0.83,3,3,1,1,1,1
0.835,3,3,1,1,1,1
0.84,3,3,1,1,1,1
0.845,3,3,1,1,1,1
0.85,3,3,1,1,1,1
0.855,3,3,1,1,1,1
0.86,3,3,1,1,1,1
0.865,3,3,1,1,1,1
0.87,3,3,1,1,1,1
0.875,3,3,1,1,1,1
0.88,3,3,1,1,1,1
0.885,3,3,1,1,1,1
0.89,3,3,1,1,1,1
0.895,3,3,1,1,1,1
0.9,3,3,1,1,1,1
0.905,3,3,1,1,1,1
0.91,3,3,1,1,1,1
0.915,3,3,1,1,1,1
0.92,3,3,1,1,1,1
0.925,3,3,1,1,1,1
0.93,3,3,1,1,1,1
0.935,3,3,1,1,1,1
0.94,3,3,1,1,1,1
0.945,3,3,1,1,1,1
0.95,3,3,1,1,1,1
0.955,3,3,1,1,1,1
0.96,3,3,1,1,1,1
0.965,3,3,1,1,1,1
0.97,3,3,1,1,1,1
0.975,3,3,1,1,1,1
0.98,3,3,1,1,1,1
0.985,3,3,1,1,1,1
0.99,3,3,1,1,1,1
0.995,3,3,1,1,1,1
1,3,3,1,1,1,1
1,3,4,3,1,3,1
1.005,3,4,3,1,3,1
1.01,3,4,3,1,3,1
1.015,3,4,3,1,3,1
1.02,3,4,3,1,3,1
1.025,3,4,3,1,3,1
1.03,3,4,3,1,3,1
1.035,3,4,3,1,3,1
1.04,3,4,3,1,3,1
1.045,3,4,3,1,3,1
1.05,3,4,3,1,3,1
1.055,3,4,3,1,3,1
1.06,3,4,3,1,3,1
1.065,3,4,3,1,3,1
1.07,3,4,3,1,3,1
1.075,3,4,3,1,3,1
1.08,3,4,3,1,3,1
1.085,3,4,3,1,3,1
1.09,3,4,3,1,3,1
1.095,3,4,3,1,3,1
1.1,3,4,3,1,3,1
1.105,3,4,3,1,3,1
1.11,3,4,3,1,3,1
1.115,3,4,3,1,3,1
1.12,3,4,3,1,3,1
1.125,3,4,3,1,3,1
1.13,3,4,3,1,3,1
1.135,3,4,3,1,3,1
1.14,3,4,3,1,3,1
1.145,3,4,3,1,3,1
1.15,3,4,3,1,3,1
1.155,3,4,3,1,3,1
1.16,3,4,3,1,3,1
1.165,3,4,3,1,3,1
1.17,3,4,3,1,3,1
1.175,3,4,3,1,3,1
1.18,3,4,3,1,3,1
1.185,3,4,3,1,3,1
1.19,3,4,3,1,3,1
1.195,3,4,3,1,3,1
1.2,3,4,3,1,3,1
1.205,3,4,3,1,3,1
1.21,3,4,3,1,3,1
1.215,3,4,3,1,3,1
1.22,3,4,3,1,3,1
1.225,3,4,3,1,3,1
1.23,3,4,3,1,3,1
1.235,3,4,3,1,3,1
1.24,3,4,3,1,3,1
1.245,3,4,3,1,3,1
1.25,3,4,3,1,3,1
1.255,3,4,3,1,3,1
1.26,3,4,3,1,3,1
1.265,3,4,3,1,3,1
1.27,3,4,3,1,3,1
1.275,3,4,3,1,3,1
1.28,3,4,3,1,3,1
1.285,3,4,3,1,3,1
1.29,3,4,3,1,3,1
1.295,3,4,3,1,3,1
1.3,3,4,3,1,3,1
1.305,3,4,3,1,3,1
1.31,3,4,3,1,3,1
1.315,3,4,3,1,3,1
1.32,3,4,3,1,3,1
1.325,3,4,3,1,3,1
1.33,3,4,3,1,3,1
1.335,3,4,3,1,3,1
1.34,3,4,3,1,3,1
1.345,3,4,3,1,3,1
1.35,3,4,3,1,3,1
1.355,3,4,3,1,3,1
1.36,3,4,3,1,3,1
1.365,3,4,3,1,3,1
1.37,3,4,3,1,3,1
1.375,3,4,3,1,3,1
1.38,3,4,3,1,3,1
1.385,3,4,3,1,3,1
1.39,3,4,3,1,3,1
1.395,3,4,3,1,3,1
1.4,3,4,3,1,3,1
1.405,3,4,3,1,3,1
1.41,3,4,3,1,3,1
1.415,3,4,3,1,3,1
1.42,3,4,3,1,3,1
1.425,3,4,3,1,3,1
1.43,3,4,3,1,3,1
1.435,3,4,3,1,3,1
1.44,3,4,3,1,3,1
1.445,3,4,3,1,3,1
1.45,3,4,3,1,3,1
1.455,3,4,3,1,3,1
1.46,3,4,3,1,3,1
1.465,3,4,3,1,3,1
1.47,3,4,3,1,3,1
1.475,3,4,3,1,3,1
1.48,3,4,3,1,3,1
1.485,3,4,3,1,3,1
1.49,3,4,3,1,3,1
1.495,3,4,3,1,3,1
1.5,3,4,3,1,3,1
1.505,3,4,3,1,3,1
1.51,3,4,3,1,3,1
1.515,3,4,3,1,3,1
1.52,3,4,3,1,3,1
1.525,3,4,3,1,3,1
1.53,3,4,3,1,3,1
1.535,3,4,3,1,3,1
1.54,3,4,3,1,3,1
1.545,3,4,3,1,3,1
1.55,3,4,3,1,3,1
1.555,3,4,3,1,3,1
1.56,3,4,3,1,3,1
1.565,3,4,3,1,3,1
1.57,3,4,3,1,3,1
1.575,3,4,3,1,3,1
1.58,3,4,3,1,3,1
1.585,3,4,3,1,3,1
1.59,3,4,3,1,3,1
1.595,3,4,3,1,3,1
1.6,3,4,3,1,3,1
1.605,3,4,3,1,3,1
1.61,3,4,3,1,3,1
1.615,3,4,3,1,3,1
1.62,3,4,3,1,3,1
1.625,3,4,3,1,3,1
1.63,3,4,3,1,3,1
1.635,3,4,3,1,3,1
1.64,3,4,3,1,3,1
1.645,3,4,3,1,3,1
1.65,3,4,3,1,3,1
1.655,3,4,3,1,3,1
1.66,3,4,3,1,3,1
1.665,3,4,3,1,3,1
1.67,3,4,3,1,3,1
1.675,3,4,3,1,3,1
1.68,3,4,3,1,3,1
1.685,3,4,3,1,3,1
1.69,3,4,3,1,3,1
1.695,3,4,3,1,3,1
1.7,3,4,3,1,3,1
1.705,3,4,3,1,3,1
1.71,3,4,3,1,3,1
1.715,3,4,3,1,3,1
1.72,3,4,3,1,3,1
1.725,3,4,3,1,3,1
1.73,3,4,3,1,3,1
1.735,3,4,3,1,3,1
1.74,3,4,3,1,3,1
1.745,3,4,3,1,3,1
1.75,3,4,3,1,3,1
1.755,3,4,3,1,3,1
1.76,3,4,3,1,3,1
1.765,3,4,3,1,3,1
1.77,3,4,3,1,3,1
1.775,3,4,3,1,3,1
1.78,3,4,3,1,3,1
1.785,3,4,3,1,3,1
1.79,3,4,3,1,3,1
1.795,3,4,3,1,3,1
1.8,3,4,3,1,3,1
1.805,3,4,3,1,3,1
1.81,3,4,3,1,3,1
1.815,3,4,3,1,3,1
1.82,3,4,3,1,3,1
1.825,3,4,3,1,3,1
1.83,3,4,3,1,3,1
1.835,3,4,3,1,3,1
1.84,3,4,3,1,3,1
1.845,3,4,3,1,3,1
1.85,3,4,3,1,3,1
1.855,3,4,3,1,3,1
1.86,3,4,3,1,3,1
1.865,3,4,3,1,3,1
1.87,3,4,3,1,3,1
1.875,3,4,3,1,3,1
1.88,3,4,3,1,3,1
1.885,3,4,3,1,3,1
1.89,3,4,3,1,3,1
1.895,3,4,3,1,3,1
1.9,3,4,3,1,3,1
1.905,3,4,3,1,3,1
1.91,3,4,3,1,3,1
1.915,3,4,3,1,3,1
1.92,3,4,3,1,3,1
1.925,3,4,3,1,3,1
1.93,3,4,3,1,3,1
1.935,3,4,3,1,3,1
1.94,3,4,3,1,3,1
1.945,3,4,3,1,3,1
1.95,3,4,3,1,3,1
1.955,3,4,3,1,3,1
1.96,3,4,3,1,3,1
1.965,3,4,3,1,3,1
1.97,3,4,3,1,3,1
1.975,3,4,3,1,3,1
1.98,3,4,3,1,3,1
1.985,3,4,3,1,3,1
1.99,3,4,3,1,3,1
1.995,3,4,3,1,3,1
2,3,4,3,1,3,1
2,3,3,3,1,3,1
2.005,3,3,3,1,3,1
2.01,3,3,3,1,3,1
2.015,3,3,3,1,3,1
2.02,3,3,3,1,3,1
2.025,3,3,3,1,3,1
2.03,3,3,3,1,3,1
2.035,3,3,3,1,3,1
2.04,3,3,3,1,3,1
2.045,3,3,3,1,3,1
2.05,3,3,3,1,3,1
2.055,3,3,3,1,3,1
2.06,3,3,3,1,3,1
2.065,3,3,3,1,3,1
2.07,3,3,3,1,3,1
2.075,3,3,3,1,3,1
2.08,3,3,3,1,3,1
2.085,3,3,3,1,3,1
2.09,3,3,3,1,3,1
2.095,3,3,3,1,3,1
2.1,3,3,3,1,3,1
2.105,3,3,3,1,3,1
2.11,3,3,3,1,3,1
2.115,3,3,3,1,3,1
2.12,3,3,3,1,3,1
2.125,3,3,3,1,3,1
2.13,3,3,3,1,3,1
2.135,3,3,3,1,3,1
2.14,3,3,3,1,3,1
2.145,3,3,3,1,3,1
2.15,3,3,3,1,3,1
2.155,3,3,3,1,3,1
2.16,3,3,3,1,3,1
2.165,3,3,3,1,3,1
2.17,3,3,3,1,3,1
2.175,3,3,3,1,3,1
2.18,3,3,3,1,3,1
2.185,3,3,3,1,3,1
2.19,3,3,3,1,3,1
2.195,3,3,3,1,3,1
2.2,3,3,3,1,3,1
2.205,3,3,3,1,3,1
2.21,3,3,3,1,3,1
2.215,3,3,3,1,3,1
2.22,3,3,3,1,3,1
2.225,3,3,3,1,3,1
2.23,3,3,3,1,3,1
2.235,3,3,3,1,3,1
2.24,3,3,3,1,3,1
2.245,3,3,3,1,3,1
2.25,3,3,3,1,3,1
2.255,3,3,3,1,3,1
2.26,3,3,3,1,3,1
2.265,3,3,3,1,3,1
2.27,3,3,3,1,3,1
2.275,3,3,3,1,3,1
2.28,3,3,3,1,3,1
2.285,3,3,3,1,3,1
2.29,3,3,3,1,3,1
2.295,3,3,3,1,3,1
2.3,3,3,3,1,3,1
2.305,3,3,3,1,3,1
2.31,3,3,3,1,3,1
2.315,3,3,3,1,3,1
2.32,3,3,3,1,3,1
2.325,3,3,3,1,3,1
2.33,3,3,3,1,3,1
2.335,3,3,3,1,3,1
2.34,3,3,3,1,3,1
2.345,3,3,3,1,3,1
2.35,3,3,3,1,3,1
2.355,3,3,3,1,3,1
2.36,3,3,3,1,3,1
2.365,3,3,3,1,3,1
2.37,3,3,3,1,3,1
2.375,3,3,3,1,3,1
2.38,3,3,3,1,3,1
2.385,3,3,3,1,3,1
2.39,3,3,3,1,3,1
2.395,3,3,3,1,3,1
2.4,3,3,3,1,3,1
2.405,3,3,3,1,3,1
2.41,3,3,3,1,3,1
2.415,3,3,3,1,3,1
2.42,3,3,3,1,3,1
2.425,3,3,3,1,3,1
2.43,3,3,3,1,3,1
2.435,3,3,3,1,3,1
2.44,3,3,3,1,3,1
2.445,3,3,3,1,3,1
2.45,3,3,3,1,3,1
2.455,3,3,3,1,3,1
2.46,3,3,3,1,3,1
2.465,3,3,3,1,3,1
2.47,3,3,3,1,3,1
2.475,3,3,3,1,3,1
2.48,3,3,3,1,3,1
2.485,3,3,3,1,3,1
2.49,3,3,3,1,3,1
2.495,3,3,3,1,3,1
2.5,3,3,3,1,3,1
2.505,3,3,3,1,3,1
2.51,3,3,3,1,3,1
2.515,3,3,3,1,3,1
2.52,3,3,3,1,3,1
2.525,3,3,3,1,3,1
2.53,3,3,3,1,3,1
2.535,3,3,3,1,3,1
2.54,3,3,3,1,3,1
2.545,3,3,3,1,3,1
2.55,3,3,3,1,3,1
2.555,3,3,3,1,3,1
2.56,3,3,3,1,3,1
2.565,3,3,3,1,3,1
2.57,3,3,3,1,3,1
2.575,3,3,3,1,3,1
2.58,3,3,3,1,3,1
2.585,3,3,3,1,3,1
2.59,3,3,3,1,3,1
2.595,3,3,3,1,3,1
2.6,3,3,3,1,3,1
2.605,3,3,3,1,3,1
2.61,3,3,3,1,3,1
2.615,3,3,3,1,3,1
2.62,3,3,3,1,3,1
2.625,3,3,3,1,3,1
2.63,3,3,3,1,3,1
2.635,3,3,3,1,3,1
2.64,3,3,3,1,3,1
2.645,3,3,3,1,3,1
2.65,3,3,3,1,3,1
2.655,3,3,3,1,3,1
2.66,3,3,3,1,3,1
2.665,3,3,3,1,3,1
2.67,3,3,3,1,3,1
2.675,3,3,3,1,3,1
2.68,3,3,3,1,3,1
2.685,3,3,3,1,3,1
2.69,3,3,3,1,3,1
2.695,3,3,3,1,3,1
2.7,3,3,3,1,3,1
2.705,3,3,3,1,3,1
2.71,3,3,3,1,3,1
2.715,3,3,3,1,3,1
2.72,3,3,3,1,3,1
2.725,3,3,3,1,3,1
2.73,3,3,3,1,3,1
2.735,3,3,3,1,3,1
2.74,3,3,3,1,3,1
2.745,3,3,3,1,3,1
2.75,3,3,3,1,3,1
2.755,3,3,3,1,3,1
2.76,3,3,3,1,3,1
2.765,3,3,3,1,3,1
2.77,3,3,3,1,3,1
2.775,3,3,3,1,3,1
2.78,3,3,3,1,3,1
2.785,3,3,3,1,3,1
2.79,3,3,3,1,3,1
2.795,3,3,3,1,3,1
2.8,3,3,3,1,3,1
2.805,3,3,3,1,3,1
2.81,3,3,3,1,3,1
2.815,3,3,3,1,3,1
2.82,3,3,3,1,3,1
2.825,3,3,3,1,3,1
2.83,3,3,3,1,3,1
2.835,3,3,3,1,3,1
2.84,3,3,3,1,3,1
2.845,3,3,3,1,3,1
2.85,3,3,3,1,3,1
2.855,3,3,3,1,3,1
2.86,3,3,3,1,3,1
2.865,3,3,3,1,3,1
2.87,3,3,3,1,3,1
2.875,3,3,3,1,3,1
2.88,3,3,3,1,3,1
2.885,3,3,3,1,3,1
2.89,3,3,3,1,3,1
2.895,3,3,3,1,3,1
2.9,3,3,3,1,3,1
2.905,3,3,3,1,3,1
2.91,3,3,3,1,3,1
2.915,3,3,3,1,3,1
2.92,3,3,3,1,3,1
2.925,3,3,3,1,3,1
2.93,3,3,3,1,3,1
2.935,3,3,3,1,3,1
2.94,3,3,3,1,3,1
2.945,3,3,3,1,3,1
2.95,3,3,3,1,3,1
2.955,3,3,3,1,3,1
2.96,3,3,3,1,3,1
2.965,3,3,3,1,3,1
2.97,3,3,3,1,3,1
2.975,3,3,3,1,3,1
2.98,3,3,3,1,3,1
2.985,3,3,3,1,3,1
2.99,3,3,3,1,3,1
2.995,3,3,3,1,3,1
3,3,3,3,1,3,1
3.005,3,3,3,1,3,1
3.01,3,3,3,1,3,1
3.015,3,3,3,1,3,1
3.02,3,3,3,1,3,1
3.025,3,3,3,1,3,1
3.03,3,3,3,1,3,1
3.035,3,3,3,1,3,1
3.04,3,3,3,1,3,1
3.045,3,3,3,1,3,1
3.05,3,3,3,1,3,1
3.055,3,3,3,1,3,1
3.06,3,3,3,1,3,1
3.065,3,3,3,1,3,1
3.07,3,3,3,1,3,1
3.075,3,3,3,1,3,1
3.08,3,3,3,1,3,1
3.085,3,3,3,1,3,1
3.09,3,3,3,1,3,1
3.095,3,3,3,1,3,1
3.1,3,3,3,1,3,1
3.105,3,3,3,1,3,1
3.11,3,3,3,1,3,1
3.115,3,3,3,1,3,1
3.12,3,3,3,1,3,1
3.125,3,3,3,1,3,1
3.13,3,3,3,1,3,1
3.135,3,3,3,1,3,1
3.14,3,3,3,1,3,1
3.145,3,3,3,1,3,1
3.15,3,3,3,1,3,1
3.155,3,3,3,1,3,1
3.16,3,3,3,1,3,1
3.165,3,3,3,1,3,1
3.17,3,3,3,1,3,1
3.175,3,3,3,1,3,1
3.18,3,3,3,1,3,1
3.185,3,3,3,1,3,1
3.19,3,3,3,1,3,1
3.195,3,3,3,1,3,1
3.2,3,3,3,1,3,1
3.205,3,3,3,1,3,1
3.21,3,3,3,1,3,1
3.215,3,3,3,1,3,1
3.22,3,3,3,1,3,1
3.225,3,3,3,1,3,1
3.23,3,3,3,1,3,1
3.235,3,3,3,1,3,1
3.24,3,3,3,1,3,1
3.245,3,3,3,1,3,1
3.25,3,3,3,1,3,1
3.255,3,3,3,1,3,1
3.26,3,3,3,1,3,1
3.265,3,3,3,1,3,1
3.27,3,3,3,1,3,1
3.275,3,3,3,1,3,1
3.28,3,3,3,1,3,1
3.285,3,3,3,1,3,1
3.29,3,3,3,1,3,1
3.295,3,3,3,1,3,1
3.3,3,3,3,1,3,1
3.305,3,3,3,1,3,1
3.31,3,3,3,1,3,1
3.315,3,3,3,1,3,1
3.32,3,3,3,1,3,1
3.325,3,3,3,1,3,1
3.33,3,3,3,1,3,1
3.335,3,3,3,1,3,1
3.34,3,3,3,1,3,1
3.345,3,3,3,1,3,1
3.35,3,3,3,1,3,1
3.355,3,3,3,1,3,1
3.36,3,3,3,1,3,1
3.365,3,3,3,1,3,1
3.37,3,3,3,1,3,1
3.375,3,3,3,1,3,1
3.38,3,3,3,1,3,1
3.385,3,3,3,1,3,1
3.39,3,3,3,1,3,1
3.395,3,3,3,1,3,1
3.4,3,3,3,1,3,1
3.405,3,3,3,1,3,1
3.41,3,3,3,1,3,1
3.415,3,3,3,1,3,1
3.42,3,3,3,1,3,1
3.425,3,3,3,1,3,1
3.43,3,3,3,1,3,1
3.435,3,3,3,1,3,1
3.44,3,3,3,1,3,1
3.445,3,3,3,1,3,1
3.45,3,3,3,1,3,1
3.455,3,3,3,1,3,1
3.46,3,3,3,1,3,1
3.465,3,3,3,1,3,1
3.47,3,3,3,1,3,1
3.475,3,3,3,1,3,1
3.48,3,3,3,1,3,1
3.485,3,3,3,1,3,1
3.49,3,3,3,1,3,1
3.495,3,3,3,1,3,1
3.5,3,3,3,1,3,1
3.505,3,3,3,1,3,1
3.51,3,3,3,1,3,1
3.515,3,3,3,1,3,1
3.52,3,3,3,1,3,1
3.525,3,3,3,1,3,1
3.53,3,3,3,1,3,1
3.535,3,3,3,1,3,1
3.54,3,3,3,1,3,1
3.545,3,3,3,1,3,1
3.55,3,3,3,1,3,1
3.555,3,3,3,1,3,1
3.56,3,3,3,1,3,1
3.565,3,3,3,1,3,1
3.57,3,3,3,1,3,1
3.575,3,3,3,1,3,1
3.58,3,3,3,1,3,1
3.585,3,3,3,1,3,1
3.59,3,3,3,1,3,1
3.595,3,3,3,1,3,1
3.6,3,3,3,1,3,1
3.605,3,3,3,1,3,1
3.61,3,3,3,1,3,1
3.615,3,3,3,1,3,1
3.62,3,3,3,1,3,1
3.625,3,3,3,1,3,1
3.63,3,3,3,1,3,1
3.635,3,3,3,1,3,1
3.64,3,3,3,1,3,1
3.645,3,3,3,1,3,1
3.65,3,3,3,1,3,1
3.655,3,3,3,1,3,1
3.66,3,3,3,1,3,1
3.665,3,3,3,1,3,1
3.67,3,3,3,1,3,1
3.675,3,3,3,1,3,1
3.68,3,3,3,1,3,1
3.685,3,3,3,1,3,1
3.69,3,3,3,1,3,1
3.695,3,3,3,1,3,1
3.7,3,3,3,1,3,1
3.705,3,3,3,1,3,1
3.71,3,3,3,1,3,1
3.715,3,3,3,1,3,1
3.72,3,3,3,1,3,1
3.725,3,3,3,1,3,1
3.73,3,3,3,1,3,1
3.735,3,3,3,1,3,1
3.74,3,3,3,1,3,1
3.745,3,3,3,1,3,1
3.75,3,3,3,1,3,1
3.755,3,3,3,1,3,1
3.76,3,3,3,1,3,1
3.765,3,3,3,1,3,1
3.77,3,3,3,1,3,1
3.775,3,3,3,1,3,1
3.78,3,3,3,1,3,1
3.785,3,3,3,1,3,1
3.79,3,3,3,1,3,1
3.795,3,3,3,1,3,1
3.8,3,3,3,1,3,1
3.805,3,3,3,1,3,1
3.81,3,3,3,1,3,1
3.815,3,3,3,1,3,1
3.82,3,3,3,1,3,1
3.825,3,3,3,1,3,1
3.83,3,3,3,1,3,1
3.835,3,3,3,1,3,1
3.84,3,3,3,1,3,1
3.845,3,3,3,1,3,1
3.85,3,3,3,1,3,1
3.855,3,3,3,1,3,1
3.86,3,3,3,1,3,1
3.865,3,3,3,1,3,1
3.87,3,3,3,1,3,1
3.875,3,3,3,1,3,1
3.88,3,3,3,1,3,1
3.885,3,3,3,1,3,1
3.89,3,3,3,1,3,1
3.895,3,3,3,1,3,1
3.9,3,3,3,1,3,1
3.905,3,3,3,1,3,1
3.91,3,3,3,1,3,1
3.915,3,3,3,1,3,1
3.92,3,3,3,1,3,1
3.925,3,3,3,1,3,1
3.93,3,3,3,1,3,1
3.935,3,3,3,1,3,1
3.94,3,3,3,1,3,1
3.945,3,3,3,1,3,1
3.95,3,3,3,1,3,1
3.955,3,3,3,1,3,1
3.96,3,3,3,1,3,1
3.965,3,3,3,1,3,1
3.97,3,3,3,1,3,1
3.975,3,3,3,1,3,1
3.98,3,3,3,1,3,1
3.985,3,3,3,1,3,1
3.99,3,3,3,1,3,1
3.995,3,3,3,1,3,1
4,3,3,3,1,3,1
4.005,3,3,3,1,3,1
4.01,3,3,3,1,3,1
4.015,3,3,3,1,3,1
4.02,3,3,3,1,3,1
4.025,3,3,3,1,3,1
4.03,3,3,3,1,3,1
4.035,3,3,3,1,3,1
4.04,3,3,3,1,3,1
4.045,3,3,3,1,3,1
4.05,3,3,3,1,3,1
4.055,3,3,3,1,3,1
4.06,3,3,3,1,3,1
4.065,3,3,3,1,3,1
4.07,3,3,3,1,3,1
4.075,3,3,3,1,3,1
4.08,3,3,3,1,3,1
4.085,3,3,3,1,3,1
4.09,3,3,3,1,3,1
4.095,3,3,3,1,3,1
4.1,3,3,3,1,3,1
4.105,3,3,3,1,3,1
4.11,3,3,3,1,3,1
4.115,3,3,3,1,3,1
4.12,3,3,3,1,3,1
4.125,3,3,3,1,3,1
4.13,3,3,3,1,3,1
4.135,3,3,3,1,3,1
4.14,3,3,3,1,3,1
4.145,3,3,3,1,3,1
4.15,3,3,3,1,3,1
4.155,3,3,3,1,3,1
4.16,3,3,3,1,3,1
4.165,3,3,3,1,3,1
4.17,3,3,3,1,3,1
4.175,3,3,3,1,3,1
4.18,3,3,3,1,3,1
4.185,3,3,3,1,3,1
4.19,3,3,3,1,3,1
4.195,3,3,3,1,3,1
4.2,3,3,3,1,3,1
4.205,3,3,3,1,3,1
4.21,3,3,3,1,3,1
4.215,3,3,3,1,3,1
4.22,3,3,3,1,3,1
4.225,3,3,3,1,3,1
4.23,3,3,3,1,3,1
4.235,3,3,3,1,3,1
4.24,3,3,3,1,3,1
4.245,3,3,3,1,3,1
4.25,3,3,3,1,3,1
4.255,3,3,3,1,3,1
4.26,3,3,3,1,3,1
4.265,3,3,3,1,3,1
4.27,3,3,3,1,3,1
4.275,3,3,3,1,3,1
4.28,3,3,3,1,3,1
