"time","inertiaLoad.phi","inertiaLoad.w","smpm.idq_sr[1]","smpm.idq_sr[2]","voltageController.PI_d.x","voltageController.PI_q.x"
0.0255,-3.88320808323849,-147.082279272333,-34.9354547104899,58.3085690829246,41.6541235448796,-67.5256288498388
0.026,-3.95669507874933,-146.865605339932,-35.4278465631954,59.0355169005581,41.1731847381478,-66.781118157171
0.0265,-4.03007359964474,-146.648381225335,-35.9143296025104,59.753980231393,40.6979623421496,-66.0451925374351
0.027,-4.10334337365834,-146.430618397112,-36.3949745566794,60.4640577939188,40.2283879823719,-65.317752219406
0.0275,-4.17650413417916,-146.212328175351,-36.8698513168801,61.1658471646542,39.7643940966274,-64.5986985840912
0.028,-4.24955562016753,-145.993521733559,-37.3390289484841,61.8594447935213,39.305913923926,-63.8879341493518
0.0285,-4.32249757607108,-145.77421010056,-37.8025757023185,62.54494601922,38.8528814933477,-63.1853625545236
0.029,-4.39532975183481,-145.554404160576,-38.2605590131466,63.2224450660908,38.4052316261355,-62.4908885631329
0.0295,-4.46805190490991,-145.334114614669,-38.7130452269697,63.8920346481699,37.9629002183361,-61.8044184496062
0.03,-4.54066379478584,-145.113352086716,-39.1601003427696,64.5538070426757,37.5258234739578,-61.125858949525
0.0305,-4.61316518743691,-144.892127037726,-39.6017894090511,65.2078532149555,37.0939385297952,-60.4551181146909
0.031,-4.68555585396755,-144.670449792304,-40.0381767075102,65.8542630835937,36.6671832659386,-59.7921050536166
0.0315,-4.75783557053226,-144.448330540475,-40.4693257637438,66.4931255349878,36.245496295217,-59.1367299169278
0.032,-4.83000411825565,-144.225779339501,-40.8952993579595,67.1245284379241,35.82881695264,-58.4889038827639
0.0325,-4.90206128315242,-144.002806115704,-41.3161595356852,67.7485586581534,35.4170852848409,-57.8485391421792
0.033,-4.97400686037576,-143.779420578312,-41.7319670305205,68.365301249188,35.0102426334319,-57.2155496996517
0.0335,-5.0458406440012,-143.555632427299,-42.1427826517163,68.9748413959873,34.6082302336326,-56.589849449682
0.034,-5.11756243481604,-143.33145119526,-42.5486662259196,69.5772629318247,34.2109902835034,-55.9713536441376
0.0345,-5.18917203846107,-143.106886285377,-42.9496768494404,70.1726486913047,33.8184656893845,-55.3599785427748
0.035,-5.26066926518487,-142.881946976602,-43.3458729214713,70.7610805564771,33.4306000326006,-54.7556413674341
0.0355,-5.33205392977064,-142.656642425347,-43.7373121538647,71.3426394701067,33.0473375598451,-54.1582602887338
0.036,-5.40332585146309,-142.43098166716,-44.1240515809112,71.9174054489434,32.668623173564,-53.5677544127633
0.0365,-5.47448485713543,-142.204973551897,-44.506147134976,72.4854569895127,32.2944028613369,-52.98404436849
0.037,-5.54553077417649,-141.978626889913,-44.8836545995183,73.0468724012337,31.9246227324687,-52.4070509893047
0.0375,-5.6164634349816,-141.751950360055,-45.2566290073464,73.6017289640046,31.5592296267362,-51.8366961458685
0.038,-5.68728267664587,-141.524952516137,-45.6251246816905,74.1501029852632,31.1981710731272,-51.2729026895041
0.0385,-5.75798834046099,-141.297641797453,-45.9891953036037,74.6920698938871,30.841395221957,-50.7155943591571
0.039,-5.828580271848,-141.070026530336,-46.3488939209474,75.2277042523551,30.4888508360528,-50.1646957691845
0.0395,-5.89905832029006,-140.842114929715,-46.7042729573777,75.7570797689101,30.1404872819384,-49.6201323971445
0.04,-5.96942234152651,-140.613915054738,-47.0553839227407,76.2802688946281,29.7962548227436,-49.0818309822695
0.0405,-6.03967219305761,-140.385434900295,-47.4022780067566,76.7973436484119,29.4561040185532,-48.5497187090547
0.041,-6.10980773608895,-140.156682357708,-47.7450058223738,77.3083752598799,29.1199859860115,-48.0237235603994
0.0415,-6.1798288362715,-139.927665199891,-48.083617308167,77.8134340333516,28.7878524972137,-47.503774451999
0.042,-6.24973536306383,-139.6983910945,-48.4181618126536,78.3125894647322,28.4596558947697,-46.9898011165233
0.0425,-6.31952718966971,-139.468867605398,-48.7486881026427,78.8059102527896,28.1353490836316,-46.4817340922814
0.043,-6.38920419297574,-139.239102194114,-49.0752443715856,79.2934643104329,27.8148855229213,-45.9795047118847
0.0435,-6.45876625534856,-139.009102182994,-49.3978780025147,79.7753184386354,27.4982194640518,-45.4830454258826
0.044,-6.52821326145376,-138.778874820914,-49.7166359879505,80.2515389034606,27.1853055295158,-44.9922892296745
0.0445,-6.59754509858333,-138.548427276719,-50.031564886801,80.7221913766129,26.876098756349,-44.5071697224001
0.045,-6.66676165830202,-138.317766605469,-50.3427106072143,81.1873406367359,26.5705548142663,-44.0276214033942
0.0455,-6.73586283562478,-138.08689976557,-50.6501185152479,81.6470507185939,26.2686298968088,-43.5535795239206
0.046,-6.80484852895898,-137.855833620138,-50.9538334425959,82.1013849234946,25.9702807137958,-43.0849800766852
0.0465,-6.87371864004679,-137.624574938366,-51.2538996943172,82.5504058297113,25.6754644837764,-42.6217597853491
0.047,-6.94247307547083,-137.393130363672,-51.550360849563,82.9941750207091,25.3841391327529,-42.1638563752484
0.0475,-7.01111174457692,-137.161506457972,-51.8432600367083,83.432753460111,25.0962630201699,-41.7112081996422
0.048,-7.07963455828848,-136.929709727009,-52.1326400904005,83.866201705684,24.8117947825703,-41.2637540263756
0.0485,-7.14804143168776,-136.697746565653,-52.4185432099039,84.2945794434597,24.530693674201,-40.8214335020246
0.049,-7.21633228298425,-136.465623279955,-52.7010110957604,84.7179456739263,24.2529194309853,-40.3841869662561
0.0495,-7.28450703346187,-136.233346088414,-52.980084956877,85.1363587215785,23.978432263613,-39.9519554422105
0.05,-7.35256560742609,-136.000921123233,-53.2558055176124,85.5498762444667,23.7071928506303,-39.5246806268848
0.0505,-7.42050793331328,-135.768354406303,-53.5282128714797,85.9585550356325,23.4391624837629,-39.1023050893155
0.051,-7.48833394278823,-135.535651868944,-53.7973466003614,86.3624511847947,23.17430294972,-38.6847721090551
0.0515,-7.55604356827854,-135.302819405667,-54.0632461000306,86.7616205199505,22.9125762072427,-38.2720252351552
0.052,-7.62363674618327,-135.069862804473,-54.325950156788,87.156118032889,22.6539448074101,-37.8640088597043
0.0525,-7.69111341573441,-134.836787771737,-54.5854970978319,87.5459980831462,22.3983717445238,-37.4606680140984
0.053,-7.7584735189486,-134.603599933375,-54.8419247977445,87.9313144067402,22.1458204497936,-37.0619483602371
0.0535,-7.8257170005788,-134.370304836001,-55.0952706849795,88.3121201249061,21.8962547850229,-36.6677961817202
0.054,-7.89284380883004,-134.136907931256,-55.3455716482842,88.6884676176455,21.649639135357,-36.2781585102011
0.0545,-7.95985389543496,-133.903414574238,-55.5928640269713,89.0604085105539,21.4059384190223,-35.8929831384856
0.055,-8.02674721237147,-133.669830095951,-55.8371840409322,89.4279942557355,21.165117661726,-35.5122180396692
0.0555,-8.09352371531873,-133.436159727226,-56.0785673382026,89.7912755205409,20.9271424446681,-35.1358119781999
0.056,-8.1601833625167,-133.202408623963,-56.3170491444738,90.1503023895255,20.6919787566349,-34.7637143078922
0.0565,-8.22672611472182,-132.968581868198,-56.5526642690563,90.5051243724785,20.4595929882032,-34.3958749638289
0.057,-8.29315193516273,-132.734684469186,-56.785447110844,90.8557904124506,20.229951925943,-34.0322444542644
0.0575,-8.35946078996121,-132.500721354134,-57.0154316036601,91.2023488122858,20.0030228064629,-33.6727739341294
0.058,-8.42565264893006,-132.266697350569,-57.242651112514,91.5448470951546,19.7787734189148,-33.3174153446182
0.0585,-8.4917274817084,-132.032617272291,-57.4671389372431,91.8833326816813,19.5571716078962,-32.9661207351316
0.059,-8.55768526137874,-131.798485839104,-57.6889278415121,92.2178522567211,19.3381857385072,-32.618842897256
0.0595,-8.62352596333275,-131.564307702103,-57.9080502007561,92.5484519682715,19.121784550394,-32.2755351655379
0.06,-8.68924956523047,-131.330087444676,-58.1245380076801,92.8751774348761,18.9079371524111,-31.9361514100118
0.0605,-8.75485604695965,-131.095829583494,-58.338422877759,93.1980737530292,18.6966130172824,-31.6006460287272
0.061,-8.82034539083952,-130.861538564024,-58.5497360228713,93.5171854619086,18.4877820076192,-31.2689739830745
0.0615,-8.88571758301785,-130.627218729265,-58.7585080695212,93.8325562999954,18.2814145548622,-30.9410910418387
0.062,-8.95097260902045,-130.392874419685,-58.9647696387395,94.1442299816602,18.0774810887361,-30.6169530022699
0.0625,-9.01611045761635,-130.15850988658,-59.1685508428051,94.452249523262,17.8759525325455,-30.2965163659316
0.063,-9.08113111965315,-129.92412931829,-59.3698814371398,94.7566574465895,17.6768001537857,-29.9797381346116
0.0635,-9.14603458801962,-129.689736841116,-59.5687908253713,95.0574957856816,17.4799955592334,-29.6665758034351
0.064,-9.21082085760829,-129.455336520244,-59.7653080643976,95.3548060936477,17.2855106900374,-29.356987353978
0.0645,-9.27548992533769,-129.220932359313,-59.9594618616733,95.6486294391,17.09331782444,-29.0509312578138
0.065,-9.34004179205596,-128.986528257251,-60.151280327228,95.9390060749678,16.9033898211457,-28.7483668091186
0.0655,-9.40447645759052,-128.752128120775,-60.3407916192159,96.2259763008487,16.7156994859938,-28.4492532584938
0.066,-9.46879392482883,-128.517735771787,-60.5280234121051,96.5095797526977,16.5302200938077,-28.1535505263621
0.0665,-9.53299419852666,-128.283354974507,-60.7130030522244,96.7898556106552,16.3469252358387,-27.8612189941899
0.067,-9.59707728527386,-128.048989436327,-60.8957575624119,97.0668426053138,16.1657888152633,-27.5722194981563
0.0675,-9.66104319346017,-127.814642808655,-61.0763136466654,97.340579023986,15.9867850426804,-27.286513322822
0.068,-9.72489193324095,-127.580318687769,-61.254697694791,97.6111027169702,15.8098884316088,-27.0040621947987
0.0685,-9.78862351832028,-127.34602057391,-61.4309355504431,97.8784507883649,15.6350740255821,-26.724828593629
0.069,-9.85223796170163,-127.111751968976,-61.6050530645651,98.1426603339964,15.4623168564798,-26.4487750097186
0.0695,-9.91573527885921,-126.877516303719,-61.7770756826899,98.4037678912672,15.2915923485325,-26.1758644975234
0.07,-9.97911548703855,-126.643316953881,-61.9470285361824,98.6618095608701,15.1228762290614,-25.9060605531291
0.0705,-10.0423786051301,-126.409157243162,-62.1149364589069,98.9168210290791,14.9561445122108,-25.6393270918063
0.071,-10.1055246536376,-126.175040443999,-62.2808239914952,99.1688375735066,14.7913734948201,-25.3756284421928
0.0715,-10.1685536546474,-125.940969778353,-62.4447153856126,99.4178940688601,14.6285397522952,-25.1149293404752
0.072,-10.2314656332262,-125.706948385339,-62.6066344225354,99.6640247455933,14.4676203158467,-24.857195173318
0.0725,-10.2942606143238,-125.472979393098,-62.7666048156532,99.9072637256141,14.3085922793986,-24.6023914385759
0.073,-10.356938624659,-125.239065875139,-62.9246499657773,100.14764469674,14.1514330386223,-24.3504840729764
0.0735,-10.4194996926652,-125.005210851646,-63.0807929683726,100.385200922403,13.9961202839113,-24.1014394423295
0.074,-10.4819438482467,-124.771417295184,-63.2350566453756,100.619965284066,13.8426319693441,-23.8552242988029
0.0745,-10.5442711227506,-124.537688131412,-63.3874635491152,100.851970286524,13.6909463088942,-23.6118057755678
0.075,-10.6064815489377,-124.30402623981,-63.538035966233,101.081248063196,13.5410417726395,-23.3711513814443
0.0755,-10.6685751620689,-124.070434428357,-63.686795776983,101.307830189267,13.392897223943,-23.1332291891732
0.076,-10.7305519977338,-123.836915484297,-63.8337647371202,101.531748056315,13.2464916447118,-22.8980074579052
0.0765,-10.7924120927167,-123.603472153973,-63.9789643658128,101.753032723473,13.1018042446867,-22.6654547831633
0.077,-10.8541554854459,-123.370107132369,-64.1224158874824,101.971714840237,12.9588145181656,-22.4355401746058
0.0775,-10.9157822156619,-123.136823070928,-64.264140275123,102.187824704107,12.8175022018094,-22.2082329979231
0.078,-10.9772923243907,-122.903622578207,-64.4041582539068,102.40139226547,12.6778472711592,-21.9835029699053
0.0785,-11.038685853918,-122.670508220549,-64.5424903047888,102.612447132472,12.5398299371542,-21.7613201535108
0.079,-11.0999628486268,-122.437482502416,-64.6791565559364,102.821018426971,12.4034307517974,-21.5416551031292
0.0795,-11.1611233535643,-122.204547900155,-64.8141769690193,103.02713503195,12.2686304269186,-21.3244786150487
0.08,-11.2221674144954,-121.971706860778,-64.9475713324384,103.230825582618,12.135409840787,-21.1097617364159
0.0805,-11.2830950787542,-121.738961781984,-65.0793591510011,103.432118320032,12.0037501454856,-20.8974759128492
0.081,-11.3439063948414,-121.50631502168,-65.2095596984046,103.631041160866,11.8736327158682,-20.6875929180615
0.0815,-11.4046014124,-121.27376889859,-65.3381920205491,103.827621701897,11.7450391463619,-20.48008484932
0.082,-11.4651801821917,-121.041325692864,-65.4652749388506,104.021887224499,11.6179512477683,-20.2749241229051
0.0825,-11.525642756726,-120.808987631215,-65.59082696866,104.213864586436,11.4923511265399,-20.0720835833011
0.083,-11.585989189437,-120.57675690646,-65.7148664264375,104.403580364225,11.3682210806809,-19.8715363595142
0.0835,-11.6462195340809,-120.344635691854,-65.8374115083312,104.591060957532,11.2455435234275,-19.6732557596994
0.084,-11.7063338459027,-120.112626113466,-65.9584801386196,104.776332388082,11.1243011305075,-19.4772154740977
0.0845,-11.7663321811816,-119.880730261014,-66.0780900291255,104.959420378619,11.0044767824388,-19.2833894953373
0.085,-11.8262145972086,-119.648950188433,-66.1962586822585,105.140350357036,10.8860535615947,-19.091752114256
0.0855,-11.8859811522644,-119.417287914427,-66.3130033940566,105.319147460503,10.7690147492693,-18.9022779157238
0.086,-11.9456319060699,-119.185745411783,-66.4283411959031,105.49583645818,10.6533438822337,-18.7149418566843
0.0865,-12.0051669194678,-118.954324614991,-66.5422888960321,105.670441806414,10.5390247124885,-18.5297192104102
0.087,-12.0645862533039,-118.723027446979,-66.654863225259,105.842987842298,10.4260410659042,-18.3465853710181
0.0875,-12.1238899698262,-118.491855785774,-66.7660806552317,106.013498542478,10.3143770185543,-18.165516097045
0.088,-12.1830781321952,-118.260811476221,-66.8759574622898,106.181997608016,10.2040168347805,-17.9864874257315
0.0885,-12.2421508044642,-118.029896330494,-66.9845097302572,106.348508468193,10.0949449644997,-17.8094756691785
0.089,-12.3011080515591,-117.799112128616,-67.0917533532344,106.513054284305,9.98714604051162,-17.634457410504
0.0895,-12.359949939578,-117.568460611298,-67.1977039968242,106.675657898262,9.88060491607597,-17.4614095557801
0.09,-12.4186765358798,-117.337943477861,-67.3023770868568,106.836341817702,9.77530667584912,-17.290309349067
0.0905,-12.4772879075752,-117.10756242249,-67.4057880058164,106.99512847694,9.67123644559349,-17.1211341087273
0.091,-12.5357841230849,-116.877319096862,-67.5079518903897,107.152039968197,9.56837958832996,-16.9538614990049
0.0915,-12.5941652516316,-116.647215122383,-67.6088836977341,107.307098129697,9.46672164014817,-16.7884694410028
0.092,-12.6524313632218,-116.417252090661,-67.7085982080418,107.460324549163,9.36624830773442,-16.6249361091456
0.0925,-12.7105825286275,-116.187431563972,-67.8071100271052,107.611740567309,9.26694546589957,-16.4632399276419
0.093,-12.768618819564,-115.957755071011,-67.9044335633724,107.761367247443,9.16879917979067,-16.3033596012159
0.0935,-12.8265403090973,-115.72822409708,-68.0005829750591,107.909225305275,9.07179575607958,-16.1452741860654
0.094,-12.8843470698462,-115.498840127548,-68.0955724045539,108.055335420484,8.97592151614362,-15.9889627748681
0.0945,-12.9420391756469,-115.26960460768,-68.1894157617794,108.199717948936,8.88116300571166,-15.8344047877239
0.095,-12.9996167010365,-115.040518955141,-68.2821267916455,108.342393012402,8.78750692960073,-15.6815798814458
0.0955,-13.0570797212365,-114.811584560433,-68.3737190764049,108.483380501775,8.6949401494462,-15.5304679463033
0.096,-13.1144283121364,-114.582802787326,-68.4642060380085,108.622700080293,8.60344968143207,-15.3810491027662
0.0965,-13.1716625503727,-114.354174970966,-68.5536009279506,108.760371170109,8.51302270611497,-15.2333037150782
0.097,-13.2287825139864,-114.125702401948,-68.6419167416948,108.896412838559,8.42364665115645,-15.0872125062896
0.0975,-13.2857882804118,-113.897386375178,-68.7291664812969,109.03084414756,8.33530893745079,-14.9427562048702
0.098,-13.3426799282101,-113.669228147805,-68.8153629293409,109.163683853007,8.24799719766985,-14.7999158487392
0.0985,-13.3994575365519,-113.441228951835,-68.9005187167423,109.294950495042,8.16169921072477,-14.6586726939642
0.099,-13.4561211852013,-113.213389994526,-68.9846463249106,109.424662401014,8.07640289968241,-14.5190082117644
0.0995,-13.5126709545015,-112.985712458788,-69.0677580879122,109.552837688445,7.99209632968173,-14.3809040855127
0.1,-13.5691069253743,-112.758197503215,-69.1498661926608,109.679494265359,7.90876770775547,-14.2443422103969
0.1005,-13.6254291801685,-112.530846241416,-69.2309825682259,109.804649682948,7.82640548974824,-14.109304842489
0.101,-13.6816378005037,-112.303659794658,-69.3111191678889,109.928321511294,7.74499810789459,-13.9757742186028
0.1015,-13.737732869038,-112.076639248764,-69.3902877382567,110.050527031953,7.66453419382899,-13.8437328673215
0.102,-13.7937144689545,-111.849785666666,-69.4684998865294,110.171283327629,7.58500251361983,-13.7131635182741
0.1025,-13.8495826839482,-111.623100088765,-69.5457670824861,110.290607284893,7.50639196585713,-13.5840490993771
0.103,-13.9053375982114,-111.396583533303,-69.6221006604698,110.408515596913,7.42869157974031,-13.4563727340763
0.1035,-13.9609792964208,-111.170236996723,-69.6975118213733,110.525024766175,7.35189051316589,-13.3301177385888
0.104,-14.0165078644772,-110.944061435539,-69.7720115358312,110.640150975442,7.27597814615998,-13.2052677525021
0.1045,-14.0719233877606,-110.718057809177,-69.8456107730643,110.753910393062,7.2009438600262,-13.0818064297873
0.105,-14.1272259524038,-110.492227048747,-69.9183203341331,110.866318950636,7.12677719827545,-12.9597176638061
0.1055,-14.1824156450384,-110.266570063323,-69.9901508855064,110.977392387871,7.05346783423291,-12.8389855419195
0.106,-14.2374925527321,-110.041087741486,-70.0611129673401,111.087146263699,6.98100556305211,-12.7195943342347
0.1065,-14.292456762977,-109.815780951658,-70.1312169952999,111.195595958787,6.90938029995989,-12.6015284910665
0.107,-14.3473083636764,-109.590650542439,-70.2004732623838,111.302756678041,6.83858207850138,-12.4847726403991
0.1075,-14.4020474437301,-109.365697328216,-70.2688918623119,111.408643348333,6.76860112442468,-12.3693116914229
0.108,-14.456674091758,-109.140922120647,-70.3364828572807,111.513270842689,6.699427693903,-12.2551306075845
0.1085,-14.5111883968466,-108.916325710293,-70.4032561801405,111.61665384967,6.63105216787626,-12.1422145388115
0.109,-14.5655904485614,-108.691908866327,-70.4692216329133,111.71880687147,6.56346505348325,-12.0305488234441
0.1095,-14.6198803368363,-108.467672339297,-70.5343889015224,111.819744243666,6.49665696985912,-11.9201189682408
0.11,-14.6740581519622,-108.243616861431,-70.5987675574652,111.919480137524,6.43061864652444,-11.8109106460418
0.1105,-14.7281239845756,-108.019743146943,-70.662367059487,112.018028562309,6.36534092177435,-11.7029096934332
0.111,-14.7820779261132,-107.796051880802,-70.7251966939051,112.115403285483,6.30081480019495,-11.5961021915501
0.1115,-14.8359200679224,-107.57254374078,-70.787265691887,112.211617989741,6.2370313396328,-11.4904743070721
0.112,-14.8896505015814,-107.349219389557,-70.8485831874977,112.30668621693,6.17398169163068,-11.3860123490103
0.1125,-14.9432693191229,-107.126079469204,-70.9091581884224,112.400621328935,6.11165712964634,-11.2827028083134
0.113,-14.996776612886,-106.903124604876,-70.9689995956381,112.493436534069,6.0500490300946,-11.180532331141
0.1135,-15.0501724755057,-106.680355405091,-71.0281162049498,112.585144889209,5.98914887086872,-11.0794877167126
0.114,-15.1034569999028,-106.457772462014,-71.0865167085262,112.67575930191,5.9289482298617,-10.9795559151574
0.1145,-15.15663027963,-106.23537634287,-71.1442096493685,112.765292469415,5.86943882882735,-10.8807240892884
0.115,-15.209692408299,-106.013167604215,-71.2012034971081,112.853756980367,5.81061246036524,-10.7829795115934
0.1155,-15.2626434795596,-105.791146792482,-71.2575066509659,112.941165318849,5.7524609850713,-10.6863095601528
0.116,-15.3154835874873,-105.569314434361,-71.3131273887122,113.027529795994,5.69497638070478,-10.5907017878932
0.1165,-15.368212826408,-105.347671041194,-71.3680738900409,113.112862581397,5.63815071967374,-10.4961438907797
0.117,-15.4208312908881,-105.126217109228,-71.4223542379786,113.19717570507,5.58197616767779,-10.4026237058361
0.1175,-15.4733390757255,-104.904953119879,-71.4759764202944,113.280481059401,5.52644498235085,-10.3101292091668
0.118,-15.525736276205,-104.683879533361,-71.5289482957943,113.362790353907,5.47154954571651,-10.2186485617789
0.1185,-15.5780229877842,-104.462996796569,-71.5812776361533,113.444115171525,5.41728232390809,-10.1281700525773
0.119,-15.6301993058026,-104.242305350361,-71.6329721645938,113.524467020651,5.36363582992769,-10.0386820456554
0.1195,-15.6822653259937,-104.021805616786,-71.6840394881674,113.603857244193,5.31060268884958,-9.95017307241479
0.12,-15.7342211442904,-103.801498003975,-71.7344871237815,113.682297054605,5.25817561276078,-9.86263179607842
0.1205,-15.7860668568163,-103.581382906382,-71.7843224994926,113.75979753569,5.20634739951539,-9.77604700986861
0.121,-15.8378025598768,-103.361460705017,-71.8335529558013,113.8363696444,5.15511093148891,-9.69040763518593
0.1215,-15.8894283501403,-103.141731762935,-71.8821857217935,113.912024178751,5.10445919854092,-9.60570275410739
0.122,-15.9409443245319,-102.922196427922,-71.9302279294131,113.986771797108,5.0543852842788,-9.52192158985746
0.1225,-15.9923505797338,-102.702855045047,-71.9776866800336,114.060623107923,5.00488230198078,-9.43905341591277
0.123,-16.043647212789,-102.483707941545,-72.024568964386,114.133588561922,4.95594347166632,-9.35708766520709
0.1235,-16.0948343208933,-102.264755432048,-72.0708816903476,114.205678489601,4.90756209334867,-9.27601389215691
0.124,-16.1459120013879,-102.045997818807,-72.1166316841299,114.276903102875,4.8597315458915,-9.19582177098517
0.1245,-16.1968803517513,-101.8274353919,-72.1618256914659,114.347272496744,4.81244528586557,-9.11650109404506
0.125,-16.2477394697186,-101.609068426258,-72.2064703618838,114.416796628099,4.76569686268037,-9.03804179328087
0.1255,-16.298489453341,-101.39089718018,-72.2505722409036,114.485485305245,4.71947992609134,-8.96043395084994
0.126,-16.3491304003291,-101.172921911919,-72.2941378579039,114.553348306606,4.67378814165526,-8.88366767887929
0.1265,-16.399662408719,-100.955142862895,-72.3371736372841,114.620395260812,4.62861527620797,-8.80773324093383
