"time","delta[1]","delta[2]","delta[3]","delta[4]","eta","rho","input_mdot[1]","input_mdot[2]","input_mdot[3]","input_mdot[4]","input_dp[1]","input_dp[2]","input_dp[3]","input_dp[4]","M_FLOW[1]","M_FLOW[2]","M_FLOW[3]","M_FLOW[4]","DP[1]","DP[2]","DP[3]","DP[4]","DP_plot[1]","DP_plot[2]","DP_plot[3]","DP_plot[4]","velocity[1]","velocity[2]","velocity[3]","velocity[4]","Re[1]","Re[2]","Re[3]","Re[4]","zeta_TOT[1]","zeta_TOT[2]","zeta_TOT[3]","zeta_TOT[4]","input_DP.y"
0.002,0.523598775598299,0.785398163397448,1.5707963267949,3.14159265358979,0.001,1000,17.9850576839922,12.4672178465015,5.4710144930797,3.26726832466816,552.5401,552.5401,552.5401,552.5401,17.9850576839922,12.4672178465015,5.4710144930797,3.26726832466816,552.5401,552.5401,552.5401,552.5401,552.5401,552.5401,552.5401,552.5401,2.28992866576018,1.58737547749937,0.696591200240827,0.41600152342281,228992.866576018,158737.547749937,69659.1200240827,41600.152342281,0.210741414242203,0.438565499258371,2.27739220509122,6.38563301054794,552.5401
0.0022,0.523598775598299,0.785398163397448,1.5707963267949,3.14159265358979,0.001,1000,18.8628874786466,13.1294604974753,5.75708916726559,3.43968285265076,607.7941,607.7941,607.7941,607.7941,18.8628874786466,13.1294604974753,5.75708916726559,3.43968285265076,607.7941,607.7941,607.7941,607.7941,607.7941,607.7941,607.7941,607.7941,2.40169742657026,1.67169483064237,0.733015359032898,0.43795402293424,240169.742657026,167169.483064237,73301.5359032898,43795.402293424,0.210741414242203,0.434983192740243,2.26235277393919,6.33766728131919,607.7941
0.0024,0.523598775598299,0.785398163397448,1.5707963267949,3.14159265358979,0.001,1000,19.7016432859708,13.7394002320132,6.03109889453065,3.60485590362718,663.0481,663.0481,663.0481,663.0481,19.7016432859708,13.7394002320132,6.03109889453065,3.60485590362718,663.0481,663.0481,663.0481,663.0481,663.0481,663.0481,663.0481,663.0481,2.5084911327964,1.74935476963427,0.767903361072495,0.458984508957014,250849.11327964,174935.476963427,76790.3361072495,45898.4508957014,0.210741414242203,0.433330485731316,2.24885727523483,6.2947570726783,663.0481
0.0026,0.523598775598299,0.785398163397448,1.5707963267949,3.14159265358979,0.001,1000,20.5061203620576,14.3017603475162,6.31210674758162,3.76365646338448,718.3021,718.3021,718.3021,718.3021,20.5061203620576,14.3017603475162,6.31210674758162,3.76365646338448,718.3021,718.3021,718.3021,718.3021,718.3021,718.3021,718.3021,718.3021,2.61092033540707,1.82095668337829,0.803682392161057,0.479203624197921,261092.033540707,182095.668337829,80368.2392161057,47920.3624197921,0.210741414242203,0.433249332028009,2.22417126079065,6.25600293634865,718.3021
0.0028,0.523598775598299,0.785398163397448,1.5707963267949,3.14159265358979,0.001,1000,21.2802066822376,14.8288477110804,6.5872360011502,3.9167915416571,773.5561,773.5561,773.5561,773.5561,21.2802066822376,14.8288477110804,6.5872360011502,3.9167915416571,773.5561,773.5561,773.5561,773.5561,773.5561,773.5561,773.5561,773.5561,2.70948006679624,1.88806753086031,0.838712936716755,0.498701387932202,270948.006679624,188806.753086031,83871.2936716755,49870.1387932202,0.210741414242203,0.433997035885444,2.1993539479284,6.2207200461669,773.5561
0.003,0.523598775598299,0.785398163397448,1.5707963267949,3.14159265358979,0.001,1000,22.0271064957317,15.3434584129572,6.85414370580668,4.06484563425419,828.8101,828.8101,828.8101,828.8101,22.0271064957317,15.3434584129572,6.85414370580668,4.06484563425419,828.8101,828.8101,828.8101,828.8101,828.8101,828.8101,828.8101,828.8101,2.80457830464584,1.95358980043766,0.872696681153068,0.517552220477652,280457.830464584,195358.980043766,87269.6681153068,51755.2220477652,0.210741414242203,0.434328444035188,2.17649854797196,6.18837578505793,828.8101
0.0032,0.523598775598299,0.785398163397448,1.5707963267949,3.14159265358979,0.001,1000,22.7494976803855,15.8466316571707,7.1136007507763,4.2083086051666,884.0641,884.0641,884.0641,884.0641,22.7494976803855,15.8466316571707,7.1136007507763,4.2083086051666,884.0641,884.0641,884.0641,884.0641,884.0641,884.0641,884.0641,884.0641,2.89655600695276,2.01765580767618,0.905731778134612,0.53581849325474,289655.600695276,201765.580767618,90573.1778134612,53581.849325474,0.210741414242203,0.434329759166757,2.15533380115582,6.15854831974662,884.0641
0.0034,0.523598775598299,0.785398163397448,1.5707963267949,3.14159265358979,0.001,1000,23.4496453884791,16.3343339788504,7.36626253527058,4.34759589325322,939.3181,939.3181,939.3181,939.3181,23.4496453884791,16.3343339788504,7.36626253527058,4.34759589325322,939.3181,939.3181,939.3181,939.3181,939.3181,939.3181,939.3181,939.3181,2.98570158186281,2.07975199587836,0.93790167568076,0.553553101581819,298570.158186282,207975.199587836,93790.167568076,55355.3101581819,0.210741414242203,0.434329759166757,2.13564008151827,6.13089826619944,939.3181
0.0036,0.523598775598299,0.785398163397448,1.5707963267949,3.14159265358979,0.001,1000,24.12948596595,16.8078909500036,7.61269199530524,4.48306348044207,994.5721,994.5721,994.5721,994.5721,24.12948596595,16.8078909500036,7.61269199530524,4.48306348044207,994.5721,994.5721,994.5721,994.5721,994.5721,994.5721,994.5721,994.5721,3.07226157259796,2.14004714211408,0.969278049031146,0.570801370485689,307226.157259796,214004.714211408,96927.8049031146,57080.137048569,0.210741414242203,0.434329759166757,2.11723718445643,6.10514880024167,994.5721
0.0038,0.523598775598299,0.785398163397448,1.5707963267949,3.14159265358979,0.001,1000,24.7906901298962,17.2684663430716,7.85337702275217,4.61501919297851,1049.8261,1049.8261,1049.8261,1049.8261,24.7906901298962,17.2684663430716,7.85337702275217,4.61501919297851,1049.8261,1049.8261,1049.8261,1049.8261,1049.8261,1049.8261,1049.8261,1049.8261,3.15644870146595,2.19868942249269,0.999923018508256,0.587602493621199,315644.870146595,219868.942249269,99992.3018508257,58760.2493621199,0.210741414242203,0.434329759166757,2.09997550604939,6.0810713775655,1049.8261
0.004,0.523598775598299,0.785398163397448,1.5707963267949,3.14159265358979,0.001,1000,25.4347113459557,17.717072599512,8.08874386418069,4.74373137836136,1105.0801,1105.0801,1105.0801,1105.0801,25.4347113459557,17.717072599512,8.08874386418069,4.74373137836136,1105.0801,1105.0801,1105.0801,1105.0801,1105.0801,1105.0801,1105.0801,1105.0801,3.23844802945949,2.25580774506425,1.02989085551088,0.603990638053072,323844.802945949,225580.774506425,102989.085551088,60399.0638053072,0.210741414242203,0.434329759166757,2.08372954663684,6.05847527567536,1105.0801
0.0042,0.523598775598299,0.785398163397448,1.5707963267949,3.14159265358979,0.001,1000,26.0628234346865,18.1545970252981,8.31916758099472,4.86943566714265,1160.3341,1160.3341,1160.3341,1160.3341,26.0628234346865,18.1545970252981,8.31916758099472,4.86943566714265,1160.3341,1160.3341,1160.3341,1160.3341,1160.3341,1160.3341,1160.3341,1160.3341,3.31842174444932,2.31151508513409,1.05922931434012,0.619995805194987,331842.174444932,231151.508513409,105922.931434012,61999.5805194987,0.210741414242203,0.434329759166757,2.06839304279257,6.03719979901141,1160.3341
0.0044,0.523598775598299,0.785398163397448,1.5707963267949,3.14159265358979,0.001,1000,26.6761502005668,18.5818224296097,8.54498090387413,4.99234031268045,1215.5881,1215.5881,1215.5881,1215.5881,26.6761502005668,18.5818224296097,8.54498090387413,4.99234031268045,1215.5881,1215.5881,1215.5881,1215.5881,1215.5881,1215.5881,1215.5881,1215.5881,3.39651293366565,2.36591111306259,1.08798075958194,0.635644510688026,339651.293366565,236591.111306259,108798.075958194,63564.4510688026,0.210741414242203,0.434329759166757,2.05387498405999,6.0171083771859,1215.5881
0.0046,0.523598775598299,0.785398163397448,1.5707963267949,3.14159265358979,0.001,1000,27.2756890592842,18.9994435829087,8.76652539616241,5.11263045847225,1270.8421,1270.8421,1270.8421,1270.8421,27.2756890592842,18.9994435829087,8.76652539616241,5.11263045847225,1270.8421,1270.8421,1270.8421,1270.8421,1270.8421,1270.8421,1270.8421,1270.8421,3.47284859201809,2.41908428977241,1.11618868043191,0.650960327734433,347284.859201809,241908.428977241,111618.868043191,65096.0327734433,0.210741414242203,0.434329759166757,2.04007606892609,5.99808403314835,1270.8421
0.0048,0.523598775598299,0.785398163397448,1.5707963267949,3.14159265358979,0.001,1000,27.8623300855171,19.4080804850638,8.98438815841189,5.23047158536549,1326.0961,1326.0961,1326.0961,1326.0961,27.8623300855171,19.4080804850638,8.98438815841189,5.23047158536549,1326.0961,1326.0961,1326.0961,1326.0961,1326.0961,1326.0961,1326.0961,1326.0961,3.54754204733447,2.47111355609861,1.14392782885403,0.665964326010096,354754.204733447,247111.355609861,114392.782885403,66596.4326010096,0.210741414242203,0.434329759166757,2.02678528564701,5.9800258587204,1326.0961
0.005,0.523598775598299,0.785398163397448,1.5707963267949,3.14159265358979,0.001,1000,28.4368715214925,19.8082891681563,9.19941879901582,5.3460123236128,1381.3501,1381.3501,1381.3501,1381.3501,28.4368715214925,19.8082891681563,9.19941879901582,5.3460123236128,1381.3501,1381.3501,1381.3501,1381.3501,1381.3501,1381.3501,1381.3501,1381.3501,3.62069493497174,2.52206970824458,1.1713063803487,0.680675429706532,362069.493497174,252206.970824458,117130.63803487,68067.5429706532,0.210741414242203,0.434329759166757,2.01369059256391,5.962846241729,1381.3501
0.0052,0.523598775598299,0.785398163397448,1.5707963267949,3.14159265358979,0.001,1000,29.0000325183512,20.2005705717409,9.41232127482203,5.45938676733821,1436.6041,1436.6041,1436.6041,1436.6041,29.0000325183512,20.2005705717409,9.41232127482203,5.45938676733821,1436.6041,1436.6041,1436.6041,1436.6041,1436.6041,1436.6041,1436.6041,1436.6041,3.69239882009704,2.57201652781539,1.19841396548555,0.695110712217887,369239.882009704,257201.652781539,119841.396548555,69511.0712217887,0.210741414242203,0.434329759166757,2.00056826132355,5.94646866135828,1436.6041
0.0054,0.523598775598299,0.785398163397448,1.5707963267949,3.14159265358979,0.001,1000,29.5524636908834,20.5853778949639,9.62341230236112,5.57071639507374,1491.8581,1491.8581,1491.8581,1491.8581,29.5524636908834,20.5853778949639,9.62341230236112,5.57071639507374,1491.8581,1491.8581,1491.8581,1491.8581,1491.8581,1491.8581,1491.8581,1491.8581,3.76273654155828,2.62101171791851,1.2252909098657,0.709285640671239,376273.654155828,262101.171791851,122529.09098657,70928.5640671239,0.210741414242203,0.434329759166757,1.98737164452611,5.93082591829379,1491.8581
0.0056,0.523598775598299,0.785398163397448,1.5707963267949,3.14159265358979,0.001,1000,30.0947559275123,20.9631227333394,9.83266103584362,5.68011167541528,1547.1121,1547.1121,1547.1121,1547.1121,30.0947559275123,20.9631227333394,9.83266103584362,5.68011167541528,1547.1121,1547.1121,1547.1121,1547.1121,1547.1121,1547.1121,1547.1121,1547.1121,3.83178333360616,2.66910768452244,1.25193328608127,0.723214280365063,383178.333360616,266910.768452244,125193.328608127,72321.4280365063,0.210741414242203,0.434329759166757,1.97419208069823,5.91585870126069,1547.1121
0.0058,0.523598775598299,0.785398163397448,1.5707963267949,3.14159265358979,0.001,1000,30.6274477955982,21.3341802370664,10.0398296113012,5.78767341874516,1602.3661,1602.3661,1602.3661,1602.3661,30.6274477955982,21.3341802370664,10.0398296113012,5.78767341874516,1602.3661,1602.3661,1602.3661,1602.3661,1602.3661,1602.3661,1602.3661,1602.3661,3.89960776876674,2.71635219323404,1.27831080835118,0.736909466875889,389960.776876674,271635.219323404,127831.080835118,73690.9466875889,0.210741414242203,0.434329759166757,1.96118617030212,5.90151441648812,1602.3661
0.006,0.523598775598299,0.785398163397448,1.5707963267949,3.14159265358979,0.001,1000,31.1510318064691,21.698893475065,10.2446010301276,5.89349392249005,1657.6201,1657.6201,1657.6201,1657.6201,31.1510318064691,21.698893475065,10.2446010301276,5.89349392249005,1657.6201,1657.6201,1657.6201,1657.6201,1657.6201,1657.6201,1657.6201,1657.6201,3.96627255552993,2.76278892494486,1.30438311515931,0.750382951877067,396627.255552993,276278.892494486,130438.311515931,75038.2951877068,0.210741414242203,0.434329759166757,1.94851908193531,5.88774622461653,1657.6201
0.0062,0.523598775598299,0.785398163397448,1.5707963267949,3.14159265358979,0.001,1000,31.665959747704,22.0575771492883,10.4466628478107,5.99765794723253,1712.8741,1712.8741,1712.8741,1712.8741,31.665959747704,22.0575771492883,10.4466628478107,5.99765794723253,1712.8741,1712.8741,1712.8741,1712.8741,1712.8741,1712.8741,1712.8741,1712.8741,4.03183521727686,2.80845794875205,1.33011042483483,0.763645527421157,403183.521727686,280845.794875205,133011.042483483,76364.5527421157,0.210741414242203,0.434329759166757,1.93633298500986,5.87451224270351,1712.8741
0.0064,0.523598775598299,0.785398163397448,1.5707963267949,3.14159265358979,0.001,1000,32.1726472469824,22.4105207737658,10.6457505172197,6.10235338820294,1768.1281,1768.1281,1768.1281,1768.1281,32.1726472469824,22.4105207737658,10.6457505172197,6.10235338820294,1768.1281,1768.1281,1768.1281,1768.1281,1768.1281,1768.1281,1768.1281,1768.1281,4.09634867336728,2.85339612672675,1.35545905419089,0.776975764980859,409634.867336728,285339.612672675,135545.905419089,77697.5764980859,0.210741414242203,0.434329759166757,1.92473487739607,5.85772226532929,1768.1281
0.0066,0.523598775598299,0.785398163397448,1.5707963267949,3.14159265358979,0.001,1000,32.6714776986643,22.7579914097438,10.8416631051509,6.21142229193882,1823.3821,1823.3821,1823.3821,1823.3821,32.6714776986643,22.7579914097438,10.8416631051509,6.21142229193882,1823.3821,1823.3821,1823.3821,1823.3821,1823.3821,1823.3821,1823.3821,1823.3821,4.15986173908724,2.89763746216289,1.38040341961743,0.790862849114602,415986.173908724,289763.746216289,138040.341961743,79086.2849114602,0.210741414242203,0.434329759166757,1.91379594367305,5.83049373130649,1823.3821
0.0068,0.523598775598299,0.785398163397448,1.5707963267949,3.14159265358979,0.001,1000,33.162805658597,23.1002360304079,11.0342630588112,6.31909757118309,1878.6361,1878.6361,1878.6361,1878.6361,33.162805658597,23.1002360304079,11.0342630588112,6.31909757118309,1878.6361,1878.6361,1878.6361,1878.6361,1878.6361,1878.6361,1878.6361,1878.6361,4.22241955788928,2.94121340066314,1.40492600734888,0.804572491467022,422241.955788928,294121.340066314,140492.600734888,80457.2491467022,0.210741414242203,0.434329759166757,1.90355642699182,5.80419907265825,1878.6361
0.007,0.523598775598299,0.785398163397448,1.5707963267949,3.14159265358979,0.001,1000,33.6469597926088,23.4374835747173,11.2234682341716,6.42543726040228,1933.8901,1933.8901,1933.8901,1933.8901,33.6469597926088,23.4374835747173,11.2234682341716,6.42543726040228,1933.8901,1933.8901,1933.8901,1933.8901,1933.8901,1933.8901,1933.8901,1933.8901,4.28406397680635,2.98415309164108,1.42901635848262,0.818112081215894,428406.397680635,298415.309164109,142901.635848262,81811.2081215894,0.210741414242203,0.434329759166757,1.89403231799222,5.77878016949905,1933.8901
0.0072,0.523598775598299,0.785398163397448,1.5707963267949,3.14159265358979,0.001,1000,34.1242454483757,23.7699467388912,11.4092411848738,6.53049539698902,1989.1441,1989.1441,1989.1441,1989.1441,34.1242454483757,23.7699467388912,11.4092411848738,6.53049539698902,1989.1441,1989.1441,1989.1441,1989.1441,1989.1441,1989.1441,1989.1441,1989.1441,4.34483387391208,3.02648361642049,1.45266970520023,0.831488498615738,434483.387391208,302648.361642049,145266.970520023,83148.8498615738,0.210741414242203,0.434329759166757,1.88522192710587,5.75418405164075,1989.1441
0.0074,0.523598775598299,0.785398163397448,1.5707963267949,3.14159265358979,0.001,1000,34.594946907844,24.0978235453808,11.5915784092344,6.63432239940962,2044.3981,2044.3981,2044.3981,2044.3981,34.594946907844,24.0978235453808,11.5915784092344,6.63432239940962,2044.3981,2044.3981,2044.3981,2044.3981,2044.3981,2044.3981,2044.3981,2044.3981,4.40476544510804,3.06823018800289,1.47588560165356,0.844708163145059,440476.544510804,306823.018800289,147588.560165356,84470.8163145059,0.210741414242203,0.434329759166757,1.87711150923667,5.73036231392343,2044.3981
0.0076,0.523598775598299,0.785398163397448,1.5707963267949,3.14159265358979,0.001,1000,35.0593293674038,24.4212987221993,11.7705008099358,6.73696540036751,2099.6521,2099.6521,2099.6521,2099.6521,35.0593293674038,24.4212987221993,11.7705008099358,6.73696540036751,2099.6521,2099.6521,2099.6521,2099.6521,2099.6521,2099.6521,2099.6521,2099.6521,4.46389245624733,3.10941632668944,1.49866670925476,0.857777075926047,446389.245624733,310941.632668944,149866.670925476,85777.7075926047,0.210741414242203,0.434329759166757,1.86967971391764,5.7072706117274,2099.6521
0.0078,0.523598775598299,0.785398163397448,1.5707963267949,3.14159265358979,0.001,1000,35.5176406849844,24.7405449198977,11.9460458018792,6.83846854137233,2154.9061,2154.9061,2154.9061,2154.9061,35.5176406849844,24.7405449198977,11.9460458018792,6.83846854137233,2154.9061,2154.9061,2154.9061,2154.9061,2154.9061,2154.9061,2154.9061,2154.9061,4.52224646558166,3.15006401503104,1.52101779181701,0.870700857230264,452224.646558166,315006.401503104,152101.779181701,87070.0857230264,0.210741414242203,0.434329759166757,1.86290092298393,5.68486822387592,2154.9061
0.008,0.523598775598299,0.785398163397448,1.5707963267949,3.14159265358979,0.001,1000,35.9701129267509,25.0557237889481,12.1182610844228,6.93887323405639,2210.1601,2210.1601,2210.1601,2210.1601,35.9701129267509,25.0557237889481,12.1182610844228,6.93887323405639,2210.1601,2210.1601,2210.1601,2210.1601,2210.1601,2210.1601,2210.1601,2210.1601,4.57985702069287,3.19019383500503,1.54294492261123,0.883484779750496,457985.702069287,319019.383500503,154294.492261123,88348.4779750496,0.210741414242203,0.434329759166757,1.85674764908556,5.66311767245004,2210.1601
0.0082,0.523598775598299,0.785398163397448,1.5707963267949,3.14159265358979,0.001,1000,36.4169637408004,25.3669869366199,12.2871999104363,7.03821839272675,2265.4141,2265.4141,2265.4141,2265.4141,36.4169637408004,25.3669869366199,12.2871999104363,7.03821839272675,2265.4141,2265.4141,2265.4141,2265.4141,2265.4141,2265.4141,2265.4141,2265.4141,4.63675183339736,3.22982508984848,1.56445488200339,0.896133798210206,463675.183339736,322982.508984848,156445.488200339,89613.3798210206,0.210741414242203,0.434329759166757,1.85119218928735,5.6419843908846,2265.4141
0.0084,0.523598775598299,0.785398163397448,1.5707963267949,3.14159265358979,0.001,1000,36.8583975809357,25.6744767794249,12.4529176298695,7.13654064194074,2320.6681,2320.6681,2320.6681,2320.6681,36.8583975809357,25.6744767794249,12.4529176298695,7.13654064194074,2320.6681,2320.6681,2320.6681,2320.6681,2320.6681,2320.6681,2320.6681,2320.6681,4.69295693556182,3.26897591259485,1.58555471736796,0.908652575792861,469295.693556182,326897.591259485,158555.471736796,90865.2575792861,0.210741414242203,0.434329759166757,1.84620770849224,5.62143643319965,2320.6681
0.0086,0.523598775598299,0.785398163397448,1.5707963267949,3.14159265358979,0.001,1000,37.2946068000439,25.9783273047326,12.615469296488,7.23387450231614,2375.9221,2375.9221,2375.9221,2375.9221,37.2946068000439,25.9783273047326,12.615469296488,7.23387450231614,2375.9221,2375.9221,2375.9221,2375.9221,2375.9221,2375.9221,2375.9221,2375.9221,4.74849681831648,3.30766336304587,1.60625143836807,0.92104550780003,474849.681831648,330766.336304587,160625.143836807,92104.550780003,0.210741414242203,0.434329759166757,1.84176889361685,5.60144421842215,2375.9221
0.0088,0.523598775598299,0.785398163397448,1.5707963267949,3.14159265358979,0.001,1000,37.7257726296684,26.278664753111,12.7749081679472,7.33025255730939,2431.1761,2431.1761,2431.1761,2431.1761,37.7257726296684,26.278664753111,12.7749081679472,7.33025255730939,2431.1761,2431.1761,2431.1761,2431.1761,2431.1761,2431.1761,2431.1761,2431.1761,4.80339455677813,3.3459035146499,1.62655182597906,0.933316742886237,480339.455677813,334590.35146499,162655.182597906,93331.6742886237,0.210741414242203,0.434329759166757,1.83785228370635,5.58198030522892,2431.1761
0.009,0.523598775598299,0.785398163397448,1.5707963267949,3.14159265358979,0.001,1000,38.1520660599265,26.5756082312519,12.9312849835366,7.425705603298,2486.4301,2486.4301,2486.4301,2486.4301,38.1520660599265,26.5756082312519,12.9312849835366,7.425705603298,2486.4301,2486.4301,2486.4301,2486.4301,2486.4301,2486.4301,2486.4301,2486.4301,4.85767192208466,3.38371153254192,1.64646234052788,0.945470202168049,485767.192208466,338371.153254192,164646.234052788,94547.0202168049,0.210741414242203,0.434329759166757,1.83443634845743,5.56301919263903,2486.4301
0.0092,0.523598775598299,0.785398163397448,1.5707963267949,3.14159265358979,0.001,1000,38.5736486318905,26.8692702639198,13.0846479626358,7.52026278497102,2541.6841,2541.6841,2541.6841,2541.6841,38.5736486318905,26.8692702639198,13.0846479626358,7.52026278497102,2541.6841,2541.6841,2541.6841,2541.6841,2541.6841,2541.6841,2541.6841,2541.6841,4.91134948228424,3.42110174381993,1.66598912149663,0.957509596462529,491134.948228424,342110.174381993,166598.912149663,95750.9596462529,0.210741414242203,0.434329759166757,1.83150135919805,5.54453714323901,2541.6841
0.0094,0.523598775598299,0.785398163397448,1.5707963267949,3.14159265358979,0.001,1000,38.9906731528465,27.1597572921805,13.2350435272924,7.61395171775288,2596.9381,2596.9381,2596.9381,2596.9381,38.9906731528465,27.1597572921805,13.2350435272924,7.61395171775288,2596.9381,2596.9381,2596.9381,2596.9381,2596.9381,2596.9381,2596.9381,2596.9381,4.96444669340478,3.45808770098134,1.68513807952398,0.969438441874719,496444.669340478,345808.770098134,168513.807952398,96943.8441874719,0.210741414242203,0.434329759166757,1.82902907191065,5.52651202596389,2596.9381
