"time","delta[1]","delta[2]","delta[3]","delta[4]","eta","rho","input_mdot[1]","input_mdot[2]","input_mdot[3]","input_mdot[4]","input_dp[1]","input_dp[2]","input_dp[3]","input_dp[4]","M_FLOW[1]","M_FLOW[2]","M_FLOW[3]","M_FLOW[4]","DP[1]","DP[2]","DP[3]","DP[4]","DP_plot[1]","DP_plot[2]","DP_plot[3]","DP_plot[4]","velocity[1]","velocity[2]","velocity[3]","velocity[4]","Re[1]","Re[2]","Re[3]","Re[4]","zeta_TOT[1]","zeta_TOT[2]","zeta_TOT[3]","zeta_TOT[4]","input_DP.y"
0.5446,0.523598775598299,0.785398163397448,1.5707963267949,3.14159265358979,0.001,1000,296.780673864827,206.728697388237,100.76872549683,62.3699667996026,150456.6421,150456.6421,150456.6421,150456.6421,296.780673864827,206.728697388237,100.76872549683,62.3699667996026,150456.6421,150456.6421,150456.6421,150456.6421,150456.6421,150456.6421,150456.6421,150456.6421,37.7872890077847,26.3215152546292,12.8302726175126,7.94119081330732,3778728.90077847,2632151.52546292,1283027.26175127,794119.081330732,0.210741414242203,0.434329759166757,1.82797222222222,4.77166666666667,150456.6421
0.5448,0.523598775598299,0.785398163397448,1.5707963267949,3.14159265358979,0.001,1000,296.835164028449,206.766653635183,100.78722705311,62.3814181843972,150511.8961,150511.8961,150511.8961,150511.8961,296.835164028449,206.766653635183,100.78722705311,62.3814181843972,150511.8961,150511.8961,150511.8961,150511.8961,150511.8961,150511.8961,150511.8961,150511.8961,37.794226910897,26.3263479940874,12.8326283088221,7.94264884890357,3779422.6910897,2632634.79940874,1283262.83088221,794264.884890357,0.210741414242203,0.434329759166757,1.82797222222222,4.77166666666667,150511.8961
0.545,0.523598775598299,0.785398163397448,1.5707963267949,3.14159265358979,0.001,1000,296.889644191123,206.804602915763,100.805725213674,62.3928674674418,150567.1501,150567.1501,150567.1501,150567.1501,296.889644191123,206.804602915763,100.805725213674,62.3928674674418,150567.1501,150567.1501,150567.1501,150567.1501,150567.1501,150567.1501,150567.1501,150567.1501,37.801163540649,26.3311798465602,12.8349835677757,7.94410661689669,3780116.3540649,2633117.98465602,1283498.35677757,794410.661689669,0.210741414242203,0.434329759166757,1.82797222222222,4.77166666666667,150567.1501
0.5452,0.523598775598299,0.785398163397448,1.5707963267949,3.14159265358979,0.001,1000,296.944114358354,206.842545233811,100.824219980392,62.4043146498931,150622.4041,150622.4041,150622.4041,150622.4041,296.944114358354,206.842545233811,100.824219980392,62.4043146498931,150622.4041,150622.4041,150622.4041,150622.4041,150622.4041,150622.4041,150622.4041,150622.4041,37.8080988977417,26.3360108125359,12.8373383946112,7.94556411743397,3780809.88977417,2633601.08125359,1283733.83946112,794556.411743397,0.210741414242203,0.434329759166757,1.82797222222222,4.77166666666667,150622.4041
0.5454,0.523598775598299,0.785398163397448,1.5707963267949,3.14159265358979,0.001,1000,296.998574535641,206.880480593157,100.842711355131,62.415759732907,150677.6581,150677.6581,150677.6581,150677.6581,296.998574535641,206.880480593157,100.842711355131,62.415759732907,150677.6581,150677.6581,150677.6581,150677.6581,150677.6581,150677.6581,150677.6581,150677.6581,37.8150329828752,26.3408408925023,12.8396927895666,7.94702135066258,3781503.29828752,2634084.08925023,1283969.27895666,794702.135066258,0.210741414242203,0.434329759166757,1.82797222222222,4.77166666666666,150677.6581
0.5456,0.523598775598299,0.785398163397448,1.5707963267949,3.14159265358979,0.001,1000,297.053024728479,206.918408997629,100.861199339755,62.4272027176381,150732.9121,150732.9121,150732.9121,150732.9121,297.053024728479,206.918408997629,100.861199339755,62.4272027176381,150732.9121,150732.9121,150732.9121,150732.9121,150732.9121,150732.9121,150732.9121,150732.9121,37.8219657967492,26.3456700869465,12.8420467528793,7.94847831672952,3782196.57967492,2634567.00869465,1284204.67528793,794847.831672952,0.210741414242203,0.434329759166757,1.82797222222222,4.77166666666667,150732.9121
0.5458,0.523598775598299,0.785398163397448,1.5707963267949,3.14159265358979,0.001,1000,297.107464942357,206.956330451051,100.87968393613,62.4386436052401,150788.1661,150788.1661,150788.1661,150788.1661,297.107464942357,206.956330451051,100.87968393613,62.4386436052401,150788.1661,150788.1661,150788.1661,150788.1661,150788.1661,150788.1661,150788.1661,150788.1661,37.8288973400625,26.3504983963556,12.8444002847866,7.9499350157817,3782889.73400625,2635049.83963556,1284440.02847866,794993.50157817,0.210741414242203,0.434329759166757,1.82797222222222,4.77166666666667,150788.1661
0.546,0.523598775598299,0.785398163397448,1.5707963267949,3.14159265358979,0.001,1000,297.16189518276,206.994244957243,100.898165146117,62.4500823968656,150843.4201,150843.4201,150843.4201,150843.4201,297.16189518276,206.994244957243,100.898165146117,62.4500823968656,150843.4201,150843.4201,150843.4201,150843.4201,150843.4201,150843.4201,150843.4201,150843.4201,37.8358276135135,26.3553258212159,12.8467533855256,7.95139144796585,3783582.76135135,2635532.58212159,1284675.33855256,795139.144796585,0.210741414242203,0.434329759166757,1.82797222222222,4.77166666666667,150843.4201
0.5462,0.523598775598299,0.785398163397448,1.5707963267949,3.14159265358979,0.001,1000,297.216315455166,207.032152520023,100.916642971578,62.4615190936661,150898.6741,150898.6741,150898.6741,150898.6741,297.216315455166,207.032152520023,100.916642971578,62.4615190936661,150898.6741,150898.6741,150898.6741,150898.6741,150898.6741,150898.6741,150898.6741,150898.6741,37.8427566177999,26.3601523620134,12.8491060553332,7.95284761342861,3784275.66177999,2636015.23620134,1284910.60553332,795284.761342861,0.210741414242203,0.434329759166757,1.82797222222222,4.77166666666667,150898.6741
0.5464,0.523598775598299,0.785398163397448,1.5707963267949,3.14159265358979,0.001,1000,297.270725765052,207.070053143202,100.935117414369,62.472953696792,150953.9281,150953.9281,150953.9281,150953.9281,297.270725765052,207.070053143202,100.935117414369,62.472953696792,150953.9281,150953.9281,150953.9281,150953.9281,150953.9281,150953.9281,150953.9281,150953.9281,37.8496843536186,26.3649780192336,12.8514582944462,7.95430351231644,3784968.43536186,2636497.80192336,1285145.82944462,795430.351231644,0.210741414242203,0.434329759166757,1.82797222222222,4.77166666666667,150953.9281
0.5466,0.523598775598299,0.785398163397448,1.5707963267949,3.14159265358979,0.001,1000,297.325126117885,207.107946830591,100.95358847635,62.4843862073929,151009.1821,151009.1821,151009.1821,151009.1821,297.325126117885,207.107946830591,100.95358847635,62.4843862073929,151009.1821,151009.1821,151009.1821,151009.1821,151009.1821,151009.1821,151009.1821,151009.1821,37.8566108216661,26.3698027933616,12.8538101031009,7.9557591447757,3785661.08216661,2636980.27933616,1285381.01031009,795575.91447757,0.210741414242203,0.434329759166757,1.82797222222222,4.77166666666667,151009.1821
0.5468,0.523598775598299,0.785398163397448,1.5707963267949,3.14159265358979,0.001,1000,297.37951651913,207.145833585997,100.972056159375,62.495816626617,151064.4361,151064.4361,151064.4361,151064.4361,297.37951651913,207.145833585997,100.972056159375,62.495816626617,151064.4361,151064.4361,151064.4361,151064.4361,151064.4361,151064.4361,151064.4361,151064.4361,37.863536022638,26.3746266848821,12.8561614815335,7.95721451095261,3786353.6022638,2637462.66848821,1285616.14815335,795721.451095261,0.210741414242203,0.434329759166757,1.82797222222222,4.77166666666666,151064.4361
0.547,0.523598775598299,0.785398163397448,1.5707963267949,3.14159265358979,0.001,1000,297.433896974247,207.183713413222,100.990520465297,62.5072449556117,151119.6901,151119.6901,151119.6901,151119.6901,297.433896974247,207.183713413222,100.990520465297,62.5072449556117,151119.6901,151119.6901,151119.6901,151119.6901,151119.6901,151119.6901,151119.6901,151119.6901,37.8704599572296,26.3794496942791,12.8585124299802,7.95866961099324,3787045.99572296,2637944.96942792,1285851.24299802,795866.961099324,0.210741414242203,0.434329759166757,1.82797222222222,4.77166666666667,151119.6901
0.5472,0.523598775598299,0.785398163397448,1.5707963267949,3.14159265358979,0.001,1000,297.488267488691,207.221586316066,101.008981395969,62.5186711955233,151174.9441,151174.9441,151174.9441,151174.9441,297.488267488691,207.221586316066,101.008981395969,62.5186711955233,151174.9441,151174.9441,151174.9441,151174.9441,151174.9441,151174.9441,151174.9441,151174.9441,37.8773826261353,26.3842718220366,12.8608629486766,7.96012444504355,3787738.26261353,2638427.18220366,1286086.29486766,796012.444504355,0.210741414242203,0.434329759166757,1.82797222222222,4.77166666666667,151174.9441
0.5474,0.523598775598299,0.785398163397448,1.5707963267949,3.14159265358979,0.001,1000,297.54262806791,207.259452298324,101.027438953241,62.530095347497,151230.1981,151230.1981,151230.1981,151230.1981,297.54262806791,207.259452298324,101.027438953241,62.530095347497,151230.1981,151230.1981,151230.1981,151230.1981,151230.1981,151230.1981,151230.1981,151230.1981,37.8843040300489,26.3890930686378,12.8632130378584,7.96157901324934,3788430.40300489,2638909.30686378,1286321.30378584,796157.901324934,0.210741414242203,0.434329759166757,1.82797222222222,4.77166666666667,151230.1981
0.5476,0.523598775598299,0.785398163397448,1.5707963267949,3.14159265358979,0.001,1000,297.596978717348,207.29731136379,101.045893138962,62.541517412677,151285.4521,151285.4521,151285.4521,151285.4521,297.596978717348,207.29731136379,101.045893138962,62.541517412677,151285.4521,151285.4521,151285.4521,151285.4521,151285.4521,151285.4521,151285.4521,151285.4521,37.8912241696637,26.3939134345655,12.865562697761,7.96303331575631,3789122.41696637,2639391.34345655,1286556.2697761,796303.331575631,0.210741414242203,0.434329759166757,1.82797222222222,4.77166666666667,151285.4521
0.5478,0.523598775598299,0.785398163397448,1.5707963267949,3.14159265358979,0.001,1000,297.651319442447,207.335163516251,101.064343954979,62.5529373922064,151340.7061,151340.7061,151340.7061,151340.7061,297.651319442447,207.335163516251,101.064343954979,62.5529373922064,151340.7061,151340.7061,151340.7061,151340.7061,151340.7061,151340.7061,151340.7061,151340.7061,37.8981430456721,26.3987329203022,12.8679119286195,7.96448735271,3789814.30456721,2639873.29203022,1286791.19286195,796448.735271,0.210741414242203,0.434329759166757,1.82797222222222,4.77166666666667,151340.7061
0.548,0.523598775598299,0.785398163397448,1.5707963267949,3.14159265358979,0.001,1000,297.705650248639,207.373008759494,101.082791403136,62.5643552872272,151395.9601,151395.9601,151395.9601,151395.9601,297.705650248639,207.373008759494,101.082791403136,62.5643552872272,151395.9601,151395.9601,151395.9601,151395.9601,151395.9601,151395.9601,151395.9601,151395.9601,37.9050606587663,26.4035515263299,12.8702607306688,7.96594112425582,3790506.06587663,2640355.15263299,1287026.07306688,796594.112425582,0.210741414242203,0.434329759166757,1.82797222222222,4.77166666666667,151395.9601
0.5482,0.523598775598299,0.785398163397448,1.5707963267949,3.14159265358979,0.001,1000,297.759971141355,207.4108470973,101.101235485278,62.5757710988807,151451.2141,151451.2141,151451.2141,151451.2141,297.759971141355,207.4108470973,101.101235485278,62.5757710988807,151451.2141,151451.2141,151451.2141,151451.2141,151451.2141,151451.2141,151451.2141,151451.2141,37.9119770096374,26.4083692531301,12.8726091041438,7.96739463053906,3791197.70096374,2640836.92531301,1287260.91041438,796739.463053906,0.210741414242203,0.434329759166757,1.82797222222222,4.77166666666667,151451.2141
0.5484,0.523598775598299,0.785398163397448,1.5707963267949,3.14159265358979,0.001,1000,297.814282126019,207.448678533449,101.119676203246,62.5871848283066,151506.4681,151506.4681,151506.4681,151506.4681,297.814282126019,207.448678533449,101.119676203246,62.5871848283066,151506.4681,151506.4681,151506.4681,151506.4681,151506.4681,151506.4681,151506.4681,151506.4681,37.9188920989762,26.413186101184,12.8749570492788,7.96884787170486,3791889.20989762,2641318.6101184,1287495.70492788,796884.787170486,0.210741414242203,0.434329759166757,1.82797222222222,4.77166666666667,151506.4681
0.5486,0.523598775598299,0.785398163397448,1.5707963267949,3.14159265358979,0.001,1000,297.868583208051,207.486503071715,101.13811355888,62.5985964766442,151561.7221,151561.7221,151561.7221,151561.7221,297.868583208051,207.486503071715,101.13811355888,62.5985964766442,151561.7221,151561.7221,151561.7221,151561.7221,151561.7221,151561.7221,151561.7221,151561.7221,37.9258059274727,26.4180020709722,12.8773045663082,7.97030084789826,3792580.59274727,2641800.20709722,1287730.45663082,797030.084789826,0.210741414242203,0.434329759166757,1.82797222222222,4.77166666666667,151561.7221
0.5488,0.523598775598299,0.785398163397448,1.5707963267949,3.14159265358979,0.001,1000,297.922874392866,207.52432071587,101.156547554019,62.6100060450312,151616.9761,151616.9761,151616.9761,151616.9761,297.922874392866,207.52432071587,101.156547554019,62.6100060450312,151616.9761,151616.9761,151616.9761,151616.9761,151616.9761,151616.9761,151616.9761,151616.9761,37.9327184958163,26.4228171629749,12.8796516554661,7.97175355926413,3793271.84958163,2642281.71629749,1287965.16554661,797175.355926413,0.210741414242203,0.434329759166757,1.82797222222222,4.77166666666667,151616.9761
0.549,0.523598775598299,0.785398163397448,1.5707963267949,3.14159265358979,0.001,1000,297.977155685873,207.562131469683,101.174978190501,62.6214135346045,151672.2301,151672.2301,151672.2301,151672.2301,297.977155685873,207.562131469683,101.174978190501,62.6214135346045,151672.2301,151672.2301,151672.2301,151672.2301,151672.2301,151672.2301,151672.2301,151672.2301,37.9396298046959,26.4276313776719,12.8819983169863,7.97320600594722,3793962.98046959,2642763.13776719,1288199.83169863,797320.600594722,0.210741414242203,0.434329759166757,1.82797222222222,4.77166666666667,151672.2301
0.5492,0.523598775598299,0.785398163397448,1.5707963267949,3.14159265358979,0.001,1000,298.031427092477,207.599935336918,101.193405470159,62.6328189465001,151727.4841,151727.4841,151727.4841,151727.4841,298.031427092477,207.599935336918,101.193405470159,62.6328189465001,151727.4841,151727.4841,151727.4841,151727.4841,151727.4841,151727.4841,151727.4841,151727.4841,37.9465398547996,26.4324447155427,12.8843445511026,7.97465818809216,3794653.98547996,2643244.47155427,1288434.45511026,797465.818809216,0.210741414242203,0.434329759166757,1.82797222222222,4.77166666666666,151727.4841
0.5494,0.523598775598299,0.785398163397448,1.5707963267949,3.14159265358979,0.001,1000,298.085688618078,207.637732321337,101.211829394827,62.6442222818527,151782.7381,151782.7381,151782.7381,151782.7381,298.085688618078,207.637732321337,101.211829394827,62.6442222818527,151782.7381,151782.7381,151782.7381,151782.7381,151782.7381,151782.7381,151782.7381,151782.7381,37.9534486468149,26.4372571770661,12.8866903580483,7.97611010584344,3795344.8646815,2643725.71770661,1288669.03580483,797611.010584345,0.210741414242203,0.434329759166757,1.82797222222222,4.77166666666667,151782.7381
0.5496,0.523598775598299,0.785398163397448,1.5707963267949,3.14159265358979,0.001,1000,298.139940268072,207.675522426698,101.230249966338,62.6556235417961,151837.9921,151837.9921,151837.9921,151837.9921,298.139940268072,207.675522426698,101.230249966338,62.6556235417961,151837.9921,151837.9921,151837.9921,151837.9921,151837.9921,151837.9921,151837.9921,151837.9921,37.9603561814288,26.4420687627206,12.8890357380567,7.97756175934542,3796035.61814288,2644206.87627206,1288903.57380567,797756.175934542,0.210741414242203,0.434329759166757,1.82797222222222,4.77166666666667,151837.9921
0.5498,0.523598775598299,0.785398163397448,1.5707963267949,3.14159265358979,0.001,1000,298.194182047848,207.713305656755,101.248667186521,62.6670227274632,151893.2461,151893.2461,151893.2461,151893.2461,298.194182047848,207.713305656755,101.248667186521,62.6670227274632,151893.2461,151893.2461,151893.2461,151893.2461,151893.2461,151893.2461,151893.2461,151893.2461,37.9672624593276,26.4468794729842,12.8913806913608,7.97901314874233,3796726.24593276,2644687.94729842,1289138.06913608,797901.314874233,0.210741414242203,0.434329759166757,1.82797222222222,4.77166666666666,151893.2461
0.55,0.523598775598299,0.785398163397448,1.5707963267949,3.14159265358979,0.001,1000,298.248413962791,207.751082015259,101.267081057206,62.6784198399856,151948.5001,151948.5001,151948.5001,151948.5001,298.248413962791,207.751082015259,101.267081057206,62.6784198399856,151948.5001,151948.5001,151948.5001,151948.5001,151948.5001,151948.5001,151948.5001,151948.5001,37.9741674811969,26.4516893083346,12.8937252181935,7.98046427417826,3797416.74811969,2645168.93083346,1289372.52181935,798046.427417826,0.210741414242203,0.434329759166757,1.82797222222222,4.77166666666667,151948.5001
0.5502,0.523598775598299,0.785398163397448,1.5707963267949,3.14159265358979,0.001,1000,298.302636018283,207.788851505959,101.285491580217,62.689814880494,152003.7541,152003.7541,152003.7541,152003.7541,298.302636018283,207.788851505959,101.285491580217,62.689814880494,152003.7541,152003.7541,152003.7541,152003.7541,152003.7541,152003.7541,152003.7541,152003.7541,37.9810712477217,26.456498269249,12.8960693187873,7.98191513579718,3798107.12477217,2645649.8269249,1289606.93187873,798191.513579718,0.210741414242203,0.434329759166757,1.82797222222222,4.77166666666667,152003.7541
0.5504,0.523598775598299,0.785398163397448,1.5707963267949,3.14159265358979,0.001,1000,298.356848219698,207.826614132599,101.303898757382,62.7012078501181,152059.0081,152059.0081,152059.0081,152059.0081,298.356848219698,207.826614132599,101.303898757382,62.7012078501181,152059.0081,152059.0081,152059.0081,152059.0081,152059.0081,152059.0081,152059.0081,152059.0081,37.9879737595866,26.461306356204,12.8984129933747,7.98336573374292,3798797.37595866,2646130.6356204,1289841.29933747,798336.573374292,0.210741414242203,0.434329759166757,1.82797222222222,4.77166666666667,152059.0081
0.5506,0.523598775598299,0.785398163397448,1.5707963267949,3.14159265358979,0.001,1000,298.411050572406,207.864369898919,101.322302590524,62.7125987499866,152114.2621,152114.2621,152114.2621,152114.2621,298.411050572406,207.864369898919,101.322302590524,62.7125987499866,152114.2621,152114.2621,152114.2621,152114.2621,152114.2621,152114.2621,152114.2621,152114.2621,37.9948750174752,26.4661135696761,12.9007562421877,7.98481606815919,3799487.50174752,2646611.35696761,1290075.62421877,798481.606815919,0.210741414242203,0.434329759166757,1.82797222222222,4.77166666666667,152114.2621
0.5508,0.523598775598299,0.785398163397448,1.5707963267949,3.14159265358979,0.001,1000,298.465243081775,207.902118808658,101.340703081463,62.7239875812271,152169.5161,152169.5161,152169.5161,152169.5161,298.465243081775,207.902118808658,101.340703081463,62.7239875812271,152169.5161,152169.5161,152169.5161,152169.5161,152169.5161,152169.5161,152169.5161,152169.5161,38.0017750220708,26.4709199101411,12.9030990654584,7.98626613918956,3800177.50220708,2647091.99101411,1290309.90654584,798626.613918956,0.210741414242203,0.434329759166757,1.82797222222222,4.77166666666667,152169.5161
0.551,0.523598775598299,0.785398163397448,1.5707963267949,3.14159265358979,0.001,1000,298.519425753163,207.939860865549,101.359100232022,62.7353743449662,152224.7701,152224.7701,152224.7701,152224.7701,298.519425753163,207.939860865549,101.359100232022,62.7353743449662,152224.7701,152224.7701,152224.7701,152224.7701,152224.7701,152224.7701,152224.7701,152224.7701,38.008673774056,26.4757253780745,12.9054414634185,7.98771594697748,3800867.3774056,2647572.53780745,1290544.14634185,798771.594697748,0.210741414242203,0.434329759166757,1.82797222222222,4.77166666666667,152224.7701
0.5512,0.523598775598299,0.785398163397448,1.5707963267949,3.14159265358979,0.001,1000,298.573598591928,207.977596073323,101.377494044017,62.7467590423295,152280.0241,152280.0241,152280.0241,152280.0241,298.573598591928,207.977596073323,101.377494044017,62.7467590423295,152280.0241,152280.0241,152280.0241,152280.0241,152280.0241,152280.0241,152280.0241,152280.0241,38.0155712741126,26.4805299739512,12.9077834362996,7.98916549166625,3801557.12741126,2648052.99739512,1290778.34362996,798916.549166625,0.210741414242203,0.434329759166757,1.82797222222222,4.77166666666667,152280.0241
0.5514,0.523598775598299,0.785398163397448,1.5707963267949,3.14159265358979,0.001,1000,298.627761603421,208.015324435708,101.395884519266,62.7581416744415,152335.2781,152335.2781,152335.2781,152335.2781,298.627761603421,208.015324435708,101.395884519266,62.7581416744415,152335.2781,152335.2781,152335.2781,152335.2781,152335.2781,152335.2781,152335.2781,152335.2781,38.022467522922,26.4853336982459,12.9101249843329,7.99061477339907,3802246.7522922,2648533.36982459,1291012.49843329,799061.477339907,0.210741414242203,0.434329759166757,1.82797222222222,4.77166666666667,152335.2781
0.5516,0.523598775598299,0.785398163397448,1.5707963267949,3.14159265358979,0.001,1000,298.681914792987,208.053045956428,101.414271659585,62.7695222424257,152390.5321,152390.5321,152390.5321,152390.5321,298.681914792987,208.053045956428,101.414271659585,62.7695222424257,152390.5321,152390.5321,152390.5321,152390.5321,152390.5321,152390.5321,152390.5321,152390.5321,38.0293625211649,26.4901365514327,12.9124661077498,7.99206379231898,3802936.25211649,2649013.65514327,1291246.61077498,799206.379231898,0.210741414242203,0.434329759166757,1.82797222222222,4.77166666666667,152390.5321
0.5518,0.523598775598299,0.785398163397448,1.5707963267949,3.14159265358979,0.001,1000,298.736058165968,208.090760639203,101.432655466786,62.7809007474048,152445.7861,152445.7861,152445.7861,152445.7861,298.736058165968,208.090760639203,101.432655466786,62.7809007474048,152445.7861,152445.7861,152445.7861,152445.7861,152445.7861,152445.7861,152445.7861,152445.7861,38.0362562695214,26.4949385339853,12.9148068067809,7.99351254856891,3803625.62695214,2649493.85339853,1291480.68067809,799351.254856891,0.210741414242203,0.434329759166757,1.82797222222222,4.77166666666667,152445.7861
0.552,0.523598775598299,0.785398163397448,1.5707963267949,3.14159265358979,0.001,1000,298.790191727701,208.128468487751,101.451035942682,62.7922771905001,152501.0401,152501.0401,152501.0401,152501.0401,298.790191727701,208.128468487751,101.451035942682,62.7922771905001,152501.0401,152501.0401,152501.0401,152501.0401,152501.0401,152501.0401,152501.0401,152501.0401,38.043148768671,26.4997396463771,12.9171470816571,7.99496104229164,3804314.8768671,2649973.96463771,1291714.70816571,799496.104229165,0.210741414242203,0.434329759166757,1.82797222222222,4.77166666666667,152501.0401
0.5522,0.523598775598299,0.785398163397448,1.5707963267949,3.14159265358979,0.001,1000,298.844315483517,208.166169505785,101.469413089083,62.8036515728322,152556.2941,152556.2941,152556.2941,152556.2941,298.844315483517,208.166169505785,101.469413089083,62.8036515728322,152556.2941,152556.2941,152556.2941,152556.2941,152556.2941,152556.2941,152556.2941,152556.2941,38.0500400192924,26.5045398890809,12.9194869326089,7.99640927362986,3805004.00192924,2650453.98890809,1291948.69326089,799640.927362986,0.210741414242203,0.434329759166757,1.82797222222222,4.77166666666666,152556.2941
0.5524,0.523598775598299,0.785398163397448,1.5707963267949,3.14159265358979,0.001,1000,298.898429438743,208.203863697017,101.487786907798,62.8150238955205,152611.5481,152611.5481,152611.5481,152611.5481,298.898429438743,208.203863697017,101.487786907798,62.8150238955205,152611.5481,152611.5481,152611.5481,152611.5481,152611.5481,152611.5481,152611.5481,152611.5481,38.056930022064,26.5093392625692,12.9218263598664,7.99785724272609,3805693.0022064,2650933.92625692,1292182.63598664,799785.724272609,0.210741414242203,0.434329759166757,1.82797222222222,4.77166666666667,152611.5481
0.5526,0.523598775598299,0.785398163397448,1.5707963267949,3.14159265358979,0.001,1000,298.952533598702,208.241551065153,101.506157400634,62.8263941596836,152666.8021,152666.8021,152666.8021,152666.8021,298.952533598702,208.241551065153,101.506157400634,62.8263941596836,152666.8021,152666.8021,152666.8021,152666.8021,152666.8021,152666.8021,152666.8021,152666.8021,38.0638187776634,26.5141377673139,12.92416536366,7.99930494972274,3806381.87776634,2651413.77673139,1292416.536366,799930.494972274,0.210741414242203,0.434329759166757,1.82797222222222,4.77166666666667,152666.8021
0.5528,0.523598775598299,0.785398163397448,1.5707963267949,3.14159265358979,0.001,1000,299.00662796871,208.279231613896,101.524524569397,62.8377623664388,152722.0561,152722.0561,152722.0561,152722.0561,299.00662796871,208.279231613896,101.524524569397,62.8377623664388,152722.0561,152722.0561,152722.0561,152722.0561,152722.0561,152722.0561,152722.0561,152722.0561,38.0707062867676,26.5189354037867,12.9265039442193,8.00075239476209,3807070.62867676,2651893.54037867,1292650.39442193,800075.239476209,0.210741414242203,0.434329759166757,1.82797222222222,4.77166666666667,152722.0561
0.553,0.523598775598299,0.785398163397448,1.5707963267949,3.14159265358979,0.001,1000,299.06071255408,208.316905346949,101.542888415889,62.8491285169027,152777.3101,152777.3101,152777.3101,152777.3101,299.06071255408,208.316905346949,101.542888415889,62.8491285169027,152777.3101,152777.3101,152777.3101,152777.3101,152777.3101,152777.3101,152777.3101,152777.3101,38.077592550053,26.5237321724587,12.928842101774,8.00219957798629,3807759.2550053,2652373.21724587,1292884.2101774,800219.957798629,0.210741414242203,0.434329759166757,1.82797222222222,4.77166666666667,152777.3101
0.5532,0.523598775598299,0.785398163397448,1.5707963267949,3.14159265358979,0.001,1000,299.11478736012,208.354572268007,101.561248941914,62.8604926121905,152832.5641,152832.5641,152832.5641,152832.5641,299.11478736012,208.354572268007,101.561248941914,62.8604926121905,152832.5641,152832.5641,152832.5641,152832.5641,152832.5641,152832.5641,152832.5641,152832.5641,38.0844775681954,26.5285280738007,12.9311798365537,8.00364649953735,3808447.75681954,2652852.80738007,1293117.98365537,800364.649953735,0.210741414242203,0.434329759166757,1.82797222222222,4.77166666666667,152832.5641
0.5534,0.523598775598299,0.785398163397448,1.5707963267949,3.14159265358979,0.001,1000,299.168852392132,208.392232380765,101.579606149271,62.8718546534168,152887.8181,152887.8181,152887.8181,152887.8181,299.168852392132,208.392232380765,101.579606149271,62.8718546534168,152887.8181,152887.8181,152887.8181,152887.8181,152887.8181,152887.8181,152887.8181,152887.8181,38.0913613418699,26.533323108283,12.9335171487875,8.00509315955717,3809136.13418699,2653332.3108283,1293351.71487875,800509.315955717,0.210741414242203,0.434329759166757,1.82797222222222,4.77166666666667,152887.8181
0.5536,0.523598775598299,0.785398163397448,1.5707963267949,3.14159265358979,0.001,1000,299.222907655414,208.429885688913,101.59796003976,62.8832146416949,152943.0721,152943.0721,152943.0721,152943.0721,299.222907655414,208.429885688913,101.59796003976,62.8832146416949,152943.0721,152943.0721,152943.0721,152943.0721,152943.0721,152943.0721,152943.0721,152943.0721,38.0982438717511,26.5381172763754,12.9358540387046,8.00653955818751,3809824.38717511,2653811.72763754,1293585.40387046,800653.955818751,0.210741414242203,0.434329759166757,1.82797222222222,4.77166666666667,152943.0721
0.5538,0.523598775598299,0.785398163397448,1.5707963267949,3.14159265358979,0.001,1000,299.276953155261,208.467532196139,101.616310615178,62.8945725781373,152998.3261,152998.3261,152998.3261,152998.3261,299.276953155261,208.467532196139,101.616310615178,62.8945725781373,152998.3261,152998.3261,152998.3261,152998.3261,152998.3261,152998.3261,152998.3261,152998.3261,38.1051251585131,26.5429105785474,12.9381905065337,8.00798569557002,3810512.51585131,2654291.05785474,1293819.05065337,800798.569557002,0.210741414242203,0.434329759166757,1.82797222222222,4.77166666666667,152998.3261
0.554,0.523598775598299,0.785398163397448,1.5707963267949,3.14159265358979,0.001,1000,299.33098889696,208.505171906125,101.634657877321,62.9059284638554,153053.5801,153053.5801,153053.5801,153053.5801,299.33098889696,208.505171906125,101.634657877321,62.9059284638554,153053.5801,153053.5801,153053.5801,153053.5801,153053.5801,153053.5801,153053.5801,153053.5801,38.1120052028291,26.5477030152681,12.9405265525034,8.0094315718462,3811200.52028291,2654770.30152681,1294052.65525034,800943.15718462,0.210741414242203,0.434329759166757,1.82797222222222,4.77166666666667,153053.5801
0.5542,0.523598775598299,0.785398163397448,1.5707963267949,3.14159265358979,0.001,1000,299.385014885794,208.542804822553,101.653001827982,62.9172822999596,153108.8341,153108.8341,153108.8341,153108.8341,299.385014885794,208.542804822553,101.653001827982,62.9172822999596,153108.8341,153108.8341,153108.8341,153108.8341,153108.8341,153108.8341,153108.8341,153108.8341,38.1188840053719,26.5524945870061,12.9428621768423,8.01087718715742,3811888.40053719,2655249.45870061,1294286.21768423,801087.718715742,0.210741414242203,0.434329759166757,1.82797222222222,4.77166666666667,153108.8341
