"Time","transferFunction.y.re","transferFunction.y.im","const.y.im","logFrequencySweep.y","const.y.re"
0.0605,-2.0012138,0.0034958944,0,0.017458221,1
0.061000001,-2.001225,0.0035120703,0,0.017538805,1
0.061500002,-2.0012364,0.0035283214,0,0.017619761,1
0.061999999,-2.0012479,0.0035446479,0,0.017701089,1
0.0625,-2.0012593,0.0035610506,0,0.017782794,1
0.063000001,-2.001271,0.0035775295,0,0.017864875,1
0.063500002,-2.0012827,0.0035940849,0,0.017947337,1
0.064000003,-2.0012946,0.0036107174,0,0.018030178,1
0.064499997,-2.0013068,0.0036274274,0,0.018113401,1
0.064999998,-2.0013187,0.0036442149,0,0.018197009,1
0.065499999,-2.0013311,0.0036610807,0,0.018281002,1
0.066,-2.0013433,0.0036780247,0,0.018365383,1
0.066500001,-2.0013556,0.0036950479,0,0.018450154,1
0.067000002,-2.0013683,0.00371215,0,0.018535316,1
0.067500003,-2.0013809,0.003729332,0,0.018620871,1
0.068000004,-2.0013938,0.0037465938,0,0.018706821,1
0.068499997,-2.0014067,0.003763936,0,0.018793168,1
0.068999998,-2.0014198,0.0037813587,0,0.018879913,1
0.069499999,-2.0014329,0.0037988627,0,0.018967059,1
0.07,-2.001446,0.0038164482,0,0.019054607,1
0.070500001,-2.0014596,0.0038341156,0,0.019142559,1
0.071000002,-2.0014729,0.0038518652,0,0.019230917,1
0.071500003,-2.0014865,0.0038696975,0,0.019319683,1
0.071999997,-2.0015004,0.0038876128,0,0.019408859,1
0.072499998,-2.0015142,0.0039056116,0,0.019498445,1
0.072999999,-2.0015283,0.0039236941,0,0.019588446,1
0.0735,-2.0015426,0.003941861,0,0.019678863,1
0.074000001,-2.0015566,0.0039601126,0,0.019769697,1
0.074500002,-2.0015712,0.0039784489,0,0.019860949,1
0.075000003,-2.0015857,0.0039968709,0,0.019952623,1
0.075499997,-2.0016005,0.0040153787,0,0.02004472,1
0.075999998,-2.0016153,0.0040339725,0,0.020137243,1
0.076499999,-2.0016301,0.0040526534,0,0.020230193,1
0.077,-2.0016453,0.004071421,0,0.020323571,1
0.077500001,-2.0016606,0.0040902765,0,0.020417379,1
0.078000002,-2.0016758,0.0041092196,0,0.020511622,1
0.078500003,-2.0016913,0.0041282512,0,0.0206063,1
0.079000004,-2.0017071,0.0041473713,0,0.020701414,1
0.079499997,-2.0017228,0.0041665807,0,0.020796968,1
0.079999998,-2.0017388,0.0041858796,0,0.020892961,1
0.080499999,-2.001755,0.0042052688,0,0.020989399,1
0.081,-2.0017712,0.0042247479,0,0.021086281,1
0.081500001,-2.0017877,0.0042443182,0,0.021183612,1
0.082000002,-2.0018041,0.0042639798,0,0.021281391,1
0.082500003,-2.0018208,0.0042837332,0,0.021379622,1
0.082999997,-2.0018377,0.0043035788,0,0.021478305,1
0.083499998,-2.0018547,0.004323517,0,0.021577444,1
0.083999999,-2.0018718,0.0043435479,0,0.021677041,1
0.0845,-2.0018892,0.0043636728,0,0.021777097,1
0.085000001,-2.0019069,0.0043838914,0,0.021877617,1
0.085500002,-2.0019245,0.0044042044,0,0.021978598,1
0.086000003,-2.0019422,0.004424612,0,0.022080047,1
0.086499996,-2.0019603,0.0044451156,0,0.022181964,1
0.086999997,-2.0019784,0.0044657141,0,0.022284351,1
0.087499999,-2.0019968,0.0044864095,0,0.022387212,1
0.088,-2.0020151,0.0045072013,0,0.022490546,1
0.088500001,-2.0020339,0.0045280904,0,0.022594357,1
0.089000002,-2.0020528,0.0045490768,0,0.022698648,1
0.089500003,-2.0020716,0.0045701615,0,0.02280342,1
0.090000004,-2.0020909,0.0045913444,0,0.022908676,1
0.090499997,-2.0021102,0.0046126265,0,0.023014419,1
0.090999998,-2.0021298,0.0046340083,0,0.023120647,1
0.091499999,-2.0021496,0.0046554897,0,0.023227368,1
0.092,-2.0021694,0.0046770717,0,0.023334581,1
0.092500001,-2.0021896,0.0046987548,0,0.023442289,1
0.093000002,-2.0022099,0.0047205393,0,0.023550494,1
0.093500003,-2.0022304,0.0047424254,0,0.023659198,1
0.093999997,-2.0022509,0.0047644139,0,0.023768403,1
0.094499998,-2.0022719,0.0047865054,0,0.023878112,1
0.094999999,-2.0022929,0.0048087002,0,0.023988329,1
0.0955,-2.0023141,0.0048309988,0,0.024099054,1
0.096000001,-2.0023355,0.0048534023,0,0.024210291,1
0.096500002,-2.0023572,0.00487591,0,0.02432204,1
0.097000003,-2.0023789,0.0048985234,0,0.024434306,1
0.097499996,-2.0024011,0.0049212426,0,0.024547089,1
0.097999997,-2.0024233,0.0049440679,0,0.024660394,1
0.098499998,-2.0024457,0.0049670003,0,0.02477422,1
0.098999999,-2.0024683,0.0049900403,0,0.024888573,1
0.0995,-2.0024912,0.0050131879,0,0.025003454,1
0.1,-2.0025144,0.0050364444,0,0.025118865,1
0.1005,-2.0025377,0.0050598094,0,0.025234807,1
0.101,-2.0025611,0.0050832839,0,0.025351286,1
0.1015,-2.0025849,0.0051068687,0,0.025468303,1
0.102,-2.0026088,0.0051305639,0,0.025585858,1
0.1025,-2.0026331,0.0051543703,0,0.025703957,1
0.103,-2.0026574,0.0051782881,0,0.025822602,1
0.1035,-2.002682,0.0052023185,0,0.025941793,1
0.104,-2.0027068,0.0052264612,0,0.026061535,1
0.1045,-2.002732,0.0052507175,0,0.02618183,1
0.105,-2.0027573,0.0052750874,0,0.02630268,1
0.1055,-2.0027828,0.0052995714,0,0.026424088,1
0.106,-2.0028086,0.0053241705,0,0.026546055,1
0.1065,-2.0028346,0.0053488854,0,0.026668586,1
0.107,-2.0028608,0.0053737159,0,0.026791682,1
0.1075,-2.0028875,0.0053986632,0,0.026915347,1
0.108,-2.0029142,0.0054237274,0,0.027039584,1
0.1085,-2.0029411,0.0054489095,0,0.027164392,1
0.109,-2.0029683,0.0054742098,0,0.027289778,1
0.1095,-2.002996,0.0054996293,0,0.027415741,1
0.11,-2.0030236,0.005525168,0,0.027542287,1
0.1105,-2.0030518,0.0055508264,0,0.027669417,1
0.111,-2.0030799,0.0055766059,0,0.027797133,1
0.1115,-2.0031085,0.0056025065,0,0.027925439,1
0.112,-2.0031374,0.0056285285,0,0.028054336,1
0.1125,-2.0031664,0.0056546736,0,0.028183829,1
0.113,-2.0031958,0.005680941,0,0.02831392,1
0.1135,-2.0032253,0.0057073324,0,0.028444611,1
0.114,-2.0032554,0.0057338476,0,0.028575905,1
0.1145,-2.0032854,0.0057604876,0,0.028707806,1
0.115,-2.0033159,0.0057872534,0,0.028840315,1
0.1155,-2.0033467,0.0058141449,0,0.028973436,1
0.116,-2.0033777,0.005841163,0,0.029107172,1
0.1165,-2.0034089,0.0058683087,0,0.029241525,1
0.117,-2.0034406,0.005895582,0,0.029376496,1
0.1175,-2.0034723,0.0059229839,0,0.029512092,1
0.118,-2.0035045,0.0059505147,0,0.029648313,1
0.1185,-2.0035372,0.0059781754,0,0.029785164,1
0.119,-2.0035698,0.0060059666,0,0.029922646,1
0.1195,-2.003603,0.0060338886,0,0.030060763,1
0.12,-2.0036364,0.0060619423,0,0.030199517,1
0.1205,-2.00367,0.0060901283,0,0.030338911,1
0.121,-2.0037041,0.0061184475,0,0.030478951,1
0.1215,-2.0037384,0.0061468999,0,0.030619634,1
0.122,-2.003773,0.0061754868,0,0.030760968,1
0.1225,-2.003808,0.0062042088,0,0.030902954,1
0.123,-2.0038433,0.0062330663,0,0.031045595,1
0.1235,-2.0038791,0.0062620603,0,0.031188896,1
0.124,-2.0039151,0.0062911911,0,0.031332858,1
0.1245,-2.0039513,0.0063204593,0,0.031477485,1
0.125,-2.0039878,0.0063498658,0,0.031622775,1
0.12549999,-2.004025,0.0063794116,0,0.031768739,1
0.126,-2.0040622,0.006409097,0,0.031915378,1
0.1265,-2.0040998,0.0064389226,0,0.032062694,1
0.127,-2.0041378,0.0064688893,0,0.032210689,1
0.1275,-2.0041761,0.0064989976,0,0.032359365,1
0.12800001,-2.004215,0.0065292488,0,0.032508731,1
0.1285,-2.0042541,0.006559643,0,0.032658782,1
0.12899999,-2.0042934,0.0065901806,0,0.032809529,1
0.1295,-2.0043333,0.0066208635,0,0.03296097,1
0.13,-2.0043736,0.0066516912,0,0.033113111,1
0.1305,-2.0044141,0.0066826651,0,0.033265956,1
0.131,-2.0044549,0.0067137857,0,0.033419505,1
0.13150001,-2.0044963,0.0067450539,0,0.033573762,1
0.132,-2.0045381,0.0067764702,0,0.03372873,1
0.13249999,-2.00458,0.0068080355,0,0.033884417,1
0.133,-2.0046225,0.0068397508,0,0.03404082,1
0.13349999,-2.0046654,0.0068716165,0,0.034197945,1
0.134,-2.0047088,0.006903633,0,0.034355793,1
0.1345,-2.0047524,0.0069358018,0,0.034514375,1
0.13500001,-2.0047965,0.0069681229,0,0.034673683,1
0.1355,-2.0048409,0.0070005981,0,0.034833733,1
0.13600001,-2.0048859,0.007033227,0,0.034994517,1
0.1365,-2.0049312,0.007066011,0,0.035156045,1
0.13699999,-2.004977,0.0070989509,0,0.035318319,1
0.1375,-2.005023,0.0071320478,0,0.035481337,1
0.138,-2.0050697,0.0071653016,0,0.035645112,1
0.13850001,-2.0051167,0.0071987137,0,0.035809644,1
0.139,-2.0051641,0.0072322846,0,0.035974935,1
0.13950001,-2.0052121,0.0072660153,0,0.036140986,1
0.14,-2.0052605,0.0072999066,0,0.036307804,1
0.14049999,-2.0053091,0.0073339595,0,0.036475394,1
0.141,-2.0053585,0.0073681744,0,0.036643758,1
0.1415,-2.005408,0.0074025523,0,0.036812898,1
0.142,-2.0054584,0.0074370941,0,0.036982819,1
0.1425,-2.0055089,0.0074718003,0,0.037153523,1
0.14300001,-2.0055602,0.0075066723,0,0.037325017,1
0.1435,-2.0056117,0.0075417105,0,0.037497301,1
0.14399999,-2.0056639,0.0075769159,0,0.037670381,1
0.1445,-2.0057163,0.0076122889,0,0.037844259,1
0.145,-2.0057693,0.0076478315,0,0.038018938,1
0.1455,-2.0058229,0.0076835435,0,0.038194425,1
0.146,-2.005877,0.007719426,0,0.038370725,1
0.14650001,-2.0059314,0.0077554798,0,0.038547836,1
0.147,-2.0059865,0.0077917064,0,0.038725764,1
0.14749999,-2.006042,0.0078281062,0,0.038904514,1
0.148,-2.0060983,0.0078646792,0,0.039084088,1
0.1485,-2.0061548,0.0079014283,0,0.039264493,1
0.149,-2.006212,0.0079383524,0,0.039445732,1
0.1495,-2.0062695,0.0079754544,0,0.039627802,1
0.15000001,-2.0063276,0.0080127334,0,0.039810717,1
0.1505,-2.0063865,0.0080501912,0,0.039994475,1
0.15099999,-2.0064456,0.0080878278,0,0.040179081,1
0.1515,-2.0065055,0.0081256451,0,0.040364541,1
0.152,-2.006566,0.008163644,0,0.040550854,1
0.1525,-2.0066268,0.0082018254,0,0.040738028,1
0.153,-2.0066884,0.0082401903,0,0.040926065,1
0.15350001,-2.0067506,0.0082787387,0,0.041114971,1
0.154,-2.0068133,0.0083174724,0,0.041304749,1
0.15449999,-2.0068765,0.0083563924,0,0.041495405,1
0.155,-2.0069404,0.0083954995,0,0.041686937,1
0.15549999,-2.0070047,0.0084347939,0,0.041879356,1
0.156,-2.0070698,0.0084742783,0,0.042072661,1
0.1565,-2.0071354,0.0085139517,0,0.042266861,1
0.15700001,-2.0072017,0.0085538169,0,0.042461958,1
0.1575,-2.0072687,0.0085938731,0,0.042657953,1
0.15800001,-2.0073361,0.008634123,0,0.042854853,1
0.1585,-2.0074043,0.0086745666,0,0.043052662,1
0.15899999,-2.007473,0.0087152049,0,0.043251384,1
0.1595,-2.0075424,0.0087560397,0,0.043451022,1
0.16,-2.0076125,0.0087970709,0,0.043651585,1
0.1605,-2.0076833,0.0088383006,0,0.043853071,1
0.161,-2.0077546,0.0088797295,0,0.044055488,1
0.16150001,-2.0078266,0.0089213578,0,0.044258837,1
0.162,-2.0078993,0.0089631882,0,0.044463128,1
0.16249999,-2.0079727,0.0090052197,0,0.044668358,1
0.163,-2.0080466,0.0090474552,0,0.044874538,1
0.1635,-2.0081215,0.0090898946,0,0.045081671,1
0.164,-2.0081968,0.0091325399,0,0.045289759,1
0.1645,-2.0082731,0.0091753919,0,0.045498807,1
0.16500001,-2.0083499,0.0092184506,0,0.04570882,1
0.1655,-2.0084276,0.009261718,0,0.045919802,1
0.16599999,-2.0085058,0.0093051959,0,0.046131756,1
0.1665,-2.008585,0.0093488842,0,0.046344694,1
0.167,-2.0086646,0.0093927849,0,0.046558611,1
0.1675,-2.0087452,0.0094368989,0,0.046773516,1
0.168,-2.0088265,0.0094812261,0,0.046989411,1
0.16850001,-2.0089085,0.0095257694,0,0.047206305,1
0.169,-2.0089912,0.0095705297,0,0.047424197,1
0.16949999,-2.0090749,0.009615507,0,0.047643099,1
0.17,-2.0091591,0.0096607031,0,0.04786301,1
0.1705,-2.0092444,0.00970612,0,0.048083935,1
0.171,-2.0093303,0.0097517576,0,0.04830588,1
0.1715,-2.0094171,0.0097976178,0,0.04852885,1
0.17200001,-2.0095046,0.0098437006,0,0.048752848,1
0.1725,-2.009593,0.0098900096,0,0.048977882,1
0.17299999,-2.0096822,0.0099365441,0,0.049203955,1
0.1735,-2.0097721,0.0099833058,0,0.049431067,1
0.17399999,-2.0098629,0.010030296,0,0.049659234,1
0.1745,-2.0099547,0.010077516,0,0.049888447,1
0.175,-2.0100472,0.010124966,0,0.050118722,1
0.17550001,-2.0101407,0.010172648,0,0.050350063,1
0.176,-2.0102351,0.010220565,0,0.050582465,1
0.17649999,-2.0103302,0.010268716,0,0.050815944,1
0.177,-2.0104263,0.010317103,0,0.051050499,1
0.17749999,-2.0105233,0.010365726,0,0.051286139,1
0.178,-2.0106211,0.010414589,0,0.051522866,1
0.1785,-2.01072,0.010463692,0,0.051760685,1
0.17900001,-2.0108197,0.010513036,0,0.051999599,1
0.1795,-2.0109203,0.010562621,0,0.052239619,1
0.18000001,-2.0110219,0.010612451,0,0.052480746,1
0.1805,-2.0111244,0.010662526,0,0.052722987,1
0.18099999,-2.0112281,0.010712848,0,0.052966345,1
0.1815,-2.0113325,0.010763417,0,0.053210825,1
0.182,-2.0114379,0.010814236,0,0.053456437,1
0.1825,-2.0115445,0.010865305,0,0.053703181,1
0.183,-2.0116518,0.010916625,0,0.053951062,1
0.18350001,-2.0117602,0.0109682,0,0.05420009,1
0.184,-2.0118697,0.011020029,0,0.054450266,1
0.18449999,-2.0119803,0.011072114,0,0.054701596,1
0.185,-2.0120916,0.011124457,0,0.054954089,1
0.1855,-2.0122042,0.011177059,0,0.055207744,1
0.186,-2.0123179,0.011229921,0,0.055462573,1
0.1865,-2.0124326,0.011283046,0,0.055718575,1
0.18700001,-2.0125482,0.011336433,0,0.055975761,1
0.1875,-2.0126653,0.011390085,0,0.056234132,1
0.18799999,-2.0127831,0.011444004,0,0.056493696,1
0.1885,-2.012902,0.01149819,0,0.056754459,1
0.189,-2.0130222,0.011552646,0,0.057016429,1
0.1895,-2.0131435,0.011607373,0,0.057279602,1
0.19,-2.0132661,0.011662372,0,0.057543993,1
0.19050001,-2.0133896,0.011717645,0,0.057809606,1
0.191,-2.0135143,0.011773193,0,0.058076441,1
0.19149999,-2.0136402,0.011829019,0,0.058344509,1
0.192,-2.0137672,0.011885123,0,0.058613818,1
0.1925,-2.0138955,0.011941507,0,0.058884367,1
0.193,-2.014025,0.011998173,0,0.059156165,1
0.1935,-2.0141556,0.012055122,0,0.059429217,1
0.19400001,-2.0142875,0.012112357,0,0.059703529,1
0.1945,-2.0144207,0.012169878,0,0.059979107,1
0.19499999,-2.0145552,0.012227687,0,0.06025596,1
0.1955,-2.0146909,0.012285787,0,0.060534086,1
0.19599999,-2.0148277,0.012344177,0,0.060813501,1
0.1965,-2.014966,0.012402861,0,0.061094202,1
0.197,-2.0151055,0.01246184,0,0.061376199,1
0.19750001,-2.0152464,0.012521116,0,0.0616595,1
0.198,-2.0153885,0.01258069,0,0.061944108,1
0.19850001,-2.015532,0.012640564,0,0.062230028,1
0.199,-2.0156767,0.01270074,0,0.06251727,1
0.19949999,-2.0158229,0.012761219,0,0.062805839,1
0.2,-2.0159705,0.012822005,0,0.063095734,1
0.2005,-2.0161195,0.012883097,0,0.063386969,1
0.20100001,-2.0162699,0.012944498,0,0.063679554,1
0.2015,-2.0164216,0.01300621,0,0.063973486,1
0.20200001,-2.0165749,0.013068235,0,0.064268775,1
0.2025,-2.0167296,0.013130574,0,0.06456542,1
0.20299999,-2.0168855,0.013193229,0,0.064863443,1
0.2035,-2.0170431,0.013256202,0,0.065162838,1
0.204,-2.0172021,0.013319496,0,0.065463617,1
0.2045,-2.0173628,0.013383112,0,0.065765783,1
0.205,-2.0175247,0.013447051,0,0.066069342,1
0.20550001,-2.0176883,0.013511316,0,0.066374309,1
0.206,-2.0178535,0.013575909,0,0.066680677,1
0.20649999,-2.0180202,0.013640832,0,0.066988461,1
0.207,-2.0181885,0.013706086,0,0.067297667,1
0.2075,-2.0183582,0.013771674,0,0.067608297,1
0.208,-2.0185297,0.013837597,0,0.067920364,1
0.2085,-2.0187027,0.013903859,0,0.06823387,1
0.20900001,-2.0188775,0.01397046,0,0.068548821,1
0.2095,-2.0190537,0.014037402,0,0.068865232,1
0.20999999,-2.0192318,0.014104689,0,0.069183096,1
0.2105,-2.0194113,0.014172321,0,0.069502428,1
0.211,-2.0195928,0.014240302,0,0.069823243,1
0.2115,-2.0197759,0.014308632,0,0.070145532,1
0.212,-2.0199606,0.014377316,0,0.070469305,1
0.21250001,-2.0201471,0.014446354,0,0.070794575,1
0.213,-2.0203354,0.014515747,0,0.07112135,1
0.21349999,-2.0205255,0.014585501,0,0.07144963,1
0.214,-2.0207174,0.014655614,0,0.07177943,1
0.2145,-2.0209112,0.014726091,0,0.07211075,1
0.215,-2.0211067,0.014796934,0,0.072443597,1
0.2155,-2.0213039,0.014868145,0,0.072777979,1
0.21600001,-2.0215032,0.014939725,0,0.073113911,1
0.2165,-2.0217044,0.015011678,0,0.073451385,1
0.21699999,-2.0219073,0.015084006,0,0.073790424,1
0.2175,-2.0221124,0.015156711,0,0.074131027,1
0.21799999,-2.0223191,0.015229794,0,0.074473195,1
0.2185,-2.0225279,0.01530326,0,0.07481695,1
0.219,-2.0227389,0.01537711,0,0.075162292,1
0.21950001,-2.0229516,0.015451347,0,0.07550922,1
0.22,-2.0231664,0.015525972,0,0.075857759,1
0.22050001,-2.0233834,0.01560099,0,0.076207899,1
0.221,-2.0236022,0.0156764,0,0.076559663,1
0.22149999,-2.0238233,0.015752207,0,0.076913044,1
0.222,-2.0240462,0.015828414,0,0.077268057,1
0.2225,-2.0242715,0.015905023,0,0.077624708,1
0.223,-2.0244987,0.015982036,0,0.077983014,1
0.2235,-2.0247283,0.016059455,0,0.078342967,1
0.22400001,-2.0249598,0.016137283,0,0.078704581,1
0.2245,-2.0251937,0.016215524,0,0.079067864,1
0.22499999,-2.0254297,0.016294179,0,0.079432823,1
0.2255,-2.0256681,0.016373252,0,0.079799466,1
0.226,-2.0259087,0.016452745,0,0.080167808,1
0.2265,-2.0261514,0.01653266,0,0.080537841,1
0.227,-2.0263968,0.016613001,0,0.080909587,1
0.22750001,-2.0266442,0.016693771,0,0.081283055,1
0.228,-2.0268939,0.016774973,0,0.081658237,1
0.22849999,-2.0271461,0.016856607,0,0.082035154,1
0.229,-2.0274007,0.016938679,0,0.082413815,1
0.2295,-2.0276577,0.01702119,0,0.082794219,1
0.23,-2.0279171,0.017104145,0,0.083176374,1
0.2305,-2.0281792,0.017187545,0,0.083560303,1
0.23100001,-2.0284436,0.017271394,0,0.083945997,1
0.2315,-2.0287106,0.017355694,0,0.084333479,1
0.23199999,-2.02898,0.017440448,0,0.084722742,1
0.2325,-2.0292521,0.017525662,0,0.085113801,1
0.233,-2.0295267,0.017611334,0,0.08550667,1
0.2335,-2.029804,0.017697472,0,0.08590135,1
0.234,-2.0300839,0.017784076,0,0.086297855,1
0.23450001,-2.0303664,0.017871151,0,0.086696185,1
0.235,-2.0306518,0.017958699,0,0.087096356,1
0.23549999,-2.0309398,0.018046724,0,0.087498374,1
0.236,-2.0312304,0.018135227,0,0.087902255,1
0.23649999,-2.0315239,0.018224215,0,0.088307992,1
0.237,-2.0318203,0.018313689,0,0.088715598,1
0.2375,-2.0321193,0.018403653,0,0.089125097,1
0.23800001,-2.0324214,0.018494111,0,0.089536473,1
0.2385,-2.0327263,0.018585065,0,0.089949757,1
0.23899999,-2.0330341,0.018676519,0,0.090364948,1
0.2395,-2.0333447,0.018768478,0,0.090782054,1
0.23999999,-2.0336585,0.018860942,0,0.091201082,1
0.2405,-2.0339751,0.018953918,0,0.091622047,1
0.241,-2.0342948,0.019047407,0,0.092044957,1
