"time","medium2.T","medium2.X[1]","medium2.X[2]","medium2.X[3]","medium2.X[4]","medium2.p","state.T","state.p"
0.017,300,0.2,0.1,0.3,0.4,200017,217,100017
0.0172,300,0.2,0.1,0.3,0.4,200017.2,217.2,100017.2
0.0174,300,0.2,0.1,0.3,0.4,200017.4,217.4,100017.4
0.0176,300,0.2,0.1,0.3,0.4,200017.6,217.6,100017.6
0.0178,300,0.2,0.1,0.3,0.4,200017.8,217.8,100017.8
0.018,300,0.2,0.1,0.3,0.4,200018,218,100018
0.0182,300,0.2,0.1,0.3,0.4,200018.2,218.2,100018.2
0.0184,300,0.2,0.1,0.3,0.4,200018.4,218.4,100018.4
0.0186,300,0.2,0.1,0.3,0.4,200018.6,218.6,100018.6
0.0188,300,0.2,0.1,0.3,0.4,200018.8,218.8,100018.8
0.019,300,0.2,0.1,0.3,0.4,200019,219,100019
0.0192,300,0.2,0.1,0.3,0.4,200019.2,219.2,100019.2
0.0194,300,0.2,0.1,0.3,0.4,200019.4,219.4,100019.4
0.0196,300,0.2,0.1,0.3,0.4,200019.6,219.6,100019.6
0.0198,300,0.2,0.1,0.3,0.4,200019.8,219.8,100019.8
0.02,300,0.2,0.1,0.3,0.4,200020,220,100020
0.0202,300,0.2,0.1,0.3,0.4,200020.2,220.2,100020.2
0.0204,300,0.2,0.1,0.3,0.4,200020.4,220.4,100020.4
0.0206,300,0.2,0.1,0.3,0.4,200020.6,220.6,100020.6
0.0208,300,0.2,0.1,0.3,0.4,200020.8,220.8,100020.8
0.021,300,0.2,0.1,0.3,0.4,200021,221,100021
0.0212,300,0.2,0.1,0.3,0.4,200021.2,221.2,100021.2
0.0214,300,0.2,0.1,0.3,0.4,200021.4,221.4,100021.4
0.0216,300,0.2,0.1,0.3,0.4,200021.6,221.6,100021.6
0.0218,300,0.2,0.1,0.3,0.4,200021.8,221.8,100021.8
0.022,300,0.2,0.1,0.3,0.4,200022,222,100022
0.0222,300,0.2,0.1,0.3,0.4,200022.2,222.2,100022.2
0.0224,300,0.2,0.1,0.3,0.4,200022.4,222.4,100022.4
0.0226,300,0.2,0.1,0.3,0.4,200022.6,222.6,100022.6
0.0228,300,0.2,0.1,0.3,0.4,200022.8,222.8,100022.8
0.023,300,0.2,0.1,0.3,0.4,200023,223,100023
0.0232,300,0.2,0.1,0.3,0.4,200023.2,223.2,100023.2
0.0234,300,0.2,0.1,0.3,0.4,200023.4,223.4,100023.4
0.0236,300,0.2,0.1,0.3,0.4,200023.6,223.6,100023.6
0.0238,300,0.2,0.1,0.3,0.4,200023.8,223.8,100023.8
0.024,300,0.2,0.1,0.3,0.4,200024,224,100024
0.0242,300,0.2,0.1,0.3,0.4,200024.2,224.2,100024.2
0.0244,300,0.2,0.1,0.3,0.4,200024.4,224.4,100024.4
0.0246,300,0.2,0.1,0.3,0.4,200024.6,224.6,100024.6
0.0248,300,0.2,0.1,0.3,0.4,200024.8,224.8,100024.8
0.025,300,0.2,0.1,0.3,0.4,200025,225,100025
0.0252,300,0.2,0.1,0.3,0.4,200025.2,225.2,100025.2
0.0254,300,0.2,0.1,0.3,0.4,200025.4,225.4,100025.4
0.0256,300,0.2,0.1,0.3,0.4,200025.6,225.6,100025.6
0.0258,300,0.2,0.1,0.3,0.4,200025.8,225.8,100025.8
0.026,300,0.2,0.1,0.3,0.4,200026,226,100026
0.0262,300,0.2,0.1,0.3,0.4,200026.2,226.2,100026.2
0.0264,300,0.2,0.1,0.3,0.4,200026.4,226.4,100026.4
0.0266,300,0.2,0.1,0.3,0.4,200026.6,226.6,100026.6
0.0268,300,0.2,0.1,0.3,0.4,200026.8,226.8,100026.8
0.027,300,0.2,0.1,0.3,0.4,200027,227,100027
0.0272,300,0.2,0.1,0.3,0.4,200027.2,227.2,100027.2
0.0274,300,0.2,0.1,0.3,0.4,200027.4,227.4,100027.4
0.0276,300,0.2,0.1,0.3,0.4,200027.6,227.6,100027.6
0.0278,300,0.2,0.1,0.3,0.4,200027.8,227.8,100027.8
0.028,300,0.2,0.1,0.3,0.4,200028,228,100028
0.0282,300,0.2,0.1,0.3,0.4,200028.2,228.2,100028.2
0.0284,300,0.2,0.1,0.3,0.4,200028.4,228.4,100028.4
0.0286,300,0.2,0.1,0.3,0.4,200028.6,228.6,100028.6
0.0288,300,0.2,0.1,0.3,0.4,200028.8,228.8,100028.8
0.029,300,0.2,0.1,0.3,0.4,200029,229,100029
0.0292,300,0.2,0.1,0.3,0.4,200029.2,229.2,100029.2
0.0294,300,0.2,0.1,0.3,0.4,200029.4,229.4,100029.4
0.0296,300,0.2,0.1,0.3,0.4,200029.6,229.6,100029.6
0.0298,300,0.2,0.1,0.3,0.4,200029.8,229.8,100029.8
0.03,300,0.2,0.1,0.3,0.4,200030,230,100030
0.0302,300,0.2,0.1,0.3,0.4,200030.2,230.2,100030.2
0.0304,300,0.2,0.1,0.3,0.4,200030.4,230.4,100030.4
0.0306,300,0.2,0.1,0.3,0.4,200030.6,230.6,100030.6
0.0308,300,0.2,0.1,0.3,0.4,200030.8,230.8,100030.8
0.031,300,0.2,0.1,0.3,0.4,200031,231,100031
0.0312,300,0.2,0.1,0.3,0.4,200031.2,231.2,100031.2
0.0314,300,0.2,0.1,0.3,0.4,200031.4,231.4,100031.4
0.0316,300,0.2,0.1,0.3,0.4,200031.6,231.6,100031.6
0.0318,300,0.2,0.1,0.3,0.4,200031.8,231.8,100031.8
0.032,300,0.2,0.1,0.3,0.4,200032,232,100032
0.0322,300,0.2,0.1,0.3,0.4,200032.2,232.2,100032.2
0.0324,300,0.2,0.1,0.3,0.4,200032.4,232.4,100032.4
0.0326,300,0.2,0.1,0.3,0.4,200032.6,232.6,100032.6
0.0328,300,0.2,0.1,0.3,0.4,200032.8,232.8,100032.8
0.033,300,0.2,0.1,0.3,0.4,200033,233,100033
0.0332,300,0.2,0.1,0.3,0.4,200033.2,233.2,100033.2
0.0334,300,0.2,0.1,0.3,0.4,200033.4,233.4,100033.4
0.0336,300,0.2,0.1,0.3,0.4,200033.6,233.6,100033.6
0.0338,300,0.2,0.1,0.3,0.4,200033.8,233.8,100033.8
0.034,300,0.2,0.1,0.3,0.4,200034,234,100034
0.0342,300,0.2,0.1,0.3,0.4,200034.2,234.2,100034.2
0.0344,300,0.2,0.1,0.3,0.4,200034.4,234.4,100034.4
0.0346,300,0.2,0.1,0.3,0.4,200034.6,234.6,100034.6
0.0348,300,0.2,0.1,0.3,0.4,200034.8,234.8,100034.8
0.035,300,0.2,0.1,0.3,0.4,200035,235,100035
0.0352,300,0.2,0.1,0.3,0.4,200035.2,235.2,100035.2
0.0354,300,0.2,0.1,0.3,0.4,200035.4,235.4,100035.4
0.0356,300,0.2,0.1,0.3,0.4,200035.6,235.6,100035.6
0.0358,300,0.2,0.1,0.3,0.4,200035.8,235.8,100035.8
0.036,300,0.2,0.1,0.3,0.4,200036,236,100036
0.0362,300,0.2,0.1,0.3,0.4,200036.2,236.2,100036.2
0.0364,300,0.2,0.1,0.3,0.4,200036.4,236.4,100036.4
0.0366,300,0.2,0.1,0.3,0.4,200036.6,236.6,100036.6
0.0368,300,0.2,0.1,0.3,0.4,200036.8,236.8,100036.8
0.037,300,0.2,0.1,0.3,0.4,200037,237,100037
0.0372,300,0.2,0.1,0.3,0.4,200037.2,237.2,100037.2
0.0374,300,0.2,0.1,0.3,0.4,200037.4,237.4,100037.4
0.0376,300,0.2,0.1,0.3,0.4,200037.6,237.6,100037.6
0.0378,300,0.2,0.1,0.3,0.4,200037.8,237.8,100037.8
0.038,300,0.2,0.1,0.3,0.4,200038,238,100038
0.0382,300,0.2,0.1,0.3,0.4,200038.2,238.2,100038.2
0.0384,300,0.2,0.1,0.3,0.4,200038.4,238.4,100038.4
0.0386,300,0.2,0.1,0.3,0.4,200038.6,238.6,100038.6
0.0388,300,0.2,0.1,0.3,0.4,200038.8,238.8,100038.8
0.039,300,0.2,0.1,0.3,0.4,200039,239,100039
0.0392,300,0.2,0.1,0.3,0.4,200039.2,239.2,100039.2
0.0394,300,0.2,0.1,0.3,0.4,200039.4,239.4,100039.4
0.0396,300,0.2,0.1,0.3,0.4,200039.6,239.6,100039.6
0.0398,300,0.2,0.1,0.3,0.4,200039.8,239.8,100039.8
0.04,300,0.2,0.1,0.3,0.4,200040,240,100040
0.0402,300,0.2,0.1,0.3,0.4,200040.2,240.2,100040.2
0.0404,300,0.2,0.1,0.3,0.4,200040.4,240.4,100040.4
0.0406,300,0.2,0.1,0.3,0.4,200040.6,240.6,100040.6
0.0408,300,0.2,0.1,0.3,0.4,200040.8,240.8,100040.8
0.041,300,0.2,0.1,0.3,0.4,200041,241,100041
0.0412,300,0.2,0.1,0.3,0.4,200041.2,241.2,100041.2
0.0414,300,0.2,0.1,0.3,0.4,200041.4,241.4,100041.4
0.0416,300,0.2,0.1,0.3,0.4,200041.6,241.6,100041.6
0.0418,300,0.2,0.1,0.3,0.4,200041.8,241.8,100041.8
0.042,300,0.2,0.1,0.3,0.4,200042,242,100042
0.0422,300,0.2,0.1,0.3,0.4,200042.2,242.2,100042.2
0.0424,300,0.2,0.1,0.3,0.4,200042.4,242.4,100042.4
0.0426,300,0.2,0.1,0.3,0.4,200042.6,242.6,100042.6
0.0428,300,0.2,0.1,0.3,0.4,200042.8,242.8,100042.8
0.043,300,0.2,0.1,0.3,0.4,200043,243,100043
0.0432,300,0.2,0.1,0.3,0.4,200043.2,243.2,100043.2
0.0434,300,0.2,0.1,0.3,0.4,200043.4,243.4,100043.4
0.0436,300,0.2,0.1,0.3,0.4,200043.6,243.6,100043.6
0.0438,300,0.2,0.1,0.3,0.4,200043.8,243.8,100043.8
0.044,300,0.2,0.1,0.3,0.4,200044,244,100044
0.0442,300,0.2,0.1,0.3,0.4,200044.2,244.2,100044.2
0.0444,300,0.2,0.1,0.3,0.4,200044.4,244.4,100044.4
0.0446,300,0.2,0.1,0.3,0.4,200044.6,244.6,100044.6
0.0448,300,0.2,0.1,0.3,0.4,200044.8,244.8,100044.8
0.045,300,0.2,0.1,0.3,0.4,200045,245,100045
0.0452,300,0.2,0.1,0.3,0.4,200045.2,245.2,100045.2
0.0454,300,0.2,0.1,0.3,0.4,200045.4,245.4,100045.4
0.0456,300,0.2,0.1,0.3,0.4,200045.6,245.6,100045.6
0.0458,300,0.2,0.1,0.3,0.4,200045.8,245.8,100045.8
0.046,300,0.2,0.1,0.3,0.4,200046,246,100046
0.0462,300,0.2,0.1,0.3,0.4,200046.2,246.2,100046.2
0.0464,300,0.2,0.1,0.3,0.4,200046.4,246.4,100046.4
0.0466,300,0.2,0.1,0.3,0.4,200046.6,246.6,100046.6
0.0468,300,0.2,0.1,0.3,0.4,200046.8,246.8,100046.8
0.047,300,0.2,0.1,0.3,0.4,200047,247,100047
0.0472,300,0.2,0.1,0.3,0.4,200047.2,247.2,100047.2
0.0474,300,0.2,0.1,0.3,0.4,200047.4,247.4,100047.4
0.0476,300,0.2,0.1,0.3,0.4,200047.6,247.6,100047.6
0.0478,300,0.2,0.1,0.3,0.4,200047.8,247.8,100047.8
0.048,300,0.2,0.1,0.3,0.4,200048,248,100048
0.0482,300,0.2,0.1,0.3,0.4,200048.2,248.2,100048.2
0.0484,300,0.2,0.1,0.3,0.4,200048.4,248.4,100048.4
0.0486,300,0.2,0.1,0.3,0.4,200048.6,248.6,100048.6
0.0488,300,0.2,0.1,0.3,0.4,200048.8,248.8,100048.8
0.049,300,0.2,0.1,0.3,0.4,200049,249,100049
0.0492,300,0.2,0.1,0.3,0.4,200049.2,249.2,100049.2
0.0494,300,0.2,0.1,0.3,0.4,200049.4,249.4,100049.4
0.0496,300,0.2,0.1,0.3,0.4,200049.6,249.6,100049.6
0.0498,300,0.2,0.1,0.3,0.4,200049.8,249.8,100049.8
0.05,300,0.2,0.1,0.3,0.4,200050,250,100050
0.0502,300,0.2,0.1,0.3,0.4,200050.2,250.2,100050.2
0.0504,300,0.2,0.1,0.3,0.4,200050.4,250.4,100050.4
0.0506,300,0.2,0.1,0.3,0.4,200050.6,250.6,100050.6
0.0508,300,0.2,0.1,0.3,0.4,200050.8,250.8,100050.8
0.051,300,0.2,0.1,0.3,0.4,200051,251,100051
0.0512,300,0.2,0.1,0.3,0.4,200051.2,251.2,100051.2
0.0514,300,0.2,0.1,0.3,0.4,200051.4,251.4,100051.4
0.0516,300,0.2,0.1,0.3,0.4,200051.6,251.6,100051.6
0.0518,300,0.2,0.1,0.3,0.4,200051.8,251.8,100051.8
0.052,300,0.2,0.1,0.3,0.4,200052,252,100052
0.0522,300,0.2,0.1,0.3,0.4,200052.2,252.2,100052.2
0.0524,300,0.2,0.1,0.3,0.4,200052.4,252.4,100052.4
0.0526,300,0.2,0.1,0.3,0.4,200052.6,252.6,100052.6
0.0528,300,0.2,0.1,0.3,0.4,200052.8,252.8,100052.8
0.053,300,0.2,0.1,0.3,0.4,200053,253,100053
0.0532,300,0.2,0.1,0.3,0.4,200053.2,253.2,100053.2
0.0534,300,0.2,0.1,0.3,0.4,200053.4,253.4,100053.4
0.0536,300,0.2,0.1,0.3,0.4,200053.6,253.6,100053.6
0.0538,300,0.2,0.1,0.3,0.4,200053.8,253.8,100053.8
0.054,300,0.2,0.1,0.3,0.4,200054,254,100054
0.0542,300,0.2,0.1,0.3,0.4,200054.2,254.2,100054.2
0.0544,300,0.2,0.1,0.3,0.4,200054.4,254.4,100054.4
0.0546,300,0.2,0.1,0.3,0.4,200054.6,254.6,100054.6
0.0548,300,0.2,0.1,0.3,0.4,200054.8,254.8,100054.8
0.055,300,0.2,0.1,0.3,0.4,200055,255,100055
0.0552,300,0.2,0.1,0.3,0.4,200055.2,255.2,100055.2
0.0554,300,0.2,0.1,0.3,0.4,200055.4,255.4,100055.4
0.0556,300,0.2,0.1,0.3,0.4,200055.6,255.6,100055.6
0.0558,300,0.2,0.1,0.3,0.4,200055.8,255.8,100055.8
0.056,300,0.2,0.1,0.3,0.4,200056,256,100056
0.0562,300,0.2,0.1,0.3,0.4,200056.2,256.2,100056.2
0.0564,300,0.2,0.1,0.3,0.4,200056.4,256.4,100056.4
0.0566,300,0.2,0.1,0.3,0.4,200056.6,256.6,100056.6
0.0568,300,0.2,0.1,0.3,0.4,200056.8,256.8,100056.8
0.057,300,0.2,0.1,0.3,0.4,200057,257,100057
0.0572,300,0.2,0.1,0.3,0.4,200057.2,257.2,100057.2
0.0574,300,0.2,0.1,0.3,0.4,200057.4,257.4,100057.4
0.0576,300,0.2,0.1,0.3,0.4,200057.6,257.6,100057.6
0.0578,300,0.2,0.1,0.3,0.4,200057.8,257.8,100057.8
0.058,300,0.2,0.1,0.3,0.4,200058,258,100058
0.0582,300,0.2,0.1,0.3,0.4,200058.2,258.2,100058.2
0.0584,300,0.2,0.1,0.3,0.4,200058.4,258.4,100058.4
0.0586,300,0.2,0.1,0.3,0.4,200058.6,258.6,100058.6
0.0588,300,0.2,0.1,0.3,0.4,200058.8,258.8,100058.8
0.059,300,0.2,0.1,0.3,0.4,200059,259,100059
0.0592,300,0.2,0.1,0.3,0.4,200059.2,259.2,100059.2
0.0594,300,0.2,0.1,0.3,0.4,200059.4,259.4,100059.4
0.0596,300,0.2,0.1,0.3,0.4,200059.6,259.6,100059.6
0.0598,300,0.2,0.1,0.3,0.4,200059.8,259.8,100059.8
0.06,300,0.2,0.1,0.3,0.4,200060,260,100060
0.0602,300,0.2,0.1,0.3,0.4,200060.2,260.2,100060.2
0.0604,300,0.2,0.1,0.3,0.4,200060.4,260.4,100060.4
0.0606,300,0.2,0.1,0.3,0.4,200060.6,260.6,100060.6
0.0608,300,0.2,0.1,0.3,0.4,200060.8,260.8,100060.8
0.061,300,0.2,0.1,0.3,0.4,200061,261,100061
0.0612,300,0.2,0.1,0.3,0.4,200061.2,261.2,100061.2
0.0614,300,0.2,0.1,0.3,0.4,200061.4,261.4,100061.4
0.0616,300,0.2,0.1,0.3,0.4,200061.6,261.6,100061.6
0.0618,300,0.2,0.1,0.3,0.4,200061.8,261.8,100061.8
0.062,300,0.2,0.1,0.3,0.4,200062,262,100062
0.0622,300,0.2,0.1,0.3,0.4,200062.2,262.2,100062.2
0.0624,300,0.2,0.1,0.3,0.4,200062.4,262.4,100062.4
0.0626,300,0.2,0.1,0.3,0.4,200062.6,262.6,100062.6
0.0628,300,0.2,0.1,0.3,0.4,200062.8,262.8,100062.8
0.063,300,0.2,0.1,0.3,0.4,200063,263,100063
0.0632,300,0.2,0.1,0.3,0.4,200063.2,263.2,100063.2
0.0634,300,0.2,0.1,0.3,0.4,200063.4,263.4,100063.4
0.0636,300,0.2,0.1,0.3,0.4,200063.6,263.6,100063.6
0.0638,300,0.2,0.1,0.3,0.4,200063.8,263.8,100063.8
0.064,300,0.2,0.1,0.3,0.4,200064,264,100064
0.0642,300,0.2,0.1,0.3,0.4,200064.2,264.2,100064.2
0.0644,300,0.2,0.1,0.3,0.4,200064.4,264.4,100064.4
0.0646,300,0.2,0.1,0.3,0.4,200064.6,264.6,100064.6
0.0648,300,0.2,0.1,0.3,0.4,200064.8,264.8,100064.8
0.065,300,0.2,0.1,0.3,0.4,200065,265,100065
0.0652,300,0.2,0.1,0.3,0.4,200065.2,265.2,100065.2
0.0654,300,0.2,0.1,0.3,0.4,200065.4,265.4,100065.4
0.0656,300,0.2,0.1,0.3,0.4,200065.6,265.6,100065.6
0.0658,300,0.2,0.1,0.3,0.4,200065.8,265.8,100065.8
0.066,300,0.2,0.1,0.3,0.4,200066,266,100066
0.0662,300,0.2,0.1,0.3,0.4,200066.2,266.2,100066.2
0.0664,300,0.2,0.1,0.3,0.4,200066.4,266.4,100066.4
0.0666,300,0.2,0.1,0.3,0.4,200066.6,266.6,100066.6
0.0668,300,0.2,0.1,0.3,0.4,200066.8,266.8,100066.8
0.067,300,0.2,0.1,0.3,0.4,200067,267,100067
0.0672,300,0.2,0.1,0.3,0.4,200067.2,267.2,100067.2
0.0674,300,0.2,0.1,0.3,0.4,200067.4,267.4,100067.4
0.0676,300,0.2,0.1,0.3,0.4,200067.6,267.6,100067.6
0.0678,300,0.2,0.1,0.3,0.4,200067.8,267.8,100067.8
0.068,300,0.2,0.1,0.3,0.4,200068,268,100068
0.0682,300,0.2,0.1,0.3,0.4,200068.2,268.2,100068.2
0.0684,300,0.2,0.1,0.3,0.4,200068.4,268.4,100068.4
0.0686,300,0.2,0.1,0.3,0.4,200068.6,268.6,100068.6
0.0688,300,0.2,0.1,0.3,0.4,200068.8,268.8,100068.8
0.069,300,0.2,0.1,0.3,0.4,200069,269,100069
0.0692,300,0.2,0.1,0.3,0.4,200069.2,269.2,100069.2
0.0694,300,0.2,0.1,0.3,0.4,200069.4,269.4,100069.4
0.0696,300,0.2,0.1,0.3,0.4,200069.6,269.6,100069.6
0.0698,300,0.2,0.1,0.3,0.4,200069.8,269.8,100069.8
0.07,300,0.2,0.1,0.3,0.4,200070,270,100070
0.0702,300,0.2,0.1,0.3,0.4,200070.2,270.2,100070.2
0.0704,300,0.2,0.1,0.3,0.4,200070.4,270.4,100070.4
0.0706,300,0.2,0.1,0.3,0.4,200070.6,270.6,100070.6
0.0708,300,0.2,0.1,0.3,0.4,200070.8,270.8,100070.8
0.071,300,0.2,0.1,0.3,0.4,200071,271,100071
0.0712,300,0.2,0.1,0.3,0.4,200071.2,271.2,100071.2
0.0714,300,0.2,0.1,0.3,0.4,200071.4,271.4,100071.4
0.0716,300,0.2,0.1,0.3,0.4,200071.6,271.6,100071.6
0.0718,300,0.2,0.1,0.3,0.4,200071.8,271.8,100071.8
0.072,300,0.2,0.1,0.3,0.4,200072,272,100072
0.0722,300,0.2,0.1,0.3,0.4,200072.2,272.2,100072.2
0.0724,300,0.2,0.1,0.3,0.4,200072.4,272.4,100072.4
0.0726,300,0.2,0.1,0.3,0.4,200072.6,272.6,100072.6
0.0728,300,0.2,0.1,0.3,0.4,200072.8,272.8,100072.8
0.073,300,0.2,0.1,0.3,0.4,200073,273,100073
0.0732,300,0.2,0.1,0.3,0.4,200073.2,273.2,100073.2
0.0734,300,0.2,0.1,0.3,0.4,200073.4,273.4,100073.4
0.0736,300,0.2,0.1,0.3,0.4,200073.6,273.6,100073.6
0.0738,300,0.2,0.1,0.3,0.4,200073.8,273.8,100073.8
0.074,300,0.2,0.1,0.3,0.4,200074,274,100074
0.0742,300,0.2,0.1,0.3,0.4,200074.2,274.2,100074.2
0.0744,300,0.2,0.1,0.3,0.4,200074.4,274.4,100074.4
0.0746,300,0.2,0.1,0.3,0.4,200074.6,274.6,100074.6
0.0748,300,0.2,0.1,0.3,0.4,200074.8,274.8,100074.8
0.075,300,0.2,0.1,0.3,0.4,200075,275,100075
0.0752,300,0.2,0.1,0.3,0.4,200075.2,275.2,100075.2
0.0754,300,0.2,0.1,0.3,0.4,200075.4,275.4,100075.4
0.0756,300,0.2,0.1,0.3,0.4,200075.6,275.6,100075.6
0.0758,300,0.2,0.1,0.3,0.4,200075.8,275.8,100075.8
0.076,300,0.2,0.1,0.3,0.4,200076,276,100076
0.0762,300,0.2,0.1,0.3,0.4,200076.2,276.2,100076.2
0.0764,300,0.2,0.1,0.3,0.4,200076.4,276.4,100076.4
0.0766,300,0.2,0.1,0.3,0.4,200076.6,276.6,100076.6
0.0768,300,0.2,0.1,0.3,0.4,200076.8,276.8,100076.8
0.077,300,0.2,0.1,0.3,0.4,200077,277,100077
0.0772,300,0.2,0.1,0.3,0.4,200077.2,277.2,100077.2
0.0774,300,0.2,0.1,0.3,0.4,200077.4,277.4,100077.4
0.0776,300,0.2,0.1,0.3,0.4,200077.6,277.6,100077.6
