"time","Adder.AND.G2.x","Adder.AND.G2.y","Adder.XOR.G2.x","Adder.XOR.G2.y"
1.156,3,3,4,3
1.157,3,3,4,3
1.158,3,3,4,3
1.159,3,3,4,3
1.16,3,3,4,3
1.161,3,3,4,3
1.162,3,3,4,3
1.163,3,3,4,3
1.164,3,3,4,3
1.165,3,3,4,3
1.166,3,3,4,3
1.167,3,3,4,3
1.168,3,3,4,3
1.169,3,3,4,3
1.17,3,3,4,3
1.171,3,3,4,3
1.172,3,3,4,3
1.173,3,3,4,3
1.174,3,3,4,3
1.175,3,3,4,3
1.176,3,3,4,3
1.177,3,3,4,3
1.178,3,3,4,3
1.179,3,3,4,3
1.18,3,3,4,3
1.181,3,3,4,3
1.182,3,3,4,3
1.183,3,3,4,3
1.184,3,3,4,3
1.185,3,3,4,3
1.186,3,3,4,3
1.187,3,3,4,3
1.188,3,3,4,3
1.189,3,3,4,3
1.19,3,3,4,3
1.191,3,3,4,3
1.192,3,3,4,3
1.193,3,3,4,3
1.194,3,3,4,3
1.195,3,3,4,3
1.196,3,3,4,3
1.197,3,3,4,3
1.198,3,3,4,3
1.199,3,3,4,3
1.2,3,3,4,3
1.201,3,3,4,3
1.202,3,3,4,3
1.203,3,3,4,3
1.204,3,3,4,3
1.205,3,3,4,3
1.206,3,3,4,3
1.207,3,3,4,3
1.208,3,3,4,3
1.209,3,3,4,3
1.21,3,3,4,3
1.211,3,3,4,3
1.212,3,3,4,3
1.213,3,3,4,3
1.214,3,3,4,3
1.215,3,3,4,3
1.216,3,3,4,3
1.217,3,3,4,3
1.218,3,3,4,3
1.219,3,3,4,3
1.22,3,3,4,3
1.221,3,3,4,3
1.222,3,3,4,3
1.223,3,3,4,3
1.224,3,3,4,3
1.225,3,3,4,3
1.226,3,3,4,3
1.227,3,3,4,3
1.228,3,3,4,3
1.229,3,3,4,3
1.23,3,3,4,3
1.231,3,3,4,3
1.232,3,3,4,3
1.233,3,3,4,3
1.234,3,3,4,3
1.235,3,3,4,3
1.236,3,3,4,3
1.237,3,3,4,3
1.238,3,3,4,3
1.239,3,3,4,3
1.24,3,3,4,3
1.241,3,3,4,3
1.242,3,3,4,3
1.243,3,3,4,3
1.244,3,3,4,3
1.245,3,3,4,3
1.246,3,3,4,3
1.247,3,3,4,3
1.248,3,3,4,3
1.249,3,3,4,3
1.25,3,3,4,3
1.251,3,3,4,3
1.252,3,3,4,3
1.253,3,3,4,3
1.254,3,3,4,3
1.255,3,3,4,3
1.256,3,3,4,3
1.257,3,3,4,3
1.258,3,3,4,3
1.259,3,3,4,3
1.26,3,3,4,3
1.261,3,3,4,3
1.262,3,3,4,3
1.263,3,3,4,3
1.264,3,3,4,3
1.265,3,3,4,3
1.266,3,3,4,3
1.267,3,3,4,3
1.268,3,3,4,3
1.269,3,3,4,3
1.27,3,3,4,3
1.271,3,3,4,3
1.272,3,3,4,3
1.273,3,3,4,3
1.274,3,3,4,3
1.275,3,3,4,3
1.276,3,3,4,3
1.277,3,3,4,3
1.278,3,3,4,3
1.279,3,3,4,3
1.28,3,3,4,3
1.281,3,3,4,3
1.282,3,3,4,3
1.283,3,3,4,3
1.284,3,3,4,3
1.285,3,3,4,3
1.286,3,3,4,3
1.287,3,3,4,3
1.288,3,3,4,3
1.289,3,3,4,3
1.29,3,3,4,3
1.291,3,3,4,3
1.292,3,3,4,3
1.293,3,3,4,3
1.294,3,3,4,3
1.295,3,3,4,3
1.296,3,3,4,3
1.297,3,3,4,3
1.298,3,3,4,3
1.299,3,3,4,3
1.3,3,3,4,3
1.3,3,3,4,4
1.301,3,3,4,4
1.302,3,3,4,4
1.303,3,3,4,4
1.304,3,3,4,4
1.305,3,3,4,4
1.306,3,3,4,4
1.307,3,3,4,4
1.308,3,3,4,4
1.309,3,3,4,4
1.31,3,3,4,4
1.311,3,3,4,4
1.312,3,3,4,4
1.313,3,3,4,4
1.314,3,3,4,4
1.315,3,3,4,4
1.316,3,3,4,4
1.317,3,3,4,4
1.318,3,3,4,4
1.319,3,3,4,4
1.32,3,3,4,4
1.321,3,3,4,4
1.322,3,3,4,4
1.323,3,3,4,4
1.324,3,3,4,4
1.325,3,3,4,4
1.326,3,3,4,4
1.327,3,3,4,4
1.328,3,3,4,4
1.329,3,3,4,4
1.33,3,3,4,4
1.331,3,3,4,4
1.332,3,3,4,4
1.333,3,3,4,4
1.334,3,3,4,4
1.335,3,3,4,4
1.336,3,3,4,4
1.337,3,3,4,4
1.338,3,3,4,4
1.339,3,3,4,4
1.34,3,3,4,4
1.341,3,3,4,4
1.342,3,3,4,4
1.343,3,3,4,4
1.344,3,3,4,4
1.345,3,3,4,4
1.346,3,3,4,4
1.347,3,3,4,4
1.348,3,3,4,4
1.349,3,3,4,4
1.35,3,3,4,4
1.351,3,3,4,4
1.352,3,3,4,4
1.353,3,3,4,4
1.354,3,3,4,4
1.355,3,3,4,4
1.356,3,3,4,4
1.357,3,3,4,4
1.358,3,3,4,4
1.359,3,3,4,4
1.36,3,3,4,4
1.361,3,3,4,4
1.362,3,3,4,4
1.363,3,3,4,4
1.364,3,3,4,4
1.365,3,3,4,4
1.366,3,3,4,4
1.367,3,3,4,4
1.368,3,3,4,4
1.369,3,3,4,4
1.37,3,3,4,4
1.371,3,3,4,4
1.372,3,3,4,4
1.373,3,3,4,4
1.374,3,3,4,4
1.375,3,3,4,4
1.376,3,3,4,4
1.377,3,3,4,4
1.378,3,3,4,4
1.379,3,3,4,4
1.38,3,3,4,4
1.381,3,3,4,4
1.382,3,3,4,4
1.383,3,3,4,4
1.384,3,3,4,4
1.385,3,3,4,4
1.386,3,3,4,4
1.387,3,3,4,4
1.388,3,3,4,4
1.389,3,3,4,4
1.39,3,3,4,4
1.391,3,3,4,4
1.392,3,3,4,4
1.393,3,3,4,4
1.394,3,3,4,4
1.395,3,3,4,4
1.396,3,3,4,4
1.397,3,3,4,4
1.398,3,3,4,4
1.399,3,3,4,4
1.4,3,3,4,4
1.401,3,3,4,4
1.402,3,3,4,4
1.403,3,3,4,4
1.404,3,3,4,4
1.405,3,3,4,4
1.406,3,3,4,4
1.407,3,3,4,4
1.408,3,3,4,4
1.409,3,3,4,4
1.41,3,3,4,4
1.411,3,3,4,4
1.412,3,3,4,4
1.413,3,3,4,4
1.414,3,3,4,4
1.415,3,3,4,4
1.416,3,3,4,4
1.417,3,3,4,4
1.418,3,3,4,4
1.419,3,3,4,4
1.42,3,3,4,4
1.421,3,3,4,4
1.422,3,3,4,4
1.423,3,3,4,4
1.424,3,3,4,4
1.425,3,3,4,4
1.426,3,3,4,4
1.427,3,3,4,4
1.428,3,3,4,4
1.429,3,3,4,4
1.43,3,3,4,4
1.431,3,3,4,4
1.432,3,3,4,4
1.433,3,3,4,4
1.434,3,3,4,4
1.435,3,3,4,4
1.436,3,3,4,4
1.437,3,3,4,4
1.438,3,3,4,4
1.439,3,3,4,4
1.44,3,3,4,4
1.441,3,3,4,4
1.442,3,3,4,4
1.443,3,3,4,4
1.444,3,3,4,4
1.445,3,3,4,4
1.446,3,3,4,4
1.447,3,3,4,4
1.448,3,3,4,4
1.449,3,3,4,4
1.45,3,3,4,4
1.451,3,3,4,4
1.452,3,3,4,4
1.453,3,3,4,4
1.454,3,3,4,4
1.455,3,3,4,4
1.456,3,3,4,4
1.457,3,3,4,4
1.458,3,3,4,4
1.459,3,3,4,4
1.46,3,3,4,4
1.461,3,3,4,4
1.462,3,3,4,4
1.463,3,3,4,4
1.464,3,3,4,4
1.465,3,3,4,4
1.466,3,3,4,4
1.467,3,3,4,4
1.468,3,3,4,4
1.469,3,3,4,4
1.47,3,3,4,4
1.471,3,3,4,4
1.472,3,3,4,4
1.473,3,3,4,4
1.474,3,3,4,4
1.475,3,3,4,4
1.476,3,3,4,4
1.477,3,3,4,4
1.478,3,3,4,4
1.479,3,3,4,4
1.48,3,3,4,4
1.481,3,3,4,4
1.482,3,3,4,4
1.483,3,3,4,4
1.484,3,3,4,4
1.485,3,3,4,4
1.486,3,3,4,4
1.487,3,3,4,4
1.488,3,3,4,4
1.489,3,3,4,4
1.49,3,3,4,4
1.491,3,3,4,4
1.492,3,3,4,4
1.493,3,3,4,4
1.494,3,3,4,4
1.495,3,3,4,4
1.496,3,3,4,4
1.497,3,3,4,4
1.498,3,3,4,4
1.499,3,3,4,4
1.5,3,3,4,4
1.501,3,3,4,4
1.502,3,3,4,4
1.503,3,3,4,4
1.504,3,3,4,4
1.505,3,3,4,4
1.506,3,3,4,4
1.507,3,3,4,4
1.508,3,3,4,4
1.509,3,3,4,4
1.51,3,3,4,4
1.511,3,3,4,4
1.512,3,3,4,4
1.513,3,3,4,4
1.514,3,3,4,4
1.515,3,3,4,4
1.516,3,3,4,4
1.517,3,3,4,4
1.518,3,3,4,4
1.519,3,3,4,4
1.52,3,3,4,4
1.521,3,3,4,4
1.522,3,3,4,4
1.523,3,3,4,4
1.524,3,3,4,4
1.525,3,3,4,4
1.526,3,3,4,4
1.527,3,3,4,4
1.528,3,3,4,4
1.529,3,3,4,4
1.53,3,3,4,4
1.531,3,3,4,4
1.532,3,3,4,4
1.533,3,3,4,4
1.534,3,3,4,4
1.535,3,3,4,4
1.536,3,3,4,4
1.537,3,3,4,4
1.538,3,3,4,4
1.539,3,3,4,4
1.54,3,3,4,4
1.541,3,3,4,4
1.542,3,3,4,4
1.543,3,3,4,4
1.544,3,3,4,4
1.545,3,3,4,4
1.546,3,3,4,4
1.547,3,3,4,4
1.548,3,3,4,4
1.549,3,3,4,4
1.55,3,3,4,4
1.551,3,3,4,4
1.552,3,3,4,4
1.553,3,3,4,4
1.554,3,3,4,4
1.555,3,3,4,4
1.556,3,3,4,4
1.557,3,3,4,4
1.558,3,3,4,4
1.559,3,3,4,4
1.56,3,3,4,4
1.561,3,3,4,4
1.562,3,3,4,4
1.563,3,3,4,4
1.564,3,3,4,4
1.565,3,3,4,4
1.566,3,3,4,4
1.567,3,3,4,4
1.568,3,3,4,4
1.569,3,3,4,4
1.57,3,3,4,4
1.571,3,3,4,4
1.572,3,3,4,4
1.573,3,3,4,4
1.574,3,3,4,4
1.575,3,3,4,4
1.576,3,3,4,4
1.577,3,3,4,4
1.578,3,3,4,4
1.579,3,3,4,4
1.58,3,3,4,4
1.581,3,3,4,4
1.582,3,3,4,4
1.583,3,3,4,4
1.584,3,3,4,4
1.585,3,3,4,4
1.586,3,3,4,4
1.587,3,3,4,4
1.588,3,3,4,4
1.589,3,3,4,4
1.59,3,3,4,4
1.591,3,3,4,4
1.592,3,3,4,4
1.593,3,3,4,4
1.594,3,3,4,4
1.595,3,3,4,4
1.596,3,3,4,4
1.597,3,3,4,4
1.598,3,3,4,4
1.599,3,3,4,4
1.6,3,3,4,4
1.601,3,3,4,4
1.602,3,3,4,4
1.603,3,3,4,4
1.604,3,3,4,4
1.605,3,3,4,4
1.606,3,3,4,4
1.607,3,3,4,4
1.608,3,3,4,4
1.609,3,3,4,4
1.61,3,3,4,4
1.611,3,3,4,4
1.612,3,3,4,4
1.613,3,3,4,4
1.614,3,3,4,4
1.615,3,3,4,4
1.616,3,3,4,4
1.617,3,3,4,4
1.618,3,3,4,4
1.619,3,3,4,4
1.62,3,3,4,4
1.621,3,3,4,4
1.622,3,3,4,4
1.623,3,3,4,4
1.624,3,3,4,4
1.625,3,3,4,4
1.626,3,3,4,4
1.627,3,3,4,4
1.628,3,3,4,4
1.629,3,3,4,4
1.63,3,3,4,4
1.631,3,3,4,4
1.632,3,3,4,4
1.633,3,3,4,4
1.634,3,3,4,4
1.635,3,3,4,4
1.636,3,3,4,4
1.637,3,3,4,4
1.638,3,3,4,4
1.639,3,3,4,4
1.64,3,3,4,4
1.641,3,3,4,4
1.642,3,3,4,4
1.643,3,3,4,4
1.644,3,3,4,4
1.645,3,3,4,4
1.646,3,3,4,4
1.647,3,3,4,4
1.648,3,3,4,4
1.649,3,3,4,4
1.65,3,3,4,4
1.651,3,3,4,4
1.652,3,3,4,4
1.653,3,3,4,4
1.654,3,3,4,4
1.655,3,3,4,4
1.656,3,3,4,4
1.657,3,3,4,4
1.658,3,3,4,4
1.659,3,3,4,4
1.66,3,3,4,4
1.661,3,3,4,4
1.662,3,3,4,4
1.663,3,3,4,4
1.664,3,3,4,4
1.665,3,3,4,4
1.666,3,3,4,4
1.667,3,3,4,4
1.668,3,3,4,4
1.669,3,3,4,4
1.67,3,3,4,4
1.671,3,3,4,4
1.672,3,3,4,4
1.673,3,3,4,4
1.674,3,3,4,4
1.675,3,3,4,4
1.676,3,3,4,4
1.677,3,3,4,4
1.678,3,3,4,4
1.679,3,3,4,4
1.68,3,3,4,4
1.681,3,3,4,4
1.682,3,3,4,4
1.683,3,3,4,4
1.684,3,3,4,4
1.685,3,3,4,4
1.686,3,3,4,4
1.687,3,3,4,4
1.688,3,3,4,4
1.689,3,3,4,4
1.69,3,3,4,4
1.691,3,3,4,4
1.692,3,3,4,4
1.693,3,3,4,4
1.694,3,3,4,4
1.695,3,3,4,4
1.696,3,3,4,4
1.697,3,3,4,4
1.698,3,3,4,4
1.699,3,3,4,4
1.7,3,3,4,4
1.701,3,3,4,4
1.702,3,3,4,4
1.703,3,3,4,4
1.704,3,3,4,4
1.705,3,3,4,4
1.706,3,3,4,4
1.707,3,3,4,4
1.708,3,3,4,4
1.709,3,3,4,4
1.71,3,3,4,4
1.711,3,3,4,4
1.712,3,3,4,4
1.713,3,3,4,4
1.714,3,3,4,4
1.715,3,3,4,4
1.716,3,3,4,4
1.717,3,3,4,4
1.718,3,3,4,4
1.719,3,3,4,4
1.72,3,3,4,4
1.721,3,3,4,4
1.722,3,3,4,4
1.723,3,3,4,4
1.724,3,3,4,4
1.725,3,3,4,4
1.726,3,3,4,4
1.727,3,3,4,4
1.728,3,3,4,4
1.729,3,3,4,4
1.73,3,3,4,4
1.731,3,3,4,4
1.732,3,3,4,4
1.733,3,3,4,4
1.734,3,3,4,4
1.735,3,3,4,4
1.736,3,3,4,4
1.737,3,3,4,4
1.738,3,3,4,4
1.739,3,3,4,4
1.74,3,3,4,4
1.741,3,3,4,4
1.742,3,3,4,4
1.743,3,3,4,4
1.744,3,3,4,4
1.745,3,3,4,4
1.746,3,3,4,4
1.747,3,3,4,4
1.748,3,3,4,4
1.749,3,3,4,4
1.75,3,3,4,4
1.751,3,3,4,4
1.752,3,3,4,4
1.753,3,3,4,4
1.754,3,3,4,4
1.755,3,3,4,4
1.756,3,3,4,4
1.757,3,3,4,4
1.758,3,3,4,4
1.759,3,3,4,4
1.76,3,3,4,4
1.761,3,3,4,4
1.762,3,3,4,4
1.763,3,3,4,4
1.764,3,3,4,4
1.765,3,3,4,4
1.766,3,3,4,4
1.767,3,3,4,4
1.768,3,3,4,4
1.769,3,3,4,4
1.77,3,3,4,4
1.771,3,3,4,4
1.772,3,3,4,4
1.773,3,3,4,4
1.774,3,3,4,4
1.775,3,3,4,4
1.776,3,3,4,4
1.777,3,3,4,4
1.778,3,3,4,4
1.779,3,3,4,4
1.78,3,3,4,4
1.781,3,3,4,4
1.782,3,3,4,4
1.783,3,3,4,4
1.784,3,3,4,4
1.785,3,3,4,4
1.786,3,3,4,4
1.787,3,3,4,4
1.788,3,3,4,4
1.789,3,3,4,4
1.79,3,3,4,4
1.791,3,3,4,4
1.792,3,3,4,4
1.793,3,3,4,4
1.794,3,3,4,4
1.795,3,3,4,4
1.796,3,3,4,4
1.797,3,3,4,4
1.798,3,3,4,4
1.799,3,3,4,4
1.8,3,3,4,4
1.801,3,3,4,4
1.802,3,3,4,4
1.803,3,3,4,4
1.804,3,3,4,4
1.805,3,3,4,4
1.806,3,3,4,4
1.807,3,3,4,4
1.808,3,3,4,4
1.809,3,3,4,4
1.81,3,3,4,4
1.811,3,3,4,4
1.812,3,3,4,4
1.813,3,3,4,4
1.814,3,3,4,4
1.815,3,3,4,4
1.816,3,3,4,4
1.817,3,3,4,4
1.818,3,3,4,4
1.819,3,3,4,4
1.82,3,3,4,4
1.821,3,3,4,4
1.822,3,3,4,4
1.823,3,3,4,4
1.824,3,3,4,4
1.825,3,3,4,4
1.826,3,3,4,4
1.827,3,3,4,4
1.828,3,3,4,4
1.829,3,3,4,4
1.83,3,3,4,4
1.831,3,3,4,4
1.832,3,3,4,4
1.833,3,3,4,4
1.834,3,3,4,4
1.835,3,3,4,4
1.836,3,3,4,4
1.837,3,3,4,4
1.838,3,3,4,4
1.839,3,3,4,4
1.84,3,3,4,4
1.841,3,3,4,4
1.842,3,3,4,4
1.843,3,3,4,4
1.844,3,3,4,4
1.845,3,3,4,4
1.846,3,3,4,4
1.847,3,3,4,4
1.848,3,3,4,4
1.849,3,3,4,4
1.85,3,3,4,4
1.851,3,3,4,4
1.852,3,3,4,4
1.853,3,3,4,4
1.854,3,3,4,4
1.855,3,3,4,4
1.856,3,3,4,4
1.857,3,3,4,4
1.858,3,3,4,4
1.859,3,3,4,4
1.86,3,3,4,4
1.861,3,3,4,4
1.862,3,3,4,4
1.863,3,3,4,4
1.864,3,3,4,4
1.865,3,3,4,4
1.866,3,3,4,4
1.867,3,3,4,4
1.868,3,3,4,4
1.869,3,3,4,4
1.87,3,3,4,4
1.871,3,3,4,4
1.872,3,3,4,4
1.873,3,3,4,4
1.874,3,3,4,4
1.875,3,3,4,4
1.876,3,3,4,4
1.877,3,3,4,4
1.878,3,3,4,4
1.879,3,3,4,4
1.88,3,3,4,4
1.881,3,3,4,4
1.882,3,3,4,4
1.883,3,3,4,4
1.884,3,3,4,4
1.885,3,3,4,4
1.886,3,3,4,4
1.887,3,3,4,4
1.888,3,3,4,4
1.889,3,3,4,4
1.89,3,3,4,4
1.891,3,3,4,4
1.892,3,3,4,4
1.893,3,3,4,4
1.894,3,3,4,4
1.895,3,3,4,4
1.896,3,3,4,4
1.897,3,3,4,4
1.898,3,3,4,4
1.899,3,3,4,4
1.9,3,3,4,4
1.901,3,3,4,4
1.902,3,3,4,4
1.903,3,3,4,4
1.904,3,3,4,4
1.905,3,3,4,4
1.906,3,3,4,4
1.907,3,3,4,4
1.908,3,3,4,4
1.909,3,3,4,4
1.91,3,3,4,4
1.911,3,3,4,4
1.912,3,3,4,4
1.913,3,3,4,4
1.914,3,3,4,4
1.915,3,3,4,4
1.916,3,3,4,4
1.917,3,3,4,4
1.918,3,3,4,4
1.919,3,3,4,4
1.92,3,3,4,4
1.921,3,3,4,4
1.922,3,3,4,4
1.923,3,3,4,4
1.924,3,3,4,4
1.925,3,3,4,4
1.926,3,3,4,4
1.927,3,3,4,4
1.928,3,3,4,4
1.929,3,3,4,4
1.93,3,3,4,4
1.931,3,3,4,4
1.932,3,3,4,4
1.933,3,3,4,4
1.934,3,3,4,4
1.935,3,3,4,4
1.936,3,3,4,4
1.937,3,3,4,4
1.938,3,3,4,4
1.939,3,3,4,4
1.94,3,3,4,4
1.941,3,3,4,4
1.942,3,3,4,4
1.943,3,3,4,4
1.944,3,3,4,4
1.945,3,3,4,4
1.946,3,3,4,4
1.947,3,3,4,4
1.948,3,3,4,4
1.949,3,3,4,4
1.95,3,3,4,4
1.951,3,3,4,4
1.952,3,3,4,4
1.953,3,3,4,4
1.954,3,3,4,4
1.955,3,3,4,4
1.956,3,3,4,4
1.957,3,3,4,4
1.958,3,3,4,4
1.959,3,3,4,4
1.96,3,3,4,4
1.961,3,3,4,4
1.962,3,3,4,4
1.963,3,3,4,4
1.964,3,3,4,4
1.965,3,3,4,4
1.966,3,3,4,4
1.967,3,3,4,4
1.968,3,3,4,4
1.969,3,3,4,4
1.97,3,3,4,4
1.971,3,3,4,4
1.972,3,3,4,4
1.973,3,3,4,4
1.974,3,3,4,4
1.975,3,3,4,4
1.976,3,3,4,4
1.977,3,3,4,4
1.978,3,3,4,4
1.979,3,3,4,4
1.98,3,3,4,4
1.981,3,3,4,4
1.982,3,3,4,4
1.983,3,3,4,4
1.984,3,3,4,4
1.985,3,3,4,4
1.986,3,3,4,4
1.987,3,3,4,4
1.988,3,3,4,4
1.989,3,3,4,4
1.99,3,3,4,4
1.991,3,3,4,4
1.992,3,3,4,4
1.993,3,3,4,4
1.994,3,3,4,4
1.995,3,3,4,4
1.996,3,3,4,4
1.997,3,3,4,4
1.998,3,3,4,4
1.999,3,3,4,4
2,3,3,4,4
2,3,3,4,4
2.001,3,3,4,4
2.002,3,3,4,4
2.003,3,3,4,4
2.004,3,3,4,4
2.005,3,3,4,4
2.006,3,3,4,4
2.007,3,3,4,4
2.008,3,3,4,4
2.009,3,3,4,4
2.01,3,3,4,4
2.011,3,3,4,4
2.012,3,3,4,4
2.013,3,3,4,4
2.014,3,3,4,4
2.015,3,3,4,4
2.016,3,3,4,4
2.017,3,3,4,4
2.018,3,3,4,4
2.019,3,3,4,4
2.02,3,3,4,4
2.021,3,3,4,4
2.022,3,3,4,4
2.023,3,3,4,4
2.024,3,3,4,4
2.025,3,3,4,4
2.026,3,3,4,4
2.027,3,3,4,4
2.028,3,3,4,4
2.029,3,3,4,4
2.03,3,3,4,4
2.031,3,3,4,4
2.032,3,3,4,4
2.033,3,3,4,4
2.034,3,3,4,4
2.035,3,3,4,4
2.036,3,3,4,4
2.037,3,3,4,4
2.038,3,3,4,4
2.039,3,3,4,4
2.04,3,3,4,4
2.041,3,3,4,4
2.042,3,3,4,4
2.043,3,3,4,4
2.044,3,3,4,4
2.045,3,3,4,4
2.046,3,3,4,4
2.047,3,3,4,4
2.048,3,3,4,4
2.049,3,3,4,4
2.05,3,3,4,4
2.051,3,3,4,4
2.052,3,3,4,4
2.053,3,3,4,4
2.054,3,3,4,4
2.055,3,3,4,4
2.056,3,3,4,4
2.057,3,3,4,4
2.058,3,3,4,4
2.059,3,3,4,4
2.06,3,3,4,4
2.061,3,3,4,4
2.062,3,3,4,4
2.063,3,3,4,4
2.064,3,3,4,4
2.065,3,3,4,4
2.066,3,3,4,4
2.067,3,3,4,4
2.068,3,3,4,4
2.069,3,3,4,4
2.07,3,3,4,4
2.071,3,3,4,4
2.072,3,3,4,4
2.073,3,3,4,4
2.074,3,3,4,4
2.075,3,3,4,4
2.076,3,3,4,4
2.077,3,3,4,4
2.078,3,3,4,4
2.079,3,3,4,4
2.08,3,3,4,4
2.081,3,3,4,4
2.082,3,3,4,4
2.083,3,3,4,4
2.084,3,3,4,4
2.085,3,3,4,4
2.086,3,3,4,4
2.087,3,3,4,4
2.088,3,3,4,4
2.089,3,3,4,4
2.09,3,3,4,4
2.091,3,3,4,4
2.092,3,3,4,4
2.093,3,3,4,4
2.094,3,3,4,4
2.095,3,3,4,4
2.096,3,3,4,4
2.097,3,3,4,4
2.098,3,3,4,4
2.099,3,3,4,4
2.1,3,3,4,4
2.101,3,3,4,4
2.102,3,3,4,4
2.103,3,3,4,4
2.104,3,3,4,4
2.105,3,3,4,4
2.106,3,3,4,4
2.107,3,3,4,4
2.108,3,3,4,4
2.109,3,3,4,4
2.11,3,3,4,4
2.111,3,3,4,4
2.112,3,3,4,4
2.113,3,3,4,4
2.114,3,3,4,4
2.115,3,3,4,4
2.116,3,3,4,4
2.117,3,3,4,4
2.118,3,3,4,4
2.119,3,3,4,4
2.12,3,3,4,4
2.121,3,3,4,4
2.122,3,3,4,4
2.123,3,3,4,4
2.124,3,3,4,4
2.125,3,3,4,4
2.126,3,3,4,4
2.127,3,3,4,4
2.128,3,3,4,4
2.129,3,3,4,4
2.13,3,3,4,4
2.131,3,3,4,4
2.132,3,3,4,4
2.133,3,3,4,4
2.134,3,3,4,4
2.135,3,3,4,4
2.136,3,3,4,4
2.137,3,3,4,4
2.138,3,3,4,4
2.139,3,3,4,4
2.14,3,3,4,4
2.141,3,3,4,4
2.142,3,3,4,4
2.143,3,3,4,4
2.144,3,3,4,4
2.145,3,3,4,4
2.146,3,3,4,4
2.147,3,3,4,4
2.148,3,3,4,4
2.149,3,3,4,4
2.15,3,3,4,4
2.151,3,3,4,4
2.152,3,3,4,4
2.153,3,3,4,4
2.154,3,3,4,4
2.155,3,3,4,4
2.156,3,3,4,4
2.157,3,3,4,4
2.158,3,3,4,4
2.159,3,3,4,4
2.16,3,3,4,4
2.161,3,3,4,4
2.162,3,3,4,4
2.163,3,3,4,4
2.164,3,3,4,4
2.165,3,3,4,4
2.166,3,3,4,4
2.167,3,3,4,4
2.168,3,3,4,4
2.169,3,3,4,4
2.17,3,3,4,4
2.171,3,3,4,4
2.172,3,3,4,4
2.173,3,3,4,4
2.174,3,3,4,4
2.175,3,3,4,4
2.176,3,3,4,4
2.177,3,3,4,4
2.178,3,3,4,4
2.179,3,3,4,4
2.18,3,3,4,4
2.181,3,3,4,4
2.182,3,3,4,4
2.183,3,3,4,4
2.184,3,3,4,4
2.185,3,3,4,4
2.186,3,3,4,4
2.187,3,3,4,4
2.188,3,3,4,4
2.189,3,3,4,4
2.19,3,3,4,4
2.191,3,3,4,4
2.192,3,3,4,4
2.193,3,3,4,4
2.194,3,3,4,4
2.195,3,3,4,4
2.196,3,3,4,4
2.197,3,3,4,4
2.198,3,3,4,4
2.199,3,3,4,4
2.2,3,3,4,4
2.201,3,3,4,4
2.202,3,3,4,4
2.203,3,3,4,4
2.204,3,3,4,4
2.205,3,3,4,4
2.206,3,3,4,4
2.207,3,3,4,4
2.208,3,3,4,4
2.209,3,3,4,4
2.21,3,3,4,4
2.211,3,3,4,4
2.212,3,3,4,4
2.213,3,3,4,4
2.214,3,3,4,4
2.215,3,3,4,4
2.216,3,3,4,4
2.217,3,3,4,4
2.218,3,3,4,4
2.219,3,3,4,4
2.22,3,3,4,4
2.221,3,3,4,4
2.222,3,3,4,4
2.223,3,3,4,4
2.224,3,3,4,4
2.225,3,3,4,4
2.226,3,3,4,4
2.227,3,3,4,4
2.228,3,3,4,4
2.229,3,3,4,4
2.23,3,3,4,4
2.231,3,3,4,4
2.232,3,3,4,4
2.233,3,3,4,4
2.234,3,3,4,4
2.235,3,3,4,4
2.236,3,3,4,4
2.237,3,3,4,4
2.238,3,3,4,4
2.239,3,3,4,4
2.24,3,3,4,4
2.241,3,3,4,4
2.242,3,3,4,4
2.243,3,3,4,4
2.244,3,3,4,4
2.245,3,3,4,4
2.246,3,3,4,4
2.247,3,3,4,4
2.248,3,3,4,4
2.249,3,3,4,4
2.25,3,3,4,4
2.251,3,3,4,4
2.252,3,3,4,4
2.253,3,3,4,4
2.254,3,3,4,4
2.255,3,3,4,4
2.256,3,3,4,4
2.257,3,3,4,4
2.258,3,3,4,4
2.259,3,3,4,4
2.26,3,3,4,4
2.261,3,3,4,4
2.262,3,3,4,4
2.263,3,3,4,4
2.264,3,3,4,4
2.265,3,3,4,4
2.266,3,3,4,4
2.267,3,3,4,4
2.268,3,3,4,4
2.269,3,3,4,4
2.27,3,3,4,4
2.271,3,3,4,4
2.272,3,3,4,4
2.273,3,3,4,4
2.274,3,3,4,4
2.275,3,3,4,4
2.276,3,3,4,4
2.277,3,3,4,4
2.278,3,3,4,4
2.279,3,3,4,4
2.28,3,3,4,4
2.281,3,3,4,4
2.282,3,3,4,4
2.283,3,3,4,4
2.284,3,3,4,4
2.285,3,3,4,4
2.286,3,3,4,4
2.287,3,3,4,4
2.288,3,3,4,4
2.289,3,3,4,4
2.29,3,3,4,4
2.291,3,3,4,4
2.292,3,3,4,4
2.293,3,3,4,4
2.294,3,3,4,4
2.295,3,3,4,4
2.296,3,3,4,4
2.297,3,3,4,4
2.298,3,3,4,4
2.299,3,3,4,4
2.3,3,3,4,4
2.301,3,3,4,4
2.302,3,3,4,4
2.303,3,3,4,4
2.304,3,3,4,4
2.305,3,3,4,4
2.306,3,3,4,4
2.307,3,3,4,4
2.308,3,3,4,4
2.309,3,3,4,4
2.31,3,3,4,4
2.311,3,3,4,4
2.312,3,3,4,4
2.313,3,3,4,4
2.314,3,3,4,4
2.315,3,3,4,4
