"time","Adder.AND.G2.x","Adder.AND.G2.y","Adder.XOR.G2.x","Adder.XOR.G2.y"
3.476,4,4,3,3
3.477,4,4,3,3
3.478,4,4,3,3
3.479,4,4,3,3
3.48,4,4,3,3
3.481,4,4,3,3
3.482,4,4,3,3
3.483,4,4,3,3
3.484,4,4,3,3
3.485,4,4,3,3
3.486,4,4,3,3
3.487,4,4,3,3
3.488,4,4,3,3
3.489,4,4,3,3
3.49,4,4,3,3
3.491,4,4,3,3
3.492,4,4,3,3
3.493,4,4,3,3
3.494,4,4,3,3
3.495,4,4,3,3
3.496,4,4,3,3
3.497,4,4,3,3
3.498,4,4,3,3
3.499,4,4,3,3
3.5,4,4,3,3
3.501,4,4,3,3
3.502,4,4,3,3
3.503,4,4,3,3
3.504,4,4,3,3
3.505,4,4,3,3
3.506,4,4,3,3
3.507,4,4,3,3
3.508,4,4,3,3
3.509,4,4,3,3
3.51,4,4,3,3
3.511,4,4,3,3
3.512,4,4,3,3
3.513,4,4,3,3
3.514,4,4,3,3
3.515,4,4,3,3
3.516,4,4,3,3
3.517,4,4,3,3
3.518,4,4,3,3
3.519,4,4,3,3
3.52,4,4,3,3
3.521,4,4,3,3
3.522,4,4,3,3
3.523,4,4,3,3
3.524,4,4,3,3
3.525,4,4,3,3
3.526,4,4,3,3
3.527,4,4,3,3
3.528,4,4,3,3
3.529,4,4,3,3
3.53,4,4,3,3
3.531,4,4,3,3
3.532,4,4,3,3
3.533,4,4,3,3
3.534,4,4,3,3
3.535,4,4,3,3
3.536,4,4,3,3
3.537,4,4,3,3
3.538,4,4,3,3
3.539,4,4,3,3
3.54,4,4,3,3
3.541,4,4,3,3
3.542,4,4,3,3
3.543,4,4,3,3
3.544,4,4,3,3
3.545,4,4,3,3
3.546,4,4,3,3
3.547,4,4,3,3
3.548,4,4,3,3
3.549,4,4,3,3
3.55,4,4,3,3
3.551,4,4,3,3
3.552,4,4,3,3
3.553,4,4,3,3
3.554,4,4,3,3
3.555,4,4,3,3
3.556,4,4,3,3
3.557,4,4,3,3
3.558,4,4,3,3
3.559,4,4,3,3
3.56,4,4,3,3
3.561,4,4,3,3
3.562,4,4,3,3
3.563,4,4,3,3
3.564,4,4,3,3
3.565,4,4,3,3
3.566,4,4,3,3
3.567,4,4,3,3
3.568,4,4,3,3
3.569,4,4,3,3
3.57,4,4,3,3
3.571,4,4,3,3
3.572,4,4,3,3
3.573,4,4,3,3
3.574,4,4,3,3
3.575,4,4,3,3
3.576,4,4,3,3
3.577,4,4,3,3
3.578,4,4,3,3
3.579,4,4,3,3
3.58,4,4,3,3
3.581,4,4,3,3
3.582,4,4,3,3
3.583,4,4,3,3
3.584,4,4,3,3
3.585,4,4,3,3
3.586,4,4,3,3
3.587,4,4,3,3
3.588,4,4,3,3
3.589,4,4,3,3
3.59,4,4,3,3
3.591,4,4,3,3
3.592,4,4,3,3
3.593,4,4,3,3
3.594,4,4,3,3
3.595,4,4,3,3
3.596,4,4,3,3
3.597,4,4,3,3
3.598,4,4,3,3
3.599,4,4,3,3
3.6,4,4,3,3
3.601,4,4,3,3
3.602,4,4,3,3
3.603,4,4,3,3
3.604,4,4,3,3
3.605,4,4,3,3
3.606,4,4,3,3
3.607,4,4,3,3
3.608,4,4,3,3
3.609,4,4,3,3
3.61,4,4,3,3
3.611,4,4,3,3
3.612,4,4,3,3
3.613,4,4,3,3
3.614,4,4,3,3
3.615,4,4,3,3
3.616,4,4,3,3
3.617,4,4,3,3
3.618,4,4,3,3
3.619,4,4,3,3
3.62,4,4,3,3
3.621,4,4,3,3
3.622,4,4,3,3
3.623,4,4,3,3
3.624,4,4,3,3
3.625,4,4,3,3
3.626,4,4,3,3
3.627,4,4,3,3
3.628,4,4,3,3
3.629,4,4,3,3
3.63,4,4,3,3
3.631,4,4,3,3
3.632,4,4,3,3
3.633,4,4,3,3
3.634,4,4,3,3
3.635,4,4,3,3
3.636,4,4,3,3
3.637,4,4,3,3
3.638,4,4,3,3
3.639,4,4,3,3
3.64,4,4,3,3
3.641,4,4,3,3
3.642,4,4,3,3
3.643,4,4,3,3
3.644,4,4,3,3
3.645,4,4,3,3
3.646,4,4,3,3
3.647,4,4,3,3
3.648,4,4,3,3
3.649,4,4,3,3
3.65,4,4,3,3
3.651,4,4,3,3
3.652,4,4,3,3
3.653,4,4,3,3
3.654,4,4,3,3
3.655,4,4,3,3
3.656,4,4,3,3
3.657,4,4,3,3
3.658,4,4,3,3
3.659,4,4,3,3
3.66,4,4,3,3
3.661,4,4,3,3
3.662,4,4,3,3
3.663,4,4,3,3
3.664,4,4,3,3
3.665,4,4,3,3
3.666,4,4,3,3
3.667,4,4,3,3
3.668,4,4,3,3
3.669,4,4,3,3
3.67,4,4,3,3
3.671,4,4,3,3
3.672,4,4,3,3
3.673,4,4,3,3
3.674,4,4,3,3
3.675,4,4,3,3
3.676,4,4,3,3
3.677,4,4,3,3
3.678,4,4,3,3
3.679,4,4,3,3
3.68,4,4,3,3
3.681,4,4,3,3
3.682,4,4,3,3
3.683,4,4,3,3
3.684,4,4,3,3
3.685,4,4,3,3
3.686,4,4,3,3
3.687,4,4,3,3
3.688,4,4,3,3
3.689,4,4,3,3
3.69,4,4,3,3
3.691,4,4,3,3
3.692,4,4,3,3
3.693,4,4,3,3
3.694,4,4,3,3
3.695,4,4,3,3
3.696,4,4,3,3
3.697,4,4,3,3
3.698,4,4,3,3
3.699,4,4,3,3
3.7,4,4,3,3
3.701,4,4,3,3
3.702,4,4,3,3
3.703,4,4,3,3
3.704,4,4,3,3
3.705,4,4,3,3
3.706,4,4,3,3
3.707,4,4,3,3
3.708,4,4,3,3
3.709,4,4,3,3
3.71,4,4,3,3
3.711,4,4,3,3
3.712,4,4,3,3
3.713,4,4,3,3
3.714,4,4,3,3
3.715,4,4,3,3
3.716,4,4,3,3
3.717,4,4,3,3
3.718,4,4,3,3
3.719,4,4,3,3
3.72,4,4,3,3
3.721,4,4,3,3
3.722,4,4,3,3
3.723,4,4,3,3
3.724,4,4,3,3
3.725,4,4,3,3
3.726,4,4,3,3
3.727,4,4,3,3
3.728,4,4,3,3
3.729,4,4,3,3
3.73,4,4,3,3
3.731,4,4,3,3
3.732,4,4,3,3
3.733,4,4,3,3
3.734,4,4,3,3
3.735,4,4,3,3
3.736,4,4,3,3
3.737,4,4,3,3
3.738,4,4,3,3
3.739,4,4,3,3
3.74,4,4,3,3
3.741,4,4,3,3
3.742,4,4,3,3
3.743,4,4,3,3
3.744,4,4,3,3
3.745,4,4,3,3
3.746,4,4,3,3
3.747,4,4,3,3
3.748,4,4,3,3
3.749,4,4,3,3
3.75,4,4,3,3
3.751,4,4,3,3
3.752,4,4,3,3
3.753,4,4,3,3
3.754,4,4,3,3
3.755,4,4,3,3
3.756,4,4,3,3
3.757,4,4,3,3
3.758,4,4,3,3
3.759,4,4,3,3
3.76,4,4,3,3
3.761,4,4,3,3
3.762,4,4,3,3
3.763,4,4,3,3
3.764,4,4,3,3
3.765,4,4,3,3
3.766,4,4,3,3
3.767,4,4,3,3
3.768,4,4,3,3
3.769,4,4,3,3
3.77,4,4,3,3
3.771,4,4,3,3
3.772,4,4,3,3
3.773,4,4,3,3
3.774,4,4,3,3
3.775,4,4,3,3
3.776,4,4,3,3
3.777,4,4,3,3
3.778,4,4,3,3
3.779,4,4,3,3
3.78,4,4,3,3
3.781,4,4,3,3
3.782,4,4,3,3
3.783,4,4,3,3
3.784,4,4,3,3
3.785,4,4,3,3
3.786,4,4,3,3
3.787,4,4,3,3
3.788,4,4,3,3
3.789,4,4,3,3
3.79,4,4,3,3
3.791,4,4,3,3
3.792,4,4,3,3
3.793,4,4,3,3
3.794,4,4,3,3
3.795,4,4,3,3
3.796,4,4,3,3
3.797,4,4,3,3
3.798,4,4,3,3
3.799,4,4,3,3
3.8,4,4,3,3
3.801,4,4,3,3
3.802,4,4,3,3
3.803,4,4,3,3
3.804,4,4,3,3
3.805,4,4,3,3
3.806,4,4,3,3
3.807,4,4,3,3
3.808,4,4,3,3
3.809,4,4,3,3
3.81,4,4,3,3
3.811,4,4,3,3
3.812,4,4,3,3
3.813,4,4,3,3
3.814,4,4,3,3
3.815,4,4,3,3
3.816,4,4,3,3
3.817,4,4,3,3
3.818,4,4,3,3
3.819,4,4,3,3
3.82,4,4,3,3
3.821,4,4,3,3
3.822,4,4,3,3
3.823,4,4,3,3
3.824,4,4,3,3
3.825,4,4,3,3
3.826,4,4,3,3
3.827,4,4,3,3
3.828,4,4,3,3
3.829,4,4,3,3
3.83,4,4,3,3
3.831,4,4,3,3
3.832,4,4,3,3
3.833,4,4,3,3
3.834,4,4,3,3
3.835,4,4,3,3
3.836,4,4,3,3
3.837,4,4,3,3
3.838,4,4,3,3
3.839,4,4,3,3
3.84,4,4,3,3
3.841,4,4,3,3
3.842,4,4,3,3
3.843,4,4,3,3
3.844,4,4,3,3
3.845,4,4,3,3
3.846,4,4,3,3
3.847,4,4,3,3
3.848,4,4,3,3
3.849,4,4,3,3
3.85,4,4,3,3
3.851,4,4,3,3
3.852,4,4,3,3
3.853,4,4,3,3
3.854,4,4,3,3
3.855,4,4,3,3
3.856,4,4,3,3
3.857,4,4,3,3
3.858,4,4,3,3
3.859,4,4,3,3
3.86,4,4,3,3
3.861,4,4,3,3
3.862,4,4,3,3
3.863,4,4,3,3
3.864,4,4,3,3
3.865,4,4,3,3
3.866,4,4,3,3
3.867,4,4,3,3
3.868,4,4,3,3
3.869,4,4,3,3
3.87,4,4,3,3
3.871,4,4,3,3
3.872,4,4,3,3
3.873,4,4,3,3
3.874,4,4,3,3
3.875,4,4,3,3
3.876,4,4,3,3
3.877,4,4,3,3
3.878,4,4,3,3
3.879,4,4,3,3
3.88,4,4,3,3
3.881,4,4,3,3
3.882,4,4,3,3
3.883,4,4,3,3
3.884,4,4,3,3
3.885,4,4,3,3
3.886,4,4,3,3
3.887,4,4,3,3
3.888,4,4,3,3
3.889,4,4,3,3
3.89,4,4,3,3
3.891,4,4,3,3
3.892,4,4,3,3
3.893,4,4,3,3
3.894,4,4,3,3
3.895,4,4,3,3
3.896,4,4,3,3
3.897,4,4,3,3
3.898,4,4,3,3
3.899,4,4,3,3
3.9,4,4,3,3
3.901,4,4,3,3
3.902,4,4,3,3
3.903,4,4,3,3
3.904,4,4,3,3
3.905,4,4,3,3
3.906,4,4,3,3
3.907,4,4,3,3
3.908,4,4,3,3
3.909,4,4,3,3
3.91,4,4,3,3
3.911,4,4,3,3
3.912,4,4,3,3
3.913,4,4,3,3
3.914,4,4,3,3
3.915,4,4,3,3
3.916,4,4,3,3
3.917,4,4,3,3
3.918,4,4,3,3
3.919,4,4,3,3
3.92,4,4,3,3
3.921,4,4,3,3
3.922,4,4,3,3
3.923,4,4,3,3
3.924,4,4,3,3
3.925,4,4,3,3
3.926,4,4,3,3
3.927,4,4,3,3
3.928,4,4,3,3
3.929,4,4,3,3
3.93,4,4,3,3
3.931,4,4,3,3
3.932,4,4,3,3
3.933,4,4,3,3
3.934,4,4,3,3
3.935,4,4,3,3
3.936,4,4,3,3
3.937,4,4,3,3
3.938,4,4,3,3
3.939,4,4,3,3
3.94,4,4,3,3
3.941,4,4,3,3
3.942,4,4,3,3
3.943,4,4,3,3
3.944,4,4,3,3
3.945,4,4,3,3
3.946,4,4,3,3
3.947,4,4,3,3
3.948,4,4,3,3
3.949,4,4,3,3
3.95,4,4,3,3
3.951,4,4,3,3
3.952,4,4,3,3
3.953,4,4,3,3
3.954,4,4,3,3
3.955,4,4,3,3
3.956,4,4,3,3
3.957,4,4,3,3
3.958,4,4,3,3
3.959,4,4,3,3
3.96,4,4,3,3
3.961,4,4,3,3
3.962,4,4,3,3
3.963,4,4,3,3
3.964,4,4,3,3
3.965,4,4,3,3
3.966,4,4,3,3
3.967,4,4,3,3
3.968,4,4,3,3
3.969,4,4,3,3
3.97,4,4,3,3
3.971,4,4,3,3
3.972,4,4,3,3
3.973,4,4,3,3
3.974,4,4,3,3
3.975,4,4,3,3
3.976,4,4,3,3
3.977,4,4,3,3
3.978,4,4,3,3
3.979,4,4,3,3
3.98,4,4,3,3
3.981,4,4,3,3
3.982,4,4,3,3
3.983,4,4,3,3
3.984,4,4,3,3
3.985,4,4,3,3
3.986,4,4,3,3
3.987,4,4,3,3
3.988,4,4,3,3
3.989,4,4,3,3
3.99,4,4,3,3
3.991,4,4,3,3
3.992,4,4,3,3
3.993,4,4,3,3
3.994,4,4,3,3
3.995,4,4,3,3
3.996,4,4,3,3
3.997,4,4,3,3
3.998,4,4,3,3
3.999,4,4,3,3
4,4,4,3,3
4,3,4,3,3
4.001,3,4,3,3
4.002,3,4,3,3
4.003,3,4,3,3
4.004,3,4,3,3
4.005,3,4,3,3
4.006,3,4,3,3
4.007,3,4,3,3
4.008,3,4,3,3
4.009,3,4,3,3
4.01,3,4,3,3
4.011,3,4,3,3
4.012,3,4,3,3
4.013,3,4,3,3
4.014,3,4,3,3
4.015,3,4,3,3
4.016,3,4,3,3
4.017,3,4,3,3
4.018,3,4,3,3
4.019,3,4,3,3
4.02,3,4,3,3
4.021,3,4,3,3
4.022,3,4,3,3
4.023,3,4,3,3
4.024,3,4,3,3
4.025,3,4,3,3
4.026,3,4,3,3
4.027,3,4,3,3
4.028,3,4,3,3
4.029,3,4,3,3
4.03,3,4,3,3
4.031,3,4,3,3
4.032,3,4,3,3
4.033,3,4,3,3
4.034,3,4,3,3
4.035,3,4,3,3
4.036,3,4,3,3
4.037,3,4,3,3
4.038,3,4,3,3
4.039,3,4,3,3
4.04,3,4,3,3
4.041,3,4,3,3
4.042,3,4,3,3
4.043,3,4,3,3
4.044,3,4,3,3
4.045,3,4,3,3
4.046,3,4,3,3
4.047,3,4,3,3
4.048,3,4,3,3
4.049,3,4,3,3
4.05,3,4,3,3
4.051,3,4,3,3
4.052,3,4,3,3
4.053,3,4,3,3
4.054,3,4,3,3
4.055,3,4,3,3
4.056,3,4,3,3
4.057,3,4,3,3
4.058,3,4,3,3
4.059,3,4,3,3
4.06,3,4,3,3
4.061,3,4,3,3
4.062,3,4,3,3
4.063,3,4,3,3
4.064,3,4,3,3
4.065,3,4,3,3
4.066,3,4,3,3
4.067,3,4,3,3
4.068,3,4,3,3
4.069,3,4,3,3
4.07,3,4,3,3
4.071,3,4,3,3
4.072,3,4,3,3
4.073,3,4,3,3
4.074,3,4,3,3
4.075,3,4,3,3
4.076,3,4,3,3
4.077,3,4,3,3
4.078,3,4,3,3
4.079,3,4,3,3
4.08,3,4,3,3
4.081,3,4,3,3
4.082,3,4,3,3
4.083,3,4,3,3
4.084,3,4,3,3
4.085,3,4,3,3
4.086,3,4,3,3
4.087,3,4,3,3
4.088,3,4,3,3
4.089,3,4,3,3
4.09,3,4,3,3
4.091,3,4,3,3
4.092,3,4,3,3
4.093,3,4,3,3
4.094,3,4,3,3
4.095,3,4,3,3
4.096,3,4,3,3
4.097,3,4,3,3
4.098,3,4,3,3
4.099,3,4,3,3
4.1,3,4,3,3
4.101,3,4,3,3
4.102,3,4,3,3
4.103,3,4,3,3
4.104,3,4,3,3
4.105,3,4,3,3
4.106,3,4,3,3
4.107,3,4,3,3
4.108,3,4,3,3
4.109,3,4,3,3
4.11,3,4,3,3
4.111,3,4,3,3
4.112,3,4,3,3
4.113,3,4,3,3
4.114,3,4,3,3
4.115,3,4,3,3
4.116,3,4,3,3
4.117,3,4,3,3
4.118,3,4,3,3
4.119,3,4,3,3
4.12,3,4,3,3
4.121,3,4,3,3
4.122,3,4,3,3
4.123,3,4,3,3
4.124,3,4,3,3
4.125,3,4,3,3
4.126,3,4,3,3
4.127,3,4,3,3
4.128,3,4,3,3
4.129,3,4,3,3
4.13,3,4,3,3
4.131,3,4,3,3
4.132,3,4,3,3
4.133,3,4,3,3
4.134,3,4,3,3
4.135,3,4,3,3
4.136,3,4,3,3
4.137,3,4,3,3
4.138,3,4,3,3
4.139,3,4,3,3
4.14,3,4,3,3
4.141,3,4,3,3
4.142,3,4,3,3
4.143,3,4,3,3
4.144,3,4,3,3
4.145,3,4,3,3
4.146,3,4,3,3
4.147,3,4,3,3
4.148,3,4,3,3
4.149,3,4,3,3
4.15,3,4,3,3
4.151,3,4,3,3
4.152,3,4,3,3
4.153,3,4,3,3
4.154,3,4,3,3
4.155,3,4,3,3
4.156,3,4,3,3
4.157,3,4,3,3
4.158,3,4,3,3
4.159,3,4,3,3
4.16,3,4,3,3
4.161,3,4,3,3
4.162,3,4,3,3
4.163,3,4,3,3
4.164,3,4,3,3
4.165,3,4,3,3
4.166,3,4,3,3
4.167,3,4,3,3
4.168,3,4,3,3
4.169,3,4,3,3
4.17,3,4,3,3
4.171,3,4,3,3
4.172,3,4,3,3
4.173,3,4,3,3
4.174,3,4,3,3
4.175,3,4,3,3
4.176,3,4,3,3
4.177,3,4,3,3
4.178,3,4,3,3
4.179,3,4,3,3
4.18,3,4,3,3
4.181,3,4,3,3
4.182,3,4,3,3
4.183,3,4,3,3
4.184,3,4,3,3
4.185,3,4,3,3
4.186,3,4,3,3
4.187,3,4,3,3
4.188,3,4,3,3
4.189,3,4,3,3
4.19,3,4,3,3
4.191,3,4,3,3
4.192,3,4,3,3
4.193,3,4,3,3
4.194,3,4,3,3
4.195,3,4,3,3
4.196,3,4,3,3
4.197,3,4,3,3
4.198,3,4,3,3
4.199,3,4,3,3
4.2,3,4,3,3
4.201,3,4,3,3
4.202,3,4,3,3
4.203,3,4,3,3
4.204,3,4,3,3
4.205,3,4,3,3
4.206,3,4,3,3
4.207,3,4,3,3
4.208,3,4,3,3
4.209,3,4,3,3
4.21,3,4,3,3
4.211,3,4,3,3
4.212,3,4,3,3
4.213,3,4,3,3
4.214,3,4,3,3
4.215,3,4,3,3
4.216,3,4,3,3
4.217,3,4,3,3
4.218,3,4,3,3
4.219,3,4,3,3
4.22,3,4,3,3
4.221,3,4,3,3
4.222,3,4,3,3
4.223,3,4,3,3
4.224,3,4,3,3
4.225,3,4,3,3
4.226,3,4,3,3
4.227,3,4,3,3
4.228,3,4,3,3
4.229,3,4,3,3
4.23,3,4,3,3
4.231,3,4,3,3
4.232,3,4,3,3
4.233,3,4,3,3
4.234,3,4,3,3
4.235,3,4,3,3
4.236,3,4,3,3
4.237,3,4,3,3
4.238,3,4,3,3
4.239,3,4,3,3
4.24,3,4,3,3
4.241,3,4,3,3
4.242,3,4,3,3
4.243,3,4,3,3
4.244,3,4,3,3
4.245,3,4,3,3
4.246,3,4,3,3
4.247,3,4,3,3
4.248,3,4,3,3
4.249,3,4,3,3
4.25,3,4,3,3
4.251,3,4,3,3
4.252,3,4,3,3
4.253,3,4,3,3
4.254,3,4,3,3
4.255,3,4,3,3
4.256,3,4,3,3
4.257,3,4,3,3
4.258,3,4,3,3
4.259,3,4,3,3
4.26,3,4,3,3
4.261,3,4,3,3
4.262,3,4,3,3
4.263,3,4,3,3
4.264,3,4,3,3
4.265,3,4,3,3
4.266,3,4,3,3
4.267,3,4,3,3
4.268,3,4,3,3
4.269,3,4,3,3
4.27,3,4,3,3
4.271,3,4,3,3
4.272,3,4,3,3
4.273,3,4,3,3
4.274,3,4,3,3
4.275,3,4,3,3
4.276,3,4,3,3
4.277,3,4,3,3
4.278,3,4,3,3
4.279,3,4,3,3
4.28,3,4,3,3
4.281,3,4,3,3
4.282,3,4,3,3
4.283,3,4,3,3
4.284,3,4,3,3
4.285,3,4,3,3
4.286,3,4,3,3
4.287,3,4,3,3
4.288,3,4,3,3
4.289,3,4,3,3
4.29,3,4,3,3
4.291,3,4,3,3
4.292,3,4,3,3
4.293,3,4,3,3
4.294,3,4,3,3
4.295,3,4,3,3
4.296,3,4,3,3
4.297,3,4,3,3
4.298,3,4,3,3
4.299,3,4,3,3
4.3,3,4,3,3
4.3,3,3,3,3
4.301,3,3,3,3
4.302,3,3,3,3
4.303,3,3,3,3
4.304,3,3,3,3
4.305,3,3,3,3
4.306,3,3,3,3
4.307,3,3,3,3
4.308,3,3,3,3
4.309,3,3,3,3
4.31,3,3,3,3
4.311,3,3,3,3
4.312,3,3,3,3
4.313,3,3,3,3
4.314,3,3,3,3
4.315,3,3,3,3
4.316,3,3,3,3
4.317,3,3,3,3
4.318,3,3,3,3
4.319,3,3,3,3
4.32,3,3,3,3
4.321,3,3,3,3
4.322,3,3,3,3
4.323,3,3,3,3
4.324,3,3,3,3
4.325,3,3,3,3
4.326,3,3,3,3
4.327,3,3,3,3
4.328,3,3,3,3
4.329,3,3,3,3
4.33,3,3,3,3
4.331,3,3,3,3
4.332,3,3,3,3
4.333,3,3,3,3
4.334,3,3,3,3
4.335,3,3,3,3
4.336,3,3,3,3
4.337,3,3,3,3
4.338,3,3,3,3
4.339,3,3,3,3
4.34,3,3,3,3
4.341,3,3,3,3
4.342,3,3,3,3
4.343,3,3,3,3
4.344,3,3,3,3
4.345,3,3,3,3
4.346,3,3,3,3
4.347,3,3,3,3
4.348,3,3,3,3
4.349,3,3,3,3
4.35,3,3,3,3
4.351,3,3,3,3
4.352,3,3,3,3
4.353,3,3,3,3
4.354,3,3,3,3
4.355,3,3,3,3
4.356,3,3,3,3
4.357,3,3,3,3
4.358,3,3,3,3
4.359,3,3,3,3
4.36,3,3,3,3
4.361,3,3,3,3
4.362,3,3,3,3
4.363,3,3,3,3
4.364,3,3,3,3
4.365,3,3,3,3
4.366,3,3,3,3
4.367,3,3,3,3
4.368,3,3,3,3
4.369,3,3,3,3
4.37,3,3,3,3
4.371,3,3,3,3
4.372,3,3,3,3
4.373,3,3,3,3
4.374,3,3,3,3
4.375,3,3,3,3
4.376,3,3,3,3
4.377,3,3,3,3
4.378,3,3,3,3
4.379,3,3,3,3
4.38,3,3,3,3
4.381,3,3,3,3
4.382,3,3,3,3
4.383,3,3,3,3
4.384,3,3,3,3
4.385,3,3,3,3
4.386,3,3,3,3
4.387,3,3,3,3
4.388,3,3,3,3
4.389,3,3,3,3
4.39,3,3,3,3
4.391,3,3,3,3
4.392,3,3,3,3
4.393,3,3,3,3
4.394,3,3,3,3
4.395,3,3,3,3
4.396,3,3,3,3
4.397,3,3,3,3
4.398,3,3,3,3
4.399,3,3,3,3
4.4,3,3,3,3
4.401,3,3,3,3
4.402,3,3,3,3
4.403,3,3,3,3
4.404,3,3,3,3
4.405,3,3,3,3
4.406,3,3,3,3
4.407,3,3,3,3
4.408,3,3,3,3
4.409,3,3,3,3
4.41,3,3,3,3
4.411,3,3,3,3
4.412,3,3,3,3
4.413,3,3,3,3
4.414,3,3,3,3
4.415,3,3,3,3
4.416,3,3,3,3
4.417,3,3,3,3
4.418,3,3,3,3
4.419,3,3,3,3
4.42,3,3,3,3
4.421,3,3,3,3
4.422,3,3,3,3
4.423,3,3,3,3
4.424,3,3,3,3
4.425,3,3,3,3
4.426,3,3,3,3
4.427,3,3,3,3
4.428,3,3,3,3
4.429,3,3,3,3
4.43,3,3,3,3
4.431,3,3,3,3
4.432,3,3,3,3
4.433,3,3,3,3
4.434,3,3,3,3
4.435,3,3,3,3
4.436,3,3,3,3
4.437,3,3,3,3
4.438,3,3,3,3
4.439,3,3,3,3
4.44,3,3,3,3
4.441,3,3,3,3
4.442,3,3,3,3
4.443,3,3,3,3
4.444,3,3,3,3
4.445,3,3,3,3
4.446,3,3,3,3
4.447,3,3,3,3
4.448,3,3,3,3
4.449,3,3,3,3
4.45,3,3,3,3
4.451,3,3,3,3
4.452,3,3,3,3
4.453,3,3,3,3
4.454,3,3,3,3
4.455,3,3,3,3
4.456,3,3,3,3
4.457,3,3,3,3
4.458,3,3,3,3
4.459,3,3,3,3
4.46,3,3,3,3
4.461,3,3,3,3
4.462,3,3,3,3
4.463,3,3,3,3
4.464,3,3,3,3
4.465,3,3,3,3
4.466,3,3,3,3
4.467,3,3,3,3
4.468,3,3,3,3
4.469,3,3,3,3
4.47,3,3,3,3
4.471,3,3,3,3
4.472,3,3,3,3
4.473,3,3,3,3
4.474,3,3,3,3
4.475,3,3,3,3
4.476,3,3,3,3
4.477,3,3,3,3
4.478,3,3,3,3
4.479,3,3,3,3
4.48,3,3,3,3
4.481,3,3,3,3
4.482,3,3,3,3
4.483,3,3,3,3
4.484,3,3,3,3
4.485,3,3,3,3
4.486,3,3,3,3
4.487,3,3,3,3
4.488,3,3,3,3
4.489,3,3,3,3
4.49,3,3,3,3
4.491,3,3,3,3
4.492,3,3,3,3
4.493,3,3,3,3
4.494,3,3,3,3
4.495,3,3,3,3
4.496,3,3,3,3
4.497,3,3,3,3
4.498,3,3,3,3
4.499,3,3,3,3
4.5,3,3,3,3
4.501,3,3,3,3
4.502,3,3,3,3
4.503,3,3,3,3
4.504,3,3,3,3
4.505,3,3,3,3
4.506,3,3,3,3
4.507,3,3,3,3
4.508,3,3,3,3
4.509,3,3,3,3
4.51,3,3,3,3
4.511,3,3,3,3
4.512,3,3,3,3
4.513,3,3,3,3
4.514,3,3,3,3
4.515,3,3,3,3
4.516,3,3,3,3
4.517,3,3,3,3
4.518,3,3,3,3
4.519,3,3,3,3
4.52,3,3,3,3
4.521,3,3,3,3
4.522,3,3,3,3
4.523,3,3,3,3
4.524,3,3,3,3
4.525,3,3,3,3
4.526,3,3,3,3
4.527,3,3,3,3
4.528,3,3,3,3
4.529,3,3,3,3
4.53,3,3,3,3
4.531,3,3,3,3
4.532,3,3,3,3
4.533,3,3,3,3
4.534,3,3,3,3
4.535,3,3,3,3
4.536,3,3,3,3
4.537,3,3,3,3
4.538,3,3,3,3
4.539,3,3,3,3
4.54,3,3,3,3
4.541,3,3,3,3
4.542,3,3,3,3
4.543,3,3,3,3
4.544,3,3,3,3
4.545,3,3,3,3
4.546,3,3,3,3
4.547,3,3,3,3
4.548,3,3,3,3
4.549,3,3,3,3
4.55,3,3,3,3
4.551,3,3,3,3
4.552,3,3,3,3
4.553,3,3,3,3
4.554,3,3,3,3
4.555,3,3,3,3
4.556,3,3,3,3
4.557,3,3,3,3
4.558,3,3,3,3
4.559,3,3,3,3
4.56,3,3,3,3
4.561,3,3,3,3
4.562,3,3,3,3
4.563,3,3,3,3
4.564,3,3,3,3
4.565,3,3,3,3
4.566,3,3,3,3
4.567,3,3,3,3
4.568,3,3,3,3
4.569,3,3,3,3
4.57,3,3,3,3
4.571,3,3,3,3
4.572,3,3,3,3
4.573,3,3,3,3
4.574,3,3,3,3
4.575,3,3,3,3
4.576,3,3,3,3
4.577,3,3,3,3
4.578,3,3,3,3
4.579,3,3,3,3
4.58,3,3,3,3
4.581,3,3,3,3
4.582,3,3,3,3
4.583,3,3,3,3
4.584,3,3,3,3
4.585,3,3,3,3
4.586,3,3,3,3
4.587,3,3,3,3
4.588,3,3,3,3
4.589,3,3,3,3
4.59,3,3,3,3
4.591,3,3,3,3
4.592,3,3,3,3
4.593,3,3,3,3
4.594,3,3,3,3
4.595,3,3,3,3
4.596,3,3,3,3
4.597,3,3,3,3
4.598,3,3,3,3
4.599,3,3,3,3
4.6,3,3,3,3
4.601,3,3,3,3
4.602,3,3,3,3
4.603,3,3,3,3
4.604,3,3,3,3
4.605,3,3,3,3
4.606,3,3,3,3
4.607,3,3,3,3
4.608,3,3,3,3
4.609,3,3,3,3
4.61,3,3,3,3
4.611,3,3,3,3
4.612,3,3,3,3
4.613,3,3,3,3
4.614,3,3,3,3
4.615,3,3,3,3
4.616,3,3,3,3
4.617,3,3,3,3
4.618,3,3,3,3
4.619,3,3,3,3
4.62,3,3,3,3
4.621,3,3,3,3
4.622,3,3,3,3
4.623,3,3,3,3
4.624,3,3,3,3
4.625,3,3,3,3
4.626,3,3,3,3
4.627,3,3,3,3
4.628,3,3,3,3
4.629,3,3,3,3
4.63,3,3,3,3
4.631,3,3,3,3
4.632,3,3,3,3
4.633,3,3,3,3
4.634,3,3,3,3
4.635,3,3,3,3
